,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
377,4,4:33.0,Shooting foul by N. Bjelica (drawn by B. Portis),,80,106
378,4,4:33.0,,Minnesota full timeout,80,106
379,4,4:33.0,,B. Rush enters the game for S. Muhammad,80,106
380,4,4:33.0,B. Portis makes free throw 1 of 1,,81,106
381,4,4:12.0,,N. Bjelica misses 2-pt jump shot from 20 ft,81,106
382,4,4:11.0,Defensive rebound by D. Valentine,,81,106
383,4,3:54.0,M. Carter-Williams makes 2-pt layup from 2 ft,,83,106
384,4,3:37.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by R. Rubio),83,109
385,4,3:21.0,D. Valentine misses 3-pt jump shot from 26 ft,,83,109
386,4,3:20.0,,Defensive rebound by A. Wiggins,83,109
387,4,2:59.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by R. Rubio),83,111
388,4,2:59.0,,Shooting foul by B. Portis (drawn by N. Bjelica),83,111
389,4,2:59.0,Chicago full timeout,,83,111
390,4,2:59.0,,C. Aldrich enters the game for K. Towns,83,111
391,4,2:59.0,,N. Bjelica makes free throw 1 of 1,83,112
392,4,2:41.0,Shooting block foul by C. Aldrich (drawn by I. Canaan),,83,112
393,4,2:41.0,I. Canaan makes free throw 1 of 2,,84,112
394,4,2:41.0,,T. Jones enters the game for R. Rubio,84,112
395,4,2:41.0,I. Canaan makes free throw 2 of 2,,85,112
396,4,2:33.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by T. Jones),85,115
397,4,2:15.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,85,115
398,4,2:14.0,,Defensive rebound by Team,85,115
399,4,2:14.0,,L. Stephenson enters the game for A. Wiggins,85,115
400,4,2:00.0,,Turnover by L. Stephenson (bad pass; steal by M. Carter-Williams),85,115
401,4,1:49.0,C. Felício misses 2-pt hook shot from 5 ft,,85,115
402,4,1:49.0,,Defensive rebound by C. Aldrich,85,115
403,4,1:24.0,,N. Bjelica misses 2-pt jump shot from 12 ft,85,115
404,4,1:23.0,Defensive rebound by B. Portis,,85,115
405,4,1:16.0,I. Canaan misses 2-pt jump shot from 13 ft,,85,115
406,4,1:15.0,Offensive rebound by C. Felício,,85,115
407,4,1:15.0,C. Felício makes 2-pt layup from 1 ft,,87,115
408,4,0:54.0,,L. Stephenson makes 2-pt jump shot from 5 ft,87,117
409,4,0:44.0,M. Carter-Williams makes 2-pt jump shot from 12 ft,,89,117
410,4,0:28.0,,N. Bjelica misses 3-pt jump shot from 26 ft,89,117
411,4,0:27.0,Defensive rebound by M. Carter-Williams,,89,117
412,4,0:16.0,I. Canaan misses 2-pt jump shot from 20 ft,,89,117
413,4,0:15.0,Offensive rebound by D. Valentine,,89,117
414,4,0:11.0,D. Valentine misses 3-pt jump shot from 24 ft,,89,117
415,4,0:10.0,,Defensive rebound by N. Bjelica,89,117
