,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
390,4,7:58.0,,Defensive rebound by S. Rodríguez,83,75
391,4,7:46.0,,D. Šarić misses 3-pt jump shot from 24 ft,83,75
392,4,7:45.0,Defensive rebound by Team,,83,75
393,4,7:29.0,J. Clarkson makes 2-pt layup from 2 ft,,85,75
394,4,7:09.0,,D. Šarić misses 2-pt jump shot from 6 ft,85,75
395,4,7:08.0,Defensive rebound by L. Deng,,85,75
396,4,7:01.0,Shooting foul by R. Covington (drawn by L. Williams),,85,75
397,4,7:01.0,L. Williams makes free throw 1 of 2,,86,75
398,4,7:01.0,,J. Embiid enters the game for J. Okafor,86,75
399,4,7:01.0,T. Mozgov enters the game for B. Ingram,,86,75
400,4,7:01.0,L. Williams makes free throw 2 of 2,,87,75
401,4,6:53.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,87,75
402,4,6:52.0,Defensive rebound by L. Nance,,87,75
403,4,6:36.0,L. Williams misses 3-pt jump shot from 26 ft,,87,75
404,4,6:35.0,Offensive rebound by L. Nance,,87,75
405,4,6:35.0,Personal foul by D. Šarić (drawn by L. Nance),,87,75
406,4,6:19.0,L. Nance makes 2-pt layup from 1 ft (assist by L. Williams),,89,75
407,4,6:18.0,,Philadelphia full timeout,89,75
408,4,6:18.0,,E. İlyasova enters the game for D. Šarić,89,75
409,4,6:18.0,,T. McConnell enters the game for S. Rodríguez,89,75
410,4,6:01.0,,E. İlyasova makes 2-pt jump shot from 11 ft (assist by T. McConnell),89,77
411,4,5:40.0,Turnover by T. Mozgov (3 sec),,89,77
412,4,5:32.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Covington),89,80
413,4,5:07.0,L. Deng makes 3-pt jump shot from 26 ft (assist by T. Mozgov),,92,80
414,4,5:00.0,Violation by L. Williams (kicked ball),,92,80
415,4,4:51.0,,Turnover by R. Covington (bad pass),92,80
416,4,4:28.0,Offensive foul by T. Mozgov (drawn by J. Embiid),,92,80
417,4,4:28.0,Turnover by T. Mozgov (offensive foul),,92,80
418,4,4:28.0,D. Russell enters the game for L. Williams,,92,80
419,4,4:05.0,,N. Stauskas misses 2-pt jump shot from 17 ft,92,80
420,4,4:04.0,Defensive rebound by L. Nance,,92,80
421,4,4:02.0,Personal foul by T. McConnell (drawn by J. Clarkson),,92,80
422,4,3:51.0,T. Mozgov makes 2-pt dunk at rim (assist by L. Nance),,94,80
423,4,3:50.0,,Philadelphia full timeout,94,80
424,4,3:40.0,,R. Covington makes 2-pt dunk at rim (assist by N. Stauskas),94,82
425,4,3:19.0,L. Deng misses 3-pt jump shot from 26 ft,,94,82
426,4,3:17.0,Offensive rebound by L. Nance,,94,82
427,4,2:58.0,,Offensive charge foul by L. Nance (drawn by E. İlyasova),94,82
428,4,2:58.0,Turnover by L. Nance (offensive foul),,94,82
429,4,2:58.0,LA Lakers full timeout,,94,82
430,4,2:58.0,J. Randle enters the game for T. Mozgov,,94,82
431,4,2:49.0,,Shooting foul by D. Russell (drawn by N. Stauskas),94,82
432,4,2:49.0,,N. Stauskas makes free throw 1 of 2,94,83
433,4,2:49.0,,N. Stauskas makes free throw 2 of 2,94,84
434,4,2:29.0,D. Russell misses 3-pt jump shot from 26 ft,,94,84
435,4,2:27.0,,Defensive rebound by J. Embiid,94,84
436,4,2:19.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by T. McConnell),94,87
437,4,1:56.0,Turnover by J. Randle (3 sec),,94,87
438,4,1:56.0,L. Williams enters the game for J. Clarkson,,94,87
439,4,1:47.0,,Turnover by T. McConnell (step out of bounds),94,87
440,4,1:29.0,Turnover by D. Russell (lost ball),,94,87
441,4,1:17.0,,J. Embiid misses 2-pt jump shot from 13 ft,94,87
442,4,1:16.0,Defensive rebound by L. Nance,,94,87
443,4,0:55.0,J. Randle makes 2-pt jump shot from 11 ft (assist by L. Williams),,96,87
444,4,0:55.0,,Philadelphia full timeout,96,87
445,4,0:55.0,,S. Rodríguez enters the game for T. McConnell,96,87
446,4,0:49.0,,Turnover by N. Stauskas (bad pass; steal by L. Williams),96,87
447,4,0:26.0,Personal foul by R. Covington (drawn by J. Randle),,96,87
448,4,0:26.0,J. Randle makes free throw 1 of 2,,97,87
449,4,0:26.0,J. Randle makes free throw 2 of 2,,98,87
450,4,0:09.0,,E. İlyasova misses 3-pt jump shot from 25 ft,98,87
451,4,0:08.0,,Offensive rebound by R. Covington,98,87
452,4,0:08.0,,R. Covington makes 2-pt dunk at rim,98,89
453,4,0:08.0,Personal foul by E. İlyasova (drawn by J. Randle),,98,89
454,4,0:08.0,J. Randle makes free throw 1 of 2,,99,89
455,4,0:08.0,J. Randle makes free throw 2 of 2,,100,89
456,4,0:03.0,,J. Embiid misses 3-pt jump shot from 26 ft,100,89
457,4,0:02.0,Defensive rebound by L. Deng,,100,89
