,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
136,2,7:43.0,Personal foul by M. Kidd-Gilchrist (drawn by N. Mirotić),,45,35
137,2,7:31.0,D. Wade misses 2-pt jump shot from 19 ft,,45,35
138,2,7:29.0,Offensive rebound by D. Valentine,,45,35
139,2,7:25.0,C. Payne misses 3-pt jump shot from 25 ft,,45,35
140,2,7:24.0,,Defensive rebound by M. Kidd-Gilchrist,45,35
141,2,7:15.0,,Turnover by J. Lamb (bad pass; steal by C. Payne),45,35
142,2,7:09.0,C. Payne misses 2-pt layup from 1 ft,,45,35
143,2,7:07.0,Offensive rebound by J. Lauvergne,,45,35
144,2,7:05.0,J. Lauvergne misses 2-pt layup from 1 ft (block by C. Zeller),,45,35
145,2,7:05.0,,Defensive rebound by Team,45,35
146,2,6:45.0,,Shooting foul by N. Mirotić (drawn by M. Kidd-Gilchrist),45,35
147,2,6:45.0,,M. Kidd-Gilchrist misses free throw 1 of 2,45,35
148,2,6:45.0,,Offensive rebound by Team,45,35
149,2,6:45.0,R. Lopez enters the game for J. Lauvergne,,45,35
150,2,6:45.0,J. Butler enters the game for C. Payne,,45,35
151,2,6:45.0,,M. Kidd-Gilchrist makes free throw 2 of 2,45,36
152,2,6:24.0,R. Lopez misses 2-pt hook shot from 6 ft,,45,36
153,2,6:23.0,Offensive rebound by N. Mirotić,,45,36
154,2,6:23.0,N. Mirotić misses 2-pt layup from 1 ft,,45,36
155,2,6:21.0,,Defensive rebound by J. Lamb,45,36
156,2,6:14.0,,J. Lamb misses 2-pt layup from 2 ft,45,36
157,2,6:12.0,,Offensive rebound by J. Lamb,45,36
158,2,6:12.0,,J. Lamb misses 2-pt layup at rim,45,36
159,2,6:11.0,,Offensive rebound by J. Lamb,45,36
160,2,6:09.0,,J. Lamb makes 2-pt jump shot from 10 ft,45,38
161,2,6:09.0,Chicago full timeout,,45,38
162,2,6:09.0,R. Rondo enters the game for D. Wade,,45,38
163,2,5:52.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by R. Rondo),,48,38
164,2,5:31.0,,J. Lamb makes 2-pt jump shot from 7 ft (assist by K. Walker),48,40
165,2,5:15.0,N. Mirotić misses 3-pt jump shot from 27 ft,,48,40
166,2,5:14.0,,Defensive rebound by Team,48,40
167,2,5:14.0,,M. Williams enters the game for F. Kaminsky,48,40
168,2,5:14.0,B. Portis enters the game for N. Mirotić,,48,40
169,2,4:58.0,,M. Williams misses 3-pt jump shot from 25 ft,48,40
170,2,4:57.0,Defensive rebound by D. Valentine,,48,40
171,2,4:52.0,D. Valentine misses 3-pt jump shot from 25 ft,,48,40
172,2,4:49.0,,Defensive rebound by M. Williams,48,40
173,2,4:43.0,,K. Walker misses 2-pt jump shot from 15 ft,48,40
174,2,4:40.0,Defensive rebound by B. Portis,,48,40
175,2,4:31.0,Turnover by D. Valentine (bad pass; steal by J. Lamb),,48,40
176,2,4:23.0,,J. Lamb misses 3-pt jump shot from 24 ft,48,40
177,2,4:22.0,,Offensive rebound by M. Williams,48,40
178,2,4:04.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,48,40
179,2,4:03.0,Defensive rebound by B. Portis,,48,40
180,2,3:59.0,J. Butler misses 2-pt layup from 1 ft,,48,40
181,2,3:59.0,Offensive rebound by Team,,48,40
182,2,3:59.0,D. Wade enters the game for D. Valentine,,48,40
183,2,3:59.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,48,40
184,2,3:58.0,Personal foul by J. Lamb (drawn by J. Butler),,48,40
185,2,3:47.0,J. Butler misses 2-pt jump shot from 17 ft,,48,40
186,2,3:45.0,,Defensive rebound by M. Williams,48,40
187,2,3:32.0,,M. Belinelli misses 3-pt jump shot from 24 ft,48,40
188,2,3:29.0,Defensive rebound by B. Portis,,48,40
189,2,3:23.0,Shooting foul by J. Lamb (drawn by D. Wade),,48,40
190,2,3:23.0,D. Wade makes free throw 1 of 2,,49,40
191,2,3:23.0,,T. Graham enters the game for J. Lamb,49,40
192,2,3:23.0,D. Wade makes free throw 2 of 2,,50,40
193,2,3:06.0,,T. Graham misses 3-pt jump shot from 23 ft,50,40
194,2,3:05.0,Defensive rebound by R. Rondo,,50,40
195,2,3:02.0,J. Butler makes 2-pt dunk at rim (assist by B. Portis),,52,40
196,2,3:02.0,,Charlotte full timeout,52,40
197,2,2:50.0,,K. Walker misses 2-pt jump shot from 15 ft,52,40
198,2,2:49.0,Defensive rebound by R. Rondo,,52,40
199,2,2:43.0,J. Butler makes 2-pt layup from 1 ft (assist by R. Rondo),,54,40
200,2,2:21.0,,Personal foul by R. Rondo (drawn by M. Williams),54,40
201,2,2:13.0,,K. Walker misses 3-pt jump shot from 24 ft,54,40
202,2,2:13.0,Defensive rebound by Team,,54,40
203,2,1:51.0,D. Wade misses 3-pt jump shot from 25 ft,,54,40
204,2,1:50.0,,Defensive rebound by M. Williams,54,40
205,2,1:39.0,,M. Williams misses 3-pt jump shot from 24 ft,54,40
206,2,1:38.0,Defensive rebound by R. Lopez,,54,40
207,2,1:29.0,R. Lopez misses 2-pt jump shot from 3 ft (block by M. Williams),,54,40
208,2,1:27.0,Offensive rebound by R. Rondo,,54,40
209,2,1:23.0,R. Rondo misses 2-pt layup from 3 ft,,54,40
210,2,1:22.0,,Defensive rebound by M. Williams,54,40
211,2,1:18.0,,Turnover by K. Walker (bad pass; steal by D. Wade),54,40
212,2,1:13.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Wade),,56,40
213,2,0:57.0,,K. Walker makes 2-pt jump shot from 13 ft,56,42
214,2,0:41.0,Turnover by R. Rondo (bad pass; steal by C. Zeller),,56,42
215,2,0:35.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Belinelli),56,45
216,2,0:35.0,Chicago full timeout,,56,45
217,2,0:35.0,D. Valentine enters the game for R. Rondo,,56,45
218,2,0:26.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by J. Butler),,58,45
219,2,0:05.0,,K. Walker makes 3-pt jump shot from 25 ft,58,48
220,2,0:00.0,J. Butler misses 3-pt jump shot from 35 ft,,58,48
221,2,0:00.0,Offensive rebound by Team,,58,48
222,3,11:49.0,,C. Zeller misses 2-pt layup from 1 ft,58,48
223,3,11:48.0,Defensive rebound by R. Rondo,,58,48
224,3,11:37.0,D. Wade misses 2-pt jump shot from 18 ft,,58,48
225,3,11:35.0,,Defensive rebound by M. Williams,58,48
226,3,11:22.0,,C. Zeller makes 2-pt jump shot from 17 ft (assist by M. Williams),58,50
227,3,10:58.0,R. Rondo makes 2-pt layup from 2 ft (assist by D. Wade),,60,50
228,3,10:42.0,,K. Walker misses 2-pt jump shot from 17 ft,60,50
229,3,10:41.0,,Offensive rebound by M. Kidd-Gilchrist,60,50
230,3,10:38.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,60,52
231,3,10:21.0,R. Rondo misses 3-pt jump shot from 25 ft,,60,52
232,3,10:19.0,,Defensive rebound by M. Williams,60,52
233,3,10:13.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,60,54
234,3,10:04.0,B. Portis misses 2-pt jump shot from 14 ft,,60,54
235,3,10:03.0,,Defensive rebound by M. Williams,60,54
236,3,9:52.0,,Shooting foul by D. Wade (drawn by J. Lamb),60,54
237,3,9:52.0,,J. Lamb makes free throw 1 of 2,60,55
238,3,9:52.0,,J. Lamb misses free throw 2 of 2,60,55
239,3,9:50.0,Defensive rebound by R. Lopez,,60,55
240,3,9:37.0,J. Butler misses 3-pt jump shot from 25 ft,,60,55
241,3,9:36.0,Offensive rebound by R. Rondo,,60,55
242,3,9:32.0,D. Wade misses 3-pt jump shot from 24 ft,,60,55
243,3,9:31.0,,Defensive rebound by C. Zeller,60,55
244,3,9:18.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by J. Lamb),60,57
245,3,9:18.0,Chicago full timeout,,60,57
246,3,9:00.0,B. Portis misses 2-pt layup from 3 ft (block by C. Zeller),,60,57
247,3,8:57.0,Offensive rebound by R. Rondo,,60,57
248,3,8:52.0,R. Rondo misses 2-pt jump shot from 10 ft,,60,57
249,3,8:51.0,,Defensive rebound by J. Lamb,60,57
250,3,8:45.0,,Turnover by J. Lamb (bad pass; steal by J. Butler),60,57
251,3,8:42.0,Turnover by J. Butler (lost ball; steal by J. Lamb),,60,57
252,3,8:29.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),60,59
253,3,8:13.0,Shooting foul by M. Williams (drawn by D. Wade),,60,59
254,3,8:13.0,D. Wade makes free throw 1 of 2,,61,59
255,3,8:13.0,D. Wade makes free throw 2 of 2,,62,59
256,3,7:53.0,,Shooting foul by D. Wade (drawn by J. Lamb),62,59
257,3,7:53.0,,J. Lamb makes free throw 1 of 2,62,60
258,3,7:53.0,,J. Lamb makes free throw 2 of 2,62,61
259,3,7:35.0,J. Butler makes 2-pt jump shot from 8 ft,,64,61
260,3,7:21.0,,K. Walker misses 3-pt jump shot from 25 ft,64,61
261,3,7:20.0,Defensive rebound by B. Portis,,64,61
262,3,7:16.0,Shooting foul by C. Zeller (drawn by D. Wade),,64,61
263,3,7:16.0,D. Wade makes free throw 1 of 2,,65,61
264,3,7:16.0,,M. Belinelli enters the game for J. Lamb,65,61
265,3,7:16.0,D. Wade makes free throw 2 of 2,,66,61
266,3,7:05.0,,C. Zeller makes 2-pt jump shot from 5 ft (assist by K. Walker),66,63
267,3,6:39.0,R. Rondo misses 3-pt jump shot from 25 ft,,66,63
268,3,6:36.0,,Defensive rebound by K. Walker,66,63
269,3,6:29.0,,M. Williams makes 2-pt dunk at rim (assist by K. Walker),66,65
270,3,6:24.0,Chicago full timeout,,66,65
271,3,6:24.0,D. Valentine enters the game for D. Wade,,66,65
272,3,6:06.0,B. Portis makes 3-pt jump shot from 24 ft (assist by R. Lopez),,69,65
273,3,5:54.0,,Shooting foul by R. Lopez (drawn by C. Zeller),69,65
274,3,5:54.0,,C. Zeller makes free throw 1 of 2,69,66
275,3,5:54.0,,F. Kaminsky enters the game for M. Williams,69,66
276,3,5:54.0,,C. Zeller makes free throw 2 of 2,69,67
277,3,5:34.0,B. Portis misses 3-pt jump shot from 25 ft,,69,67
278,3,5:32.0,,Defensive rebound by C. Zeller,69,67
279,3,5:20.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),69,69
280,3,4:50.0,D. Valentine misses 3-pt jump shot from 25 ft,,69,69
281,3,4:49.0,,Defensive rebound by M. Kidd-Gilchrist,69,69
282,3,4:36.0,,Personal foul by D. Valentine (drawn by M. Belinelli),69,69
283,3,4:36.0,N. Mirotić enters the game for B. Portis,,69,69
284,3,4:30.0,,K. Walker misses 3-pt jump shot from 25 ft,69,69
285,3,4:29.0,Defensive rebound by N. Mirotić,,69,69
286,3,4:22.0,Personal foul by C. Zeller (drawn by R. Rondo),,69,69
287,3,4:22.0,,M. Williams enters the game for C. Zeller,69,69
288,3,4:06.0,J. Butler makes 2-pt layup at rim (assist by D. Valentine),,71,69
289,3,3:55.0,,M. Williams misses 3-pt jump shot from 25 ft,71,69
290,3,3:54.0,Defensive rebound by J. Butler,,71,69
291,3,3:45.0,R. Lopez makes 2-pt layup at rim (assist by R. Rondo),,73,69
292,3,3:39.0,,Charlotte full timeout,73,69
293,3,3:39.0,C. Felício enters the game for R. Lopez,,73,69
294,3,3:27.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Belinelli),73,71
295,3,3:11.0,D. Valentine misses 3-pt jump shot from 25 ft,,73,71
296,3,3:09.0,,Defensive rebound by M. Williams,73,71
297,3,2:54.0,,M. Williams misses 2-pt hook shot from 7 ft,73,71
298,3,2:53.0,Defensive rebound by D. Valentine,,73,71
299,3,2:45.0,C. Felício makes 2-pt dunk at rim (assist by J. Butler),,75,71
300,3,2:30.0,,F. Kaminsky misses 2-pt layup at rim,75,71
301,3,2:29.0,Defensive rebound by C. Felício,,75,71
302,3,2:24.0,R. Rondo misses 2-pt layup from 2 ft,,75,71
303,3,2:23.0,Offensive rebound by N. Mirotić,,75,71
304,3,2:23.0,Shooting foul by M. Kidd-Gilchrist (drawn by N. Mirotić),,75,71
305,3,2:23.0,N. Mirotić makes free throw 1 of 2,,76,71
306,3,2:23.0,,B. Weber enters the game for K. Walker,76,71
307,3,2:23.0,N. Mirotić makes free throw 2 of 2,,77,71
308,3,2:11.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),77,73
309,3,1:42.0,R. Rondo makes 2-pt layup from 2 ft,,79,73
310,3,1:42.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Rondo),,79,73
311,3,1:42.0,,J. Lamb enters the game for M. Kidd-Gilchrist,79,73
312,3,1:42.0,R. Rondo makes free throw 1 of 1,,80,73
313,3,1:32.0,,Personal foul by D. Valentine (drawn by M. Belinelli),80,73
314,3,1:32.0,,M. Belinelli makes free throw 1 of 2,80,74
315,3,1:32.0,C. Payne enters the game for R. Rondo,,80,74
316,3,1:32.0,,M. Belinelli makes free throw 2 of 2,80,75
317,3,1:07.0,N. Mirotić makes 2-pt jump shot from 22 ft,,82,75
318,3,0:49.0,,M. Belinelli misses 2-pt layup from 2 ft,82,75
319,3,0:47.0,Defensive rebound by C. Payne,,82,75
320,3,0:38.0,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Butler),,84,75
321,3,0:38.0,Shooting foul by J. Lamb (drawn by N. Mirotić),,84,75
322,3,0:38.0,N. Mirotić makes free throw 1 of 1,,85,75
323,3,0:28.0,,Turnover by J. Lamb (lost ball; steal by J. Butler),85,75
324,3,0:25.0,J. Butler makes 2-pt dunk at rim,,87,75
325,3,0:06.0,,B. Weber makes 2-pt jump shot from 7 ft,87,77
326,3,0:00.0,C. Payne misses 3-pt jump shot from 27 ft,,87,77
327,3,0:00.0,Offensive rebound by Team,,87,77
328,4,11:46.0,N. Mirotić misses 3-pt jump shot from 25 ft,,87,77
329,4,11:45.0,,Defensive rebound by F. Kaminsky,87,77
330,4,11:26.0,,J. Lamb misses 2-pt layup from 1 ft,87,77
331,4,11:25.0,Defensive rebound by C. Felício,,87,77
332,4,11:21.0,Turnover by D. Wade (lost ball; steal by B. Weber),,87,77
333,4,11:08.0,,B. Weber makes 2-pt jump shot from 7 ft,87,79
334,4,10:56.0,D. Wade makes 2-pt layup from 2 ft (assist by C. Payne),,89,79
335,4,10:33.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,89,79
336,4,10:31.0,Defensive rebound by C. Felício,,89,79
337,4,10:19.0,D. Valentine misses 3-pt jump shot from 23 ft,,89,79
338,4,10:18.0,,Defensive rebound by B. Weber,89,79
339,4,10:06.0,,Personal foul by C. Payne (drawn by M. Williams),89,79
340,4,10:06.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,89,79
341,4,9:52.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,89,79
342,4,9:51.0,Defensive rebound by C. Payne,,89,79
343,4,9:37.0,D. Wade makes 2-pt hook shot from 9 ft,,91,79
344,4,9:18.0,,J. Lamb makes 2-pt dunk at rim,91,81
345,4,8:58.0,C. Payne misses 3-pt jump shot from 25 ft,,91,81
346,4,8:58.0,Offensive rebound by Team,,91,81
347,4,8:58.0,Personal foul by F. Kaminsky (drawn by C. Felício),,91,81
348,4,8:58.0,Official timeout,,91,81
349,4,8:58.0,,K. Walker enters the game for M. Williams,91,81
350,4,8:58.0,,C. Zeller enters the game for B. Weber,91,81
351,4,8:51.0,D. Wade makes 2-pt layup at rim,,93,81
352,4,8:34.0,,C. Zeller makes 2-pt layup at rim (assist by K. Walker),93,83
353,4,8:19.0,C. Payne misses 3-pt jump shot from 25 ft,,93,83
354,4,8:17.0,,Defensive rebound by K. Walker,93,83
355,4,8:07.0,,C. Zeller misses 2-pt jump shot from 8 ft (block by C. Felício),93,83
356,4,8:06.0,Defensive rebound by N. Mirotić,,93,83
357,4,8:01.0,C. Payne misses 2-pt jump shot from 21 ft,,93,83
358,4,7:57.0,,Defensive rebound by M. Kidd-Gilchrist,93,83
359,4,7:54.0,,Personal foul by N. Mirotić (drawn by J. Lamb),93,83
360,4,7:54.0,R. Lopez enters the game for C. Felício,,93,83
361,4,7:54.0,R. Rondo enters the game for C. Payne,,93,83
362,4,7:41.0,,K. Walker makes 2-pt layup from 1 ft,93,85
363,4,7:39.0,Offensive foul by R. Lopez (drawn by M. Kidd-Gilchrist),,93,85
364,4,7:39.0,Turnover by R. Lopez (offensive foul),,93,85
365,4,7:37.0,J. Butler enters the game for D. Valentine,,93,85
366,4,7:28.0,,K. Walker makes 3-pt jump shot from 25 ft,93,88
367,4,7:27.0,Chicago full timeout,,93,88
368,4,7:15.0,D. Wade misses 2-pt jump shot from 16 ft,,93,88
369,4,7:14.0,,Defensive rebound by F. Kaminsky,93,88
370,4,7:01.0,,C. Zeller misses 2-pt layup from 2 ft,93,88
371,4,7:00.0,Defensive rebound by R. Rondo,,93,88
372,4,6:54.0,,Offensive charge foul by N. Mirotić (drawn by K. Walker),93,88
373,4,6:54.0,Turnover by N. Mirotić (offensive foul),,93,88
374,4,6:36.0,,K. Walker misses 3-pt jump shot from 25 ft,93,88
375,4,6:35.0,Defensive rebound by N. Mirotić,,93,88
376,4,6:24.0,D. Wade makes 2-pt jump shot from 10 ft (assist by R. Lopez),,95,88
377,4,6:08.0,,K. Walker misses 2-pt layup from 2 ft (block by R. Lopez),95,88
378,4,6:08.0,,Offensive rebound by C. Zeller,95,88
