,QUARTER,TIME_REMAINING,UTAH_ACTION,TORONTO_ACTION,UTAH_SCORE,TORONTO_SCORE
388,4,5:00.0,,K. Lowry makes 3-pt jump shot from 26 ft,85,84
389,4,4:32.0,R. Hood makes 3-pt jump shot from 27 ft (assist by J. Ingles),,88,84
390,4,4:24.0,,Toronto full timeout,88,84
391,4,4:24.0,,J. Valančiūnas enters the game for L. Nogueira,88,84
392,4,4:21.0,,K. Lowry makes 2-pt hook shot from 7 ft,88,86
393,4,4:21.0,,Shooting foul by S. Mack (drawn by K. Lowry),88,86
394,4,4:21.0,Violation by R. Hood (lane),,88,86
395,4,4:21.0,,K. Lowry makes free throw 1 of 1,88,87
396,4,4:04.0,G. Hayward misses 2-pt jump shot from 19 ft,,88,87
397,4,4:04.0,,Defensive rebound by K. Lowry,88,87
398,4,3:57.0,Violation by R. Gobert (kicked ball),,88,87
399,4,3:44.0,,D. DeRozan makes 2-pt jump shot from 18 ft,88,89
400,4,3:28.0,Turnover by S. Mack (bad pass; steal by D. Carroll),,88,89
401,4,3:27.0,,Personal foul by J. Ingles (drawn by D. Carroll),88,89
402,4,3:14.0,,Personal foul by S. Mack (drawn by K. Lowry),88,89
403,4,3:08.0,,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),88,91
404,4,2:55.0,Turnover by S. Mack (lost ball),,88,91
405,4,2:43.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),88,94
406,4,2:42.0,Utah full timeout,,88,94
407,4,2:42.0,J. Johnson enters the game for S. Mack,,88,94
408,4,2:27.0,G. Hayward makes 3-pt jump shot from 26 ft,,91,94
409,4,2:09.0,,D. DeRozan misses 2-pt layup from 4 ft,91,94
410,4,2:08.0,Defensive rebound by J. Ingles,,91,94
411,4,2:03.0,Shooting foul by D. DeRozan (drawn by R. Gobert),,91,94
412,4,2:03.0,R. Gobert makes free throw 1 of 2,,92,94
413,4,2:03.0,R. Gobert makes free throw 2 of 2,,93,94
414,4,1:48.0,,K. Lowry makes 2-pt layup from 5 ft,93,96
415,4,1:40.0,Turnover by J. Ingles (lost ball; steal by K. Lowry),,93,96
416,4,1:35.0,,K. Lowry misses 2-pt jump shot from 4 ft,93,96
417,4,1:34.0,Defensive rebound by J. Ingles,,93,96
418,4,1:19.0,J. Johnson misses 3-pt jump shot from 26 ft,,93,96
419,4,1:19.0,Offensive rebound by G. Hayward,,93,96
420,4,1:16.0,Turnover by G. Hayward (lost ball; steal by K. Lowry),,93,96
421,4,1:08.0,,Toronto full timeout,93,96
422,4,0:59.0,,D. DeRozan misses 2-pt jump shot from 6 ft,93,96
423,4,0:58.0,,Offensive rebound by J. Valančiūnas,93,96
424,4,0:58.0,,J. Valančiūnas makes 2-pt layup from 2 ft,93,98
425,4,0:46.0,R. Hood misses 3-pt jump shot from 27 ft,,93,98
426,4,0:46.0,,Defensive rebound by Team,93,98
427,4,0:43.0,Loose ball foul by J. Ingles (drawn by K. Lowry),,93,98
428,4,0:43.0,,K. Lowry misses free throw 1 of 2,93,98
429,4,0:43.0,,Offensive rebound by Team,93,98
430,4,0:43.0,,K. Lowry makes free throw 2 of 2,93,99
431,4,0:38.0,Utah full timeout,,93,99
432,4,0:34.0,G. Hayward misses 3-pt jump shot from 26 ft,,93,99
433,4,0:34.0,,Defensive rebound by D. DeRozan,93,99
434,4,0:27.0,,Personal take foul by G. Hayward (drawn by D. DeRozan),93,99
435,4,0:27.0,,D. DeRozan makes free throw 1 of 2,93,100
436,4,0:27.0,,D. DeRozan makes free throw 2 of 2,93,101
437,4,0:27.0,Utah full timeout,,93,101
438,4,0:21.0,J. Ingles misses 3-pt jump shot from 26 ft (block by T. Ross),,93,101
439,4,0:20.0,,Defensive rebound by J. Valančiūnas,93,101
