,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
379,4,6:42.0,,K. Porziņģis misses 2-pt hook shot from 4 ft,95,93
380,4,6:41.0,Defensive rebound by D. Lillard,,95,93
381,4,6:28.0,E. Turner makes 2-pt jump shot from 8 ft,,97,93
382,4,6:20.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by D. Rose),97,96
383,4,5:59.0,A. Crabbe misses 2-pt jump shot from 5 ft (block by C. Lee),,97,96
384,4,5:56.0,,Defensive rebound by C. Anthony,97,96
385,4,5:49.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,97,96
386,4,5:48.0,Defensive rebound by D. Lillard,,97,96
387,4,5:40.0,D. Lillard misses 3-pt jump shot from 30 ft,,97,96
388,4,5:39.0,,Defensive rebound by K. Porziņģis,97,96
389,4,5:39.0,,New York full timeout,97,96
390,4,5:39.0,E. Davis enters the game for M. Plumlee,,97,96
391,4,5:39.0,C. McCollum enters the game for A. Crabbe,,97,96
392,4,5:21.0,,D. Rose misses 2-pt layup from 2 ft (block by E. Davis),97,96
393,4,5:20.0,,Offensive rebound by D. Rose,97,96
394,4,5:15.0,,C. Anthony misses 3-pt jump shot from 25 ft,97,96
395,4,5:14.0,Defensive rebound by E. Turner,,97,96
396,4,4:58.0,E. Turner misses 2-pt jump shot from 16 ft (block by D. Rose),,97,96
397,4,4:58.0,,Defensive rebound by D. Rose,97,96
398,4,4:50.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,97,96
399,4,4:48.0,,Offensive rebound by C. Lee,97,96
400,4,4:48.0,,C. Lee makes 2-pt layup from 1 ft,97,98
401,4,4:32.0,D. Lillard makes 2-pt layup from 1 ft,,99,98
402,4,4:12.0,,C. Anthony misses 2-pt jump shot from 16 ft,99,98
403,4,4:11.0,Defensive rebound by E. Davis,,99,98
404,4,3:58.0,M. Harkless makes 2-pt jump shot from 16 ft,,101,98
405,4,3:40.0,,D. Rose makes 2-pt jump shot from 8 ft,101,100
406,4,3:30.0,M. Harkless misses 2-pt jump shot from 5 ft,,101,100
407,4,3:28.0,,Defensive rebound by C. Anthony,101,100
408,4,3:15.0,,D. Rose makes 2-pt layup from 1 ft,101,102
409,4,2:58.0,D. Lillard misses 3-pt jump shot from 25 ft,,101,102
410,4,2:57.0,,Defensive rebound by C. Lee,101,102
411,4,2:36.0,,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by D. Rose),101,105
412,4,2:15.0,C. McCollum misses 2-pt jump shot from 20 ft,,101,105
413,4,2:15.0,,Defensive rebound by C. Anthony,101,105
414,4,1:54.0,,D. Rose misses 2-pt jump shot from 15 ft (block by E. Davis),101,105
415,4,1:53.0,Defensive rebound by E. Davis,,101,105
416,4,1:44.0,D. Lillard misses 2-pt layup from 2 ft,,101,105
417,4,1:43.0,Offensive rebound by E. Davis,,101,105
418,4,1:42.0,Personal foul by K. Porziņģis (drawn by E. Davis),,101,105
419,4,1:42.0,Official timeout,,101,105
420,4,1:29.0,D. Lillard misses 2-pt layup from 1 ft,,101,105
421,4,1:28.0,Offensive rebound by Team,,101,105
422,4,1:22.0,Shooting foul by M. Kuzminskas (drawn by D. Lillard),,101,105
423,4,1:22.0,D. Lillard makes free throw 1 of 2,,102,105
424,4,1:22.0,D. Lillard makes free throw 2 of 2,,103,105
425,4,1:04.0,,C. Anthony misses 2-pt jump shot from 10 ft (block by M. Harkless),103,105
426,4,1:02.0,Defensive rebound by M. Harkless,,103,105
427,4,0:53.0,Turnover by D. Lillard (bad pass),,103,105
428,4,0:33.0,,D. Rose misses 2-pt jump shot from 8 ft,103,105
429,4,0:32.0,,Offensive rebound by C. Anthony,103,105
430,4,0:26.0,,New York full timeout,103,105
431,4,0:07.0,,D. Rose makes 2-pt jump shot from 15 ft,103,107
432,4,0:07.0,Portland full timeout,,103,107
433,4,0:07.0,,J. Holiday enters the game for K. Porziņģis,103,107
434,4,0:07.0,M. Leonard enters the game for E. Davis,,103,107
435,4,0:07.0,A. Crabbe enters the game for E. Turner,,103,107
436,4,0:02.0,M. Leonard misses 3-pt jump shot from 24 ft,,103,107
437,4,0:01.0,,Defensive rebound by M. Kuzminskas,103,107
438,4,0:00.0,,Personal take foul by C. McCollum (drawn by M. Kuzminskas),103,107
