,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
0,1,11:41.0,C. Paul makes 2-pt layup from 2 ft,,2,0
1,1,11:29.0,,Personal foul by J. Redick,2,0
2,1,11:17.0,,H. Barnes makes 2-pt jump shot from 12 ft,2,2
3,1,11:04.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Redick),,4,2
4,1,10:45.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by W. Matthews),4,4
5,1,10:31.0,B. Griffin makes 2-pt hook shot from 8 ft,,6,4
6,1,10:18.0,,W. Matthews misses 2-pt jump shot from 10 ft,6,4
7,1,10:17.0,Defensive rebound by D. Jordan,,6,4
8,1,10:10.0,Shooting foul by W. Matthews (drawn by J. Redick),,6,4
9,1,10:10.0,J. Redick makes free throw 1 of 2,,7,4
10,1,10:10.0,J. Redick makes free throw 2 of 2,,8,4
11,1,9:59.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by W. Matthews),8,7
12,1,9:37.0,B. Griffin misses 3-pt jump shot from 25 ft,,8,7
13,1,9:36.0,,Defensive rebound by N. Noel,8,7
14,1,9:24.0,,Personal foul by L. Mbah a Moute (drawn by S. Curry),8,7
15,1,9:13.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by D. Nowitzki),8,9
16,1,8:59.0,L. Mbah a Moute makes 2-pt layup from 1 ft,,10,9
17,1,8:31.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),10,12
18,1,8:21.0,B. Griffin misses 2-pt jump shot from 16 ft,,10,12
19,1,8:20.0,,Defensive rebound by W. Matthews,10,12
20,1,8:11.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,10,12
21,1,8:10.0,Defensive rebound by D. Jordan,,10,12
22,1,7:59.0,B. Griffin makes 2-pt hook shot from 3 ft,,12,12
23,1,7:30.0,,S. Curry makes 2-pt jump shot from 6 ft (assist by D. Nowitzki),12,14
24,1,7:14.0,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by D. Jordan),,15,14
25,1,6:59.0,,Turnover by D. Nowitzki (lost ball; steal by C. Paul),15,14
26,1,6:48.0,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),,17,14
27,1,6:47.0,,Dallas full timeout,17,14
28,1,6:47.0,,J. Barea enters the game for D. Nowitzki,17,14
29,1,6:32.0,,N. Noel misses 2-pt layup from 1 ft,17,14
30,1,6:31.0,Defensive rebound by D. Jordan,,17,14
31,1,6:14.0,B. Griffin misses 2-pt jump shot from 5 ft (block by N. Noel),,17,14
32,1,6:13.0,Offensive rebound by Team,,17,14
33,1,6:06.0,B. Griffin misses 2-pt jump shot from 18 ft,,17,14
34,1,6:05.0,,Defensive rebound by N. Noel,17,14
35,1,5:44.0,,N. Noel misses 2-pt jump shot from 12 ft,17,14
36,1,5:43.0,Defensive rebound by C. Paul,,17,14
37,1,5:33.0,C. Paul misses 2-pt jump shot from 16 ft,,17,14
38,1,5:32.0,,Defensive rebound by N. Noel,17,14
39,1,5:09.0,,H. Barnes misses 2-pt jump shot from 16 ft,17,14
40,1,5:08.0,Defensive rebound by C. Paul,,17,14
41,1,4:51.0,C. Paul makes 2-pt jump shot from 16 ft (assist by B. Griffin),,19,14
42,1,4:37.0,,Def 3 sec tech foul by D. Jordan,19,14
43,1,4:37.0,,S. Curry makes technical free throw,19,15
44,1,4:37.0,J. Crawford enters the game for L. Mbah a Moute,,19,15
45,1,4:32.0,,J. Barea makes 3-pt jump shot from 26 ft,19,18
46,1,4:13.0,J. Redick misses 3-pt jump shot from 25 ft,,19,18
47,1,4:12.0,,Defensive rebound by N. Noel,19,18
48,1,3:58.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by N. Noel),19,20
49,1,3:37.0,Personal foul by J. Barea,,19,20
50,1,3:37.0,A. Rivers enters the game for J. Redick,,19,20
51,1,3:24.0,Turnover by C. Paul (bad pass; steal by W. Matthews),,19,20
52,1,3:17.0,,W. Matthews misses 3-pt jump shot from 24 ft,19,20
53,1,3:15.0,,Offensive rebound by N. Noel,19,20
54,1,3:13.0,,N. Noel makes 2-pt layup from 1 ft,19,22
55,1,3:06.0,LA Clippers full timeout,,19,22
56,1,3:06.0,,D. Harris enters the game for N. Noel,19,22
57,1,3:06.0,,S. Mejri enters the game for S. Curry,19,22
58,1,2:50.0,A. Rivers misses 2-pt jump shot from 5 ft (block by S. Mejri),,19,22
59,1,2:49.0,Offensive rebound by D. Jordan,,19,22
60,1,2:49.0,Shooting foul by D. Harris (drawn by D. Jordan),,19,22
61,1,2:49.0,D. Jordan makes free throw 1 of 2,,20,22
62,1,2:49.0,D. Jordan makes free throw 2 of 2,,21,22
63,1,2:29.0,,W. Matthews misses 2-pt jump shot from 11 ft,21,22
64,1,2:28.0,Defensive rebound by D. Jordan,,21,22
65,1,2:22.0,C. Paul misses 3-pt jump shot from 25 ft,,21,22
66,1,2:21.0,,Defensive rebound by D. Harris,21,22
67,1,2:04.0,,S. Mejri misses 2-pt jump shot from 8 ft,21,22
68,1,2:03.0,Defensive rebound by D. Jordan,,21,22
69,1,1:57.0,B. Griffin misses 2-pt hook shot from 3 ft,,21,22
70,1,1:56.0,,Defensive rebound by S. Mejri,21,22
71,1,1:48.0,,J. Barea makes 2-pt jump shot from 4 ft,21,24
72,1,1:32.0,,Violation by S. Mejri (def goaltending),21,24
73,1,1:32.0,J. Crawford makes 2-pt jump shot from 5 ft,,23,24
74,1,1:32.0,Shooting foul by W. Matthews (drawn by J. Crawford),,23,24
75,1,1:32.0,,D. Powell enters the game for H. Barnes,23,24
76,1,1:32.0,,D. Nowitzki enters the game for W. Matthews,23,24
77,1,1:32.0,,D. Finney-Smith enters the game for S. Mejri,23,24
78,1,1:32.0,R. Felton enters the game for D. Jordan,,23,24
79,1,1:32.0,M. Speights enters the game for C. Paul,,23,24
80,1,1:32.0,J. Crawford makes free throw 1 of 1,,24,24
