,QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
39,1,6:22.0,,Defensive rebound by B. Diaw,9,11
40,1,6:04.0,,B. Diaw misses 3-pt jump shot from 24 ft,9,11
41,1,6:02.0,Defensive rebound by E. Mudiay,,9,11
42,1,5:46.0,W. Barton makes 2-pt hook shot from 4 ft,,11,11
43,1,5:40.0,,Utah full timeout,11,11
44,1,5:40.0,D. Arthur enters the game for K. Faried,,11,11
45,1,5:40.0,,T. Lyles enters the game for B. Diaw,11,11
46,1,5:40.0,,J. Ingles enters the game for R. Hood,11,11
47,1,5:40.0,,S. Mack enters the game for D. Exum,11,11
48,1,5:30.0,,Turnover by S. Mack (bad pass; steal by W. Chandler),11,11
49,1,5:21.0,W. Barton misses 3-pt jump shot from 25 ft,,11,11
50,1,5:21.0,,Defensive rebound by T. Lyles,11,11
51,1,5:09.0,,T. Lyles misses 2-pt jump shot from 15 ft,11,11
52,1,5:08.0,,Offensive rebound by R. Gobert,11,11
53,1,5:08.0,,Shooting foul by D. Arthur (drawn by R. Gobert),11,11
54,1,5:08.0,,R. Gobert misses free throw 1 of 2,11,11
55,1,5:08.0,,Offensive rebound by Team,11,11
56,1,5:08.0,,R. Gobert makes free throw 2 of 2,11,12
57,1,4:53.0,Shooting foul by G. Hayward (drawn by D. Gallinari),,11,12
58,1,4:53.0,D. Gallinari makes free throw 1 of 2,,12,12
59,1,4:53.0,D. Gallinari makes free throw 2 of 2,,13,12
60,1,4:46.0,,Personal foul by W. Barton (drawn by G. Hayward),13,12
61,1,4:39.0,,Turnover by G. Hayward (lost ball; steal by W. Barton),13,12
62,1,4:31.0,W. Barton misses 2-pt jump shot from 5 ft,,13,12
63,1,4:31.0,,Defensive rebound by J. Ingles,13,12
64,1,4:19.0,,S. Mack makes 2-pt layup from 3 ft (assist by J. Ingles),13,14
65,1,4:07.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by D. Arthur),,16,14
66,1,3:49.0,,S. Mack misses 2-pt layup from 2 ft (block by E. Mudiay),16,14
67,1,3:48.0,,Offensive rebound by Team,16,14
68,1,3:48.0,J. Nelson enters the game for W. Barton,,16,14
69,1,3:48.0,J. Murray enters the game for E. Mudiay,,16,14
70,1,3:44.0,,Shooting foul by D. Gallinari (drawn by G. Hayward),16,14
71,1,3:44.0,,G. Hayward makes free throw 1 of 2,16,15
72,1,3:44.0,,G. Hayward makes free throw 2 of 2,16,16
73,1,3:25.0,J. Nelson misses 3-pt jump shot from 24 ft,,16,16
74,1,3:25.0,,Defensive rebound by G. Hayward,16,16
75,1,3:13.0,,T. Lyles misses 3-pt jump shot from 24 ft,16,16
76,1,3:12.0,Defensive rebound by D. Gallinari,,16,16
77,1,3:06.0,D. Gallinari makes 2-pt layup from 2 ft,,18,16
78,1,3:06.0,Shooting foul by R. Gobert (drawn by D. Gallinari),,18,16
79,1,3:06.0,,Violation by J. Ingles (lane),18,16
80,1,3:06.0,D. Gallinari makes free throw 1 of 1,,19,16
81,1,2:57.0,,Shooting foul by D. Arthur (drawn by G. Hayward),19,16
82,1,2:57.0,Denver full timeout,,19,16
83,1,2:57.0,,G. Hayward makes free throw 1 of 2,19,17
84,1,2:57.0,,B. Diaw enters the game for R. Gobert,19,16
85,1,2:57.0,,G. Hayward makes free throw 2 of 2,19,18
86,1,2:39.0,D. Arthur misses 2-pt jump shot from 18 ft,,19,18
87,1,2:39.0,,Defensive rebound by Team,19,18
88,1,2:39.0,,J. Johnson enters the game for G. Hayward,19,18
89,1,2:25.0,,J. Ingles makes 2-pt layup from 2 ft (assist by B. Diaw),19,20
90,1,2:13.0,D. Gallinari misses 3-pt jump shot from 25 ft,,19,20
91,1,2:12.0,,Defensive rebound by T. Lyles,19,20
92,1,2:01.0,Violation by W. Chandler (kicked ball),,19,20
93,1,2:01.0,A. Gee enters the game for D. Gallinari,,19,20
94,1,1:48.0,,B. Diaw makes 2-pt jump shot from 14 ft (assist by S. Mack),19,22
95,1,1:32.0,K. Faried enters the game for D. Arthur,,19,22
96,1,1:22.0,W. Chandler makes 2-pt jump shot from 5 ft,,21,22
97,1,1:13.0,,J. Withey enters the game for B. Diaw,21,22
98,1,1:00.0,,T. Lyles makes 2-pt jump shot from 7 ft,21,24
99,1,0:48.0,J. Murray misses 2-pt jump shot from 16 ft,,21,24
100,1,0:47.0,,Defensive rebound by S. Mack,21,24
101,1,0:34.0,,S. Mack misses 2-pt jump shot from 8 ft,21,24
102,1,0:34.0,,Offensive rebound by J. Withey,21,24
103,1,0:14.0,,J. Johnson misses 2-pt jump shot from 16 ft,21,24
104,1,0:11.0,Defensive rebound by Team,,21,24
105,1,0:06.0,Personal foul by S. Mack (drawn by J. Nelson),,21,24
106,1,0:01.0,Turnover by J. Nelson (bad pass),,21,24
107,2,11:47.0,,Shooting foul by A. Gee (drawn by T. Lyles),21,24
108,2,11:47.0,,T. Lyles makes free throw 1 of 2,21,25
109,2,11:47.0,,T. Lyles makes free throw 2 of 2,21,26
110,2,11:35.0,W. Chandler makes 2-pt jump shot from 16 ft (assist by J. Nelson),,23,26
111,2,11:21.0,,Def 3 sec tech foul by K. Faried,23,26
112,2,11:21.0,,R. Hood makes technical free throw,23,27
113,2,11:11.0,,R. Hood makes 2-pt jump shot from 19 ft,23,29
114,2,10:53.0,W. Chandler makes 2-pt jump shot from 9 ft,,25,29
115,2,10:33.0,,T. Lyles misses 2-pt jump shot from 9 ft,25,29
116,2,10:32.0,Defensive rebound by K. Faried,,25,29
117,2,10:26.0,Shooting foul by T. Lyles (drawn by W. Chandler),,25,29
118,2,10:26.0,W. Chandler makes free throw 1 of 3,,26,29
119,2,10:26.0,W. Chandler makes free throw 2 of 3,,27,29
120,2,10:26.0,W. Chandler makes free throw 3 of 3,,28,29
121,2,10:05.0,,R. Hood misses 2-pt jump shot from 5 ft,28,29
122,2,10:05.0,,Offensive rebound by R. Hood,28,29
123,2,10:04.0,,Shooting foul by K. Faried (drawn by R. Hood),28,29
124,2,10:04.0,,R. Hood makes free throw 1 of 2,28,30
125,2,10:04.0,,R. Hood makes free throw 2 of 2,28,31
126,2,9:49.0,A. Gee misses 2-pt jump shot from 6 ft (block by T. Lyles),,28,31
127,2,9:48.0,,Defensive rebound by J. Johnson,28,31
128,2,9:43.0,,Personal foul by A. Gee (drawn by J. Johnson),28,31
129,2,9:43.0,W. Barton enters the game for A. Gee,,28,31
130,2,9:32.0,,J. Withey makes 2-pt jump shot from 18 ft (assist by R. Hood),28,33
131,2,9:24.0,Turnover by W. Barton (lost ball; steal by R. Hood),,28,33
132,2,9:09.0,,Turnover by J. Johnson (lost ball; steal by W. Chandler),28,33
133,2,9:02.0,K. Faried makes 2-pt layup from 1 ft (assist by W. Chandler),,30,33
134,2,9:02.0,Shooting foul by J. Withey (drawn by K. Faried),,30,33
135,2,9:02.0,,D. Exum enters the game for S. Mack,30,33
136,2,9:02.0,,R. Gobert enters the game for J. Withey,30,33
137,2,9:02.0,K. Faried makes free throw 1 of 1,,31,33
138,2,8:40.0,,R. Hood makes 2-pt jump shot from 18 ft,31,35
139,2,8:27.0,W. Barton makes 2-pt layup from 2 ft,,33,35
140,2,8:04.0,,T. Lyles misses 3-pt jump shot from 24 ft,33,35
141,2,8:03.0,Defensive rebound by W. Barton,,33,35
142,2,7:57.0,W. Chandler makes 2-pt layup from 2 ft (assist by W. Barton),,35,35
143,2,7:57.0,,Utah full timeout,35,35
144,2,7:57.0,,J. Ingles enters the game for R. Hood,35,35
145,2,7:57.0,,G. Hayward enters the game for T. Lyles,35,35
146,2,7:44.0,,J. Johnson misses 2-pt jump shot from 9 ft,35,35
147,2,7:44.0,,Offensive rebound by J. Johnson,35,35
148,2,7:39.0,,D. Exum misses 3-pt jump shot from 25 ft,35,35
149,2,7:39.0,Defensive rebound by J. Murray,,35,35
150,2,7:23.0,J. Murray misses 2-pt jump shot from 14 ft,,35,35
151,2,7:23.0,Offensive rebound by Team,,35,35
152,2,7:23.0,,Loose ball foul by J. Johnson (drawn by K. Faried),35,35
153,2,7:23.0,D. Gallinari enters the game for W. Chandler,,35,35
154,2,7:23.0,E. Mudiay enters the game for J. Nelson,,35,35
155,2,7:14.0,J. Murray misses 2-pt jump shot from 22 ft,,35,35
156,2,7:13.0,,Defensive rebound by J. Ingles,35,35
157,2,6:59.0,,G. Hayward misses 2-pt jump shot from 16 ft,35,35
158,2,6:57.0,Defensive rebound by J. Murray,,35,35
159,2,6:44.0,W. Barton makes 2-pt jump shot from 16 ft,,37,35
160,2,6:19.0,,D. Exum makes 2-pt layup from 3 ft,37,37
161,2,6:06.0,Turnover by J. Murray (bad pass; steal by J. Ingles),,37,37
162,2,6:02.0,Violation by K. Faried (def goaltending),,37,37
163,2,6:02.0,,J. Johnson makes 2-pt layup from 2 ft (assist by J. Ingles),37,39
164,2,6:02.0,Denver full timeout,,37,39
165,2,6:02.0,W. Chandler enters the game for J. Murray,,37,39
166,2,6:02.0,J. Nurkić enters the game for K. Faried,,37,39
167,2,5:51.0,Personal foul by G. Hayward (drawn by D. Gallinari),,37,39
168,2,5:35.0,J. Nurkić makes 2-pt jump shot from 16 ft (assist by W. Barton),,39,39
169,2,5:25.0,,Personal foul by D. Gallinari (drawn by J. Ingles),39,39
170,2,5:14.0,,R. Gobert misses 2-pt layup from 2 ft,39,39
171,2,5:13.0,,Offensive rebound by R. Gobert,39,39
172,2,5:07.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by J. Johnson),39,42
173,2,4:51.0,W. Barton misses 2-pt jump shot from 10 ft,,39,42
174,2,4:50.0,,Defensive rebound by J. Ingles,39,42
175,2,4:33.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),39,44
176,2,4:21.0,Denver full timeout,,39,44
177,2,4:21.0,,R. Hood enters the game for J. Johnson,39,44
178,2,4:15.0,W. Barton makes 2-pt jump shot from 19 ft,,41,44
179,2,3:58.0,,Turnover by J. Ingles (bad pass; steal by E. Mudiay),41,44
180,2,3:52.0,E. Mudiay makes 2-pt layup from 2 ft,,43,44
181,2,3:28.0,,Turnover by R. Gobert (lost ball; steal by W. Barton),43,44
182,2,3:26.0,Personal foul by D. Exum (drawn by W. Barton),,43,44
183,2,3:26.0,W. Barton misses free throw 1 of 2,,43,44
184,2,3:26.0,Offensive rebound by Team,,43,44
185,2,3:26.0,,B. Diaw enters the game for J. Ingles,43,44
186,2,3:26.0,W. Barton makes free throw 2 of 2,,44,44
187,2,3:11.0,,Shooting foul by W. Chandler (drawn by R. Hood),44,44
188,2,3:11.0,,R. Hood misses free throw 1 of 2,44,44
189,2,3:11.0,,Offensive rebound by Team,44,44
190,2,3:11.0,,R. Hood makes free throw 2 of 2,44,45
191,2,2:56.0,W. Chandler misses 2-pt jump shot from 8 ft,,44,45
192,2,2:55.0,,Defensive rebound by R. Gobert,44,45
193,2,2:35.0,,D. Exum makes 2-pt layup from 2 ft,44,47
194,2,2:23.0,W. Chandler misses 3-pt jump shot from 25 ft,,44,47
195,2,2:22.0,Offensive rebound by J. Nurkić,,44,47
196,2,2:18.0,J. Nurkić makes 2-pt layup from 2 ft,,46,47
197,2,2:07.0,,Turnover by G. Hayward (traveling),46,47
198,2,2:07.0,Denver full timeout,,46,47
199,2,2:07.0,K. Faried enters the game for J. Nurkić,,46,47
200,2,1:50.0,W. Barton misses 2-pt layup from 3 ft,,46,47
201,2,1:50.0,,Defensive rebound by R. Gobert,46,47
202,2,1:25.0,,R. Hood misses 3-pt jump shot from 26 ft,46,47
203,2,1:25.0,Defensive rebound by W. Chandler,,46,47
204,2,1:15.0,E. Mudiay misses 2-pt jump shot from 17 ft,,46,47
205,2,1:15.0,,Defensive rebound by R. Hood,46,47
206,2,1:00.0,,G. Hayward misses 2-pt layup from 2 ft,46,47
207,2,1:00.0,Defensive rebound by Team,,46,47
208,2,1:00.0,,Loose ball foul by R. Gobert (drawn by K. Faried),46,47
209,2,1:00.0,K. Faried misses free throw 1 of 2,,46,47
210,2,1:00.0,Offensive rebound by Team,,46,47
211,2,1:00.0,,J. Johnson enters the game for R. Hood,46,47
212,2,1:00.0,A. Gee enters the game for D. Gallinari,,46,47
213,2,1:00.0,K. Faried makes free throw 2 of 2,,47,47
214,2,0:50.0,,Personal foul by E. Mudiay (drawn by G. Hayward),47,47
215,2,0:50.0,,G. Hayward makes free throw 1 of 2,47,48
216,2,0:50.0,D. Gallinari enters the game for A. Gee,,47,48
217,2,0:50.0,,G. Hayward makes free throw 2 of 2,47,49
218,2,0:32.0,W. Chandler misses 2-pt jump shot from 14 ft,,47,49
219,2,0:31.0,,Defensive rebound by R. Gobert,47,49
220,2,0:09.0,,G. Hayward misses 2-pt jump shot from 17 ft,47,49
221,2,0:08.0,Defensive rebound by E. Mudiay,,47,49
222,2,0:01.0,D. Gallinari misses 2-pt jump shot from 21 ft,,47,49
223,2,0:00.0,Offensive rebound by Team,,47,49
224,3,11:46.0,,R. Hood misses 3-pt jump shot from 26 ft,47,49
225,3,11:45.0,Defensive rebound by W. Barton,,47,49
226,3,11:23.0,E. Mudiay misses 3-pt jump shot from 24 ft,,47,49
227,3,11:23.0,,Defensive rebound by G. Hayward,47,49
228,3,11:11.0,,G. Hayward misses 2-pt jump shot from 5 ft,47,49
229,3,11:10.0,Defensive rebound by W. Barton,,47,49
230,3,11:02.0,E. Mudiay makes 2-pt dunk at rim (assist by J. Nurkić),,49,49
231,3,10:46.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by B. Diaw),49,52
232,3,10:31.0,W. Barton misses 2-pt jump shot from 9 ft,,49,52
233,3,10:31.0,,Defensive rebound by R. Gobert,49,52
234,3,10:15.0,,G. Hayward makes 2-pt jump shot from 11 ft,49,54
235,3,9:55.0,D. Gallinari misses 2-pt jump shot from 22 ft,,49,54
236,3,9:55.0,,Defensive rebound by R. Hood,49,54
237,3,9:50.0,,R. Hood misses 2-pt layup from 2 ft (block by K. Faried),49,54
238,3,9:50.0,,Offensive rebound by Team,49,54
239,3,9:50.0,,Utah full timeout,49,54
240,3,9:43.0,,B. Diaw makes 2-pt layup from 1 ft,49,56
241,3,9:18.0,D. Gallinari misses 2-pt jump shot from 15 ft,,49,56
242,3,9:18.0,,Defensive rebound by B. Diaw,49,56
243,3,9:08.0,,R. Gobert makes 2-pt layup from 3 ft (assist by D. Exum),49,58
244,3,9:08.0,Denver full timeout,,49,58
245,3,9:08.0,W. Chandler enters the game for K. Faried,,49,58
246,3,8:45.0,E. Mudiay misses 2-pt jump shot from 17 ft,,49,58
247,3,8:44.0,Offensive rebound by J. Nurkić,,49,58
248,3,8:37.0,Turnover by W. Barton (traveling),,49,58
249,3,8:15.0,,B. Diaw misses 2-pt jump shot from 10 ft,49,58
250,3,8:14.0,Defensive rebound by J. Nurkić,,49,58
251,3,7:58.0,W. Chandler misses 3-pt jump shot from 25 ft,,49,58
252,3,7:57.0,,Defensive rebound by D. Exum,49,58
253,3,7:47.0,,D. Exum misses 2-pt dunk at rim (block by E. Mudiay),49,58
254,3,7:45.0,Defensive rebound by W. Chandler,,49,58
255,3,7:39.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by W. Chandler),,52,58
256,3,7:39.0,,Utah full timeout,52,58
257,3,7:39.0,,S. Mack enters the game for D. Exum,52,58
258,3,7:25.0,,G. Hayward makes 2-pt layup from 3 ft,52,60
259,3,6:59.0,J. Nurkić misses 2-pt jump shot from 19 ft,,52,60
260,3,6:58.0,Offensive rebound by D. Gallinari,,52,60
261,3,6:56.0,D. Gallinari misses 2-pt layup from 2 ft,,52,60
262,3,6:54.0,,Defensive rebound by G. Hayward,52,60
263,3,6:44.0,,G. Hayward makes 2-pt layup from 3 ft,52,62
264,3,6:34.0,E. Mudiay misses 2-pt layup from 2 ft,,52,62
265,3,6:32.0,,Defensive rebound by B. Diaw,52,62
266,3,6:27.0,,R. Hood misses 3-pt jump shot from 25 ft,52,62
267,3,6:26.0,Defensive rebound by W. Chandler,,52,62
268,3,6:14.0,W. Chandler misses 2-pt jump shot from 20 ft,,52,62
269,3,6:14.0,,Defensive rebound by B. Diaw,52,62
270,3,6:04.0,,R. Hood makes 2-pt layup from 2 ft (assist by B. Diaw),52,64
271,3,6:04.0,Denver full timeout,,52,64
272,3,6:04.0,,T. Lyles enters the game for B. Diaw,52,64
273,3,6:04.0,,J. Ingles enters the game for R. Hood,52,64
274,3,6:04.0,J. Nelson enters the game for W. Barton,,52,64
275,3,6:04.0,D. Arthur enters the game for J. Nurkić,,52,64
276,3,6:04.0,J. Murray enters the game for E. Mudiay,,52,64
277,3,5:50.0,D. Arthur makes 3-pt jump shot from 24 ft (assist by W. Chandler),,55,64
278,3,5:31.0,,Shooting foul by D. Arthur (drawn by G. Hayward),55,64
279,3,5:31.0,,G. Hayward makes free throw 1 of 2,55,65
280,3,5:31.0,,G. Hayward makes free throw 2 of 2,55,66
281,3,5:11.0,Turnover by D. Arthur (bad pass),,55,66
282,3,4:56.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Gobert),55,69
283,3,4:38.0,D. Gallinari makes 2-pt jump shot from 8 ft,,57,69
284,3,4:22.0,,G. Hayward misses 3-pt jump shot from 25 ft,57,69
285,3,4:22.0,Defensive rebound by J. Murray,,57,69
286,3,4:09.0,J. Nelson misses 2-pt layup from 3 ft,,57,69
287,3,4:09.0,,Defensive rebound by T. Lyles,57,69
288,3,4:01.0,,G. Hayward makes 2-pt layup from 2 ft (assist by J. Ingles),57,71
289,3,4:01.0,,Shooting foul by W. Chandler (drawn by G. Hayward),57,71
290,3,4:01.0,J. Hernangómez enters the game for D. Gallinari,,57,71
291,3,4:01.0,,G. Hayward makes free throw 1 of 1,57,72
292,3,3:45.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,57,72
293,3,3:44.0,,Defensive rebound by R. Gobert,57,72
294,3,3:31.0,,G. Hayward makes 2-pt jump shot from 24 ft (assist by J. Ingles),57,74
295,3,3:29.0,Denver full timeout,,57,74
296,3,3:10.0,D. Arthur misses 2-pt jump shot from 4 ft,,57,74
297,3,3:09.0,,Defensive rebound by R. Gobert,57,74
298,3,2:55.0,,T. Lyles misses 3-pt jump shot from 22 ft,57,74
299,3,2:55.0,Defensive rebound by Team,,57,74
300,3,2:55.0,,Loose ball foul by R. Gobert,57,74
301,3,2:55.0,,B. Diaw enters the game for R. Gobert,57,74
302,3,2:31.0,D. Arthur misses 2-pt jump shot from 10 ft,,57,74
303,3,2:30.0,,Defensive rebound by G. Hayward,57,74
304,3,2:19.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by S. Mack),57,77
305,3,2:05.0,J. Nelson misses 3-pt jump shot from 24 ft,,57,77
306,3,2:05.0,,Defensive rebound by T. Lyles,57,77
307,3,1:51.0,,J. Ingles misses 3-pt jump shot from 24 ft,57,77
308,3,1:50.0,,Offensive rebound by B. Diaw,57,77
309,3,1:38.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by S. Mack),57,80
310,3,1:21.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by J. Nelson),,60,80
311,3,1:12.0,,S. Mack misses 2-pt layup from 3 ft,60,80
312,3,1:11.0,Defensive rebound by J. Murray,,60,80
313,3,1:04.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by J. Murray),,63,80
314,3,0:46.0,,B. Diaw misses 2-pt jump shot from 19 ft,63,80
315,3,0:46.0,Defensive rebound by D. Arthur,,63,80
316,3,0:36.0,Turnover by J. Murray (bad pass; steal by G. Hayward),,63,80
317,3,0:29.0,,G. Hayward misses 2-pt jump shot from 9 ft,63,80
318,3,0:28.0,Defensive rebound by W. Chandler,,63,80
319,3,0:08.0,Turnover by J. Nelson (bad pass; steal by S. Mack),,63,80
320,3,0:04.0,,G. Hayward makes 2-pt dunk at rim (assist by S. Mack),63,82
321,3,0:00.0,J. Murray misses 3-pt jump shot from 41 ft,,63,82
322,3,0:00.0,Offensive rebound by Team,,63,82
323,4,11:45.0,Turnover by J. Murray (lost ball; steal by S. Mack),,63,82
324,4,11:28.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Johnson),63,85
325,4,11:10.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by J. Murray),,66,85
326,4,10:49.0,,T. Lyles makes 2-pt jump shot from 19 ft,66,87
327,4,10:35.0,W. Chandler misses 2-pt jump shot from 9 ft,,66,87
328,4,10:34.0,,Defensive rebound by B. Diaw,66,87
329,4,10:22.0,,S. Mack misses 3-pt jump shot from 25 ft,66,87
330,4,10:22.0,Defensive rebound by J. Nelson,,66,87
331,4,10:15.0,J. Nelson makes 3-pt jump shot from 24 ft,,69,87
332,4,10:00.0,,S. Mack makes 2-pt layup from 3 ft (assist by T. Lyles),69,89
333,4,9:52.0,Offensive foul by D. Arthur (drawn by S. Mack),,69,89
334,4,9:52.0,Turnover by D. Arthur (offensive foul),,69,89
335,4,9:52.0,,D. Exum enters the game for S. Mack,69,89
336,4,9:52.0,W. Barton enters the game for J. Murray,,69,89
337,4,9:52.0,D. Gallinari enters the game for D. Arthur,,69,89
338,4,9:52.0,K. Faried enters the game for J. Hernangómez,,69,89
339,4,9:38.0,,J. Johnson makes 2-pt layup from 2 ft,69,91
340,4,9:38.0,Denver full timeout,,69,91
341,4,9:38.0,,R. Gobert enters the game for B. Diaw,69,91
342,4,9:22.0,W. Barton makes 2-pt jump shot from 4 ft,,71,91
343,4,9:04.0,,J. Johnson makes 3-pt jump shot from 24 ft,71,94
344,4,8:38.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Nelson),,74,94
345,4,8:22.0,,Personal foul by J. Nelson (drawn by R. Gobert),74,94
346,4,8:22.0,,Utah full timeout,74,94
347,4,8:22.0,,R. Hood enters the game for J. Ingles,74,94
348,4,8:12.0,,J. Johnson misses 3-pt jump shot from 27 ft,74,94
349,4,8:11.0,Defensive rebound by D. Gallinari,,74,94
350,4,8:04.0,W. Barton makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,77,94
351,4,7:45.0,,D. Exum misses 3-pt jump shot from 25 ft,77,94
352,4,7:45.0,Defensive rebound by W. Chandler,,77,94
353,4,7:33.0,Personal foul by R. Hood (drawn by W. Chandler),,77,94
354,4,7:33.0,,S. Mack enters the game for D. Exum,77,94
355,4,7:33.0,,G. Hayward enters the game for T. Lyles,77,94
356,4,7:19.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by J. Nelson),,80,94
357,4,6:54.0,,G. Hayward misses 2-pt jump shot from 17 ft,80,94
358,4,6:53.0,Defensive rebound by J. Nelson,,80,94
359,4,6:44.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),,83,94
360,4,6:44.0,,Utah full timeout,83,94
361,4,6:44.0,,J. Ingles enters the game for J. Johnson,83,94
362,4,6:31.0,,R. Hood misses 2-pt jump shot from 9 ft,83,94
363,4,6:30.0,,Offensive rebound by Team,83,94
364,4,6:30.0,Loose ball foul by W. Barton (drawn by R. Gobert),,83,94
365,4,6:18.0,,S. Mack makes 2-pt jump shot from 14 ft,83,96
366,4,5:54.0,J. Nelson makes 2-pt layup from 2 ft,,85,96
367,4,5:54.0,Shooting foul by R. Hood (drawn by J. Nelson),,85,96
368,4,5:54.0,J. Nelson misses free throw 1 of 1,,85,96
369,4,5:53.0,,Defensive rebound by Team,85,96
370,4,5:39.0,,G. Hayward misses 2-pt jump shot from 14 ft,85,96
371,4,5:38.0,Defensive rebound by J. Nelson,,85,96
372,4,5:31.0,J. Nelson makes 2-pt jump shot from 18 ft,,87,96
373,4,5:13.0,,R. Hood makes 3-pt jump shot from 24 ft,87,99
374,4,4:55.0,Turnover by W. Barton (lost ball; steal by R. Gobert),,87,99
375,4,4:35.0,,S. Mack misses 2-pt layup from 3 ft (block by W. Barton),87,99
376,4,4:35.0,Defensive rebound by W. Barton,,87,99
377,4,4:25.0,Turnover by J. Nelson (lost ball),,87,99
378,4,4:06.0,,Turnover by G. Hayward (bad pass),87,99
379,4,3:55.0,Turnover by J. Nelson (bad pass; steal by R. Hood),,87,99
380,4,3:36.0,,J. Ingles misses 2-pt jump shot from 9 ft,87,99
381,4,3:36.0,Defensive rebound by K. Faried,,87,99
382,4,3:26.0,W. Barton misses 2-pt jump shot from 11 ft,,87,99
383,4,3:25.0,Offensive rebound by K. Faried,,87,99
384,4,3:24.0,K. Faried makes 2-pt layup from 2 ft,,89,99
385,4,3:07.0,,Personal foul by W. Chandler (drawn by G. Hayward),89,99
386,4,2:53.0,,R. Hood misses 2-pt jump shot from 22 ft,89,99
387,4,2:53.0,Defensive rebound by K. Faried,,89,99
388,4,2:33.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Nelson),,92,99
389,4,2:05.0,,R. Hood misses 3-pt jump shot from 28 ft,92,99
