,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:46.0,,J. Butler misses 2-pt layup from 2 ft,0,0
1,1,11:45.0,,Offensive rebound by R. Lopez,0,0
2,1,11:45.0,,R. Lopez misses 2-pt layup from 2 ft,0,0
3,1,11:43.0,Defensive rebound by G. Green,,0,0
4,1,11:27.0,G. Green misses 3-pt jump shot from 26 ft,,0,0
5,1,11:26.0,,Defensive rebound by N. Mirotić,0,0
6,1,11:11.0,,N. Mirotić misses 3-pt jump shot from 25 ft,0,0
7,1,11:10.0,Defensive rebound by I. Thomas,,0,0
8,1,11:00.0,J. Crowder makes 2-pt jump shot from 18 ft (assist by A. Horford),,2,0
9,1,10:39.0,,J. Grant misses 2-pt jump shot from 16 ft,2,0
10,1,10:38.0,Defensive rebound by G. Green,,2,0
11,1,10:21.0,G. Green makes 3-pt jump shot from 26 ft (assist by I. Thomas),,5,0
12,1,10:04.0,,J. Butler makes 2-pt layup from 2 ft (assist by J. Grant),5,2
13,1,9:42.0,Shooting foul by J. Butler (drawn by A. Bradley),,5,2
14,1,9:42.0,A. Bradley makes free throw 1 of 2,,6,2
15,1,9:42.0,A. Bradley misses free throw 2 of 2,,6,2
16,1,9:41.0,,Defensive rebound by D. Wade,6,2
17,1,9:21.0,,D. Wade makes 2-pt jump shot from 13 ft (assist by J. Butler),6,4
18,1,9:03.0,G. Green makes 3-pt jump shot from 26 ft (assist by I. Thomas),,9,4
19,1,8:42.0,,N. Mirotić misses 3-pt jump shot from 26 ft,9,4
20,1,8:41.0,,Offensive rebound by R. Lopez,9,4
21,1,8:41.0,,R. Lopez misses 2-pt layup from 2 ft,9,4
22,1,8:40.0,,Offensive rebound by R. Lopez,9,4
23,1,8:40.0,,Turnover by R. Lopez (traveling),9,4
24,1,8:18.0,A. Horford makes 2-pt hook shot from 5 ft,,11,4
25,1,7:58.0,,J. Grant misses 3-pt jump shot from 24 ft,11,4
26,1,7:56.0,Defensive rebound by A. Horford,,11,4
27,1,7:42.0,Personal foul by N. Mirotić (drawn by A. Horford),,11,4
28,1,7:33.0,Turnover by A. Bradley (bad pass; steal by D. Wade),,11,4
29,1,7:28.0,,J. Grant misses 2-pt layup from 2 ft,11,4
30,1,7:25.0,Defensive rebound by G. Green,,11,4
31,1,7:19.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Crowder),,14,4
32,1,7:19.0,,Chicago full timeout,14,4
33,1,7:19.0,,M. Carter-Williams enters the game for J. Grant,14,4
34,1,7:06.0,,R. Lopez misses 2-pt jump shot from 20 ft,14,4
35,1,7:05.0,Defensive rebound by G. Green,,14,4
36,1,6:49.0,J. Crowder misses 3-pt jump shot from 26 ft,,14,4
37,1,6:48.0,,Defensive rebound by J. Butler,14,4
38,1,6:44.0,,Personal foul by A. Bradley (drawn by J. Butler),14,4
39,1,6:27.0,,J. Butler misses 3-pt jump shot from 24 ft,14,4
40,1,6:26.0,Defensive rebound by G. Green,,14,4
