,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
61,1,4:56.0,C. Anthony misses 2-pt jump shot from 9 ft,,20,18
62,1,4:55.0,Offensive rebound by K. O'Quinn,,20,18
63,1,4:45.0,Turnover by D. Rose (lost ball; steal by T. McConnell),,20,18
64,1,4:39.0,,G. Henderson makes 2-pt jump shot from 4 ft,20,20
65,1,4:16.0,J. Holiday misses 3-pt jump shot from 25 ft,,20,20
66,1,4:14.0,,Defensive rebound by D. Šarić,20,20
67,1,4:03.0,,G. Henderson misses 2-pt jump shot from 21 ft,20,20
68,1,4:02.0,Defensive rebound by K. O'Quinn,,20,20
69,1,3:51.0,K. O'Quinn makes 2-pt dunk at rim (assist by C. Anthony),,22,20
70,1,3:42.0,,D. Šarić misses 3-pt jump shot from 25 ft,22,20
71,1,3:40.0,,Offensive rebound by T. McConnell,22,20
72,1,3:35.0,,N. Noel misses 2-pt layup from 1 ft,22,20
73,1,3:34.0,,Offensive rebound by Team,22,20
74,1,3:34.0,,S. Rodríguez enters the game for T. McConnell,22,20
75,1,3:15.0,,S. Rodríguez misses 2-pt jump shot from 10 ft (block by K. O'Quinn),22,20
76,1,3:13.0,Defensive rebound by D. Rose,,22,20
77,1,3:06.0,K. O'Quinn makes 2-pt dunk at rim (assist by D. Rose),,24,20
78,1,2:56.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by N. Noel),24,23
79,1,2:38.0,C. Anthony makes 2-pt layup from 1 ft,,26,23
80,1,2:22.0,,N. Noel makes 2-pt dunk at rim (assist by R. Covington),26,25
81,1,2:11.0,D. Rose makes 2-pt jump shot from 14 ft,,28,25
82,1,1:54.0,,D. Šarić misses 2-pt jump shot from 19 ft,28,25
83,1,1:52.0,Defensive rebound by K. O'Quinn,,28,25
84,1,1:44.0,New York full timeout,,28,25
85,1,1:44.0,,T. Luwawu-Cabarrot enters the game for R. Covington,28,25
86,1,1:36.0,Offensive foul by C. Anthony (drawn by N. Noel),,28,25
87,1,1:36.0,Turnover by C. Anthony (offensive foul),,28,25
88,1,1:25.0,,N. Noel makes 2-pt dunk at rim (assist by S. Rodríguez),28,27
89,1,1:08.0,D. Rose makes 2-pt layup from 2 ft (assist by K. O'Quinn),,30,27
90,1,0:46.0,,Turnover by S. Rodríguez (bad pass; steal by M. Kuzminskas),30,27
91,1,0:38.0,C. Anthony misses 3-pt jump shot from 26 ft,,30,27
92,1,0:36.0,Offensive rebound by K. O'Quinn,,30,27
93,1,0:36.0,K. O'Quinn makes 2-pt layup from 1 ft,,32,27
94,1,0:29.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,32,27
95,1,0:27.0,,Offensive rebound by D. Šarić,32,27
96,1,0:24.0,,D. Šarić misses 2-pt layup at rim,32,27
97,1,0:23.0,,Offensive rebound by N. Noel,32,27
98,1,0:23.0,,N. Noel misses 2-pt layup from 2 ft,32,27
99,1,0:20.0,Defensive rebound by K. O'Quinn,,32,27
100,1,0:02.0,M. Kuzminskas misses 3-pt jump shot from 27 ft,,32,27
101,1,0:00.0,,Defensive rebound by Team,32,27
102,2,11:45.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by K. O'Quinn),,34,27
103,2,11:28.0,,N. Stauskas misses 2-pt jump shot from 15 ft,34,27
104,2,11:27.0,,Offensive rebound by J. Embiid,34,27
105,2,11:23.0,,E. İlyasova misses 2-pt jump shot from 10 ft,34,27
106,2,11:21.0,Defensive rebound by J. Holiday,,34,27
107,2,11:04.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,34,27
108,2,11:03.0,,Defensive rebound by J. Embiid,34,27
109,2,10:55.0,,N. Stauskas misses 3-pt jump shot from 23 ft,34,27
110,2,10:54.0,Defensive rebound by K. O'Quinn,,34,27
111,2,10:37.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,34,27
112,2,10:36.0,,Defensive rebound by R. Covington,34,27
113,2,10:29.0,,E. İlyasova misses 3-pt jump shot from 25 ft,34,27
114,2,10:28.0,Defensive rebound by J. Holiday,,34,27
115,2,10:18.0,J. Holiday misses 2-pt jump shot from 17 ft,,34,27
116,2,10:18.0,,Defensive rebound by Team,34,27
117,2,10:18.0,Loose ball foul by K. O'Quinn (drawn by E. İlyasova),,34,27
118,2,10:18.0,J. Noah enters the game for K. O'Quinn,,34,27
119,2,10:11.0,,Turnover by E. İlyasova (bad pass),34,27
120,2,9:54.0,J. Holiday makes 2-pt jump shot from 21 ft (assist by M. Kuzminskas),,36,27
121,2,9:53.0,,Philadelphia full timeout,36,27
122,2,9:53.0,C. Lee enters the game for J. Holiday,,36,27
123,2,9:43.0,,Personal foul by J. Noah (drawn by R. Covington),36,27
124,2,9:43.0,K. O'Quinn enters the game for J. Noah,,36,27
125,2,9:32.0,,J. Embiid makes 2-pt jump shot from 12 ft,36,29
126,2,9:14.0,K. O'Quinn makes 2-pt jump shot from 21 ft,,38,29
127,2,9:05.0,,J. Embiid misses 3-pt jump shot from 26 ft,38,29
128,2,9:03.0,Defensive rebound by B. Jennings,,38,29
129,2,8:59.0,Personal foul by J. Embiid (drawn by B. Jennings),,38,29
130,2,8:47.0,Turnover by M. Kuzminskas (step out of bounds),,38,29
131,2,8:35.0,,E. İlyasova misses 3-pt jump shot from 25 ft,38,29
132,2,8:33.0,Defensive rebound by K. O'Quinn,,38,29
133,2,8:17.0,Turnover by K. O'Quinn (traveling),,38,29
134,2,8:05.0,,E. İlyasova misses 2-pt jump shot from 5 ft,38,29
135,2,8:03.0,,Offensive rebound by J. Embiid,38,29
136,2,7:58.0,,J. Embiid misses 2-pt jump shot from 12 ft (block by K. Porziņģis),38,29
137,2,7:56.0,Defensive rebound by K. O'Quinn,,38,29
138,2,7:50.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,38,29
139,2,7:48.0,,Defensive rebound by J. Embiid,38,29
140,2,7:41.0,,J. Embiid misses 3-pt jump shot from 24 ft,38,29
141,2,7:40.0,Defensive rebound by K. O'Quinn,,38,29
142,2,7:23.0,Offensive foul by M. Kuzminskas (drawn by J. Embiid),,38,29
143,2,7:23.0,Turnover by M. Kuzminskas (offensive foul),,38,29
144,2,7:23.0,,N. Noel enters the game for J. Embiid,38,29
145,2,7:23.0,,G. Henderson enters the game for R. Covington,38,29
146,2,7:23.0,L. Thomas enters the game for M. Kuzminskas,,38,29
147,2,7:12.0,,T. McConnell misses 2-pt layup from 2 ft,38,29
148,2,7:11.0,Defensive rebound by C. Lee,,38,29
149,2,7:00.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by C. Lee),,40,29
150,2,6:51.0,,E. İlyasova misses 2-pt jump shot from 6 ft (block by K. O'Quinn),40,29
151,2,6:51.0,,Offensive rebound by E. İlyasova,40,29
152,2,6:51.0,,Shooting foul by K. Porziņģis (drawn by E. İlyasova),40,29
153,2,6:51.0,,E. İlyasova makes free throw 1 of 2,40,30
154,2,6:51.0,,E. İlyasova misses free throw 2 of 2,40,30
155,2,6:51.0,W. Hernangómez enters the game for K. O'Quinn,,40,30
156,2,6:51.0,,T. Luwawu-Cabarrot enters the game for N. Stauskas,40,30
157,2,6:50.0,Defensive rebound by L. Thomas,,40,30
158,2,6:28.0,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by C. Lee),,42,30
159,2,6:11.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by T. McConnell),42,32
160,2,5:59.0,B. Jennings makes 2-pt jump shot from 16 ft,,44,32
161,2,5:53.0,,Turnover by T. McConnell (bad pass),44,32
162,2,5:53.0,Official timeout,,44,32
163,2,5:53.0,,D. Šarić enters the game for E. İlyasova,44,32
164,2,5:53.0,C. Anthony enters the game for K. Porziņģis,,44,32
165,2,5:31.0,C. Lee makes 2-pt layup from 2 ft,,46,32
166,2,5:31.0,Shooting foul by T. Luwawu-Cabarrot (drawn by C. Lee),,46,32
167,2,5:31.0,C. Lee makes free throw 1 of 1,,47,32
168,2,5:18.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,47,32
169,2,5:17.0,Defensive rebound by B. Jennings,,47,32
170,2,5:08.0,B. Jennings makes 2-pt jump shot from 17 ft,,49,32
171,2,4:52.0,,N. Noel makes 2-pt jump shot from 15 ft (assist by T. Luwawu-Cabarrot),49,34
172,2,4:41.0,Turnover by B. Jennings (lost ball; steal by T. Luwawu-Cabarrot),,49,34
173,2,4:37.0,,D. Šarić misses 2-pt layup from 2 ft (block by C. Anthony),49,34
174,2,4:37.0,,Offensive rebound by Team,49,34
175,2,4:37.0,,S. Rodríguez enters the game for T. McConnell,49,34
176,2,4:37.0,D. Rose enters the game for L. Thomas,,49,34
177,2,4:21.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft,49,36
178,2,4:08.0,C. Anthony misses 2-pt jump shot from 17 ft,,49,36
179,2,4:07.0,,Defensive rebound by Team,49,36
180,2,4:07.0,Loose ball foul by W. Hernangómez (drawn by N. Noel),,49,36
181,2,3:57.0,,Shooting foul by W. Hernangómez (drawn by N. Noel),49,36
182,2,3:57.0,,N. Noel misses free throw 1 of 2,49,36
183,2,3:57.0,,Offensive rebound by Team,49,36
184,2,3:57.0,K. Porziņģis enters the game for W. Hernangómez,,49,36
185,2,3:57.0,,N. Noel makes free throw 2 of 2,49,37
186,2,3:42.0,D. Rose misses 2-pt jump shot from 6 ft,,49,37
187,2,3:41.0,,Defensive rebound by N. Noel,49,37
188,2,3:34.0,,S. Rodríguez misses 2-pt jump shot from 7 ft,49,37
189,2,3:31.0,,Offensive rebound by S. Rodríguez,49,37
190,2,3:31.0,,S. Rodríguez makes 2-pt layup from 1 ft,49,39
191,2,3:28.0,,E. İlyasova enters the game for D. Šarić,49,39
192,2,3:28.0,,J. Embiid enters the game for N. Noel,49,39
193,2,3:28.0,K. O'Quinn enters the game for B. Jennings,,49,39
194,2,3:23.0,C. Lee misses 2-pt jump shot from 9 ft,,49,39
195,2,3:21.0,,Defensive rebound by J. Embiid,49,39
196,2,3:14.0,,Turnover by S. Rodríguez (bad pass; steal by D. Rose),49,39
197,2,3:10.0,Turnover by C. Lee (lost ball),,49,39
198,2,3:05.0,,G. Henderson makes 2-pt dunk at rim (assist by S. Rodríguez),49,41
199,2,3:03.0,New York full timeout,,49,41
200,2,3:03.0,,T. McConnell enters the game for S. Rodríguez,49,41
201,2,2:39.0,Turnover by Team (shot clock),,49,41
202,2,2:19.0,,J. Embiid misses 2-pt jump shot from 10 ft,49,41
203,2,2:19.0,Defensive rebound by K. Porziņģis,,49,41
204,2,2:19.0,,Loose ball foul by T. Luwawu-Cabarrot (drawn by K. Porziņģis),49,41
205,2,2:09.0,D. Rose misses 2-pt jump shot from 8 ft,,49,41
206,2,2:07.0,Offensive rebound by Team,,49,41
207,2,1:52.0,C. Anthony misses 3-pt jump shot from 25 ft,,49,41
208,2,1:50.0,,Defensive rebound by J. Embiid,49,41
209,2,1:41.0,,J. Embiid misses 2-pt jump shot from 11 ft,49,41
210,2,1:40.0,Defensive rebound by K. Porziņģis,,49,41
211,2,1:34.0,Shooting foul by J. Embiid (drawn by D. Rose),,49,41
212,2,1:34.0,D. Rose misses free throw 1 of 2,,49,41
213,2,1:34.0,Offensive rebound by Team,,49,41
214,2,1:34.0,D. Rose makes free throw 2 of 2,,50,41
215,2,1:17.0,,J. Embiid makes 2-pt layup from 1 ft,50,43
216,2,0:54.0,K. O'Quinn misses 3-pt jump shot from 26 ft,,50,43
217,2,0:52.0,,Defensive rebound by E. İlyasova,50,43
218,2,0:46.0,,G. Henderson makes 2-pt jump shot from 9 ft (assist by E. İlyasova),50,45
219,2,0:35.0,C. Anthony makes 2-pt jump shot from 23 ft (assist by C. Lee),,52,45
220,2,0:35.0,,Philadelphia full timeout,52,45
221,2,0:35.0,,N. Noel enters the game for J. Embiid,52,45
222,2,0:24.0,,Shooting foul by K. Porziņģis (drawn by E. İlyasova),52,45
223,2,0:24.0,,E. İlyasova makes free throw 1 of 2,52,46
224,2,0:24.0,,R. Covington enters the game for T. Luwawu-Cabarrot,52,46
225,2,0:24.0,,E. İlyasova makes free throw 2 of 2,52,47
226,2,0:05.0,Turnover by K. Porziņģis (bad pass),,52,47
227,2,0:05.0,L. Thomas enters the game for K. Porziņģis,,52,47
228,2,0:00.0,,T. McConnell misses 2-pt jump shot from 6 ft,52,47
229,2,0:00.0,,Offensive rebound by Team,52,47
230,3,11:41.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,52,47
231,3,11:39.0,,Defensive rebound by J. Embiid,52,47
232,3,11:34.0,,Offensive foul by J. Embiid (drawn by J. Noah),52,47
233,3,11:34.0,,Turnover by J. Embiid (offensive foul),52,47
234,3,11:18.0,D. Rose misses 2-pt jump shot from 6 ft,,52,47
235,3,11:17.0,,Defensive rebound by T. McConnell,52,47
236,3,11:06.0,,Shooting foul by C. Lee (drawn by E. İlyasova),52,47
237,3,11:06.0,,E. İlyasova makes free throw 1 of 2,52,48
238,3,11:06.0,,E. İlyasova makes free throw 2 of 2,52,49
239,3,10:45.0,C. Anthony misses 3-pt jump shot from 25 ft,,52,49
240,3,10:44.0,,Defensive rebound by J. Embiid,52,49
241,3,10:34.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Embiid),52,52
242,3,10:07.0,C. Lee misses 3-pt jump shot from 27 ft,,52,52
243,3,10:06.0,,Defensive rebound by R. Covington,52,52
244,3,9:59.0,,J. Embiid misses 2-pt jump shot from 4 ft,52,52
245,3,9:58.0,,Offensive rebound by J. Embiid,52,52
246,3,9:56.0,,R. Covington misses 3-pt jump shot from 26 ft,52,52
247,3,9:53.0,,Offensive rebound by T. McConnell,52,52
248,3,9:52.0,,Turnover by T. McConnell (lost ball),52,52
249,3,9:43.0,D. Rose misses 2-pt jump shot from 11 ft,,52,52
250,3,9:41.0,,Defensive rebound by E. İlyasova,52,52
251,3,9:33.0,,E. İlyasova misses 3-pt jump shot from 25 ft,52,52
252,3,9:32.0,Defensive rebound by J. Noah,,52,52
253,3,9:09.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,52,52
254,3,9:07.0,,Defensive rebound by J. Embiid,52,52
255,3,8:50.0,,J. Embiid misses 2-pt dunk at rim,52,52
256,3,8:48.0,Defensive rebound by C. Anthony,,52,52
257,3,8:43.0,C. Anthony makes 2-pt jump shot from 21 ft,,54,52
258,3,8:34.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),54,55
259,3,8:14.0,Shooting foul by T. McConnell (drawn by D. Rose),,54,55
260,3,8:14.0,D. Rose makes free throw 1 of 2,,55,55
261,3,8:14.0,D. Rose makes free throw 2 of 2,,56,55
262,3,7:58.0,,Turnover by E. İlyasova (bad pass; steal by K. Porziņģis),56,55
263,3,7:53.0,J. Noah misses 2-pt layup from 1 ft,,56,55
264,3,7:51.0,,Defensive rebound by J. Embiid,56,55
265,3,7:45.0,,R. Covington misses 3-pt jump shot from 25 ft,56,55
266,3,7:42.0,,Offensive rebound by N. Stauskas,56,55
267,3,7:39.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by N. Stauskas),56,57
268,3,7:21.0,C. Anthony misses 2-pt jump shot from 12 ft,,56,57
269,3,7:20.0,,Defensive rebound by R. Covington,56,57
270,3,7:05.0,,E. İlyasova misses 3-pt jump shot from 25 ft,56,57
271,3,7:04.0,Defensive rebound by K. Porziņģis,,56,57
272,3,6:50.0,C. Lee misses 3-pt jump shot from 25 ft,,56,57
273,3,6:49.0,Offensive rebound by J. Noah,,56,57
274,3,6:39.0,C. Anthony misses 2-pt layup from 1 ft,,56,57
275,3,6:37.0,Offensive rebound by C. Anthony,,56,57
276,3,6:35.0,C. Anthony misses 2-pt layup from 2 ft,,56,57
277,3,6:33.0,,Defensive rebound by T. McConnell,56,57
278,3,6:27.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Covington),56,60
279,3,6:26.0,New York full timeout,,56,60
280,3,6:26.0,,D. Šarić enters the game for E. İlyasova,56,60
281,3,6:26.0,,N. Noel enters the game for J. Embiid,56,60
282,3,6:26.0,K. O'Quinn enters the game for K. Porziņģis,,56,60
283,3,6:26.0,L. Thomas enters the game for J. Noah,,56,60
284,3,6:09.0,C. Anthony makes 2-pt jump shot from 17 ft,,58,60
285,3,5:45.0,,T. McConnell makes 2-pt jump shot from 11 ft,58,62
286,3,5:26.0,C. Lee makes 2-pt layup from 1 ft (assist by K. O'Quinn),,60,62
287,3,5:10.0,,D. Šarić misses 2-pt jump shot from 20 ft,60,62
288,3,5:09.0,Defensive rebound by K. O'Quinn,,60,62
289,3,5:02.0,,S. Rodríguez enters the game for T. McConnell,60,62
290,3,4:53.0,C. Anthony misses 2-pt jump shot from 12 ft,,60,62
291,3,4:50.0,,Defensive rebound by N. Noel,60,62
292,3,4:35.0,,R. Covington misses 2-pt jump shot from 8 ft,60,62
293,3,4:34.0,Defensive rebound by K. O'Quinn,,60,62
294,3,4:25.0,D. Rose makes 2-pt layup from 2 ft,,62,62
295,3,4:15.0,,Personal foul by L. Thomas (drawn by N. Stauskas),62,62
296,3,4:15.0,,T. Luwawu-Cabarrot enters the game for N. Stauskas,62,62
297,3,4:15.0,,G. Henderson enters the game for R. Covington,62,62
298,3,4:04.0,,D. Šarić misses 3-pt jump shot from 26 ft,62,62
299,3,4:03.0,,Offensive rebound by Team,62,62
300,3,4:03.0,Loose ball foul by L. Thomas (drawn by N. Noel),,62,62
301,3,3:47.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 8 ft,62,62
302,3,3:46.0,,Offensive rebound by T. Luwawu-Cabarrot,62,62
303,3,3:46.0,,Shooting foul by K. O'Quinn (drawn by T. Luwawu-Cabarrot),62,62
304,3,3:46.0,,T. Luwawu-Cabarrot misses free throw 1 of 2,62,62
305,3,3:46.0,,Offensive rebound by Team,62,62
306,3,3:46.0,B. Jennings enters the game for D. Rose,,62,62
307,3,3:46.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,62,63
308,3,3:29.0,C. Anthony makes 2-pt jump shot from 18 ft,,64,63
309,3,3:13.0,,Turnover by S. Rodríguez (bad pass; steal by K. O'Quinn),64,63
310,3,3:00.0,C. Lee makes 2-pt layup from 1 ft,,66,63
311,3,3:00.0,,Philadelphia full timeout,66,63
312,3,2:47.0,,N. Noel makes 2-pt jump shot from 19 ft (assist by G. Henderson),66,65
313,3,2:34.0,Turnover by B. Jennings (bad pass; steal by N. Noel),,66,65
314,3,2:34.0,,Personal block foul by C. Lee (drawn by N. Noel),66,65
315,3,2:34.0,,N. Noel makes free throw 1 of 2,66,66
316,3,2:34.0,,N. Noel makes free throw 2 of 2,66,67
317,3,2:09.0,C. Anthony makes 2-pt jump shot from 15 ft,,68,67
318,3,1:52.0,,G. Henderson misses 2-pt hook shot from 3 ft,68,67
319,3,1:50.0,Defensive rebound by K. O'Quinn,,68,67
320,3,1:40.0,Personal foul by T. Luwawu-Cabarrot (drawn by C. Lee),,68,67
321,3,1:40.0,J. Holiday enters the game for C. Lee,,68,67
322,3,1:30.0,C. Anthony makes 2-pt jump shot from 20 ft,,70,67
323,3,1:20.0,,S. Rodríguez misses 3-pt jump shot from 27 ft,70,67
324,3,1:19.0,Defensive rebound by L. Thomas,,70,67
325,3,1:09.0,Personal foul by G. Henderson (drawn by C. Anthony),,70,67
326,3,1:09.0,C. Anthony makes free throw 1 of 2,,71,67
327,3,1:09.0,,J. Embiid enters the game for N. Noel,71,67
328,3,1:09.0,C. Anthony makes free throw 2 of 2,,72,67
329,3,0:59.0,,Shooting foul by K. O'Quinn (drawn by J. Embiid),72,67
330,3,0:59.0,,J. Embiid makes free throw 1 of 2,72,68
331,3,0:59.0,J. Noah enters the game for K. O'Quinn,,72,68
332,3,0:59.0,,J. Embiid makes free throw 2 of 2,72,69
333,3,0:43.0,J. Noah misses 2-pt layup from 2 ft,,72,69
334,3,0:41.0,,Defensive rebound by T. Luwawu-Cabarrot,72,69
335,3,0:34.0,,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by S. Rodríguez),72,71
336,3,0:16.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by B. Jennings),,75,71
337,3,0:01.0,,J. Embiid misses 2-pt layup from 2 ft (block by J. Noah),75,71
338,3,0:00.0,Defensive rebound by L. Thomas,,75,71
339,4,11:46.0,,Turnover by E. İlyasova (bad pass; steal by J. Noah),75,71
340,4,11:29.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by L. Thomas),,77,71
341,4,11:03.0,,N. Stauskas misses 3-pt jump shot from 26 ft,77,71
342,4,11:02.0,Defensive rebound by Team,,77,71
343,4,10:50.0,Personal foul by E. İlyasova (drawn by K. Porziņģis),,77,71
344,4,10:45.0,J. Holiday misses 2-pt jump shot from 16 ft,,77,71
345,4,10:43.0,,Defensive rebound by D. Šarić,77,71
346,4,10:28.0,,E. İlyasova misses 3-pt jump shot from 26 ft,77,71
347,4,10:26.0,Defensive rebound by L. Thomas,,77,71
348,4,10:09.0,J. Noah makes 2-pt layup at rim (assist by J. Holiday),,79,71
349,4,10:09.0,Shooting foul by N. Stauskas (drawn by J. Noah),,79,71
350,4,10:09.0,,R. Covington enters the game for D. Šarić,79,71
351,4,10:09.0,J. Noah makes free throw 1 of 1,,80,71
352,4,9:49.0,,J. Embiid misses 2-pt jump shot from 8 ft,80,71
353,4,9:47.0,,Offensive rebound by E. İlyasova,80,71
354,4,9:47.0,,E. İlyasova misses 2-pt layup at rim,80,71
355,4,9:46.0,Defensive rebound by L. Thomas,,80,71
356,4,9:41.0,Turnover by B. Jennings (bad pass; steal by R. Covington),,80,71
357,4,9:41.0,,Personal foul by K. Porziņģis (drawn by N. Stauskas),80,71
358,4,9:20.0,,J. Embiid misses 2-pt jump shot from 19 ft,80,71
359,4,9:18.0,Defensive rebound by J. Noah,,80,71
360,4,9:07.0,L. Thomas misses 3-pt jump shot from 24 ft,,80,71
361,4,9:05.0,Offensive rebound by J. Noah,,80,71
362,4,8:50.0,B. Jennings makes 2-pt jump shot from 12 ft,,82,71
363,4,8:49.0,,Philadelphia full timeout,82,71
364,4,8:49.0,,N. Noel enters the game for J. Embiid,82,71
365,4,8:38.0,,N. Stauskas misses 3-pt jump shot from 26 ft,82,71
366,4,8:36.0,,Offensive rebound by N. Noel,82,71
367,4,8:34.0,,N. Noel misses 2-pt layup from 1 ft,82,71
368,4,8:32.0,,Offensive rebound by N. Noel,82,71
369,4,8:32.0,,Turnover by N. Noel (lost ball),82,71
370,4,8:18.0,J. Noah makes 2-pt layup from 2 ft (assist by B. Jennings),,84,71
371,4,8:11.0,,Turnover by N. Stauskas (lost ball),84,71
372,4,8:02.0,B. Jennings misses 2-pt layup from 1 ft,,84,71
373,4,8:01.0,,Defensive rebound by N. Noel,84,71
374,4,7:50.0,,Personal foul by L. Thomas (drawn by T. McConnell),84,71
375,4,7:40.0,,E. İlyasova misses 3-pt jump shot from 29 ft,84,71
376,4,7:39.0,Defensive rebound by B. Jennings,,84,71
