,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
0,1,11:40.0,H. Whiteside makes 2-pt hook shot from 3 ft,,2,0
1,1,11:16.0,,D. DeRozan makes 2-pt jump shot from 15 ft,2,2
2,1,11:02.0,H. Whiteside misses 2-pt hook shot from 6 ft,,2,2
3,1,11:02.0,,Defensive rebound by P. Siakam,2,2
4,1,10:54.0,,Turnover by D. DeRozan (bad pass),2,2
5,1,10:45.0,G. Dragić misses 3-pt jump shot from 25 ft,,2,2
6,1,10:44.0,Offensive rebound by D. Waiters,,2,2
7,1,10:35.0,D. Waiters makes 2-pt jump shot from 14 ft,,4,2
8,1,10:15.0,,Turnover by P. Siakam (3 sec),4,2
9,1,9:58.0,D. Waiters misses 2-pt layup from 4 ft,,4,2
10,1,9:57.0,Offensive rebound by H. Whiteside,,4,2
11,1,9:56.0,H. Whiteside misses 2-pt layup from 2 ft,,4,2
12,1,9:55.0,,Defensive rebound by J. Valančiūnas,4,2
13,1,9:47.0,,Shooting foul by H. Whiteside (drawn by J. Valančiūnas),4,2
14,1,9:47.0,,J. Valančiūnas makes free throw 1 of 2,4,3
15,1,9:47.0,,J. Valančiūnas makes free throw 2 of 2,4,4
16,1,9:31.0,H. Whiteside makes 2-pt layup at rim,,6,4
17,1,9:31.0,Shooting foul by J. Valančiūnas (drawn by H. Whiteside),,6,4
18,1,9:31.0,H. Whiteside misses free throw 1 of 1,,6,4
19,1,9:30.0,,Defensive rebound by J. Valančiūnas,6,4
20,1,9:11.0,,P. Siakam misses 2-pt jump shot from 21 ft,6,4
21,1,9:11.0,Defensive rebound by H. Whiteside,,6,4
22,1,8:59.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by G. Dragić),,9,4
23,1,8:36.0,,P. Siakam makes 2-pt hook shot from 5 ft,9,6
24,1,8:13.0,J. Winslow misses 2-pt jump shot from 5 ft,,9,6
25,1,8:12.0,Offensive rebound by J. Winslow,,9,6
26,1,8:04.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by H. Whiteside),,12,6
27,1,7:42.0,,D. Carroll misses 2-pt jump shot from 18 ft,12,6
28,1,7:42.0,Defensive rebound by G. Dragić,,12,6
29,1,7:30.0,L. Babbitt misses 3-pt jump shot from 24 ft,,12,6
30,1,7:28.0,,Defensive rebound by J. Valančiūnas,12,6
31,1,7:22.0,,K. Lowry misses 2-pt layup from 4 ft,12,6
32,1,7:20.0,,Offensive rebound by K. Lowry,12,6
33,1,7:13.0,,K. Lowry misses 3-pt jump shot from 26 ft,12,6
34,1,7:12.0,Defensive rebound by H. Whiteside,,12,6
35,1,7:07.0,Turnover by D. Waiters (palming),,12,6
36,1,6:44.0,,D. DeRozan misses 2-pt jump shot from 20 ft,12,6
37,1,6:43.0,,Offensive rebound by P. Siakam,12,6
38,1,6:42.0,,P. Siakam makes 2-pt layup from 2 ft,12,8
39,1,6:24.0,J. Winslow misses 2-pt layup from 4 ft,,12,8
40,1,6:23.0,,Defensive rebound by J. Valančiūnas,12,8
41,1,6:13.0,,D. DeRozan misses 2-pt layup from 2 ft,12,8
42,1,6:13.0,Defensive rebound by H. Whiteside,,12,8
43,1,6:02.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),,15,8
44,1,5:54.0,,Toronto full timeout,15,8
45,1,5:54.0,T. Johnson enters the game for D. Waiters,,15,8
46,1,5:35.0,,P. Siakam misses 2-pt jump shot from 6 ft (block by H. Whiteside),15,8
47,1,5:34.0,Defensive rebound by H. Whiteside,,15,8
48,1,5:24.0,L. Babbitt misses 3-pt jump shot from 25 ft,,15,8
49,1,5:23.0,,Defensive rebound by J. Valančiūnas,15,8
50,1,5:17.0,,Turnover by D. DeRozan (bad pass; steal by T. Johnson),15,8
51,1,4:59.0,H. Whiteside makes 2-pt jump shot from 1 ft,,17,8
52,1,4:44.0,,D. DeRozan makes 2-pt layup from 3 ft,17,10
53,1,4:29.0,T. Johnson makes 2-pt jump shot from 21 ft (assist by J. Winslow),,19,10
54,1,4:11.0,,Turnover by D. DeRozan (bad pass; steal by J. Winslow),19,10
55,1,4:05.0,G. Dragić makes 2-pt layup from 2 ft (assist by T. Johnson),,21,10
56,1,3:51.0,,K. Lowry misses 3-pt jump shot from 26 ft,21,10
57,1,3:51.0,,Offensive rebound by J. Valančiūnas,21,10
58,1,3:50.0,,Shooting foul by G. Dragić (drawn by J. Valančiūnas),21,10
59,1,3:50.0,,J. Valančiūnas misses free throw 1 of 2,21,10
