,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
0,1,11:39.0,E. Fournier misses 3-pt jump shot from 24 ft,,0,0
1,1,11:38.0,,Defensive rebound by M. Williams,0,0
2,1,11:38.0,,Personal foul by B. Biyombo (drawn by M. Williams),0,0
3,1,11:18.0,,Shooting foul by E. Payton (drawn by N. Batum),0,0
4,1,11:18.0,,N. Batum makes 2-pt jump shot from 10 ft,0,2
5,1,11:18.0,,N. Batum makes free throw 1 of 1,0,3
6,1,11:00.0,Turnover by A. Gordon (bad pass; steal by M. Kidd-Gilchrist),,0,3
7,1,10:49.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by N. Batum),0,5
8,1,10:36.0,E. Fournier misses 3-pt jump shot from 24 ft,,0,5
9,1,10:35.0,,Defensive rebound by M. Williams,0,5
10,1,10:24.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),0,8
11,1,10:07.0,A. Gordon makes 2-pt layup from 2 ft (assist by E. Payton),,2,8
12,1,9:51.0,,M. Williams misses 2-pt jump shot from 3 ft (block by B. Biyombo),2,8
13,1,9:49.0,Defensive rebound by E. Payton,,2,8
14,1,9:39.0,E. Fournier makes 2-pt layup from 1 ft (assist by B. Biyombo),,4,8
15,1,9:30.0,,N. Batum misses 3-pt jump shot from 25 ft,4,8
16,1,9:29.0,Defensive rebound by Team,,4,8
17,1,9:21.0,Shooting foul by C. Zeller (drawn by A. Gordon),,4,8
18,1,9:21.0,A. Gordon makes 2-pt layup from 1 ft (assist by E. Payton),,6,8
19,1,9:21.0,A. Gordon misses free throw 1 of 1,,6,8
20,1,9:19.0,,Defensive rebound by M. Williams,6,8
21,1,9:04.0,,K. Walker misses 3-pt jump shot from 26 ft,6,8
22,1,9:03.0,Defensive rebound by A. Gordon,,6,8
23,1,8:58.0,Turnover by A. Gordon (bad pass; steal by M. Williams),,6,8
24,1,8:42.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,6,8
25,1,8:41.0,Defensive rebound by E. Fournier,,6,8
26,1,8:40.0,,Offensive charge foul by E. Fournier (drawn by K. Walker),6,8
27,1,8:40.0,Turnover by E. Fournier (offensive foul),,6,8
28,1,8:24.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),6,10
29,1,8:10.0,A. Gordon misses 2-pt dunk at rim,,6,10
30,1,8:09.0,,Defensive rebound by M. Kidd-Gilchrist,6,10
31,1,7:57.0,,N. Batum misses 2-pt hook shot from 7 ft,6,10
32,1,7:56.0,Defensive rebound by A. Gordon,,6,10
33,1,7:42.0,A. Gordon misses 2-pt jump shot from 5 ft (block by C. Zeller),,6,10
34,1,7:42.0,Offensive rebound by Team,,6,10
35,1,7:38.0,E. Fournier misses 3-pt jump shot from 25 ft,,6,10
36,1,7:37.0,,Defensive rebound by M. Williams,6,10
37,1,7:27.0,,Personal foul by A. Gordon (drawn by M. Williams),6,10
38,1,7:17.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,6,10
39,1,7:16.0,Defensive rebound by B. Biyombo,,6,10
40,1,7:05.0,B. Biyombo makes 2-pt dunk at rim (assist by E. Payton),,8,10
41,1,6:41.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),8,13
42,1,6:12.0,T. Ross misses 3-pt jump shot from 24 ft,,8,13
43,1,6:11.0,,Defensive rebound by M. Kidd-Gilchrist,8,13
44,1,5:52.0,,C. Zeller makes 2-pt jump shot from 8 ft (assist by N. Batum),8,15
45,1,5:52.0,Orlando full timeout,,8,15
46,1,5:52.0,,M. Belinelli enters the game for M. Williams,8,15
47,1,5:38.0,A. Gordon makes 2-pt layup from 1 ft,,10,15
48,1,5:38.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Gordon),,10,15
49,1,5:38.0,A. Gordon makes free throw 1 of 1,,11,15
50,1,5:19.0,,N. Batum makes 2-pt jump shot from 14 ft,11,17
51,1,4:57.0,A. Gordon makes 2-pt jump shot from 15 ft,,13,17
52,1,4:27.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),13,20
53,1,4:14.0,A. Gordon makes 2-pt layup from 1 ft (assist by E. Payton),,15,20
54,1,3:59.0,,M. Belinelli makes 2-pt jump shot from 18 ft,15,22
55,1,3:51.0,Turnover by E. Payton (palming),,15,22
56,1,3:51.0,,C. Wood enters the game for M. Kidd-Gilchrist,15,22
57,1,3:51.0,,B. Roberts enters the game for C. Zeller,15,22
58,1,3:51.0,,M. Williams enters the game for K. Walker,15,22
59,1,3:33.0,,N. Batum makes 2-pt jump shot from 21 ft,15,24
60,1,3:18.0,Shooting foul by C. Wood (drawn by B. Biyombo),,15,24
61,1,3:18.0,B. Biyombo misses free throw 1 of 2,,15,24
62,1,3:18.0,Offensive rebound by Team,,15,24
63,1,3:18.0,B. Biyombo misses free throw 2 of 2,,15,24
64,1,3:18.0,M. Hezonja enters the game for T. Ross,,15,24
65,1,3:18.0,D. Augustin enters the game for E. Payton,,15,24
66,1,3:16.0,,Defensive rebound by M. Williams,15,24
67,1,3:05.0,,Personal foul by M. Hezonja (drawn by N. Batum),15,24
68,1,2:56.0,,Turnover by N. Batum (bad pass; steal by E. Fournier),15,24
69,1,2:51.0,E. Fournier makes 2-pt layup from 1 ft,,17,24
70,1,2:35.0,,M. Belinelli misses 3-pt jump shot from 25 ft,17,24
71,1,2:35.0,,Offensive rebound by Team,17,24
72,1,2:35.0,Loose ball foul by D. Augustin (drawn by M. Williams),,17,24
73,1,2:35.0,,Charlotte full timeout,17,24
74,1,2:35.0,,M. Williams makes free throw 1 of 2,17,25
75,1,2:35.0,S. Zimmerman enters the game for A. Gordon,,17,24
76,1,2:35.0,J. Green enters the game for B. Biyombo,,17,24
77,1,2:35.0,,M. Williams makes free throw 2 of 2,17,26
78,1,2:19.0,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Augustin),,19,26
79,1,2:06.0,,B. Roberts makes 3-pt jump shot from 26 ft (assist by N. Batum),19,29
80,1,1:52.0,,Violation by C. Wood (kicked ball),19,29
81,1,1:52.0,,J. Lamb enters the game for N. Batum,19,29
82,1,1:52.0,,C. Zeller enters the game for C. Wood,19,29
83,1,1:45.0,E. Fournier makes 2-pt jump shot from 14 ft,,21,29
84,1,1:32.0,,B. Roberts misses 2-pt jump shot from 20 ft,21,29
85,1,1:30.0,,Offensive rebound by M. Williams,21,29
86,1,1:14.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by B. Roberts),21,32
87,1,0:52.0,S. Zimmerman misses 2-pt jump shot from 13 ft,,21,32
88,1,0:51.0,,Defensive rebound by M. Williams,21,32
89,1,0:39.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by J. Lamb),21,35
90,1,0:29.0,Personal foul by M. Belinelli (drawn by E. Fournier),,21,35
91,1,0:20.0,J. Green makes 3-pt jump shot from 25 ft (assist by E. Fournier),,24,35
92,1,0:01.0,,B. Roberts makes 2-pt jump shot from 15 ft,24,37
93,2,11:47.0,,Shooting foul by C. Watson (drawn by M. Belinelli),24,37
94,2,11:47.0,,M. Belinelli makes free throw 1 of 2,24,38
95,2,11:47.0,,M. Belinelli makes free throw 2 of 2,24,39
96,2,11:33.0,M. Hezonja misses 2-pt jump shot from 18 ft,,24,39
97,2,11:32.0,,Defensive rebound by J. Lamb,24,39
98,2,11:16.0,,Personal foul by C. Watson (drawn by M. Belinelli),24,39
99,2,11:07.0,,M. Williams misses 3-pt jump shot from 26 ft,24,39
100,2,11:06.0,Defensive rebound by D. Augustin,,24,39
101,2,11:01.0,Turnover by J. Green (lost ball; steal by B. Roberts),,24,39
102,2,10:48.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by C. Zeller),24,41
103,2,10:32.0,M. Hezonja misses 3-pt jump shot from 25 ft,,24,41
104,2,10:31.0,,Defensive rebound by M. Williams,24,41
105,2,10:10.0,,M. Williams makes 2-pt layup from 1 ft (assist by M. Belinelli),24,43
106,2,10:10.0,,Shooting foul by S. Zimmerman (drawn by M. Williams),24,43
107,2,10:10.0,,C. Wood enters the game for C. Zeller,24,43
108,2,10:10.0,T. Ross enters the game for M. Hezonja,,24,43
109,2,10:10.0,,M. Williams makes free throw 1 of 1,24,44
110,2,9:59.0,D. Augustin misses 2-pt jump shot from 19 ft,,24,44
111,2,9:58.0,,Defensive rebound by C. Wood,24,44
112,2,9:45.0,,M. Belinelli misses 2-pt jump shot from 19 ft,24,44
113,2,9:44.0,Defensive rebound by C. Watson,,24,44
