,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHARLOTTE_ACTION,MIAMI_SCORE,CHARLOTTE_SCORE
75,1,2:29.0,,F. Kaminsky misses 2-pt hook shot from 7 ft,15,19
76,1,2:28.0,Defensive rebound by L. Babbitt,,15,19
77,1,2:18.0,J. Johnson misses 2-pt jump shot from 4 ft (block by F. Kaminsky),,15,19
78,1,2:16.0,,Defensive rebound by F. Kaminsky,15,19
79,1,2:10.0,,R. Sessions misses 2-pt jump shot from 7 ft,15,19
80,1,2:07.0,,Offensive rebound by F. Kaminsky,15,19
81,1,1:56.0,,Turnover by N. Batum (bad pass; steal by T. Johnson),15,19
82,1,1:48.0,T. Johnson misses 3-pt jump shot from 25 ft,,15,19
83,1,1:46.0,,Defensive rebound by N. Batum,15,19
84,1,1:37.0,,J. Lamb misses 2-pt layup from 1 ft,15,19
85,1,1:36.0,,Offensive rebound by C. Zeller,15,19
86,1,1:36.0,,C. Zeller makes 2-pt layup at rim,15,21
87,1,1:21.0,G. Dragić misses 2-pt layup from 2 ft,,15,21
88,1,1:20.0,,Defensive rebound by C. Zeller,15,21
89,1,1:14.0,,R. Sessions misses 2-pt layup from 1 ft (block by J. Johnson),15,21
90,1,1:12.0,Defensive rebound by H. Whiteside,,15,21
91,1,1:10.0,Shooting foul by J. Lamb (drawn by G. Dragić),,15,21
92,1,1:10.0,G. Dragić misses free throw 1 of 2,,15,21
93,1,1:10.0,Offensive rebound by Team,,15,21
94,1,1:10.0,W. Reed enters the game for L. Babbitt,,15,21
95,1,1:10.0,J. Winslow enters the game for H. Whiteside,,15,21
96,1,1:10.0,,R. Hibbert enters the game for C. Zeller,15,21
97,1,1:10.0,G. Dragić makes free throw 2 of 2,,16,21
98,1,1:00.0,,Personal block foul by J. Johnson (drawn by N. Batum),16,21
99,1,1:00.0,R. McGruder enters the game for J. Johnson,,16,21
100,1,1:00.0,W. Ellington enters the game for G. Dragić,,16,21
101,1,0:51.0,,N. Batum misses 2-pt jump shot from 18 ft,16,21
102,1,0:50.0,Defensive rebound by R. McGruder,,16,21
103,1,0:45.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by T. Johnson),,19,21
104,1,0:33.0,,F. Kaminsky misses 2-pt layup from 3 ft (block by W. Reed),19,21
105,1,0:32.0,Defensive rebound by T. Johnson,,19,21
106,1,0:26.0,W. Ellington misses 3-pt jump shot from 24 ft,,19,21
107,1,0:25.0,,Defensive rebound by J. Lamb,19,21
108,1,0:01.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,19,21
109,1,0:00.0,Defensive rebound by W. Reed,,19,21
110,2,11:45.0,W. Ellington misses 3-pt jump shot from 25 ft,,19,21
111,2,11:44.0,,Defensive rebound by J. Lamb,19,21
112,2,11:37.0,,J. Lamb misses 2-pt jump shot from 3 ft (block by W. Reed),19,21
113,2,11:35.0,Defensive rebound by T. Johnson,,19,21
114,2,11:25.0,T. Johnson makes 2-pt jump shot from 16 ft (assist by R. McGruder),,21,21
115,2,11:12.0,,Turnover by F. Kaminsky (bad pass; steal by R. McGruder),21,21
116,2,11:07.0,T. Johnson misses 2-pt layup from 3 ft (block by F. Kaminsky),,21,21
117,2,11:03.0,Offensive rebound by W. Reed,,21,21
118,2,11:03.0,W. Reed makes 2-pt layup at rim,,23,21
119,2,10:54.0,,Charlotte full timeout,23,21
120,2,10:47.0,,R. Sessions misses 2-pt layup from 2 ft,23,21
121,2,10:46.0,Defensive rebound by W. Reed,,23,21
122,2,10:40.0,J. Winslow misses 2-pt jump shot from 17 ft,,23,21
123,2,10:39.0,,Defensive rebound by M. Kidd-Gilchrist,23,21
124,2,10:29.0,,J. Lamb misses 3-pt jump shot from 25 ft,23,21
125,2,10:27.0,Defensive rebound by W. Reed,,23,21
126,2,10:15.0,Turnover by T. Johnson (bad pass),,23,21
127,2,9:55.0,,F. Kaminsky misses 2-pt layup from 3 ft (block by W. Reed),23,21
128,2,9:53.0,Defensive rebound by W. Reed,,23,21
129,2,9:47.0,J. Winslow misses 2-pt layup at rim (block by R. Hibbert),,23,21
130,2,9:44.0,,Defensive rebound by J. Lamb,23,21
131,2,9:38.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,23,21
132,2,9:37.0,,Offensive rebound by F. Kaminsky,23,21
133,2,9:36.0,,F. Kaminsky makes 2-pt dunk at rim,23,23
134,2,9:14.0,J. Winslow misses 2-pt jump shot from 19 ft,,23,23
135,2,9:13.0,,Defensive rebound by J. Lamb,23,23
136,2,9:05.0,,Shooting foul by T. Johnson (drawn by R. Sessions),23,23
137,2,9:05.0,,R. Sessions makes free throw 1 of 2,23,24
138,2,9:05.0,J. Richardson enters the game for T. Johnson,,23,24
139,2,9:05.0,,R. Sessions makes free throw 2 of 2,23,25
140,2,8:50.0,Personal foul by R. Sessions (drawn by J. Richardson),,23,25
141,2,8:50.0,Official timeout,,23,25
142,2,8:50.0,,K. Walker enters the game for J. Lamb,23,25
143,2,8:41.0,J. Richardson misses 2-pt jump shot from 18 ft,,23,25
144,2,8:40.0,Offensive rebound by J. Winslow,,23,25
145,2,8:29.0,W. Ellington misses 2-pt jump shot from 20 ft,,23,25
146,2,8:28.0,,Defensive rebound by M. Kidd-Gilchrist,23,25
147,2,8:07.0,,R. Hibbert misses 2-pt hook shot from 9 ft,23,25
148,2,8:05.0,Defensive rebound by J. Richardson,,23,25
149,2,7:53.0,J. Richardson makes 2-pt layup from 1 ft (assist by W. Ellington),,25,25
150,2,7:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Richardson),,25,25
151,2,7:53.0,J. Richardson makes free throw 1 of 1,,26,25
152,2,7:34.0,,K. Walker misses 2-pt jump shot from 22 ft,26,25
153,2,7:34.0,Defensive rebound by Team,,26,25
154,2,7:21.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Richardson),,29,25
155,2,7:07.0,,R. Sessions makes 2-pt layup at rim,29,27
156,2,7:07.0,,Shooting foul by W. Reed (drawn by R. Sessions),29,27
157,2,7:07.0,H. Whiteside enters the game for W. Reed,,29,27
158,2,7:07.0,,R. Sessions makes free throw 1 of 1,29,28
159,2,6:58.0,Turnover by J. Richardson (bad pass; steal by K. Walker),,29,28
160,2,6:56.0,,Shooting foul by J. Winslow (drawn by K. Walker),29,28
161,2,6:56.0,,K. Walker makes free throw 1 of 2,29,29
162,2,6:56.0,,K. Walker makes free throw 2 of 2,29,30
163,2,6:46.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Winslow),,32,30
164,2,6:28.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,32,30
165,2,6:27.0,,Offensive rebound by R. Hibbert,32,30
166,2,6:27.0,,R. Hibbert makes 2-pt layup at rim,32,32
167,2,6:09.0,J. Richardson makes 2-pt jump shot from 19 ft,,34,32
168,2,5:45.0,,R. Sessions misses 3-pt jump shot from 24 ft,34,32
169,2,5:43.0,,Offensive rebound by R. Sessions,34,32
170,2,5:39.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,34,32
171,2,5:37.0,,Offensive rebound by R. Hibbert,34,32
172,2,5:32.0,,K. Walker makes 2-pt layup at rim,34,34
173,2,5:32.0,Miami full timeout,,34,34
174,2,5:32.0,,C. Zeller enters the game for F. Kaminsky,34,34
175,2,5:32.0,,N. Batum enters the game for R. Sessions,34,34
176,2,5:32.0,,M. Williams enters the game for R. Hibbert,34,34
177,2,5:32.0,G. Dragić enters the game for J. Winslow,,34,34
178,2,5:32.0,J. Johnson enters the game for R. McGruder,,34,34
179,2,5:32.0,Violation by Team (jump ball),,34,34
180,2,5:09.0,J. Richardson misses 2-pt jump shot from 17 ft,,34,34
181,2,5:08.0,,Defensive rebound by C. Zeller,34,34
182,2,4:53.0,,K. Walker makes 2-pt layup at rim (assist by C. Zeller),34,36
183,2,4:37.0,,Offensive charge foul by H. Whiteside (drawn by M. Kidd-Gilchrist),34,36
184,2,4:37.0,Turnover by H. Whiteside (offensive foul),,34,36
185,2,4:26.0,,N. Batum misses 3-pt jump shot from 24 ft,34,36
186,2,4:25.0,Defensive rebound by J. Johnson,,34,36
187,2,4:15.0,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Johnson),,36,36
188,2,4:02.0,,Shooting foul by W. Ellington (drawn by C. Zeller),36,36
189,2,4:02.0,,C. Zeller makes free throw 1 of 2,36,37
190,2,4:02.0,T. Johnson enters the game for W. Ellington,,36,37
191,2,4:02.0,,C. Zeller makes free throw 2 of 2,36,38
192,2,3:51.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by G. Dragić),,39,38
193,2,3:38.0,,K. Walker misses 2-pt layup from 2 ft (block by H. Whiteside),39,38
194,2,3:38.0,Defensive rebound by Team,,39,38
195,2,3:22.0,G. Dragić misses 2-pt layup from 2 ft,,39,38
196,2,3:21.0,Offensive rebound by J. Johnson,,39,38
197,2,3:21.0,J. Johnson makes 2-pt layup from 1 ft,,41,38
198,2,3:05.0,,M. Williams makes 2-pt jump shot from 6 ft (assist by N. Batum),41,40
199,2,2:52.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by G. Dragić),,44,40
200,2,2:34.0,,K. Walker misses 3-pt jump shot from 24 ft,44,40
201,2,2:33.0,Defensive rebound by H. Whiteside,,44,40
202,2,2:24.0,G. Dragić misses 3-pt jump shot from 24 ft,,44,40
203,2,2:23.0,,Defensive rebound by N. Batum,44,40
204,2,2:17.0,,M. Williams misses 3-pt jump shot from 25 ft,44,40
205,2,2:14.0,Defensive rebound by J. Richardson,,44,40
206,2,2:03.0,Turnover by J. Johnson (step out of bounds),,44,40
207,2,2:03.0,,Charlotte full timeout,44,40
208,2,1:52.0,,N. Batum makes 2-pt jump shot from 14 ft (assist by C. Zeller),44,42
209,2,1:37.0,Turnover by J. Johnson (bad pass; steal by M. Williams),,44,42
210,2,1:25.0,,Shooting foul by G. Dragić (drawn by C. Zeller),44,42
211,2,1:25.0,,C. Zeller misses free throw 1 of 2,44,42
212,2,1:25.0,,Offensive rebound by Team,44,42
213,2,1:25.0,,C. Zeller misses free throw 2 of 2,44,42
214,2,1:25.0,L. Babbitt enters the game for J. Johnson,,44,42
215,2,1:23.0,Defensive rebound by L. Babbitt,,44,42
216,2,1:08.0,J. Richardson makes 2-pt jump shot from 11 ft (assist by G. Dragić),,46,42
217,2,0:48.0,,K. Walker misses 2-pt jump shot from 19 ft,46,42
218,2,0:46.0,Defensive rebound by L. Babbitt,,46,42
219,2,0:25.0,G. Dragić misses 2-pt jump shot from 16 ft,,46,42
220,2,0:23.0,,Defensive rebound by C. Zeller,46,42
221,2,0:14.0,,N. Batum misses 3-pt jump shot from 25 ft,46,42
222,2,0:13.0,Defensive rebound by J. Richardson,,46,42
223,2,0:00.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by G. Dragić),,49,42
224,3,11:37.0,L. Babbitt misses 3-pt jump shot from 27 ft,,49,42
225,3,11:36.0,,Defensive rebound by M. Kidd-Gilchrist,49,42
226,3,11:27.0,,Shooting block foul by J. Richardson (drawn by N. Batum),49,42
227,3,11:27.0,,N. Batum misses free throw 1 of 2,49,42
228,3,11:27.0,,Offensive rebound by Team,49,42
229,3,11:27.0,,N. Batum makes free throw 2 of 2,49,43
230,3,11:21.0,Personal foul by M. Williams (drawn by G. Dragić),,49,43
231,3,11:15.0,J. Richardson misses 2-pt jump shot from 17 ft,,49,43
232,3,11:13.0,,Defensive rebound by K. Walker,49,43
233,3,11:05.0,,Turnover by K. Walker (lost ball; steal by G. Dragić),49,43
234,3,11:02.0,Turnover by J. Winslow (lost ball; steal by C. Zeller),,49,43
235,3,10:47.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),49,46
236,3,10:36.0,Turnover by G. Dragić (offensive foul),,49,46
237,3,10:36.0,,Offensive charge foul by G. Dragić (drawn by K. Walker),49,46
238,3,10:13.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),49,48
239,3,9:58.0,Turnover by H. Whiteside (bad pass; steal by M. Kidd-Gilchrist),,49,48
240,3,9:47.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by M. Williams),49,50
241,3,9:25.0,Turnover by Team (back court),,49,50
242,3,9:17.0,,K. Walker misses 3-pt jump shot from 25 ft,49,50
243,3,9:16.0,Defensive rebound by H. Whiteside,,49,50
244,3,9:06.0,J. Richardson makes 2-pt jump shot from 18 ft (assist by G. Dragić),,51,50
245,3,8:37.0,,M. Williams misses 2-pt jump shot from 14 ft,51,50
246,3,8:36.0,Defensive rebound by H. Whiteside,,51,50
247,3,8:26.0,H. Whiteside makes 2-pt hook shot from 8 ft (assist by J. Richardson),,53,50
248,3,8:05.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft (block by L. Babbitt),53,50
249,3,8:03.0,Defensive rebound by H. Whiteside,,53,50
250,3,7:56.0,L. Babbitt misses 3-pt jump shot from 24 ft,,53,50
251,3,7:55.0,,Defensive rebound by C. Zeller,53,50
252,3,7:45.0,,N. Batum makes 2-pt jump shot from 20 ft,53,52
253,3,7:24.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),,56,52
254,3,7:09.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),56,54
255,3,6:52.0,Turnover by G. Dragić (traveling),,56,54
256,3,6:34.0,,M. Williams makes 2-pt dunk at rim,56,56
257,3,6:22.0,G. Dragić makes 2-pt jump shot from 10 ft,,58,56
258,3,6:07.0,,M. Williams misses 3-pt jump shot from 25 ft,58,56
259,3,6:06.0,Defensive rebound by H. Whiteside,,58,56
260,3,5:56.0,J. Winslow misses 2-pt jump shot from 19 ft,,58,56
261,3,5:54.0,,Defensive rebound by N. Batum,58,56
262,3,5:30.0,,K. Walker misses 3-pt jump shot from 25 ft,58,56
263,3,5:30.0,,Offensive rebound by Team,58,56
264,3,5:30.0,Loose ball foul by J. Richardson (drawn by N. Batum),,58,56
265,3,5:30.0,,Charlotte full timeout,58,56
266,3,5:30.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,58,56
267,3,5:30.0,,J. Lamb enters the game for M. Williams,58,56
268,3,5:15.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,58,56
269,3,5:14.0,,Offensive rebound by N. Batum,58,56
270,3,5:10.0,,Shooting foul by L. Babbitt (drawn by F. Kaminsky),58,56
271,3,5:10.0,,F. Kaminsky makes free throw 1 of 2,58,57
272,3,5:10.0,,F. Kaminsky makes free throw 2 of 2,58,58
273,3,4:50.0,G. Dragić misses 3-pt jump shot from 25 ft,,58,58
274,3,4:49.0,,Defensive rebound by F. Kaminsky,58,58
275,3,4:28.0,,K. Walker misses 2-pt layup from 1 ft (block by H. Whiteside),58,58
276,3,4:28.0,,Offensive rebound by N. Batum,58,58
277,3,4:28.0,,N. Batum makes 2-pt layup at rim,58,60
278,3,4:28.0,Miami full timeout,,58,60
279,3,4:14.0,J. Richardson misses 3-pt jump shot from 25 ft,,58,60
280,3,4:12.0,,Defensive rebound by K. Walker,58,60
281,3,4:02.0,,J. Lamb makes 2-pt jump shot from 15 ft,58,62
282,3,3:44.0,J. Winslow misses 2-pt layup from 2 ft (block by N. Batum),,58,62
283,3,3:43.0,,Defensive rebound by J. Lamb,58,62
284,3,3:34.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),58,65
285,3,3:21.0,Turnover by G. Dragić (bad pass; steal by F. Kaminsky),,58,65
286,3,3:16.0,,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),58,67
287,3,3:16.0,Miami full timeout,,58,67
288,3,3:16.0,,R. Sessions enters the game for K. Walker,58,67
289,3,3:16.0,W. Ellington enters the game for J. Winslow,,58,67
290,3,3:16.0,T. Johnson enters the game for L. Babbitt,,58,67
291,3,3:16.0,J. Johnson enters the game for G. Dragić,,58,67
292,3,3:04.0,J. Richardson makes 2-pt jump shot from 14 ft (assist by J. Johnson),,60,67
293,3,2:49.0,,F. Kaminsky misses 2-pt layup from 1 ft,60,67
294,3,2:48.0,Defensive rebound by W. Ellington,,60,67
295,3,2:37.0,W. Ellington misses 3-pt jump shot from 25 ft,,60,67
296,3,2:36.0,,Defensive rebound by J. Lamb,60,67
297,3,2:21.0,,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),60,69
298,3,2:02.0,Shooting foul by C. Zeller (drawn by J. Johnson),,60,69
299,3,2:02.0,J. Johnson makes 2-pt layup from 3 ft (assist by T. Johnson),,62,69
300,3,2:02.0,W. Reed enters the game for H. Whiteside,,62,69
301,3,2:02.0,R. McGruder enters the game for J. Richardson,,62,69
302,3,2:02.0,,R. Hibbert enters the game for C. Zeller,62,69
303,3,2:02.0,J. Johnson makes free throw 1 of 1,,63,69
304,3,1:48.0,,N. Batum makes 2-pt jump shot from 13 ft,63,71
305,3,1:29.0,Shooting foul by F. Kaminsky (drawn by J. Johnson),,63,71
306,3,1:29.0,J. Johnson makes free throw 1 of 2,,64,71
307,3,1:29.0,J. Johnson misses free throw 2 of 2,,64,71
308,3,1:28.0,,Defensive rebound by N. Batum,64,71
309,3,1:04.0,,F. Kaminsky misses 2-pt layup at rim,64,71
310,3,1:03.0,Defensive rebound by W. Reed,,64,71
311,3,0:52.0,T. Johnson misses 2-pt jump shot from 18 ft,,64,71
312,3,0:51.0,,Defensive rebound by N. Batum,64,71
313,3,0:38.0,,N. Batum misses 3-pt jump shot from 24 ft,64,71
314,3,0:36.0,Defensive rebound by J. Johnson,,64,71
315,3,0:17.0,T. Johnson makes 2-pt layup from 1 ft,,66,71
316,3,0:03.0,,R. Sessions makes 2-pt jump shot from 10 ft,66,73
317,3,0:00.0,W. Ellington misses 3-pt jump shot from 31 ft,,66,73
318,3,0:00.0,Offensive rebound by Team,,66,73
319,4,11:49.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,66,73
320,4,11:48.0,Defensive rebound by W. Reed,,66,73
321,4,11:38.0,Shooting foul by R. Hibbert (drawn by J. Johnson),,66,73
322,4,11:38.0,J. Johnson misses free throw 1 of 2,,66,73
323,4,11:38.0,Offensive rebound by Team,,66,73
324,4,11:38.0,J. Johnson misses free throw 2 of 2,,66,73
325,4,11:34.0,,Defensive rebound by F. Kaminsky,66,73
326,4,11:20.0,,J. Lamb misses 2-pt jump shot from 18 ft,66,73
327,4,11:19.0,Defensive rebound by J. Johnson,,66,73
328,4,11:15.0,J. Johnson misses 2-pt layup at rim (block by J. Lamb),,66,73
329,4,11:15.0,Offensive rebound by Team,,66,73
330,4,11:12.0,T. Johnson misses 2-pt layup from 2 ft (block by F. Kaminsky),,66,73
331,4,11:09.0,,Defensive rebound by M. Kidd-Gilchrist,66,73
332,4,11:05.0,,R. Hibbert makes 2-pt dunk at rim (assist by R. Sessions),66,75
333,4,10:50.0,W. Reed misses 2-pt hook shot from 6 ft,,66,75
334,4,10:48.0,,Defensive rebound by F. Kaminsky,66,75
335,4,10:27.0,,J. Lamb misses 2-pt jump shot from 15 ft,66,75
336,4,10:26.0,Defensive rebound by T. Johnson,,66,75
337,4,10:17.0,W. Reed makes 2-pt layup from 1 ft (assist by T. Johnson),,68,75
338,4,10:17.0,Shooting foul by R. Hibbert (drawn by W. Reed),,68,75
339,4,10:17.0,,K. Walker enters the game for F. Kaminsky,68,75
340,4,10:17.0,W. Reed makes free throw 1 of 1,,69,75
341,4,10:01.0,,R. Sessions misses 3-pt jump shot from 25 ft,69,75
342,4,9:59.0,,Offensive rebound by R. Hibbert,69,75
343,4,9:50.0,,R. Sessions misses 2-pt jump shot from 3 ft (block by T. Johnson),69,75
344,4,9:50.0,Defensive rebound by T. Johnson,,69,75
345,4,9:32.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by T. Johnson),,72,75
346,4,9:16.0,,K. Walker makes 2-pt jump shot from 16 ft,72,77
347,4,9:08.0,J. Johnson misses 2-pt layup from 2 ft,,72,77
348,4,9:08.0,,Defensive rebound by Team,72,77
349,4,9:08.0,Loose ball foul by W. Reed (drawn by R. Hibbert),,72,77
350,4,8:50.0,,K. Walker makes 2-pt layup from 2 ft,72,79
351,4,8:30.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by R. McGruder),,75,79
352,4,8:15.0,,K. Walker misses 2-pt jump shot from 18 ft,75,79
353,4,8:14.0,Defensive rebound by W. Ellington,,75,79
354,4,7:51.0,J. Johnson misses 2-pt jump shot from 6 ft (block by R. Hibbert),,75,79
355,4,7:49.0,,Defensive rebound by R. Hibbert,75,79
356,4,7:46.0,,Turnover by R. Hibbert (lost ball; steal by J. Johnson),75,79
357,4,7:42.0,T. Johnson misses 3-pt jump shot from 25 ft,,75,79
358,4,7:42.0,,Defensive rebound by Team,75,79
359,4,7:42.0,Official timeout,,75,79
360,4,7:42.0,J. Richardson enters the game for R. McGruder,,75,79
361,4,7:24.0,,Shooting foul by J. Johnson (drawn by J. Lamb),75,79
362,4,7:24.0,,J. Lamb makes free throw 1 of 2,75,80
363,4,7:24.0,,J. Lamb makes free throw 2 of 2,75,81
364,4,7:12.0,W. Ellington misses 3-pt jump shot from 25 ft,,75,81
365,4,7:11.0,Offensive rebound by T. Johnson,,75,81
366,4,7:08.0,J. Johnson misses 3-pt jump shot from 25 ft,,75,81
367,4,7:07.0,,Defensive rebound by K. Walker,75,81
368,4,6:56.0,,R. Sessions makes 2-pt layup from 1 ft (assist by K. Walker),75,83
369,4,6:49.0,Miami full timeout,,75,83
370,4,6:49.0,,C. Zeller enters the game for M. Kidd-Gilchrist,75,83
371,4,6:49.0,,N. Batum enters the game for R. Sessions,75,83
372,4,6:49.0,,M. Williams enters the game for R. Hibbert,75,83
373,4,6:49.0,H. Whiteside enters the game for J. Johnson,,75,83
374,4,6:49.0,G. Dragić enters the game for W. Reed,,75,83
375,4,6:49.0,J. Winslow enters the game for W. Ellington,,75,83
376,4,6:38.0,J. Winslow misses 2-pt layup from 3 ft,,75,83
377,4,6:37.0,,Defensive rebound by K. Walker,75,83
378,4,6:25.0,,Offensive foul by C. Zeller (drawn by T. Johnson),75,83
379,4,6:25.0,,Turnover by C. Zeller (offensive foul),75,83
