,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
0,1,11:46.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,0,0
1,1,11:44.0,,Defensive rebound by M. Chriss,0,0
2,1,11:33.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),0,2
3,1,11:14.0,T. Harris misses 2-pt jump shot from 3 ft,,0,2
4,1,11:12.0,,Defensive rebound by A. Len,0,2
5,1,11:01.0,,E. Bledsoe makes 2-pt jump shot from 17 ft (assist by D. Booker),0,4
6,1,10:44.0,M. Morris makes 2-pt jump shot from 14 ft,,2,4
7,1,10:28.0,Violation by I. Smith (kicked ball),,2,4
8,1,10:22.0,,D. Booker misses 2-pt jump shot from 18 ft,2,4
9,1,10:20.0,Defensive rebound by K. Caldwell-Pope,,2,4
10,1,10:12.0,A. Drummond makes 2-pt hook shot from 11 ft,,4,4
11,1,9:48.0,,A. Len makes 2-pt jump shot from 19 ft,4,6
12,1,9:32.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by A. Drummond),,6,6
13,1,9:09.0,,T. Warren makes 2-pt jump shot from 7 ft,6,8
14,1,8:57.0,T. Harris makes 2-pt jump shot from 17 ft,,8,8
15,1,8:35.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by M. Chriss),8,10
16,1,8:19.0,Shooting foul by E. Bledsoe (drawn by M. Morris),,8,10
17,1,8:19.0,M. Morris makes free throw 1 of 2,,9,10
18,1,8:19.0,M. Morris makes free throw 2 of 2,,10,10
19,1,8:14.0,,Shooting block foul by I. Smith (drawn by E. Bledsoe),10,10
20,1,8:14.0,,E. Bledsoe makes free throw 1 of 2,10,11
21,1,8:14.0,,E. Bledsoe makes free throw 2 of 2,10,12
22,1,8:00.0,T. Harris makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,13,12
23,1,7:45.0,,M. Chriss misses 3-pt jump shot from 22 ft,13,12
24,1,7:43.0,Defensive rebound by K. Caldwell-Pope,,13,12
25,1,7:35.0,A. Drummond makes 2-pt layup from 2 ft (assist by I. Smith),,15,12
26,1,7:23.0,,M. Chriss misses 2-pt jump shot from 6 ft,15,12
27,1,7:20.0,Defensive rebound by T. Harris,,15,12
28,1,7:13.0,A. Drummond misses 2-pt hook shot from 7 ft,,15,12
29,1,7:10.0,,Defensive rebound by E. Bledsoe,15,12
30,1,7:06.0,,T. Warren makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),15,14
31,1,6:50.0,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,,15,14
32,1,6:44.0,,Defensive rebound by E. Bledsoe,15,14
33,1,6:43.0,,Turnover by E. Bledsoe (bad pass; steal by A. Drummond),15,14
34,1,6:41.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by A. Drummond),,17,14
35,1,6:21.0,,M. Chriss misses 2-pt jump shot from 6 ft (block by I. Smith),17,14
36,1,6:19.0,Defensive rebound by M. Morris,,17,14
37,1,6:16.0,T. Harris makes 2-pt dunk at rim (assist by I. Smith),,19,14
38,1,6:16.0,,Phoenix full timeout,19,14
39,1,6:16.0,,P. Tucker enters the game for M. Chriss,19,14
40,1,6:16.0,J. Leuer enters the game for M. Morris,,19,14
41,1,6:05.0,,T. Warren misses 2-pt jump shot from 17 ft,19,14
42,1,6:04.0,Defensive rebound by A. Drummond,,19,14
43,1,5:55.0,I. Smith misses 2-pt jump shot from 3 ft,,19,14
44,1,5:53.0,Offensive rebound by I. Smith,,19,14
45,1,5:47.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by I. Smith),,22,14
46,1,5:32.0,,A. Len misses 2-pt jump shot from 16 ft,22,14
47,1,5:30.0,,Offensive rebound by P. Tucker,22,14
48,1,5:28.0,,P. Tucker misses 2-pt hook shot from 2 ft,22,14
49,1,5:24.0,Defensive rebound by I. Smith,,22,14
50,1,5:20.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,22,14
51,1,5:15.0,Offensive rebound by J. Leuer,,22,14
52,1,5:15.0,J. Leuer misses 2-pt jump shot from 4 ft (block by T. Warren),,22,14
53,1,5:13.0,,Defensive rebound by E. Bledsoe,22,14
54,1,5:07.0,,Shooting foul by J. Leuer (drawn by P. Tucker),22,14
55,1,5:07.0,,P. Tucker misses free throw 1 of 2,22,14
56,1,5:07.0,,Offensive rebound by Team,22,14
57,1,5:07.0,,B. Knight enters the game for E. Bledsoe,22,14
58,1,5:07.0,,P. Tucker makes free throw 2 of 2,22,15
