,QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA CLIPPERS_ACTION,HOUSTON_SCORE,LA CLIPPERS_SCORE
92,1,2:16.0,,Defensive rebound by C. Paul,28,28
93,1,2:06.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by C. Paul),28,31
94,1,1:44.0,J. Harden makes 2-pt layup from 2 ft,,30,31
95,1,1:33.0,,D. Jordan makes 2-pt layup from 4 ft (assist by J. Crawford),30,33
96,1,1:15.0,L. Williams misses 3-pt jump shot from 24 ft,,30,33
97,1,1:14.0,,Defensive rebound by B. Griffin,30,33
98,1,1:07.0,,C. Paul misses 3-pt jump shot from 27 ft,30,33
99,1,1:05.0,Defensive rebound by T. Ariza,,30,33
100,1,0:58.0,N. Hilário makes 2-pt dunk at rim (assist by T. Ariza),,32,33
101,1,0:40.0,,B. Griffin makes 2-pt hook shot from 6 ft,32,35
102,1,0:24.0,Turnover by J. Harden (lost ball; steal by D. Jordan),,32,35
103,1,0:20.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),32,37
104,1,0:07.0,Personal foul by C. Paul,,32,37
105,1,0:07.0,S. Dekker enters the game for T. Ariza,,32,37
106,1,0:07.0,,R. Felton enters the game for C. Paul,32,37
107,1,0:07.0,,B. Bass enters the game for D. Jordan,32,37
108,1,0:07.0,,L. Mbah a Moute enters the game for B. Griffin,32,37
109,1,0:02.0,J. Harden makes 2-pt layup from 1 ft,,34,37
110,1,0:00.0,,J. Crawford misses 3-pt jump shot from 45 ft,34,37
111,1,0:00.0,,Offensive rebound by Team,34,37
112,2,11:42.0,Shooting foul by J. Crawford (drawn by C. Capela),,34,37
113,2,11:42.0,C. Capela makes free throw 1 of 2,,35,37
114,2,11:42.0,C. Capela misses free throw 2 of 2,,35,37
115,2,11:41.0,,Defensive rebound by M. Speights,35,37
116,2,11:16.0,,J. Crawford makes 3-pt jump shot from 29 ft (assist by A. Rivers),35,40
117,2,11:03.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by S. Dekker),,38,40
118,2,10:39.0,,J. Crawford makes 2-pt jump shot from 17 ft,38,42
119,2,10:31.0,S. Dekker misses 3-pt jump shot from 25 ft,,38,42
120,2,10:30.0,,Defensive rebound by A. Rivers,38,42
121,2,10:13.0,,J. Crawford misses 3-pt jump shot from 26 ft,38,42
122,2,10:12.0,Defensive rebound by S. Dekker,,38,42
123,2,10:04.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),,41,42
124,2,9:39.0,,B. Bass misses 3-pt jump shot from 23 ft,41,42
125,2,9:38.0,Defensive rebound by S. Dekker,,41,42
126,2,9:32.0,E. Gordon misses 3-pt jump shot from 27 ft,,41,42
127,2,9:31.0,,Defensive rebound by B. Bass,41,42
128,2,9:31.0,,Personal foul by S. Dekker (drawn by B. Bass),41,42
129,2,9:17.0,,A. Rivers misses 2-pt jump shot from 12 ft,41,42
130,2,9:16.0,Defensive rebound by C. Capela,,41,42
131,2,9:11.0,Shooting foul by B. Bass (drawn by E. Gordon),,41,42
132,2,9:11.0,E. Gordon makes free throw 1 of 2,,42,42
133,2,9:11.0,E. Gordon makes free throw 2 of 2,,43,42
134,2,8:56.0,,J. Crawford makes 2-pt jump shot from 14 ft,43,44
135,2,8:49.0,Offensive foul by C. Capela (drawn by J. Crawford),,43,44
136,2,8:49.0,Turnover by C. Capela (offensive foul),,43,44
137,2,8:49.0,Official timeout,,43,44
138,2,8:31.0,,Offensive foul by A. Rivers (drawn by E. Gordon),43,44
139,2,8:31.0,,Turnover by A. Rivers (offensive foul),43,44
140,2,8:13.0,C. Capela misses 2-pt hook shot from 7 ft,,43,44
141,2,8:13.0,Offensive rebound by C. Capela,,43,44
142,2,8:13.0,C. Capela makes 2-pt layup from 7 ft,,45,44
143,2,8:13.0,Shooting foul by M. Speights (drawn by C. Capela),,45,44
144,2,8:13.0,C. Capela makes free throw 1 of 1,,46,44
145,2,8:02.0,,R. Felton misses 2-pt jump shot from 6 ft,46,44
146,2,8:00.0,Defensive rebound by S. Dekker,,46,44
147,2,7:53.0,L. Williams makes 3-pt jump shot from 24 ft,,49,44
148,2,7:30.0,,B. Bass misses 2-pt layup from 2 ft,49,44
149,2,7:28.0,,Offensive rebound by B. Bass,49,44
150,2,7:28.0,,B. Bass misses 2-pt layup from 3 ft,49,44
151,2,7:25.0,Defensive rebound by P. Beverley,,49,44
152,2,7:21.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by S. Dekker),,52,44
153,2,7:20.0,,LA Clippers full timeout,52,44
154,2,7:20.0,,C. Paul enters the game for A. Rivers,52,44
155,2,7:20.0,,J. Redick enters the game for R. Felton,52,44
156,2,7:20.0,,B. Griffin enters the game for B. Bass,52,44
157,2,7:20.0,,D. Jordan enters the game for M. Speights,52,44
158,2,7:05.0,,J. Crawford misses 2-pt jump shot from 14 ft,52,44
159,2,7:02.0,Defensive rebound by E. Gordon,,52,44
160,2,6:57.0,E. Gordon makes 2-pt layup from 2 ft,,54,44
161,2,6:43.0,,J. Redick misses 3-pt jump shot from 25 ft,54,44
162,2,6:42.0,Defensive rebound by P. Beverley,,54,44
163,2,6:38.0,C. Capela makes 2-pt layup from 3 ft (assist by P. Beverley),,56,44
164,2,6:15.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by C. Paul),56,47
165,2,5:58.0,P. Beverley misses 3-pt jump shot from 27 ft,,56,47
166,2,5:55.0,Offensive rebound by S. Dekker,,56,47
167,2,5:55.0,S. Dekker makes 2-pt layup from 3 ft,,58,47
168,2,5:45.0,,C. Paul misses 2-pt jump shot from 19 ft,58,47
169,2,5:42.0,Defensive rebound by P. Beverley,,58,47
170,2,5:37.0,Personal foul by J. Redick (drawn by C. Capela),,58,47
171,2,5:37.0,,A. Rivers enters the game for J. Crawford,58,47
172,2,5:37.0,R. Anderson enters the game for S. Dekker,,58,47
173,2,5:37.0,J. Harden enters the game for P. Beverley,,58,47
174,2,5:24.0,L. Williams misses 3-pt jump shot from 24 ft,,58,47
175,2,5:23.0,,Defensive rebound by J. Redick,58,47
176,2,5:08.0,,Turnover by C. Paul (bad pass; steal by J. Harden),58,47
177,2,5:02.0,R. Anderson misses 3-pt jump shot from 28 ft,,58,47
178,2,5:00.0,,Defensive rebound by Team,58,47
179,2,5:00.0,N. Hilário enters the game for C. Capela,,58,47
180,2,4:41.0,,A. Rivers misses 2-pt layup from 3 ft,58,47
181,2,4:39.0,Defensive rebound by N. Hilário,,58,47
182,2,4:25.0,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),,60,47
183,2,4:24.0,,LA Clippers full timeout,60,47
184,2,4:24.0,T. Ariza enters the game for L. Williams,,60,47
185,2,4:09.0,,B. Griffin misses 2-pt jump shot from 16 ft,60,47
186,2,4:08.0,,Offensive rebound by D. Jordan,60,47
187,2,4:07.0,,D. Jordan makes 2-pt layup from 2 ft,60,49
188,2,3:41.0,J. Harden misses 3-pt jump shot from 25 ft,,60,49
189,2,3:41.0,Offensive rebound by Team,,60,49
190,2,3:41.0,Turnover by Team (shot clock),,60,49
191,2,3:29.0,,B. Griffin misses 3-pt jump shot from 25 ft,60,49
192,2,3:28.0,Defensive rebound by T. Ariza,,60,49
193,2,3:20.0,Personal foul by A. Rivers (drawn by R. Anderson),,60,49
194,2,3:20.0,R. Anderson makes free throw 1 of 2,,61,49
195,2,3:20.0,,L. Mbah a Moute enters the game for A. Rivers,61,49
196,2,3:20.0,R. Anderson makes free throw 2 of 2,,62,49
197,2,3:09.0,,C. Paul misses 2-pt jump shot from 13 ft,62,49
198,2,3:07.0,Defensive rebound by J. Harden,,62,49
199,2,2:54.0,J. Harden misses 2-pt layup from 2 ft (block by D. Jordan),,62,49
200,2,2:54.0,Offensive rebound by Team,,62,49
201,2,2:54.0,Houston full timeout,,62,49
202,2,2:50.0,Turnover by E. Gordon (step out of bounds),,62,49
203,2,2:25.0,,B. Griffin misses 2-pt layup from 2 ft,62,49
204,2,2:24.0,Defensive rebound by N. Hilário,,62,49
205,2,2:19.0,Shooting foul by L. Mbah a Moute (drawn by J. Harden),,62,49
206,2,2:19.0,J. Harden makes free throw 1 of 3,,63,49
207,2,2:19.0,J. Harden makes free throw 2 of 3,,64,49
208,2,2:19.0,P. Beverley enters the game for E. Gordon,,64,49
209,2,2:19.0,J. Harden makes free throw 3 of 3,,65,49
210,2,2:05.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,65,49
211,2,2:02.0,,Offensive rebound by C. Paul,65,49
212,2,1:56.0,,C. Paul makes 3-pt jump shot from 24 ft,65,52
213,2,1:44.0,J. Harden makes 3-pt jump shot from 26 ft,,68,52
214,2,1:18.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Redick),68,55
215,2,1:02.0,J. Harden misses 2-pt layup from 3 ft,,68,55
216,2,1:00.0,,Defensive rebound by J. Redick,68,55
217,2,0:49.0,Offensive charge foul by B. Griffin (drawn by N. Hilário),,68,55
218,2,0:49.0,,Turnover by B. Griffin (offensive foul),68,55
219,2,0:27.0,J. Harden makes 2-pt layup from 2 ft,,70,55
220,2,0:03.0,,Shooting foul by J. Harden (drawn by C. Paul),70,55
221,2,0:03.0,,C. Paul makes free throw 1 of 3,70,56
222,2,0:03.0,,C. Paul makes free throw 2 of 3,70,57
223,2,0:03.0,,C. Paul makes free throw 3 of 3,70,58
224,3,11:44.0,P. Beverley misses 2-pt jump shot from 10 ft,,70,58
225,3,11:41.0,Offensive rebound by C. Capela,,70,58
226,3,11:37.0,T. Ariza misses 3-pt jump shot from 25 ft,,70,58
227,3,11:33.0,,Defensive rebound by D. Jordan,70,58
228,3,11:23.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,70,58
229,3,11:22.0,Defensive rebound by R. Anderson,,70,58
230,3,11:18.0,Turnover by J. Harden (bad pass),,70,58
231,3,11:01.0,,J. Redick misses 2-pt jump shot from 17 ft,70,58
232,3,10:59.0,Defensive rebound by P. Beverley,,70,58
233,3,10:49.0,Personal foul by C. Paul (drawn by R. Anderson),,70,58
234,3,10:38.0,R. Anderson misses 3-pt jump shot from 31 ft,,70,58
235,3,10:37.0,,Defensive rebound by Team,70,58
236,3,10:27.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),70,60
237,3,10:03.0,J. Harden misses 2-pt hook shot from 4 ft,,70,60
238,3,9:59.0,Offensive rebound by P. Beverley,,70,60
239,3,9:58.0,P. Beverley makes 3-pt jump shot from 27 ft,,73,60
240,3,9:44.0,,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by C. Paul),73,62
241,3,9:27.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by P. Beverley),,76,62
242,3,9:07.0,,C. Paul makes 2-pt jump shot from 16 ft,76,64
243,3,8:47.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),,79,64
244,3,8:45.0,,Personal foul by J. Harden (drawn by B. Griffin),79,64
245,3,8:32.0,,Shooting foul by C. Capela (drawn by B. Griffin),79,64
246,3,8:32.0,,B. Griffin misses free throw 1 of 2,79,64
247,3,8:32.0,,Offensive rebound by Team,79,64
248,3,8:32.0,,B. Griffin makes free throw 2 of 2,79,65
249,3,8:19.0,J. Harden makes 3-pt jump shot from 26 ft,,82,65
250,3,8:00.0,,B. Griffin misses 3-pt jump shot from 26 ft,82,65
251,3,7:59.0,,Offensive rebound by L. Mbah a Moute,82,65
252,3,7:49.0,Flagrant foul type 1 by B. Griffin (drawn by C. Capela),,82,65
253,3,7:49.0,,Turnover by B. Griffin (offensive foul),82,65
254,3,7:49.0,Houston full timeout,,82,65
255,3,7:49.0,C. Capela makes flagrant free throw 1 of 2,,83,65
256,3,7:49.0,C. Capela makes flagrant free throw 2 of 2,,84,65
257,3,7:37.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by T. Ariza),,87,65
258,3,7:12.0,,L. Mbah a Moute misses 2-pt layup from 3 ft,87,65
259,3,7:12.0,,Offensive rebound by Team,87,65
260,3,7:00.0,,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by B. Griffin),87,67
261,3,6:39.0,R. Anderson misses 3-pt jump shot from 29 ft,,87,67
262,3,6:38.0,Offensive rebound by P. Beverley,,87,67
263,3,6:33.0,J. Harden makes 3-pt jump shot from 27 ft (assist by R. Anderson),,90,67
264,3,6:15.0,,J. Redick misses 3-pt jump shot from 27 ft,90,67
265,3,6:14.0,Defensive rebound by P. Beverley,,90,67
266,3,6:08.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by R. Anderson),,93,67
267,3,6:07.0,,LA Clippers full timeout,93,67
268,3,6:07.0,,A. Rivers enters the game for L. Mbah a Moute,93,67
269,3,5:52.0,,Offensive foul by A. Rivers (drawn by P. Beverley),93,67
270,3,5:52.0,,Turnover by A. Rivers (offensive foul),93,67
271,3,5:38.0,Turnover by J. Harden (bad pass),,93,67
272,3,5:27.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),93,69
273,3,5:08.0,T. Ariza misses 3-pt jump shot from 24 ft,,93,69
274,3,5:07.0,Offensive rebound by P. Beverley,,93,69
275,3,5:07.0,Personal foul by B. Griffin (drawn by P. Beverley),,93,69
276,3,5:07.0,E. Gordon enters the game for P. Beverley,,93,69
277,3,5:07.0,N. Hilário enters the game for C. Capela,,93,69
278,3,5:03.0,Offensive foul by J. Harden (drawn by A. Rivers),,93,69
279,3,5:03.0,Turnover by J. Harden (offensive foul),,93,69
280,3,4:43.0,,B. Griffin misses 3-pt jump shot from 26 ft,93,69
281,3,4:42.0,Defensive rebound by N. Hilário,,93,69
282,3,4:35.0,Offensive foul by J. Harden (drawn by B. Griffin),,93,69
283,3,4:35.0,Turnover by J. Harden (offensive foul),,93,69
284,3,4:35.0,,J. Crawford enters the game for J. Redick,93,69
285,3,4:35.0,P. Beverley enters the game for J. Harden,,93,69
286,3,4:25.0,,C. Paul makes 3-pt jump shot from 27 ft,93,72
287,3,4:08.0,R. Anderson makes 3-pt jump shot from 27 ft,,96,72
288,3,3:56.0,,Shooting foul by P. Beverley (drawn by D. Jordan),96,72
289,3,3:56.0,,D. Jordan misses free throw 1 of 2,96,72
290,3,3:56.0,,Offensive rebound by Team,96,72
291,3,3:56.0,,D. Jordan misses free throw 2 of 2,96,72
292,3,3:52.0,Defensive rebound by N. Hilário,,96,72
293,3,3:39.0,Shooting foul by D. Jordan (drawn by N. Hilário),,96,72
294,3,3:39.0,N. Hilário misses free throw 1 of 2,,96,72
295,3,3:39.0,Offensive rebound by Team,,96,72
296,3,3:39.0,N. Hilário makes free throw 2 of 2,,97,72
297,3,3:25.0,,Turnover by B. Griffin (bad pass; steal by P. Beverley),97,72
298,3,3:23.0,Shooting foul by A. Rivers (drawn by P. Beverley),,97,72
299,3,3:23.0,P. Beverley makes free throw 1 of 2,,98,72
300,3,3:23.0,P. Beverley makes free throw 2 of 2,,99,72
301,3,3:11.0,Violation by T. Ariza (kicked ball),,99,72
302,3,2:59.0,,Personal foul by N. Hilário (drawn by D. Jordan),99,72
303,3,2:54.0,,C. Paul misses 3-pt jump shot from 24 ft,99,72
304,3,2:54.0,Defensive rebound by P. Beverley,,99,72
305,3,2:54.0,,Technical foul by C. Paul,99,72
306,3,2:54.0,T. Ariza misses technical free throw,,99,72
307,3,2:54.0,Offensive rebound by Team,,99,72
308,3,2:54.0,L. Williams enters the game for T. Ariza,,99,72
309,3,2:54.0,,R. Felton enters the game for C. Paul,99,72
310,3,2:45.0,Turnover by P. Beverley (lost ball; steal by A. Rivers),,99,72
311,3,2:39.0,,J. Crawford makes 2-pt layup from 2 ft (assist by A. Rivers),99,74
312,3,2:26.0,Shooting foul by A. Rivers (drawn by R. Anderson),,99,74
313,3,2:26.0,R. Anderson makes free throw 1 of 2,,100,74
314,3,2:26.0,,M. Speights enters the game for D. Jordan,100,74
315,3,2:26.0,,J. Redick enters the game for A. Rivers,100,74
316,3,2:26.0,R. Anderson makes free throw 2 of 2,,101,74
317,3,2:06.0,,R. Felton makes 2-pt layup from 2 ft,101,76
318,3,1:58.0,L. Williams misses 2-pt jump shot from 17 ft,,101,76
319,3,1:58.0,,Defensive rebound by Team,101,76
320,3,1:58.0,S. Dekker enters the game for R. Anderson,,101,76
321,3,1:58.0,,A. Anderson enters the game for B. Griffin,101,76
322,3,1:43.0,,A. Anderson misses 2-pt jump shot from 13 ft,101,76
323,3,1:39.0,Defensive rebound by N. Hilário,,101,76
324,3,1:34.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by E. Gordon),,104,76
325,3,1:14.0,,R. Felton makes 2-pt layup from 3 ft (assist by J. Crawford),104,78
326,3,1:14.0,,Shooting foul by N. Hilário (drawn by R. Felton),104,78
327,3,1:14.0,,R. Felton misses free throw 1 of 1,104,78
328,3,1:12.0,Defensive rebound by S. Dekker,,104,78
329,3,1:03.0,Shooting foul by M. Speights (drawn by N. Hilário),,104,78
330,3,1:03.0,N. Hilário makes free throw 1 of 2,,105,78
331,3,1:03.0,N. Hilário makes free throw 2 of 2,,106,78
332,3,0:45.0,,J. Redick misses 3-pt jump shot from 26 ft (block by L. Williams),106,78
333,3,0:43.0,Defensive rebound by S. Dekker,,106,78
334,3,0:23.0,L. Williams misses 3-pt jump shot from 27 ft,,106,78
335,3,0:22.0,Offensive rebound by N. Hilário,,106,78
336,3,0:04.0,E. Gordon misses 3-pt jump shot from 27 ft,,106,78
337,3,0:02.0,Offensive rebound by L. Williams,,106,78
338,3,0:00.0,L. Williams makes 2-pt layup from 3 ft,,108,78
339,4,11:47.0,,J. Crawford misses 2-pt jump shot from 15 ft,108,78
340,4,11:45.0,Defensive rebound by C. Capela,,108,78
341,4,11:32.0,E. Gordon misses 3-pt jump shot from 26 ft,,108,78
342,4,11:31.0,,Defensive rebound by R. Felton,108,78
343,4,11:22.0,,M. Speights misses 3-pt jump shot from 26 ft,108,78
344,4,11:20.0,Defensive rebound by C. Capela,,108,78
345,4,11:14.0,Shooting foul by M. Speights (drawn by E. Gordon),,108,78
346,4,11:14.0,E. Gordon makes free throw 1 of 2,,109,78
347,4,11:14.0,E. Gordon misses free throw 2 of 2,,109,78
348,4,11:14.0,,D. Jordan enters the game for M. Speights,109,78
349,4,11:14.0,,A. Rivers enters the game for A. Anderson,109,78
350,4,11:14.0,J. Harden enters the game for P. Beverley,,109,78
351,4,11:13.0,,Defensive rebound by R. Felton,109,78
352,4,10:55.0,,Shooting foul by C. Capela (drawn by R. Felton),109,78
353,4,10:55.0,,R. Felton makes free throw 1 of 2,109,79
354,4,10:55.0,,R. Felton makes free throw 2 of 2,109,80
355,4,10:41.0,S. Dekker misses 3-pt jump shot from 24 ft,,109,80
356,4,10:40.0,Offensive rebound by C. Capela,,109,80
357,4,10:31.0,L. Williams misses 3-pt jump shot from 26 ft,,109,80
358,4,10:30.0,,Defensive rebound by D. Jordan,109,80
359,4,10:19.0,,LA Clippers full timeout,109,80
360,4,10:08.0,,R. Felton makes 2-pt jump shot from 13 ft (assist by A. Rivers),109,82
361,4,10:00.0,Offensive foul by C. Capela (drawn by D. Jordan),,109,82
362,4,10:00.0,Turnover by C. Capela (offensive foul),,109,82
363,4,10:00.0,,B. Griffin enters the game for J. Crawford,109,82
364,4,9:43.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by C. Paul),109,85
365,4,9:43.0,Houston full timeout,,109,85
366,4,9:43.0,R. Anderson enters the game for S. Dekker,,109,85
367,4,9:20.0,C. Capela misses 2-pt hook shot from 6 ft,,109,85
368,4,9:18.0,,Defensive rebound by A. Rivers,109,85
369,4,9:13.0,,A. Rivers misses 3-pt jump shot from 25 ft,109,85
370,4,9:11.0,,Offensive rebound by D. Jordan,109,85
371,4,9:01.0,,A. Rivers makes 2-pt jump shot from 4 ft,109,87
372,4,8:41.0,L. Williams misses 2-pt jump shot from 14 ft,,109,87
373,4,8:40.0,,Defensive rebound by A. Rivers,109,87
374,4,8:40.0,,Personal foul by C. Capela (drawn by B. Griffin),109,87
375,4,8:40.0,N. Hilário enters the game for C. Capela,,109,87
376,4,8:27.0,,R. Felton makes 2-pt layup from 3 ft (assist by B. Griffin),109,89
377,4,8:12.0,Shooting foul by B. Griffin (drawn by J. Harden),,109,89
378,4,8:12.0,J. Harden makes free throw 1 of 2,,110,89
379,4,8:12.0,T. Ariza enters the game for L. Williams,,110,89
380,4,8:12.0,P. Beverley enters the game for E. Gordon,,110,89
381,4,8:12.0,J. Harden makes free throw 2 of 2,,111,89
382,4,8:03.0,,A. Rivers misses 2-pt layup from 1 ft,111,89
383,4,8:02.0,,Offensive rebound by B. Griffin,111,89
384,4,8:02.0,,B. Griffin makes 2-pt dunk at rim,111,91
385,4,7:52.0,P. Beverley misses 3-pt jump shot from 25 ft,,111,91
386,4,7:51.0,,Defensive rebound by A. Rivers,111,91
387,4,7:42.0,,C. Paul misses 3-pt jump shot from 27 ft,111,91
