,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA CLIPPERS_ACTION,MILWAUKEE_SCORE,LA CLIPPERS_SCORE
382,4,5:11.0,G. Monroe enters the game for J. Henson,,85,82
383,4,5:10.0,,Defensive rebound by D. Jordan,85,82
384,4,4:54.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),85,84
385,4,4:36.0,M. Dellavedova makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),,87,84
386,4,4:15.0,,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),87,84
387,4,4:15.0,,B. Griffin makes free throw 1 of 2,87,85
388,4,4:15.0,,B. Griffin misses free throw 2 of 2,87,85
389,4,4:13.0,,Offensive rebound by D. Jordan,87,85
390,4,3:56.0,,C. Paul misses 2-pt jump shot from 16 ft,87,85
391,4,3:55.0,Defensive rebound by M. Brogdon,,87,85
392,4,3:40.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,90,85
393,4,3:28.0,,Personal foul by M. Dellavedova (drawn by J. Redick),90,85
394,4,3:28.0,,J. Redick misses free throw 1 of 2,90,85
395,4,3:28.0,,Offensive rebound by Team,90,85
396,4,3:28.0,,J. Redick makes free throw 2 of 2,90,86
397,4,3:20.0,Shooting foul by J. Crawford (drawn by G. Monroe),,90,86
398,4,3:20.0,G. Monroe makes free throw 1 of 2,,91,86
399,4,3:20.0,G. Monroe makes free throw 2 of 2,,92,86
400,4,2:58.0,,C. Paul misses 3-pt jump shot from 23 ft,92,86
401,4,2:56.0,,Offensive rebound by Team,92,86
402,4,2:56.0,,Turnover by Team (shot clock),92,86
403,4,2:56.0,Milwaukee full timeout,,92,86
404,4,2:43.0,M. Brogdon misses 3-pt jump shot from 24 ft,,92,86
405,4,2:42.0,,Defensive rebound by D. Jordan,92,86
406,4,2:32.0,,Turnover by C. Paul (bad pass),92,86
407,4,2:17.0,Personal foul by C. Paul (drawn by G. Antetokounmpo),,92,86
408,4,2:17.0,G. Antetokounmpo misses free throw 1 of 2,,92,86
409,4,2:17.0,Offensive rebound by Team,,92,86
410,4,2:17.0,G. Antetokounmpo makes free throw 2 of 2,,93,86
411,4,2:02.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),93,88
412,4,1:50.0,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),,93,88
413,4,1:50.0,G. Antetokounmpo makes free throw 1 of 2,,94,88
414,4,1:50.0,G. Antetokounmpo misses free throw 2 of 2,,94,88
415,4,1:49.0,,Defensive rebound by D. Jordan,94,88
416,4,1:38.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),94,91
417,4,1:17.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,97,91
418,4,1:17.0,,LA Clippers full timeout,97,91
419,4,1:05.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Redick),97,93
420,4,0:46.0,T. Snell misses 3-pt jump shot from 24 ft,,97,93
421,4,0:45.0,,Defensive rebound by D. Jordan,97,93
422,4,0:30.0,,Shooting foul by M. Dellavedova (drawn by D. Jordan),97,93
423,4,0:30.0,,D. Jordan makes 2-pt layup at rim (assist by B. Griffin),97,95
424,4,0:30.0,,L. Mbah a Moute enters the game for J. Crawford,97,95
425,4,0:30.0,K. Middleton enters the game for M. Brogdon,,97,96
426,4,0:30.0,,D. Jordan makes free throw 1 of 1,97,96
427,4,0:30.0,Milwaukee full timeout,,97,96
428,4,0:05.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,97,96
429,4,0:05.0,,Defensive rebound by B. Griffin,97,96
430,4,0:05.0,,LA Clippers full timeout,97,96
431,4,0:05.0,,M. Speights enters the game for L. Mbah a Moute,97,96
432,4,0:05.0,,J. Crawford enters the game for D. Jordan,97,96
433,4,0:01.0,,B. Griffin misses 2-pt layup from 2 ft,97,96
434,4,0:00.0,,Offensive rebound by Team,97,96
