,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
41,1,6:34.0,,T. Warren makes 2-pt layup from 2 ft,15,18
42,1,6:21.0,Turnover by T. Black (bad pass; steal by M. Chriss),,15,18
43,1,6:17.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),15,20
44,1,6:04.0,B. Ingram misses 2-pt jump shot from 18 ft (block by T. Warren),,15,20
45,1,6:02.0,,Defensive rebound by D. Booker,15,20
46,1,5:56.0,,M. Chriss makes 3-pt jump shot from 25 ft (assist by D. Booker),15,23
47,1,5:55.0,LA Lakers full timeout,,15,23
48,1,5:55.0,J. Clarkson enters the game for T. Black,,15,23
49,1,5:40.0,D. Russell makes 3-pt jump shot from 26 ft,,18,23
50,1,5:19.0,,A. Len misses 2-pt hook shot from 10 ft,18,23
51,1,5:15.0,Defensive rebound by N. Young,,18,23
52,1,5:08.0,N. Young misses 3-pt jump shot from 26 ft,,18,23
53,1,5:05.0,,Defensive rebound by E. Bledsoe,18,23
54,1,5:00.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,18,23
55,1,4:58.0,Defensive rebound by B. Ingram,,18,23
56,1,4:58.0,Personal foul by M. Chriss (drawn by B. Ingram),,18,23
57,1,4:58.0,,A. Williams enters the game for A. Len,18,23
58,1,4:47.0,B. Ingram makes 2-pt jump shot from 20 ft,,20,23
59,1,4:35.0,,Shooting foul by N. Young (drawn by A. Williams),20,23
60,1,4:35.0,,A. Williams makes free throw 1 of 2,20,24
61,1,4:35.0,L. Nance enters the game for N. Young,,20,24
62,1,4:35.0,,A. Williams makes free throw 2 of 2,20,25
63,1,4:21.0,J. Clarkson misses 3-pt jump shot from 25 ft,,20,25
64,1,4:19.0,,Defensive rebound by T. Warren,20,25
65,1,4:11.0,,T. Warren misses 2-pt jump shot from 15 ft,20,25
66,1,4:09.0,Defensive rebound by J. Randle,,20,25
67,1,4:00.0,J. Clarkson misses 3-pt jump shot from 25 ft,,20,25
68,1,3:58.0,,Defensive rebound by M. Chriss,20,25
69,1,3:56.0,,T. Warren makes 2-pt dunk at rim (assist by M. Chriss),20,27
70,1,3:56.0,,Shooting foul by J. Randle (drawn by T. Warren),20,27
71,1,3:56.0,,T. Warren makes free throw 1 of 1,20,28
72,1,3:34.0,D. Russell makes 2-pt jump shot from 13 ft,,22,28
73,1,3:16.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,22,28
74,1,3:14.0,Defensive rebound by L. Nance,,22,28
75,1,3:06.0,D. Russell makes 3-pt jump shot from 26 ft,,25,28
76,1,2:45.0,,M. Chriss misses 3-pt jump shot from 26 ft,25,28
77,1,2:44.0,Defensive rebound by J. Randle,,25,28
78,1,2:44.0,Personal foul by A. Williams (drawn by J. Randle),,25,28
79,1,2:44.0,,Phoenix full timeout,25,28
80,1,2:44.0,,J. Dudley enters the game for M. Chriss,25,28
81,1,2:44.0,,T. Ulis enters the game for E. Bledsoe,25,28
82,1,2:44.0,D. Nwaba enters the game for J. Randle,,25,28
83,1,2:25.0,Turnover by J. Clarkson (bad pass; steal by A. Williams),,25,28
84,1,2:14.0,,Turnover by D. Booker (bad pass; steal by B. Ingram),25,28
85,1,2:14.0,Personal foul by J. Dudley (drawn by B. Ingram),,25,28
86,1,2:01.0,L. Nance misses 2-pt jump shot from 20 ft,,25,28
87,1,2:00.0,,Defensive rebound by Team,25,28
88,1,1:45.0,,D. Booker misses 2-pt jump shot from 8 ft,25,28
89,1,1:43.0,Defensive rebound by J. Clarkson,,25,28
90,1,1:36.0,J. Clarkson misses 2-pt jump shot from 6 ft,,25,28
91,1,1:33.0,,Defensive rebound by A. Williams,25,28
92,1,1:29.0,,D. Booker misses 3-pt jump shot from 26 ft,25,28
93,1,1:25.0,Defensive rebound by B. Ingram,,25,28
94,1,1:22.0,B. Ingram makes 2-pt layup from 3 ft,,27,28
95,1,1:22.0,Shooting foul by A. Williams (drawn by B. Ingram),,27,28
96,1,1:22.0,B. Ingram misses free throw 1 of 1,,27,28
97,1,1:21.0,,Defensive rebound by J. Dudley,27,28
98,1,1:05.0,,Shooting foul by D. Russell (drawn by T. Ulis),27,28
99,1,1:05.0,,T. Ulis makes free throw 1 of 2,27,29
100,1,1:05.0,,M. Chriss enters the game for A. Williams,27,29
101,1,1:05.0,,T. Ulis makes free throw 2 of 2,27,30
102,1,0:55.0,D. Russell misses 2-pt jump shot from 14 ft,,27,30
103,1,0:53.0,,Defensive rebound by T. Warren,27,30
104,1,0:47.0,,J. Dudley misses 3-pt jump shot from 26 ft,27,30
105,1,0:46.0,,Offensive rebound by Team,27,30
106,1,0:46.0,Loose ball foul by D. Russell (drawn by M. Chriss),,27,30
107,1,0:46.0,,M. Chriss makes free throw 1 of 2,27,31
108,1,0:46.0,,M. Chriss misses free throw 2 of 2,27,31
109,1,0:46.0,Defensive rebound by L. Nance,,27,31
110,1,0:46.0,C. Brewer enters the game for D. Russell,,27,31
111,1,0:34.0,J. Clarkson makes 2-pt jump shot from 5 ft,,29,31
112,1,0:23.0,,D. Booker misses 3-pt jump shot from 24 ft,29,31
113,1,0:21.0,,Offensive rebound by M. Chriss,29,31
114,1,0:21.0,,M. Chriss makes 2-pt layup from 1 ft,29,33
115,1,0:03.0,J. Clarkson makes 3-pt jump shot from 25 ft,,32,33
116,2,11:45.0,,Shooting foul by D. Nwaba (drawn by T. Ulis),32,33
117,2,11:45.0,,T. Ulis makes free throw 1 of 2,32,34
118,2,11:45.0,,T. Ulis misses free throw 2 of 2,32,34
119,2,11:44.0,Defensive rebound by B. Ingram,,32,34
120,2,11:34.0,J. Clarkson misses 2-pt dunk at rim,,32,34
121,2,11:30.0,,Defensive rebound by J. Dudley,32,34
122,2,11:26.0,,A. Williams makes 2-pt jump shot from 2 ft,32,36
123,2,11:12.0,L. Nance misses 2-pt jump shot from 19 ft,,32,36
124,2,11:10.0,,Defensive rebound by D. Jones,32,36
125,2,11:08.0,,Turnover by L. Barbosa (traveling),32,36
126,2,11:00.0,Shooting foul by A. Williams (drawn by D. Nwaba),,32,36
127,2,11:00.0,D. Nwaba makes free throw 1 of 2,,33,36
128,2,11:00.0,I. Zubac enters the game for B. Ingram,,33,36
129,2,11:00.0,,M. Chriss enters the game for A. Williams,33,36
130,2,11:00.0,D. Nwaba makes free throw 2 of 2,,34,36
131,2,10:39.0,,J. Dudley misses 3-pt jump shot from 26 ft,34,36
132,2,10:38.0,Defensive rebound by D. Nwaba,,34,36
133,2,10:34.0,C. Brewer misses 2-pt jump shot from 5 ft (block by J. Dudley),,34,36
134,2,10:33.0,Offensive rebound by I. Zubac,,34,36
135,2,10:31.0,I. Zubac misses 2-pt jump shot from 3 ft (block by D. Jones),,34,36
136,2,10:28.0,Offensive rebound by L. Nance,,34,36
137,2,10:28.0,L. Nance makes 2-pt dunk at rim,,36,36
138,2,10:15.0,,L. Barbosa makes 2-pt layup from 1 ft,36,38
139,2,10:03.0,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),,38,38
140,2,9:41.0,,L. Barbosa makes 3-pt jump shot from 24 ft (assist by T. Ulis),38,41
141,2,9:25.0,J. Clarkson misses 2-pt jump shot from 15 ft,,38,41
142,2,9:25.0,Offensive rebound by Team,,38,41
143,2,9:25.0,LA Lakers full timeout,,38,41
144,2,9:09.0,Personal foul by M. Chriss (drawn by I. Zubac),,38,41
145,2,9:01.0,Turnover by C. Brewer (lost ball; steal by L. Barbosa),,38,41
146,2,9:00.0,,Personal foul by L. Nance (drawn by L. Barbosa),38,41
147,2,8:55.0,,Offensive foul by M. Chriss (drawn by J. Clarkson),38,41
148,2,8:55.0,,Turnover by M. Chriss (offensive foul),38,41
149,2,8:55.0,,A. Len enters the game for M. Chriss,38,41
150,2,8:47.0,J. Clarkson misses 3-pt jump shot from 24 ft,,38,41
151,2,8:43.0,,Defensive rebound by A. Len,38,41
152,2,8:35.0,,T. Ulis misses 2-pt jump shot from 17 ft,38,41
153,2,8:33.0,Defensive rebound by I. Zubac,,38,41
154,2,8:22.0,I. Zubac makes 2-pt jump shot from 20 ft (assist by L. Nance),,40,41
155,2,7:57.0,,T. Ulis misses 3-pt jump shot from 24 ft (block by D. Nwaba),40,41
156,2,7:57.0,,Offensive rebound by Team,40,41
157,2,7:54.0,,L. Barbosa misses 3-pt jump shot from 24 ft,40,41
158,2,7:54.0,Defensive rebound by Team,,40,41
159,2,7:41.0,I. Zubac makes 2-pt layup from 2 ft (assist by J. Clarkson),,42,41
160,2,7:36.0,,Phoenix full timeout,42,41
161,2,7:36.0,,T. Warren enters the game for J. Dudley,42,41
162,2,7:27.0,,L. Barbosa misses 2-pt jump shot from 22 ft,42,41
163,2,7:26.0,Defensive rebound by J. Clarkson,,42,41
164,2,7:10.0,I. Zubac misses 2-pt jump shot from 12 ft,,42,41
165,2,7:08.0,,Defensive rebound by T. Warren,42,41
166,2,7:01.0,,Turnover by T. Ulis (bad pass; steal by L. Nance),42,41
167,2,6:57.0,D. Nwaba makes 2-pt dunk at rim (assist by C. Brewer),,44,41
168,2,6:38.0,,T. Ulis misses 2-pt jump shot from 17 ft,44,41
169,2,6:36.0,Defensive rebound by D. Nwaba,,44,41
170,2,6:32.0,Personal foul by T. Warren,,44,41
171,2,6:32.0,B. Ingram enters the game for C. Brewer,,44,41
172,2,6:32.0,,D. Booker enters the game for T. Ulis,44,41
173,2,6:32.0,,E. Bledsoe enters the game for D. Jones,44,41
174,2,6:27.0,D. Russell enters the game for D. Nwaba,,44,41
175,2,6:24.0,I. Zubac makes 2-pt layup from 1 ft,,46,41
176,2,6:24.0,Shooting foul by A. Len (drawn by I. Zubac),,46,41
177,2,6:24.0,I. Zubac misses free throw 1 of 1,,46,41
178,2,6:21.0,,Defensive rebound by T. Warren,46,41
179,2,6:05.0,,T. Warren misses 2-pt jump shot from 7 ft (block by I. Zubac),46,41
180,2,6:02.0,Defensive rebound by D. Russell,,46,41
181,2,5:59.0,B. Ingram misses 3-pt jump shot from 24 ft,,46,41
182,2,5:55.0,,Defensive rebound by E. Bledsoe,46,41
183,2,5:50.0,,E. Bledsoe misses 2-pt layup from 2 ft,46,41
184,2,5:50.0,,Offensive rebound by Team,46,41
185,2,5:50.0,Loose ball foul by B. Ingram (drawn by A. Len),,46,41
186,2,5:42.0,,Turnover by E. Bledsoe (bad pass; steal by D. Russell),46,41
187,2,5:36.0,I. Zubac makes 2-pt hook shot from 7 ft (assist by B. Ingram),,48,41
188,2,5:15.0,,D. Booker makes 2-pt jump shot from 20 ft,48,43
189,2,5:00.0,Shooting block foul by A. Len (drawn by J. Clarkson),,48,43
190,2,5:00.0,J. Clarkson makes free throw 1 of 2,,49,43
191,2,5:00.0,J. Randle enters the game for L. Nance,,49,43
192,2,5:00.0,J. Clarkson makes free throw 2 of 2,,50,43
193,2,4:46.0,,D. Booker makes 2-pt jump shot from 19 ft,50,45
194,2,4:25.0,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),,53,45
195,2,4:21.0,,Shooting foul by D. Russell (drawn by E. Bledsoe),53,45
196,2,4:21.0,,E. Bledsoe makes free throw 1 of 2,53,46
197,2,4:21.0,,E. Bledsoe makes free throw 2 of 2,53,47
198,2,3:59.0,I. Zubac makes 2-pt jump shot from 12 ft (assist by B. Ingram),,55,47
199,2,3:40.0,,D. Booker makes 2-pt jump shot from 17 ft,55,49
200,2,3:28.0,I. Zubac misses 2-pt jump shot from 6 ft (block by A. Len),,55,49
201,2,3:25.0,,Defensive rebound by A. Len,55,49
202,2,3:14.0,,A. Len makes 2-pt dunk at rim (assist by T. Warren),55,51
203,2,2:56.0,B. Ingram makes 2-pt layup from 1 ft,,57,51
204,2,2:46.0,,D. Booker misses 2-pt layup from 2 ft,57,51
205,2,2:44.0,,Offensive rebound by A. Len,57,51
206,2,2:44.0,,A. Len makes 2-pt layup at rim,57,53
207,2,2:30.0,J. Randle misses 3-pt jump shot from 26 ft,,57,53
208,2,2:28.0,,Defensive rebound by E. Bledsoe,57,53
209,2,2:23.0,,D. Booker makes 2-pt dunk at rim (assist by L. Barbosa),57,55
210,2,2:22.0,LA Lakers full timeout,,57,55
211,2,2:22.0,Official timeout,,57,55
212,2,2:22.0,D. Nwaba enters the game for D. Russell,,57,55
213,2,2:02.0,I. Zubac misses 2-pt jump shot from 19 ft,,57,55
214,2,2:00.0,,Defensive rebound by E. Bledsoe,57,55
215,2,1:55.0,,Turnover by E. Bledsoe (bad pass; steal by J. Randle),57,55
216,2,1:50.0,D. Nwaba misses 2-pt layup from 1 ft,,57,55
217,2,1:46.0,,Defensive rebound by E. Bledsoe,57,55
218,2,1:43.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),57,58
219,2,1:21.0,I. Zubac misses 2-pt hook shot from 9 ft,,57,58
220,2,1:17.0,,Defensive rebound by T. Warren,57,58
221,2,1:12.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by T. Warren),57,61
222,2,0:58.0,J. Clarkson makes 2-pt layup from 2 ft (assist by J. Randle),,59,61
223,2,0:41.0,,Shooting foul by J. Clarkson (drawn by D. Booker),59,61
224,2,0:41.0,,D. Booker makes free throw 1 of 2,59,62
225,2,0:41.0,,D. Booker makes free throw 2 of 2,59,63
226,2,0:31.0,I. Zubac misses 2-pt jump shot from 7 ft,,59,63
227,2,0:28.0,,Defensive rebound by T. Warren,59,63
228,2,0:10.0,,E. Bledsoe misses 2-pt jump shot from 22 ft,59,63
229,2,0:09.0,,Offensive rebound by T. Warren,59,63
230,2,0:06.0,,T. Warren misses 2-pt jump shot from 6 ft (block by D. Nwaba),59,63
231,2,0:06.0,Defensive rebound by Team,,59,63
232,2,0:00.0,J. Clarkson makes 2-pt layup from 2 ft,,61,63
233,3,11:47.0,,E. Bledsoe makes 2-pt layup from 2 ft,61,65
234,3,11:31.0,Turnover by J. Randle (lost ball),,61,65
235,3,11:18.0,,Turnover by T. Warren (bad pass; steal by D. Russell),61,65
236,3,11:13.0,D. Russell misses 2-pt layup from 1 ft (block by M. Chriss),,61,65
237,3,11:11.0,Offensive rebound by J. Randle,,61,65
238,3,11:11.0,J. Randle makes 2-pt layup from 1 ft,,63,65
239,3,10:53.0,,T. Warren misses 2-pt jump shot from 16 ft,63,65
240,3,10:51.0,,Offensive rebound by A. Len,63,65
241,3,10:42.0,,D. Booker misses 3-pt jump shot from 25 ft,63,65
242,3,10:40.0,Defensive rebound by B. Ingram,,63,65
243,3,10:31.0,B. Ingram misses 3-pt jump shot from 26 ft,,63,65
244,3,10:29.0,Offensive rebound by T. Black,,63,65
245,3,10:21.0,T. Black makes 2-pt dunk at rim (assist by D. Russell),,65,65
246,3,9:56.0,,A. Len misses 2-pt jump shot from 17 ft,65,65
247,3,9:54.0,Defensive rebound by J. Randle,,65,65
248,3,9:46.0,J. Randle misses 2-pt jump shot from 4 ft (block by T. Warren),,65,65
249,3,9:43.0,Offensive rebound by B. Ingram,,65,65
250,3,9:33.0,D. Russell makes 2-pt layup from 1 ft,,67,65
251,3,9:18.0,,Turnover by A. Len (3 sec),67,65
252,3,9:07.0,D. Russell misses 2-pt jump shot from 7 ft,,67,65
253,3,9:05.0,Offensive rebound by D. Russell,,67,65
254,3,9:04.0,D. Russell misses 2-pt jump shot from 5 ft,,67,65
255,3,9:03.0,Offensive rebound by T. Black,,67,65
256,3,9:03.0,T. Black makes 2-pt layup from 1 ft,,69,65
257,3,9:03.0,,Phoenix full timeout,69,65
258,3,8:53.0,,T. Warren makes 2-pt jump shot from 15 ft,69,67
259,3,8:35.0,D. Russell makes 3-pt jump shot from 23 ft (assist by N. Young),,72,67
260,3,8:21.0,,Turnover by T. Warren (lost ball; steal by T. Black),72,67
261,3,8:17.0,,Offensive charge foul by B. Ingram (drawn by E. Bledsoe),72,67
262,3,8:17.0,Turnover by B. Ingram (offensive foul),,72,67
263,3,8:04.0,,Personal foul by N. Young (drawn by M. Chriss),72,67
264,3,7:53.0,,D. Booker misses 2-pt layup from 3 ft,72,67
265,3,7:51.0,Defensive rebound by J. Randle,,72,67
266,3,7:40.0,B. Ingram makes 2-pt dunk at rim,,74,67
267,3,7:24.0,,T. Warren makes 2-pt jump shot from 15 ft,74,69
268,3,7:08.0,J. Randle misses 2-pt jump shot from 14 ft,,74,69
269,3,7:06.0,,Defensive rebound by T. Warren,74,69
270,3,7:02.0,,T. Warren makes 2-pt layup from 1 ft,74,71
271,3,6:32.0,B. Ingram misses 2-pt jump shot from 15 ft (block by T. Warren),,74,71
272,3,6:30.0,,Defensive rebound by M. Chriss,74,71
273,3,6:28.0,,Turnover by E. Bledsoe (bad pass),74,71
274,3,6:17.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),,77,71
275,3,5:45.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,77,71
276,3,5:45.0,,Offensive rebound by Team,77,71
277,3,5:45.0,,Turnover by Team (shot clock),77,71
278,3,5:34.0,N. Young misses 2-pt jump shot from 17 ft,,77,71
279,3,5:32.0,Offensive rebound by T. Black,,77,71
280,3,5:31.0,Shooting foul by A. Len (drawn by T. Black),,77,71
281,3,5:31.0,T. Black makes free throw 1 of 2,,78,71
282,3,5:31.0,,A. Williams enters the game for A. Len,78,71
283,3,5:31.0,T. Black makes free throw 2 of 2,,79,71
284,3,5:11.0,,A. Williams misses 2-pt jump shot from 5 ft,79,71
285,3,5:09.0,Defensive rebound by B. Ingram,,79,71
286,3,5:09.0,,M. Chriss misses 2-pt layup from 1 ft (block by B. Ingram),79,71
287,3,5:09.0,,Offensive rebound by M. Chriss,79,71
288,3,5:05.0,Shooting foul by M. Chriss (drawn by T. Black),,79,71
289,3,5:05.0,T. Black makes free throw 1 of 2,,80,71
290,3,5:05.0,T. Black misses free throw 2 of 2,,80,71
291,3,5:05.0,,J. Dudley enters the game for M. Chriss,80,71
292,3,5:05.0,J. Clarkson enters the game for N. Young,,80,71
293,3,5:04.0,,Defensive rebound by A. Williams,80,71
294,3,4:52.0,,D. Booker misses 2-pt jump shot from 22 ft,80,71
295,3,4:49.0,Defensive rebound by T. Black,,80,71
296,3,4:40.0,D. Russell misses 3-pt jump shot from 26 ft,,80,71
297,3,4:38.0,,Defensive rebound by D. Booker,80,71
298,3,4:33.0,,Turnover by J. Dudley (traveling),80,71
299,3,4:10.0,B. Ingram makes 2-pt dunk at rim (assist by D. Russell),,82,71
300,3,3:44.0,,E. Bledsoe misses 2-pt layup from 2 ft,82,71
301,3,3:42.0,,Offensive rebound by A. Williams,82,71
302,3,3:42.0,,Shooting foul by J. Randle (drawn by A. Williams),82,71
303,3,3:42.0,,A. Williams makes free throw 1 of 2,82,72
304,3,3:42.0,L. Nance enters the game for T. Black,,82,72
305,3,3:42.0,,T. Ulis enters the game for E. Bledsoe,82,72
306,3,3:42.0,,A. Williams makes free throw 2 of 2,82,73
307,3,3:21.0,L. Nance misses 2-pt jump shot from 5 ft,,82,73
308,3,3:19.0,,Defensive rebound by T. Warren,82,73
309,3,3:09.0,,D. Booker makes 2-pt jump shot from 10 ft (assist by J. Dudley),82,75
310,3,2:48.0,D. Russell makes 2-pt jump shot from 18 ft,,84,75
311,3,2:37.0,,Offensive foul by D. Booker (drawn by B. Ingram),84,75
312,3,2:37.0,,Turnover by D. Booker (offensive foul),84,75
313,3,2:37.0,LA Lakers full timeout,,84,75
314,3,2:15.0,Shooting foul by T. Ulis (drawn by B. Ingram),,84,75
315,3,2:15.0,B. Ingram makes free throw 1 of 3,,85,75
316,3,2:15.0,B. Ingram misses free throw 2 of 3,,85,75
317,3,2:15.0,Offensive rebound by Team,,85,75
318,3,2:15.0,B. Ingram misses free throw 3 of 3,,85,75
319,3,2:14.0,,Defensive rebound by A. Williams,85,75
320,3,1:52.0,,A. Williams makes 2-pt jump shot from 5 ft (assist by J. Dudley),85,77
321,3,1:31.0,J. Randle misses 2-pt layup from 2 ft,,85,77
322,3,1:29.0,Offensive rebound by J. Randle,,85,77
323,3,1:28.0,J. Randle misses 2-pt layup from 1 ft,,85,77
324,3,1:27.0,Offensive rebound by J. Randle,,85,77
325,3,1:23.0,J. Randle makes 2-pt hook shot from 4 ft,,87,77
326,3,1:10.0,,A. Williams misses 2-pt hook shot from 4 ft,87,77
327,3,1:07.0,Defensive rebound by D. Russell,,87,77
328,3,1:03.0,Personal foul by J. Dudley (drawn by L. Nance),,87,77
329,3,0:58.0,Personal foul by T. Ulis (drawn by J. Clarkson),,87,77
330,3,0:58.0,J. Clarkson makes free throw 1 of 2,,88,77
331,3,0:58.0,J. Clarkson misses free throw 2 of 2,,88,77
332,3,0:58.0,,Defensive rebound by A. Williams,88,77
333,3,0:43.0,,T. Ulis misses 2-pt layup from 1 ft,88,77
334,3,0:42.0,,Offensive rebound by A. Williams,88,77
335,3,0:42.0,,A. Williams misses 2-pt layup from 2 ft,88,77
336,3,0:40.0,,Offensive rebound by Team,88,77
337,3,0:33.0,,D. Booker misses 2-pt layup from 2 ft (block by J. Randle),88,77
338,3,0:32.0,,Offensive rebound by A. Williams,88,77
339,3,0:29.0,,A. Williams makes 2-pt layup from 1 ft,88,79
340,3,0:11.0,D. Russell misses 3-pt jump shot from 26 ft,,88,79
341,3,0:10.0,Offensive rebound by L. Nance,,88,79
342,3,0:10.0,L. Nance makes 2-pt layup from 1 ft,,90,79
343,3,0:03.0,,A. Williams makes 2-pt layup from 2 ft (assist by T. Ulis),90,81
344,3,0:00.0,D. Russell misses 3-pt jump shot from 50 ft,,90,81
345,3,0:00.0,Offensive rebound by Team,,90,81
346,4,11:46.0,J. Clarkson makes 2-pt jump shot from 13 ft,,92,81
347,4,11:32.0,,Turnover by T. Ulis (bad pass; steal by I. Zubac),92,81
348,4,11:28.0,Personal foul by D. Jones (drawn by B. Ingram),,92,81
349,4,11:22.0,J. Clarkson misses 2-pt layup from 2 ft,,92,81
350,4,11:19.0,,Defensive rebound by J. Dudley,92,81
351,4,11:17.0,,D. Jones makes 2-pt dunk at rim (assist by L. Barbosa),92,83
352,4,10:50.0,J. Clarkson makes 2-pt jump shot from 15 ft,,94,83
353,4,10:50.0,Shooting foul by T. Ulis (drawn by J. Clarkson),,94,83
354,4,10:50.0,J. Clarkson makes free throw 1 of 1,,95,83
355,4,10:39.0,,L. Barbosa misses 2-pt layup from 2 ft,95,83
356,4,10:37.0,,Offensive rebound by L. Barbosa,95,83
357,4,10:34.0,,L. Barbosa misses 3-pt jump shot from 24 ft,95,83
358,4,10:31.0,,Offensive rebound by L. Barbosa,95,83
359,4,10:27.0,,L. Barbosa misses 2-pt layup from 3 ft (block by I. Zubac),95,83
360,4,10:22.0,,Offensive rebound by A. Williams,95,83
361,4,10:20.0,,A. Williams misses 2-pt layup from 1 ft,95,83
362,4,10:16.0,Defensive rebound by L. Nance,,95,83
363,4,10:11.0,L. Nance makes 2-pt jump shot from 16 ft (assist by C. Brewer),,97,83
364,4,9:59.0,,T. Ulis makes 2-pt jump shot from 19 ft,97,85
365,4,9:40.0,I. Zubac makes 2-pt jump shot from 20 ft (assist by C. Brewer),,99,85
366,4,9:28.0,,Shooting block foul by I. Zubac (drawn by A. Williams),99,85
367,4,9:28.0,,A. Williams makes free throw 1 of 2,99,86
368,4,9:28.0,D. Nwaba enters the game for B. Ingram,,99,86
369,4,9:28.0,,A. Williams makes free throw 2 of 2,99,87
370,4,9:06.0,L. Nance makes 3-pt jump shot from 25 ft (assist by D. Nwaba),,102,87
371,4,8:54.0,,A. Williams makes 2-pt layup from 2 ft (assist by T. Ulis),102,89
372,4,8:38.0,D. Nwaba misses 2-pt layup from 3 ft (block by A. Williams),,102,89
373,4,8:38.0,,Defensive rebound by Team,102,89
374,4,8:38.0,Official timeout,,102,89
375,4,8:21.0,,D. Jones makes 2-pt dunk at rim (assist by T. Ulis),102,91
376,4,8:08.0,Turnover by C. Brewer (lost ball; steal by L. Barbosa),,102,91
377,4,8:05.0,,Shooting foul by C. Brewer (drawn by D. Jones),102,91
378,4,8:05.0,,D. Jones misses free throw 1 of 2,102,91
379,4,8:05.0,,Offensive rebound by Team,102,91
380,4,8:05.0,,D. Jones makes free throw 2 of 2,102,92
381,4,8:00.0,Personal foul by L. Barbosa (drawn by C. Brewer),,102,92
382,4,7:42.0,J. Clarkson makes 2-pt jump shot from 6 ft,,104,92
383,4,7:36.0,,Turnover by T. Ulis (lost ball; steal by C. Brewer),104,92
384,4,7:33.0,L. Nance makes 2-pt dunk at rim (assist by C. Brewer),,106,92
385,4,7:32.0,,Phoenix full timeout,106,92
386,4,7:32.0,,D. Booker enters the game for J. Dudley,106,92
