,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PHOENIX_ACTION,PHILADELPHIA_SCORE,PHOENIX_SCORE
387,4,10:03.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by T. Warren),88,88
388,4,9:49.0,Turnover by E. İlyasova (bad pass),,88,88
389,4,9:40.0,,E. Bledsoe makes 2-pt layup from 1 ft,88,90
390,4,9:39.0,Philadelphia full timeout,,88,90
391,4,9:39.0,T. McConnell enters the game for S. Rodríguez,,88,90
392,4,9:16.0,E. İlyasova misses 3-pt jump shot from 24 ft,,88,90
393,4,9:14.0,Offensive rebound by D. Šarić,,88,90
394,4,8:54.0,J. Okafor makes 2-pt dunk at rim (assist by T. McConnell),,90,90
395,4,8:32.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,90,92
396,4,8:19.0,G. Henderson misses 3-pt jump shot from 26 ft,,90,92
397,4,8:17.0,,Defensive rebound by T. Chandler,90,92
398,4,8:03.0,,Shooting foul by J. Okafor (drawn by T. Chandler),90,92
399,4,8:03.0,,T. Chandler misses free throw 1 of 2,90,92
400,4,8:03.0,,Offensive rebound by Team,90,92
401,4,8:03.0,H. Thompson enters the game for E. İlyasova,,90,92
402,4,8:03.0,,T. Chandler makes free throw 2 of 2,90,93
403,4,7:46.0,G. Henderson makes 2-pt jump shot from 12 ft,,92,93
404,4,7:32.0,,Personal foul by T. McConnell (drawn by E. Bledsoe),92,93
405,4,7:24.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,92,96
406,4,7:07.0,G. Henderson misses 2-pt jump shot from 5 ft,,92,96
407,4,7:05.0,,Defensive rebound by D. Booker,92,96
408,4,6:59.0,,T. Warren makes 2-pt layup at rim (assist by E. Bledsoe),92,98
409,4,6:44.0,D. Šarić misses 2-pt jump shot from 7 ft,,92,98
410,4,6:41.0,Offensive rebound by J. Okafor,,92,98
411,4,6:23.0,Turnover by D. Šarić (lost ball),,92,98
412,4,6:23.0,,Phoenix full timeout,92,98
413,4,6:23.0,,Phoenix full timeout,92,98
414,4,6:10.0,,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),92,100
415,4,5:57.0,Personal foul by T. Chandler (drawn by J. Okafor),,92,100
416,4,5:57.0,R. Covington enters the game for G. Henderson,,92,100
417,4,5:43.0,R. Covington makes 2-pt jump shot from 4 ft,,94,100
418,4,5:23.0,,Personal foul by J. Okafor (drawn by D. Booker),94,100
419,4,5:23.0,J. Embiid enters the game for J. Okafor,,94,100
420,4,5:14.0,,D. Booker makes 2-pt jump shot from 18 ft,94,102
421,4,5:05.0,J. Embiid misses 3-pt jump shot from 25 ft,,94,102
422,4,5:02.0,,Defensive rebound by D. Booker,94,102
423,4,4:41.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,94,104
424,4,4:27.0,T. McConnell misses 2-pt jump shot from 17 ft,,94,104
425,4,4:26.0,,Defensive rebound by P. Tucker,94,104
426,4,4:05.0,,D. Booker makes 2-pt jump shot from 17 ft,94,106
427,4,4:05.0,Philadelphia full timeout,,94,106
428,4,4:05.0,S. Rodríguez enters the game for T. McConnell,,94,106
429,4,4:05.0,E. İlyasova enters the game for H. Thompson,,94,106
430,4,3:54.0,J. Embiid makes 2-pt layup from 1 ft,,96,106
431,4,3:54.0,Shooting block foul by D. Booker (drawn by J. Embiid),,96,106
432,4,3:54.0,J. Embiid makes free throw 1 of 1,,97,106
433,4,3:39.0,,T. Warren makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),97,109
434,4,3:28.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,100,109
435,4,3:08.0,,D. Booker makes 3-pt jump shot from 27 ft,100,112
436,4,2:55.0,S. Rodríguez makes 2-pt jump shot from 19 ft,,102,112
437,4,2:31.0,,D. Booker misses 2-pt jump shot from 22 ft,102,112
438,4,2:30.0,,Offensive rebound by Team,102,112
439,4,2:30.0,Loose ball foul by J. Embiid,,102,112
440,4,2:30.0,,T. Warren makes free throw 1 of 2,102,113
441,4,2:30.0,,T. Warren makes free throw 2 of 2,102,114
442,4,2:21.0,R. Covington misses 3-pt jump shot from 25 ft,,102,114
443,4,2:19.0,,Defensive rebound by T. Chandler,102,114
444,4,2:00.0,,Shooting foul by D. Šarić (drawn by E. Bledsoe),102,114
445,4,2:00.0,,E. Bledsoe makes free throw 1 of 2,102,115
446,4,2:00.0,,E. Bledsoe makes free throw 2 of 2,102,116
447,4,1:46.0,J. Embiid makes 2-pt dunk at rim (assist by S. Rodríguez),,104,116
448,4,1:20.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,104,116
449,4,1:18.0,Defensive rebound by J. Embiid,,104,116
450,4,1:13.0,J. Embiid makes 2-pt layup from 1 ft (assist by S. Rodríguez),,106,116
451,4,1:13.0,Shooting foul by T. Chandler (drawn by J. Embiid),,106,116
452,4,1:13.0,T. McConnell enters the game for S. Rodríguez,,106,116
453,4,1:13.0,J. Embiid makes free throw 1 of 1,,107,116
454,4,0:57.0,,T. Warren misses 3-pt jump shot from 26 ft,107,116
455,4,0:56.0,,Offensive rebound by T. Chandler,107,116
456,4,0:56.0,,T. Chandler makes 2-pt layup from 1 ft,107,118
457,4,0:56.0,Philadelphia full timeout,,107,118
458,4,0:56.0,S. Rodríguez enters the game for T. McConnell,,107,118
459,4,0:46.0,,Violation by P. Tucker (kicked ball),107,118
460,4,0:41.0,,Violation by P. Tucker (def goaltending),107,118
461,4,0:41.0,S. Rodríguez makes 2-pt layup from 1 ft,,109,118
462,4,0:35.0,,Personal foul by E. İlyasova (drawn by E. Bledsoe),109,118
463,4,0:35.0,,E. Bledsoe misses free throw 1 of 2,109,118
464,4,0:35.0,,Offensive rebound by Team,109,118
465,4,0:35.0,H. Thompson enters the game for J. Embiid,,109,118
466,4,0:35.0,,E. Bledsoe makes free throw 2 of 2,109,119
467,4,0:28.0,S. Rodríguez makes 3-pt jump shot from 26 ft,,112,119
468,4,0:24.0,,Personal foul by S. Rodríguez (drawn by E. Bledsoe),112,119
469,4,0:24.0,,E. Bledsoe misses free throw 1 of 2,112,119
470,4,0:24.0,,Offensive rebound by Team,112,119
471,4,0:24.0,,E. Bledsoe makes free throw 2 of 2,112,120
472,4,0:18.0,S. Rodríguez makes 2-pt layup from 1 ft,,114,120
473,4,0:16.0,,Turnover by E. Bledsoe (bad pass; steal by D. Šarić),114,120
474,4,0:12.0,R. Covington makes 2-pt layup from 3 ft (assist by E. İlyasova),,116,120
475,4,0:12.0,,Phoenix full timeout,116,120
476,4,0:12.0,,Personal take foul by E. İlyasova (drawn by E. Bledsoe),116,120
477,4,0:12.0,,E. Bledsoe makes free throw 1 of 2,116,121
478,4,0:12.0,T. McConnell enters the game for S. Rodríguez,,116,120
479,4,0:12.0,,L. Barbosa enters the game for T. Chandler,116,120
480,4,0:12.0,,E. Bledsoe misses free throw 2 of 2,116,121
481,4,0:09.0,,Offensive rebound by P. Tucker,116,121
482,4,0:09.0,,Personal foul by R. Covington (drawn by P. Tucker),116,121
483,4,0:09.0,,P. Tucker makes free throw 1 of 2,116,122
484,4,0:09.0,S. Rodríguez enters the game for R. Covington,,116,121
485,4,0:09.0,G. Henderson enters the game for T. McConnell,,116,123
486,4,0:09.0,,P. Tucker makes free throw 2 of 2,116,123
487,4,0:09.0,Philadelphia full timeout,,116,123
488,4,0:07.0,D. Šarić misses 3-pt jump shot from 26 ft (block by P. Tucker),,116,123
489,4,0:06.0,,Defensive rebound by P. Tucker,116,123
