,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
364,4,3:35.0,Shooting foul by C. LeVert (drawn by M. Conley),,99,92
365,4,3:35.0,M. Conley makes free throw 1 of 2,,100,92
366,4,3:35.0,M. Conley makes free throw 2 of 2,,101,92
367,4,3:25.0,,Shooting foul by B. Wright (drawn by B. Bogdanović),101,92
368,4,3:25.0,,B. Bogdanović misses free throw 1 of 2,101,92
369,4,3:25.0,,Offensive rebound by Team,101,92
370,4,3:25.0,,B. Bogdanović makes free throw 2 of 2,101,93
371,4,3:11.0,M. Conley misses 2-pt layup from 3 ft,,101,93
372,4,3:09.0,Offensive rebound by J. Ennis,,101,93
373,4,2:46.0,M. Conley misses 3-pt jump shot from 26 ft,,101,93
374,4,2:45.0,,Defensive rebound by R. Hollis-Jefferson,101,93
375,4,2:33.0,,B. Lopez misses 2-pt hook shot from 5 ft,101,93
376,4,2:32.0,Defensive rebound by M. Gasol,,101,93
377,4,2:17.0,Personal foul by R. Hollis-Jefferson (drawn by M. Conley),,101,93
378,4,2:17.0,M. Conley makes free throw 1 of 2,,102,93
379,4,2:17.0,,S. Kilpatrick enters the game for S. Dinwiddie,102,93
380,4,2:17.0,M. Conley makes free throw 2 of 2,,103,93
381,4,2:06.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by B. Lopez),103,95
382,4,1:47.0,M. Conley makes 2-pt layup from 3 ft (assist by T. Douglas),,105,95
383,4,1:41.0,,Personal foul by M. Conley (drawn by B. Bogdanović),105,95
384,4,1:41.0,,B. Bogdanović makes free throw 1 of 2,105,96
385,4,1:41.0,,B. Bogdanović makes free throw 2 of 2,105,97
386,4,1:27.0,M. Conley makes 3-pt jump shot from 25 ft (assist by T. Douglas),,108,97
387,4,1:27.0,,Brooklyn full timeout,108,97
388,4,1:23.0,,B. Lopez misses 3-pt jump shot from 25 ft,108,97
389,4,1:20.0,Defensive rebound by M. Gasol,,108,97
390,4,1:14.0,Personal foul by B. Lopez (drawn by M. Gasol),,108,97
391,4,1:14.0,M. Gasol makes free throw 1 of 2,,109,97
392,4,1:14.0,M. Gasol makes free throw 2 of 2,,110,97
393,4,1:07.0,,S. Kilpatrick misses 2-pt jump shot from 5 ft (block by M. Gasol),110,97
394,4,1:06.0,,Offensive rebound by S. Kilpatrick,110,97
395,4,1:05.0,,S. Kilpatrick misses 2-pt jump shot from 4 ft,110,97
396,4,1:02.0,,Offensive rebound by Team,110,97
397,4,1:02.0,,Personal foul by J. Ennis (drawn by R. Hollis-Jefferson),110,97
398,4,1:02.0,,R. Hollis-Jefferson makes free throw 1 of 2,110,98
399,4,1:02.0,V. Carter enters the game for B. Wright,,110,98
400,4,1:02.0,,R. Hollis-Jefferson makes free throw 2 of 2,110,99
401,4,0:58.0,Personal foul by R. Hollis-Jefferson (drawn by M. Conley),,110,99
402,4,0:58.0,M. Conley makes free throw 1 of 2,,111,99
403,4,0:58.0,J. Green enters the game for V. Carter,,111,99
404,4,0:58.0,,C. McCullough enters the game for B. Lopez,111,99
405,4,0:58.0,M. Conley makes free throw 2 of 2,,112,99
406,4,0:49.0,,S. Kilpatrick makes 2-pt layup from 2 ft,112,101
407,4,0:27.0,T. Douglas misses 2-pt jump shot from 17 ft,,112,101
408,4,0:26.0,,Defensive rebound by S. Kilpatrick,112,101
409,4,0:18.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by B. Bogdanović),112,103
