,QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Green),0,2
1,1,11:27.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,0,2
2,1,11:26.0,,Defensive rebound by D. Green,0,2
3,1,11:13.0,,T. Parker makes 2-pt layup from 2 ft,0,4
4,1,10:47.0,W. Matthews misses 3-pt jump shot from 25 ft (block by D. Green),,0,4
5,1,10:46.0,,Defensive rebound by L. Aldridge,0,4
6,1,10:40.0,,Personal foul by Y. Ferrell (drawn by T. Parker),0,4
7,1,10:35.0,,Shooting foul by W. Matthews (drawn by K. Leonard),0,4
8,1,10:35.0,,K. Leonard makes free throw 1 of 2,0,5
9,1,10:35.0,,K. Leonard makes free throw 2 of 2,0,6
10,1,10:19.0,H. Barnes misses 2-pt layup from 3 ft (block by D. Bertāns),,0,6
11,1,10:16.0,Offensive rebound by H. Barnes,,0,6
12,1,10:11.0,H. Barnes misses 3-pt jump shot from 24 ft,,0,6
13,1,10:10.0,,Defensive rebound by L. Aldridge,0,6
14,1,9:59.0,,L. Aldridge misses 2-pt jump shot from 20 ft,0,6
15,1,9:57.0,Defensive rebound by S. Curry,,0,6
16,1,9:50.0,Personal foul by D. Bertāns (drawn by D. Nowitzki),,0,6
17,1,9:42.0,S. Curry makes 2-pt jump shot from 11 ft,,2,6
18,1,9:22.0,,T. Parker misses 2-pt layup from 4 ft,2,6
19,1,9:21.0,Defensive rebound by S. Curry,,2,6
20,1,9:07.0,Def 3 sec tech foul by D. Bertāns,,2,6
21,1,9:07.0,D. Nowitzki makes technical free throw,,3,6
22,1,9:04.0,S. Curry makes 3-pt jump shot from 25 ft (assist by W. Matthews),,6,6
23,1,8:52.0,,K. Leonard misses 2-pt jump shot from 16 ft,6,6
24,1,8:50.0,Defensive rebound by S. Curry,,6,6
25,1,8:37.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,6,6
26,1,8:35.0,,Defensive rebound by D. Green,6,6
27,1,8:29.0,,T. Parker makes 2-pt layup from 1 ft,6,8
28,1,8:05.0,W. Matthews misses 2-pt layup from 2 ft,,6,8
29,1,8:04.0,,Defensive rebound by D. Bertāns,6,8
30,1,7:56.0,,D. Bertāns misses 3-pt jump shot from 23 ft,6,8
31,1,7:55.0,Defensive rebound by D. Nowitzki,,6,8
32,1,7:52.0,Turnover by D. Nowitzki (bad pass),,6,8
33,1,7:52.0,Dallas full timeout,,6,8
34,1,7:42.0,,Turnover by K. Leonard (traveling),6,8
35,1,7:42.0,,Violation by Team (jump ball),6,8
36,1,7:31.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by S. Curry),,8,8
37,1,7:13.0,,T. Parker makes 2-pt layup from 3 ft,8,10
38,1,6:59.0,S. Curry makes 2-pt jump shot from 19 ft,,10,10
39,1,6:43.0,,L. Aldridge misses 2-pt jump shot from 18 ft,10,10
40,1,6:42.0,Defensive rebound by D. Nowitzki,,10,10
41,1,6:35.0,S. Curry misses 2-pt jump shot from 10 ft,,10,10
42,1,6:34.0,,Defensive rebound by L. Aldridge,10,10
43,1,6:17.0,,D. Green makes 2-pt jump shot from 5 ft (assist by K. Leonard),10,12
44,1,6:01.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,13,12
45,1,5:46.0,,T. Parker misses 2-pt jump shot from 16 ft,13,12
46,1,5:44.0,Defensive rebound by W. Matthews,,13,12
47,1,5:30.0,Y. Ferrell misses 2-pt layup from 3 ft (block by D. Bertāns),,13,12
48,1,5:29.0,Offensive rebound by Y. Ferrell,,13,12
49,1,5:25.0,S. Curry makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,16,12
50,1,5:06.0,,Turnover by K. Leonard (bad pass; steal by Y. Ferrell),16,12
51,1,5:06.0,Personal foul by D. Bertāns (drawn by Y. Ferrell),,16,12
52,1,5:06.0,,P. Mills enters the game for T. Parker,16,12
53,1,5:06.0,,M. Ginóbili enters the game for D. Green,16,12
54,1,5:06.0,,D. Lee enters the game for D. Bertāns,16,12
55,1,5:05.0,D. Harris enters the game for Y. Ferrell,,16,12
56,1,5:01.0,A. Bogut enters the game for D. Nowitzki,,16,12
57,1,4:48.0,H. Barnes misses 2-pt jump shot from 7 ft,,16,12
58,1,4:46.0,,Defensive rebound by P. Mills,16,12
59,1,4:37.0,,Shooting foul by H. Barnes (drawn by L. Aldridge),16,12
60,1,4:37.0,,L. Aldridge makes free throw 1 of 2,16,13
61,1,4:37.0,,L. Aldridge misses free throw 2 of 2,16,13
62,1,4:36.0,Defensive rebound by A. Bogut,,16,13
63,1,4:20.0,D. Harris misses 2-pt jump shot from 17 ft,,16,13
64,1,4:18.0,,Defensive rebound by D. Lee,16,13
65,1,4:09.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by L. Aldridge),16,15
66,1,3:47.0,W. Matthews makes 2-pt jump shot from 5 ft,,18,15
67,1,3:46.0,,San Antonio full timeout,18,15
68,1,3:46.0,,D. Dedmon enters the game for L. Aldridge,18,15
69,1,3:28.0,,M. Ginóbili misses 2-pt jump shot from 9 ft,18,15
70,1,3:28.0,,Offensive rebound by Team,18,15
71,1,3:28.0,Loose ball foul by A. Bogut (drawn by D. Dedmon),,18,15
72,1,3:16.0,,D. Lee makes 2-pt jump shot from 12 ft,18,17
73,1,2:59.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Harris),,21,17
74,1,2:46.0,,P. Mills makes 2-pt jump shot from 20 ft,21,19
75,1,2:36.0,Personal foul by D. Lee (drawn by S. Curry),,21,19
76,1,2:36.0,D. Finney-Smith enters the game for S. Curry,,21,19
77,1,2:36.0,Y. Ferrell enters the game for W. Matthews,,21,19
78,1,2:20.0,H. Barnes misses 2-pt jump shot from 20 ft,,21,19
79,1,2:19.0,,Defensive rebound by P. Mills,21,19
80,1,2:13.0,,Turnover by M. Ginóbili (bad pass; steal by D. Harris),21,19
81,1,2:07.0,D. Harris misses 2-pt layup from 2 ft,,21,19
82,1,2:06.0,,Defensive rebound by P. Mills,21,19
83,1,2:00.0,,D. Dedmon makes 2-pt layup from 3 ft (assist by D. Lee),21,21
84,1,1:59.0,Dallas full timeout,,21,21
85,1,1:59.0,J. Anderson enters the game for H. Barnes,,21,21
86,1,1:44.0,D. Harris makes 3-pt jump shot from 25 ft (assist by A. Bogut),,24,21
87,1,1:30.0,,D. Lee makes 2-pt jump shot from 6 ft,24,23
88,1,1:12.0,J. Anderson makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,27,23
89,1,1:11.0,Violation by Team (jump ball),,27,23
90,1,1:00.0,,Personal foul by D. Finney-Smith (drawn by K. Leonard),27,23
91,1,1:00.0,,K. Leonard makes free throw 1 of 2,27,24
92,1,1:00.0,,K. Leonard misses free throw 2 of 2,27,24
93,1,0:59.0,Defensive rebound by J. Anderson,,27,24
94,1,0:42.0,D. Finney-Smith misses 2-pt jump shot from 18 ft,,27,24
95,1,0:40.0,,Defensive rebound by M. Ginóbili,27,24
96,1,0:34.0,,Shooting foul by D. Harris (drawn by M. Ginóbili),27,24
97,1,0:34.0,,M. Ginóbili makes free throw 1 of 2,27,25
98,1,0:34.0,,M. Ginóbili misses free throw 2 of 2,27,25
99,1,0:34.0,,K. Anderson enters the game for K. Leonard,27,25
100,1,0:33.0,Defensive rebound by A. Bogut,,27,25
101,1,0:15.0,J. Anderson misses 3-pt jump shot from 25 ft,,27,25
102,1,0:13.0,,Defensive rebound by D. Dedmon,27,25
103,1,0:02.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by D. Lee),27,28
104,1,0:00.0,D. Harris misses 3-pt jump shot from 43 ft,,27,28
105,1,0:00.0,Offensive rebound by Team,,27,28
106,2,11:42.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,27,28
107,2,11:40.0,,Defensive rebound by D. Dedmon,27,28
108,2,11:30.0,,D. Lee makes 2-pt jump shot from 3 ft (assist by P. Mills),27,30
109,2,11:15.0,N. Brussino misses 3-pt jump shot from 24 ft,,27,30
110,2,11:13.0,,Defensive rebound by K. Anderson,27,30
111,2,11:04.0,,D. Lee makes 2-pt jump shot from 16 ft (assist by M. Ginóbili),27,32
112,2,10:49.0,Personal block foul by K. Anderson (drawn by J. Anderson),,27,32
113,2,10:42.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,27,32
114,2,10:41.0,,Defensive rebound by D. Dedmon,27,32
115,2,10:31.0,,M. Ginóbili misses 2-pt jump shot from 5 ft (block by D. Nowitzki),27,32
116,2,10:31.0,Defensive rebound by Team,,27,32
117,2,10:31.0,,T. Parker enters the game for P. Mills,27,32
118,2,10:31.0,,D. Bertāns enters the game for D. Lee,27,32
119,2,10:10.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,27,32
120,2,10:09.0,,Defensive rebound by D. Bertāns,27,32
121,2,10:00.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by T. Parker),27,35
122,2,10:00.0,,Shooting foul by D. Finney-Smith (drawn by D. Bertāns),27,35
123,2,10:00.0,,D. Bertāns makes free throw 1 of 1,27,36
124,2,9:53.0,Personal foul by M. Ginóbili (drawn by Y. Ferrell),,27,36
125,2,9:53.0,,D. Green enters the game for M. Ginóbili,27,36
126,2,9:45.0,J. Anderson misses 3-pt jump shot from 26 ft,,27,36
127,2,9:44.0,,Defensive rebound by D. Dedmon,27,36
128,2,9:36.0,,Offensive foul by T. Parker (drawn by Y. Ferrell),27,36
129,2,9:36.0,,Turnover by T. Parker (offensive foul),27,36
130,2,9:22.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),,29,36
131,2,9:20.0,,San Antonio full timeout,29,36
132,2,9:11.0,,Personal foul by Y. Ferrell (drawn by T. Parker),29,36
133,2,8:58.0,,D. Bertāns makes 2-pt jump shot from 19 ft (assist by T. Parker),29,38
134,2,8:44.0,Shooting foul by D. Dedmon (drawn by D. Nowitzki),,29,38
135,2,8:44.0,D. Nowitzki makes free throw 1 of 2,,30,38
136,2,8:44.0,,L. Aldridge enters the game for D. Dedmon,30,38
137,2,8:44.0,D. Nowitzki makes free throw 2 of 2,,31,38
138,2,8:25.0,,T. Parker makes 2-pt layup from 1 ft,31,40
139,2,8:13.0,Y. Ferrell misses 2-pt jump shot from 12 ft,,31,40
140,2,8:12.0,,Defensive rebound by K. Anderson,31,40
141,2,8:02.0,,T. Parker misses 2-pt jump shot from 19 ft,31,40
142,2,8:00.0,Defensive rebound by N. Brussino,,31,40
143,2,7:50.0,J. Anderson makes 2-pt layup from 3 ft,,33,40
144,2,7:29.0,,K. Leonard enters the game for K. Anderson,33,40
145,2,7:29.0,W. Matthews enters the game for D. Nowitzki,,33,40
146,2,7:29.0,D. Harris enters the game for Y. Ferrell,,33,40
147,2,7:29.0,S. Curry enters the game for D. Finney-Smith,,33,40
148,2,7:29.0,A. Bogut enters the game for J. Anderson,,33,40
149,2,7:29.0,H. Barnes enters the game for N. Brussino,,33,40
150,2,7:26.0,,L. Aldridge misses 2-pt layup from 2 ft,33,40
151,2,7:26.0,,Offensive rebound by L. Aldridge,33,40
152,2,7:26.0,,Shooting foul by A. Bogut (drawn by L. Aldridge),33,40
153,2,7:26.0,,L. Aldridge makes free throw 1 of 2,33,41
154,2,7:26.0,,L. Aldridge misses free throw 2 of 2,33,41
155,2,7:25.0,Defensive rebound by W. Matthews,,33,41
156,2,7:13.0,H. Barnes makes 2-pt jump shot from 14 ft (assist by S. Curry),,35,41
157,2,6:47.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),35,44
158,2,6:33.0,S. Curry misses 2-pt jump shot from 17 ft,,35,44
159,2,6:32.0,,Defensive rebound by L. Aldridge,35,44
160,2,6:25.0,,T. Parker makes 2-pt layup from 2 ft (assist by D. Green),35,46
161,2,6:25.0,,Shooting foul by A. Bogut (drawn by T. Parker),35,46
162,2,6:25.0,,T. Parker misses free throw 1 of 1,35,46
163,2,6:24.0,Defensive rebound by W. Matthews,,35,46
164,2,6:08.0,H. Barnes misses 2-pt jump shot from 12 ft,,35,46
165,2,6:07.0,,Defensive rebound by D. Green,35,46
166,2,6:02.0,,T. Parker makes 2-pt jump shot from 6 ft (assist by D. Green),35,48
167,2,6:02.0,Dallas full timeout,,35,48
168,2,6:02.0,S. Mejri enters the game for A. Bogut,,35,48
169,2,6:02.0,,D. Lee enters the game for D. Bertāns,35,48
170,2,5:49.0,Shooting foul by T. Parker (drawn by D. Harris),,35,48
171,2,5:49.0,D. Harris makes free throw 1 of 2,,36,48
172,2,5:49.0,D. Harris makes free throw 2 of 2,,37,48
173,2,5:28.0,,T. Parker makes 2-pt jump shot from 5 ft,37,50
174,2,5:07.0,Personal foul by D. Green (drawn by W. Matthews),,37,50
175,2,5:07.0,W. Matthews makes free throw 1 of 2,,38,50
176,2,5:07.0,W. Matthews makes free throw 2 of 2,,39,50
177,2,4:55.0,,L. Aldridge misses 2-pt hook shot from 7 ft,39,50
178,2,4:53.0,Defensive rebound by W. Matthews,,39,50
179,2,4:43.0,Turnover by S. Curry (lost ball),,39,50
180,2,4:26.0,,Turnover by L. Aldridge (lost ball; steal by W. Matthews),39,50
181,2,4:20.0,S. Curry misses 3-pt jump shot from 26 ft,,39,50
182,2,4:19.0,,Defensive rebound by L. Aldridge,39,50
183,2,4:06.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),39,52
184,2,3:51.0,H. Barnes misses 3-pt jump shot from 24 ft,,39,52
185,2,3:49.0,Offensive rebound by S. Curry,,39,52
186,2,3:45.0,Shooting foul by D. Lee (drawn by H. Barnes),,39,52
187,2,3:45.0,H. Barnes makes free throw 1 of 2,,40,52
188,2,3:45.0,,P. Mills enters the game for T. Parker,40,52
189,2,3:45.0,,M. Ginóbili enters the game for D. Green,40,52
190,2,3:45.0,H. Barnes makes free throw 2 of 2,,41,52
191,2,3:30.0,,L. Aldridge makes 2-pt layup from 2 ft,41,54
192,2,3:30.0,,Shooting foul by S. Mejri (drawn by L. Aldridge),41,54
193,2,3:30.0,Y. Ferrell enters the game for D. Harris,,41,54
194,2,3:30.0,D. Nowitzki enters the game for S. Mejri,,41,54
195,2,3:30.0,,L. Aldridge makes free throw 1 of 1,41,55
196,2,3:07.0,S. Curry misses 3-pt jump shot from 23 ft,,41,55
197,2,3:06.0,,Defensive rebound by K. Leonard,41,55
198,2,3:02.0,,Personal foul by D. Nowitzki (drawn by L. Aldridge),41,55
199,2,3:02.0,,L. Aldridge misses free throw 1 of 2,41,55
200,2,3:02.0,,Offensive rebound by Team,41,55
201,2,3:02.0,,L. Aldridge makes free throw 2 of 2,41,56
202,2,2:50.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,44,56
203,2,2:33.0,,P. Mills misses 2-pt jump shot from 18 ft,44,56
204,2,2:31.0,Defensive rebound by D. Nowitzki,,44,56
205,2,2:24.0,W. Matthews misses 3-pt jump shot from 27 ft,,44,56
206,2,2:23.0,,Defensive rebound by M. Ginóbili,44,56
207,2,2:13.0,,M. Ginóbili misses 2-pt jump shot from 6 ft,44,56
208,2,2:12.0,Defensive rebound by S. Curry,,44,56
209,2,2:11.0,Turnover by S. Curry (bad pass),,44,56
210,2,2:11.0,Official timeout,,44,56
211,2,2:03.0,,L. Aldridge misses 2-pt jump shot from 11 ft,44,56
212,2,2:02.0,Defensive rebound by H. Barnes,,44,56
213,2,1:43.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),,47,56
214,2,1:27.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by D. Lee),47,59
215,2,1:11.0,Y. Ferrell makes 2-pt layup from 2 ft,,49,59
216,2,1:03.0,,K. Leonard misses 3-pt jump shot from 26 ft,49,59
217,2,1:00.0,Defensive rebound by D. Nowitzki,,49,59
218,2,0:46.0,D. Nowitzki misses 2-pt jump shot from 3 ft,,49,59
219,2,0:42.0,Offensive rebound by D. Nowitzki,,49,59
220,2,0:42.0,D. Nowitzki misses 2-pt layup from 2 ft,,49,59
221,2,0:40.0,,Defensive rebound by D. Lee,49,59
222,2,0:39.0,,K. Leonard misses 3-pt jump shot from 24 ft (block by D. Nowitzki),49,59
223,2,0:38.0,Defensive rebound by W. Matthews,,49,59
224,2,0:33.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,49,59
225,2,0:29.0,,Defensive rebound by K. Leonard,49,59
226,2,0:11.0,,P. Mills misses 3-pt jump shot from 24 ft,49,59
227,2,0:09.0,Defensive rebound by S. Curry,,49,59
228,2,0:03.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,49,59
229,2,0:00.0,Offensive rebound by Team,,49,59
230,3,11:43.0,Personal foul by D. Green (drawn by H. Barnes),,49,59
231,3,11:32.0,H. Barnes misses 2-pt jump shot from 13 ft,,49,59
232,3,11:31.0,,Defensive rebound by D. Green,49,59
233,3,11:20.0,,D. Bertāns misses 2-pt hook shot from 5 ft,49,59
234,3,11:19.0,Defensive rebound by W. Matthews,,49,59
235,3,11:11.0,W. Matthews makes 2-pt jump shot from 14 ft,,51,59
236,3,10:59.0,,D. Bertāns misses 3-pt jump shot from 25 ft,51,59
237,3,10:58.0,Defensive rebound by D. Nowitzki,,51,59
238,3,10:47.0,W. Matthews makes 2-pt layup from 2 ft,,53,59
239,3,10:47.0,,San Antonio full timeout,53,59
240,3,10:30.0,,D. Green makes 2-pt jump shot from 21 ft (assist by L. Aldridge),53,61
241,3,10:10.0,W. Matthews makes 2-pt layup from 3 ft,,55,61
242,3,9:56.0,,T. Parker makes 2-pt jump shot from 15 ft,55,63
243,3,9:39.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,57,63
244,3,9:21.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),57,66
245,3,9:01.0,H. Barnes misses 2-pt layup from 2 ft (block by D. Green),,57,66
246,3,9:00.0,,Defensive rebound by D. Bertāns,57,66
247,3,8:54.0,,D. Green misses 3-pt jump shot from 28 ft,57,66
248,3,8:52.0,Defensive rebound by S. Curry,,57,66
249,3,8:42.0,S. Curry makes 2-pt jump shot from 4 ft (assist by H. Barnes),,59,66
250,3,8:28.0,,T. Parker misses 2-pt jump shot from 13 ft,59,66
251,3,8:27.0,Defensive rebound by D. Nowitzki,,59,66
252,3,8:07.0,S. Curry makes 3-pt jump shot from 25 ft (assist by W. Matthews),,62,66
253,3,7:49.0,,L. Aldridge misses 2-pt jump shot from 4 ft (block by D. Nowitzki),62,66
254,3,7:49.0,Defensive rebound by Team,,62,66
255,3,7:43.0,S. Curry misses 3-pt jump shot from 25 ft,,62,66
256,3,7:41.0,,Defensive rebound by K. Leonard,62,66
257,3,7:36.0,,Turnover by K. Leonard (lost ball; steal by W. Matthews),62,66
258,3,7:31.0,W. Matthews misses 3-pt jump shot from 25 ft,,62,66
259,3,7:28.0,Offensive rebound by D. Nowitzki,,62,66
260,3,7:12.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,65,66
261,3,6:59.0,,K. Leonard misses 2-pt jump shot from 16 ft,65,66
262,3,6:58.0,Defensive rebound by S. Curry,,65,66
263,3,6:39.0,Turnover by W. Matthews (bad pass; steal by K. Leonard),,65,66
264,3,6:35.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Bertāns),65,68
265,3,6:35.0,Dallas full timeout,,65,68
266,3,6:35.0,,D. Lee enters the game for D. Bertāns,65,68
267,3,6:35.0,A. Bogut enters the game for D. Nowitzki,,65,68
268,3,6:18.0,H. Barnes makes 2-pt jump shot from 12 ft,,67,68
269,3,6:04.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Green),67,70
270,3,5:49.0,Personal foul by K. Leonard (drawn by W. Matthews),,67,70
271,3,5:49.0,,P. Mills enters the game for T. Parker,67,70
272,3,5:38.0,H. Barnes misses 2-pt jump shot from 15 ft,,67,70
273,3,5:37.0,,Defensive rebound by P. Mills,67,70
274,3,5:33.0,,Turnover by P. Mills (bad pass; steal by Y. Ferrell),67,70
275,3,5:27.0,Y. Ferrell makes 2-pt layup from 2 ft,,69,70
276,3,5:16.0,,P. Mills misses 3-pt jump shot from 25 ft,69,70
277,3,5:15.0,Defensive rebound by Team,,69,70
278,3,5:02.0,H. Barnes misses 3-pt jump shot from 24 ft,,69,70
279,3,5:01.0,,Defensive rebound by P. Mills,69,70
280,3,4:56.0,,Shooting foul by S. Curry (drawn by K. Leonard),69,70
281,3,4:56.0,,K. Leonard makes free throw 1 of 2,69,71
282,3,4:56.0,,K. Anderson enters the game for D. Lee,69,71
283,3,4:56.0,,M. Ginóbili enters the game for D. Green,69,71
284,3,4:56.0,S. Mejri enters the game for A. Bogut,,69,71
285,3,4:56.0,D. Harris enters the game for Y. Ferrell,,69,71
286,3,4:56.0,,K. Leonard makes free throw 2 of 2,69,72
287,3,4:44.0,H. Barnes makes 2-pt jump shot from 6 ft (assist by S. Curry),,71,72
288,3,4:23.0,,P. Mills misses 3-pt jump shot from 24 ft,71,72
289,3,4:22.0,Defensive rebound by W. Matthews,,71,72
290,3,4:09.0,D. Harris makes 2-pt jump shot from 16 ft,,73,72
291,3,3:48.0,,L. Aldridge misses 2-pt jump shot from 11 ft,73,72
292,3,3:46.0,,Offensive rebound by Team,73,72
293,3,3:46.0,,D. Dedmon enters the game for L. Aldridge,73,72
294,3,3:41.0,,Offensive foul by K. Leonard (drawn by W. Matthews),73,72
295,3,3:41.0,,Turnover by K. Leonard (offensive foul),73,72
296,3,3:34.0,S. Curry misses 2-pt jump shot from 17 ft,,73,72
297,3,3:32.0,,Defensive rebound by K. Anderson,73,72
298,3,3:19.0,,K. Anderson misses 2-pt hook shot from 6 ft,73,72
299,3,3:17.0,Defensive rebound by H. Barnes,,73,72
300,3,3:03.0,H. Barnes misses 2-pt hook shot from 4 ft,,73,72
