,QUARTER,TIME_REMAINING,ATLANTA_ACTION,INDIANA_ACTION,ATLANTA_SCORE,INDIANA_SCORE
106,2,9:16.0,,Turnover by R. Stuckey (offensive foul),35,26
107,2,9:16.0,K. Bazemore enters the game for T. Hardaway,,35,26
108,2,9:03.0,K. Bazemore misses 3-pt jump shot from 24 ft,,35,26
109,2,9:01.0,Offensive rebound by Team,,35,26
110,2,8:59.0,Turnover by K. Bazemore (bad pass; steal by G. Robinson),,35,26
111,2,8:56.0,,Shooting foul by M. Delaney (drawn by R. Stuckey),35,26
112,2,8:56.0,Official timeout,,35,26
113,2,8:56.0,,R. Stuckey misses free throw 1 of 2,35,26
114,2,8:56.0,,Offensive rebound by Team,35,26
115,2,8:56.0,,R. Stuckey misses free throw 2 of 2,35,26
116,2,8:56.0,Defensive rebound by K. Bazemore,,35,26
117,2,8:56.0,,P. George enters the game for G. Robinson,35,26
118,2,8:42.0,D. Howard makes 2-pt dunk from 1 ft (assist by P. Millsap),,37,26
119,2,8:42.0,Shooting foul by A. Brooks (drawn by D. Howard),,37,26
120,2,8:42.0,D. Howard makes free throw 1 of 1,,38,26
121,2,8:28.0,,Turnover by A. Brooks (bad pass; steal by K. Bazemore),38,26
122,2,8:25.0,Shooting foul by R. Stuckey (drawn by T. Prince),,38,26
123,2,8:25.0,T. Prince makes free throw 1 of 2,,39,26
124,2,8:25.0,T. Prince misses free throw 2 of 2,,39,26
125,2,8:25.0,,Defensive rebound by M. Turner,39,26
126,2,8:13.0,,Turnover by A. Brooks (bad pass),39,26
127,2,7:55.0,K. Bazemore misses 2-pt layup from 2 ft,,39,26
128,2,7:55.0,Offensive rebound by P. Millsap,,39,26
129,2,7:49.0,,J. Teague enters the game for A. Brooks,39,26
130,2,7:49.0,,T. Young enters the game for L. Allen,39,26
131,2,7:46.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Bazemore),,41,26
132,2,7:34.0,,Indiana full timeout,41,26
133,2,7:34.0,,M. Ellis enters the game for R. Stuckey,41,26
134,2,7:34.0,D. Schröder enters the game for M. Delaney,,41,26
135,2,7:34.0,T. Sefolosha enters the game for T. Prince,,41,26
136,2,7:27.0,,P. George misses 3-pt jump shot from 26 ft,41,26
137,2,7:27.0,Defensive rebound by T. Sefolosha,,41,26
138,2,7:07.0,D. Howard makes 2-pt layup from 3 ft,,43,26
139,2,6:56.0,,T. Young makes 2-pt jump shot from 6 ft (assist by J. Teague),43,28
140,2,6:56.0,,Shooting foul by D. Schröder (drawn by T. Young),43,28
141,2,6:56.0,,T. Young misses free throw 1 of 1,43,28
142,2,6:56.0,Defensive rebound by D. Howard,,43,28
143,2,6:32.0,K. Bazemore misses 2-pt jump shot from 19 ft,,43,28
144,2,6:31.0,,Defensive rebound by J. Teague,43,28
145,2,6:23.0,,P. George misses 2-pt layup from 1 ft (block by P. Millsap),43,28
146,2,6:22.0,Defensive rebound by T. Sefolosha,,43,28
147,2,6:16.0,D. Schröder misses 3-pt jump shot from 27 ft,,43,28
148,2,6:16.0,,Defensive rebound by M. Turner,43,28
149,2,6:12.0,,Turnover by M. Turner (bad pass; steal by K. Bazemore),43,28
150,2,6:08.0,K. Bazemore misses 2-pt jump shot from 18 ft,,43,28
151,2,6:07.0,,Defensive rebound by J. Teague,43,28
152,2,6:04.0,,M. Ellis misses 2-pt layup from 2 ft,43,28
153,2,6:03.0,Defensive rebound by P. Millsap,,43,28
154,2,5:47.0,T. Sefolosha makes 2-pt layup from 3 ft (assist by P. Millsap),,45,28
155,2,5:36.0,,M. Ellis makes 2-pt jump shot from 5 ft (assist by P. George),45,30
156,2,5:36.0,,Shooting foul by T. Sefolosha (drawn by M. Ellis),45,30
157,2,5:36.0,M. Muscala enters the game for P. Millsap,,45,30
158,2,5:36.0,,M. Ellis makes free throw 1 of 1,45,31
159,2,5:20.0,Shooting foul by J. Teague (drawn by D. Howard),,45,31
160,2,5:20.0,D. Howard makes free throw 1 of 2,,46,31
161,2,5:20.0,D. Howard misses free throw 2 of 2,,46,31
162,2,5:19.0,Offensive rebound by M. Muscala,,46,31
163,2,5:14.0,Turnover by D. Howard (3 sec),,46,31
164,2,4:58.0,,J. Teague misses 2-pt jump shot from 17 ft,46,31
165,2,4:58.0,Defensive rebound by D. Howard,,46,31
166,2,4:48.0,D. Schröder misses 2-pt jump shot from 6 ft,,46,31
167,2,4:46.0,Offensive rebound by D. Howard,,46,31
168,2,4:46.0,D. Howard misses 2-pt layup from 1 ft,,46,31
169,2,4:44.0,,Defensive rebound by P. George,46,31
170,2,4:40.0,,J. Teague makes 2-pt layup from 1 ft,46,33
171,2,4:28.0,T. Sefolosha misses 3-pt jump shot from 27 ft,,46,33
172,2,4:27.0,,Defensive rebound by J. Teague,46,33
173,2,4:19.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by J. Teague),46,36
174,2,4:19.0,Atlanta full timeout,,46,36
175,2,4:05.0,K. Bazemore misses 2-pt jump shot from 4 ft,,46,36
176,2,4:05.0,Offensive rebound by D. Howard,,46,36
177,2,4:03.0,D. Howard misses 2-pt layup from 2 ft (block by M. Turner),,46,36
178,2,4:03.0,,Defensive rebound by T. Young,46,36
179,2,3:51.0,,T. Young makes 2-pt layup from 3 ft,46,38
180,2,3:32.0,Turnover by K. Bazemore (lost ball; steal by T. Young),,46,38
181,2,3:19.0,,Turnover by J. Teague (bad pass; steal by T. Sefolosha),46,38
182,2,3:09.0,D. Schröder makes 2-pt layup from 2 ft,,48,38
183,2,3:09.0,Shooting foul by M. Turner (drawn by D. Schröder),,48,38
184,2,3:09.0,P. Millsap enters the game for K. Bazemore,,48,38
185,2,3:09.0,T. Hardaway enters the game for D. Howard,,48,38
186,2,3:09.0,D. Schröder makes free throw 1 of 1,,49,38
187,2,2:53.0,,M. Ellis misses 3-pt jump shot from 26 ft,49,38
188,2,2:50.0,,Offensive rebound by T. Young,49,38
189,2,2:47.0,,Personal foul by M. Muscala (drawn by M. Turner),49,38
190,2,2:47.0,,M. Turner makes free throw 1 of 2,49,39
191,2,2:47.0,,M. Turner makes free throw 2 of 2,49,40
192,2,2:36.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,49,40
193,2,2:35.0,,Defensive rebound by M. Turner,49,40
194,2,2:23.0,,A. Jefferson enters the game for M. Turner,49,40
195,2,2:18.0,,P. George makes 2-pt jump shot from 18 ft (assist by J. Teague),49,42
196,2,2:03.0,D. Schröder misses 2-pt jump shot from 6 ft,,49,42
197,2,2:02.0,,Defensive rebound by J. Teague,49,42
198,2,1:47.0,,P. George misses 2-pt jump shot from 16 ft,49,42
199,2,1:47.0,Defensive rebound by D. Schröder,,49,42
200,2,1:32.0,T. Sefolosha misses 2-pt jump shot from 18 ft,,49,42
201,2,1:31.0,Offensive rebound by M. Muscala,,49,42
202,2,1:29.0,D. Schröder misses 3-pt jump shot from 26 ft,,49,42
203,2,1:29.0,,Defensive rebound by Team,49,42
204,2,1:12.0,,M. Ellis makes 2-pt jump shot from 20 ft (assist by P. George),49,44
205,2,0:53.0,T. Hardaway misses 2-pt jump shot from 19 ft,,49,44
206,2,0:52.0,,Defensive rebound by P. George,49,44
207,2,0:36.0,M. Delaney enters the game for D. Schröder,,49,44
208,2,0:33.0,,A. Jefferson misses 2-pt jump shot from 12 ft,49,44
209,2,0:33.0,Defensive rebound by M. Muscala,,49,44
210,2,0:28.0,,Offensive charge foul by T. Hardaway (drawn by P. George),49,44
211,2,0:28.0,Turnover by T. Hardaway (offensive foul),,49,44
212,2,0:28.0,,Indiana full timeout,49,44
213,2,0:28.0,K. Bazemore enters the game for T. Hardaway,,49,44
214,2,0:28.0,T. Prince enters the game for M. Delaney,,49,44
215,2,0:04.0,,P. George misses 3-pt jump shot from 27 ft (block by K. Bazemore),49,44
216,2,0:04.0,,Offensive rebound by Team,49,44
217,2,0:04.0,,Turnover by Team (shot clock),49,44
218,2,0:04.0,Atlanta full timeout,,49,44
219,2,0:04.0,D. Howard enters the game for K. Bazemore,,49,44
220,2,0:04.0,T. Hardaway enters the game for M. Muscala,,49,44
221,2,0:04.0,M. Delaney enters the game for T. Prince,,49,44
222,2,0:04.0,,L. Allen enters the game for A. Jefferson,49,44
223,2,0:03.0,Turnover by T. Sefolosha (bad pass; steal by P. George),,49,44
224,2,0:00.0,,P. George misses 3-pt jump shot from 32 ft,49,44
225,2,0:00.0,,Offensive rebound by Team,49,44
226,3,11:42.0,,M. Turner makes 3-pt jump shot from 26 ft,49,47
227,3,11:25.0,K. Bazemore makes 2-pt jump shot from 14 ft,,51,47
228,3,11:14.0,,M. Ellis misses 2-pt jump shot from 15 ft,51,47
229,3,11:13.0,Defensive rebound by T. Sefolosha,,51,47
230,3,10:58.0,K. Bazemore misses 2-pt layup from 4 ft,,51,47
231,3,10:55.0,Offensive rebound by D. Howard,,51,47
232,3,10:55.0,D. Howard makes 2-pt dunk from 1 ft,,53,47
233,3,10:42.0,,P. George makes 2-pt jump shot from 18 ft (assist by M. Ellis),53,49
234,3,10:35.0,Turnover by D. Schröder (bad pass; steal by M. Turner),,53,49
235,3,10:30.0,,Turnover by J. Teague (bad pass),53,49
236,3,10:17.0,D. Schröder misses 2-pt jump shot from 16 ft,,53,49
237,3,10:16.0,,Defensive rebound by T. Young,53,49
238,3,10:06.0,,J. Teague misses 3-pt jump shot from 27 ft,53,49
239,3,10:06.0,Defensive rebound by T. Sefolosha,,53,49
240,3,9:58.0,K. Bazemore makes 2-pt jump shot from 22 ft (assist by T. Sefolosha),,55,49
241,3,9:43.0,,P. George misses 2-pt jump shot from 11 ft,55,49
242,3,9:40.0,Defensive rebound by T. Sefolosha,,55,49
243,3,9:33.0,K. Bazemore misses 3-pt jump shot from 24 ft,,55,49
244,3,9:32.0,,Defensive rebound by T. Young,55,49
245,3,9:22.0,,P. George misses 3-pt jump shot from 25 ft,55,49
246,3,9:21.0,Defensive rebound by D. Howard,,55,49
247,3,9:12.0,P. Millsap makes 2-pt jump shot from 4 ft,,57,49
248,3,9:12.0,Shooting foul by P. George (drawn by P. Millsap),,57,49
249,3,9:12.0,P. Millsap makes free throw 1 of 1,,58,49
250,3,8:46.0,,P. George misses 3-pt jump shot from 39 ft,58,49
251,3,8:46.0,,Offensive rebound by Team,58,49
252,3,8:46.0,,Turnover by Team (shot clock),58,49
253,3,8:36.0,Def 3 sec tech foul by M. Turner,,58,49
254,3,8:36.0,D. Schröder makes technical free throw,,59,49
255,3,8:27.0,Turnover by P. Millsap (bad pass; steal by M. Turner),,59,49
256,3,8:20.0,,M. Ellis makes 2-pt layup from 3 ft,59,51
257,3,8:20.0,,Shooting foul by K. Bazemore (drawn by M. Ellis),59,51
258,3,8:20.0,,M. Ellis misses free throw 1 of 1,59,51
259,3,8:20.0,Defensive rebound by D. Howard,,59,51
260,3,8:02.0,Shooting foul by J. Teague (drawn by D. Howard),,59,51
261,3,8:02.0,D. Howard misses free throw 1 of 2,,59,51
262,3,8:02.0,Offensive rebound by Team,,59,51
263,3,8:02.0,D. Howard makes free throw 2 of 2,,60,51
264,3,7:50.0,,Turnover by M. Ellis (bad pass; steal by P. Millsap),60,51
265,3,7:44.0,D. Schröder makes 2-pt layup from 3 ft (assist by P. Millsap),,62,51
266,3,7:35.0,,Indiana full timeout,62,51
267,3,7:25.0,,M. Turner misses 2-pt jump shot from 17 ft,62,51
268,3,7:24.0,Defensive rebound by P. Millsap,,62,51
269,3,7:13.0,P. Millsap misses 3-pt jump shot from 25 ft,,62,51
270,3,7:12.0,,Defensive rebound by P. George,62,51
271,3,6:47.0,,P. George makes 2-pt jump shot from 20 ft (assist by M. Ellis),62,53
272,3,6:24.0,K. Bazemore misses 3-pt jump shot from 27 ft,,62,53
273,3,6:23.0,Offensive rebound by D. Schröder,,62,53
274,3,6:17.0,D. Schröder makes 3-pt jump shot from 23 ft (assist by P. Millsap),,65,53
275,3,6:17.0,Loose ball foul by D. Howard (drawn by J. Teague),,65,53
276,3,6:07.0,,Personal foul by T. Sefolosha (drawn by P. George),65,53
277,3,6:06.0,,Shooting foul by P. Millsap (drawn by T. Young),65,53
278,3,6:06.0,,T. Young makes free throw 1 of 2,65,54
279,3,6:06.0,M. Muscala enters the game for P. Millsap,,65,54
280,3,6:06.0,,T. Young makes free throw 2 of 2,65,55
281,3,5:53.0,T. Sefolosha misses 2-pt jump shot from 18 ft,,65,55
282,3,5:52.0,Offensive rebound by D. Howard,,65,55
283,3,5:27.0,T. Sefolosha misses 2-pt jump shot from 12 ft,,65,55
284,3,5:24.0,,Defensive rebound by M. Ellis,65,55
285,3,5:20.0,,M. Ellis misses 2-pt layup from 2 ft,65,55
286,3,5:18.0,,Offensive rebound by J. Teague,65,55
287,3,5:11.0,,T. Young makes 2-pt layup from 2 ft (assist by M. Turner),65,57
288,3,4:55.0,D. Schröder misses 2-pt layup from 4 ft,,65,57
289,3,4:55.0,,Defensive rebound by P. George,65,57
290,3,4:47.0,,Turnover by P. George (bad pass; steal by K. Bazemore),65,57
291,3,4:43.0,Turnover by K. Bazemore (bad pass),,65,57
292,3,4:29.0,,M. Ellis makes 2-pt jump shot from 21 ft,65,59
293,3,4:19.0,Turnover by M. Muscala (bad pass; steal by J. Teague),,65,59
294,3,4:09.0,,T. Young makes 3-pt jump shot from 26 ft (assist by J. Teague),65,62
295,3,4:08.0,Atlanta full timeout,,65,62
296,3,4:08.0,M. Delaney enters the game for D. Howard,,65,62
297,3,4:08.0,T. Hardaway enters the game for K. Bazemore,,65,62
298,3,4:08.0,P. Millsap enters the game for D. Schröder,,65,62
299,3,3:48.0,P. Millsap misses 2-pt jump shot from 13 ft,,65,62
300,3,3:47.0,,Defensive rebound by M. Ellis,65,62
301,3,3:42.0,,M. Ellis makes 2-pt layup from 4 ft,65,64
302,3,3:23.0,M. Delaney makes 3-pt jump shot from 25 ft (assist by P. Millsap),,68,64
303,3,2:59.0,,P. George misses 2-pt layup from 2 ft (block by P. Millsap),68,64
304,3,2:58.0,,Offensive rebound by P. George,68,64
305,3,2:56.0,,Turnover by P. George (bad pass; steal by P. Millsap),68,64
306,3,2:48.0,Personal block foul by P. George (drawn by P. Millsap),,68,64
307,3,2:48.0,T. Prince enters the game for T. Sefolosha,,68,64
308,3,2:48.0,,A. Jefferson enters the game for M. Turner,68,64
309,3,2:48.0,,R. Stuckey enters the game for J. Teague,68,64
310,3,2:39.0,T. Hardaway misses 3-pt jump shot from 23 ft,,68,64
311,3,2:39.0,,Defensive rebound by A. Jefferson,68,64
312,3,2:25.0,,P. George misses 2-pt jump shot from 18 ft,68,64
313,3,2:24.0,Defensive rebound by M. Delaney,,68,64
314,3,2:12.0,P. Millsap makes 2-pt jump shot from 11 ft,,70,64
315,3,2:02.0,Offensive charge foul by R. Stuckey (drawn by M. Delaney),,70,64
316,3,2:02.0,,Turnover by R. Stuckey (offensive foul),70,64
317,3,2:02.0,,G. Robinson enters the game for P. George,70,64
318,3,1:55.0,Personal foul by M. Ellis (drawn by M. Delaney),,70,64
319,3,1:44.0,T. Prince misses 3-pt jump shot from 26 ft,,70,64
320,3,1:42.0,Offensive rebound by P. Millsap,,70,64
321,3,1:42.0,P. Millsap makes 2-pt layup from 1 ft,,72,64
322,3,1:28.0,,M. Ellis misses 2-pt jump shot from 20 ft,72,64
323,3,1:27.0,Defensive rebound by P. Millsap,,72,64
324,3,1:07.0,M. Muscala misses 2-pt layup from 2 ft,,72,64
325,3,1:07.0,,Defensive rebound by G. Robinson,72,64
326,3,0:53.0,,T. Young misses 2-pt jump shot from 16 ft,72,64
327,3,0:52.0,Defensive rebound by T. Prince,,72,64
328,3,0:27.0,M. Muscala misses 2-pt jump shot from 20 ft,,72,64
329,3,0:26.0,,Defensive rebound by G. Robinson,72,64
330,3,0:03.0,,M. Ellis makes 2-pt layup from 2 ft,72,66
331,3,0:01.0,Personal foul by M. Ellis (drawn by M. Delaney),,72,66
332,3,0:01.0,M. Delaney makes free throw 1 of 2,,73,66
333,3,0:01.0,M. Delaney makes free throw 2 of 2,,74,66
334,3,0:00.0,,Turnover by T. Young (bad pass; steal by P. Millsap),74,66
335,4,11:43.0,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Hardaway),,77,66
336,4,11:27.0,,Personal foul by M. Delaney (drawn by A. Jefferson),77,66
337,4,11:21.0,,Turnover by G. Robinson (bad pass; steal by M. Delaney),77,66
338,4,11:20.0,Shooting foul by J. Teague (drawn by M. Delaney),,77,66
339,4,11:20.0,M. Delaney makes free throw 1 of 2,,78,66
340,4,11:20.0,M. Delaney makes free throw 2 of 2,,79,66
341,4,11:02.0,,J. Teague misses 2-pt jump shot from 3 ft (block by M. Delaney),79,66
342,4,11:01.0,Defensive rebound by T. Hardaway,,79,66
343,4,10:58.0,M. Muscala makes 2-pt layup from 2 ft (assist by T. Hardaway),,81,66
344,4,10:58.0,Shooting foul by L. Allen (drawn by M. Muscala),,81,66
345,4,10:58.0,M. Muscala makes free throw 1 of 1,,82,66
346,4,10:44.0,,R. Stuckey misses 2-pt jump shot from 18 ft,82,66
347,4,10:43.0,Defensive rebound by P. Millsap,,82,66
348,4,10:19.0,P. Millsap misses 2-pt jump shot from 17 ft,,82,66
349,4,10:19.0,,Defensive rebound by L. Allen,82,66
350,4,10:10.0,,Personal foul by M. Delaney (drawn by J. Teague),82,66
351,4,9:58.0,,G. Robinson misses 3-pt jump shot from 26 ft,82,66
352,4,9:57.0,Defensive rebound by P. Millsap,,82,66
353,4,9:40.0,T. Hardaway misses 3-pt jump shot from 25 ft,,82,66
354,4,9:40.0,Offensive rebound by P. Millsap,,82,66
355,4,9:34.0,Turnover by T. Prince (bad pass; steal by L. Allen),,82,66
356,4,9:27.0,,J. Teague misses 2-pt layup from 4 ft (block by T. Prince),82,66
357,4,9:26.0,,Offensive rebound by G. Robinson,82,66
358,4,9:11.0,,R. Stuckey misses 2-pt jump shot from 18 ft,82,66
359,4,9:10.0,Defensive rebound by T. Prince,,82,66
360,4,8:59.0,P. Millsap misses 3-pt jump shot from 25 ft,,82,66
361,4,8:58.0,,Defensive rebound by J. Teague,82,66
362,4,8:54.0,,Indiana full timeout,82,66
363,4,8:54.0,D. Howard enters the game for M. Muscala,,82,66
364,4,8:54.0,,T. Young enters the game for A. Jefferson,82,66
365,4,8:54.0,,M. Turner enters the game for G. Robinson,82,66
366,4,8:54.0,,P. George enters the game for L. Allen,82,66
367,4,8:43.0,,Turnover by T. Young (back court),82,66
368,4,8:32.0,P. Millsap makes 2-pt jump shot from 8 ft,,84,66
369,4,8:17.0,,J. Teague misses 2-pt jump shot from 7 ft,84,66
370,4,8:17.0,Defensive rebound by D. Howard,,84,66
371,4,8:12.0,Turnover by M. Delaney (lost ball; steal by J. Teague),,84,66
372,4,8:06.0,,T. Young misses 3-pt jump shot from 26 ft,84,66
373,4,8:04.0,,Offensive rebound by Team,84,66
374,4,7:52.0,,J. Teague makes 2-pt jump shot from 9 ft,84,68
375,4,7:29.0,T. Prince makes 2-pt jump shot from 11 ft,,86,68
376,4,7:22.0,,Personal foul by T. Prince (drawn by P. George),86,68
377,4,7:22.0,M. Muscala enters the game for P. Millsap,,86,68
378,4,7:19.0,,Personal foul by T. Prince (drawn by M. Turner),86,68
379,4,7:07.0,,R. Stuckey misses 3-pt jump shot from 23 ft,86,68
380,4,7:06.0,Defensive rebound by D. Howard,,86,68
381,4,6:53.0,T. Hardaway misses 2-pt layup from 4 ft,,86,68
382,4,6:51.0,Offensive rebound by D. Howard,,86,68
383,4,6:51.0,D. Howard makes 2-pt layup from 2 ft,,88,68
384,4,6:36.0,,Personal block foul by T. Prince (drawn by P. George),88,68
385,4,6:36.0,,P. George makes free throw 1 of 2,88,69
386,4,6:36.0,,M. Ellis enters the game for R. Stuckey,88,69
387,4,6:36.0,T. Sefolosha enters the game for T. Prince,,88,69
388,4,6:36.0,,P. George makes free throw 2 of 2,88,70
389,4,6:22.0,T. Hardaway misses 2-pt jump shot from 18 ft,,88,70
390,4,6:22.0,,Defensive rebound by T. Young,88,70
