,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
105,2,11:45.0,K. Towns makes 2-pt jump shot from 15 ft (assist by Z. LaVine),,18,18
106,2,11:28.0,,Turnover by M. Conley (lost ball),18,18
107,2,11:08.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),,21,18
108,2,10:55.0,,Memphis full timeout,21,18
109,2,10:55.0,,J. Ennis enters the game for A. Harrison,21,18
110,2,10:50.0,,V. Carter misses 3-pt jump shot from 25 ft,21,18
111,2,10:50.0,Defensive rebound by C. Aldrich,,21,18
112,2,10:36.0,Turnover by K. Towns (lost ball),,21,18
113,2,10:21.0,,Z. Randolph misses 2-pt layup from 2 ft,21,18
114,2,10:20.0,,Offensive rebound by D. Davis,21,18
115,2,10:20.0,,D. Davis makes 2-pt dunk at rim,21,20
116,2,10:11.0,R. Rubio misses 2-pt jump shot from 20 ft,,21,20
117,2,10:08.0,,Defensive rebound by Z. Randolph,21,20
118,2,9:52.0,,D. Davis misses 2-pt jump shot from 21 ft,21,20
119,2,9:52.0,,Offensive rebound by Team,21,20
120,2,9:45.0,,Personal foul by Z. LaVine (drawn by V. Carter),21,20
121,2,9:35.0,,Shooting foul by K. Dunn (drawn by V. Carter),21,20
122,2,9:35.0,,V. Carter makes free throw 1 of 2,21,21
123,2,9:35.0,A. Wiggins enters the game for K. Dunn,,21,21
124,2,9:35.0,,V. Carter makes free throw 2 of 2,21,22
125,2,9:24.0,,Violation by D. Davis (def goaltending),21,22
126,2,9:24.0,Z. LaVine makes 2-pt layup from 1 ft,,23,22
127,2,9:08.0,,Z. Randolph makes 2-pt jump shot from 7 ft,23,24
128,2,8:58.0,R. Rubio misses 2-pt layup from 1 ft,,23,24
129,2,8:56.0,,Defensive rebound by Z. Randolph,23,24
130,2,8:39.0,,Shooting foul by K. Towns (drawn by Z. Randolph),23,24
131,2,8:39.0,Official timeout,,23,24
132,2,8:39.0,,Z. Randolph makes free throw 1 of 2,23,25
133,2,8:39.0,,A. Harrison enters the game for M. Conley,23,24
134,2,8:39.0,,T. Allen enters the game for V. Carter,23,24
135,2,8:39.0,,Z. Randolph makes free throw 2 of 2,23,26
136,2,8:14.0,Turnover by Team (shot clock),,23,26
137,2,8:01.0,,Personal foul by K. Towns (drawn by Z. Randolph),23,26
138,2,8:01.0,G. Dieng enters the game for C. Aldrich,,23,26
139,2,8:01.0,,M. Gasol enters the game for D. Davis,23,26
140,2,7:45.0,,Z. Randolph makes 2-pt jump shot from 14 ft (assist by J. Ennis),23,28
141,2,7:29.0,K. Towns misses 2-pt hook shot from 4 ft,,23,28
142,2,7:27.0,,Defensive rebound by M. Gasol,23,28
143,2,7:07.0,,A. Harrison makes 2-pt layup from 1 ft,23,30
144,2,6:51.0,A. Wiggins makes 2-pt dunk at rim,,25,30
145,2,6:27.0,,M. Gasol misses 2-pt jump shot from 19 ft,25,30
146,2,6:27.0,Defensive rebound by G. Dieng,,25,30
147,2,6:15.0,Personal foul by A. Harrison (drawn by A. Wiggins),,25,30
148,2,6:15.0,,J. Green enters the game for Z. Randolph,25,30
149,2,6:07.0,Personal foul by M. Gasol (drawn by K. Towns),,25,30
150,2,5:57.0,K. Towns makes 2-pt layup from 1 ft,,27,30
151,2,5:41.0,,M. Gasol misses 3-pt jump shot from 25 ft,27,30
152,2,5:41.0,Defensive rebound by Team,,27,30
153,2,5:39.0,,Memphis full timeout,27,30
154,2,5:25.0,K. Towns misses 2-pt hook shot from 7 ft,,27,30
155,2,5:23.0,,Defensive rebound by J. Green,27,30
156,2,5:04.0,,T. Allen misses 2-pt jump shot from 23 ft,27,30
157,2,5:04.0,Defensive rebound by R. Rubio,,27,30
158,2,4:51.0,Shooting foul by J. Ennis (drawn by G. Dieng),,27,30
159,2,4:51.0,G. Dieng misses free throw 1 of 2,,27,30
160,2,4:51.0,Offensive rebound by Team,,27,30
161,2,4:51.0,G. Dieng makes free throw 2 of 2,,28,30
162,2,4:35.0,,T. Allen misses 2-pt layup from 1 ft,28,30
163,2,4:34.0,,Offensive rebound by J. Green,28,30
164,2,4:33.0,,J. Green makes 2-pt layup from 1 ft,28,32
165,2,4:33.0,,Shooting foul by K. Towns (drawn by J. Green),28,32
166,2,4:33.0,A. Payne enters the game for K. Towns,,28,32
167,2,4:33.0,,J. Green makes free throw 1 of 1,28,33
168,2,4:21.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),,31,33
169,2,4:09.0,,A. Harrison makes 2-pt jump shot from 15 ft,31,35
170,2,3:49.0,Shooting foul by A. Harrison (drawn by R. Rubio),,31,35
171,2,3:49.0,R. Rubio misses free throw 1 of 2,,31,35
172,2,3:49.0,Offensive rebound by Team,,31,35
173,2,3:49.0,,M. Conley enters the game for A. Harrison,31,35
174,2,3:49.0,R. Rubio makes free throw 2 of 2,,32,35
175,2,3:30.0,,M. Conley misses 2-pt jump shot from 11 ft,32,35
176,2,3:28.0,,Offensive rebound by J. Ennis,32,35
177,2,3:27.0,,J. Ennis makes 2-pt layup at rim,32,37
178,2,3:19.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,34,37
179,2,2:59.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),34,39
180,2,2:41.0,A. Wiggins misses 2-pt jump shot from 4 ft,,34,39
181,2,2:39.0,,Defensive rebound by M. Gasol,34,39
182,2,2:27.0,,T. Allen misses 2-pt layup from 1 ft,34,39
183,2,2:24.0,Defensive rebound by A. Wiggins,,34,39
184,2,2:24.0,Turnover by A. Wiggins (lost ball; steal by T. Allen),,34,39
185,2,2:17.0,,Shooting block foul by A. Payne (drawn by J. Ennis),34,39
186,2,2:17.0,Minnesota full timeout,,34,39
187,2,2:17.0,,J. Ennis makes free throw 1 of 2,34,40
188,2,2:17.0,,J. Ennis makes free throw 2 of 2,34,41
189,2,1:58.0,A. Payne misses 3-pt jump shot from 24 ft,,34,41
190,2,1:56.0,,Defensive rebound by T. Allen,34,41
191,2,1:37.0,,M. Conley misses 2-pt layup from 2 ft (block by G. Dieng),34,41
192,2,1:35.0,Defensive rebound by G. Dieng,,34,41
193,2,1:25.0,A. Payne makes 2-pt hook shot from 4 ft,,36,41
194,2,1:18.0,,Memphis full timeout,36,41
195,2,1:18.0,,V. Carter enters the game for J. Green,36,41
196,2,1:18.0,,Z. Randolph enters the game for T. Allen,36,41
197,2,1:18.0,S. Muhammad enters the game for A. Wiggins,,36,41
198,2,1:07.0,,V. Carter misses 2-pt jump shot from 12 ft,36,41
199,2,1:06.0,,Offensive rebound by V. Carter,36,41
200,2,0:56.0,,Turnover by M. Gasol (bad pass; steal by A. Payne),36,41
201,2,0:56.0,Personal take foul by Z. Randolph (drawn by R. Rubio),,36,41
202,2,0:56.0,R. Rubio makes free throw 1 of 2,,37,41
203,2,0:56.0,R. Rubio misses free throw 2 of 2,,37,41
204,2,0:54.0,,Defensive rebound by J. Ennis,37,41
205,2,0:42.0,,V. Carter misses 3-pt jump shot from 25 ft,37,41
206,2,0:41.0,,Offensive rebound by M. Conley,37,41
207,2,0:25.0,,M. Gasol misses 2-pt hook shot from 6 ft,37,41
208,2,0:24.0,,Offensive rebound by Z. Randolph,37,41
209,2,0:24.0,,Z. Randolph makes 2-pt layup from 1 ft,37,43
210,2,0:00.0,A. Payne makes 2-pt layup from 1 ft (assist by R. Rubio),,39,43
211,3,11:39.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,42,43
212,3,11:22.0,,Shooting foul by K. Towns (drawn by J. Ennis),42,43
213,3,11:22.0,,J. Ennis misses free throw 1 of 2,42,43
214,3,11:22.0,,Offensive rebound by Team,42,43
215,3,11:22.0,,J. Ennis makes free throw 2 of 2,42,44
216,3,11:05.0,N. Bjelica enters the game for K. Towns,,42,44
217,3,10:59.0,R. Rubio misses 2-pt jump shot from 5 ft (block by M. Conley),,42,44
218,3,10:59.0,Offensive rebound by R. Rubio,,42,44
219,3,10:59.0,Turnover by Team (shot clock),,42,44
220,3,10:43.0,,J. Green makes 2-pt jump shot from 18 ft (assist by M. Gasol),42,46
221,3,10:23.0,Turnover by G. Dieng (traveling),,42,46
222,3,10:08.0,,J. Green makes 2-pt jump shot from 16 ft,42,48
223,3,9:52.0,Personal foul by M. Gasol (drawn by G. Dieng),,42,48
224,3,9:44.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by R. Rubio),,45,48
225,3,9:25.0,,Turnover by M. Gasol (bad pass; steal by Z. LaVine),45,48
226,3,9:20.0,Turnover by R. Rubio (bad pass),,45,48
227,3,8:59.0,,M. Gasol misses 2-pt jump shot from 9 ft,45,48
228,3,8:56.0,Defensive rebound by N. Bjelica,,45,48
229,3,8:46.0,Z. LaVine misses 3-pt jump shot from 25 ft,,45,48
230,3,8:46.0,,Defensive rebound by M. Gasol,45,48
231,3,8:38.0,,T. Allen misses 2-pt layup from 2 ft (block by A. Wiggins),45,48
232,3,8:37.0,Defensive rebound by G. Dieng,,45,48
233,3,8:31.0,Turnover by N. Bjelica (lost ball; steal by J. Ennis),,45,48
234,3,8:15.0,,T. Allen misses 2-pt layup from 1 ft,45,48
235,3,8:14.0,Defensive rebound by G. Dieng,,45,48
236,3,8:06.0,Z. LaVine makes 2-pt layup from 2 ft,,47,48
237,3,8:06.0,,Memphis full timeout,47,48
238,3,7:44.0,,M. Gasol misses 2-pt layup from 1 ft (block by N. Bjelica),47,48
239,3,7:44.0,Defensive rebound by N. Bjelica,,47,48
240,3,7:44.0,Personal foul by M. Gasol (drawn by N. Bjelica),,47,48
241,3,7:27.0,G. Dieng misses 2-pt jump shot from 3 ft (block by M. Gasol),,47,48
242,3,7:25.0,Offensive rebound by G. Dieng,,47,48
243,3,7:22.0,Shooting foul by J. Green (drawn by A. Wiggins),,47,48
244,3,7:22.0,A. Wiggins makes free throw 1 of 2,,48,48
245,3,7:22.0,A. Wiggins misses free throw 2 of 2,,48,48
246,3,7:22.0,,V. Carter enters the game for T. Allen,48,48
247,3,7:21.0,,Defensive rebound by M. Gasol,48,48
248,3,7:00.0,,Shooting foul by N. Bjelica (drawn by M. Conley),48,48
249,3,7:00.0,,M. Conley makes free throw 1 of 2,48,49
250,3,7:00.0,,M. Conley makes free throw 2 of 2,48,50
251,3,6:43.0,Z. LaVine misses 2-pt jump shot from 4 ft (block by J. Green),,48,50
252,3,6:42.0,,Defensive rebound by J. Green,48,50
253,3,6:41.0,,Shooting foul by N. Bjelica (drawn by J. Green),48,50
254,3,6:41.0,,J. Green makes free throw 1 of 2,48,51
255,3,6:41.0,,J. Green makes free throw 2 of 2,48,52
256,3,6:26.0,N. Bjelica misses 3-pt jump shot from 25 ft,,48,52
257,3,6:26.0,,Defensive rebound by M. Conley,48,52
258,3,6:14.0,,Shooting block foul by A. Wiggins (drawn by V. Carter),48,52
259,3,6:14.0,,V. Carter makes free throw 1 of 2,48,53
260,3,6:14.0,,V. Carter misses free throw 2 of 2,48,53
261,3,6:12.0,Defensive rebound by N. Bjelica,,48,53
262,3,5:58.0,A. Wiggins misses 2-pt jump shot from 13 ft,,48,53
263,3,5:57.0,,Defensive rebound by J. Green,48,53
264,3,5:50.0,,V. Carter misses 3-pt jump shot from 25 ft,48,53
265,3,5:49.0,Defensive rebound by Team,,48,53
266,3,5:35.0,Turnover by A. Wiggins (bad pass; steal by M. Gasol),,48,53
267,3,5:30.0,,J. Ennis makes 2-pt layup at rim,48,55
268,3,5:30.0,Minnesota full timeout,,48,55
269,3,5:13.0,R. Rubio misses 3-pt jump shot from 26 ft,,48,55
270,3,5:13.0,,Defensive rebound by J. Green,48,55
271,3,4:52.0,,M. Gasol misses 2-pt hook shot from 5 ft,48,55
272,3,4:52.0,,Offensive rebound by Team,48,55
273,3,4:52.0,Loose ball foul by N. Bjelica (drawn by J. Green),,48,55
274,3,4:52.0,,J. Green makes free throw 1 of 2,48,56
275,3,4:52.0,,J. Green misses free throw 2 of 2,48,56
276,3,4:52.0,,A. Harrison enters the game for M. Conley,48,56
277,3,4:51.0,Defensive rebound by N. Bjelica,,48,56
278,3,4:40.0,Z. LaVine misses 3-pt jump shot from 23 ft,,48,56
279,3,4:39.0,,Defensive rebound by V. Carter,48,56
280,3,4:28.0,,J. Ennis misses 2-pt layup from 1 ft,48,56
281,3,4:26.0,Defensive rebound by G. Dieng,,48,56
282,3,4:12.0,Turnover by Z. LaVine (bad pass; steal by A. Harrison),,48,56
283,3,4:12.0,,Personal take foul by G. Dieng (drawn by A. Harrison),48,56
284,3,4:12.0,,A. Harrison makes free throw 1 of 2,48,57
285,3,4:12.0,K. Dunn enters the game for R. Rubio,,48,57
286,3,4:12.0,,A. Harrison makes free throw 2 of 2,48,58
287,3,4:00.0,N. Bjelica misses 3-pt jump shot from 29 ft,,48,58
288,3,4:00.0,,Defensive rebound by M. Gasol,48,58
289,3,3:50.0,,M. Gasol makes 2-pt layup at rim (assist by A. Harrison),48,60
290,3,3:50.0,Minnesota full timeout,,48,60
291,3,3:50.0,S. Muhammad enters the game for Z. LaVine,,48,60
292,3,3:33.0,N. Bjelica misses 3-pt jump shot from 27 ft,,48,60
293,3,3:33.0,,Defensive rebound by J. Ennis,48,60
294,3,3:11.0,,J. Ennis misses 3-pt jump shot from 28 ft,48,60
295,3,3:10.0,Defensive rebound by G. Dieng,,48,60
296,3,2:52.0,A. Wiggins misses 3-pt jump shot from 26 ft,,48,60
297,3,2:52.0,,Defensive rebound by Team,48,60
298,3,2:52.0,A. Payne enters the game for N. Bjelica,,48,60
299,3,2:52.0,,Z. Randolph enters the game for M. Gasol,48,60
300,3,2:31.0,,Z. Randolph makes 2-pt jump shot from 15 ft (assist by V. Carter),48,62
301,3,2:15.0,K. Dunn misses 3-pt jump shot from 25 ft,,48,62
302,3,2:14.0,,Defensive rebound by V. Carter,48,62
303,3,2:04.0,,Z. Randolph misses 3-pt jump shot from 26 ft,48,62
304,3,2:03.0,,Offensive rebound by A. Harrison,48,62
305,3,1:53.0,,Turnover by J. Green (bad pass),48,62
306,3,1:28.0,G. Dieng makes 2-pt layup from 1 ft,,50,62
307,3,1:24.0,,Inbound foul by K. Dunn,50,62
308,3,1:24.0,K. Towns enters the game for G. Dieng,,50,62
309,3,1:24.0,,V. Carter makes free throw 1 of 1,50,63
310,3,1:05.0,,J. Ennis makes 2-pt layup from 1 ft,50,65
311,3,0:55.0,K. Towns misses 2-pt jump shot from 21 ft,,50,65
312,3,0:54.0,,Defensive rebound by A. Harrison,50,65
313,3,0:36.0,,J. Ennis misses 2-pt dunk at rim (block by A. Payne),50,65
314,3,0:34.0,Defensive rebound by K. Dunn,,50,65
315,3,0:29.0,Turnover by A. Wiggins (bad pass; steal by J. Green),,50,65
316,3,0:24.0,,Turnover by A. Harrison (bad pass; steal by S. Muhammad),50,65
317,3,0:16.0,S. Muhammad makes 2-pt dunk at rim (assist by A. Payne),,52,65
318,3,0:02.0,,A. Harrison misses 3-pt jump shot from 25 ft,52,65
319,3,0:01.0,,Offensive rebound by J. Green,52,65
320,3,0:01.0,,J. Green misses 2-pt layup from 1 ft,52,65
321,3,0:00.0,,Offensive rebound by Team,52,65
322,4,11:39.0,,V. Carter misses 3-pt jump shot from 25 ft,52,65
323,4,11:39.0,Defensive rebound by A. Payne,,52,65
324,4,11:21.0,K. Dunn misses 2-pt layup from 1 ft,,52,65
325,4,11:21.0,,Defensive rebound by Team,52,65
326,4,11:03.0,,M. Conley makes 2-pt jump shot from 9 ft (assist by M. Gasol),52,67
327,4,11:03.0,,Shooting foul by A. Payne (drawn by M. Conley),52,67
328,4,11:03.0,,M. Conley makes free throw 1 of 1,52,68
329,4,10:48.0,Shooting foul by V. Carter (drawn by K. Towns),,52,68
330,4,10:48.0,K. Towns makes free throw 1 of 2,,53,68
331,4,10:48.0,K. Towns misses free throw 2 of 2,,53,68
332,4,10:47.0,,Defensive rebound by Z. Randolph,53,68
333,4,10:32.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by A. Harrison),53,70
334,4,10:20.0,Personal foul by M. Conley (drawn by A. Payne),,53,70
335,4,10:12.0,Z. LaVine misses 3-pt jump shot from 25 ft,,53,70
336,4,10:12.0,,Defensive rebound by Z. Randolph,53,70
337,4,9:48.0,,A. Harrison misses 3-pt jump shot from 25 ft,53,70
338,4,9:48.0,Defensive rebound by A. Payne,,53,70
339,4,9:36.0,Shooting foul by Z. Randolph (drawn by A. Payne),,53,70
340,4,9:36.0,A. Payne makes free throw 1 of 2,,54,70
341,4,9:36.0,A. Payne makes free throw 2 of 2,,55,70
342,4,9:09.0,,M. Gasol misses 2-pt jump shot from 20 ft,55,70
343,4,9:09.0,,Offensive rebound by M. Conley,55,70
344,4,8:54.0,,Shooting foul by A. Payne (drawn by Z. Randolph),55,70
345,4,8:54.0,,Memphis full timeout,55,70
346,4,8:54.0,,Z. Randolph misses free throw 1 of 2,55,70
347,4,8:54.0,,Offensive rebound by Team,55,70
348,4,8:54.0,,Z. Randolph makes free throw 2 of 2,55,71
349,4,8:40.0,Z. LaVine makes 2-pt jump shot from 6 ft,,57,71
350,4,8:16.0,,Z. Randolph makes 3-pt jump shot from 23 ft (assist by A. Harrison),57,74
351,4,7:58.0,K. Dunn misses 3-pt jump shot from 24 ft,,57,74
352,4,7:58.0,,Defensive rebound by M. Gasol,57,74
353,4,7:44.0,,M. Conley misses 2-pt layup at rim,57,74
354,4,7:43.0,,Offensive rebound by V. Carter,57,74
355,4,7:43.0,,V. Carter misses 2-pt layup from 1 ft,57,74
356,4,7:41.0,Defensive rebound by S. Muhammad,,57,74
357,4,7:33.0,Turnover by A. Payne (bad pass; steal by M. Conley),,57,74
358,4,7:30.0,,M. Conley makes 2-pt layup from 1 ft,57,76
359,4,7:28.0,Minnesota full timeout,,57,76
360,4,7:28.0,R. Rubio enters the game for K. Dunn,,57,76
361,4,7:28.0,G. Dieng enters the game for A. Payne,,57,76
362,4,7:28.0,,T. Allen enters the game for V. Carter,57,76
363,4,7:28.0,,J. Ennis enters the game for A. Harrison,57,76
364,4,7:14.0,Z. LaVine misses 2-pt layup from 1 ft (block by J. Ennis),,57,76
365,4,7:14.0,Offensive rebound by Team,,57,76
366,4,7:13.0,Turnover by Z. LaVine (step out of bounds),,57,76
367,4,6:58.0,,Z. Randolph misses 2-pt jump shot from 21 ft,57,76
368,4,6:57.0,Defensive rebound by R. Rubio,,57,76
369,4,6:37.0,K. Towns misses 2-pt jump shot from 16 ft,,57,76
370,4,6:37.0,,Defensive rebound by Z. Randolph,57,76
371,4,6:16.0,,M. Conley misses 3-pt jump shot from 25 ft,57,76
372,4,6:15.0,Defensive rebound by S. Muhammad,,57,76
373,4,6:10.0,K. Towns makes 2-pt layup from 2 ft (assist by S. Muhammad),,59,76
374,4,5:46.0,,J. Ennis misses 3-pt jump shot from 26 ft,59,76
375,4,5:46.0,Defensive rebound by Team,,59,76
376,4,5:37.0,Personal foul by M. Gasol (drawn by K. Towns),,59,76
377,4,5:26.0,G. Dieng misses 2-pt jump shot from 17 ft,,59,76
378,4,5:26.0,,Defensive rebound by M. Gasol,59,76
379,4,5:14.0,,Shooting foul by K. Towns (drawn by M. Gasol),59,76
380,4,5:14.0,,M. Gasol makes free throw 1 of 2,59,77
381,4,5:14.0,,V. Carter enters the game for T. Allen,59,77
382,4,5:14.0,,M. Gasol makes free throw 2 of 2,59,78
383,4,4:52.0,S. Muhammad makes 2-pt dunk at rim (assist by Z. LaVine),,61,78
384,4,4:33.0,,M. Gasol misses 2-pt jump shot from 22 ft,61,78
385,4,4:32.0,Defensive rebound by Z. LaVine,,61,78
386,4,4:21.0,K. Towns makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,64,78
387,4,4:21.0,,Memphis full timeout,64,78
388,4,4:21.0,,J. Green enters the game for J. Ennis,64,78
389,4,4:21.0,,A. Harrison enters the game for Z. Randolph,64,78
390,4,3:55.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by A. Harrison),64,81
391,4,3:29.0,Turnover by Team (shot clock),,64,81
392,4,3:05.0,,J. Green makes 2-pt layup from 1 ft (assist by A. Harrison),64,83
393,4,2:57.0,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),,66,83
