,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
25,1,8:43.0,,Phoenix full timeout,11,7
26,1,8:33.0,,D. Booker misses 3-pt jump shot from 26 ft,11,7
27,1,8:32.0,Defensive rebound by J. Parker,,11,7
28,1,8:21.0,T. Snell misses 3-pt jump shot from 24 ft,,11,7
29,1,8:21.0,,Defensive rebound by T. Chandler,11,7
30,1,8:04.0,,M. Chriss makes 2-pt dunk at rim (assist by T. Warren),11,9
31,1,7:49.0,G. Antetokounmpo makes 2-pt jump shot from 21 ft,,13,9
32,1,7:29.0,,T. Warren misses 3-pt jump shot from 24 ft,13,9
33,1,7:28.0,,Offensive rebound by M. Chriss,13,9
34,1,7:16.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by D. Booker),13,11
35,1,7:02.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,15,11
36,1,7:02.0,Shooting foul by M. Chriss (drawn by G. Antetokounmpo),,15,11
37,1,7:02.0,G. Antetokounmpo misses free throw 1 of 1,,15,11
38,1,7:02.0,,P. Tucker enters the game for M. Chriss,15,11
39,1,7:01.0,,Defensive rebound by T. Chandler,15,11
40,1,6:48.0,,Personal foul by J. Henson (drawn by E. Bledsoe),15,11
41,1,6:48.0,G. Monroe enters the game for J. Henson,,15,11
42,1,6:39.0,,T. Warren misses 2-pt jump shot from 11 ft,15,11
43,1,6:39.0,,Offensive rebound by T. Warren,15,11
44,1,6:35.0,,T. Warren misses 2-pt jump shot from 5 ft,15,11
45,1,6:34.0,Defensive rebound by G. Antetokounmpo,,15,11
46,1,6:31.0,Shooting foul by D. Booker (drawn by T. Snell),,15,11
47,1,6:31.0,T. Snell makes free throw 1 of 2,,16,11
48,1,6:31.0,T. Snell misses free throw 2 of 2,,16,11
49,1,6:31.0,M. Teletović enters the game for J. Parker,,16,11
50,1,6:30.0,,Defensive rebound by T. Chandler,16,11
51,1,6:18.0,,T. Warren misses 2-pt jump shot from 12 ft,16,11
52,1,6:16.0,Defensive rebound by G. Monroe,,16,11
53,1,6:08.0,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,19,11
54,1,5:38.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,19,11
55,1,5:38.0,,Offensive rebound by T. Chandler,19,11
56,1,5:38.0,,Shooting foul by G. Monroe (drawn by T. Chandler),19,11
57,1,5:38.0,,T. Chandler makes free throw 1 of 2,19,12
58,1,5:38.0,M. Brogdon enters the game for M. Dellavedova,,19,12
59,1,5:38.0,,T. Chandler makes free throw 2 of 2,19,13
60,1,5:26.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Brogdon),,21,13
61,1,5:15.0,,T. Chandler makes 2-pt layup from 1 ft (assist by E. Bledsoe),21,15
62,1,5:06.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,21,15
63,1,5:05.0,,Defensive rebound by D. Booker,21,15
64,1,4:57.0,,Personal foul by G. Antetokounmpo (drawn by P. Tucker),21,15
65,1,4:57.0,,A. Len enters the game for T. Chandler,21,15
66,1,4:42.0,,T. Warren misses 3-pt jump shot from 24 ft (block by G. Antetokounmpo),21,15
67,1,4:42.0,,Offensive rebound by T. Warren,21,15
68,1,4:42.0,,Turnover by Team (shot clock),21,15
69,1,4:35.0,M. Teletović makes 2-pt layup from 1 ft (assist by G. Monroe),,23,15
70,1,4:35.0,Shooting foul by T. Warren (drawn by M. Teletović),,23,15
71,1,4:35.0,M. Teletović makes free throw 1 of 1,,24,15
72,1,4:23.0,,Turnover by E. Bledsoe (lost ball; steal by M. Brogdon),24,15
73,1,4:19.0,Turnover by G. Antetokounmpo (bad pass),,24,15
74,1,4:19.0,,J. Dudley enters the game for T. Warren,24,15
75,1,4:02.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. Booker),24,18
76,1,3:37.0,G. Antetokounmpo makes 2-pt hook shot from 4 ft,,26,18
77,1,3:23.0,,J. Dudley misses 3-pt jump shot from 24 ft,26,18
78,1,3:23.0,Defensive rebound by M. Teletović,,26,18
79,1,3:15.0,Shooting foul by J. Dudley (drawn by G. Antetokounmpo),,26,18
80,1,3:15.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),,28,18
81,1,3:15.0,G. Antetokounmpo makes free throw 1 of 1,,29,18
82,1,2:58.0,,A. Len misses 2-pt jump shot from 4 ft (block by G. Antetokounmpo),29,18
83,1,2:57.0,Defensive rebound by M. Teletović,,29,18
84,1,2:56.0,Personal foul by A. Len (drawn by M. Teletović),,29,18
85,1,2:56.0,Milwaukee full timeout,,29,18
86,1,2:56.0,M. Teletović makes free throw 1 of 2,,30,18
87,1,2:56.0,M. Teletović makes free throw 2 of 2,,31,18
88,1,2:54.0,,Turnover by E. Bledsoe (lost ball),31,18
89,1,2:45.0,T. Snell makes 2-pt jump shot from 14 ft (assist by M. Brogdon),,33,18
90,1,2:29.0,,Turnover by D. Booker (bad pass; steal by M. Brogdon),33,18
91,1,2:26.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Teletović),,35,18
92,1,2:26.0,Shooting foul by D. Booker (drawn by G. Antetokounmpo),,35,18
93,1,2:26.0,,B. Knight enters the game for D. Booker,35,18
94,1,2:26.0,,L. Barbosa enters the game for E. Bledsoe,35,18
95,1,2:26.0,J. Terry enters the game for T. Snell,,35,18
96,1,2:26.0,G. Antetokounmpo makes free throw 1 of 1,,36,18
97,1,2:04.0,,Turnover by B. Knight (bad pass; steal by G. Monroe),36,18
98,1,1:58.0,G. Antetokounmpo makes 2-pt dunk at rim,,38,18
99,1,1:44.0,,B. Knight misses 2-pt jump shot from 21 ft,38,18
100,1,1:44.0,Defensive rebound by G. Antetokounmpo,,38,18
101,1,1:37.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,41,18
102,1,1:16.0,,A. Len misses 2-pt dunk at rim (block by G. Monroe),41,18
103,1,1:15.0,,Offensive rebound by Team,41,18
104,1,1:15.0,J. Parker enters the game for G. Antetokounmpo,,41,18
105,1,1:09.0,,L. Barbosa makes 2-pt layup from 1 ft,41,20
106,1,0:53.0,Turnover by G. Monroe (bad pass; steal by P. Tucker),,41,20
107,1,0:47.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. Knight),41,23
108,1,0:44.0,Personal foul by B. Knight (drawn by M. Brogdon),,41,23
109,1,0:44.0,M. Brogdon makes free throw 1 of 2,,42,23
110,1,0:44.0,M. Brogdon makes free throw 2 of 2,,43,23
111,1,0:30.0,,L. Barbosa makes 2-pt layup from 1 ft,43,25
112,1,0:14.0,M. Brogdon makes 2-pt jump shot from 13 ft,,45,25
113,1,0:05.0,,B. Knight misses 3-pt jump shot from 25 ft,45,25
114,1,0:05.0,Defensive rebound by M. Teletović,,45,25
115,2,11:45.0,,A. Len makes 2-pt jump shot from 17 ft (assist by L. Barbosa),45,27
116,2,11:35.0,,Violation by P. Tucker (kicked ball),45,27
117,2,11:29.0,M. Teletović makes 3-pt jump shot from 27 ft (assist by M. Brogdon),,48,27
118,2,11:12.0,,J. Dudley misses 2-pt jump shot from 20 ft,48,27
119,2,11:12.0,Defensive rebound by M. Brogdon,,48,27
120,2,11:03.0,J. Parker makes 2-pt dunk at rim (assist by M. Brogdon),,50,27
121,2,10:47.0,,J. Dudley misses 3-pt jump shot from 24 ft,50,27
122,2,10:47.0,Defensive rebound by J. Parker,,50,27
123,2,10:32.0,J. Parker misses 3-pt jump shot from 25 ft,,50,27
124,2,10:32.0,,Defensive rebound by J. Dudley,50,27
125,2,10:24.0,,B. Knight makes 2-pt jump shot from 18 ft,50,29
126,2,10:05.0,M. Teletović makes 2-pt layup from 1 ft (assist by G. Monroe),,52,29
127,2,9:55.0,,A. Len makes 2-pt dunk at rim (assist by B. Knight),52,31
128,2,9:40.0,Personal foul by B. Knight (drawn by M. Brogdon),,52,31
129,2,9:40.0,,T. Warren enters the game for J. Dudley,52,31
130,2,9:40.0,M. Beasley enters the game for M. Teletović,,52,31
131,2,9:33.0,M. Brogdon misses 2-pt layup from 1 ft,,52,31
132,2,9:33.0,Offensive rebound by Team,,52,31
133,2,9:33.0,,Loose ball foul by A. Len (drawn by G. Monroe),52,31
134,2,9:27.0,Shooting foul by T. Warren (drawn by J. Parker),,52,31
135,2,9:27.0,J. Parker makes free throw 1 of 2,,53,31
136,2,9:27.0,J. Parker misses free throw 2 of 2,,53,31
137,2,9:26.0,,Defensive rebound by P. Tucker,53,31
138,2,9:10.0,,B. Knight misses 3-pt jump shot from 26 ft,53,31
139,2,9:09.0,Defensive rebound by M. Beasley,,53,31
140,2,8:57.0,M. Beasley makes 2-pt layup from 3 ft,,55,31
141,2,8:51.0,,Phoenix full timeout,55,31
142,2,8:51.0,,E. Bledsoe enters the game for A. Len,55,31
143,2,8:51.0,,T. Chandler enters the game for B. Knight,55,31
144,2,8:51.0,,D. Booker enters the game for L. Barbosa,55,31
145,2,8:51.0,J. Henson enters the game for G. Monroe,,55,31
146,2,8:36.0,,E. Bledsoe makes 2-pt layup from 2 ft,55,33
147,2,8:18.0,Personal foul by P. Tucker (drawn by J. Henson),,55,33
148,2,8:05.0,J. Henson misses 2-pt hook shot from 3 ft,,55,33
149,2,8:04.0,Offensive rebound by J. Terry,,55,33
150,2,7:57.0,M. Brogdon misses 2-pt jump shot from 18 ft,,55,33
151,2,7:56.0,,Defensive rebound by T. Warren,55,33
152,2,7:41.0,,P. Tucker misses 3-pt jump shot from 24 ft,55,33
153,2,7:41.0,Defensive rebound by J. Parker,,55,33
154,2,7:34.0,J. Terry makes 3-pt jump shot from 25 ft (assist by J. Parker),,58,33
155,2,7:14.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by T. Chandler),58,36
156,2,7:03.0,Turnover by J. Henson (lost ball; steal by P. Tucker),,58,36
157,2,6:58.0,,P. Tucker makes 2-pt layup from 2 ft (assist by D. Booker),58,38
158,2,6:39.0,M. Beasley misses 2-pt jump shot from 7 ft,,58,38
159,2,6:39.0,Offensive rebound by J. Henson,,58,38
160,2,6:39.0,Personal foul by P. Tucker (drawn by J. Henson),,58,38
161,2,6:39.0,J. Henson makes free throw 1 of 2,,59,38
162,2,6:39.0,T. Snell enters the game for M. Brogdon,,59,38
163,2,6:39.0,M. Dellavedova enters the game for J. Terry,,59,38
164,2,6:39.0,J. Henson makes free throw 2 of 2,,60,38
165,2,6:29.0,,D. Booker makes 2-pt jump shot from 21 ft (assist by T. Warren),60,40
166,2,6:16.0,Turnover by J. Henson (bad pass),,60,40
167,2,6:04.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),60,43
168,2,6:03.0,Milwaukee full timeout,,60,43
169,2,6:03.0,G. Antetokounmpo enters the game for M. Beasley,,60,43
170,2,5:51.0,Turnover by T. Snell (bad pass),,60,43
171,2,5:42.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,60,43
172,2,5:40.0,Defensive rebound by G. Antetokounmpo,,60,43
173,2,5:33.0,Turnover by M. Dellavedova (bad pass),,60,43
174,2,5:22.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,60,43
175,2,5:19.0,Defensive rebound by J. Parker,,60,43
176,2,5:15.0,Turnover by T. Snell (bad pass; steal by E. Bledsoe),,60,43
177,2,5:09.0,,D. Booker makes 2-pt layup from 1 ft (assist by E. Bledsoe),60,45
178,2,4:49.0,J. Henson makes 2-pt hook shot from 6 ft (assist by M. Dellavedova),,62,45
179,2,4:31.0,,P. Tucker makes 2-pt jump shot from 10 ft (assist by T. Warren),62,47
180,2,4:15.0,Shooting foul by T. Chandler (drawn by J. Parker),,62,47
181,2,4:15.0,J. Parker makes free throw 1 of 2,,63,47
182,2,4:15.0,J. Parker makes free throw 2 of 2,,64,47
183,2,4:09.0,,Personal foul by M. Dellavedova (drawn by T. Chandler),64,47
184,2,3:57.0,,Turnover by T. Chandler (3 sec),64,47
185,2,3:42.0,Turnover by J. Henson (lost ball; steal by T. Warren),,64,47
186,2,3:35.0,,D. Booker misses 2-pt layup from 1 ft (block by J. Parker),64,47
187,2,3:34.0,Defensive rebound by J. Parker,,64,47
188,2,3:30.0,T. Snell misses 2-pt layup from 2 ft,,64,47
189,2,3:28.0,Offensive rebound by G. Antetokounmpo,,64,47
190,2,3:28.0,G. Antetokounmpo makes 2-pt dunk at rim,,66,47
191,2,3:26.0,,Shooting foul by M. Dellavedova (drawn by E. Bledsoe),66,47
192,2,3:26.0,,E. Bledsoe makes free throw 1 of 2,66,48
193,2,3:26.0,,E. Bledsoe makes free throw 2 of 2,66,49
194,2,3:08.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,66,49
195,2,3:08.0,,Defensive rebound by D. Booker,66,49
196,2,2:58.0,,T. Warren misses 3-pt jump shot from 24 ft,66,49
197,2,2:57.0,,Offensive rebound by D. Booker,66,49
198,2,2:53.0,,D. Booker makes 3-pt jump shot from 26 ft,66,52
199,2,2:32.0,M. Dellavedova makes 2-pt jump shot from 5 ft,,68,52
200,2,2:25.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Chandler),68,55
201,2,2:03.0,J. Parker misses 2-pt jump shot from 6 ft,,68,55
202,2,2:03.0,,Defensive rebound by T. Warren,68,55
203,2,1:57.0,,D. Booker makes 3-pt jump shot from 26 ft,68,58
204,2,1:42.0,J. Henson makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,70,58
205,2,1:42.0,Shooting foul by D. Booker (drawn by J. Henson),,70,58
206,2,1:42.0,Official timeout,,70,58
207,2,1:42.0,J. Henson misses free throw 1 of 1,,70,58
208,2,1:41.0,,Defensive rebound by T. Chandler,70,58
209,2,1:27.0,,D. Booker misses 2-pt layup from 1 ft (block by T. Snell),70,58
210,2,1:26.0,Defensive rebound by T. Snell,,70,58
211,2,1:15.0,T. Snell misses 3-pt jump shot from 25 ft,,70,58
212,2,1:15.0,,Defensive rebound by T. Chandler,70,58
213,2,1:05.0,,Turnover by E. Bledsoe (bad pass; steal by J. Henson),70,58
214,2,1:00.0,J. Parker makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,72,58
215,2,0:57.0,,D. Booker makes 2-pt layup from 2 ft,72,60
216,2,0:57.0,,Shooting foul by T. Snell (drawn by D. Booker),72,60
217,2,0:57.0,,D. Booker makes free throw 1 of 1,72,61
218,2,0:44.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,74,61
219,2,0:39.0,,D. Booker makes 2-pt layup from 2 ft,74,63
220,2,0:39.0,,Shooting foul by J. Henson (drawn by D. Booker),74,63
221,2,0:39.0,,D. Booker makes free throw 1 of 1,74,64
222,2,0:26.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,74,64
223,2,0:25.0,,Defensive rebound by T. Chandler,74,64
224,2,0:05.0,,Personal foul by T. Snell (drawn by D. Booker),74,64
225,2,0:05.0,,D. Booker makes free throw 1 of 2,74,65
226,2,0:05.0,,D. Booker makes free throw 2 of 2,74,66
227,2,0:01.0,,Offensive charge foul by G. Antetokounmpo (drawn by E. Bledsoe),74,66
228,2,0:01.0,Turnover by G. Antetokounmpo (offensive foul),,74,66
229,2,0:01.0,,Phoenix full timeout,74,66
230,2,0:00.0,,T. Warren misses 3-pt jump shot from 41 ft,74,66
231,2,0:00.0,,Offensive rebound by Team,74,66
232,3,11:47.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,74,66
233,3,11:47.0,,Offensive rebound by Team,74,66
234,3,11:47.0,Loose ball foul by G. Antetokounmpo (drawn by T. Chandler),,74,66
235,3,11:35.0,,Turnover by D. Booker (bad pass),74,66
236,3,11:30.0,Shooting foul by T. Warren (drawn by G. Antetokounmpo),,74,66
237,3,11:30.0,G. Antetokounmpo makes free throw 1 of 2,,75,66
238,3,11:30.0,G. Antetokounmpo misses free throw 2 of 2,,75,66
239,3,11:29.0,Offensive rebound by G. Antetokounmpo,,75,66
240,3,11:15.0,J. Parker makes 2-pt jump shot from 8 ft,,77,66
241,3,10:57.0,,T. Warren makes 2-pt jump shot from 19 ft,77,68
242,3,10:36.0,J. Parker makes 2-pt layup from 1 ft,,79,68
243,3,10:36.0,Shooting foul by M. Chriss (drawn by J. Parker),,79,68
244,3,10:36.0,J. Parker misses free throw 1 of 1,,79,68
245,3,10:35.0,,Defensive rebound by T. Chandler,79,68
246,3,10:25.0,,Shooting foul by T. Snell (drawn by D. Booker),79,68
247,3,10:25.0,,D. Booker makes free throw 1 of 2,79,69
248,3,10:25.0,,D. Booker makes free throw 2 of 2,79,70
249,3,10:06.0,T. Snell misses 2-pt jump shot from 20 ft,,79,70
250,3,10:05.0,Offensive rebound by J. Henson,,79,70
251,3,9:58.0,M. Dellavedova makes 2-pt jump shot from 23 ft,,81,70
252,3,9:38.0,,D. Booker misses 3-pt jump shot from 26 ft,81,70
253,3,9:37.0,Defensive rebound by G. Antetokounmpo,,81,70
254,3,9:29.0,J. Henson makes 2-pt hook shot from 9 ft (assist by G. Antetokounmpo),,83,70
255,3,9:29.0,,Phoenix full timeout,83,70
256,3,9:29.0,,P. Tucker enters the game for M. Chriss,83,70
257,3,9:22.0,,Personal foul by M. Dellavedova (drawn by E. Bledsoe),83,70
258,3,9:19.0,,Turnover by E. Bledsoe (traveling),83,70
259,3,9:09.0,Turnover by M. Dellavedova (bad pass; steal by P. Tucker),,83,70
260,3,9:03.0,,D. Booker misses 2-pt layup from 2 ft,83,70
261,3,9:03.0,,Offensive rebound by E. Bledsoe,83,70
262,3,8:52.0,,D. Booker misses 2-pt jump shot from 17 ft,83,70
263,3,8:50.0,Defensive rebound by J. Parker,,83,70
264,3,8:40.0,Turnover by G. Antetokounmpo (3 sec),,83,70
265,3,8:30.0,,T. Warren misses 3-pt jump shot from 23 ft,83,70
266,3,8:30.0,Defensive rebound by J. Henson,,83,70
267,3,8:13.0,M. Dellavedova misses 2-pt jump shot from 14 ft,,83,70
268,3,8:11.0,,Defensive rebound by P. Tucker,83,70
269,3,8:05.0,,T. Warren misses 2-pt layup from 1 ft,83,70
270,3,8:03.0,,Offensive rebound by P. Tucker,83,70
271,3,8:03.0,,P. Tucker misses 2-pt layup from 2 ft,83,70
272,3,8:01.0,Defensive rebound by J. Henson,,83,70
273,3,7:56.0,Turnover by J. Parker (traveling),,83,70
274,3,7:47.0,,D. Booker misses 2-pt jump shot from 12 ft,83,70
275,3,7:45.0,,Offensive rebound by T. Chandler,83,70
276,3,7:41.0,,T. Warren makes 2-pt jump shot from 4 ft (assist by T. Chandler),83,72
277,3,7:27.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,83,72
278,3,7:27.0,,Defensive rebound by E. Bledsoe,83,72
279,3,7:20.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,83,72
280,3,7:20.0,Defensive rebound by J. Parker,,83,72
281,3,7:07.0,J. Parker makes 2-pt dunk at rim (assist by T. Snell),,85,72
282,3,6:48.0,,Turnover by P. Tucker (traveling),85,72
283,3,6:48.0,G. Monroe enters the game for J. Henson,,85,72
284,3,6:34.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,85,72
285,3,6:33.0,,Defensive rebound by T. Chandler,85,72
286,3,6:25.0,,Personal foul by J. Parker (drawn by E. Bledsoe),85,72
287,3,6:25.0,,E. Bledsoe makes free throw 1 of 2,85,73
288,3,6:25.0,,M. Chriss enters the game for T. Chandler,85,73
289,3,6:25.0,,E. Bledsoe makes free throw 2 of 2,85,74
290,3,5:59.0,G. Monroe makes 2-pt layup from 1 ft,,87,74
291,3,5:37.0,,T. Warren makes 2-pt layup from 1 ft,87,76
292,3,5:11.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by J. Parker),,90,76
293,3,5:02.0,,Turnover by D. Booker (lost ball; steal by G. Monroe),90,76
294,3,5:02.0,Personal take foul by P. Tucker (drawn by G. Antetokounmpo),,90,76
295,3,4:45.0,Turnover by G. Antetokounmpo (bad pass; steal by P. Tucker),,90,76
296,3,4:40.0,,Turnover by E. Bledsoe (bad pass; steal by M. Dellavedova),90,76
297,3,4:35.0,J. Parker makes 2-pt dunk at rim (assist by M. Dellavedova),,92,76
298,3,4:34.0,,Phoenix full timeout,92,76
299,3,4:18.0,,M. Chriss misses 2-pt layup from 2 ft,92,76
300,3,4:16.0,Defensive rebound by G. Antetokounmpo,,92,76
301,3,4:04.0,Turnover by J. Parker (bad pass; steal by P. Tucker),,92,76
302,3,3:57.0,,D. Booker misses 2-pt layup from 2 ft (block by G. Antetokounmpo),92,76
303,3,3:57.0,,Offensive rebound by Team,92,76
304,3,3:48.0,,Shooting foul by G. Antetokounmpo (drawn by M. Chriss),92,76
305,3,3:48.0,,M. Chriss makes free throw 1 of 2,92,77
306,3,3:48.0,M. Teletović enters the game for G. Antetokounmpo,,92,77
307,3,3:48.0,,M. Chriss makes free throw 2 of 2,92,78
308,3,3:38.0,M. Dellavedova makes 2-pt layup from 2 ft,,94,78
309,3,3:15.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),94,81
310,3,2:55.0,G. Monroe makes 2-pt layup from 3 ft,,96,81
311,3,2:44.0,,M. Chriss misses 3-pt jump shot from 26 ft,96,81
312,3,2:44.0,Defensive rebound by G. Monroe,,96,81
313,3,2:37.0,M. Teletović misses 3-pt jump shot from 26 ft,,96,81
314,3,2:36.0,,Defensive rebound by Team,96,81
315,3,2:36.0,,Personal block foul by M. Dellavedova (drawn by D. Booker),96,81
316,3,2:36.0,,D. Booker makes free throw 1 of 2,96,82
317,3,2:36.0,,L. Barbosa enters the game for E. Bledsoe,96,82
318,3,2:36.0,J. Terry enters the game for T. Snell,,96,82
319,3,2:36.0,M. Brogdon enters the game for M. Dellavedova,,96,82
320,3,2:36.0,,D. Booker makes free throw 2 of 2,96,83
321,3,2:17.0,J. Terry misses 3-pt jump shot from 26 ft,,96,83
322,3,2:17.0,,Defensive rebound by Team,96,83
323,3,2:00.0,,Turnover by D. Booker (offensive foul),96,83
324,3,2:00.0,Offensive charge foul by D. Booker (drawn by G. Monroe),,96,83
325,3,1:43.0,G. Monroe makes 2-pt jump shot from 4 ft (assist by M. Brogdon),,98,83
326,3,1:43.0,Shooting foul by P. Tucker (drawn by G. Monroe),,98,83
327,3,1:43.0,G. Monroe makes free throw 1 of 1,,99,83
328,3,1:23.0,,T. Warren misses 2-pt jump shot from 16 ft,99,83
329,3,1:23.0,,Offensive rebound by M. Chriss,99,83
330,3,1:23.0,,M. Chriss misses 2-pt layup from 4 ft,99,83
331,3,1:20.0,,Offensive rebound by M. Chriss,99,83
332,3,1:20.0,,M. Chriss makes 2-pt layup at rim,99,85
333,3,1:02.0,Personal foul by M. Chriss (drawn by G. Monroe),,99,85
334,3,1:02.0,G. Monroe makes free throw 1 of 2,,100,85
335,3,1:02.0,G. Monroe makes free throw 2 of 2,,101,85
336,3,0:52.0,,Personal foul by G. Monroe (drawn by M. Chriss),101,85
337,3,0:52.0,,M. Chriss makes free throw 1 of 2,101,86
338,3,0:52.0,,M. Chriss misses free throw 2 of 2,101,86
339,3,0:52.0,Defensive rebound by G. Monroe,,101,86
340,3,0:34.0,M. Teletović misses 2-pt jump shot from 20 ft,,101,86
341,3,0:33.0,,Defensive rebound by T. Warren,101,86
342,3,0:18.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by T. Warren),101,89
343,3,0:00.0,M. Teletović misses 3-pt jump shot from 23 ft,,101,89
344,3,0:00.0,Offensive rebound by J. Parker,,101,89
345,4,11:49.0,G. Monroe makes 2-pt dunk at rim (assist by M. Teletović),,103,89
346,4,11:20.0,,L. Barbosa misses 2-pt jump shot from 19 ft (block by J. Terry),103,89
347,4,11:19.0,Defensive rebound by G. Antetokounmpo,,103,89
348,4,11:18.0,Shooting foul by T. Warren (drawn by G. Antetokounmpo),,103,89
349,4,11:18.0,G. Antetokounmpo makes free throw 1 of 2,,104,89
350,4,11:18.0,G. Antetokounmpo misses free throw 2 of 2,,104,89
351,4,11:17.0,,Defensive rebound by P. Tucker,104,89
352,4,11:04.0,,L. Barbosa misses 2-pt jump shot from 17 ft,104,89
353,4,11:03.0,,Offensive rebound by T. Warren,104,89
354,4,11:03.0,,T. Warren misses 2-pt layup at rim,104,89
355,4,10:59.0,,Offensive rebound by T. Warren,104,89
356,4,10:59.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by B. Knight),104,91
357,4,10:59.0,,Shooting foul by G. Monroe (drawn by M. Chriss),104,91
358,4,10:59.0,,M. Chriss makes free throw 1 of 1,104,92
359,4,10:37.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,106,92
360,4,10:31.0,,B. Knight misses 2-pt jump shot from 4 ft (block by M. Brogdon),106,92
361,4,10:30.0,Defensive rebound by M. Brogdon,,106,92
362,4,10:25.0,M. Teletović makes 2-pt layup from 1 ft (assist by M. Brogdon),,108,92
363,4,10:25.0,,Phoenix full timeout,108,92
364,4,10:25.0,,E. Bledsoe enters the game for M. Chriss,108,92
365,4,10:25.0,,T. Chandler enters the game for B. Knight,108,92
366,4,10:25.0,,D. Booker enters the game for L. Barbosa,108,92
367,4,10:12.0,,T. Warren misses 2-pt jump shot from 9 ft,108,92
368,4,10:12.0,Defensive rebound by G. Antetokounmpo,,108,92
369,4,10:04.0,M. Teletović misses 3-pt jump shot from 23 ft,,108,92
370,4,10:03.0,,Defensive rebound by E. Bledsoe,108,92
371,4,9:49.0,,Turnover by E. Bledsoe (bad pass; steal by M. Brogdon),108,92
372,4,9:44.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,108,92
373,4,9:43.0,Offensive rebound by M. Brogdon,,108,92
374,4,9:43.0,M. Brogdon makes 2-pt layup from 1 ft,,110,92
375,4,9:34.0,,Turnover by D. Booker (bad pass; steal by G. Monroe),110,92
