,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
385,4,5:31.0,Shooting foul by R. Rondo (drawn by A. Rivers),,96,81
386,4,5:31.0,A. Rivers misses free throw 1 of 2,,96,81
387,4,5:31.0,Offensive rebound by Team,,96,81
388,4,5:31.0,A. Rivers makes free throw 2 of 2,,97,81
389,4,5:17.0,,J. Butler makes 2-pt jump shot from 9 ft,97,83
390,4,5:02.0,Turnover by A. Rivers (lost ball; steal by N. Mirotić),,97,83
391,4,4:58.0,,D. Valentine makes 2-pt layup from 3 ft (assist by N. Mirotić),97,85
392,4,4:43.0,Personal foul by N. Mirotić (drawn by J. Crawford),,97,85
393,4,4:30.0,J. Crawford misses 2-pt layup from 2 ft,,97,85
394,4,4:29.0,,Defensive rebound by D. Wade,97,85
395,4,4:18.0,,N. Mirotić makes 2-pt hook shot from 7 ft (assist by R. Rondo),97,87
396,4,4:18.0,LA Clippers full timeout,,97,87
397,4,4:18.0,B. Griffin enters the game for A. Rivers,,97,87
398,4,4:18.0,D. Jordan enters the game for M. Speights,,97,87
399,4,4:18.0,L. Mbah a Moute enters the game for R. Felton,,97,87
400,4,4:18.0,C. Paul enters the game for W. Johnson,,97,87
401,4,3:56.0,B. Griffin makes 2-pt jump shot from 13 ft,,99,87
402,4,3:49.0,,Turnover by D. Wade (bad pass),99,87
403,4,3:26.0,J. Crawford makes 2-pt jump shot from 21 ft,,101,87
404,4,3:12.0,,N. Mirotić misses 3-pt jump shot from 27 ft,101,87
405,4,3:11.0,Defensive rebound by B. Griffin,,101,87
406,4,2:47.0,C. Paul misses 3-pt jump shot from 26 ft,,101,87
407,4,2:45.0,,Defensive rebound by D. Valentine,101,87
408,4,2:41.0,,D. Wade misses 2-pt jump shot from 9 ft,101,87
409,4,2:40.0,Defensive rebound by D. Jordan,,101,87
410,4,2:17.0,L. Mbah a Moute misses 2-pt jump shot from 21 ft,,101,87
411,4,2:16.0,,Defensive rebound by D. Valentine,101,87
412,4,1:58.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Butler),101,90
413,4,1:45.0,Turnover by B. Griffin (bad pass; steal by N. Mirotić),,101,90
414,4,1:41.0,,Turnover by R. Rondo (bad pass),101,90
415,4,1:41.0,,C. Payne enters the game for D. Wade,101,90
416,4,1:15.0,C. Paul misses 2-pt jump shot from 11 ft,,101,90
417,4,1:14.0,Offensive rebound by D. Jordan,,101,90
418,4,1:14.0,Turnover by D. Jordan (offensive goaltending),,101,90
419,4,1:02.0,,Shooting foul by D. Jordan (drawn by J. Butler),101,90
420,4,1:02.0,,J. Butler misses free throw 1 of 2,101,90
421,4,1:02.0,,Offensive rebound by Team,101,90
422,4,1:02.0,,J. Butler makes free throw 2 of 2,101,91
423,4,0:47.0,Personal foul by C. Payne (drawn by C. Paul),,101,91
424,4,0:47.0,,C. Felício enters the game for J. Butler,101,91
425,4,0:32.0,B. Griffin misses 3-pt jump shot from 25 ft,,101,91
426,4,0:31.0,,Defensive rebound by R. Rondo,101,91
427,4,0:20.0,,C. Payne misses 2-pt layup from 3 ft,101,91
428,4,0:19.0,Defensive rebound by D. Jordan,,101,91
