,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
0,1,11:48.0,,Turnover by D. Cousins (bad pass; steal by J. Murray),0,0
1,1,11:39.0,Turnover by J. Murray (bad pass; steal by T. Frazier),,0,0
2,1,11:34.0,,A. Davis makes 2-pt dunk at rim (assist by T. Frazier),0,2
3,1,11:17.0,D. Gallinari makes 2-pt jump shot from 15 ft,,2,2
4,1,10:53.0,,D. Cousins makes 2-pt jump shot from 5 ft,2,4
5,1,10:42.0,Turnover by J. Murray (bad pass),,2,4
6,1,10:36.0,,J. Holiday misses 2-pt jump shot from 16 ft,2,4
7,1,10:34.0,,Offensive rebound by Team,2,4
8,1,10:34.0,Loose ball foul by N. Jokić (drawn by A. Davis),,2,4
9,1,10:28.0,,A. Davis misses 2-pt jump shot from 13 ft,2,4
10,1,10:26.0,Defensive rebound by K. Faried,,2,4
11,1,10:11.0,D. Gallinari makes 2-pt jump shot from 20 ft,,4,4
12,1,9:59.0,,A. Davis misses 2-pt jump shot from 6 ft,4,4
13,1,9:58.0,Defensive rebound by D. Gallinari,,4,4
14,1,9:48.0,N. Jokić misses 2-pt layup from 2 ft,,4,4
15,1,9:47.0,Offensive rebound by N. Jokić,,4,4
16,1,9:46.0,N. Jokić makes 2-pt layup from 3 ft,,6,4
17,1,9:34.0,,D. Cousins makes 2-pt layup from 2 ft,6,6
18,1,9:10.0,G. Harris makes 2-pt jump shot from 15 ft (assist by J. Murray),,8,6
19,1,8:56.0,,J. Holiday makes 2-pt layup from 2 ft (assist by D. Cousins),8,8
20,1,8:45.0,N. Jokić makes 2-pt jump shot from 18 ft (assist by G. Harris),,10,8
21,1,8:32.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Holiday),10,11
22,1,8:09.0,J. Murray makes 3-pt jump shot from 23 ft (assist by K. Faried),,13,11
23,1,7:55.0,,T. Frazier makes 2-pt layup from 3 ft,13,13
24,1,7:53.0,Denver full timeout,,13,13
25,1,7:41.0,Shooting foul by S. Hill (drawn by D. Gallinari),,13,13
26,1,7:41.0,D. Gallinari makes free throw 1 of 2,,14,13
27,1,7:41.0,D. Gallinari makes free throw 2 of 2,,15,13
28,1,7:31.0,,D. Cousins misses 2-pt jump shot from 8 ft (block by K. Faried),15,13
29,1,7:30.0,,Offensive rebound by Team,15,13
30,1,7:21.0,,T. Frazier misses 2-pt jump shot from 19 ft,15,13
31,1,7:19.0,,Offensive rebound by D. Cousins,15,13
32,1,7:19.0,Loose ball foul by K. Faried (drawn by D. Cousins),,15,13
33,1,7:10.0,,S. Hill misses 2-pt layup from 2 ft,15,13
34,1,7:09.0,Defensive rebound by N. Jokić,,15,13
35,1,7:05.0,D. Gallinari misses 3-pt jump shot from 25 ft,,15,13
36,1,7:03.0,,Defensive rebound by T. Frazier,15,13
37,1,6:54.0,,D. Cousins misses 3-pt jump shot from 25 ft,15,13
38,1,6:52.0,Defensive rebound by K. Faried,,15,13
