,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
99,1,0:30.0,,T. Douglas misses 2-pt jump shot from 17 ft,27,23
100,1,0:29.0,Defensive rebound by D. Booker,,27,23
101,1,0:06.0,Offensive foul by A. Williams (drawn by M. Conley),,27,23
102,1,0:06.0,Turnover by A. Williams (offensive foul),,27,23
103,1,0:01.0,,M. Conley makes 2-pt jump shot from 16 ft,27,25
104,2,11:42.0,J. Dudley misses 3-pt jump shot from 25 ft,,27,25
105,2,11:41.0,,Defensive rebound by T. Douglas,27,25
106,2,11:21.0,,Z. Randolph misses 3-pt jump shot from 23 ft,27,25
107,2,11:21.0,Defensive rebound by D. Jones,,27,25
108,2,10:59.0,T. Ulis makes 2-pt jump shot from 10 ft,,29,25
109,2,10:43.0,,B. Wright misses 2-pt jump shot from 12 ft,29,25
110,2,10:40.0,,Offensive rebound by B. Wright,29,25
111,2,10:40.0,,B. Wright makes 2-pt dunk at rim,29,27
112,2,10:28.0,J. Dudley misses 3-pt jump shot from 27 ft,,29,27
113,2,10:26.0,,Defensive rebound by J. Ennis,29,27
114,2,10:21.0,,Shooting foul by D. Jones (drawn by J. Ennis),29,27
115,2,10:21.0,,J. Ennis misses free throw 1 of 2,29,27
116,2,10:21.0,,Offensive rebound by Team,29,27
117,2,10:21.0,,T. Daniels enters the game for T. Douglas,29,27
118,2,10:21.0,,J. Ennis makes free throw 2 of 2,29,28
119,2,10:09.0,L. Barbosa makes 2-pt jump shot from 9 ft,,31,28
120,2,9:49.0,,Z. Randolph makes 2-pt jump shot from 17 ft (assist by M. Conley),31,30
121,2,9:34.0,L. Barbosa misses 2-pt layup from 1 ft,,31,30
122,2,9:31.0,,Defensive rebound by B. Wright,31,30
123,2,9:18.0,,Personal foul by J. Dudley (drawn by Z. Randolph),31,30
124,2,9:08.0,,Personal foul by T. Ulis (drawn by M. Conley),31,30
125,2,9:00.0,,Shooting foul by D. Jones (drawn by J. Ennis),31,30
126,2,9:00.0,,J. Ennis makes free throw 1 of 2,31,31
127,2,9:00.0,,J. Ennis makes free throw 2 of 2,31,32
128,2,8:49.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by T. Ulis),,34,32
129,2,8:34.0,,Turnover by Z. Randolph (traveling),34,32
130,2,8:34.0,Phoenix full timeout,,34,32
131,2,8:23.0,A. Williams misses 2-pt layup from 2 ft (block by J. Ennis),,34,32
132,2,8:20.0,,Defensive rebound by Z. Randolph,34,32
133,2,8:09.0,,Z. Randolph makes 2-pt hook shot from 7 ft,34,34
134,2,8:02.0,L. Barbosa makes 2-pt layup from 1 ft (assist by T. Ulis),,36,34
135,2,7:37.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by J. Ennis),36,37
136,2,7:17.0,D. Jones makes 2-pt layup from 2 ft (assist by J. Dudley),,38,37
137,2,6:54.0,,B. Wright misses 2-pt layup from 1 ft,38,37
138,2,6:54.0,,Offensive rebound by B. Wright,38,37
139,2,6:54.0,,Shooting foul by L. Barbosa (drawn by B. Wright),38,37
140,2,6:54.0,,B. Wright misses free throw 1 of 2,38,37
141,2,6:54.0,,Offensive rebound by Team,38,37
142,2,6:54.0,,Violation by Team (jump ball),38,37
143,2,6:54.0,,C. Parsons enters the game for J. Ennis,38,37
144,2,6:54.0,,T. Allen enters the game for Z. Randolph,38,37
145,2,6:54.0,,B. Wright makes free throw 2 of 2,38,38
146,2,6:36.0,L. Barbosa misses 3-pt jump shot from 24 ft,,38,38
147,2,6:35.0,Offensive rebound by A. Williams,,38,38
148,2,6:35.0,,Loose ball foul by B. Wright (drawn by A. Williams),38,38
149,2,6:35.0,,M. Gasol enters the game for B. Wright,38,38
150,2,6:35.0,,T. Douglas enters the game for M. Conley,38,38
151,2,6:31.0,Shooting foul by T. Douglas (drawn by T. Ulis),,38,38
152,2,6:31.0,T. Ulis makes free throw 1 of 2,,39,38
153,2,6:31.0,T. Ulis makes free throw 2 of 2,,40,38
154,2,6:20.0,,T. Daniels misses 2-pt jump shot from 10 ft,40,38
155,2,6:18.0,Defensive rebound by D. Jones,,40,38
156,2,6:12.0,A. Williams makes 2-pt jump shot from 11 ft (assist by T. Ulis),,42,38
157,2,5:51.0,,C. Parsons misses 2-pt jump shot from 7 ft,42,38
158,2,5:51.0,Defensive rebound by Team,,42,38
159,2,5:51.0,,Memphis full timeout,42,38
160,2,5:51.0,,J. Green enters the game for T. Daniels,42,38
161,2,5:32.0,J. Dudley makes 2-pt jump shot from 12 ft (assist by A. Williams),,44,38
162,2,5:17.0,,M. Gasol makes 2-pt hook shot from 10 ft,44,40
163,2,4:59.0,A. Williams makes 2-pt jump shot from 7 ft (assist by T. Ulis),,46,40
164,2,4:57.0,,Memphis full timeout,46,40
165,2,4:46.0,,Turnover by C. Parsons (bad pass; steal by T. Ulis),46,40
166,2,4:41.0,D. Jones makes 2-pt dunk at rim (assist by T. Ulis),,48,40
167,2,4:32.0,,Personal foul by L. Barbosa (drawn by T. Allen),48,40
168,2,4:32.0,,T. Allen makes free throw 1 of 2,48,41
169,2,4:32.0,,T. Allen misses free throw 2 of 2,48,41
170,2,4:32.0,,M. Conley enters the game for T. Douglas,48,41
171,2,4:31.0,Defensive rebound by A. Williams,,48,41
172,2,4:19.0,Turnover by L. Barbosa (bad pass; steal by C. Parsons),,48,41
173,2,4:11.0,,M. Gasol misses 2-pt jump shot from 11 ft (block by J. Dudley),48,41
174,2,4:10.0,,Offensive rebound by M. Gasol,48,41
175,2,4:04.0,,M. Gasol makes 2-pt hook shot from 6 ft,48,43
176,2,3:55.0,Turnover by L. Barbosa (bad pass; steal by T. Allen),,48,43
177,2,3:51.0,,Turnover by T. Allen (lost ball),48,43
178,2,3:51.0,E. Bledsoe enters the game for T. Ulis,,48,43
179,2,3:51.0,D. Booker enters the game for D. Jones,,48,43
180,2,3:40.0,Shooting foul by C. Parsons (drawn by A. Williams),,48,43
181,2,3:40.0,A. Williams misses free throw 1 of 2,,48,43
182,2,3:40.0,Offensive rebound by Team,,48,43
183,2,3:40.0,A. Williams makes free throw 2 of 2,,49,43
184,2,3:30.0,,J. Green makes 2-pt jump shot from 15 ft (assist by M. Conley),49,45
185,2,3:13.0,Turnover by J. Dudley (bad pass; steal by M. Gasol),,49,45
186,2,3:06.0,,M. Conley makes 3-pt jump shot from 25 ft,49,48
187,2,3:05.0,Phoenix full timeout,,49,48
188,2,3:05.0,T. Warren enters the game for A. Williams,,49,48
189,2,3:05.0,A. Len enters the game for L. Barbosa,,49,48
190,2,3:05.0,M. Chriss enters the game for J. Dudley,,49,48
191,2,2:48.0,Personal foul by M. Conley (drawn by E. Bledsoe),,49,48
192,2,2:40.0,E. Bledsoe makes 2-pt jump shot from 5 ft,,51,48
193,2,2:22.0,,M. Gasol misses 2-pt jump shot from 13 ft,51,48
194,2,2:21.0,Defensive rebound by A. Len,,51,48
195,2,2:13.0,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,54,48
196,2,1:49.0,,M. Conley misses 3-pt jump shot from 25 ft,54,48
197,2,1:49.0,Defensive rebound by E. Bledsoe,,54,48
198,2,1:36.0,T. Warren misses 3-pt jump shot from 23 ft,,54,48
199,2,1:36.0,,Defensive rebound by T. Allen,54,48
200,2,1:28.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Conley),54,50
201,2,1:08.0,M. Chriss misses 3-pt jump shot from 25 ft,,54,50
202,2,1:08.0,,Defensive rebound by J. Green,54,50
203,2,0:53.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by M. Conley),54,53
204,2,0:53.0,Phoenix full timeout,,54,53
205,2,0:53.0,,T. Douglas enters the game for M. Conley,54,53
206,2,0:34.0,A. Len misses 2-pt dunk at rim,,54,53
207,2,0:32.0,Offensive rebound by Team,,54,53
208,2,0:32.0,,Loose ball foul by M. Gasol (drawn by A. Len),54,53
209,2,0:32.0,A. Len makes free throw 1 of 2,,55,53
210,2,0:32.0,,M. Conley enters the game for T. Douglas,55,53
211,2,0:32.0,,Z. Randolph enters the game for J. Green,55,53
212,2,0:32.0,,T. Daniels enters the game for T. Allen,55,53
213,2,0:32.0,A. Len makes free throw 2 of 2,,56,53
214,2,0:09.0,,M. Gasol makes 2-pt jump shot from 4 ft,56,55
215,2,0:03.0,Turnover by E. Bledsoe (bad pass),,56,55
216,2,0:00.0,,T. Daniels misses 3-pt jump shot from 49 ft,56,55
217,2,0:00.0,,Offensive rebound by Team,56,55
218,3,11:36.0,Turnover by Team (shot clock),,56,55
219,3,11:26.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Green),56,58
220,3,11:08.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,56,58
221,3,11:08.0,Offensive rebound by Team,,56,58
222,3,11:08.0,,Loose ball foul by C. Parsons (drawn by A. Len),56,58
223,3,11:02.0,D. Booker misses 2-pt jump shot from 17 ft,,56,58
224,3,10:59.0,,Defensive rebound by J. Green,56,58
225,3,10:48.0,,T. Allen makes 2-pt jump shot from 6 ft (assist by M. Gasol),56,60
226,3,10:46.0,Phoenix full timeout,,56,60
227,3,10:35.0,T. Warren misses 2-pt jump shot from 6 ft,,56,60
228,3,10:33.0,Offensive rebound by T. Warren,,56,60
229,3,10:30.0,T. Warren makes 2-pt jump shot from 5 ft,,58,60
230,3,10:13.0,,M. Conley misses 2-pt layup from 2 ft (block by E. Bledsoe),58,60
231,3,10:10.0,,Offensive rebound by Team,58,60
232,3,10:03.0,,C. Parsons misses 3-pt jump shot from 27 ft,58,60
233,3,10:03.0,Defensive rebound by A. Len,,58,60
234,3,9:57.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,61,60
235,3,9:57.0,,Loose ball foul by C. Parsons (drawn by M. Chriss),61,60
236,3,9:57.0,M. Chriss makes free throw 1 of 1,,62,60
237,3,9:39.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),62,62
238,3,9:20.0,M. Chriss misses 3-pt jump shot from 26 ft,,62,62
239,3,9:19.0,,Defensive rebound by T. Allen,62,62
240,3,9:14.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),62,65
241,3,8:48.0,A. Len makes 2-pt jump shot from 13 ft,,64,65
242,3,8:30.0,,M. Conley makes 2-pt layup from 1 ft,64,67
243,3,8:19.0,M. Chriss misses 2-pt layup from 1 ft,,64,67
244,3,8:18.0,Offensive rebound by M. Chriss,,64,67
245,3,8:18.0,M. Chriss makes 2-pt layup from 1 ft,,66,67
246,3,8:01.0,,M. Conley makes 2-pt layup at rim,66,69
247,3,7:49.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,66,69
248,3,7:46.0,,Defensive rebound by M. Gasol,66,69
249,3,7:40.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),66,72
250,3,7:37.0,Phoenix full timeout,,66,72
251,3,7:37.0,A. Williams enters the game for A. Len,,66,72
252,3,7:20.0,E. Bledsoe makes 2-pt layup from 1 ft,,68,72
253,3,7:03.0,,Personal foul by A. Williams (drawn by M. Gasol),68,72
254,3,6:52.0,,T. Allen misses 2-pt layup from 2 ft (block by D. Booker),68,72
255,3,6:51.0,Defensive rebound by D. Booker,,68,72
256,3,6:51.0,Personal take foul by T. Allen (drawn by D. Booker),,68,72
257,3,6:41.0,E. Bledsoe makes 2-pt layup from 2 ft,,70,72
258,3,6:25.0,,Shooting foul by A. Williams (drawn by M. Gasol),70,72
259,3,6:25.0,,M. Gasol makes free throw 1 of 2,70,73
260,3,6:25.0,,M. Gasol makes free throw 2 of 2,70,74
261,3,6:12.0,Shooting foul by J. Green (drawn by T. Warren),,70,74
262,3,6:12.0,T. Warren misses free throw 1 of 2,,70,74
263,3,6:12.0,Offensive rebound by Team,,70,74
264,3,6:12.0,T. Warren makes free throw 2 of 2,,71,74
265,3,5:57.0,,M. Conley makes 2-pt layup from 3 ft (assist by M. Gasol),71,76
266,3,5:44.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by A. Williams),,74,76
267,3,5:26.0,,J. Green makes 2-pt layup from 1 ft (assist by T. Allen),74,78
268,3,5:07.0,M. Chriss misses 2-pt jump shot from 18 ft,,74,78
269,3,5:06.0,Offensive rebound by Team,,74,78
270,3,5:06.0,Personal foul by C. Parsons (drawn by M. Chriss),,74,78
271,3,5:06.0,M. Chriss misses free throw 1 of 2,,74,78
272,3,5:06.0,Offensive rebound by Team,,74,78
273,3,5:06.0,,J. Ennis enters the game for C. Parsons,74,78
274,3,5:06.0,,T. Douglas enters the game for M. Conley,74,78
275,3,5:06.0,,Z. Randolph enters the game for J. Green,74,78
276,3,5:06.0,M. Chriss makes free throw 2 of 2,,75,78
277,3,4:54.0,,Z. Randolph misses 2-pt layup from 1 ft,75,78
278,3,4:54.0,,Offensive rebound by Team,75,78
279,3,4:48.0,,T. Douglas makes 2-pt layup at rim,75,80
280,3,4:30.0,T. Warren makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),,77,80
281,3,4:17.0,,T. Douglas misses 3-pt jump shot from 25 ft,77,80
282,3,4:16.0,Defensive rebound by T. Warren,,77,80
283,3,4:04.0,D. Booker misses 2-pt jump shot from 18 ft,,77,80
284,3,4:03.0,Offensive rebound by A. Williams,,77,80
285,3,4:01.0,A. Williams makes 2-pt layup from 3 ft,,79,80
286,3,3:40.0,,J. Ennis misses 2-pt jump shot from 21 ft,79,80
287,3,3:40.0,,Offensive rebound by Z. Randolph,79,80
288,3,3:40.0,,Z. Randolph misses 2-pt layup from 1 ft (block by A. Williams),79,80
289,3,3:36.0,Defensive rebound by E. Bledsoe,,79,80
290,3,3:34.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,79,80
291,3,3:32.0,,Defensive rebound by Team,79,80
292,3,3:32.0,,B. Wright enters the game for M. Gasol,79,80
293,3,3:32.0,,M. Conley enters the game for T. Allen,79,80
294,3,3:10.0,,Z. Randolph makes 2-pt layup from 1 ft,79,82
295,3,3:02.0,L. Barbosa enters the game for E. Bledsoe,,79,82
296,3,2:50.0,Turnover by D. Booker (bad pass),,79,82
297,3,2:50.0,,Memphis full timeout,79,82
298,3,2:50.0,J. Dudley enters the game for M. Chriss,,79,82
299,3,2:50.0,T. Ulis enters the game for D. Booker,,79,82
300,3,2:31.0,,Shooting foul by T. Ulis (drawn by Z. Randolph),79,82
301,3,2:31.0,,Z. Randolph makes free throw 1 of 2,79,83
302,3,2:31.0,,Z. Randolph makes free throw 2 of 2,79,84
303,3,2:23.0,Personal foul by M. Conley (drawn by L. Barbosa),,79,84
304,3,2:23.0,L. Barbosa makes free throw 1 of 2,,80,84
305,3,2:23.0,L. Barbosa makes free throw 2 of 2,,81,84
306,3,2:11.0,,B. Wright makes 2-pt jump shot from 10 ft (assist by M. Conley),81,86
307,3,1:55.0,Turnover by L. Barbosa (lost ball; steal by Z. Randolph),,81,86
308,3,1:52.0,,Shooting foul by J. Dudley (drawn by J. Ennis),81,86
309,3,1:52.0,,J. Ennis makes free throw 1 of 2,81,87
310,3,1:52.0,,J. Ennis makes free throw 2 of 2,81,88
311,3,1:38.0,Turnover by A. Williams (3 sec),,81,88
312,3,1:18.0,,Z. Randolph makes 2-pt jump shot from 16 ft,81,90
313,3,1:04.0,Shooting foul by T. Douglas (drawn by J. Dudley),,81,90
314,3,1:04.0,J. Dudley makes free throw 1 of 2,,82,90
315,3,1:04.0,J. Dudley makes free throw 2 of 2,,83,90
316,3,0:52.0,,J. Ennis misses 2-pt layup from 1 ft (block by A. Williams),83,90
317,3,0:50.0,,Offensive rebound by Z. Randolph,83,90
318,3,0:50.0,,Z. Randolph makes 2-pt layup at rim,83,92
319,3,0:41.0,T. Ulis misses 2-pt jump shot from 12 ft,,83,92
320,3,0:39.0,,Defensive rebound by Z. Randolph,83,92
321,3,0:33.0,,Shooting foul by T. Ulis (drawn by M. Conley),83,92
322,3,0:33.0,,M. Conley misses free throw 1 of 2,83,92
323,3,0:33.0,,Offensive rebound by Team,83,92
324,3,0:33.0,D. Booker enters the game for T. Ulis,,83,92
325,3,0:33.0,E. Bledsoe enters the game for A. Williams,,83,92
326,3,0:33.0,,M. Conley makes free throw 2 of 2,83,93
327,3,0:24.0,L. Barbosa makes 2-pt layup from 1 ft,,85,93
328,3,0:01.0,,M. Conley misses 3-pt jump shot from 26 ft,85,93
329,3,0:00.0,Defensive rebound by J. Dudley,,85,93
330,4,11:40.0,,B. Wright makes 2-pt layup from 1 ft (assist by Z. Randolph),85,95
331,4,11:32.0,Personal foul by J. Ennis (drawn by D. Booker),,85,95
332,4,11:18.0,D. Booker misses 3-pt jump shot from 25 ft,,85,95
333,4,11:17.0,,Defensive rebound by T. Douglas,85,95
334,4,11:02.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by Z. Randolph),85,98
335,4,11:01.0,Phoenix full timeout,,85,98
336,4,11:01.0,M. Chriss enters the game for A. Williams,,85,98
337,4,11:01.0,E. Bledsoe enters the game for T. Ulis,,85,98
338,4,11:01.0,A. Len enters the game for L. Barbosa,,85,98
339,4,11:01.0,T. Warren enters the game for J. Dudley,,85,98
340,4,10:43.0,D. Booker misses 2-pt layup from 1 ft,,85,98
341,4,10:41.0,,Defensive rebound by Z. Randolph,85,98
342,4,10:29.0,,Turnover by T. Douglas (bad pass; steal by E. Bledsoe),85,98
343,4,10:24.0,,Offensive charge foul by D. Booker (drawn by J. Ennis),85,98
344,4,10:24.0,Turnover by D. Booker (offensive foul),,85,98
345,4,10:24.0,,T. Daniels enters the game for T. Douglas,85,98
346,4,10:12.0,,J. Ennis misses 3-pt jump shot from 26 ft,85,98
347,4,10:11.0,,Offensive rebound by B. Wright,85,98
348,4,10:07.0,,Z. Randolph makes 2-pt dunk at rim (assist by B. Wright),85,100
349,4,9:47.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,85,100
350,4,9:45.0,Offensive rebound by A. Len,,85,100
351,4,9:45.0,Shooting foul by T. Daniels (drawn by A. Len),,85,100
352,4,9:45.0,A. Len makes free throw 1 of 2,,86,100
353,4,9:45.0,A. Len makes free throw 2 of 2,,87,100
354,4,9:34.0,,T. Daniels misses 3-pt jump shot from 27 ft,87,100
355,4,9:34.0,Defensive rebound by M. Chriss,,87,100
356,4,9:29.0,Personal foul by J. Ennis (drawn by E. Bledsoe),,87,100
357,4,9:20.0,D. Booker misses 2-pt jump shot from 11 ft,,87,100
358,4,9:20.0,,Defensive rebound by B. Wright,87,100
359,4,9:20.0,Loose ball foul by M. Chriss (drawn by B. Wright),,87,100
360,4,9:05.0,,M. Conley makes 2-pt layup from 1 ft,87,102
361,4,8:58.0,T. Warren makes 2-pt layup from 1 ft (assist by E. Bledsoe),,89,102
362,4,8:39.0,,Z. Randolph makes 2-pt layup at rim,89,104
363,4,8:26.0,E. Bledsoe misses 2-pt layup from 2 ft,,89,104
364,4,8:23.0,Offensive rebound by T. Warren,,89,104
365,4,8:23.0,T. Warren makes 2-pt layup from 1 ft,,91,104
366,4,8:01.0,,Shooting foul by T. Warren (drawn by M. Conley),91,104
367,4,8:01.0,,M. Conley makes free throw 1 of 3,91,105
368,4,8:01.0,,M. Conley makes free throw 2 of 3,91,106
369,4,8:01.0,,M. Gasol enters the game for B. Wright,91,106
370,4,8:01.0,,T. Allen enters the game for J. Ennis,91,106
371,4,8:01.0,,M. Conley makes free throw 3 of 3,91,107
372,4,7:46.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,91,107
373,4,7:44.0,,Defensive rebound by Z. Randolph,91,107
374,4,7:24.0,,Z. Randolph misses 2-pt jump shot from 16 ft,91,107
375,4,7:21.0,,Offensive rebound by T. Allen,91,107
376,4,7:21.0,,T. Allen makes 2-pt layup at rim,91,109
377,4,7:09.0,T. Warren makes 2-pt jump shot from 6 ft,,93,109
378,4,6:50.0,,M. Gasol misses 2-pt hook shot from 5 ft,93,109
379,4,6:49.0,,Offensive rebound by Z. Randolph,93,109
380,4,6:35.0,,M. Conley makes 3-pt jump shot from 25 ft,93,112
381,4,6:23.0,Def 3 sec tech foul by M. Gasol,,93,112
382,4,6:23.0,E. Bledsoe makes technical free throw,,94,112
383,4,6:17.0,M. Chriss makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),,96,112
384,4,6:01.0,,M. Conley misses 2-pt jump shot from 19 ft,96,112
385,4,6:01.0,Defensive rebound by T. Warren,,96,112
386,4,5:49.0,Turnover by A. Len (bad pass),,96,112
387,4,5:49.0,,Memphis full timeout,96,112
388,4,5:49.0,,T. Douglas enters the game for T. Daniels,96,112
389,4,5:28.0,,Turnover by Z. Randolph (bad pass; steal by T. Warren),96,112
