,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
89,1,0:29.0,Offensive rebound by Team,,28,14
90,1,0:29.0,K. Humphries misses free throw 2 of 2,,28,14
91,1,0:29.0,,Defensive rebound by A. Tolliver,28,14
92,1,0:29.0,M. Muscala enters the game for P. Millsap,,28,14
93,1,0:10.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by M. Barnes),28,17
94,1,0:02.0,M. Delaney misses 3-pt jump shot from 25 ft,,28,17
95,1,0:01.0,,Defensive rebound by M. Barnes,28,17
96,2,11:50.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by M. Delaney),,31,17
97,2,11:34.0,,M. Richardson makes 3-pt jump shot from 24 ft (assist by A. Afflalo),31,20
98,2,11:16.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by M. Muscala),,34,20
99,2,10:52.0,,Def 3 sec tech foul by M. Muscala,34,20
100,2,10:52.0,,A. Afflalo makes technical free throw,34,21
101,2,10:44.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),34,24
102,2,10:18.0,K. Humphries makes 2-pt jump shot from 20 ft (assist by M. Delaney),,36,24
103,2,10:02.0,,W. Cauley-Stein misses 2-pt jump shot from 5 ft,36,24
104,2,9:59.0,Defensive rebound by K. Humphries,,36,24
105,2,9:36.0,M. Delaney makes 2-pt layup from 3 ft,,38,24
106,2,9:24.0,,W. Cauley-Stein makes 2-pt layup from 5 ft,38,26
107,2,9:24.0,,Shooting block foul by M. Delaney (drawn by W. Cauley-Stein),38,26
108,2,9:24.0,,W. Cauley-Stein makes free throw 1 of 1,38,27
109,2,9:13.0,Personal foul by M. Barnes (drawn by K. Humphries),,38,27
110,2,9:06.0,Turnover by D. Bembry (bad pass; steal by M. Barnes),,38,27
111,2,9:05.0,,Personal foul by M. Dunleavy (drawn by M. Barnes),38,27
112,2,9:05.0,,Technical foul by M. Barnes,38,27
113,2,9:05.0,M. Delaney makes technical free throw,,39,27
114,2,9:05.0,,Violation by Team (jump ball),39,27
115,2,9:05.0,,D. Collison enters the game for M. Barnes,39,27
116,2,8:44.0,,A. Tolliver misses 3-pt jump shot from 30 ft,39,27
117,2,8:43.0,Defensive rebound by K. Humphries,,39,27
118,2,8:22.0,M. Delaney misses 2-pt jump shot from 15 ft,,39,27
119,2,8:22.0,Offensive rebound by Team,,39,27
120,2,8:22.0,,Loose ball foul by D. Collison (drawn by M. Muscala),39,27
121,2,8:22.0,Official timeout,,39,27
122,2,8:22.0,D. Howard enters the game for D. Bembry,,39,27
123,2,8:22.0,K. Bazemore enters the game for K. Humphries,,39,27
124,2,8:15.0,M. Dunleavy misses 2-pt jump shot from 20 ft,,39,27
125,2,8:14.0,,Defensive rebound by W. Cauley-Stein,39,27
126,2,7:58.0,,A. Afflalo makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),39,29
127,2,7:42.0,M. Delaney misses 2-pt jump shot from 19 ft,,39,29
128,2,7:41.0,,Defensive rebound by A. Afflalo,39,29
129,2,7:30.0,,A. Afflalo misses 2-pt jump shot from 15 ft,39,29
130,2,7:29.0,Defensive rebound by D. Howard,,39,29
131,2,7:12.0,K. Bazemore makes 2-pt jump shot from 18 ft,,41,29
132,2,6:51.0,,Personal foul by D. Howard (drawn by M. Richardson),41,29
133,2,6:51.0,T. Hardaway enters the game for M. Dunleavy,,41,29
134,2,6:48.0,,Personal foul by M. Delaney (drawn by D. Collison),41,29
135,2,6:39.0,,W. Cauley-Stein misses 2-pt jump shot from 7 ft,41,29
136,2,6:38.0,Defensive rebound by D. Howard,,41,29
137,2,6:32.0,T. Hardaway misses 3-pt jump shot from 23 ft,,41,29
138,2,6:32.0,,Defensive rebound by W. Cauley-Stein,41,29
139,2,6:16.0,P. Millsap enters the game for M. Delaney,,41,29
140,2,6:16.0,D. Schröder enters the game for M. Muscala,,41,29
141,2,6:16.0,,D. Cousins enters the game for A. Afflalo,41,29
142,2,6:16.0,,B. McLemore enters the game for W. Cauley-Stein,41,29
143,2,6:13.0,,Turnover by A. Tolliver (back court),41,29
144,2,6:08.0,K. Bazemore misses 3-pt jump shot from 23 ft,,41,29
145,2,6:07.0,Offensive rebound by D. Howard,,41,29
146,2,6:04.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,44,29
147,2,6:04.0,,Sacramento full timeout,44,29
148,2,6:04.0,,Technical foul by Team,44,29
149,2,6:04.0,D. Schröder makes technical free throw,,45,29
150,2,5:55.0,,Offensive foul by D. Cousins (drawn by D. Schröder),45,29
151,2,5:55.0,,Turnover by D. Cousins (offensive foul),45,29
152,2,5:43.0,Turnover by D. Schröder (lost ball; steal by B. McLemore),,45,29
153,2,5:30.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),45,32
154,2,5:10.0,P. Millsap misses 3-pt jump shot from 25 ft,,45,32
155,2,5:09.0,,Defensive rebound by D. Cousins,45,32
156,2,4:56.0,,Shooting foul by D. Howard (drawn by D. Cousins),45,32
157,2,4:56.0,,D. Cousins makes free throw 1 of 2,45,33
158,2,4:56.0,,D. Cousins misses free throw 2 of 2,45,33
159,2,4:55.0,Defensive rebound by D. Howard,,45,33
160,2,4:41.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,47,33
161,2,4:23.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by M. Richardson),47,36
162,2,4:07.0,T. Hardaway misses 3-pt jump shot from 26 ft,,47,36
163,2,4:06.0,,Defensive rebound by D. Cousins,47,36
164,2,3:58.0,,B. McLemore misses 3-pt jump shot from 25 ft,47,36
165,2,3:57.0,Defensive rebound by Team,,47,36
166,2,3:57.0,,Loose ball foul by A. Tolliver (drawn by D. Howard),47,36
167,2,3:57.0,,A. Afflalo enters the game for A. Tolliver,47,36
168,2,3:57.0,,M. Barnes enters the game for M. Richardson,47,36
169,2,3:45.0,P. Millsap makes 2-pt jump shot from 13 ft,,49,36
170,2,3:38.0,,Turnover by D. Collison (step out of bounds),49,36
171,2,3:25.0,K. Bazemore misses 3-pt jump shot from 25 ft,,49,36
172,2,3:24.0,,Defensive rebound by D. Cousins,49,36
173,2,3:17.0,,D. Cousins misses 2-pt layup from 2 ft (block by K. Bazemore),49,36
174,2,3:15.0,Defensive rebound by D. Howard,,49,36
175,2,3:14.0,Shooting foul by B. McLemore (drawn by T. Hardaway),,49,36
176,2,3:14.0,T. Hardaway makes free throw 1 of 2,,50,36
177,2,3:14.0,K. Humphries enters the game for D. Howard,,50,36
178,2,3:14.0,T. Hardaway makes free throw 2 of 2,,51,36
179,2,2:58.0,,Shooting foul by K. Bazemore (drawn by D. Collison),51,36
180,2,2:58.0,Atlanta full timeout,,51,36
181,2,2:58.0,,D. Collison makes free throw 1 of 2,51,37
182,2,2:58.0,D. Howard enters the game for K. Humphries,,51,36
183,2,2:58.0,,D. Collison misses free throw 2 of 2,51,37
184,2,2:57.0,,Offensive rebound by D. Cousins,51,37
185,2,2:57.0,,Shooting foul by P. Millsap (drawn by D. Cousins),51,37
186,2,2:57.0,,D. Cousins makes free throw 1 of 2,51,38
187,2,2:57.0,,D. Cousins misses free throw 2 of 2,51,38
188,2,2:55.0,Defensive rebound by D. Howard,,51,38
189,2,2:37.0,D. Howard misses 2-pt jump shot from 6 ft,,51,38
190,2,2:36.0,,Defensive rebound by D. Collison,51,38
191,2,2:29.0,,M. Barnes misses 3-pt jump shot from 25 ft,51,38
192,2,2:27.0,Defensive rebound by D. Howard,,51,38
193,2,2:10.0,T. Hardaway makes 2-pt dunk at rim (assist by P. Millsap),,53,38
194,2,1:49.0,,Turnover by D. Cousins (lost ball),53,38
195,2,1:42.0,Offensive foul by T. Hardaway (drawn by D. Collison),,53,38
196,2,1:42.0,Turnover by T. Hardaway (offensive foul),,53,38
197,2,1:31.0,,D. Collison makes 2-pt layup from 4 ft (assist by D. Cousins),53,40
198,2,1:16.0,D. Schröder makes 3-pt jump shot from 25 ft,,56,40
199,2,1:00.0,,M. Barnes misses 3-pt jump shot from 25 ft,56,40
200,2,0:59.0,Defensive rebound by D. Howard,,56,40
201,2,0:42.0,T. Hardaway makes 2-pt jump shot from 19 ft,,58,40
202,2,0:36.0,,Shooting foul by T. Hardaway (drawn by D. Cousins),58,40
203,2,0:36.0,,D. Cousins misses free throw 1 of 2,58,40
204,2,0:36.0,,Offensive rebound by Team,58,40
205,2,0:36.0,,D. Cousins misses free throw 2 of 2,58,40
206,2,0:36.0,Defensive rebound by M. Muscala,,58,40
207,2,0:36.0,M. Muscala enters the game for D. Howard,,58,40
208,2,0:30.0,Personal foul by D. Collison (drawn by D. Schröder),,58,40
209,2,0:30.0,D. Schröder makes free throw 1 of 2,,59,40
210,2,0:30.0,D. Schröder misses free throw 2 of 2,,59,40
211,2,0:30.0,D. Bembry enters the game for T. Hardaway,,59,40
212,2,0:28.0,,Defensive rebound by D. Cousins,59,40
213,2,0:06.0,,M. Barnes makes 3-pt jump shot from 22 ft (assist by D. Cousins),59,43
214,2,0:02.0,Turnover by D. Schröder (bad pass; steal by M. Barnes),,59,43
215,2,0:00.0,,D. Collison misses 3-pt jump shot from 25 ft,59,43
216,2,0:00.0,,Offensive rebound by Team,59,43
217,3,11:46.0,T. Hardaway misses 3-pt jump shot from 24 ft,,59,43
218,3,11:44.0,,Defensive rebound by D. Collison,59,43
219,3,11:25.0,,D. Cousins misses 3-pt jump shot from 25 ft,59,43
220,3,11:24.0,Defensive rebound by K. Bazemore,,59,43
221,3,11:15.0,Personal foul by D. Collison (drawn by D. Howard),,59,43
222,3,11:11.0,Shooting foul by D. Collison (drawn by D. Schröder),,59,43
223,3,11:11.0,D. Schröder makes free throw 1 of 2,,60,43
224,3,11:11.0,D. Schröder makes free throw 2 of 2,,61,43
225,3,10:58.0,,B. McLemore misses 3-pt jump shot from 24 ft,61,43
226,3,10:57.0,Defensive rebound by T. Hardaway,,61,43
227,3,10:55.0,Personal foul by D. Cousins (drawn by D. Schröder),,61,43
228,3,10:42.0,K. Bazemore makes 2-pt jump shot from 19 ft,,63,43
229,3,10:26.0,,K. Koufos makes 2-pt layup from 4 ft (assist by A. Afflalo),63,45
230,3,10:15.0,D. Schröder makes 2-pt layup from 4 ft,,65,45
231,3,10:01.0,,K. Koufos misses 2-pt layup from 2 ft,65,45
232,3,10:00.0,Defensive rebound by D. Howard,,65,45
233,3,9:47.0,T. Hardaway misses 2-pt jump shot from 21 ft,,65,45
234,3,9:46.0,,Defensive rebound by D. Cousins,65,45
235,3,9:38.0,,Shooting foul by P. Millsap (drawn by D. Cousins),65,45
236,3,9:38.0,,D. Cousins misses free throw 1 of 2,65,45
237,3,9:38.0,,Offensive rebound by Team,65,45
238,3,9:38.0,,D. Cousins makes free throw 2 of 2,65,46
239,3,9:29.0,Turnover by D. Schröder (bad pass; steal by D. Cousins),,65,46
240,3,9:24.0,,Turnover by D. Cousins (bad pass; steal by K. Bazemore),65,46
241,3,9:12.0,K. Bazemore misses 3-pt jump shot from 25 ft,,65,46
242,3,9:12.0,,Defensive rebound by Team,65,46
243,3,9:00.0,,Personal foul by D. Howard (drawn by D. Collison),65,46
244,3,8:52.0,,D. Cousins misses 3-pt jump shot from 25 ft,65,46
245,3,8:50.0,Defensive rebound by P. Millsap,,65,46
246,3,8:39.0,P. Millsap misses 3-pt jump shot from 26 ft,,65,46
247,3,8:38.0,,Defensive rebound by K. Koufos,65,46
248,3,8:25.0,,D. Cousins misses 3-pt jump shot from 25 ft,65,46
249,3,8:23.0,Defensive rebound by T. Hardaway,,65,46
250,3,8:07.0,P. Millsap misses 3-pt jump shot from 24 ft,,65,46
251,3,8:06.0,,Defensive rebound by B. McLemore,65,46
252,3,7:54.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),65,49
253,3,7:31.0,P. Millsap makes 2-pt jump shot from 17 ft,,67,49
254,3,7:31.0,Shooting block foul by A. Afflalo (drawn by P. Millsap),,67,49
255,3,7:31.0,P. Millsap makes free throw 1 of 1,,68,49
256,3,7:20.0,,Turnover by K. Koufos (bad pass),68,49
257,3,7:02.0,D. Schröder makes 3-pt jump shot from 25 ft,,71,49
258,3,6:45.0,,A. Afflalo makes 2-pt layup from 2 ft,71,51
259,3,6:32.0,Shooting foul by D. Cousins (drawn by P. Millsap),,71,51
260,3,6:32.0,P. Millsap makes free throw 1 of 2,,72,51
261,3,6:32.0,P. Millsap misses free throw 2 of 2,,72,51
262,3,6:31.0,,Defensive rebound by D. Cousins,72,51
263,3,6:21.0,,D. Cousins misses 3-pt jump shot from 26 ft,72,51
264,3,6:20.0,,Offensive rebound by K. Koufos,72,51
265,3,6:15.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),72,54
266,3,5:58.0,D. Howard misses 2-pt jump shot from 12 ft,,72,54
267,3,5:57.0,,Defensive rebound by D. Cousins,72,54
268,3,5:49.0,,D. Cousins misses 2-pt jump shot from 7 ft,72,54
269,3,5:48.0,Defensive rebound by K. Bazemore,,72,54
270,3,5:44.0,T. Hardaway makes 2-pt layup from 4 ft (assist by D. Schröder),,74,54
271,3,5:34.0,,Sacramento full timeout,74,54
272,3,5:34.0,K. Humphries enters the game for D. Howard,,74,54
273,3,5:26.0,,B. McLemore misses 2-pt jump shot from 10 ft,74,54
274,3,5:24.0,,Offensive rebound by B. McLemore,74,54
275,3,5:24.0,,B. McLemore misses 2-pt layup from 1 ft,74,54
276,3,5:23.0,,Offensive rebound by B. McLemore,74,54
277,3,5:23.0,,B. McLemore misses 2-pt layup from 1 ft,74,54
278,3,5:23.0,,Offensive rebound by Team,74,54
279,3,5:13.0,,D. Collison makes 2-pt layup from 3 ft,74,56
280,3,5:03.0,D. Schröder misses 3-pt jump shot from 26 ft,,74,56
281,3,5:02.0,,Defensive rebound by D. Cousins,74,56
282,3,4:53.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Cousins),74,59
283,3,4:37.0,Shooting foul by B. McLemore (drawn by T. Hardaway),,74,59
284,3,4:37.0,T. Hardaway makes free throw 1 of 2,,75,59
285,3,4:37.0,D. Bembry enters the game for K. Bazemore,,75,59
286,3,4:37.0,T. Hardaway makes free throw 2 of 2,,76,59
287,3,4:21.0,,Def 3 sec tech foul by K. Humphries,76,59
288,3,4:21.0,,D. Cousins makes technical free throw,76,60
289,3,4:14.0,,Offensive foul by K. Koufos (drawn by D. Schröder),76,60
290,3,4:14.0,,Turnover by K. Koufos (offensive foul),76,60
291,3,4:01.0,D. Schröder misses 2-pt jump shot from 18 ft,,76,60
292,3,4:00.0,,Defensive rebound by D. Cousins,76,60
293,3,3:53.0,,Shooting foul by K. Humphries (drawn by D. Cousins),76,60
294,3,3:53.0,,D. Cousins makes free throw 1 of 2,76,61
295,3,3:53.0,,D. Cousins makes free throw 2 of 2,76,62
296,3,3:37.0,Shooting foul by D. Cousins (drawn by P. Millsap),,76,62
297,3,3:37.0,P. Millsap makes free throw 1 of 2,,77,62
298,3,3:37.0,M. Delaney enters the game for D. Schröder,,77,62
299,3,3:37.0,P. Millsap makes free throw 2 of 2,,78,62
300,3,3:28.0,,D. Collison makes 2-pt layup from 3 ft,78,64
301,3,3:04.0,K. Humphries makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,81,64
302,3,2:53.0,,D. Collison makes 3-pt jump shot from 26 ft,81,67
303,3,2:52.0,Atlanta full timeout,,81,67
304,3,2:52.0,,W. Cauley-Stein enters the game for A. Afflalo,81,67
305,3,2:52.0,,M. Barnes enters the game for D. Cousins,81,67
306,3,2:52.0,,A. Tolliver enters the game for K. Koufos,81,67
307,3,2:34.0,D. Bembry misses 3-pt jump shot from 25 ft,,81,67
308,3,2:33.0,,Defensive rebound by B. McLemore,81,67
309,3,2:22.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by M. Barnes),81,69
310,3,2:22.0,,Shooting foul by K. Humphries (drawn by W. Cauley-Stein),81,69
311,3,2:22.0,,W. Cauley-Stein misses free throw 1 of 1,81,69
312,3,2:21.0,Defensive rebound by T. Hardaway,,81,69
313,3,1:57.0,P. Millsap misses 2-pt jump shot from 7 ft,,81,69
314,3,1:56.0,Offensive rebound by P. Millsap,,81,69
315,3,1:56.0,P. Millsap misses 2-pt layup from 2 ft,,81,69
316,3,1:55.0,,Defensive rebound by A. Tolliver,81,69
317,3,1:39.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by B. McLemore),81,72
318,3,1:20.0,T. Hardaway misses 3-pt jump shot from 23 ft,,81,72
319,3,1:19.0,Offensive rebound by P. Millsap,,81,72
320,3,1:12.0,P. Millsap misses 3-pt jump shot from 22 ft,,81,72
321,3,1:11.0,,Defensive rebound by W. Cauley-Stein,81,72
322,3,1:03.0,,Turnover by B. McLemore (traveling),81,72
323,3,0:41.0,Shooting foul by W. Cauley-Stein (drawn by P. Millsap),,81,72
324,3,0:41.0,P. Millsap makes free throw 1 of 2,,82,72
325,3,0:41.0,P. Millsap makes free throw 2 of 2,,83,72
326,3,0:29.0,,B. McLemore misses 3-pt jump shot from 26 ft,83,72
327,3,0:28.0,Defensive rebound by K. Humphries,,83,72
328,3,0:15.0,Shooting foul by A. Tolliver (drawn by P. Millsap),,83,72
329,3,0:15.0,P. Millsap misses free throw 1 of 2,,83,72
330,3,0:15.0,Offensive rebound by Team,,83,72
331,3,0:15.0,P. Millsap makes free throw 2 of 2,,84,72
332,3,0:03.0,,W. Cauley-Stein makes 2-pt jump shot from 4 ft (assist by D. Collison),84,74
333,3,0:00.0,D. Bembry misses 3-pt jump shot from 50 ft,,84,74
334,3,0:00.0,Offensive rebound by Team,,84,74
335,4,11:38.0,,M. Barnes misses 2-pt jump shot from 10 ft,84,74
336,4,11:38.0,,Offensive rebound by Team,84,74
337,4,11:34.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by M. Barnes),84,77
338,4,11:14.0,M. Dunleavy makes 2-pt jump shot from 21 ft (assist by M. Delaney),,86,77
339,4,10:56.0,,W. Cauley-Stein makes 2-pt layup from 4 ft (assist by A. Tolliver),86,79
340,4,10:38.0,Turnover by D. Bembry (lost ball; steal by B. McLemore),,86,79
341,4,10:32.0,,A. Tolliver misses 3-pt jump shot from 26 ft (block by D. Bembry),86,79
342,4,10:31.0,Defensive rebound by M. Delaney,,86,79
343,4,10:31.0,Personal foul by A. Tolliver (drawn by M. Delaney),,86,79
344,4,10:19.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,86,79
345,4,10:18.0,,Defensive rebound by B. McLemore,86,79
346,4,10:12.0,K. Bazemore enters the game for D. Bembry,,86,79
347,4,10:05.0,,D. Collison misses 2-pt layup from 4 ft,86,79
348,4,10:04.0,Defensive rebound by K. Bazemore,,86,79
349,4,10:00.0,Personal foul by W. Cauley-Stein (drawn by D. Howard),,86,79
350,4,9:41.0,Turnover by Team (shot clock),,86,79
351,4,9:28.0,,Turnover by M. Barnes (offensive foul),86,79
352,4,9:28.0,,Offensive foul by M. Barnes (drawn by M. Delaney),86,79
353,4,9:28.0,D. Schröder enters the game for M. Delaney,,86,79
354,4,9:16.0,K. Bazemore makes 2-pt jump shot from 19 ft (assist by D. Schröder),,88,79
355,4,8:56.0,,D. Collison makes 2-pt jump shot from 17 ft,88,81
356,4,8:37.0,Turnover by M. Muscala (bad pass; steal by D. Collison),,88,81
357,4,8:34.0,Violation by M. Muscala (def goaltending),,88,81
358,4,8:34.0,,B. McLemore makes 2-pt layup from 3 ft,88,83
359,4,8:26.0,Turnover by D. Schröder (bad pass; steal by D. Collison),,88,83
360,4,8:21.0,,D. Collison misses 2-pt layup from 2 ft (block by K. Bazemore),88,83
361,4,8:20.0,Defensive rebound by M. Dunleavy,,88,83
362,4,8:18.0,Personal foul by M. Barnes (drawn by D. Schröder),,88,83
363,4,8:18.0,Official timeout,,88,83
364,4,8:18.0,P. Millsap enters the game for M. Muscala,,88,83
365,4,8:08.0,D. Schröder misses 2-pt jump shot from 18 ft,,88,83
366,4,8:06.0,,Defensive rebound by W. Cauley-Stein,88,83
367,4,7:44.0,,B. McLemore makes 2-pt dunk at rim (assist by W. Cauley-Stein),88,85
368,4,7:18.0,K. Bazemore misses 2-pt layup from 4 ft,,88,85
369,4,7:17.0,,Defensive rebound by M. Barnes,88,85
370,4,6:55.0,,D. Collison misses 3-pt jump shot from 26 ft,88,85
371,4,6:54.0,Defensive rebound by D. Schröder,,88,85
372,4,6:43.0,Turnover by P. Millsap (lost ball),,88,85
373,4,6:43.0,T. Hardaway enters the game for M. Dunleavy,,88,85
374,4,6:30.0,,D. Collison misses 2-pt jump shot from 11 ft,88,85
375,4,6:29.0,Defensive rebound by T. Hardaway,,88,85
376,4,6:19.0,D. Schröder makes 2-pt layup from 1 ft,,90,85
377,4,6:00.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by B. McLemore),90,88
378,4,5:40.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by P. Millsap),,93,88
379,4,5:32.0,,Sacramento full timeout,93,88
380,4,5:32.0,,D. Cousins enters the game for W. Cauley-Stein,93,88
