,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
237,3,9:48.0,,I. Thomas misses free throw 1 of 2,60,58
238,3,9:48.0,,Offensive rebound by Team,60,58
239,3,9:48.0,,J. Brown enters the game for A. Bradley,60,58
240,3,9:48.0,,I. Thomas makes free throw 2 of 2,60,59
241,3,9:37.0,M. Beasley makes 2-pt jump shot from 15 ft (assist by M. Brogdon),,62,59
242,3,9:16.0,,J. Crowder makes 2-pt jump shot from 20 ft (assist by I. Thomas),62,61
243,3,8:55.0,R. Vaughn misses 3-pt jump shot from 24 ft,,62,61
244,3,8:54.0,,Defensive rebound by A. Horford,62,61
245,3,8:43.0,,Turnover by J. Crowder (bad pass; steal by M. Beasley),62,61
246,3,8:33.0,J. Henson makes 2-pt hook shot from 7 ft (assist by M. Beasley),,64,61
247,3,8:23.0,,J. Brown misses 3-pt jump shot from 27 ft,64,61
248,3,8:22.0,,Offensive rebound by I. Thomas,64,61
249,3,8:21.0,,I. Thomas misses 3-pt jump shot from 26 ft,64,61
250,3,8:16.0,,Offensive rebound by A. Johnson,64,61
251,3,8:12.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,61
252,3,8:12.0,Defensive rebound by J. Henson,,64,61
253,3,8:04.0,M. Beasley misses 3-pt jump shot from 25 ft,,64,61
254,3,8:03.0,Offensive rebound by T. Maker,,64,61
255,3,7:49.0,J. Henson misses 2-pt hook shot from 4 ft,,64,61
256,3,7:49.0,,Defensive rebound by J. Crowder,64,61
257,3,7:44.0,,I. Thomas misses 2-pt layup from 2 ft,64,61
258,3,7:43.0,,Offensive rebound by J. Brown,64,61
259,3,7:42.0,,J. Brown misses 2-pt layup from 2 ft (block by R. Vaughn),64,61
260,3,7:39.0,Defensive rebound by M. Brogdon,,64,61
261,3,7:31.0,Turnover by T. Maker (lost ball; steal by A. Johnson),,64,61
262,3,7:27.0,G. Payton enters the game for M. Brogdon,,64,61
263,3,7:14.0,,J. Brown makes 2-pt jump shot from 7 ft (assist by A. Horford),64,63
264,3,7:01.0,Turnover by T. Maker (bad pass; steal by I. Thomas),,64,63
265,3,6:55.0,,I. Thomas makes 2-pt layup at rim,64,65
266,3,6:37.0,M. Beasley misses 2-pt jump shot from 22 ft,,64,65
267,3,6:36.0,,Defensive rebound by J. Brown,64,65
268,3,6:33.0,,J. Crowder misses 2-pt layup from 2 ft (block by T. Maker),64,65
269,3,6:32.0,,Offensive rebound by Team,64,65
270,3,6:32.0,,Boston full timeout,64,65
271,3,6:32.0,G. Monroe enters the game for M. Beasley,,64,65
272,3,6:32.0,M. Teletović enters the game for J. Henson,,64,65
273,3,6:23.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by A. Johnson),64,67
274,3,6:22.0,,Violation by Team (jump ball),64,67
275,3,5:58.0,R. Vaughn makes 2-pt jump shot from 10 ft (assist by G. Payton),,66,67
276,3,5:43.0,,I. Thomas misses 3-pt jump shot from 25 ft,66,67
277,3,5:41.0,,Offensive rebound by Team,66,67
278,3,5:41.0,,M. Smart enters the game for I. Thomas,66,67
279,3,5:35.0,,A. Johnson makes 3-pt jump shot from 25 ft (assist by M. Smart),66,70
280,3,5:23.0,Shooting foul by M. Smart (drawn by G. Payton),,66,70
281,3,5:23.0,G. Payton makes free throw 1 of 2,,67,70
282,3,5:23.0,G. Payton misses free throw 2 of 2,,67,70
283,3,5:23.0,,Defensive rebound by A. Horford,67,70
284,3,5:07.0,,J. Crowder misses 3-pt jump shot from 24 ft,67,70
285,3,5:06.0,Defensive rebound by G. Monroe,,67,70
286,3,4:52.0,Turnover by G. Monroe (traveling),,67,70
287,3,4:40.0,,Turnover by J. Brown (bad pass; steal by R. Vaughn),67,70
288,3,4:35.0,R. Vaughn makes 2-pt dunk at rim,,69,70
289,3,4:15.0,,J. Brown misses 2-pt layup from 1 ft,69,70
290,3,4:13.0,,Offensive rebound by J. Brown,69,70
291,3,4:12.0,,Personal foul by M. Teletović (drawn by A. Horford),69,70
292,3,4:05.0,,A. Johnson makes 2-pt dunk at rim (assist by A. Horford),69,72
293,3,3:50.0,Turnover by R. Vaughn (traveling),,69,72
294,3,3:50.0,,A. Bradley enters the game for J. Crowder,69,72
295,3,3:50.0,,K. Olynyk enters the game for A. Horford,69,72
296,3,3:38.0,,J. Brown misses 2-pt layup from 2 ft,69,72
297,3,3:37.0,Defensive rebound by T. Maker,,69,72
298,3,3:20.0,G. Monroe misses 2-pt jump shot from 3 ft,,69,72
299,3,3:20.0,,Defensive rebound by A. Johnson,69,72
300,3,3:14.0,,K. Olynyk misses 2-pt layup from 1 ft (block by T. Maker),69,72
301,3,3:13.0,Defensive rebound by G. Payton,,69,72
302,3,3:07.0,R. Vaughn makes 3-pt jump shot from 24 ft (assist by G. Payton),,72,72
303,3,2:50.0,,A. Johnson makes 2-pt layup from 2 ft (assist by K. Olynyk),72,74
304,3,2:50.0,,Shooting foul by G. Monroe (drawn by A. Johnson),72,74
305,3,2:50.0,Milwaukee full timeout,,72,74
306,3,2:50.0,,A. Johnson misses free throw 1 of 1,72,74
307,3,2:50.0,Defensive rebound by G. Monroe,,72,74
308,3,2:36.0,M. Teletović misses 3-pt jump shot from 24 ft,,72,74
309,3,2:35.0,Offensive rebound by R. Vaughn,,72,74
310,3,2:31.0,T. Maker misses 3-pt jump shot from 25 ft,,72,74
311,3,2:30.0,,Defensive rebound by A. Johnson,72,74
312,3,2:16.0,,Offensive foul by K. Olynyk (drawn by T. Maker),72,74
313,3,2:16.0,,Turnover by K. Olynyk (offensive foul),72,74
314,3,2:01.0,M. Teletović makes 2-pt jump shot from 4 ft (assist by G. Monroe),,74,74
315,3,1:38.0,,J. Brown makes 2-pt jump shot from 17 ft,74,76
316,3,1:24.0,Personal foul by A. Johnson (drawn by G. Monroe),,74,76
317,3,1:24.0,,T. Zeller enters the game for A. Johnson,74,76
318,3,1:16.0,G. Monroe makes 2-pt hook shot from 6 ft,,76,76
319,3,1:00.0,,T. Zeller misses 2-pt jump shot from 19 ft,76,76
320,3,0:59.0,Defensive rebound by R. Vaughn,,76,76
321,3,0:50.0,R. Vaughn misses 2-pt jump shot from 16 ft,,76,76
322,3,0:48.0,,Defensive rebound by K. Olynyk,76,76
323,3,0:37.0,,K. Olynyk makes 3-pt jump shot from 25 ft,76,79
324,3,0:23.0,Shooting foul by M. Smart (drawn by M. Teletović),,76,79
325,3,0:23.0,M. Teletović makes free throw 1 of 2,,77,79
326,3,0:23.0,M. Teletović makes free throw 2 of 2,,78,79
327,3,0:04.0,,Shooting foul by M. Teletović (drawn by T. Zeller),78,79
328,3,0:04.0,,T. Zeller makes free throw 1 of 2,78,80
329,3,0:04.0,,T. Zeller misses free throw 2 of 2,78,80
330,3,0:04.0,Defensive rebound by G. Monroe,,78,80
331,3,0:01.0,G. Monroe misses 3-pt jump shot from 28 ft,,78,80
332,3,0:00.0,Offensive rebound by Team,,78,80
333,4,11:45.0,Shooting foul by M. Smart (drawn by S. Hawes),,78,80
334,4,11:45.0,S. Hawes makes free throw 1 of 2,,79,80
335,4,11:45.0,S. Hawes makes free throw 2 of 2,,80,80
336,4,11:29.0,,G. Green misses 3-pt jump shot from 23 ft,80,80
337,4,11:27.0,Defensive rebound by G. Payton,,80,80
338,4,11:14.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by M. Teletović),,83,80
339,4,10:57.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by K. Olynyk),83,83
340,4,10:44.0,M. Teletović misses 3-pt jump shot from 26 ft,,83,83
341,4,10:43.0,,Defensive rebound by G. Green,83,83
342,4,10:31.0,,M. Smart misses 3-pt jump shot from 24 ft,83,83
343,4,10:30.0,Defensive rebound by S. Hawes,,83,83
344,4,10:17.0,Turnover by R. Vaughn (lost ball; steal by A. Bradley),,83,83
345,4,10:08.0,,G. Green misses 2-pt jump shot from 15 ft,83,83
346,4,10:07.0,Defensive rebound by G. Payton,,83,83
347,4,9:53.0,M. Teletović misses 2-pt jump shot from 11 ft,,83,83
348,4,9:52.0,,Defensive rebound by T. Zeller,83,83
349,4,9:37.0,,K. Olynyk misses 2-pt layup from 2 ft,83,83
350,4,9:36.0,Defensive rebound by S. Hawes,,83,83
351,4,9:25.0,S. Hawes makes 2-pt hook shot from 8 ft (assist by M. Teletović),,85,83
352,4,9:25.0,Shooting foul by K. Olynyk (drawn by S. Hawes),,85,83
353,4,9:25.0,S. Hawes makes free throw 1 of 1,,86,83
354,4,9:10.0,,Shooting foul by G. Payton (drawn by M. Smart),86,83
355,4,9:10.0,,M. Smart makes free throw 1 of 2,86,84
356,4,9:10.0,,M. Smart makes free throw 2 of 2,86,85
357,4,8:53.0,M. Beasley misses 3-pt jump shot from 24 ft,,86,85
358,4,8:52.0,,Defensive rebound by A. Bradley,86,85
359,4,8:47.0,,Personal foul by G. Payton (drawn by M. Smart),86,85
360,4,8:47.0,Official timeout,,86,85
361,4,8:47.0,,J. Crowder enters the game for T. Zeller,86,85
362,4,8:29.0,,G. Green misses 2-pt layup from 2 ft (block by G. Payton),86,85
363,4,8:28.0,,Offensive rebound by G. Green,86,85
364,4,8:27.0,,G. Green makes 2-pt layup from 1 ft,86,87
365,4,8:12.0,M. Beasley makes 2-pt jump shot from 6 ft,,88,87
366,4,8:03.0,,G. Green makes 2-pt dunk at rim (assist by M. Smart),88,89
367,4,7:49.0,M. Beasley misses 2-pt jump shot from 18 ft,,88,89
368,4,7:48.0,,Defensive rebound by K. Olynyk,88,89
369,4,7:35.0,,A. Bradley misses 3-pt jump shot from 25 ft,88,89
370,4,7:34.0,Defensive rebound by G. Payton,,88,89
371,4,7:28.0,Personal foul by G. Green (drawn by M. Teletović),,88,89
372,4,7:28.0,Offensive foul by S. Hawes (drawn by K. Olynyk),,88,89
373,4,7:28.0,Turnover by S. Hawes (offensive foul),,88,89
374,4,7:13.0,,A. Bradley makes 2-pt dunk at rim (assist by K. Olynyk),88,91
375,4,6:54.0,M. Beasley misses 2-pt jump shot from 13 ft,,88,91
376,4,6:53.0,,Defensive rebound by M. Smart,88,91
377,4,6:46.0,,G. Green misses 3-pt jump shot from 23 ft,88,91
378,4,6:45.0,Defensive rebound by S. Hawes,,88,91
379,4,6:36.0,M. Teletović misses 3-pt jump shot from 24 ft,,88,91
380,4,6:35.0,,Defensive rebound by M. Smart,88,91
381,4,6:25.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by M. Smart),88,94
382,4,6:25.0,Milwaukee full timeout,,88,94
383,4,6:14.0,G. Payton makes 2-pt layup from 1 ft,,90,94
