,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
0,1,11:47.0,,A. Drummond misses 2-pt jump shot from 14 ft,0,0
1,1,11:44.0,Defensive rebound by M. Chriss,,0,0
2,1,11:33.0,A. Len makes 3-pt jump shot from 25 ft (assist by T. Ulis),,3,0
3,1,11:19.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),3,3
4,1,11:02.0,D. Jones misses 2-pt jump shot from 8 ft,,3,3
5,1,11:01.0,,Defensive rebound by R. Jackson,3,3
6,1,10:43.0,,Turnover by M. Morris (bad pass; steal by M. Chriss),3,3
7,1,10:36.0,M. Chriss makes 2-pt jump shot from 14 ft (assist by T. Ulis),,5,3
8,1,10:20.0,,T. Harris misses 3-pt jump shot from 26 ft,5,3
9,1,10:19.0,,Offensive rebound by A. Drummond,5,3
10,1,10:14.0,,A. Drummond makes 2-pt hook shot from 5 ft,5,5
11,1,10:00.0,T. Ulis makes 2-pt jump shot from 17 ft (assist by A. Len),,7,5
12,1,9:48.0,,R. Jackson misses 2-pt jump shot from 9 ft,7,5
13,1,9:46.0,Defensive rebound by M. Chriss,,7,5
14,1,9:37.0,T. Warren makes 3-pt jump shot from 25 ft (assist by T. Ulis),,10,5
15,1,9:36.0,,Detroit full timeout,10,5
16,1,9:20.0,,T. Harris misses 2-pt jump shot from 7 ft (block by T. Warren),10,5
17,1,9:18.0,Defensive rebound by T. Ulis,,10,5
18,1,8:53.0,T. Ulis misses 3-pt jump shot from 27 ft,,10,5
19,1,8:52.0,,Defensive rebound by A. Drummond,10,5
20,1,8:45.0,,M. Morris makes 2-pt layup at rim,10,7
21,1,8:45.0,,Shooting foul by A. Len (drawn by M. Morris),10,7
22,1,8:45.0,,M. Morris makes free throw 1 of 1,10,8
23,1,8:33.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by T. Warren),,13,8
24,1,8:11.0,,T. Harris misses 2-pt hook shot from 5 ft,13,8
25,1,8:09.0,Defensive rebound by M. Chriss,,13,8
26,1,8:00.0,T. Ulis makes 2-pt jump shot from 15 ft,,15,8
27,1,7:40.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by K. Caldwell-Pope),15,10
28,1,7:40.0,,Violation by Team (jump ball),15,10
29,1,7:14.0,T. Ulis misses 2-pt layup from 2 ft,,15,10
30,1,7:13.0,,Defensive rebound by A. Drummond,15,10
31,1,7:06.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,15,12
32,1,7:06.0,Turnover by A. Len (inbound),,15,12
33,1,6:54.0,,M. Morris misses 2-pt jump shot from 19 ft,15,12
34,1,6:53.0,Defensive rebound by T. Warren,,15,12
35,1,6:43.0,Shooting foul by A. Drummond (drawn by A. Len),,15,12
36,1,6:43.0,A. Len misses free throw 1 of 2,,15,12
37,1,6:43.0,Offensive rebound by Team,,15,12
38,1,6:43.0,A. Len misses free throw 2 of 2,,15,12
39,1,6:41.0,,Defensive rebound by A. Drummond,15,12
40,1,6:31.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),15,15
41,1,6:07.0,M. Chriss misses 2-pt layup from 1 ft,,15,15
42,1,6:06.0,,Defensive rebound by A. Drummond,15,15
43,1,5:58.0,,R. Jackson makes 2-pt jump shot from 16 ft,15,17
44,1,5:58.0,Phoenix full timeout,,15,17
45,1,5:58.0,,I. Smith enters the game for T. Harris,15,17
46,1,5:58.0,,J. Leuer enters the game for R. Jackson,15,17
47,1,5:46.0,M. Chriss misses 3-pt jump shot from 26 ft,,15,17
48,1,5:44.0,,Defensive rebound by A. Drummond,15,17
49,1,5:33.0,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Ulis),15,17
50,1,5:23.0,T. Warren misses 3-pt jump shot from 26 ft,,15,17
51,1,5:21.0,,Defensive rebound by K. Caldwell-Pope,15,17
52,1,5:16.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,15,17
53,1,5:16.0,,Offensive rebound by Team,15,17
54,1,5:16.0,Loose ball foul by M. Chriss (drawn by M. Morris),,15,17
55,1,5:16.0,J. Eddie enters the game for D. Jones,,15,17
56,1,5:02.0,,J. Leuer misses 2-pt jump shot from 12 ft,15,17
57,1,5:01.0,Defensive rebound by J. Eddie,,15,17
58,1,4:57.0,M. Chriss misses 2-pt jump shot from 20 ft,,15,17
59,1,4:55.0,,Defensive rebound by A. Drummond,15,17
60,1,4:48.0,,Shooting foul by A. Len (drawn by A. Drummond),15,17
61,1,4:48.0,,A. Drummond makes free throw 1 of 2,15,18
62,1,4:48.0,,A. Drummond misses free throw 2 of 2,15,18
63,1,4:48.0,A. Williams enters the game for A. Len,,15,18
64,1,4:47.0,Defensive rebound by M. Chriss,,15,18
65,1,4:32.0,T. Warren misses 2-pt jump shot from 11 ft,,15,18
66,1,4:31.0,,Defensive rebound by J. Leuer,15,18
67,1,4:25.0,,I. Smith misses 2-pt layup from 2 ft,15,18
68,1,4:24.0,Defensive rebound by A. Williams,,15,18
69,1,4:17.0,J. Eddie misses 3-pt jump shot from 27 ft,,15,18
70,1,4:16.0,,Defensive rebound by K. Caldwell-Pope,15,18
71,1,3:59.0,,Shooting foul by M. Chriss (drawn by A. Drummond),15,18
72,1,3:59.0,,A. Drummond misses free throw 1 of 2,15,18
73,1,3:59.0,,Offensive rebound by Team,15,18
74,1,3:59.0,,A. Drummond misses free throw 2 of 2,15,18
75,1,3:59.0,J. Dudley enters the game for M. Chriss,,15,18
76,1,3:58.0,Defensive rebound by A. Williams,,15,18
77,1,3:48.0,T. Ulis misses 2-pt jump shot from 13 ft,,15,18
