,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
40,1,6:24.0,,T. Mozgov makes 2-pt jump shot from 16 ft (assist by J. Randle),12,20
41,1,6:03.0,B. Lopez makes 2-pt hook shot from 5 ft,,14,20
42,1,5:43.0,,L. Deng misses 3-pt jump shot from 24 ft,14,20
43,1,5:42.0,Defensive rebound by R. Hollis-Jefferson,,14,20
44,1,5:34.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by R. Foye),,17,20
45,1,5:13.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by T. Mozgov),17,23
46,1,4:54.0,B. Lopez misses 3-pt jump shot from 26 ft,,17,23
47,1,4:52.0,,Defensive rebound by D. Russell,17,23
48,1,4:44.0,,D. Russell misses 3-pt jump shot from 25 ft,17,23
49,1,4:43.0,Defensive rebound by B. Lopez,,17,23
50,1,4:31.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by R. Foye),,19,23
51,1,4:31.0,,LA Lakers full timeout,19,23
52,1,4:31.0,J. Harris enters the game for B. Bogdanović,,19,23
53,1,4:31.0,,J. Clarkson enters the game for L. Deng,19,23
54,1,4:31.0,,B. Ingram enters the game for T. Mozgov,19,23
55,1,4:31.0,,L. Nance enters the game for N. Young,19,23
56,1,4:14.0,,Turnover by J. Randle (bad pass; steal by R. Hollis-Jefferson),19,23
57,1,4:08.0,J. Harris misses 3-pt jump shot from 25 ft,,19,23
58,1,4:04.0,,Defensive rebound by J. Randle,19,23
59,1,3:59.0,,L. Nance makes 2-pt layup from 3 ft (assist by J. Randle),19,25
60,1,3:51.0,Turnover by R. Hollis-Jefferson (lost ball; steal by L. Nance),,19,25
61,1,3:47.0,,D. Russell makes 2-pt dunk at rim (assist by J. Clarkson),19,27
62,1,3:28.0,Shooting foul by L. Nance (drawn by B. Lopez),,19,27
63,1,3:28.0,B. Lopez makes free throw 1 of 2,,20,27
64,1,3:28.0,,T. Black enters the game for J. Randle,20,27
65,1,3:28.0,Y. Ferrell enters the game for R. Foye,,20,27
66,1,3:28.0,S. Kilpatrick enters the game for R. Hollis-Jefferson,,20,27
67,1,3:28.0,B. Lopez makes free throw 2 of 2,,21,27
68,1,3:12.0,,J. Clarkson misses 2-pt jump shot from 4 ft,21,27
69,1,3:11.0,Defensive rebound by S. Kilpatrick,,21,27
70,1,2:49.0,J. Harris misses 3-pt jump shot from 26 ft,,21,27
71,1,2:48.0,Offensive rebound by B. Lopez,,21,27
72,1,2:44.0,B. Lopez misses 2-pt jump shot from 8 ft,,21,27
73,1,2:40.0,,Defensive rebound by L. Nance,21,27
74,1,2:35.0,,D. Russell misses 2-pt jump shot from 10 ft,21,27
75,1,2:33.0,Defensive rebound by J. Hamilton,,21,27
76,1,2:27.0,B. Lopez misses 2-pt layup from 2 ft,,21,27
77,1,2:27.0,Offensive rebound by Team,,21,27
78,1,2:27.0,,L. Williams enters the game for D. Russell,21,27
79,1,2:27.0,T. Booker enters the game for B. Lopez,,21,27
80,1,2:16.0,T. Booker makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,24,27
81,1,2:00.0,,J. Clarkson misses 2-pt jump shot from 14 ft,24,27
82,1,1:56.0,Defensive rebound by T. Booker,,24,27
83,1,1:54.0,T. Booker makes 2-pt layup from 2 ft,,26,27
84,1,1:41.0,,T. Black misses 2-pt dunk at rim (block by T. Booker),26,27
85,1,1:40.0,,Offensive rebound by T. Black,26,27
86,1,1:30.0,,L. Williams misses 3-pt jump shot from 27 ft,26,27
87,1,1:29.0,Defensive rebound by J. Hamilton,,26,27
88,1,1:16.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,26,27
89,1,1:15.0,,Defensive rebound by L. Williams,26,27
90,1,1:14.0,,Turnover by L. Williams (bad pass),26,27
91,1,1:05.0,S. Kilpatrick misses 2-pt jump shot from 4 ft,,26,27
92,1,1:01.0,,Defensive rebound by T. Black,26,27
93,1,0:55.0,,J. Clarkson misses 3-pt jump shot from 27 ft,26,27
94,1,0:54.0,Defensive rebound by J. Hamilton,,26,27
95,1,0:46.0,J. Hamilton makes 3-pt jump shot from 28 ft (assist by Y. Ferrell),,29,27
96,1,0:23.0,,J. Clarkson misses 2-pt jump shot from 13 ft,29,27
97,1,0:23.0,,Offensive rebound by Team,29,27
98,1,0:22.0,,Turnover by Team (shot clock),29,27
99,1,0:22.0,L. Scola enters the game for J. Hamilton,,29,27
100,1,0:04.0,L. Scola misses 3-pt jump shot from 24 ft,,29,27
101,1,0:02.0,Offensive rebound by T. Booker,,29,27
102,1,0:01.0,T. Booker misses 2-pt jump shot from 16 ft,,29,27
103,1,0:00.0,Offensive rebound by Team,,29,27
104,2,11:44.0,,Turnover by B. Ingram (bad pass; steal by L. Scola),29,27
105,2,11:39.0,L. Scola makes 2-pt layup from 1 ft (assist by R. Foye),,31,27
106,2,11:26.0,,Turnover by J. Clarkson (bad pass; steal by J. Hamilton),31,27
107,2,11:22.0,Turnover by Y. Ferrell (bad pass; steal by J. Clarkson),,31,27
108,2,11:16.0,,L. Williams makes 2-pt layup from 1 ft,31,29
109,2,11:01.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,31,29
110,2,10:59.0,,Defensive rebound by L. Nance,31,29
111,2,10:51.0,,L. Nance misses 2-pt jump shot from 13 ft,31,29
112,2,10:50.0,Defensive rebound by Team,,31,29
113,2,10:50.0,,L. Deng enters the game for T. Black,31,29
114,2,10:42.0,Shooting foul by L. Nance (drawn by Y. Ferrell),,31,29
115,2,10:42.0,Y. Ferrell misses free throw 1 of 2,,31,29
116,2,10:42.0,Offensive rebound by Team,,31,29
117,2,10:42.0,Y. Ferrell makes free throw 2 of 2,,32,29
118,2,10:29.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Nance),32,32
119,2,10:12.0,L. Scola misses 2-pt jump shot from 13 ft,,32,32
120,2,10:10.0,,Defensive rebound by L. Williams,32,32
121,2,9:59.0,,L. Nance misses 2-pt jump shot from 17 ft,32,32
122,2,9:58.0,Defensive rebound by R. Foye,,32,32
123,2,9:50.0,J. Hamilton misses 3-pt jump shot from 22 ft,,32,32
124,2,9:49.0,,Defensive rebound by L. Nance,32,32
125,2,9:35.0,,L. Williams misses 2-pt jump shot from 12 ft,32,32
126,2,9:30.0,Defensive rebound by L. Scola,,32,32
127,2,9:27.0,R. Foye misses 3-pt jump shot from 26 ft,,32,32
128,2,9:25.0,Offensive rebound by L. Scola,,32,32
129,2,9:22.0,Turnover by L. Scola (lost ball; steal by J. Clarkson),,32,32
130,2,9:15.0,,J. Clarkson makes 2-pt layup from 1 ft,32,34
131,2,8:56.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,32,34
132,2,8:54.0,,Defensive rebound by J. Clarkson,32,34
133,2,8:48.0,,Personal foul by Y. Ferrell (drawn by L. Nance),32,34
134,2,8:48.0,Official timeout,,32,34
135,2,8:48.0,I. Whitehead enters the game for Y. Ferrell,,32,34
136,2,8:33.0,,L. Williams makes 2-pt layup from 2 ft,32,36
137,2,8:21.0,Turnover by B. Bogdanović (bad pass),,32,36
138,2,8:09.0,,Personal foul by B. Bogdanović (drawn by B. Ingram),32,36
139,2,8:00.0,,B. Ingram makes 2-pt layup from 1 ft,32,38
140,2,7:37.0,I. Whitehead makes 2-pt layup from 2 ft (assist by L. Scola),,34,38
141,2,7:25.0,,L. Williams misses 2-pt jump shot from 10 ft,34,38
142,2,7:23.0,Defensive rebound by L. Scola,,34,38
143,2,7:14.0,R. Foye makes 2-pt hook shot from 7 ft,,36,38
144,2,7:04.0,,Turnover by L. Williams (bad pass; steal by B. Bogdanović),36,38
145,2,7:00.0,B. Bogdanović makes 2-pt layup from 2 ft,,38,38
146,2,7:00.0,Shooting foul by L. Nance (drawn by B. Bogdanović),,38,38
147,2,7:00.0,J. Harris enters the game for R. Foye,,38,38
148,2,7:00.0,,J. Randle enters the game for L. Nance,38,38
149,2,7:00.0,B. Bogdanović makes free throw 1 of 1,,39,38
150,2,6:44.0,,Shooting foul by L. Scola (drawn by J. Randle),39,38
151,2,6:44.0,,J. Randle makes free throw 1 of 2,39,39
152,2,6:44.0,,J. Randle misses free throw 2 of 2,39,39
153,2,6:44.0,,D. Russell enters the game for L. Williams,39,39
154,2,6:43.0,Defensive rebound by L. Scola,,39,39
155,2,6:28.0,B. Bogdanović makes 2-pt jump shot from 6 ft,,41,39
156,2,6:10.0,,J. Randle makes 2-pt layup from 4 ft,41,41
157,2,6:05.0,,Violation by J. Randle (def goaltending),41,41
158,2,6:05.0,L. Scola makes 2-pt layup from 1 ft,,43,41
159,2,6:05.0,Shooting foul by J. Randle (drawn by L. Scola),,43,41
160,2,6:05.0,L. Scola misses free throw 1 of 1,,43,41
161,2,6:05.0,T. Booker enters the game for J. Hamilton,,43,41
162,2,6:05.0,,N. Young enters the game for L. Deng,43,41
163,2,6:05.0,,T. Mozgov enters the game for J. Clarkson,43,41
164,2,6:01.0,,Defensive rebound by B. Ingram,43,41
165,2,5:48.0,,T. Mozgov misses 2-pt jump shot from 4 ft,43,41
166,2,5:45.0,Defensive rebound by T. Booker,,43,41
167,2,5:39.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,43,41
168,2,5:37.0,,Defensive rebound by D. Russell,43,41
169,2,5:31.0,,D. Russell misses 3-pt jump shot from 25 ft,43,41
170,2,5:30.0,Defensive rebound by B. Bogdanović,,43,41
171,2,5:12.0,I. Whitehead misses 2-pt jump shot from 15 ft (block by B. Ingram),,43,41
172,2,5:12.0,Offensive rebound by Team,,43,41
173,2,5:12.0,,LA Lakers full timeout,43,41
174,2,5:12.0,B. Lopez enters the game for L. Scola,,43,41
175,2,5:05.0,B. Bogdanović makes 2-pt dunk at rim,,45,41
176,2,4:42.0,,Personal foul by T. Booker (drawn by J. Randle),45,41
177,2,4:42.0,,J. Randle misses free throw 1 of 2,45,41
178,2,4:42.0,,Offensive rebound by Team,45,41
179,2,4:42.0,,J. Clarkson enters the game for B. Ingram,45,41
180,2,4:42.0,,J. Randle makes free throw 2 of 2,45,42
181,2,4:31.0,Turnover by I. Whitehead (bad pass; steal by D. Russell),,45,42
182,2,4:26.0,,J. Clarkson misses 3-pt jump shot from 27 ft,45,42
183,2,4:21.0,Defensive rebound by B. Lopez,,45,42
184,2,4:18.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Booker),,47,42
185,2,4:18.0,,LA Lakers full timeout,47,42
186,2,4:18.0,S. Kilpatrick enters the game for B. Bogdanović,,47,42
187,2,4:18.0,R. Hollis-Jefferson enters the game for I. Whitehead,,47,42
188,2,3:55.0,,J. Randle makes 2-pt hook shot from 6 ft,47,44
189,2,3:41.0,Turnover by J. Harris (bad pass; steal by D. Russell),,47,44
190,2,3:36.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Clarkson),47,46
191,2,3:16.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,47,46
192,2,3:15.0,,Defensive rebound by D. Russell,47,46
193,2,3:09.0,,J. Clarkson misses 3-pt jump shot from 26 ft,47,46
194,2,3:08.0,,Offensive rebound by D. Russell,47,46
195,2,3:06.0,,Shooting foul by S. Kilpatrick (drawn by T. Mozgov),47,46
196,2,3:06.0,,T. Mozgov makes free throw 1 of 2,47,47
197,2,3:06.0,,T. Mozgov makes free throw 2 of 2,47,48
198,2,2:53.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by S. Kilpatrick),,50,48
199,2,2:35.0,,D. Russell makes 2-pt jump shot from 9 ft,50,50
200,2,2:23.0,J. Harris misses 3-pt jump shot from 25 ft,,50,50
201,2,2:22.0,,Defensive rebound by D. Russell,50,50
202,2,2:17.0,Brooklyn full timeout,,50,50
203,2,2:14.0,,N. Young makes 2-pt jump shot from 17 ft (assist by J. Clarkson),50,52
204,2,1:59.0,B. Lopez misses 3-pt jump shot from 25 ft,,50,52
205,2,1:58.0,,Defensive rebound by D. Russell,50,52
206,2,1:48.0,,D. Russell misses 2-pt jump shot from 5 ft,50,52
207,2,1:47.0,Defensive rebound by S. Kilpatrick,,50,52
208,2,1:33.0,B. Lopez misses 2-pt hook shot from 4 ft,,50,52
209,2,1:31.0,Offensive rebound by B. Lopez,,50,52
210,2,1:31.0,Shooting foul by D. Russell (drawn by B. Lopez),,50,52
211,2,1:31.0,B. Lopez makes free throw 1 of 2,,51,52
212,2,1:31.0,B. Lopez misses free throw 2 of 2,,51,52
213,2,1:30.0,,Defensive rebound by J. Randle,51,52
214,2,1:11.0,,J. Clarkson misses 2-pt layup from 2 ft,51,52
215,2,1:09.0,Defensive rebound by B. Lopez,,51,52
216,2,1:04.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,51,52
217,2,1:02.0,,Defensive rebound by T. Mozgov,51,52
218,2,0:47.0,,Personal foul by R. Hollis-Jefferson (drawn by J. Randle),51,52
219,2,0:47.0,,J. Randle makes free throw 1 of 2,51,53
220,2,0:47.0,,J. Randle misses free throw 2 of 2,51,53
221,2,0:47.0,I. Whitehead enters the game for S. Kilpatrick,,51,53
222,2,0:44.0,Defensive rebound by B. Lopez,,51,53
223,2,0:31.0,Turnover by T. Booker (lost ball; steal by J. Clarkson),,51,53
224,2,0:26.0,,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),51,56
225,2,0:04.0,Turnover by I. Whitehead (traveling),,51,56
226,2,0:04.0,,L. Williams enters the game for T. Mozgov,51,56
227,2,0:02.0,,D. Russell misses 3-pt jump shot from 60 ft,51,56
228,2,0:00.0,,Offensive rebound by Team,51,56
229,3,11:48.0,,L. Deng misses 2-pt jump shot from 15 ft,51,56
230,3,11:44.0,Defensive rebound by T. Booker,,51,56
231,3,11:38.0,S. Kilpatrick misses 2-pt jump shot from 6 ft,,51,56
232,3,11:36.0,,Defensive rebound by T. Mozgov,51,56
233,3,11:29.0,,T. Mozgov misses 2-pt layup from 1 ft,51,56
234,3,11:27.0,Defensive rebound by B. Bogdanović,,51,56
235,3,11:24.0,B. Bogdanović misses 2-pt layup from 1 ft,,51,56
236,3,11:21.0,Offensive rebound by S. Kilpatrick,,51,56
237,3,11:21.0,S. Kilpatrick makes 2-pt layup from 1 ft,,53,56
238,3,11:09.0,,Shooting foul by B. Lopez (drawn by J. Randle),53,56
239,3,11:09.0,,J. Randle makes free throw 1 of 2,53,57
240,3,11:09.0,,J. Randle makes free throw 2 of 2,53,58
241,3,11:00.0,B. Lopez misses 3-pt jump shot from 26 ft,,53,58
242,3,10:59.0,,Offensive rebound by Team,53,58
243,3,10:47.0,,Shooting foul by R. Hollis-Jefferson (drawn by L. Deng),53,58
244,3,10:47.0,,L. Deng misses free throw 1 of 2,53,58
245,3,10:47.0,,Offensive rebound by Team,53,58
246,3,10:47.0,,L. Deng makes free throw 2 of 2,53,59
247,3,10:32.0,Shooting foul by L. Deng (drawn by B. Bogdanović),,53,59
248,3,10:32.0,B. Bogdanović makes free throw 1 of 2,,54,59
249,3,10:32.0,B. Bogdanović makes free throw 2 of 2,,55,59
250,3,10:16.0,,N. Young misses 3-pt jump shot from 28 ft,55,59
251,3,10:14.0,,Offensive rebound by L. Deng,55,59
252,3,10:13.0,,L. Deng misses 2-pt layup from 2 ft,55,59
253,3,10:13.0,,Offensive rebound by L. Deng,55,59
254,3,10:13.0,,Shooting foul by S. Kilpatrick (drawn by L. Deng),55,59
255,3,10:13.0,,L. Deng makes free throw 1 of 2,55,60
256,3,10:13.0,,L. Deng misses free throw 2 of 2,55,60
257,3,10:11.0,Defensive rebound by S. Kilpatrick,,55,60
258,3,10:00.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,55,60
259,3,9:58.0,,Defensive rebound by J. Randle,55,60
260,3,9:53.0,,T. Mozgov misses 2-pt dunk at rim,55,60
261,3,9:49.0,,Offensive rebound by L. Deng,55,60
262,3,9:47.0,,L. Deng makes 2-pt layup from 3 ft,55,62
263,3,9:40.0,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,,55,62
264,3,9:38.0,,Defensive rebound by L. Deng,55,62
265,3,9:30.0,,N. Young misses 2-pt layup from 2 ft,55,62
266,3,9:28.0,,Offensive rebound by T. Mozgov,55,62
267,3,9:19.0,,D. Russell makes 2-pt jump shot from 8 ft,55,64
268,3,9:19.0,Brooklyn full timeout,,55,64
269,3,9:19.0,R. Foye enters the game for S. Kilpatrick,,55,64
270,3,9:03.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by B. Lopez),,57,64
271,3,8:46.0,,T. Mozgov makes 2-pt dunk at rim (assist by N. Young),57,66
272,3,8:22.0,B. Lopez misses 3-pt jump shot from 26 ft,,57,66
273,3,8:21.0,,Defensive rebound by D. Russell,57,66
274,3,8:15.0,,N. Young misses 3-pt jump shot from 25 ft,57,66
275,3,8:13.0,Defensive rebound by R. Foye,,57,66
276,3,8:05.0,Turnover by B. Lopez (dbl dribble),,57,66
277,3,8:05.0,J. Hamilton enters the game for T. Booker,,57,66
278,3,7:56.0,,D. Russell misses 2-pt layup from 4 ft,57,66
279,3,7:49.0,,Offensive rebound by T. Mozgov,57,66
280,3,7:49.0,,T. Mozgov makes 2-pt dunk at rim,57,68
281,3,7:41.0,J. Hamilton makes 2-pt hook shot from 5 ft (assist by R. Foye),,59,68
282,3,7:30.0,,Turnover by J. Randle (bad pass; steal by B. Bogdanović),59,68
283,3,7:21.0,Turnover by B. Lopez (bad pass; steal by D. Russell),,59,68
284,3,7:17.0,,Turnover by D. Russell (bad pass; steal by R. Hollis-Jefferson),59,68
285,3,7:11.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,61,68
286,3,7:10.0,,LA Lakers full timeout,61,68
287,3,7:10.0,J. Harris enters the game for R. Hollis-Jefferson,,61,68
288,3,6:54.0,,J. Randle makes 2-pt jump shot from 7 ft (assist by N. Young),61,70
289,3,6:26.0,B. Lopez misses 2-pt jump shot from 8 ft,,61,70
290,3,6:24.0,,Defensive rebound by J. Randle,61,70
291,3,6:18.0,,Shooting foul by J. Hamilton (drawn by T. Mozgov),61,70
292,3,6:18.0,,T. Mozgov makes free throw 1 of 2,61,71
293,3,6:18.0,,T. Mozgov makes free throw 2 of 2,61,72
294,3,5:59.0,B. Lopez misses 2-pt hook shot from 4 ft,,61,72
295,3,5:58.0,Offensive rebound by B. Lopez,,61,72
296,3,5:58.0,B. Lopez makes 2-pt layup from 3 ft,,63,72
297,3,5:58.0,Shooting foul by T. Mozgov (drawn by B. Lopez),,63,72
298,3,5:58.0,B. Lopez makes free throw 1 of 1,,64,72
299,3,5:41.0,,D. Russell makes 3-pt jump shot from 26 ft,64,75
300,3,5:24.0,R. Foye misses 2-pt jump shot from 10 ft,,64,75
301,3,5:23.0,,Defensive rebound by J. Randle,64,75
302,3,5:17.0,,L. Deng makes 2-pt jump shot from 10 ft (assist by J. Randle),64,77
303,3,5:08.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by R. Foye),,67,77
304,3,4:59.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),67,80
305,3,4:42.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by R. Foye),,70,80
306,3,4:34.0,,D. Russell misses 3-pt jump shot from 26 ft,70,80
307,3,4:33.0,Defensive rebound by J. Hamilton,,70,80
308,3,4:24.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by R. Foye),,73,80
309,3,3:59.0,,Shooting foul by B. Lopez (drawn by L. Deng),73,80
310,3,3:59.0,,L. Deng makes free throw 1 of 2,73,81
311,3,3:59.0,S. Kilpatrick enters the game for B. Bogdanović,,73,81
312,3,3:59.0,T. Booker enters the game for R. Foye,,73,81
313,3,3:59.0,Y. Ferrell enters the game for J. Hamilton,,73,81
314,3,3:59.0,,T. Black enters the game for T. Mozgov,73,81
315,3,3:59.0,,B. Ingram enters the game for N. Young,73,81
316,3,3:59.0,,L. Deng makes free throw 2 of 2,73,82
317,3,3:45.0,J. Harris makes 3-pt jump shot from 25 ft,,76,82
318,3,3:29.0,,L. Deng misses 2-pt jump shot from 16 ft,76,82
319,3,3:28.0,Defensive rebound by T. Booker,,76,82
320,3,3:12.0,J. Harris misses 3-pt jump shot from 26 ft,,76,82
321,3,3:11.0,Offensive rebound by Team,,76,82
322,3,3:11.0,,J. Clarkson enters the game for L. Deng,76,82
323,3,3:11.0,,L. Williams enters the game for D. Russell,76,82
324,3,3:07.0,J. Harris misses 3-pt jump shot from 26 ft,,76,82
325,3,3:06.0,,Defensive rebound by J. Randle,76,82
326,3,2:53.0,,J. Clarkson misses 3-pt jump shot from 27 ft,76,82
327,3,2:52.0,Defensive rebound by Y. Ferrell,,76,82
328,3,2:43.0,T. Booker misses 2-pt layup from 2 ft,,76,82
329,3,2:41.0,,Defensive rebound by J. Clarkson,76,82
330,3,2:37.0,,J. Randle misses 2-pt layup from 2 ft (block by B. Lopez),76,82
331,3,2:36.0,,Offensive rebound by T. Black,76,82
332,3,2:36.0,,T. Black makes 2-pt layup from 1 ft,76,84
333,3,2:36.0,,Shooting foul by S. Kilpatrick (drawn by T. Black),76,84
334,3,2:36.0,J. Hamilton enters the game for B. Lopez,,76,84
335,3,2:36.0,,L. Nance enters the game for J. Randle,76,84
336,3,2:36.0,,T. Black makes free throw 1 of 1,76,85
337,3,2:26.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,79,85
338,3,1:58.0,,T. Black makes 2-pt hook shot from 4 ft (assist by L. Williams),79,87
339,3,1:45.0,Turnover by S. Kilpatrick (bad pass; steal by J. Clarkson),,79,87
340,3,1:40.0,,J. Clarkson makes 2-pt jump shot from 4 ft,79,89
341,3,1:40.0,,Shooting foul by Y. Ferrell (drawn by J. Clarkson),79,89
342,3,1:40.0,,J. Clarkson makes free throw 1 of 1,79,90
343,3,1:33.0,S. Kilpatrick makes 2-pt layup from 1 ft,,81,90
344,3,1:33.0,Shooting foul by L. Nance (drawn by S. Kilpatrick),,81,90
345,3,1:33.0,S. Kilpatrick misses free throw 1 of 1,,81,90
346,3,1:26.0,,Defensive rebound by B. Ingram,81,90
347,3,1:19.0,,Offensive foul by J. Clarkson (drawn by S. Kilpatrick),81,90
348,3,1:19.0,,Turnover by J. Clarkson (offensive foul),81,90
349,3,1:09.0,Y. Ferrell makes 2-pt layup from 2 ft,,83,90
350,3,0:57.0,,T. Black misses 2-pt layup from 2 ft,83,90
351,3,0:55.0,Defensive rebound by J. Hamilton,,83,90
352,3,0:53.0,Turnover by J. Hamilton (bad pass; steal by J. Clarkson),,83,90
353,3,0:39.0,,Personal foul by Y. Ferrell (drawn by T. Black),83,90
354,3,0:39.0,,T. Black makes free throw 1 of 2,83,91
355,3,0:39.0,,T. Black misses free throw 2 of 2,83,91
356,3,0:37.0,Defensive rebound by T. Booker,,83,91
357,3,0:28.0,Shooting foul by T. Black (drawn by Y. Ferrell),,83,91
358,3,0:28.0,Y. Ferrell makes free throw 1 of 2,,84,91
359,3,0:28.0,Y. Ferrell makes free throw 2 of 2,,85,91
360,3,0:04.0,,L. Williams misses 2-pt layup from 1 ft,85,91
361,3,0:04.0,,Offensive rebound by T. Black,85,91
362,3,0:04.0,,T. Black makes 2-pt dunk at rim,85,93
363,3,0:01.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,85,93
364,3,0:00.0,Offensive rebound by Team,,85,93
365,4,11:40.0,J. Harris makes 2-pt layup from 2 ft,,87,93
366,4,11:24.0,,B. Ingram misses 2-pt dunk at rim,87,93
367,4,11:21.0,Defensive rebound by L. Scola,,87,93
368,4,11:14.0,R. Foye makes 3-pt jump shot from 28 ft,,90,93
369,4,11:06.0,,Personal foul by J. Harris (drawn by B. Ingram),90,93
370,4,10:52.0,,L. Nance makes 2-pt dunk at rim (assist by T. Black),90,95
371,4,10:28.0,L. Scola misses 2-pt hook shot from 5 ft,,90,95
372,4,10:25.0,,Defensive rebound by T. Black,90,95
373,4,10:15.0,,B. Ingram misses 3-pt jump shot from 25 ft,90,95
374,4,10:14.0,Defensive rebound by J. Hamilton,,90,95
375,4,10:05.0,J. Harris makes 2-pt layup from 2 ft (assist by L. Scola),,92,95
376,4,9:53.0,,Shooting foul by Y. Ferrell (drawn by L. Williams),92,95
377,4,9:53.0,,L. Williams makes free throw 1 of 2,92,96
378,4,9:53.0,I. Whitehead enters the game for Y. Ferrell,,92,96
379,4,9:53.0,,N. Young enters the game for B. Ingram,92,96
380,4,9:53.0,,L. Williams makes free throw 2 of 2,92,97
381,4,9:40.0,R. Foye misses 3-pt jump shot from 27 ft,,92,97
382,4,9:38.0,Offensive rebound by L. Scola,,92,97
