,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
0,1,11:36.0,,Shooting foul by J. Henson (drawn by R. Lopez),0,0
1,1,11:36.0,,R. Lopez makes free throw 1 of 2,0,1
2,1,11:36.0,,R. Lopez makes free throw 2 of 2,0,2
3,1,11:20.0,T. Snell makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),,2,2
4,1,11:06.0,,T. Gibson misses 2-pt jump shot from 11 ft,2,2
5,1,11:05.0,,Offensive rebound by R. Lopez,2,2
6,1,10:57.0,,J. Butler misses 2-pt jump shot from 20 ft,2,2
7,1,10:56.0,,Offensive rebound by R. Lopez,2,2
8,1,10:56.0,,R. Lopez makes 2-pt layup from 1 ft,2,4
9,1,10:34.0,M. Dellavedova misses 2-pt jump shot from 14 ft,,2,4
10,1,10:33.0,Offensive rebound by G. Antetokounmpo,,2,4
11,1,10:33.0,G. Antetokounmpo makes 2-pt dunk at rim,,4,4
12,1,10:17.0,,Turnover by J. Butler (bad pass; steal by G. Antetokounmpo),4,4
13,1,10:15.0,Shooting foul by J. Butler (drawn by G. Antetokounmpo),,4,4
14,1,10:15.0,G. Antetokounmpo misses free throw 1 of 2,,4,4
15,1,10:15.0,Offensive rebound by Team,,4,4
16,1,10:15.0,G. Antetokounmpo makes free throw 2 of 2,,5,4
17,1,9:57.0,,R. Lopez misses 2-pt jump shot from 16 ft,5,4
18,1,9:56.0,Defensive rebound by T. Snell,,5,4
19,1,9:41.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,7,4
20,1,9:24.0,,D. Wade misses 2-pt jump shot from 20 ft,7,4
21,1,9:22.0,,Offensive rebound by R. Lopez,7,4
22,1,9:22.0,,R. Lopez misses 2-pt layup at rim,7,4
23,1,9:18.0,,Offensive rebound by R. Lopez,7,4
24,1,9:14.0,,R. Rondo misses 2-pt layup from 2 ft,7,4
25,1,9:13.0,Defensive rebound by G. Antetokounmpo,,7,4
26,1,8:57.0,J. Parker makes 2-pt layup at rim (assist by T. Snell),,9,4
27,1,8:47.0,,D. Wade misses 2-pt jump shot from 18 ft,9,4
28,1,8:46.0,,Offensive rebound by Team,9,4
29,1,8:36.0,,T. Gibson makes 2-pt dunk at rim (assist by R. Rondo),9,6
30,1,8:10.0,J. Henson makes 2-pt hook shot from 7 ft (assist by M. Dellavedova),,11,6
31,1,7:57.0,,Turnover by R. Lopez (bad pass; steal by J. Parker),11,6
32,1,7:55.0,Personal foul by R. Rondo (drawn by J. Parker),,11,6
33,1,7:43.0,J. Henson misses 2-pt jump shot from 21 ft,,11,6
34,1,7:41.0,Offensive rebound by T. Snell,,11,6
35,1,7:40.0,T. Snell makes 2-pt jump shot from 15 ft,,13,6
36,1,7:29.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by R. Rondo),13,9
37,1,7:17.0,J. Henson makes 2-pt hook shot from 7 ft (assist by G. Antetokounmpo),,15,9
38,1,7:01.0,,T. Gibson makes 2-pt layup from 3 ft,15,11
39,1,6:46.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft,,18,11
40,1,6:24.0,,J. Butler misses 2-pt jump shot from 7 ft,18,11
41,1,6:24.0,,Offensive rebound by Team,18,11
42,1,6:24.0,M. Brogdon enters the game for M. Dellavedova,,18,11
43,1,6:24.0,M. Teletović enters the game for G. Antetokounmpo,,18,11
44,1,6:24.0,,Chicago full timeout,18,11
45,1,6:15.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Butler),18,13
46,1,5:54.0,J. Parker makes 2-pt jump shot from 4 ft,,20,13
47,1,5:34.0,,T. Gibson misses 2-pt hook shot from 5 ft,20,13
48,1,5:33.0,Defensive rebound by J. Parker,,20,13
49,1,5:24.0,M. Teletović misses 3-pt jump shot from 25 ft,,20,13
50,1,5:23.0,,Defensive rebound by D. Wade,20,13
51,1,5:15.0,,R. Rondo misses 2-pt jump shot from 6 ft,20,13
52,1,5:14.0,Defensive rebound by J. Henson,,20,13
53,1,5:10.0,Turnover by J. Henson (lost ball),,20,13
54,1,5:10.0,G. Monroe enters the game for J. Henson,,20,13
