,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
44,1,5:32.0,T. Thompson makes 2-pt hook shot from 3 ft,,17,17
45,1,5:10.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Clarkson),17,20
46,1,5:08.0,Cleveland full timeout,,17,20
47,1,4:57.0,L. James makes 2-pt dunk from 1 ft,,19,20
48,1,4:29.0,,B. Ingram misses 3-pt jump shot from 24 ft,19,20
49,1,4:28.0,Defensive rebound by T. Thompson,,19,20
50,1,4:17.0,K. Love makes 2-pt jump shot from 21 ft (assist by K. Irving),,21,20
51,1,4:17.0,Shooting foul by B. Ingram (drawn by K. Love),,21,20
52,1,4:17.0,J. Smith enters the game for I. Shumpert,,21,20
53,1,4:17.0,K. Love makes free throw 1 of 1,,22,20
54,1,4:07.0,,J. Clarkson misses 3-pt jump shot from 24 ft,22,20
55,1,4:06.0,Defensive rebound by K. Love,,22,20
56,1,3:55.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,24,20
57,1,3:39.0,,Shooting foul by K. Love (drawn by D. Russell),24,20
58,1,3:39.0,,D. Russell makes free throw 1 of 2,24,21
59,1,3:39.0,,D. Nwaba enters the game for J. Clarkson,24,21
60,1,3:39.0,,L. Nance enters the game for I. Zubac,24,21
61,1,3:39.0,,D. Russell makes free throw 2 of 2,24,22
62,1,3:30.0,K. Irving makes 2-pt layup from 2 ft,,26,22
63,1,3:30.0,Shooting foul by D. Nwaba (drawn by K. Irving),,26,22
64,1,3:30.0,R. Jefferson enters the game for L. James,,26,22
65,1,3:30.0,D. Williams enters the game for K. Love,,26,22
66,1,3:30.0,K. Irving makes free throw 1 of 1,,27,22
67,1,3:08.0,,L. Nance misses 2-pt jump shot from 18 ft,27,22
68,1,3:05.0,Defensive rebound by J. Smith,,27,22
69,1,2:49.0,K. Irving makes 2-pt jump shot from 20 ft,,29,22
70,1,2:48.0,,LA Lakers full timeout,29,22
71,1,2:35.0,,D. Nwaba misses 2-pt layup from 2 ft,29,22
72,1,2:32.0,,Offensive rebound by J. Randle,29,22
73,1,2:32.0,,J. Randle misses 2-pt layup at rim,29,22
74,1,2:31.0,Defensive rebound by K. Irving,,29,22
75,1,2:26.0,K. Irving makes 2-pt layup from 2 ft,,31,22
76,1,2:15.0,,D. Russell misses 2-pt jump shot from 6 ft,31,22
77,1,2:12.0,,Offensive rebound by L. Nance,31,22
78,1,2:09.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),31,25
79,1,1:53.0,J. Smith misses 3-pt jump shot from 26 ft,,31,25
80,1,1:52.0,,Defensive rebound by D. Nwaba,31,25
81,1,1:43.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),31,28
82,1,1:23.0,R. Jefferson misses 3-pt jump shot from 25 ft,,31,28
83,1,1:21.0,,Defensive rebound by J. Randle,31,28
84,1,1:21.0,,Personal foul by R. Jefferson (drawn by D. Nwaba),31,28
85,1,1:21.0,,Violation by Team (jump ball),31,28
86,1,1:16.0,,C. Brewer enters the game for B. Ingram,31,28
87,1,1:12.0,,D. Russell misses 3-pt jump shot from 25 ft,31,28
88,1,1:11.0,Defensive rebound by R. Jefferson,,31,28
89,1,1:01.0,Turnover by K. Irving (bad pass; steal by D. Nwaba),,31,28
90,1,0:54.0,,L. Nance misses 2-pt layup from 2 ft,31,28
91,1,0:53.0,Defensive rebound by J. Smith,,31,28
92,1,0:43.0,J. Smith misses 2-pt jump shot from 24 ft,,31,28
93,1,0:42.0,,Defensive rebound by L. Nance,31,28
94,1,0:18.0,,C. Brewer misses 3-pt jump shot from 25 ft,31,28
95,1,0:17.0,Defensive rebound by T. Thompson,,31,28
96,1,0:05.0,Personal foul by D. Nwaba (drawn by K. Irving),,31,28
97,1,0:05.0,,B. Ingram enters the game for J. Randle,31,28
98,2,11:45.0,,L. Nance misses 2-pt jump shot from 12 ft,31,28
99,2,11:44.0,Defensive rebound by L. James,,31,28
100,2,11:27.0,L. James makes 3-pt jump shot from 27 ft (assist by D. Williams),,34,28
101,2,11:05.0,,J. Clarkson makes 2-pt jump shot from 8 ft,34,30
102,2,10:48.0,C. Frye makes 3-pt jump shot from 23 ft (assist by L. James),,37,30
103,2,10:36.0,,J. Clarkson misses 2-pt jump shot from 4 ft,37,30
104,2,10:34.0,Defensive rebound by L. James,,37,30
105,2,10:20.0,L. James misses 3-pt jump shot from 25 ft,,37,30
106,2,10:19.0,,Defensive rebound by C. Brewer,37,30
107,2,10:14.0,,C. Brewer makes 2-pt layup from 2 ft,37,32
108,2,10:02.0,J. Smith misses 3-pt jump shot from 24 ft,,37,32
109,2,10:01.0,,Defensive rebound by D. Nwaba,37,32
110,2,9:45.0,,T. Ennis makes 2-pt layup from 2 ft,37,34
111,2,9:27.0,Turnover by L. James (bad pass),,37,34
112,2,9:19.0,,T. Ennis misses 2-pt layup from 2 ft (block by D. Williams),37,34
113,2,9:19.0,,Offensive rebound by Team,37,34
114,2,9:11.0,,L. Nance makes 2-pt jump shot from 11 ft (assist by J. Clarkson),37,36
115,2,9:00.0,Personal foul by T. Ennis (drawn by D. Williams),,37,36
116,2,8:52.0,Turnover by L. James (traveling),,37,36
117,2,8:52.0,Official timeout,,37,36
118,2,8:41.0,,D. Nwaba misses 2-pt layup from 1 ft,37,36
119,2,8:39.0,,Offensive rebound by D. Nwaba,37,36
120,2,8:39.0,,D. Nwaba makes 2-pt layup at rim,37,38
121,2,8:26.0,Personal foul by D. Nwaba (drawn by L. James),,37,38
122,2,8:25.0,Turnover by C. Frye (bad pass; steal by T. Ennis),,37,38
123,2,8:19.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by T. Ennis),37,40
124,2,7:55.0,Personal foul by T. Ennis (drawn by C. Frye),,37,40
125,2,7:55.0,,B. Ingram enters the game for D. Nwaba,37,40
126,2,7:50.0,D. Williams misses 2-pt jump shot from 21 ft,,37,40
127,2,7:48.0,,Defensive rebound by C. Brewer,37,40
128,2,7:39.0,,J. Clarkson makes 2-pt hook shot from 4 ft,37,42
129,2,7:21.0,Personal foul by C. Brewer (drawn by J. Smith),,37,42
130,2,7:06.0,L. James misses 2-pt jump shot from 21 ft,,37,42
131,2,7:05.0,,Defensive rebound by C. Brewer,37,42
132,2,6:56.0,,Def 3 sec tech foul by R. Jefferson,37,42
133,2,6:56.0,,J. Clarkson makes technical free throw,37,43
134,2,6:56.0,K. Irving enters the game for R. Jefferson,,37,43
135,2,6:56.0,,D. Russell enters the game for T. Ennis,37,43
136,2,6:46.0,,B. Ingram misses 2-pt jump shot from 14 ft,37,43
137,2,6:44.0,Defensive rebound by L. James,,37,43
138,2,6:39.0,,Violation by J. Clarkson (def goaltending),37,43
139,2,6:39.0,D. Williams makes 2-pt layup from 2 ft,,39,43
140,2,6:24.0,,J. Randle enters the game for C. Brewer,39,43
141,2,6:24.0,K. Love enters the game for C. Frye,,39,43
142,2,6:24.0,I. Shumpert enters the game for D. Williams,,39,43
143,2,6:15.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by J. Randle),39,46
144,2,5:57.0,K. Love misses 2-pt layup from 2 ft,,39,46
145,2,5:57.0,Offensive rebound by K. Love,,39,46
146,2,5:57.0,Shooting foul by L. Nance (drawn by K. Love),,39,46
147,2,5:57.0,,LA Lakers full timeout,39,46
148,2,5:57.0,K. Love misses free throw 1 of 2,,39,46
149,2,5:57.0,Offensive rebound by Team,,39,46
150,2,5:57.0,,I. Zubac enters the game for L. Nance,39,46
151,2,5:57.0,T. Thompson enters the game for J. Smith,,39,46
152,2,5:57.0,K. Love makes free throw 2 of 2,,40,46
153,2,5:43.0,,B. Ingram makes 2-pt jump shot from 20 ft,40,48
154,2,5:24.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,43,48
155,2,5:11.0,,Personal foul by K. Irving (drawn by B. Ingram),43,48
156,2,5:11.0,R. Jefferson enters the game for L. James,,43,48
157,2,5:07.0,,D. Russell makes 2-pt jump shot from 17 ft,43,50
158,2,4:52.0,Turnover by K. Irving (bad pass; steal by D. Russell),,43,50
159,2,4:48.0,,D. Russell makes 2-pt layup from 1 ft,43,52
160,2,4:35.0,K. Love misses 2-pt layup from 1 ft (block by B. Ingram),,43,52
161,2,4:33.0,Offensive rebound by K. Love,,43,52
162,2,4:31.0,K. Love misses 2-pt layup from 1 ft,,43,52
163,2,4:29.0,Offensive rebound by K. Love,,43,52
164,2,4:29.0,K. Love makes 2-pt layup from 1 ft,,45,52
165,2,4:23.0,,I. Zubac misses 2-pt dunk at rim (block by T. Thompson),45,52
166,2,4:19.0,Defensive rebound by R. Jefferson,,45,52
167,2,4:15.0,Turnover by K. Love (bad pass; steal by D. Russell),,45,52
168,2,4:04.0,,J. Clarkson misses 3-pt jump shot from 23 ft,45,52
169,2,4:03.0,Defensive rebound by K. Love,,45,52
170,2,3:54.0,Shooting foul by D. Russell (drawn by K. Irving),,45,52
171,2,3:54.0,K. Irving makes free throw 1 of 2,,46,52
172,2,3:54.0,K. Irving makes free throw 2 of 2,,47,52
173,2,3:41.0,,Shooting foul by K. Love (drawn by I. Zubac),47,52
174,2,3:41.0,,I. Zubac makes free throw 1 of 2,47,53
175,2,3:41.0,,I. Zubac makes free throw 2 of 2,47,54
176,2,3:32.0,K. Irving makes 2-pt jump shot from 12 ft,,49,54
177,2,3:19.0,,J. Randle makes 2-pt jump shot from 5 ft (assist by J. Clarkson),49,56
178,2,3:00.0,I. Shumpert misses 2-pt jump shot from 23 ft,,49,56
179,2,2:59.0,Offensive rebound by T. Thompson,,49,56
180,2,2:53.0,K. Irving makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,52,56
181,2,2:36.0,,D. Russell misses 3-pt jump shot from 27 ft,52,56
182,2,2:35.0,Defensive rebound by K. Love,,52,56
183,2,2:28.0,K. Irving makes 3-pt jump shot from 27 ft,,55,56
184,2,2:12.0,,I. Zubac makes 2-pt layup from 2 ft (assist by J. Clarkson),55,58
185,2,1:59.0,K. Irving misses 2-pt jump shot from 17 ft,,55,58
186,2,1:56.0,,Defensive rebound by D. Russell,55,58
187,2,1:48.0,,J. Clarkson misses 2-pt jump shot from 4 ft,55,58
188,2,1:48.0,,Offensive rebound by I. Zubac,55,58
189,2,1:48.0,Loose ball foul by T. Thompson (drawn by I. Zubac),,55,58
190,2,1:48.0,Cleveland full timeout,,55,58
191,2,1:41.0,,I. Zubac misses 2-pt jump shot from 8 ft,55,58
192,2,1:38.0,Defensive rebound by K. Love,,55,58
193,2,1:28.0,K. Love misses 3-pt jump shot from 25 ft,,55,58
194,2,1:26.0,,Defensive rebound by B. Ingram,55,58
195,2,1:19.0,,Turnover by B. Ingram (lost ball; steal by I. Shumpert),55,58
196,2,1:04.0,I. Shumpert misses 3-pt jump shot from 24 ft,,55,58
197,2,1:03.0,,Defensive rebound by J. Randle,55,58
198,2,0:56.0,,Shooting foul by T. Thompson (drawn by J. Randle),55,58
199,2,0:56.0,,J. Randle misses free throw 1 of 2,55,58
200,2,0:56.0,,Offensive rebound by Team,55,58
201,2,0:56.0,J. Smith enters the game for K. Love,,55,58
202,2,0:56.0,C. Frye enters the game for T. Thompson,,55,58
203,2,0:56.0,L. James enters the game for I. Shumpert,,55,58
204,2,0:56.0,,C. Brewer enters the game for I. Zubac,55,58
205,2,0:56.0,,J. Randle makes free throw 2 of 2,55,59
206,2,0:34.0,C. Frye misses 3-pt jump shot from 25 ft,,55,59
207,2,0:33.0,,Defensive rebound by C. Brewer,55,59
208,2,0:25.0,,J. Clarkson misses 2-pt jump shot from 4 ft,55,59
209,2,0:21.0,,Offensive rebound by J. Randle,55,59
210,2,0:21.0,,J. Randle misses 2-pt layup from 1 ft,55,59
211,2,0:19.0,,Offensive rebound by J. Clarkson,55,59
212,2,0:04.0,,D. Russell misses 3-pt jump shot from 26 ft,55,59
213,2,0:03.0,Defensive rebound by J. Smith,,55,59
214,2,0:01.0,J. Smith misses 3-pt jump shot from 40 ft,,55,59
215,2,0:00.0,Offensive rebound by Team,,55,59
216,3,11:36.0,,B. Ingram makes 2-pt hook shot from 3 ft,55,61
217,3,11:20.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,57,61
218,3,10:55.0,,J. Clarkson misses 3-pt jump shot from 26 ft,57,61
219,3,10:54.0,Defensive rebound by T. Thompson,,57,61
220,3,10:38.0,K. Love misses 3-pt jump shot from 25 ft,,57,61
221,3,10:38.0,Offensive rebound by Team,,57,61
222,3,10:38.0,,Loose ball foul by I. Zubac (drawn by T. Thompson),57,61
223,3,10:28.0,K. Love misses 3-pt jump shot from 25 ft,,57,61
224,3,10:26.0,Offensive rebound by T. Thompson,,57,61
225,3,10:25.0,,Violation by J. Clarkson (kicked ball),57,61
226,3,10:16.0,L. James makes 2-pt layup from 1 ft,,59,61
227,3,10:00.0,,I. Zubac misses 2-pt jump shot from 4 ft,59,61
228,3,9:58.0,Defensive rebound by K. Love,,59,61
229,3,9:53.0,I. Shumpert misses 2-pt jump shot from 21 ft,,59,61
230,3,9:51.0,,Defensive rebound by J. Clarkson,59,61
231,3,9:44.0,,D. Russell makes 2-pt jump shot from 7 ft,59,63
232,3,9:38.0,I. Shumpert makes 2-pt dunk at rim (assist by L. James),,61,63
233,3,9:16.0,,I. Zubac makes 2-pt hook shot from 3 ft (assist by J. Clarkson),61,65
234,3,8:51.0,I. Shumpert makes 2-pt jump shot from 17 ft,,63,65
235,3,8:35.0,,D. Russell misses 2-pt jump shot from 12 ft,63,65
236,3,8:34.0,,Offensive rebound by I. Zubac,63,65
237,3,8:19.0,,J. Randle makes 3-pt jump shot from 24 ft (assist by D. Russell),63,68
238,3,8:01.0,L. James misses 3-pt jump shot from 25 ft,,63,68
239,3,8:00.0,,Defensive rebound by I. Zubac,63,68
240,3,7:47.0,,I. Zubac makes 2-pt dunk at rim (assist by J. Randle),63,70
241,3,7:31.0,Turnover by L. James (bad pass),,63,70
242,3,7:14.0,,D. Russell misses 2-pt jump shot from 14 ft,63,70
243,3,7:12.0,Defensive rebound by T. Thompson,,63,70
244,3,7:01.0,L. James misses 2-pt jump shot from 6 ft,,63,70
245,3,6:59.0,Offensive rebound by T. Thompson,,63,70
246,3,6:45.0,K. Irving misses 3-pt jump shot from 26 ft,,63,70
247,3,6:44.0,,Defensive rebound by B. Ingram,63,70
248,3,6:39.0,,J. Clarkson misses 2-pt jump shot from 5 ft,63,70
249,3,6:36.0,,Offensive rebound by J. Clarkson,63,70
250,3,6:33.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by I. Zubac),63,73
251,3,6:33.0,Cleveland full timeout,,63,73
252,3,6:23.0,L. James makes 2-pt layup from 1 ft,,65,73
253,3,6:06.0,,Shooting foul by L. James (drawn by D. Russell),65,73
254,3,6:06.0,,D. Russell makes free throw 1 of 2,65,74
255,3,6:06.0,C. Frye enters the game for K. Love,,65,74
256,3,6:06.0,,C. Brewer enters the game for I. Zubac,65,74
257,3,6:06.0,,D. Russell makes free throw 2 of 2,65,75
258,3,5:51.0,L. James makes 3-pt jump shot from 25 ft,,68,75
259,3,5:32.0,,B. Ingram makes 2-pt jump shot from 20 ft,68,77
260,3,5:13.0,Personal foul by D. Russell (drawn by I. Shumpert),,68,77
261,3,4:59.0,C. Frye misses 3-pt jump shot from 27 ft,,68,77
262,3,4:58.0,Offensive rebound by T. Thompson,,68,77
263,3,4:52.0,K. Irving misses 3-pt jump shot from 26 ft,,68,77
264,3,4:51.0,,Defensive rebound by C. Brewer,68,77
265,3,4:38.0,,J. Randle makes 2-pt hook shot from 5 ft (assist by D. Russell),68,79
266,3,4:22.0,K. Irving makes 2-pt layup from 2 ft,,70,79
267,3,4:13.0,,D. Russell misses 3-pt jump shot from 25 ft,70,79
268,3,4:12.0,Defensive rebound by L. James,,70,79
269,3,3:59.0,I. Shumpert makes 2-pt jump shot from 19 ft (assist by L. James),,72,79
270,3,3:38.0,,C. Brewer misses 2-pt jump shot from 16 ft,72,79
271,3,3:37.0,Defensive rebound by L. James,,72,79
272,3,3:29.0,I. Shumpert misses 3-pt jump shot from 25 ft,,72,79
273,3,3:28.0,,Defensive rebound by J. Randle,72,79
274,3,3:19.0,,J. Randle misses 2-pt layup from 2 ft,72,79
275,3,3:16.0,Defensive rebound by C. Frye,,72,79
276,3,3:15.0,Shooting foul by B. Ingram (drawn by L. James),,72,79
277,3,3:15.0,,LA Lakers full timeout,72,79
278,3,3:15.0,,Technical foul by J. Randle,72,79
279,3,3:15.0,K. Irving makes technical free throw,,73,79
280,3,3:15.0,L. James misses free throw 1 of 2,,73,79
281,3,3:15.0,Offensive rebound by Team,,73,79
282,3,3:15.0,R. Jefferson enters the game for T. Thompson,,72,79
283,3,3:15.0,J. Smith enters the game for I. Shumpert,,72,79
284,3,3:15.0,,D. Nwaba enters the game for J. Clarkson,72,79
285,3,3:15.0,L. James makes free throw 2 of 2,,74,79
286,3,3:05.0,,B. Ingram makes 2-pt layup from 1 ft (assist by D. Russell),74,81
287,3,2:38.0,K. Irving makes 3-pt jump shot from 23 ft,,77,81
288,3,2:24.0,,Personal foul by L. James (drawn by J. Randle),77,81
289,3,2:24.0,D. Williams enters the game for L. James,,77,81
290,3,2:09.0,,J. Randle misses 2-pt jump shot from 18 ft,77,81
291,3,2:06.0,Defensive rebound by R. Jefferson,,77,81
292,3,1:46.0,J. Smith misses 3-pt jump shot from 25 ft,,77,81
293,3,1:45.0,,Defensive rebound by B. Ingram,77,81
294,3,1:40.0,,C. Brewer makes 2-pt layup from 2 ft (assist by B. Ingram),77,83
295,3,1:40.0,,Shooting foul by D. Williams (drawn by C. Brewer),77,83
296,3,1:40.0,,C. Brewer makes free throw 1 of 1,77,84
297,3,1:31.0,Offensive foul by C. Frye (drawn by D. Nwaba),,77,84
298,3,1:31.0,Turnover by C. Frye (offensive foul),,77,84
299,3,1:20.0,,D. Russell makes 2-pt layup from 2 ft,77,86
300,3,1:01.0,K. Irving makes 3-pt jump shot from 26 ft (assist by D. Williams),,80,86
301,3,0:50.0,,D. Russell makes 3-pt jump shot from 25 ft,80,89
302,3,0:34.0,K. Irving makes 2-pt layup from 2 ft,,82,89
303,3,0:20.0,,D. Russell makes 3-pt jump shot from 25 ft,82,92
304,3,0:03.0,K. Irving misses 3-pt jump shot from 26 ft,,82,92
305,3,0:00.0,,Defensive rebound by B. Ingram,82,92
306,4,11:51.0,Shooting foul by C. Brewer (drawn by R. Jefferson),,82,92
307,4,11:51.0,R. Jefferson misses free throw 1 of 2,,82,92
308,4,11:51.0,Offensive rebound by Team,,82,92
309,4,11:51.0,K. Love enters the game for C. Frye,,82,92
310,4,11:51.0,R. Jefferson makes free throw 2 of 2,,83,92
311,4,11:39.0,,D. Nwaba makes 2-pt dunk at rim (assist by J. Clarkson),83,94
312,4,11:19.0,Personal foul by L. Nance (drawn by R. Jefferson),,83,94
313,4,11:06.0,L. James misses 3-pt jump shot from 25 ft,,83,94
314,4,11:05.0,,Defensive rebound by C. Brewer,83,94
315,4,10:51.0,,J. Clarkson misses 2-pt jump shot from 4 ft,83,94
316,4,10:49.0,Defensive rebound by R. Jefferson,,83,94
317,4,10:44.0,R. Jefferson makes 2-pt dunk at rim (assist by L. James),,85,94
318,4,10:22.0,,C. Brewer misses 2-pt jump shot from 5 ft,85,94
319,4,10:20.0,Defensive rebound by K. Love,,85,94
320,4,10:15.0,R. Jefferson makes 2-pt layup from 1 ft (assist by L. James),,87,94
321,4,10:15.0,,LA Lakers full timeout,87,94
322,4,10:06.0,,Shooting foul by R. Jefferson (drawn by D. Nwaba),87,94
323,4,10:06.0,,D. Nwaba misses free throw 1 of 2,87,94
324,4,10:06.0,,Offensive rebound by Team,87,94
325,4,10:06.0,,D. Nwaba makes free throw 2 of 2,87,95
326,4,9:42.0,R. Jefferson makes 2-pt dunk at rim (assist by J. Smith),,89,95
327,4,9:17.0,,Turnover by Team (back court),89,95
328,4,9:17.0,,B. Ingram enters the game for D. Russell,89,95
329,4,9:02.0,Personal foul by J. Clarkson (drawn by L. James),,89,95
330,4,8:48.0,J. Smith misses 3-pt jump shot from 25 ft,,89,95
331,4,8:47.0,,Defensive rebound by C. Brewer,89,95
332,4,8:40.0,,Turnover by J. Clarkson (lost ball; steal by R. Jefferson),89,95
333,4,8:35.0,L. James makes 2-pt layup from 1 ft (assist by R. Jefferson),,91,95
334,4,8:16.0,,J. Clarkson makes 2-pt layup from 2 ft,91,97
335,4,8:03.0,Personal foul by J. Clarkson (drawn by J. Smith),,91,97
336,4,7:56.0,D. Williams misses 2-pt jump shot from 10 ft,,91,97
337,4,7:54.0,,Defensive rebound by D. Nwaba,91,97
338,4,7:48.0,,C. Brewer misses 3-pt jump shot from 24 ft,91,97
339,4,7:45.0,Defensive rebound by K. Love,,91,97
340,4,7:37.0,Shooting foul by L. Nance (drawn by K. Love),,91,97
341,4,7:37.0,K. Love makes free throw 1 of 3,,92,97
342,4,7:37.0,K. Love makes free throw 2 of 3,,93,97
343,4,7:37.0,,D. Russell enters the game for C. Brewer,93,97
344,4,7:37.0,,J. Randle enters the game for L. Nance,93,97
345,4,7:37.0,K. Love makes free throw 3 of 3,,94,97
346,4,7:22.0,,B. Ingram makes 2-pt jump shot from 22 ft (assist by J. Randle),94,99
347,4,7:02.0,L. James makes 2-pt layup from 1 ft,,96,99
348,4,7:02.0,Shooting foul by J. Randle (drawn by L. James),,96,99
349,4,7:02.0,L. James misses free throw 1 of 1,,96,99
350,4,7:00.0,Offensive rebound by K. Love,,96,99
351,4,6:52.0,L. James misses 3-pt jump shot from 27 ft,,96,99
352,4,6:50.0,,Defensive rebound by J. Randle,96,99
353,4,6:36.0,,J. Clarkson makes 2-pt layup from 1 ft,96,101
354,4,6:36.0,Cleveland full timeout,,96,101
355,4,6:36.0,K. Irving enters the game for D. Williams,,96,101
356,4,6:11.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,99,101
357,4,5:49.0,,D. Russell makes 2-pt jump shot from 19 ft,99,103
358,4,5:49.0,,Shooting foul by K. Irving (drawn by D. Russell),99,103
359,4,5:49.0,I. Shumpert enters the game for K. Love,,99,103
360,4,5:49.0,,D. Russell makes free throw 1 of 1,99,104
361,4,5:35.0,K. Irving makes 3-pt jump shot from 25 ft,,102,104
362,4,5:11.0,,Turnover by J. Clarkson (bad pass; steal by J. Smith),102,104
363,4,5:06.0,L. James makes 2-pt layup at rim (assist by J. Smith),,104,104
364,4,5:06.0,,LA Lakers full timeout,104,104
365,4,4:55.0,,Personal foul by J. Smith (drawn by J. Clarkson),104,104
366,4,4:48.0,,B. Ingram makes 2-pt jump shot from 6 ft,104,106
367,4,4:32.0,Shooting foul by J. Randle (drawn by K. Irving),,104,106
368,4,4:32.0,K. Irving makes free throw 1 of 2,,105,106
369,4,4:32.0,K. Irving makes free throw 2 of 2,,106,106
370,4,4:22.0,,Turnover by D. Russell (discontinued dribble),106,106
371,4,4:10.0,K. Irving makes 3-pt jump shot from 25 ft,,109,106
372,4,3:59.0,,J. Clarkson misses 3-pt jump shot from 26 ft,109,106
373,4,3:58.0,Defensive rebound by R. Jefferson,,109,106
374,4,3:52.0,L. James makes 2-pt layup at rim,,111,106
375,4,3:35.0,,Shooting foul by I. Shumpert (drawn by D. Russell),111,106
376,4,3:35.0,,D. Russell misses free throw 1 of 2,111,106
377,4,3:35.0,,Offensive rebound by Team,111,106
378,4,3:35.0,,D. Russell misses free throw 2 of 2,111,106
379,4,3:34.0,Defensive rebound by L. James,,111,106
380,4,3:25.0,Personal foul by J. Randle (drawn by K. Irving),,111,106
381,4,3:25.0,K. Irving makes free throw 1 of 2,,112,106
382,4,3:25.0,K. Irving makes free throw 2 of 2,,113,106
383,4,3:13.0,,B. Ingram makes 2-pt layup from 1 ft (assist by D. Russell),113,108
384,4,2:50.0,L. James makes 2-pt layup from 2 ft,,115,108
385,4,2:50.0,Shooting foul by J. Randle (drawn by L. James),,115,108
386,4,2:50.0,Official timeout,,115,108
387,4,2:50.0,L. James makes free throw 1 of 1,,116,108
388,4,2:31.0,,B. Ingram misses 2-pt jump shot from 4 ft,116,108
389,4,2:30.0,Defensive rebound by K. Irving,,116,108
390,4,2:16.0,Personal foul by B. Ingram (drawn by L. James),,116,108
391,4,2:16.0,L. James makes free throw 1 of 2,,117,108
392,4,2:16.0,L. James misses free throw 2 of 2,,117,108
393,4,2:14.0,,Defensive rebound by D. Russell,117,108
