,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DETROIT_ACTION,ATLANTA_SCORE,DETROIT_SCORE
259,3,7:15.0,D. Schröder makes 2-pt layup from 1 ft (assist by D. Howard),,54,78
260,3,7:15.0,Shooting foul by A. Drummond (drawn by D. Schröder),,54,78
261,3,7:15.0,K. Humphries enters the game for D. Howard,,54,78
262,3,7:15.0,D. Schröder makes free throw 1 of 1,,55,78
263,3,7:10.0,,Shooting foul by K. Humphries (drawn by A. Drummond),55,78
264,3,7:10.0,,A. Drummond misses free throw 1 of 2,55,78
265,3,7:10.0,,Offensive rebound by Team,55,78
266,3,7:10.0,,A. Drummond misses free throw 2 of 2,55,78
267,3,7:09.0,Defensive rebound by P. Millsap,,55,78
268,3,6:53.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,55,78
269,3,6:53.0,,Defensive rebound by A. Drummond,55,78
270,3,6:38.0,,Offensive foul by T. Harris (drawn by K. Bazemore),55,78
271,3,6:38.0,,Turnover by T. Harris (offensive foul),55,78
272,3,6:38.0,,S. Johnson enters the game for T. Harris,55,78
273,3,6:23.0,Shooting foul by R. Bullock (drawn by P. Millsap),,55,78
274,3,6:23.0,P. Millsap makes free throw 1 of 2,,56,78
275,3,6:23.0,P. Millsap makes free throw 2 of 2,,57,78
276,3,6:12.0,,R. Jackson makes 2-pt jump shot from 17 ft,57,80
277,3,6:12.0,,Shooting foul by T. Sefolosha (drawn by R. Jackson),57,80
278,3,6:12.0,T. Hardaway enters the game for T. Sefolosha,,57,80
279,3,6:12.0,,R. Jackson makes free throw 1 of 1,57,81
280,3,6:02.0,K. Bazemore makes 2-pt jump shot from 6 ft,,59,81
281,3,6:02.0,Shooting foul by M. Morris (drawn by K. Bazemore),,59,81
282,3,6:02.0,K. Bazemore misses free throw 1 of 1,,59,81
283,3,6:01.0,,Defensive rebound by A. Drummond,59,81
284,3,5:51.0,,R. Jackson makes 3-pt jump shot from 27 ft,59,84
285,3,5:27.0,K. Bazemore misses 2-pt jump shot from 5 ft,,59,84
286,3,5:26.0,Offensive rebound by P. Millsap,,59,84
287,3,5:24.0,P. Millsap misses 2-pt jump shot from 4 ft,,59,84
288,3,5:23.0,Offensive rebound by P. Millsap,,59,84
289,3,5:19.0,P. Millsap misses 2-pt layup from 3 ft,,59,84
290,3,5:18.0,,Defensive rebound by M. Morris,59,84
291,3,5:11.0,,Turnover by R. Jackson (bad pass),59,84
292,3,5:11.0,,Detroit full timeout,59,84
293,3,5:11.0,M. Dunleavy enters the game for K. Bazemore,,59,84
294,3,5:11.0,T. Prince enters the game for K. Humphries,,59,84
295,3,5:11.0,Violation by Team (jump ball),,59,84
296,3,5:01.0,T. Hardaway misses 3-pt jump shot from 26 ft,,59,84
297,3,5:01.0,,Defensive rebound by A. Drummond,59,84
298,3,5:01.0,,Personal take foul by M. Dunleavy (drawn by A. Drummond),59,84
299,3,5:01.0,,A. Drummond misses free throw 1 of 2,59,84
300,3,5:01.0,,Offensive rebound by Team,59,84
301,3,5:01.0,,A. Drummond misses free throw 2 of 2,59,84
302,3,5:00.0,,Offensive rebound by R. Bullock,59,84
303,3,4:58.0,,Turnover by S. Johnson (step out of bounds),59,84
304,3,4:47.0,Shooting foul by A. Drummond (drawn by P. Millsap),,59,84
305,3,4:47.0,P. Millsap makes free throw 1 of 2,,60,84
306,3,4:47.0,P. Millsap misses free throw 2 of 2,,60,84
307,3,4:47.0,,Defensive rebound by A. Baynes,60,84
308,3,4:47.0,,A. Baynes enters the game for A. Drummond,60,84
309,3,4:31.0,,R. Jackson misses 2-pt jump shot from 18 ft,60,84
310,3,4:30.0,Defensive rebound by T. Prince,,60,84
311,3,4:22.0,D. Schröder makes 2-pt layup from 1 ft,,62,84
312,3,4:03.0,,R. Bullock makes 2-pt layup from 1 ft (assist by M. Morris),62,86
313,3,3:40.0,Personal foul by R. Bullock (drawn by D. Schröder),,62,86
314,3,3:40.0,D. Schröder makes free throw 1 of 2,,63,86
315,3,3:40.0,,I. Smith enters the game for R. Jackson,63,86
316,3,3:40.0,D. Schröder makes free throw 2 of 2,,64,86
317,3,3:22.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by R. Bullock),64,88
318,3,3:02.0,D. Schröder misses 3-pt jump shot from 26 ft,,64,88
319,3,3:01.0,,Defensive rebound by S. Johnson,64,88
320,3,2:51.0,,M. Morris misses 3-pt jump shot from 26 ft,64,88
321,3,2:50.0,,Offensive rebound by A. Baynes,64,88
322,3,2:42.0,,S. Johnson makes 2-pt layup from 1 ft,64,90
323,3,2:20.0,T. Hardaway misses 2-pt jump shot from 16 ft,,64,90
324,3,2:20.0,,Defensive rebound by I. Smith,64,90
325,3,2:08.0,,A. Baynes misses 2-pt hook shot from 4 ft,64,90
326,3,2:07.0,Defensive rebound by M. Dunleavy,,64,90
327,3,1:59.0,P. Millsap misses 3-pt jump shot from 26 ft,,64,90
328,3,1:56.0,,Defensive rebound by R. Bullock,64,90
329,3,1:50.0,,I. Smith makes 2-pt layup at rim,64,92
330,3,1:50.0,Atlanta full timeout,,64,92
331,3,1:50.0,,D. Hilliard enters the game for R. Bullock,64,92
332,3,1:50.0,K. Humphries enters the game for P. Millsap,,64,92
333,3,1:50.0,G. Neal enters the game for D. Schröder,,64,92
334,3,1:50.0,M. Delaney enters the game for T. Hardaway,,64,92
335,3,1:50.0,M. Scott enters the game for M. Dunleavy,,64,92
336,3,1:29.0,K. Humphries misses 3-pt jump shot from 25 ft,,64,92
337,3,1:29.0,,Defensive rebound by I. Smith,64,92
338,3,1:10.0,,M. Morris misses 3-pt jump shot from 26 ft,64,92
339,3,1:10.0,Defensive rebound by Team,,64,92
340,3,0:51.0,M. Scott misses 2-pt jump shot from 8 ft,,64,92
341,3,0:51.0,Offensive rebound by Team,,64,92
342,3,0:51.0,,Loose ball foul by A. Baynes (drawn by K. Humphries),64,92
343,3,0:51.0,K. Humphries makes free throw 1 of 2,,65,92
344,3,0:51.0,K. Humphries makes free throw 2 of 2,,66,92
345,3,0:33.0,,A. Baynes makes 2-pt jump shot from 8 ft (assist by S. Johnson),66,94
346,3,0:26.0,M. Delaney misses 2-pt jump shot from 19 ft,,66,94
347,3,0:25.0,,Defensive rebound by D. Hilliard,66,94
348,3,0:07.0,,Offensive foul by I. Smith (drawn by M. Delaney),66,94
349,3,0:07.0,,Turnover by I. Smith (offensive foul),66,94
350,3,0:02.0,Personal foul by D. Hilliard (drawn by G. Neal),,66,94
351,3,0:02.0,G. Neal makes free throw 1 of 2,,67,94
352,3,0:02.0,G. Neal makes free throw 2 of 2,,68,94
353,3,0:00.0,,I. Smith misses 3-pt jump shot from 36 ft,68,94
354,3,0:00.0,,Offensive rebound by Team,68,94
355,4,11:45.0,,T. Harris misses 2-pt jump shot from 15 ft,68,94
356,4,11:45.0,Defensive rebound by M. Delaney,,68,94
357,4,11:29.0,Shooting foul by I. Smith (drawn by K. Humphries),,68,94
358,4,11:29.0,K. Humphries makes free throw 1 of 2,,69,94
359,4,11:29.0,K. Humphries makes free throw 2 of 2,,70,94
360,4,11:20.0,,Personal foul by G. Neal (drawn by D. Hilliard),70,94
361,4,11:14.0,,Shooting foul by D. Bembry (drawn by A. Baynes),70,94
362,4,11:14.0,,A. Baynes misses free throw 1 of 2,70,94
363,4,11:14.0,,Offensive rebound by Team,70,94
364,4,11:14.0,,A. Baynes makes free throw 2 of 2,70,95
365,4,11:00.0,Personal foul by I. Smith (drawn by K. Humphries),,70,95
366,4,10:53.0,M. Delaney misses 2-pt jump shot from 19 ft,,70,95
367,4,10:53.0,,Defensive rebound by D. Hilliard,70,95
368,4,10:42.0,,Turnover by S. Johnson (bad pass),70,95
369,4,10:42.0,T. Prince enters the game for M. Delaney,,70,95
370,4,10:42.0,M. Dunleavy enters the game for M. Scott,,70,95
371,4,10:29.0,G. Neal misses 2-pt jump shot from 17 ft,,70,95
372,4,10:28.0,,Defensive rebound by A. Baynes,70,95
373,4,10:14.0,,S. Johnson misses 2-pt jump shot from 19 ft,70,95
374,4,10:14.0,Defensive rebound by M. Dunleavy,,70,95
375,4,10:00.0,T. Prince makes 2-pt jump shot from 14 ft (assist by K. Humphries),,72,95
376,4,9:42.0,,Shooting foul by K. Humphries (drawn by D. Hilliard),72,95
377,4,9:42.0,,D. Hilliard makes free throw 1 of 2,72,96
378,4,9:42.0,,D. Hilliard makes free throw 2 of 2,72,97
379,4,9:29.0,D. Bembry misses 2-pt jump shot from 16 ft,,72,97
380,4,9:29.0,,Defensive rebound by I. Smith,72,97
381,4,9:20.0,,Personal foul by T. Prince (drawn by A. Baynes),72,97
382,4,9:09.0,,Turnover by D. Hilliard (bad pass),72,97
383,4,9:05.0,M. Scott enters the game for K. Humphries,,72,97
384,4,8:58.0,Shooting foul by I. Smith (drawn by G. Neal),,72,97
385,4,8:58.0,Official timeout,,72,97
386,4,8:58.0,G. Neal makes free throw 1 of 2,,73,97
387,4,8:58.0,,R. Jackson enters the game for I. Smith,72,97
388,4,8:58.0,G. Neal makes free throw 2 of 2,,74,97
389,4,8:41.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by A. Baynes),74,100
