,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
151,2,7:52.0,Charlotte full timeout,,30,35
152,2,7:37.0,J. Lamb makes 2-pt jump shot from 14 ft,,32,35
153,2,7:23.0,,W. Ellington misses 2-pt jump shot from 23 ft,32,35
154,2,7:22.0,Defensive rebound by M. Williams,,32,35
155,2,7:15.0,Personal foul by J. Richardson (drawn by K. Walker),,32,35
156,2,7:15.0,,D. Waiters enters the game for W. Ellington,32,35
157,2,7:02.0,C. Zeller misses 2-pt jump shot from 16 ft,,32,35
158,2,7:01.0,Offensive rebound by M. Williams,,32,35
159,2,7:00.0,M. Williams makes 2-pt layup from 1 ft,,34,35
160,2,6:54.0,,Miami full timeout,34,35
161,2,6:54.0,M. Kidd-Gilchrist enters the game for M. Williams,,34,35
162,2,6:54.0,,H. Whiteside enters the game for W. Reed,34,35
163,2,6:40.0,,D. Waiters makes 2-pt jump shot from 21 ft,34,37
164,2,6:40.0,,Shooting foul by J. Lamb (drawn by D. Waiters),34,37
165,2,6:40.0,N. Batum enters the game for J. Lamb,,34,37
166,2,6:40.0,,D. Waiters makes free throw 1 of 1,34,38
167,2,6:27.0,M. Belinelli misses 2-pt jump shot from 20 ft,,34,38
168,2,6:26.0,Offensive rebound by M. Kidd-Gilchrist,,34,38
169,2,6:23.0,Turnover by K. Walker (lost ball),,34,38
170,2,6:12.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),34,41
171,2,5:52.0,C. Zeller misses 2-pt jump shot from 11 ft,,34,41
172,2,5:51.0,,Defensive rebound by H. Whiteside,34,41
173,2,5:42.0,,J. Richardson makes 2-pt layup from 2 ft (assist by J. Johnson),34,43
174,2,5:25.0,N. Batum misses 2-pt layup from 1 ft (block by J. Johnson),,34,43
175,2,5:24.0,,Defensive rebound by D. Waiters,34,43
176,2,5:15.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by G. Dragić),34,46
177,2,5:15.0,Charlotte full timeout,,34,46
178,2,5:15.0,,L. Babbitt enters the game for J. Johnson,34,46
179,2,5:01.0,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),,37,46
180,2,4:44.0,,G. Dragić misses 3-pt jump shot from 25 ft,37,46
181,2,4:43.0,Defensive rebound by M. Kidd-Gilchrist,,37,46
182,2,4:32.0,Turnover by M. Kidd-Gilchrist (bad pass),,37,46
183,2,4:14.0,Offensive charge foul by G. Dragić (drawn by K. Walker),,37,46
184,2,4:14.0,,Turnover by G. Dragić (offensive foul),37,46
185,2,4:14.0,M. Williams enters the game for M. Belinelli,,37,46
186,2,4:01.0,K. Walker makes 2-pt layup from 2 ft (assist by C. Zeller),,39,46
187,2,3:47.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Waiters),39,49
188,2,3:29.0,K. Walker makes 2-pt jump shot from 10 ft,,41,49
189,2,3:10.0,,D. Waiters misses 2-pt layup from 3 ft,41,49
190,2,3:09.0,Defensive rebound by M. Williams,,41,49
191,2,3:03.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),,43,49
192,2,2:47.0,,Turnover by L. Babbitt (bad pass; steal by N. Batum),43,49
193,2,2:42.0,Personal foul by G. Dragić (drawn by C. Zeller),,43,49
194,2,2:42.0,,T. Johnson enters the game for L. Babbitt,43,49
195,2,2:42.0,,J. Johnson enters the game for J. Richardson,43,49
196,2,2:32.0,Shooting foul by T. Johnson (drawn by K. Walker),,43,49
197,2,2:32.0,K. Walker makes free throw 1 of 3,,44,49
198,2,2:32.0,K. Walker makes free throw 2 of 3,,45,49
199,2,2:32.0,K. Walker makes free throw 3 of 3,,46,49
200,2,2:20.0,,Turnover by J. Johnson (bad pass; steal by N. Batum),46,49
201,2,2:11.0,Shooting block foul by H. Whiteside (drawn by M. Kidd-Gilchrist),,46,49
202,2,2:11.0,M. Kidd-Gilchrist makes free throw 1 of 2,,47,49
203,2,2:11.0,M. Kidd-Gilchrist makes free throw 2 of 2,,48,49
204,2,1:53.0,,D. Waiters misses 3-pt jump shot from 24 ft,48,49
205,2,1:52.0,Defensive rebound by N. Batum,,48,49
206,2,1:44.0,K. Walker makes 2-pt jump shot from 16 ft,,50,49
207,2,1:36.0,,Miami full timeout,50,49
208,2,1:36.0,,J. Richardson enters the game for D. Waiters,50,49
209,2,1:21.0,,G. Dragić makes 2-pt layup from 1 ft,50,51
210,2,1:03.0,C. Zeller makes 2-pt dunk at rim (assist by M. Williams),,52,51
211,2,0:43.0,,G. Dragić misses 2-pt jump shot from 12 ft,52,51
212,2,0:42.0,Defensive rebound by M. Williams,,52,51
213,2,0:37.0,K. Walker makes 2-pt jump shot from 17 ft,,54,51
214,2,0:24.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),54,54
215,2,0:03.0,K. Walker misses 3-pt jump shot from 25 ft,,54,54
216,2,0:01.0,,Defensive rebound by J. Johnson,54,54
217,2,0:00.0,,J. Johnson misses 3-pt jump shot from 73 ft,54,54
218,2,0:00.0,,Offensive rebound by Team,54,54
219,3,11:35.0,M. Kidd-Gilchrist makes 2-pt jump shot from 13 ft,,56,54
220,3,11:16.0,,L. Babbitt misses 3-pt jump shot from 27 ft,56,54
221,3,11:15.0,Defensive rebound by K. Walker,,56,54
222,3,10:57.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft,,58,54
223,3,10:35.0,,L. Babbitt misses 3-pt jump shot from 25 ft (block by M. Williams),58,54
224,3,10:34.0,Defensive rebound by Team,,58,54
225,3,10:26.0,M. Williams misses 3-pt jump shot from 24 ft,,58,54
226,3,10:25.0,,Defensive rebound by H. Whiteside,58,54
227,3,10:20.0,,Personal foul by N. Batum (drawn by G. Dragić),58,54
228,3,10:11.0,,G. Dragić makes 2-pt layup from 2 ft (assist by D. Waiters),58,56
229,3,10:11.0,,Shooting foul by C. Zeller (drawn by G. Dragić),58,56
230,3,10:11.0,,G. Dragić makes free throw 1 of 1,58,57
231,3,9:56.0,Turnover by K. Walker (lost ball; steal by H. Whiteside),,58,57
232,3,9:51.0,,G. Dragić misses 2-pt layup from 2 ft,58,57
233,3,9:50.0,Defensive rebound by N. Batum,,58,57
234,3,9:44.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,61,57
235,3,9:32.0,,Turnover by D. Waiters (step out of bounds),61,57
236,3,9:23.0,Shooting foul by R. McGruder (drawn by N. Batum),,61,57
237,3,9:23.0,N. Batum makes free throw 1 of 2,,62,57
238,3,9:23.0,N. Batum makes free throw 2 of 2,,63,57
239,3,9:05.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),63,60
240,3,8:55.0,Personal foul by G. Dragić (drawn by M. Williams),,63,60
241,3,8:47.0,N. Batum misses 2-pt jump shot from 15 ft,,63,60
242,3,8:46.0,Offensive rebound by M. Williams,,63,60
243,3,8:45.0,Turnover by M. Williams (bad pass; steal by D. Waiters),,63,60
244,3,8:29.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by R. McGruder),63,63
245,3,8:10.0,M. Williams makes 2-pt jump shot from 8 ft,,65,63
246,3,7:59.0,,Turnover by D. Waiters (traveling),65,63
247,3,7:47.0,Shooting foul by R. McGruder (drawn by N. Batum),,65,63
248,3,7:47.0,N. Batum makes free throw 1 of 3,,66,63
249,3,7:47.0,N. Batum makes free throw 2 of 3,,67,63
250,3,7:47.0,N. Batum makes free throw 3 of 3,,68,63
251,3,7:41.0,,Shooting block foul by M. Williams (drawn by G. Dragić),68,63
252,3,7:41.0,,G. Dragić makes free throw 1 of 3,68,64
253,3,7:41.0,,G. Dragić makes free throw 2 of 3,68,65
254,3,7:41.0,,G. Dragić makes free throw 3 of 3,68,66
255,3,7:32.0,Offensive foul by C. Zeller (drawn by G. Dragić),,68,66
256,3,7:32.0,Turnover by C. Zeller (offensive foul),,68,66
257,3,7:18.0,,L. Babbitt misses 3-pt jump shot from 23 ft,68,66
258,3,7:17.0,,Offensive rebound by G. Dragić,68,66
259,3,7:07.0,J. Lamb enters the game for M. Williams,,68,66
260,3,6:58.0,,D. Waiters misses 2-pt layup from 1 ft,68,66
261,3,6:57.0,,Offensive rebound by H. Whiteside,68,66
262,3,6:55.0,,H. Whiteside misses 2-pt layup from 2 ft (block by C. Zeller),68,66
263,3,6:54.0,Defensive rebound by Team,,68,66
264,3,6:40.0,N. Batum misses 2-pt layup from 1 ft (block by H. Whiteside),,68,66
265,3,6:39.0,,Defensive rebound by R. McGruder,68,66
266,3,6:34.0,,D. Waiters makes 2-pt layup from 1 ft (assist by G. Dragić),68,68
267,3,6:34.0,,Shooting foul by J. Lamb (drawn by D. Waiters),68,68
268,3,6:34.0,,J. Richardson enters the game for G. Dragić,68,68
269,3,6:34.0,,D. Waiters makes free throw 1 of 1,68,69
270,3,6:16.0,J. Lamb misses 2-pt jump shot from 12 ft,,68,69
271,3,6:15.0,Offensive rebound by Team,,68,69
272,3,6:15.0,,W. Ellington enters the game for R. McGruder,68,69
273,3,6:15.0,M. Belinelli enters the game for N. Batum,,68,69
274,3,6:10.0,K. Walker misses 3-pt jump shot from 24 ft,,68,69
275,3,6:09.0,,Defensive rebound by H. Whiteside,68,69
276,3,6:00.0,,D. Waiters misses 3-pt jump shot from 25 ft,68,69
277,3,5:59.0,,Offensive rebound by J. Richardson,68,69
278,3,5:51.0,,W. Ellington misses 3-pt jump shot from 24 ft,68,69
279,3,5:50.0,Defensive rebound by C. Zeller,,68,69
280,3,5:36.0,K. Walker misses 2-pt layup from 2 ft,,68,69
281,3,5:35.0,,Defensive rebound by H. Whiteside,68,69
282,3,5:26.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by D. Waiters),68,72
283,3,5:00.0,M. Kidd-Gilchrist makes 2-pt hook shot from 6 ft (assist by M. Belinelli),,70,72
284,3,4:45.0,,H. Whiteside makes 2-pt jump shot from 19 ft (assist by D. Waiters),70,74
285,3,4:23.0,M. Kidd-Gilchrist makes 2-pt jump shot from 9 ft,,72,74
286,3,4:23.0,,Miami full timeout,72,74
287,3,4:23.0,,J. Johnson enters the game for L. Babbitt,72,74
288,3,4:04.0,,W. Ellington misses 2-pt jump shot from 20 ft,72,74
289,3,4:03.0,Defensive rebound by M. Kidd-Gilchrist,,72,74
290,3,3:56.0,Personal foul by D. Waiters (drawn by J. Lamb),,72,74
291,3,3:56.0,M. Williams enters the game for M. Kidd-Gilchrist,,72,74
292,3,3:41.0,M. Williams makes 2-pt jump shot from 9 ft,,74,74
293,3,3:26.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),74,77
294,3,3:05.0,J. Lamb makes 2-pt layup from 2 ft,,76,77
295,3,2:45.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),76,79
296,3,2:30.0,K. Walker makes 2-pt jump shot from 17 ft,,78,79
297,3,2:13.0,,J. Richardson misses 2-pt layup from 2 ft (block by K. Walker),78,79
298,3,2:12.0,Defensive rebound by K. Walker,,78,79
299,3,1:57.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,81,79
300,3,1:26.0,,D. Waiters misses 3-pt jump shot from 23 ft,81,79
301,3,1:25.0,,Offensive rebound by H. Whiteside,81,79
302,3,1:22.0,,H. Whiteside misses 2-pt jump shot from 5 ft,81,79
303,3,1:21.0,Defensive rebound by M. Williams,,81,79
304,3,1:12.0,K. Walker makes 3-pt jump shot from 24 ft,,84,79
305,3,0:47.0,,H. Whiteside makes 2-pt hook shot from 3 ft,84,81
306,3,0:36.0,Shooting foul by J. Richardson (drawn by K. Walker),,84,81
307,3,0:36.0,Charlotte full timeout,,84,81
308,3,0:36.0,K. Walker makes free throw 1 of 2,,85,81
309,3,0:36.0,C. Wood enters the game for C. Zeller,,84,81
310,3,0:36.0,,T. Johnson enters the game for H. Whiteside,84,81
311,3,0:36.0,,W. Reed enters the game for D. Waiters,84,81
312,3,0:36.0,K. Walker makes free throw 2 of 2,,86,81
313,3,0:15.0,,J. Johnson misses 2-pt jump shot from 6 ft,86,81
314,3,0:14.0,Defensive rebound by J. Lamb,,86,81
315,3,0:01.0,K. Walker misses 2-pt jump shot from 7 ft,,86,81
316,3,0:01.0,,Defensive rebound by J. Richardson,86,81
317,4,11:47.0,,W. Ellington misses 3-pt jump shot from 25 ft,86,81
318,4,11:46.0,Defensive rebound by B. Roberts,,86,81
319,4,11:32.0,M. Belinelli misses 2-pt layup from 2 ft,,86,81
320,4,11:31.0,,Defensive rebound by W. Reed,86,81
321,4,11:26.0,,Turnover by J. Richardson (bad pass; steal by M. Belinelli),86,81
322,4,11:24.0,Turnover by M. Williams (bad pass; steal by J. Richardson),,86,81
323,4,11:07.0,,T. Johnson misses 2-pt jump shot from 14 ft,86,81
324,4,11:06.0,Defensive rebound by C. Zeller,,86,81
325,4,10:56.0,J. Lamb misses 2-pt jump shot from 8 ft,,86,81
326,4,10:55.0,,Defensive rebound by Team,86,81
327,4,10:55.0,,G. Dragić enters the game for J. Richardson,86,81
328,4,10:34.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),86,84
329,4,10:15.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by M. Williams),,89,84
330,4,9:46.0,,J. Johnson makes 3-pt jump shot from 25 ft,89,87
331,4,9:27.0,M. Belinelli misses 3-pt jump shot from 24 ft,,89,87
332,4,9:26.0,,Defensive rebound by J. Johnson,89,87
333,4,9:03.0,,G. Dragić makes 2-pt jump shot from 9 ft,89,89
334,4,8:48.0,M. Belinelli misses 2-pt jump shot from 8 ft,,89,89
335,4,8:47.0,,Defensive rebound by W. Reed,89,89
336,4,8:38.0,,W. Reed misses 2-pt layup from 1 ft (block by M. Williams),89,89
337,4,8:38.0,,Offensive rebound by Team,89,89
338,4,8:38.0,Official timeout,,89,89
339,4,8:38.0,C. Wood enters the game for C. Zeller,,89,89
340,4,8:38.0,K. Walker enters the game for B. Roberts,,89,89
341,4,8:28.0,,W. Reed misses 2-pt layup from 2 ft,89,89
342,4,8:27.0,,Offensive rebound by W. Reed,89,89
343,4,8:26.0,,W. Reed makes 2-pt layup from 1 ft,89,91
344,4,8:04.0,M. Williams misses 3-pt jump shot from 25 ft,,89,91
345,4,8:03.0,,Defensive rebound by W. Reed,89,91
346,4,7:53.0,,W. Reed makes 2-pt dunk at rim (assist by G. Dragić),89,93
347,4,7:36.0,Turnover by C. Wood (lost ball; steal by G. Dragić),,89,93
348,4,7:30.0,,G. Dragić misses 2-pt layup from 2 ft (block by M. Williams),89,93
349,4,7:29.0,Defensive rebound by M. Belinelli,,89,93
350,4,7:14.0,K. Walker misses 3-pt jump shot from 25 ft (block by J. Johnson),,89,93
351,4,7:13.0,,Defensive rebound by G. Dragić,89,93
352,4,7:03.0,,Shooting foul by J. Lamb (drawn by J. Johnson),89,93
353,4,7:03.0,,J. Johnson misses free throw 1 of 2,89,93
354,4,7:03.0,,Offensive rebound by Team,89,93
355,4,7:03.0,,J. Johnson misses free throw 2 of 2,89,93
356,4,7:03.0,C. Zeller enters the game for C. Wood,,89,93
357,4,7:03.0,N. Batum enters the game for J. Lamb,,89,93
358,4,7:02.0,Defensive rebound by M. Williams,,89,93
359,4,6:37.0,K. Walker misses 2-pt jump shot from 20 ft,,89,93
360,4,6:36.0,,Defensive rebound by J. Johnson,89,93
361,4,6:31.0,,Shooting foul by C. Zeller (drawn by W. Reed),89,93
362,4,6:31.0,,W. Reed misses free throw 1 of 2,89,93
363,4,6:31.0,,Offensive rebound by Team,89,93
364,4,6:31.0,,W. Reed misses free throw 2 of 2,89,93
365,4,6:31.0,M. Kidd-Gilchrist enters the game for M. Williams,,89,93
366,4,6:30.0,Defensive rebound by N. Batum,,89,93
367,4,6:06.0,C. Zeller misses 2-pt layup from 1 ft (block by J. Johnson),,89,93
368,4,6:05.0,,Defensive rebound by W. Ellington,89,93
369,4,5:56.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),89,96
370,4,5:56.0,Charlotte full timeout,,89,96
371,4,5:56.0,,H. Whiteside enters the game for W. Reed,89,96
372,4,5:33.0,N. Batum makes 2-pt jump shot from 20 ft,,91,96
373,4,5:06.0,,Turnover by Team (shot clock),91,96
374,4,4:52.0,M. Kidd-Gilchrist misses 2-pt hook shot from 7 ft,,91,96
375,4,4:51.0,,Defensive rebound by J. Johnson,91,96
376,4,4:40.0,,W. Ellington misses 3-pt jump shot from 24 ft,91,96
377,4,4:39.0,,Offensive rebound by G. Dragić,91,96
378,4,4:29.0,,Miami full timeout,91,96
379,4,4:29.0,M. Williams enters the game for M. Kidd-Gilchrist,,91,96
380,4,4:29.0,,D. Waiters enters the game for W. Ellington,91,96
