,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
376,4,4:46.0,,G. Monroe makes 2-pt dunk at rim (assist by G. Antetokounmpo),84,101
377,4,4:34.0,,Technical foul by G. Monroe,84,101
378,4,4:34.0,Technical foul by B. Griffin,,84,101
379,4,4:34.0,Personal foul by G. Monroe,,84,101
380,4,4:34.0,B. Griffin misses free throw 1 of 2,,84,101
381,4,4:34.0,Offensive rebound by Team,,84,101
382,4,4:34.0,R. Felton enters the game for A. Rivers,,84,101
383,4,4:34.0,B. Griffin makes free throw 2 of 2,,85,101
384,4,4:10.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),85,104
385,4,3:54.0,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),,85,104
386,4,3:54.0,B. Griffin misses free throw 1 of 2,,85,104
387,4,3:54.0,Offensive rebound by Team,,85,104
388,4,3:54.0,B. Bass enters the game for D. Jordan,,85,104
389,4,3:54.0,A. Rivers enters the game for C. Paul,,85,104
390,4,3:54.0,B. Griffin makes free throw 2 of 2,,86,104
391,4,3:47.0,,Offensive foul by M. Dellavedova (drawn by B. Griffin),86,104
392,4,3:47.0,,Turnover by M. Dellavedova (offensive foul),86,104
393,4,3:47.0,W. Johnson enters the game for B. Griffin,,86,104
394,4,3:35.0,B. Bass misses 2-pt jump shot from 14 ft,,86,104
395,4,3:35.0,,Defensive rebound by Team,86,104
396,4,3:17.0,,G. Antetokounmpo makes 2-pt layup at rim,86,106
397,4,2:53.0,W. Johnson makes 3-pt jump shot from 27 ft (assist by A. Rivers),,89,106
398,4,2:52.0,,Milwaukee full timeout,89,106
399,4,2:52.0,J. Crawford enters the game for J. Redick,,89,106
400,4,2:52.0,,S. Hawes enters the game for G. Antetokounmpo,89,106
401,4,2:52.0,,M. Teletović enters the game for G. Monroe,89,106
402,4,2:44.0,,Personal foul by R. Felton (drawn by M. Dellavedova),89,106
403,4,2:33.0,,S. Hawes misses 2-pt jump shot from 14 ft,89,106
404,4,2:31.0,Defensive rebound by A. Rivers,,89,106
405,4,2:23.0,J. Crawford makes 2-pt jump shot from 9 ft (assist by R. Felton),,91,106
406,4,2:00.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Terry),91,109
407,4,1:45.0,R. Felton makes 2-pt jump shot from 16 ft,,93,109
408,4,1:34.0,,Personal foul by A. Rivers (drawn by S. Hawes),93,109
409,4,1:34.0,,A. Toupane enters the game for J. Terry,93,109
410,4,1:34.0,,R. Vaughn enters the game for M. Dellavedova,93,109
411,4,1:19.0,,M. Teletović misses 3-pt jump shot from 28 ft,93,109
412,4,1:18.0,Defensive rebound by R. Felton,,93,109
413,4,1:11.0,B. Bass makes 2-pt jump shot from 8 ft (assist by R. Felton),,95,109
414,4,1:11.0,Shooting foul by M. Teletović (drawn by B. Bass),,95,109
415,4,1:11.0,B. Bass makes free throw 1 of 1,,96,109
416,4,0:55.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by S. Hawes),96,112
417,4,0:46.0,W. Johnson misses 3-pt jump shot from 26 ft,,96,112
418,4,0:45.0,Offensive rebound by B. Bass,,96,112
419,4,0:41.0,J. Crawford makes 2-pt layup at rim (assist by B. Bass),,98,112
420,4,0:14.0,,M. Teletović misses 2-pt jump shot from 18 ft,98,112
421,4,0:13.0,Defensive rebound by B. Bass,,98,112
422,4,0:09.0,J. Crawford makes 3-pt jump shot from 27 ft,,101,112
