,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHICAGO_ACTION,MINNESOTA_SCORE,CHICAGO_SCORE
89,1,0:03.0,,D. Wade makes free throw 1 of 2,22,37
90,1,0:03.0,,D. Wade makes free throw 2 of 2,22,38
91,2,11:44.0,S. Muhammad misses 2-pt layup from 2 ft,,22,38
92,2,11:44.0,Offensive rebound by Team,,22,38
93,2,11:37.0,Z. LaVine makes 2-pt jump shot from 20 ft,,24,38
94,2,11:22.0,,I. Canaan misses 3-pt jump shot from 23 ft,24,38
95,2,11:21.0,Defensive rebound by C. Aldrich,,24,38
96,2,11:07.0,Z. LaVine misses 2-pt jump shot from 11 ft,,24,38
97,2,11:05.0,Offensive rebound by N. Bjelica,,24,38
98,2,10:51.0,Z. LaVine misses 2-pt jump shot from 16 ft,,24,38
99,2,10:49.0,,Defensive rebound by N. Mirotić,24,38
100,2,10:43.0,,Shooting foul by K. Dunn (drawn by N. Mirotić),24,38
101,2,10:43.0,,N. Mirotić misses free throw 1 of 2,24,38
102,2,10:43.0,,Offensive rebound by Team,24,38
103,2,10:43.0,,N. Mirotić makes free throw 2 of 2,24,39
104,2,10:30.0,Turnover by N. Bjelica (lost ball; steal by D. Wade),,24,39
105,2,10:24.0,,D. McDermott makes 2-pt layup from 2 ft (assist by D. Wade),24,41
106,2,10:15.0,Shooting foul by C. Felício (drawn by S. Muhammad),,24,41
107,2,10:15.0,S. Muhammad misses free throw 1 of 2,,24,41
108,2,10:15.0,Offensive rebound by Team,,24,41
109,2,10:15.0,S. Muhammad makes free throw 2 of 2,,25,41
110,2,10:00.0,,D. Wade misses 2-pt layup from 2 ft,25,41
111,2,9:58.0,,Offensive rebound by C. Felício,25,41
112,2,9:58.0,,C. Felício misses 2-pt dunk at rim,25,41
113,2,9:57.0,Defensive rebound by N. Bjelica,,25,41
114,2,9:42.0,K. Dunn misses 3-pt jump shot from 22 ft,,25,41
115,2,9:41.0,Offensive rebound by C. Aldrich,,25,41
116,2,9:38.0,Shooting foul by C. Felício (drawn by Z. LaVine),,25,41
117,2,9:38.0,Z. LaVine makes free throw 1 of 2,,26,41
118,2,9:38.0,Z. LaVine misses free throw 2 of 2,,26,41
119,2,9:38.0,,Defensive rebound by Team,26,41
120,2,9:25.0,,C. Felício makes 2-pt dunk at rim (assist by D. Wade),26,43
121,2,9:01.0,C. Aldrich makes 2-pt dunk at rim (assist by Z. LaVine),,28,43
122,2,8:44.0,,N. Mirotić makes 2-pt jump shot from 5 ft (assist by D. Wade),28,45
123,2,8:30.0,N. Bjelica misses 3-pt jump shot from 25 ft,,28,45
124,2,8:28.0,,Defensive rebound by D. Wade,28,45
125,2,8:26.0,,D. McDermott makes 2-pt layup at rim (assist by D. Wade),28,47
126,2,8:10.0,Minnesota full timeout,,28,47
127,2,8:09.0,Violation by Team (jump ball),,28,47
128,2,8:09.0,Turnover by K. Dunn (jump ball violation.),,28,47
129,2,7:50.0,,Turnover by I. Canaan (lost ball),28,47
130,2,7:36.0,C. Aldrich misses 2-pt jump shot from 2 ft,,28,47
131,2,7:35.0,,Defensive rebound by N. Mirotić,28,47
132,2,7:28.0,,D. Wade makes 2-pt jump shot from 5 ft,28,49
133,2,7:01.0,Z. LaVine misses 2-pt jump shot from 19 ft,,28,49
134,2,7:00.0,Offensive rebound by C. Aldrich,,28,49
135,2,6:54.0,N. Bjelica misses 2-pt layup from 4 ft,,28,49
136,2,6:52.0,Offensive rebound by S. Muhammad,,28,49
137,2,6:52.0,S. Muhammad makes 2-pt layup from 3 ft,,30,49
138,2,6:37.0,,D. McDermott makes 2-pt layup from 1 ft,30,51
139,2,6:30.0,Turnover by K. Dunn (bad pass),,30,51
140,2,6:30.0,,J. Butler enters the game for D. Wade,30,51
141,2,6:30.0,A. Wiggins enters the game for S. Muhammad,,30,51
142,2,6:16.0,,N. Mirotić misses 3-pt jump shot from 25 ft,30,51
143,2,6:15.0,Defensive rebound by K. Dunn,,30,51
144,2,6:10.0,Z. LaVine makes 2-pt layup from 2 ft,,32,51
145,2,5:45.0,,D. McDermott misses 2-pt jump shot from 12 ft (block by C. Aldrich),32,51
146,2,5:43.0,,Offensive rebound by N. Mirotić,32,51
147,2,5:43.0,,Turnover by Team (shot clock),32,51
148,2,5:43.0,,Chicago full timeout,32,51
149,2,5:43.0,,J. Grant enters the game for D. McDermott,32,51
150,2,5:43.0,,T. Gibson enters the game for N. Mirotić,32,51
151,2,5:43.0,,R. Lopez enters the game for C. Felício,32,51
152,2,5:43.0,G. Dieng enters the game for K. Dunn,,32,51
153,2,5:43.0,R. Rubio enters the game for C. Aldrich,,32,51
154,2,5:43.0,K. Towns enters the game for N. Bjelica,,32,51
155,2,5:18.0,Z. LaVine makes 2-pt jump shot from 21 ft (assist by G. Dieng),,34,51
156,2,4:54.0,,J. Butler makes 2-pt jump shot from 13 ft,34,53
157,2,4:39.0,K. Towns makes 2-pt jump shot from 23 ft (assist by Z. LaVine),,36,53
158,2,4:24.0,,I. Canaan misses 2-pt layup from 2 ft,36,53
159,2,4:23.0,,Offensive rebound by Team,36,53
160,2,4:14.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),36,55
161,2,4:01.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by Z. LaVine),,38,55
162,2,3:46.0,,J. Grant misses 2-pt jump shot from 9 ft,38,55
163,2,3:45.0,Defensive rebound by K. Towns,,38,55
164,2,3:28.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by K. Towns),,40,55
165,2,3:07.0,,Shooting foul by G. Dieng (drawn by J. Butler),40,55
166,2,3:07.0,,J. Butler misses free throw 1 of 2,40,55
167,2,3:07.0,,Offensive rebound by Team,40,55
168,2,3:07.0,,J. Butler makes free throw 2 of 2,40,56
169,2,2:56.0,Shooting foul by J. Grant (drawn by R. Rubio),,40,56
170,2,2:56.0,Minnesota full timeout,,40,56
171,2,2:56.0,R. Rubio makes free throw 1 of 2,,41,56
172,2,2:56.0,R. Rubio makes free throw 2 of 2,,42,56
173,2,2:39.0,,I. Canaan misses 2-pt layup from 2 ft,42,56
174,2,2:39.0,,Offensive rebound by R. Lopez,42,56
175,2,2:39.0,,Personal foul by G. Dieng (drawn by R. Lopez),42,56
176,2,2:31.0,,J. Butler misses 2-pt jump shot from 17 ft,42,56
177,2,2:30.0,Defensive rebound by K. Towns,,42,56
178,2,2:16.0,A. Wiggins misses 2-pt layup from 3 ft,,42,56
179,2,2:14.0,Offensive rebound by A. Wiggins,,42,56
180,2,2:14.0,A. Wiggins makes 2-pt layup from 2 ft,,44,56
181,2,1:57.0,,Turnover by J. Butler (lost ball; steal by R. Rubio),44,56
182,2,1:53.0,,D. Wade enters the game for I. Canaan,44,56
183,2,1:45.0,K. Towns makes 2-pt hook shot from 3 ft (assist by R. Rubio),,46,56
184,2,1:23.0,,T. Gibson misses 2-pt jump shot from 12 ft,46,56
185,2,1:22.0,Defensive rebound by Z. LaVine,,46,56
186,2,1:13.0,A. Wiggins makes 2-pt jump shot from 16 ft (assist by R. Rubio),,48,56
187,2,0:53.0,,D. Wade misses 2-pt jump shot from 12 ft,48,56
188,2,0:52.0,Defensive rebound by K. Towns,,48,56
189,2,0:43.0,K. Towns misses 2-pt layup from 1 ft,,48,56
190,2,0:43.0,Offensive rebound by K. Towns,,48,56
191,2,0:43.0,Shooting foul by T. Gibson (drawn by K. Towns),,48,56
192,2,0:43.0,K. Towns misses free throw 1 of 2,,48,56
193,2,0:43.0,Offensive rebound by Team,,48,56
194,2,0:43.0,,N. Mirotić enters the game for T. Gibson,48,56
195,2,0:43.0,K. Towns makes free throw 2 of 2,,49,56
196,2,0:37.0,,Personal foul by Z. LaVine (drawn by D. Wade),49,56
197,2,0:30.0,,N. Mirotić misses 3-pt jump shot from 24 ft,49,56
198,2,0:29.0,Defensive rebound by G. Dieng,,49,56
199,2,0:11.0,G. Dieng makes 3-pt jump shot from 24 ft (assist by K. Towns),,52,56
200,2,0:01.0,,D. Wade misses 3-pt jump shot from 25 ft,52,56
201,2,0:01.0,Defensive rebound by K. Towns,,52,56
202,2,0:00.0,K. Towns misses 3-pt jump shot from 53 ft,,52,56
203,2,0:00.0,Offensive rebound by Team,,52,56
204,3,11:46.0,Z. LaVine misses 3-pt jump shot from 25 ft,,52,56
205,3,11:45.0,,Defensive rebound by T. Gibson,52,56
206,3,11:31.0,,J. Grant misses 2-pt jump shot from 18 ft,52,56
207,3,11:30.0,Defensive rebound by K. Towns,,52,56
208,3,11:16.0,Shooting foul by R. Lopez (drawn by G. Dieng),,52,56
209,3,11:16.0,G. Dieng makes free throw 1 of 2,,53,56
210,3,11:16.0,G. Dieng misses free throw 2 of 2,,53,56
211,3,11:15.0,,Defensive rebound by D. Wade,53,56
212,3,10:55.0,,T. Gibson misses 2-pt jump shot from 16 ft,53,56
213,3,10:53.0,Defensive rebound by Z. LaVine,,53,56
214,3,10:40.0,R. Rubio misses 2-pt jump shot from 20 ft,,53,56
215,3,10:39.0,,Defensive rebound by J. Grant,53,56
216,3,10:28.0,,T. Gibson makes 2-pt layup from 2 ft,53,58
217,3,10:09.0,Shooting foul by D. Wade (drawn by A. Wiggins),,53,58
218,3,10:09.0,A. Wiggins makes free throw 1 of 2,,54,58
219,3,10:09.0,A. Wiggins makes free throw 2 of 2,,55,58
220,3,9:58.0,,J. Butler misses 2-pt jump shot from 15 ft,55,58
221,3,9:56.0,,Offensive rebound by T. Gibson,55,58
222,3,9:55.0,,T. Gibson makes 2-pt dunk at rim,55,60
223,3,9:39.0,Z. LaVine makes 2-pt jump shot from 17 ft,,57,60
224,3,9:16.0,,Shooting foul by Z. LaVine (drawn by R. Lopez),57,60
225,3,9:16.0,,D. Wade makes free throw 1 of 2,57,61
226,3,9:16.0,,D. Wade misses free throw 2 of 2,57,61
227,3,9:14.0,Defensive rebound by A. Wiggins,,57,61
228,3,8:55.0,G. Dieng misses 2-pt jump shot from 13 ft,,57,61
229,3,8:53.0,,Defensive rebound by J. Butler,57,61
230,3,8:30.0,,J. Grant misses 2-pt jump shot from 16 ft,57,61
231,3,8:29.0,Defensive rebound by K. Towns,,57,61
232,3,8:27.0,Turnover by K. Towns (bad pass),,57,61
233,3,8:18.0,,Shooting foul by K. Towns (drawn by R. Lopez),57,61
234,3,8:18.0,,D. Wade misses free throw 1 of 2,57,61
235,3,8:18.0,,Offensive rebound by Team,57,61
236,3,8:18.0,,D. Wade misses free throw 2 of 2,57,61
237,3,8:18.0,Defensive rebound by A. Wiggins,,57,61
238,3,8:01.0,A. Wiggins makes 2-pt jump shot from 17 ft,,59,61
239,3,7:46.0,,J. Butler misses 2-pt layup from 2 ft (block by G. Dieng),59,61
240,3,7:43.0,Defensive rebound by A. Wiggins,,59,61
241,3,7:41.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),,61,61
242,3,7:40.0,,I. Canaan enters the game for J. Grant,61,61
243,3,7:40.0,,Chicago full timeout,61,61
244,3,7:16.0,,I. Canaan makes 2-pt jump shot from 4 ft,61,63
245,3,6:59.0,G. Dieng misses 3-pt jump shot from 23 ft,,61,63
246,3,6:58.0,,Defensive rebound by D. Wade,61,63
247,3,6:45.0,,Turnover by T. Gibson (traveling),61,63
248,3,6:34.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),,64,63
249,3,6:16.0,,J. Butler misses 2-pt layup from 2 ft (block by K. Towns),64,63
250,3,6:14.0,,Offensive rebound by D. Wade,64,63
251,3,6:12.0,,D. Wade makes 3-pt jump shot from 25 ft,64,66
252,3,6:04.0,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),,66,66
253,3,5:48.0,,D. Wade misses 2-pt jump shot from 8 ft (block by G. Dieng),66,66
254,3,5:47.0,Defensive rebound by K. Towns,,66,66
255,3,5:41.0,,Violation by I. Canaan (kicked ball),66,66
256,3,5:23.0,Turnover by K. Towns (bad pass; steal by D. Wade),,66,66
257,3,5:14.0,,Offensive foul by T. Gibson (drawn by G. Dieng),66,66
258,3,5:14.0,,Turnover by T. Gibson (offensive foul),66,66
259,3,5:14.0,,D. McDermott enters the game for D. Wade,66,66
260,3,4:58.0,K. Towns misses 2-pt layup from 2 ft (block by R. Lopez),,66,66
261,3,4:57.0,,Defensive rebound by I. Canaan,66,66
262,3,4:47.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by I. Canaan),66,68
263,3,4:30.0,K. Towns misses 3-pt jump shot from 26 ft,,66,68
264,3,4:29.0,,Defensive rebound by I. Canaan,66,68
265,3,4:17.0,,I. Canaan misses 3-pt jump shot from 27 ft,66,68
266,3,4:15.0,Defensive rebound by R. Rubio,,66,68
267,3,4:00.0,G. Dieng makes 2-pt jump shot from 15 ft,,68,68
268,3,3:42.0,,J. Butler makes 2-pt jump shot from 8 ft (assist by I. Canaan),68,70
269,3,3:23.0,G. Dieng misses 2-pt jump shot from 19 ft,,68,70
270,3,3:22.0,Offensive rebound by R. Rubio,,68,70
271,3,3:11.0,K. Towns makes 2-pt hook shot from 5 ft,,70,70
272,3,2:57.0,,T. Gibson misses 2-pt jump shot from 14 ft (block by K. Towns),70,70
273,3,2:56.0,,Offensive rebound by J. Butler,70,70
274,3,2:54.0,,J. Butler misses 2-pt layup from 1 ft,70,70
275,3,2:53.0,Defensive rebound by A. Wiggins,,70,70
276,3,2:48.0,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),,72,70
277,3,2:31.0,,J. Butler misses 2-pt layup from 3 ft (block by K. Towns),72,70
278,3,2:29.0,Defensive rebound by A. Wiggins,,72,70
279,3,2:25.0,A. Wiggins makes 2-pt layup from 3 ft,,74,70
280,3,2:02.0,,Shooting foul by A. Wiggins (drawn by J. Butler),74,70
281,3,2:02.0,Minnesota full timeout,,74,70
282,3,2:02.0,,J. Butler makes free throw 1 of 3,74,71
283,3,2:02.0,,J. Butler makes free throw 2 of 3,74,72
284,3,2:02.0,,N. Mirotić enters the game for T. Gibson,74,70
285,3,2:02.0,S. Muhammad enters the game for Z. LaVine,,74,70
286,3,2:02.0,,J. Butler makes free throw 3 of 3,74,73
287,3,2:02.0,Turnover by K. Towns (inbound),,74,73
288,3,1:55.0,,J. Butler misses 2-pt jump shot from 21 ft,74,73
289,3,1:52.0,Defensive rebound by R. Rubio,,74,73
290,3,1:40.0,K. Towns misses 2-pt layup from 2 ft (block by R. Lopez),,74,73
291,3,1:40.0,Offensive rebound by Team,,74,73
292,3,1:37.0,K. Towns misses 3-pt jump shot from 27 ft,,74,73
293,3,1:37.0,Offensive rebound by A. Wiggins,,74,73
294,3,1:37.0,Personal foul by J. Butler (drawn by A. Wiggins),,74,73
295,3,1:25.0,R. Rubio makes 2-pt jump shot from 16 ft,,76,73
296,3,1:06.0,,Turnover by J. Butler (bad pass; steal by K. Towns),76,73
297,3,1:01.0,K. Towns makes 2-pt dunk at rim,,78,73
298,3,0:46.0,,I. Canaan misses 2-pt layup from 2 ft,78,73
299,3,0:46.0,,Offensive rebound by R. Lopez,78,73
300,3,0:46.0,,R. Lopez makes 2-pt layup from 2 ft,78,75
301,3,0:33.0,K. Towns misses 3-pt jump shot from 27 ft,,78,75
302,3,0:32.0,,Defensive rebound by I. Canaan,78,75
303,3,0:20.0,,R. Lopez misses 2-pt hook shot from 4 ft,78,75
304,3,0:19.0,Defensive rebound by G. Dieng,,78,75
305,3,0:02.0,A. Wiggins misses 2-pt jump shot from 3 ft (block by R. Lopez),,78,75
306,3,0:00.0,,Defensive rebound by J. Butler,78,75
307,3,0:00.0,,J. Butler misses 3-pt jump shot from 47 ft,78,75
308,3,0:00.0,,Offensive rebound by Team,78,75
309,4,11:51.0,,Turnover by D. Wade (lost ball),78,75
310,4,11:32.0,K. Towns misses 2-pt jump shot from 14 ft,,78,75
311,4,11:32.0,Offensive rebound by Team,,78,75
312,4,11:32.0,,Loose ball foul by D. McDermott (drawn by C. Aldrich),78,75
313,4,11:32.0,N. Bjelica enters the game for K. Towns,,78,75
314,4,11:16.0,Z. LaVine makes 2-pt jump shot from 8 ft,,80,75
315,4,10:54.0,,I. Canaan makes 2-pt jump shot from 14 ft,80,77
316,4,10:38.0,Turnover by Z. LaVine (discontinued dribble),,80,77
317,4,10:27.0,,Turnover by D. Wade (bad pass),80,77
318,4,10:11.0,K. Dunn makes 2-pt layup from 2 ft (assist by Z. LaVine),,82,77
319,4,9:53.0,,Shooting foul by N. Bjelica (drawn by N. Mirotić),82,77
320,4,9:53.0,,N. Mirotić makes free throw 1 of 2,82,78
321,4,9:53.0,,J. Butler enters the game for I. Canaan,82,78
322,4,9:53.0,,N. Mirotić makes free throw 2 of 2,82,79
323,4,9:36.0,Z. LaVine misses 2-pt layup from 2 ft,,82,79
324,4,9:35.0,,Defensive rebound by N. Mirotić,82,79
325,4,9:35.0,,Personal foul by C. Aldrich (drawn by N. Mirotić),82,79
326,4,9:21.0,,D. Wade misses 2-pt layup from 2 ft,82,79
327,4,9:19.0,,Offensive rebound by C. Felício,82,79
328,4,9:19.0,,C. Felício misses 2-pt layup from 2 ft,82,79
329,4,9:18.0,Defensive rebound by N. Bjelica,,82,79
330,4,9:10.0,S. Muhammad misses 2-pt jump shot from 4 ft,,82,79
331,4,9:09.0,,Defensive rebound by C. Felício,82,79
332,4,8:54.0,,J. Butler makes 2-pt layup from 2 ft,82,81
333,4,8:52.0,Minnesota full timeout,,82,81
334,4,8:52.0,A. Wiggins enters the game for S. Muhammad,,82,81
335,4,8:52.0,G. Dieng enters the game for C. Aldrich,,82,81
336,4,8:52.0,K. Towns enters the game for N. Bjelica,,82,81
337,4,8:35.0,K. Towns makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,85,81
338,4,8:21.0,,C. Felício makes 2-pt dunk at rim (assist by D. Wade),85,83
339,4,8:01.0,A. Wiggins misses 3-pt jump shot from 26 ft,,85,83
340,4,8:00.0,,Defensive rebound by D. McDermott,85,83
341,4,7:41.0,,N. Mirotić misses 3-pt jump shot from 30 ft,85,83
342,4,7:39.0,,Offensive rebound by D. McDermott,85,83
343,4,7:38.0,,Shooting foul by G. Dieng (drawn by J. Butler),85,83
344,4,7:38.0,,J. Butler makes free throw 1 of 2,85,84
345,4,7:38.0,R. Rubio enters the game for K. Dunn,,85,84
346,4,7:38.0,,J. Butler makes free throw 2 of 2,85,85
347,4,7:25.0,Z. LaVine misses 3-pt jump shot from 26 ft,,85,85
348,4,7:24.0,,Defensive rebound by J. Butler,85,85
349,4,7:16.0,,J. Butler misses 2-pt jump shot from 16 ft,85,85
350,4,7:13.0,Defensive rebound by Z. LaVine,,85,85
351,4,7:01.0,K. Towns misses 2-pt jump shot from 17 ft,,85,85
352,4,7:00.0,Offensive rebound by G. Dieng,,85,85
353,4,6:59.0,Turnover by R. Rubio (discontinued dribble),,85,85
354,4,6:46.0,,D. McDermott misses 3-pt jump shot from 26 ft,85,85
355,4,6:44.0,Defensive rebound by Z. LaVine,,85,85
356,4,6:39.0,Personal foul by D. McDermott (drawn by R. Rubio),,85,85
357,4,6:39.0,,I. Canaan enters the game for D. Wade,85,85
358,4,6:29.0,G. Dieng misses 2-pt jump shot from 17 ft,,85,85
359,4,6:28.0,,Defensive rebound by J. Butler,85,85
360,4,6:09.0,,N. Mirotić misses 3-pt jump shot from 27 ft,85,85
361,4,6:07.0,,Offensive rebound by C. Felício,85,85
362,4,6:03.0,,J. Butler makes 2-pt layup from 2 ft (assist by C. Felício),85,87
363,4,6:03.0,Minnesota full timeout,,85,87
364,4,5:42.0,R. Rubio misses 2-pt jump shot from 12 ft,,85,87
365,4,5:41.0,Offensive rebound by G. Dieng,,85,87
366,4,5:32.0,R. Rubio makes 2-pt layup from 2 ft,,87,87
367,4,5:17.0,,J. Butler misses 2-pt jump shot from 7 ft,87,87
368,4,5:17.0,Defensive rebound by Team,,87,87
369,4,4:56.0,A. Wiggins misses 3-pt jump shot from 26 ft,,87,87
370,4,4:55.0,,Defensive rebound by D. McDermott,87,87
371,4,4:41.0,,D. McDermott misses 2-pt jump shot from 4 ft,87,87
372,4,4:41.0,Defensive rebound by Team,,87,87
373,4,4:41.0,,Loose ball foul by D. McDermott (drawn by R. Rubio),87,87
374,4,4:41.0,,D. Wade enters the game for D. McDermott,87,87
375,4,4:41.0,,R. Lopez enters the game for N. Mirotić,87,87
376,4,4:41.0,,T. Gibson enters the game for C. Felício,87,87
377,4,4:16.0,G. Dieng misses 2-pt jump shot from 20 ft,,87,87
378,4,4:15.0,Offensive rebound by R. Rubio,,87,87
379,4,3:56.0,K. Towns misses 3-pt jump shot from 26 ft,,87,87
380,4,3:56.0,,Defensive rebound by J. Butler,87,87
381,4,3:56.0,,Personal foul by A. Wiggins (drawn by J. Butler),87,87
382,4,3:42.0,,D. Wade misses 2-pt jump shot from 10 ft,87,87
383,4,3:41.0,Defensive rebound by K. Towns,,87,87
384,4,3:37.0,Shooting block foul by I. Canaan (drawn by A. Wiggins),,87,87
385,4,3:37.0,A. Wiggins makes free throw 1 of 2,,88,87
386,4,3:37.0,A. Wiggins makes free throw 2 of 2,,89,87
