,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
0,1,11:38.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,3,0
1,1,11:21.0,,A. Gordon makes 2-pt jump shot from 15 ft (assist by N. Vučević),3,2
2,1,11:06.0,K. Thompson misses 2-pt jump shot from 15 ft,,3,2
3,1,11:05.0,,Defensive rebound by A. Gordon,3,2
4,1,10:56.0,,S. Ibaka misses 2-pt jump shot from 14 ft,3,2
5,1,10:56.0,Defensive rebound by D. Green,,3,2
6,1,10:49.0,Turnover by K. Thompson (bad pass; steal by A. Gordon),,3,2
7,1,10:40.0,,C. Watson misses 3-pt jump shot from 24 ft,3,2
8,1,10:40.0,Defensive rebound by K. Durant,,3,2
9,1,10:27.0,Turnover by D. Green (bad pass; steal by E. Payton),,3,2
10,1,10:20.0,,E. Payton misses 2-pt layup from 3 ft (block by K. Durant),3,2
11,1,10:19.0,Defensive rebound by D. Green,,3,2
12,1,10:06.0,Z. Pachulia makes 2-pt layup from 3 ft (assist by S. Curry),,5,2
13,1,9:56.0,,Personal foul by K. Thompson (drawn by E. Payton),5,2
14,1,9:48.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by A. Gordon),5,4
15,1,9:39.0,Z. Pachulia misses 2-pt layup from 1 ft (block by S. Ibaka),,5,4
16,1,9:38.0,Offensive rebound by Z. Pachulia,,5,4
17,1,9:37.0,Turnover by Z. Pachulia (bad pass),,5,4
18,1,9:13.0,,S. Ibaka misses 3-pt jump shot from 24 ft,5,4
19,1,9:12.0,Defensive rebound by S. Curry,,5,4
20,1,9:07.0,Shooting foul by S. Ibaka (drawn by D. Green),,5,4
21,1,9:07.0,D. Green makes free throw 1 of 2,,6,4
22,1,9:07.0,D. Green makes free throw 2 of 2,,7,4
23,1,8:57.0,,E. Payton makes 2-pt jump shot from 5 ft (assist by C. Watson),7,6
24,1,8:45.0,S. Curry misses 3-pt jump shot from 26 ft,,7,6
25,1,8:45.0,Offensive rebound by K. Durant,,7,6
26,1,8:38.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,10,6
27,1,8:27.0,,Turnover by S. Ibaka (bad pass; steal by Z. Pachulia),10,6
28,1,8:14.0,K. Durant misses 3-pt jump shot from 27 ft,,10,6
29,1,8:13.0,Offensive rebound by D. Green,,10,6
30,1,8:10.0,Turnover by K. Durant (bad pass; steal by S. Ibaka),,10,6
31,1,8:06.0,,S. Ibaka makes 2-pt layup from 2 ft,10,8
32,1,7:53.0,Turnover by S. Curry (step out of bounds),,10,8
33,1,7:42.0,,E. Payton misses 2-pt layup from 1 ft,10,8
34,1,7:42.0,Defensive rebound by Team,,10,8
35,1,7:29.0,Turnover by K. Thompson (bad pass),,10,8
36,1,7:13.0,,N. Vučević makes 2-pt jump shot from 6 ft (assist by S. Ibaka),10,10
37,1,7:13.0,Golden State full timeout,,10,10
38,1,7:00.0,D. Green misses 3-pt jump shot from 26 ft,,10,10
39,1,6:59.0,,Defensive rebound by C. Watson,10,10
40,1,6:56.0,,Shooting foul by S. Curry (drawn by C. Watson),10,10
41,1,6:56.0,,C. Watson misses free throw 1 of 2,10,10
42,1,6:56.0,,Offensive rebound by Team,10,10
43,1,6:56.0,,C. Watson misses free throw 2 of 2,10,10
44,1,6:55.0,Defensive rebound by K. Durant,,10,10
45,1,6:46.0,Personal foul by E. Payton (drawn by K. Durant),,10,10
46,1,6:31.0,K. Durant misses 2-pt jump shot from 15 ft,,10,10
47,1,6:29.0,Offensive rebound by D. Green,,10,10
48,1,6:29.0,D. Green misses 2-pt layup from 1 ft,,10,10
49,1,6:28.0,,Defensive rebound by N. Vučević,10,10
50,1,6:17.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by C. Watson),10,12
