,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
71,1,2:34.0,,B. Knight enters the game for E. Bledsoe,23,16
72,1,2:10.0,,B. Knight misses 2-pt jump shot from 11 ft,23,16
73,1,2:10.0,,Offensive rebound by B. Knight,23,16
74,1,2:10.0,,Turnover by Team (shot clock),23,16
75,1,2:10.0,M. Carter-Williams enters the game for J. Butler,,23,16
76,1,2:01.0,D. McDermott makes 2-pt jump shot from 22 ft (assist by R. Rondo),,25,16
77,1,1:43.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),25,18
78,1,1:26.0,N. Mirotić misses 3-pt jump shot from 23 ft,,25,18
79,1,1:25.0,Offensive rebound by R. Lopez,,25,18
80,1,1:23.0,Offensive foul by R. Lopez (drawn by J. Dudley),,25,18
81,1,1:23.0,Turnover by R. Lopez (offensive foul),,25,18
82,1,1:23.0,C. Felício enters the game for R. Lopez,,25,18
83,1,1:08.0,,Shooting foul by M. Carter-Williams (drawn by D. Booker),25,18
84,1,1:08.0,,D. Booker makes free throw 1 of 2,25,19
85,1,1:08.0,,M. Chriss enters the game for T. Chandler,25,19
86,1,1:08.0,,D. Booker makes free throw 2 of 2,25,20
87,1,0:53.0,Shooting foul by P. Tucker (drawn by C. Felício),,25,20
88,1,0:53.0,C. Felício misses free throw 1 of 2,,25,20
89,1,0:53.0,Offensive rebound by Team,,25,20
90,1,0:53.0,C. Felício makes free throw 2 of 2,,26,20
91,1,0:43.0,,D. Booker makes 2-pt dunk at rim (assist by M. Chriss),26,22
92,1,0:35.0,Turnover by R. Rondo (bad pass),,26,22
93,1,0:31.0,,M. Chriss makes 3-pt jump shot from 25 ft (assist by D. Booker),26,25
94,1,0:08.0,M. Carter-Williams misses 2-pt jump shot from 22 ft,,26,25
95,1,0:06.0,,Defensive rebound by P. Tucker,26,25
96,1,0:02.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by P. Tucker),26,28
97,2,11:48.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by C. Felício),,29,28
98,2,11:25.0,,J. Dudley misses 2-pt jump shot from 22 ft,29,28
99,2,11:24.0,Defensive rebound by C. Felício,,29,28
100,2,10:59.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by N. Mirotić),,32,28
101,2,10:42.0,,B. Knight misses 3-pt jump shot from 26 ft,32,28
102,2,10:42.0,Defensive rebound by C. Felício,,32,28
103,2,10:34.0,Turnover by N. Mirotić (traveling),,32,28
104,2,10:19.0,,L. Barbosa makes 3-pt jump shot from 22 ft (assist by J. Dudley),32,31
105,2,10:02.0,Turnover by R. Rondo (bad pass; steal by P. Tucker),,32,31
106,2,10:01.0,,Personal take foul by N. Mirotić (drawn by P. Tucker),32,31
107,2,9:45.0,,M. Chriss misses 2-pt jump shot from 10 ft,32,31
108,2,9:43.0,Defensive rebound by N. Mirotić,,32,31
109,2,9:30.0,Shooting foul by M. Chriss (drawn by D. Wade),,32,31
110,2,9:30.0,D. Wade makes free throw 1 of 2,,33,31
111,2,9:30.0,,A. Williams enters the game for M. Chriss,33,31
112,2,9:30.0,D. Wade makes free throw 2 of 2,,34,31
113,2,9:16.0,,L. Barbosa misses 2-pt jump shot from 18 ft,34,31
114,2,9:16.0,,Offensive rebound by A. Williams,34,31
115,2,9:13.0,,A. Williams makes 2-pt layup from 4 ft,34,33
116,2,8:59.0,D. Wade makes 3-pt jump shot from 26 ft (assist by C. Felício),,37,33
117,2,8:41.0,,A. Williams makes 2-pt hook shot from 4 ft (assist by P. Tucker),37,35
118,2,8:23.0,N. Mirotić misses 3-pt jump shot from 24 ft,,37,35
119,2,8:22.0,,Defensive rebound by P. Tucker,37,35
120,2,8:11.0,,A. Williams misses 2-pt layup at rim (block by D. Wade),37,35
121,2,8:10.0,,Offensive rebound by J. Dudley,37,35
122,2,8:07.0,,A. Williams misses 2-pt jump shot from 6 ft,37,35
123,2,8:06.0,Defensive rebound by D. Wade,,37,35
124,2,7:57.0,R. Rondo misses 3-pt jump shot from 25 ft,,37,35
125,2,7:57.0,,Defensive rebound by J. Dudley,37,35
126,2,7:50.0,,B. Knight makes 2-pt layup from 2 ft,37,37
127,2,7:29.0,D. McDermott misses 3-pt jump shot from 28 ft,,37,37
128,2,7:28.0,,Defensive rebound by P. Tucker,37,37
129,2,7:19.0,,B. Knight misses 3-pt jump shot from 24 ft,37,37
130,2,7:19.0,Defensive rebound by Team,,37,37
131,2,7:19.0,Official timeout,,37,37
132,2,7:19.0,T. Gibson enters the game for D. McDermott,,37,37
133,2,7:19.0,J. Butler enters the game for N. Mirotić,,37,37
134,2,7:19.0,D. Valentine enters the game for R. Rondo,,37,37
135,2,6:54.0,C. Felício misses 2-pt jump shot from 22 ft,,37,37
136,2,6:54.0,Offensive rebound by Team,,37,37
137,2,6:30.0,J. Butler misses 2-pt jump shot from 8 ft (block by A. Williams),,37,37
138,2,6:29.0,,Defensive rebound by A. Williams,37,37
139,2,6:22.0,,B. Knight makes 2-pt jump shot from 13 ft,37,39
140,2,6:04.0,T. Gibson misses 2-pt layup from 2 ft (block by A. Williams),,37,39
141,2,6:04.0,Offensive rebound by Team,,37,39
142,2,5:57.0,J. Butler makes 2-pt layup from 1 ft,,39,39
143,2,5:43.0,,L. Barbosa misses 2-pt layup from 1 ft (block by C. Felício),39,39
144,2,5:43.0,,Offensive rebound by Team,39,39
145,2,5:43.0,,Phoenix full timeout,39,39
146,2,5:43.0,R. Lopez enters the game for C. Felício,,39,39
147,2,5:43.0,,E. Bledsoe enters the game for J. Dudley,39,39
148,2,5:43.0,,T. Warren enters the game for L. Barbosa,39,39
149,2,5:38.0,,Turnover by P. Tucker (bad pass),39,39
150,2,5:38.0,Personal foul by T. Warren,,39,39
151,2,5:21.0,R. Lopez misses 2-pt layup from 4 ft,,39,39
152,2,5:18.0,,Defensive rebound by P. Tucker,39,39
153,2,4:56.0,,E. Bledsoe misses 2-pt layup from 3 ft,39,39
154,2,4:54.0,Defensive rebound by D. Valentine,,39,39
155,2,4:45.0,T. Gibson misses 2-pt jump shot from 4 ft (block by A. Williams),,39,39
156,2,4:44.0,,Defensive rebound by B. Knight,39,39
157,2,4:42.0,,Personal foul by J. Butler (drawn by B. Knight),39,39
158,2,4:42.0,D. McDermott enters the game for D. Wade,,39,39
159,2,4:42.0,,T. Chandler enters the game for A. Williams,39,39
160,2,4:32.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,39,39
161,2,4:30.0,Defensive rebound by D. McDermott,,39,39
162,2,4:19.0,R. Lopez misses 2-pt jump shot from 21 ft,,39,39
163,2,4:18.0,,Defensive rebound by B. Knight,39,39
164,2,4:03.0,,B. Knight makes 2-pt jump shot from 3 ft,39,41
165,2,3:52.0,J. Butler misses 2-pt jump shot from 8 ft (block by E. Bledsoe),,39,41
166,2,3:51.0,,Defensive rebound by Team,39,41
167,2,3:50.0,,D. Booker enters the game for T. Chandler,39,41
168,2,3:50.0,,M. Chriss enters the game for B. Knight,39,41
169,2,3:44.0,,Personal foul by D. McDermott,39,41
170,2,3:44.0,J. Grant enters the game for D. Valentine,,39,41
171,2,3:38.0,,T. Warren makes 2-pt jump shot from 20 ft,39,43
172,2,3:26.0,,Offensive charge foul by J. Butler (drawn by M. Chriss),39,43
173,2,3:26.0,Turnover by J. Butler (offensive foul),,39,43
174,2,3:11.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),39,45
175,2,3:11.0,Chicago full timeout,,39,45
176,2,3:11.0,R. Rondo enters the game for D. McDermott,,39,45
177,2,3:04.0,Personal foul by T. Warren,,39,45
178,2,2:54.0,J. Butler makes 2-pt jump shot from 15 ft,,41,45
179,2,2:37.0,,T. Warren makes 2-pt jump shot from 20 ft (assist by M. Chriss),41,47
180,2,2:20.0,Turnover by T. Gibson (bad pass),,41,47
181,2,2:12.0,,Shooting foul by J. Grant (drawn by E. Bledsoe),41,47
182,2,2:12.0,,E. Bledsoe makes free throw 1 of 2,41,48
183,2,2:12.0,,E. Bledsoe misses free throw 2 of 2,41,48
184,2,2:12.0,D. Wade enters the game for R. Lopez,,41,48
185,2,2:11.0,Defensive rebound by T. Gibson,,41,48
186,2,1:54.0,T. Gibson makes 2-pt dunk at rim (assist by D. Wade),,43,48
187,2,1:39.0,,D. Booker misses 2-pt jump shot from 16 ft,43,48
188,2,1:39.0,,Offensive rebound by P. Tucker,43,48
189,2,1:39.0,,Personal foul by J. Butler (drawn by P. Tucker),43,48
190,2,1:39.0,,P. Tucker makes free throw 1 of 2,43,49
191,2,1:39.0,M. Carter-Williams enters the game for J. Butler,,43,49
192,2,1:39.0,,P. Tucker makes free throw 2 of 2,43,50
193,2,1:25.0,Turnover by T. Gibson (bad pass; steal by P. Tucker),,43,50
194,2,1:19.0,,T. Warren makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),43,52
195,2,1:00.0,D. Wade misses 2-pt jump shot from 17 ft,,43,52
196,2,0:58.0,,Defensive rebound by T. Warren,43,52
197,2,0:54.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by D. Wade),43,52
198,2,0:54.0,,Offensive rebound by Team,43,52
199,2,0:49.0,,T. Warren misses 2-pt jump shot from 10 ft,43,52
200,2,0:45.0,Defensive rebound by T. Gibson,,43,52
201,2,0:41.0,R. Rondo misses 2-pt jump shot from 21 ft,,43,52
202,2,0:39.0,,Defensive rebound by E. Bledsoe,43,52
203,2,0:34.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,43,52
204,2,0:32.0,,Offensive rebound by D. Booker,43,52
205,2,0:32.0,,D. Booker misses 2-pt layup from 3 ft,43,52
206,2,0:31.0,,Offensive rebound by T. Warren,43,52
207,2,0:31.0,,T. Warren makes 2-pt jump shot from 10 ft,43,54
208,2,0:15.0,D. Wade misses 2-pt jump shot from 12 ft,,43,54
209,2,0:14.0,,Defensive rebound by M. Chriss,43,54
210,2,0:01.0,,P. Tucker makes 2-pt layup from 1 ft,43,56
211,3,11:41.0,Personal foul by P. Tucker (drawn by R. Lopez),,43,56
212,3,11:26.0,D. Wade makes 2-pt layup from 1 ft,,45,56
213,3,11:12.0,,D. Booker makes 2-pt jump shot from 10 ft,45,58
214,3,10:51.0,J. Butler misses 3-pt jump shot from 26 ft,,45,58
215,3,10:51.0,Offensive rebound by J. Butler,,45,58
216,3,10:47.0,J. Butler makes 2-pt layup from 1 ft,,47,58
217,3,10:33.0,,D. Booker misses 2-pt jump shot from 14 ft,47,58
218,3,10:32.0,Defensive rebound by D. Wade,,47,58
219,3,10:25.0,D. Wade makes 2-pt layup from 2 ft,,49,58
220,3,10:25.0,Shooting foul by M. Chriss (drawn by D. Wade),,49,58
221,3,10:25.0,D. Wade makes free throw 1 of 1,,50,58
222,3,10:16.0,,Turnover by D. Booker (bad pass; steal by J. Grant),50,58
223,3,10:11.0,J. Grant misses 2-pt layup from 1 ft,,50,58
224,3,10:10.0,Offensive rebound by J. Butler,,50,58
225,3,10:09.0,Shooting block foul by M. Chriss (drawn by R. Lopez),,50,58
226,3,10:09.0,R. Lopez makes free throw 1 of 2,,51,58
227,3,10:09.0,R. Lopez makes free throw 2 of 2,,52,58
228,3,10:09.0,,Phoenix full timeout,52,58
229,3,10:09.0,,A. Williams enters the game for M. Chriss,52,58
230,3,9:52.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,52,58
231,3,9:51.0,Defensive rebound by R. Lopez,,52,58
232,3,9:46.0,Turnover by D. Wade (lost ball; steal by P. Tucker),,52,58
233,3,9:41.0,,E. Bledsoe makes 2-pt layup from 2 ft,52,60
234,3,9:41.0,,Shooting foul by J. Grant (drawn by E. Bledsoe),52,60
235,3,9:41.0,,E. Bledsoe makes free throw 1 of 1,52,61
236,3,9:22.0,D. Wade makes 2-pt dunk at rim,,54,61
237,3,9:10.0,,T. Warren makes 2-pt jump shot from 5 ft,54,63
238,3,8:58.0,Def 3 sec tech foul by A. Williams,,54,63
239,3,8:58.0,J. Butler makes technical free throw,,55,63
240,3,8:51.0,D. Wade misses 2-pt jump shot from 18 ft,,55,63
241,3,8:50.0,Offensive rebound by R. Lopez,,55,63
242,3,8:48.0,R. Lopez makes 2-pt layup from 1 ft,,57,63
243,3,8:27.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,57,66
244,3,8:11.0,D. Wade makes 2-pt dunk at rim (assist by J. Butler),,59,66
245,3,7:54.0,,A. Williams makes 2-pt jump shot from 4 ft (assist by E. Bledsoe),59,68
246,3,7:40.0,J. Grant misses 3-pt jump shot from 26 ft,,59,68
247,3,7:40.0,Offensive rebound by Team,,59,68
248,3,7:40.0,,Loose ball foul by A. Williams (drawn by D. Wade),59,68
249,3,7:33.0,J. Butler misses 2-pt layup from 2 ft (block by T. Warren),,59,68
250,3,7:32.0,,Defensive rebound by T. Warren,59,68
251,3,7:29.0,,Shooting foul by R. Lopez (drawn by D. Booker),59,68
252,3,7:29.0,,D. Booker makes free throw 1 of 2,59,69
253,3,7:29.0,,D. Booker makes free throw 2 of 2,59,70
254,3,7:14.0,R. Lopez misses 2-pt hook shot from 12 ft,,59,70
255,3,7:14.0,,Defensive rebound by Team,59,70
256,3,7:03.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,59,70
257,3,7:03.0,Defensive rebound by D. Wade,,59,70
258,3,6:52.0,J. Butler misses 3-pt jump shot from 25 ft,,59,70
259,3,6:52.0,,Defensive rebound by E. Bledsoe,59,70
260,3,6:36.0,,T. Warren misses 2-pt jump shot from 6 ft,59,70
261,3,6:35.0,,Offensive rebound by A. Williams,59,70
262,3,6:35.0,,A. Williams makes 2-pt layup from 2 ft,59,72
263,3,6:35.0,Chicago full timeout,,59,72
264,3,6:23.0,Shooting foul by A. Williams (drawn by J. Butler),,59,72
265,3,6:23.0,J. Butler makes free throw 1 of 2,,60,72
266,3,6:23.0,J. Butler makes free throw 2 of 2,,61,72
267,3,6:11.0,,D. Booker makes 2-pt jump shot from 15 ft,61,74
268,3,5:57.0,D. Wade misses 2-pt jump shot from 7 ft (block by A. Williams),,61,74
269,3,5:56.0,Offensive rebound by D. Wade,,61,74
270,3,5:54.0,D. Wade makes 2-pt jump shot from 6 ft,,63,74
271,3,5:41.0,,E. Bledsoe makes 2-pt layup from 1 ft,63,76
272,3,5:29.0,T. Gibson makes 2-pt jump shot from 14 ft (assist by D. Wade),,65,76
273,3,5:14.0,,P. Tucker misses 3-pt jump shot from 24 ft,65,76
274,3,5:14.0,Defensive rebound by J. Grant,,65,76
275,3,5:01.0,J. Butler misses 2-pt jump shot from 17 ft,,65,76
276,3,5:01.0,Offensive rebound by R. Lopez,,65,76
277,3,4:51.0,R. Lopez misses 2-pt jump shot from 17 ft,,65,76
278,3,4:51.0,,Defensive rebound by A. Williams,65,76
279,3,4:40.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by D. Booker),65,79
280,3,4:25.0,J. Grant makes 3-pt jump shot from 25 ft (assist by J. Butler),,68,79
281,3,4:14.0,,Turnover by E. Bledsoe (lost ball; steal by J. Butler),68,79
282,3,4:06.0,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),,70,79
283,3,3:49.0,,A. Williams misses 2-pt jump shot from 5 ft,70,79
284,3,3:49.0,,Offensive rebound by A. Williams,70,79
285,3,3:47.0,,A. Williams makes 2-pt layup from 5 ft,70,81
286,3,3:25.0,R. Lopez makes 2-pt hook shot from 8 ft,,72,81
287,3,3:07.0,,E. Bledsoe makes 2-pt jump shot from 14 ft,72,83
288,3,2:54.0,D. Wade misses 2-pt jump shot from 12 ft,,72,83
289,3,2:52.0,Offensive rebound by T. Gibson,,72,83
290,3,2:49.0,T. Gibson misses 2-pt hook shot from 4 ft,,72,83
291,3,2:48.0,,Defensive rebound by Team,72,83
292,3,2:47.0,Loose ball foul by R. Lopez,,72,83
293,3,2:47.0,R. Rondo enters the game for J. Butler,,72,83
294,3,2:47.0,N. Mirotić enters the game for T. Gibson,,72,83
295,3,2:47.0,C. Felício enters the game for R. Lopez,,72,83
296,3,2:47.0,D. McDermott enters the game for D. Wade,,72,83
297,3,2:47.0,D. Valentine enters the game for J. Grant,,72,83
298,3,2:36.0,,T. Warren misses 2-pt jump shot from 21 ft,72,83
299,3,2:36.0,,Offensive rebound by D. Booker,72,83
300,3,2:31.0,,D. Booker misses 3-pt jump shot from 26 ft,72,83
301,3,2:30.0,,Offensive rebound by Team,72,83
302,3,2:14.0,,A. Williams misses 2-pt jump shot from 4 ft,72,83
303,3,2:13.0,Defensive rebound by N. Mirotić,,72,83
304,3,2:05.0,D. McDermott misses 3-pt jump shot from 25 ft,,72,83
305,3,2:05.0,,Defensive rebound by A. Williams,72,83
306,3,1:51.0,,Shooting foul by D. Valentine (drawn by D. Booker),72,83
307,3,1:51.0,,D. Booker makes free throw 1 of 2,72,84
308,3,1:51.0,,D. Booker misses free throw 2 of 2,72,84
309,3,1:50.0,Defensive rebound by N. Mirotić,,72,84
310,3,1:38.0,C. Felício misses 2-pt layup from 2 ft,,72,84
311,3,1:36.0,,Defensive rebound by A. Williams,72,84
312,3,1:31.0,,E. Bledsoe misses 2-pt layup from 2 ft,72,84
313,3,1:30.0,Defensive rebound by C. Felício,,72,84
314,3,1:27.0,,Violation by T. Warren (kicked ball),72,84
315,3,1:20.0,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),,74,84
316,3,0:59.0,,D. Booker makes 2-pt jump shot from 16 ft,74,86
317,3,0:50.0,D. Valentine misses 3-pt jump shot from 26 ft,,74,86
318,3,0:49.0,Offensive rebound by R. Rondo,,74,86
319,3,0:39.0,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),,76,86
320,3,0:17.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,76,86
321,3,0:17.0,,Offensive rebound by A. Williams,76,86
322,3,0:01.0,,D. Booker misses 2-pt jump shot from 11 ft,76,86
323,3,0:00.0,Defensive rebound by C. Felício,,76,86
324,4,11:38.0,,Turnover by B. Knight (bad pass; steal by D. Valentine),76,86
325,4,11:35.0,Shooting foul by T. Warren (drawn by D. McDermott),,76,86
326,4,11:35.0,D. McDermott makes free throw 1 of 2,,77,86
327,4,11:35.0,D. McDermott makes free throw 2 of 2,,78,86
328,4,11:15.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by B. Knight),78,89
329,4,10:52.0,N. Mirotić misses 2-pt jump shot from 18 ft,,78,89
330,4,10:52.0,,Defensive rebound by M. Chriss,78,89
331,4,10:49.0,,Personal foul by R. Rondo (drawn by M. Chriss),78,89
332,4,10:41.0,,T. Warren misses 2-pt jump shot from 15 ft (block by N. Mirotić),78,89
333,4,10:41.0,Defensive rebound by Team,,78,89
334,4,10:20.0,Turnover by D. Valentine (bad pass),,78,89
335,4,10:05.0,,T. Warren misses 2-pt jump shot from 20 ft,78,89
336,4,10:04.0,Defensive rebound by R. Rondo,,78,89
337,4,9:57.0,N. Mirotić misses 3-pt jump shot from 28 ft,,78,89
338,4,9:57.0,Offensive rebound by Team,,78,89
339,4,9:57.0,,Loose ball foul by J. Dudley (drawn by C. Felício),78,89
340,4,9:57.0,J. Butler enters the game for N. Mirotić,,78,89
341,4,9:45.0,D. McDermott makes 2-pt layup from 1 ft (assist by R. Rondo),,80,89
342,4,9:40.0,,Phoenix full timeout,80,89
343,4,9:32.0,,L. Barbosa misses 2-pt jump shot from 7 ft,80,89
344,4,9:29.0,,Offensive rebound by Team,80,89
345,4,9:24.0,,J. Dudley misses 3-pt jump shot from 26 ft,80,89
346,4,9:24.0,Defensive rebound by R. Rondo,,80,89
347,4,9:17.0,Turnover by D. Valentine (bad pass; steal by L. Barbosa),,80,89
348,4,9:11.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Knight),80,92
349,4,8:53.0,Shooting block foul by M. Chriss (drawn by D. Valentine),,80,92
350,4,8:53.0,D. Valentine misses free throw 1 of 2,,80,92
351,4,8:53.0,Offensive rebound by Team,,80,92
352,4,8:53.0,D. Valentine misses free throw 2 of 2,,80,92
353,4,8:53.0,,A. Williams enters the game for M. Chriss,80,92
354,4,8:52.0,,Defensive rebound by T. Warren,80,92
355,4,8:45.0,,Personal foul by C. Felício (drawn by A. Williams),80,92
356,4,8:34.0,,T. Warren misses 2-pt jump shot from 6 ft,80,92
357,4,8:34.0,Defensive rebound by R. Rondo,,80,92
358,4,8:20.0,D. Valentine makes 2-pt jump shot from 16 ft,,82,92
359,4,8:07.0,,T. Warren makes 2-pt layup from 2 ft (assist by B. Knight),82,94
360,4,7:56.0,D. Valentine makes 2-pt jump shot from 10 ft,,84,94
361,4,7:36.0,,L. Barbosa misses 3-pt jump shot from 24 ft,84,94
362,4,7:36.0,Defensive rebound by J. Butler,,84,94
363,4,7:36.0,Personal foul by A. Williams (drawn by J. Butler),,84,94
364,4,7:36.0,,E. Bledsoe enters the game for L. Barbosa,84,94
365,4,7:18.0,Shooting foul by A. Williams (drawn by J. Butler),,84,94
366,4,7:18.0,J. Butler misses free throw 1 of 2,,84,94
367,4,7:18.0,Offensive rebound by Team,,84,94
368,4,7:18.0,,D. Booker enters the game for J. Dudley,84,94
369,4,7:18.0,,P. Tucker enters the game for B. Knight,84,94
370,4,7:18.0,D. Wade enters the game for D. Valentine,,84,94
371,4,7:18.0,J. Butler makes free throw 2 of 2,,85,94
372,4,7:05.0,,Personal foul by R. Rondo (drawn by E. Bledsoe),85,94
373,4,6:57.0,,D. Booker misses 3-pt jump shot from 25 ft,85,94
374,4,6:56.0,,Offensive rebound by A. Williams,85,94
375,4,6:52.0,,T. Warren misses 2-pt jump shot from 4 ft (block by C. Felício),85,94
376,4,6:52.0,,Offensive rebound by Team,85,94
377,4,6:43.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),85,96
378,4,6:25.0,J. Butler misses 3-pt jump shot from 25 ft,,85,96
379,4,6:24.0,,Defensive rebound by A. Williams,85,96
380,4,6:12.0,,E. Bledsoe makes 2-pt jump shot from 13 ft,85,98
381,4,6:12.0,Chicago full timeout,,85,98
382,4,6:12.0,T. Gibson enters the game for D. McDermott,,85,98
383,4,6:00.0,J. Butler makes 2-pt jump shot from 7 ft,,87,98
384,4,5:37.0,,E. Bledsoe makes 2-pt layup from 1 ft,87,100
385,4,5:16.0,D. Wade misses 3-pt jump shot from 25 ft,,87,100
386,4,5:16.0,,Defensive rebound by P. Tucker,87,100
387,4,4:57.0,,Shooting foul by T. Gibson (drawn by E. Bledsoe),87,100
