,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
42,1,5:04.0,Defensive rebound by D. Howard,,12,17
43,1,4:57.0,T. Hardaway misses 3-pt jump shot from 25 ft,,12,17
44,1,4:56.0,,Defensive rebound by N. Mirotić,12,17
45,1,4:46.0,,R. Rondo misses 2-pt layup from 2 ft,12,17
46,1,4:45.0,Defensive rebound by D. Schröder,,12,17
47,1,4:44.0,Turnover by D. Schröder (lost ball; steal by R. Rondo),,12,17
48,1,4:40.0,,N. Mirotić misses 2-pt layup from 2 ft,12,17
49,1,4:38.0,,Offensive rebound by N. Mirotić,12,17
50,1,4:35.0,,N. Mirotić misses 2-pt jump shot from 19 ft,12,17
51,1,4:35.0,Defensive rebound by Team,,12,17
52,1,4:35.0,,Loose ball foul by J. Butler (drawn by D. Howard),12,17
53,1,4:35.0,K. Bazemore enters the game for E. İlyasova,,12,17
54,1,4:35.0,,D. Valentine enters the game for P. Zipser,12,17
55,1,4:35.0,M. Muscala enters the game for T. Prince,,12,17
56,1,4:35.0,,B. Portis enters the game for N. Mirotić,12,17
57,1,4:17.0,D. Schröder misses 3-pt jump shot from 25 ft,,12,17
58,1,4:17.0,Offensive rebound by Team,,12,17
59,1,4:17.0,,Loose ball foul by R. Rondo (drawn by M. Muscala),12,17
60,1,4:06.0,D. Howard makes 2-pt layup from 2 ft (assist by K. Bazemore),,14,17
61,1,3:53.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Butler),14,19
62,1,3:35.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),,17,19
63,1,3:08.0,,R. Rondo misses 3-pt jump shot from 26 ft,17,19
64,1,3:07.0,,Offensive rebound by R. Lopez,17,19
65,1,2:53.0,,J. Butler misses 2-pt jump shot from 13 ft,17,19
66,1,2:52.0,Defensive rebound by K. Bazemore,,17,19
67,1,2:44.0,D. Howard makes 2-pt dunk at rim (assist by M. Muscala),,19,19
68,1,2:44.0,,Chicago full timeout,19,19
69,1,2:44.0,M. Dunleavy enters the game for D. Howard,,19,19
70,1,2:44.0,K. Humphries enters the game for T. Hardaway,,19,19
71,1,2:30.0,,Turnover by R. Rondo (lost ball),19,19
72,1,2:08.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,19,19
73,1,2:07.0,,Defensive rebound by R. Rondo,19,19
74,1,2:01.0,Violation by K. Humphries (kicked ball),,19,19
75,1,2:01.0,,M. Carter-Williams enters the game for R. Rondo,19,19
76,1,1:54.0,,R. Lopez makes 2-pt jump shot from 15 ft (assist by J. Butler),19,21
77,1,1:39.0,D. Schröder makes 2-pt layup from 2 ft,,21,21
78,1,1:21.0,,Shooting foul by K. Bazemore (drawn by J. Butler),21,21
79,1,1:21.0,,J. Butler makes free throw 1 of 2,21,22
80,1,1:21.0,,J. Butler makes free throw 2 of 2,21,23
81,1,1:09.0,Personal foul by B. Portis (drawn by D. Schröder),,21,23
82,1,0:58.0,Turnover by M. Muscala (3 sec),,21,23
83,1,0:46.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,21,23
84,1,0:45.0,Defensive rebound by M. Dunleavy,,21,23
85,1,0:30.0,K. Humphries misses 3-pt jump shot from 25 ft,,21,23
86,1,0:29.0,,Defensive rebound by J. Butler,21,23
87,1,0:07.0,,B. Portis misses 3-pt jump shot from 23 ft,21,23
88,1,0:06.0,Defensive rebound by M. Dunleavy,,21,23
89,1,0:00.0,K. Bazemore misses 3-pt jump shot from 28 ft,,21,23
90,1,0:00.0,Offensive rebound by Team,,21,23
91,2,11:51.0,,M. Carter-Williams makes 2-pt layup from 1 ft,21,25
92,2,11:27.0,J. Calderón makes 2-pt jump shot from 20 ft (assist by T. Hardaway),,23,25
93,2,11:12.0,,D. Valentine misses 2-pt jump shot from 16 ft,23,25
94,2,11:11.0,Defensive rebound by K. Humphries,,23,25
95,2,10:59.0,Turnover by J. Calderón (bad pass; steal by B. Portis),,23,25
96,2,10:49.0,,D. Valentine misses 3-pt jump shot from 26 ft,23,25
97,2,10:48.0,Defensive rebound by K. Humphries,,23,25
98,2,10:33.0,K. Humphries misses 2-pt jump shot from 21 ft,,23,25
99,2,10:32.0,Offensive rebound by J. Calderón,,23,25
100,2,10:25.0,M. Muscala misses 2-pt jump shot from 20 ft,,23,25
101,2,10:24.0,,Defensive rebound by P. Zipser,23,25
102,2,10:13.0,,M. Carter-Williams makes 3-pt jump shot from 24 ft,23,28
103,2,9:57.0,K. Humphries misses 2-pt jump shot from 7 ft,,23,28
104,2,9:56.0,,Defensive rebound by B. Portis,23,28
105,2,9:45.0,,B. Portis misses 3-pt jump shot from 26 ft,23,28
106,2,9:44.0,Defensive rebound by T. Hardaway,,23,28
107,2,9:33.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,26,28
108,2,9:18.0,,J. Lauvergne misses 2-pt jump shot from 19 ft,26,28
109,2,9:17.0,Defensive rebound by M. Dunleavy,,26,28
110,2,9:04.0,T. Hardaway misses 2-pt layup from 1 ft,,26,28
111,2,9:03.0,,Defensive rebound by D. Valentine,26,28
112,2,8:49.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by P. Zipser),26,31
113,2,8:29.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,29,31
114,2,8:08.0,,J. Lauvergne misses 2-pt hook shot from 6 ft,29,31
115,2,8:06.0,Defensive rebound by J. Calderón,,29,31
116,2,8:01.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Calderón),,32,31
117,2,7:59.0,,Chicago full timeout,32,31
118,2,7:59.0,D. Howard enters the game for K. Humphries,,32,31
119,2,7:41.0,,D. Valentine makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),32,33
120,2,7:25.0,T. Hardaway misses 2-pt layup from 2 ft (block by D. Valentine),,32,33
121,2,7:23.0,,Defensive rebound by M. Carter-Williams,32,33
122,2,7:11.0,,J. Lauvergne makes 2-pt hook shot from 5 ft,32,35
123,2,7:00.0,Personal foul by M. Carter-Williams (drawn by M. Dunleavy),,32,35
124,2,7:00.0,E. İlyasova enters the game for M. Muscala,,32,35
125,2,6:58.0,Shooting foul by P. Zipser (drawn by T. Hardaway),,32,35
126,2,6:58.0,T. Hardaway makes free throw 1 of 2,,33,35
127,2,6:58.0,T. Hardaway makes free throw 2 of 2,,34,35
128,2,6:49.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,34,35
129,2,6:48.0,,Offensive rebound by M. Carter-Williams,34,35
130,2,6:45.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by B. Portis),34,37
131,2,6:32.0,Turnover by J. Calderón (bad pass),,34,37
132,2,6:32.0,T. Prince enters the game for M. Dunleavy,,34,37
133,2,6:32.0,,J. Butler enters the game for P. Zipser,34,37
134,2,6:32.0,,R. Rondo enters the game for B. Portis,34,37
135,2,6:32.0,,N. Mirotić enters the game for M. Carter-Williams,34,37
136,2,6:19.0,D. Schröder enters the game for J. Calderón,,34,37
137,2,6:19.0,,Violation by Team (jump ball),34,37
138,2,6:19.0,,Turnover by R. Rondo (jump ball violation.),34,37
139,2,6:00.0,D. Schröder makes 2-pt layup from 2 ft,,36,37
140,2,5:44.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),36,40
141,2,5:29.0,T. Prince misses 3-pt jump shot from 25 ft,,36,40
142,2,5:29.0,,Defensive rebound by Team,36,40
143,2,5:29.0,,Chicago full timeout,36,40
144,2,5:29.0,,R. Lopez enters the game for J. Lauvergne,36,40
145,2,5:18.0,,R. Rondo makes 2-pt jump shot from 20 ft (assist by D. Valentine),36,42
146,2,5:05.0,Turnover by E. İlyasova (traveling),,36,42
147,2,5:05.0,K. Bazemore enters the game for T. Hardaway,,36,42
148,2,4:44.0,,D. Valentine misses 3-pt jump shot from 26 ft,36,42
149,2,4:43.0,Defensive rebound by K. Bazemore,,36,42
150,2,4:33.0,E. İlyasova misses 2-pt jump shot from 15 ft,,36,42
151,2,4:32.0,,Defensive rebound by R. Rondo,36,42
152,2,4:15.0,,N. Mirotić misses 2-pt jump shot from 10 ft,36,42
153,2,4:13.0,Defensive rebound by D. Schröder,,36,42
154,2,4:07.0,D. Schröder makes 2-pt jump shot from 6 ft,,38,42
155,2,3:55.0,,R. Rondo misses 2-pt jump shot from 5 ft (block by D. Howard),38,42
156,2,3:54.0,Defensive rebound by D. Howard,,38,42
157,2,3:48.0,Turnover by T. Prince (traveling),,38,42
158,2,3:35.0,,Offensive foul by R. Lopez (drawn by E. İlyasova),38,42
159,2,3:35.0,,Turnover by R. Lopez (offensive foul),38,42
160,2,3:18.0,Shooting foul by J. Butler (drawn by D. Howard),,38,42
161,2,3:18.0,D. Howard makes free throw 1 of 2,,39,42
162,2,3:18.0,D. Howard misses free throw 2 of 2,,39,42
163,2,3:16.0,,Defensive rebound by N. Mirotić,39,42
164,2,3:04.0,,J. Butler misses 2-pt layup from 1 ft,39,42
165,2,3:02.0,Defensive rebound by D. Howard,,39,42
166,2,2:57.0,K. Bazemore misses 3-pt jump shot from 25 ft,,39,42
167,2,2:56.0,,Defensive rebound by R. Rondo,39,42
168,2,2:53.0,,Shooting foul by D. Schröder (drawn by J. Butler),39,42
169,2,2:53.0,Atlanta full timeout,,39,42
170,2,2:53.0,,J. Butler makes free throw 1 of 2,39,43
171,2,2:53.0,,P. Zipser enters the game for D. Valentine,39,42
172,2,2:53.0,,J. Butler makes free throw 2 of 2,39,44
173,2,2:36.0,E. İlyasova misses 2-pt jump shot from 22 ft,,39,44
174,2,2:34.0,,Defensive rebound by R. Rondo,39,44
175,2,2:21.0,,J. Butler makes 2-pt jump shot from 12 ft (assist by R. Rondo),39,46
176,2,2:01.0,T. Prince misses 3-pt jump shot from 25 ft,,39,46
177,2,2:00.0,,Defensive rebound by N. Mirotić,39,46
178,2,1:58.0,,Turnover by N. Mirotić (bad pass; steal by D. Schröder),39,46
179,2,1:54.0,E. İlyasova makes 2-pt layup from 1 ft (assist by D. Schröder),,41,46
180,2,1:38.0,,Personal foul by T. Prince (drawn by P. Zipser),41,46
181,2,1:21.0,,J. Butler misses 2-pt jump shot from 16 ft,41,46
182,2,1:20.0,Defensive rebound by T. Prince,,41,46
183,2,1:03.0,Shooting foul by R. Lopez (drawn by T. Prince),,41,46
184,2,1:03.0,T. Prince misses free throw 1 of 2,,41,46
185,2,1:03.0,Offensive rebound by Team,,41,46
186,2,1:03.0,T. Hardaway enters the game for D. Schröder,,41,46
187,2,1:03.0,,J. Lauvergne enters the game for R. Lopez,41,46
188,2,1:03.0,T. Prince makes free throw 2 of 2,,42,46
189,2,0:56.0,,Shooting foul by T. Hardaway (drawn by N. Mirotić),42,46
190,2,0:56.0,,N. Mirotić makes free throw 1 of 2,42,47
191,2,0:56.0,D. Schröder enters the game for T. Prince,,42,47
192,2,0:56.0,,N. Mirotić makes free throw 2 of 2,42,48
193,2,0:44.0,D. Schröder makes 2-pt layup from 2 ft,,44,48
194,2,0:39.0,,R. Rondo makes 2-pt layup from 1 ft,44,50
195,2,0:31.0,D. Schröder misses 2-pt layup from 3 ft (block by P. Zipser),,44,50
196,2,0:29.0,,Defensive rebound by R. Rondo,44,50
197,2,0:27.0,,R. Rondo makes 2-pt layup from 1 ft,44,52
198,2,0:05.0,T. Hardaway misses 2-pt layup from 3 ft (block by P. Zipser),,44,52
199,2,0:03.0,Offensive rebound by D. Howard,,44,52
200,2,0:03.0,T. Hardaway misses 2-pt jump shot from 3 ft,,44,52
201,2,0:03.0,Offensive rebound by T. Hardaway,,44,52
202,2,0:02.0,D. Howard makes 2-pt layup from 2 ft,,46,52
203,2,0:02.0,D. Howard misses 2-pt layup from 2 ft,,46,52
204,2,0:02.0,Offensive rebound by D. Howard,,46,52
205,3,11:43.0,,Turnover by R. Rondo (bad pass),46,52
206,3,11:26.0,D. Schröder misses 2-pt layup from 2 ft,,46,52
207,3,11:25.0,,Defensive rebound by N. Mirotić,46,52
208,3,11:16.0,,Turnover by R. Rondo (bad pass; steal by T. Prince),46,52
209,3,11:15.0,Offensive foul by T. Prince (drawn by J. Butler),,46,52
210,3,11:15.0,Turnover by T. Prince (bad pass),,46,52
211,3,11:08.0,,Personal foul by T. Prince (drawn by J. Butler),46,52
212,3,10:56.0,,J. Butler makes 2-pt jump shot from 9 ft,46,54
213,3,10:44.0,Turnover by D. Schröder (bad pass; steal by N. Mirotić),,46,54
214,3,10:38.0,,P. Zipser makes 2-pt layup from 1 ft (assist by R. Rondo),46,56
215,3,10:37.0,Atlanta full timeout,,46,56
216,3,10:18.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by T. Prince),,49,56
217,3,10:00.0,,J. Butler makes 2-pt jump shot from 14 ft (assist by N. Mirotić),49,58
218,3,9:52.0,Personal foul by P. Zipser (drawn by T. Hardaway),,49,58
219,3,9:44.0,E. İlyasova makes 2-pt layup from 1 ft (assist by D. Schröder),,51,58
220,3,9:17.0,,R. Rondo makes 3-pt jump shot from 27 ft (assist by J. Butler),51,61
221,3,9:00.0,T. Prince misses 3-pt jump shot from 25 ft,,51,61
222,3,8:59.0,,Defensive rebound by R. Lopez,51,61
223,3,8:56.0,,Personal foul by D. Schröder (drawn by N. Mirotić),51,61
224,3,8:45.0,,P. Zipser misses 3-pt jump shot from 24 ft,51,61
225,3,8:44.0,Defensive rebound by T. Prince,,51,61
226,3,8:37.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,54,61
227,3,8:19.0,,R. Rondo makes 2-pt jump shot from 7 ft,54,63
228,3,8:06.0,Turnover by T. Hardaway (bad pass; steal by R. Rondo),,54,63
229,3,8:03.0,,Turnover by R. Rondo (bad pass),54,63
230,3,7:55.0,D. Howard misses 2-pt layup from 2 ft,,54,63
231,3,7:54.0,Offensive rebound by D. Howard,,54,63
232,3,7:54.0,D. Howard misses 2-pt layup from 1 ft,,54,63
233,3,7:54.0,Offensive rebound by D. Howard,,54,63
234,3,7:50.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Howard),,57,63
235,3,7:36.0,,R. Rondo makes 2-pt jump shot from 22 ft,57,65
236,3,7:15.0,E. İlyasova misses 2-pt jump shot from 10 ft,,57,65
237,3,7:14.0,,Defensive rebound by R. Lopez,57,65
238,3,7:07.0,,R. Rondo misses 2-pt layup from 2 ft,57,65
239,3,7:05.0,,Offensive rebound by R. Rondo,57,65
240,3,7:03.0,,Turnover by R. Rondo (bad pass),57,65
241,3,6:47.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by D. Howard),,59,65
242,3,6:47.0,Shooting foul by P. Zipser (drawn by T. Hardaway),,59,65
243,3,6:47.0,M. Muscala enters the game for E. İlyasova,,59,65
244,3,6:47.0,T. Hardaway makes free throw 1 of 1,,60,65
245,3,6:20.0,,J. Butler misses 3-pt jump shot from 28 ft,60,65
246,3,6:19.0,Defensive rebound by D. Howard,,60,65
247,3,6:16.0,Shooting foul by N. Mirotić (drawn by T. Hardaway),,60,65
248,3,6:16.0,T. Hardaway makes free throw 1 of 2,,61,65
249,3,6:16.0,,D. Valentine enters the game for P. Zipser,61,65
250,3,6:16.0,T. Hardaway makes free throw 2 of 2,,62,65
251,3,6:00.0,,J. Butler makes 2-pt jump shot from 14 ft,62,67
252,3,5:49.0,T. Prince misses 2-pt layup from 2 ft,,62,67
253,3,5:49.0,,Defensive rebound by Team,62,67
254,3,5:49.0,Loose ball foul by M. Muscala (drawn by N. Mirotić),,62,67
255,3,5:30.0,,D. Valentine misses 3-pt jump shot from 26 ft,62,67
256,3,5:28.0,Defensive rebound by D. Howard,,62,67
257,3,5:20.0,Shooting foul by D. Valentine (drawn by T. Prince),,62,67
258,3,5:20.0,T. Prince misses free throw 1 of 2,,62,67
259,3,5:20.0,Offensive rebound by Team,,62,67
260,3,5:20.0,T. Prince makes free throw 2 of 2,,63,67
261,3,5:05.0,,Turnover by R. Lopez (bad pass; steal by T. Prince),63,67
262,3,5:01.0,Turnover by T. Hardaway (lost ball; steal by R. Rondo),,63,67
263,3,4:48.0,,D. Valentine makes 2-pt jump shot from 18 ft (assist by N. Mirotić),63,69
264,3,4:31.0,T. Prince makes 2-pt layup from 2 ft (assist by D. Howard),,65,69
265,3,4:31.0,Shooting foul by R. Rondo (drawn by T. Prince),,65,69
266,3,4:31.0,,B. Portis enters the game for N. Mirotić,65,69
267,3,4:31.0,K. Bazemore enters the game for T. Hardaway,,65,69
268,3,4:31.0,T. Prince makes free throw 1 of 1,,66,69
269,3,4:18.0,,R. Lopez misses 2-pt jump shot from 19 ft,66,69
270,3,4:17.0,Defensive rebound by D. Schröder,,66,69
271,3,4:09.0,Shooting foul by D. Valentine (drawn by D. Schröder),,66,69
272,3,4:09.0,D. Schröder makes free throw 1 of 2,,67,69
273,3,4:09.0,M. Dunleavy enters the game for T. Prince,,67,69
274,3,4:09.0,D. Schröder makes free throw 2 of 2,,68,69
275,3,3:52.0,,B. Portis misses 3-pt jump shot from 25 ft,68,69
276,3,3:51.0,Defensive rebound by D. Howard,,68,69
277,3,3:45.0,Shooting foul by R. Rondo (drawn by D. Schröder),,68,69
278,3,3:45.0,D. Schröder makes free throw 1 of 2,,69,69
279,3,3:45.0,,M. Carter-Williams enters the game for R. Rondo,69,69
280,3,3:45.0,D. Schröder makes free throw 2 of 2,,70,69
281,3,3:24.0,,R. Lopez misses 2-pt jump shot from 15 ft,70,69
282,3,3:23.0,Defensive rebound by K. Bazemore,,70,69
283,3,3:08.0,D. Howard misses 2-pt layup from 2 ft,,70,69
284,3,3:07.0,,Defensive rebound by B. Portis,70,69
285,3,3:02.0,,J. Butler makes 2-pt layup from 2 ft,70,71
286,3,2:48.0,D. Howard makes 2-pt jump shot from 13 ft,,72,71
287,3,2:32.0,,J. Butler makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),72,73
288,3,2:03.0,K. Bazemore misses 2-pt jump shot from 5 ft,,72,73
289,3,2:02.0,Offensive rebound by D. Schröder,,72,73
290,3,1:52.0,M. Muscala makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),,75,73
291,3,1:52.0,,Chicago full timeout,75,73
292,3,1:52.0,E. İlyasova enters the game for D. Howard,,75,73
293,3,1:40.0,,Shooting foul by E. İlyasova (drawn by J. Butler),75,73
294,3,1:40.0,,J. Butler makes free throw 1 of 2,75,74
295,3,1:40.0,,J. Lauvergne enters the game for R. Lopez,75,74
296,3,1:40.0,,J. Butler makes free throw 2 of 2,75,75
297,3,1:29.0,D. Schröder makes 2-pt layup from 1 ft,,77,75
298,3,1:05.0,,J. Butler makes 2-pt jump shot from 13 ft,77,77
299,3,0:51.0,D. Schröder makes 2-pt layup from 2 ft (assist by E. İlyasova),,79,77
300,3,0:40.0,,Shooting foul by E. İlyasova (drawn by J. Butler),79,77
301,3,0:40.0,,J. Butler makes free throw 1 of 2,79,78
302,3,0:40.0,,J. Butler makes free throw 2 of 2,79,79
303,3,0:31.0,E. İlyasova misses 3-pt jump shot from 26 ft (block by J. Butler),,79,79
304,3,0:29.0,Offensive rebound by D. Schröder,,79,79
305,3,0:26.0,D. Schröder makes 2-pt layup from 1 ft,,81,79
306,3,0:04.0,,M. Carter-Williams misses 3-pt jump shot from 23 ft,81,79
307,3,0:03.0,Defensive rebound by M. Muscala,,81,79
308,3,0:00.0,K. Bazemore makes 3-pt jump shot from 37 ft (assist by M. Muscala),,84,79
309,4,11:40.0,J. Calderón misses 3-pt jump shot from 25 ft,,84,79
310,4,11:39.0,,Defensive rebound by J. Lauvergne,84,79
311,4,11:15.0,,D. Valentine misses 3-pt jump shot from 25 ft,84,79
312,4,11:14.0,Defensive rebound by J. Calderón,,84,79
313,4,11:07.0,K. Bazemore misses 2-pt layup from 2 ft,,84,79
314,4,11:06.0,,Defensive rebound by B. Portis,84,79
315,4,11:01.0,,Personal block foul by M. Muscala (drawn by J. Butler),84,79
316,4,11:01.0,T. Prince enters the game for K. Bazemore,,84,79
317,4,10:48.0,,Turnover by D. Valentine (bad pass; steal by T. Prince),84,79
318,4,10:47.0,T. Prince makes 2-pt layup from 2 ft,,86,79
319,4,10:47.0,Shooting foul by P. Zipser (drawn by T. Prince),,86,79
320,4,10:47.0,T. Prince misses free throw 1 of 1,,86,79
321,4,10:47.0,,R. Rondo enters the game for D. Valentine,86,79
322,4,10:45.0,,Defensive rebound by B. Portis,86,79
323,4,10:19.0,,J. Lauvergne misses 2-pt jump shot from 9 ft,86,79
324,4,10:17.0,Defensive rebound by Team,,86,79
325,4,10:04.0,E. İlyasova misses 3-pt jump shot from 25 ft,,86,79
326,4,10:03.0,,Defensive rebound by J. Butler,86,79
327,4,9:53.0,,J. Butler misses 2-pt jump shot from 14 ft,86,79
328,4,9:53.0,,Offensive rebound by Team,86,79
329,4,9:53.0,D. Howard enters the game for M. Muscala,,86,79
330,4,9:39.0,,B. Portis misses 3-pt jump shot from 24 ft,86,79
331,4,9:38.0,Defensive rebound by T. Hardaway,,86,79
332,4,9:31.0,J. Calderón makes 3-pt jump shot from 27 ft (assist by E. İlyasova),,89,79
333,4,9:30.0,,Chicago full timeout,89,79
334,4,9:30.0,,N. Mirotić enters the game for B. Portis,89,79
335,4,9:30.0,,R. Lopez enters the game for J. Lauvergne,89,79
336,4,9:13.0,,R. Lopez misses 2-pt hook shot from 7 ft,89,79
337,4,9:12.0,Defensive rebound by E. İlyasova,,89,79
338,4,9:04.0,T. Hardaway misses 3-pt jump shot from 25 ft,,89,79
339,4,9:04.0,,Defensive rebound by N. Mirotić,89,79
340,4,8:45.0,,N. Mirotić misses 2-pt jump shot from 7 ft,89,79
341,4,8:44.0,,Offensive rebound by Team,89,79
342,4,8:40.0,,R. Rondo misses 3-pt jump shot from 23 ft,89,79
343,4,8:40.0,,Offensive rebound by Team,89,79
344,4,8:40.0,Loose ball foul by E. İlyasova (drawn by N. Mirotić),,89,79
345,4,8:29.0,,R. Lopez makes 2-pt dunk at rim (assist by J. Butler),89,81
346,4,8:12.0,T. Hardaway misses 2-pt jump shot from 12 ft,,89,81
347,4,8:09.0,Offensive rebound by E. İlyasova,,89,81
348,4,8:09.0,E. İlyasova makes 2-pt layup from 2 ft,,91,81
349,4,8:00.0,,R. Rondo makes 2-pt hook shot from 6 ft,91,83
350,4,7:45.0,T. Hardaway misses 2-pt jump shot from 16 ft,,91,83
351,4,7:44.0,,Defensive rebound by R. Rondo,91,83
352,4,7:40.0,,R. Rondo makes 2-pt layup from 2 ft,91,85
353,4,7:23.0,T. Hardaway makes 2-pt layup from 2 ft (assist by E. İlyasova),,93,85
354,4,7:09.0,Offensive charge foul by J. Butler (drawn by J. Calderón),,93,85
355,4,7:09.0,,Turnover by J. Butler (offensive foul),93,85
356,4,7:09.0,,D. Valentine enters the game for P. Zipser,93,85
357,4,6:59.0,Offensive foul by D. Howard (drawn by J. Butler),,93,85
358,4,6:59.0,Turnover by D. Howard (offensive foul),,93,85
359,4,6:46.0,,Personal foul by T. Hardaway (drawn by N. Mirotić),93,85
360,4,6:46.0,D. Schröder enters the game for J. Calderón,,93,85
361,4,6:35.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Butler),93,88
362,4,6:14.0,T. Hardaway misses 2-pt jump shot from 14 ft,,93,88
363,4,6:13.0,Offensive rebound by D. Howard,,93,88
364,4,6:10.0,T. Prince misses 3-pt jump shot from 25 ft,,93,88
365,4,6:09.0,Offensive rebound by Team,,93,88
366,4,6:09.0,K. Bazemore enters the game for T. Prince,,93,88
367,4,5:53.0,K. Bazemore misses 2-pt layup from 3 ft,,93,88
368,4,5:51.0,Offensive rebound by E. İlyasova,,93,88
369,4,5:48.0,E. İlyasova makes 3-pt jump shot from 25 ft,,96,88
370,4,5:33.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by N. Mirotić),96,91
371,4,5:13.0,E. İlyasova makes 2-pt layup from 2 ft (assist by D. Schröder),,98,91
372,4,5:01.0,,N. Mirotić misses 3-pt jump shot from 26 ft,98,91
373,4,5:00.0,Defensive rebound by D. Schröder,,98,91
374,4,4:54.0,D. Schröder makes 2-pt layup from 1 ft,,100,91
375,4,4:50.0,,Chicago full timeout,100,91
376,4,4:38.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by J. Butler),100,94
377,4,4:21.0,D. Schröder misses 2-pt jump shot from 21 ft,,100,94
378,4,4:20.0,,Defensive rebound by N. Mirotić,100,94
