,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW ORLEANS_ACTION,LA CLIPPERS_SCORE,NEW ORLEANS_SCORE
0,1,11:43.0,B. Griffin misses 2-pt jump shot from 6 ft,,0,0
1,1,11:42.0,,Defensive rebound by Ö. Aşık,0,0
2,1,11:19.0,,Violation by Team (jump ball),0,0
3,1,11:14.0,,Turnover by Team (shot clock),0,0
4,1,11:02.0,R. Felton misses 2-pt jump shot from 15 ft,,0,0
5,1,11:01.0,,Defensive rebound by Ö. Aşık,0,0
6,1,10:54.0,,T. Frazier makes 2-pt jump shot from 5 ft,0,2
7,1,10:46.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by R. Felton),,2,2
8,1,10:33.0,,A. Davis misses 2-pt jump shot from 8 ft,2,2
9,1,10:32.0,Defensive rebound by L. Mbah a Moute,,2,2
10,1,10:22.0,Shooting foul by T. Frazier (drawn by C. Paul),,2,2
11,1,10:22.0,C. Paul makes free throw 1 of 2,,3,2
12,1,10:22.0,C. Paul makes free throw 2 of 2,,4,2
13,1,10:06.0,,A. Davis misses 2-pt jump shot from 6 ft,4,2
14,1,10:06.0,,Offensive rebound by A. Davis,4,2
15,1,10:06.0,,A. Davis makes 2-pt dunk from 6 ft,4,4
16,1,10:06.0,,Violation by Team (jump ball),4,4
17,1,9:44.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,6,4
18,1,9:44.0,,Turnover by T. Frazier (bad pass),6,4
19,1,9:30.0,B. Griffin misses 2-pt jump shot from 13 ft,,6,4
20,1,9:30.0,,Defensive rebound by S. Hill,6,4
21,1,9:15.0,,Ö. Aşık misses 2-pt jump shot from 4 ft (block by B. Griffin),6,4
22,1,9:11.0,Defensive rebound by B. Griffin,,6,4
23,1,8:59.0,R. Felton makes 2-pt jump shot from 20 ft,,8,4
24,1,8:45.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by T. Frazier),8,6
25,1,8:22.0,Turnover by R. Felton (lost ball; steal by J. Holiday),,8,6
26,1,8:17.0,,T. Frazier misses 2-pt layup from 2 ft,8,6
27,1,8:16.0,Defensive rebound by R. Felton,,8,6
28,1,8:04.0,L. Mbah a Moute misses 2-pt jump shot from 4 ft,,8,6
29,1,8:04.0,Offensive rebound by D. Jordan,,8,6
30,1,8:01.0,D. Jordan makes 2-pt layup from 2 ft,,10,6
31,1,7:50.0,,Turnover by Ö. Aşık (traveling),10,6
32,1,7:42.0,C. Paul makes 2-pt jump shot from 17 ft,,12,6
33,1,7:35.0,,New Orleans full timeout,12,6
34,1,7:25.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Davis),12,9
35,1,7:05.0,C. Paul misses 3-pt jump shot from 26 ft,,12,9
36,1,7:05.0,,Defensive rebound by S. Hill,12,9
37,1,6:57.0,,T. Frazier misses 3-pt jump shot from 24 ft,12,9
38,1,6:57.0,Defensive rebound by C. Paul,,12,9
39,1,6:55.0,Offensive foul by B. Griffin (drawn by A. Davis),,12,9
40,1,6:55.0,Turnover by B. Griffin (offensive foul),,12,9
41,1,6:34.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by T. Frazier),12,11
42,1,6:19.0,B. Griffin misses 2-pt jump shot from 17 ft,,12,11
43,1,6:18.0,,Defensive rebound by J. Holiday,12,11
44,1,6:16.0,,Offensive foul by A. Davis (drawn by D. Jordan),12,11
45,1,6:16.0,,Turnover by A. Davis (offensive foul),12,11
46,1,6:01.0,Turnover by R. Felton (lost ball; steal by T. Frazier),,12,11
47,1,5:46.0,,J. Holiday misses 2-pt jump shot from 20 ft,12,11
48,1,5:46.0,Defensive rebound by D. Jordan,,12,11
49,1,5:34.0,R. Felton misses 3-pt jump shot from 25 ft,,12,11
50,1,5:33.0,,Defensive rebound by Ö. Aşık,12,11
51,1,5:28.0,,Shooting foul by R. Felton (drawn by T. Frazier),12,11
52,1,5:28.0,,T. Frazier makes free throw 1 of 2,12,12
53,1,5:28.0,,T. Frazier misses free throw 2 of 2,12,12
54,1,5:28.0,A. Rivers enters the game for R. Felton,,12,12
55,1,5:28.0,,E. Moore enters the game for J. Holiday,12,12
56,1,5:27.0,Defensive rebound by D. Jordan,,12,12
57,1,5:15.0,B. Griffin makes 2-pt jump shot from 21 ft (assist by C. Paul),,14,12
58,1,5:03.0,,Turnover by S. Hill (step out of bounds),14,12
59,1,4:50.0,B. Griffin misses 2-pt jump shot from 19 ft,,14,12
60,1,4:49.0,Offensive rebound by C. Paul,,14,12
61,1,4:42.0,B. Griffin misses 2-pt layup from 3 ft (block by Ö. Aşık),,14,12
62,1,4:37.0,Offensive rebound by C. Paul,,14,12
63,1,4:30.0,L. Mbah a Moute makes 2-pt jump shot from 16 ft (assist by D. Jordan),,16,12
64,1,4:21.0,,A. Davis misses 2-pt jump shot from 19 ft,16,12
65,1,4:20.0,,Offensive rebound by Ö. Aşık,16,12
66,1,4:16.0,,Ö. Aşık makes 2-pt layup from 3 ft,16,14
67,1,4:16.0,LA Clippers full timeout,,16,14
68,1,4:16.0,,T. Jones enters the game for Ö. Aşık,16,14
69,1,4:03.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,16,14
70,1,4:03.0,,Defensive rebound by T. Jones,16,14
71,1,3:47.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by A. Davis),16,17
72,1,3:18.0,A. Rivers misses 3-pt jump shot from 27 ft,,16,17
73,1,3:18.0,,Defensive rebound by T. Frazier,16,17
74,1,3:11.0,J. Crawford enters the game for L. Mbah a Moute,,16,17
75,1,3:11.0,B. Griffin makes free throw 1 of 1,,17,17
76,1,3:11.0,,T. Jones makes 2-pt layup from 3 ft (assist by T. Frazier),17,19
77,1,3:11.0,B. Griffin makes 2-pt layup,,19,19
78,1,3:11.0,Shooting foul by E. Moore (drawn by B. Griffin),,19,19
79,1,2:47.0,,A. Davis makes 2-pt layup from 3 ft (assist by T. Jones),19,21
80,1,2:47.0,B. Griffin misses 2-pt jump shot from 11 ft,,19,21
81,1,2:47.0,,Defensive rebound by A. Davis,19,21
82,1,2:25.0,,Shooting foul by J. Crawford (drawn by T. Frazier),19,21
83,1,2:25.0,,T. Frazier makes free throw 1 of 2,19,22
84,1,2:25.0,M. Speights enters the game for D. Jordan,,19,22
85,1,2:25.0,,T. Frazier makes free throw 2 of 2,19,23
86,1,2:08.0,C. Paul makes 2-pt jump shot from 15 ft,,21,23
87,1,1:57.0,,E. Moore makes 2-pt jump shot from 7 ft,21,25
88,1,1:40.0,M. Speights misses 2-pt jump shot from 17 ft,,21,25
89,1,1:39.0,,Defensive rebound by T. Jones,21,25
90,1,1:32.0,,Turnover by T. Frazier (lost ball; steal by M. Speights),21,25
91,1,1:26.0,A. Rivers makes 2-pt dunk at rim (assist by C. Paul),,23,25
92,1,1:09.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by T. Frazier),23,28
93,1,0:48.0,M. Speights misses 2-pt jump shot from 4 ft (block by A. Davis),,23,28
94,1,0:45.0,,Defensive rebound by A. Davis,23,28
95,1,0:40.0,,E. Moore misses 3-pt jump shot from 24 ft,23,28
96,1,0:40.0,,Offensive rebound by A. Davis,23,28
97,1,0:36.0,,A. Davis misses 2-pt jump shot from 18 ft,23,28
98,1,0:35.0,Defensive rebound by B. Griffin,,23,28
99,1,0:28.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,25,28
100,1,0:04.0,,E. Moore makes 2-pt jump shot from 16 ft (assist by T. Frazier),25,30
101,1,0:00.0,A. Rivers misses 3-pt jump shot from 24 ft (block by S. Hill),,25,30
102,1,0:00.0,Offensive rebound by Team,,25,30
103,2,11:37.0,,A. Ajinça makes 2-pt layup from 1 ft (assist by L. Galloway),25,32
104,2,11:23.0,Shooting foul by T. Jones (drawn by P. Pierce),,25,32
105,2,11:23.0,P. Pierce makes free throw 1 of 2,,26,32
106,2,11:23.0,P. Pierce makes free throw 2 of 2,,27,32
107,2,11:17.0,,Turnover by E. Moore (lost ball; steal by R. Felton),27,32
108,2,11:11.0,R. Felton makes 2-pt layup from 3 ft,,29,32
109,2,10:54.0,,E. Moore makes 2-pt jump shot from 21 ft,29,34
110,2,10:36.0,R. Felton misses 2-pt jump shot from 5 ft (block by E. Moore),,29,34
111,2,10:36.0,Offensive rebound by Team,,29,34
112,2,10:28.0,Shooting foul by A. Ajinça (drawn by M. Speights),,29,34
113,2,10:28.0,M. Speights makes free throw 1 of 2,,30,34
114,2,10:28.0,M. Speights misses free throw 2 of 2,,30,34
115,2,10:26.0,,Defensive rebound by A. Ajinça,30,34
116,2,10:19.0,,Shooting foul by P. Pierce (drawn by T. Jones),30,34
117,2,10:19.0,,T. Jones makes free throw 1 of 2,30,35
118,2,10:19.0,,T. Jones makes free throw 2 of 2,30,36
119,2,10:13.0,Personal foul by L. Galloway (drawn by R. Felton),,30,36
120,2,10:06.0,J. Crawford makes 2-pt jump shot from 15 ft (assist by R. Felton),,32,36
121,2,9:48.0,,T. Jones misses 2-pt jump shot from 7 ft (block by P. Pierce),32,36
122,2,9:46.0,Defensive rebound by M. Speights,,32,36
123,2,9:39.0,J. Crawford misses 2-pt jump shot from 21 ft,,32,36
124,2,9:38.0,,Defensive rebound by T. Jones,32,36
125,2,9:23.0,,Personal foul by R. Felton (drawn by E. Moore),32,36
126,2,9:11.0,,E. Moore misses 2-pt jump shot from 18 ft,32,36
127,2,9:10.0,,Offensive rebound by A. Brown,32,36
128,2,9:06.0,,A. Brown makes 2-pt layup from 3 ft,32,38
129,2,8:58.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by M. Speights),,35,38
130,2,8:42.0,,L. Galloway misses 2-pt jump shot from 20 ft,35,38
131,2,8:42.0,Defensive rebound by M. Speights,,35,38
132,2,8:31.0,R. Felton misses 2-pt jump shot from 4 ft,,35,38
133,2,8:31.0,,Defensive rebound by A. Ajinça,35,38
134,2,8:25.0,,L. Galloway misses 3-pt jump shot from 24 ft,35,38
135,2,8:24.0,,Offensive rebound by T. Jones,35,38
136,2,8:22.0,Official timeout,,35,38
137,2,8:22.0,,J. Holiday enters the game for E. Moore,35,38
138,2,8:14.0,,L. Galloway makes 2-pt jump shot from 18 ft,35,40
139,2,7:57.0,A. Rivers misses 2-pt jump shot from 20 ft,,35,40
140,2,7:56.0,,Defensive rebound by J. Holiday,35,40
