,QUARTER,TIME_REMAINING,CHICAGO_ACTION,WASHINGTON_ACTION,CHICAGO_SCORE,WASHINGTON_SCORE
0,1,11:42.0,J. Butler misses 2-pt jump shot from 13 ft,,0,0
1,1,11:41.0,,Defensive rebound by J. Smith,0,0
2,1,11:28.0,,J. Wall misses 2-pt jump shot from 18 ft,0,0
3,1,11:27.0,Defensive rebound by R. Rondo,,0,0
4,1,11:05.0,B. Portis misses 2-pt layup from 3 ft,,0,0
5,1,11:04.0,,Defensive rebound by O. Porter,0,0
6,1,10:58.0,,J. Smith misses 2-pt jump shot from 16 ft,0,0
7,1,10:57.0,,Offensive rebound by M. Gortat,0,0
8,1,10:54.0,,M. Gortat misses 2-pt jump shot from 8 ft,0,0
9,1,10:53.0,Defensive rebound by R. Rondo,,0,0
10,1,10:41.0,Turnover by B. Portis (discontinued dribble),,0,0
11,1,10:30.0,,J. Smith misses 2-pt jump shot from 4 ft,0,0
12,1,10:29.0,Defensive rebound by R. Lopez,,0,0
13,1,10:24.0,R. Rondo misses 2-pt jump shot from 4 ft (block by J. Wall),,0,0
14,1,10:23.0,,Defensive rebound by J. Smith,0,0
15,1,10:19.0,,Turnover by J. Smith (bad pass; steal by J. Butler),0,0
16,1,10:17.0,J. Butler makes 2-pt layup at rim (assist by R. Rondo),,2,0
17,1,10:11.0,,B. Beal misses 2-pt jump shot from 12 ft (block by R. Lopez),2,0
18,1,10:11.0,,Offensive rebound by Team,2,0
19,1,10:01.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),2,2
20,1,9:39.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by R. Rondo),,4,2
21,1,9:26.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),4,5
22,1,9:09.0,J. Butler makes 3-pt jump shot from 27 ft (assist by R. Rondo),,7,5
23,1,8:55.0,,M. Gortat misses 2-pt jump shot from 11 ft,7,5
24,1,8:54.0,Defensive rebound by B. Portis,,7,5
25,1,8:36.0,R. Lopez makes 2-pt jump shot from 19 ft (assist by B. Portis),,9,5
26,1,8:15.0,,O. Porter misses 3-pt jump shot from 24 ft,9,5
27,1,8:14.0,,Offensive rebound by J. Smith,9,5
28,1,8:08.0,,J. Smith misses 2-pt jump shot from 6 ft,9,5
29,1,8:07.0,Defensive rebound by B. Portis,,9,5
30,1,8:05.0,Turnover by B. Portis (bad pass; steal by J. Smith),,9,5
31,1,7:54.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Wall),9,8
32,1,7:42.0,Turnover by R. Rondo (traveling),,9,8
33,1,7:29.0,,B. Beal makes 2-pt jump shot from 11 ft,9,10
34,1,7:11.0,P. Zipser misses 3-pt jump shot from 26 ft,,9,10
35,1,7:10.0,,Defensive rebound by M. Gortat,9,10
36,1,7:06.0,,Personal foul by R. Rondo (drawn by J. Wall),9,10
37,1,6:59.0,,B. Beal misses 2-pt jump shot from 5 ft,9,10
38,1,6:58.0,,Offensive rebound by Team,9,10
39,1,6:47.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),9,12
40,1,6:34.0,Personal foul by B. Beal (drawn by J. Butler),,9,12
41,1,6:26.0,J. Butler makes 2-pt jump shot from 21 ft,,11,12
42,1,6:14.0,,O. Porter makes 2-pt jump shot from 20 ft,11,14
43,1,5:59.0,Shooting foul by J. Wall (drawn by J. Butler),,11,14
44,1,5:59.0,,Washington full timeout,11,14
45,1,5:59.0,J. Butler misses free throw 1 of 2,,11,14
46,1,5:59.0,Offensive rebound by Team,,11,14
47,1,5:59.0,D. Valentine enters the game for P. Zipser,,11,14
48,1,5:59.0,N. Mirotić enters the game for B. Portis,,11,14
49,1,5:59.0,J. Butler makes free throw 2 of 2,,12,14
50,1,5:43.0,,O. Porter misses 2-pt jump shot from 15 ft,12,14
51,1,5:42.0,,Offensive rebound by Team,12,14
52,1,5:41.0,Loose ball foul by N. Mirotić (drawn by J. Smith),,12,14
53,1,5:36.0,,J. Smith makes 2-pt layup from 2 ft (assist by J. Wall),12,16
54,1,5:36.0,,Shooting foul by N. Mirotić (drawn by J. Smith),12,16
55,1,5:36.0,,J. Smith misses free throw 1 of 1,12,16
56,1,5:34.0,,Offensive rebound by J. Smith,12,16
57,1,5:28.0,,J. Wall misses 3-pt jump shot from 26 ft,12,16
58,1,5:27.0,,Offensive rebound by O. Porter,12,16
59,1,5:27.0,,O. Porter misses 2-pt layup from 1 ft (block by N. Mirotić),12,16
60,1,5:27.0,,Offensive rebound by Team,12,16
61,1,5:18.0,,M. Gortat misses 2-pt jump shot from 6 ft,12,16
62,1,5:17.0,Defensive rebound by R. Rondo,,12,16
63,1,4:55.0,R. Lopez makes 2-pt jump shot from 6 ft (assist by J. Butler),,14,16
64,1,4:55.0,Shooting foul by J. Smith (drawn by R. Lopez),,14,16
65,1,4:55.0,R. Lopez makes free throw 1 of 1,,15,16
66,1,4:45.0,,J. Smith misses 2-pt jump shot from 15 ft,15,16
67,1,4:44.0,Defensive rebound by J. Butler,,15,16
68,1,4:35.0,N. Mirotić misses 2-pt layup from 2 ft,,15,16
69,1,4:34.0,,Defensive rebound by M. Gortat,15,16
70,1,4:29.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),15,19
71,1,4:29.0,Chicago full timeout,,15,19
72,1,4:29.0,,I. Mahinmi enters the game for M. Gortat,15,19
73,1,4:28.0,,B. Bogdanović enters the game for J. Smith,15,19
74,1,4:11.0,J. Butler misses 2-pt jump shot from 18 ft,,15,19
75,1,4:10.0,,Defensive rebound by B. Beal,15,19
76,1,3:47.0,,I. Mahinmi makes 2-pt jump shot from 7 ft (assist by J. Wall),15,21
77,1,3:29.0,Personal foul by I. Mahinmi (drawn by R. Lopez),,15,21
78,1,3:21.0,R. Rondo misses 3-pt jump shot from 26 ft,,15,21
79,1,3:21.0,,Defensive rebound by B. Beal,15,21
80,1,3:14.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by J. Wall),15,23
81,1,2:57.0,R. Lopez makes 2-pt jump shot from 16 ft (assist by R. Rondo),,17,23
82,1,2:38.0,,O. Porter misses 2-pt jump shot from 7 ft,17,23
83,1,2:37.0,Defensive rebound by N. Mirotić,,17,23
84,1,2:31.0,Turnover by R. Rondo (lost ball),,17,23
85,1,2:31.0,,B. Jennings enters the game for J. Wall,17,23
86,1,2:31.0,M. Carter-Williams enters the game for R. Rondo,,17,23
87,1,2:13.0,,B. Beal misses 2-pt jump shot from 16 ft,17,23
88,1,2:12.0,Defensive rebound by N. Mirotić,,17,23
89,1,2:08.0,D. Valentine makes 2-pt layup from 1 ft (assist by N. Mirotić),,19,23
90,1,1:56.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by B. Jennings),19,25
91,1,1:45.0,M. Carter-Williams misses 2-pt layup from 2 ft,,19,25
92,1,1:44.0,Offensive rebound by R. Lopez,,19,25
93,1,1:42.0,R. Lopez makes 2-pt layup from 2 ft,,21,25
94,1,1:30.0,,Offensive foul by B. Beal (drawn by M. Carter-Williams),21,25
95,1,1:30.0,,Turnover by B. Beal (offensive foul),21,25
