,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
53,1,5:19.0,,J. Wall makes 2-pt layup from 1 ft (assist by M. Morris),14,14
54,1,5:09.0,M. Chriss makes 2-pt jump shot from 7 ft (assist by B. Knight),,16,14
55,1,4:56.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),16,16
56,1,4:44.0,M. Chriss misses 2-pt layup from 2 ft,,16,16
57,1,4:43.0,Offensive rebound by Team,,16,16
58,1,4:37.0,Turnover by D. Booker (bad pass),,16,16
59,1,4:24.0,,Def 3 sec tech foul by A. Len,16,16
60,1,4:24.0,,B. Beal makes technical free throw,16,17
61,1,4:24.0,,K. Oubre enters the game for M. Morris,16,17
62,1,4:24.0,P. Tucker enters the game for M. Chriss,,16,17
63,1,4:17.0,,J. Wall misses 2-pt jump shot from 17 ft,16,17
64,1,4:16.0,,Offensive rebound by M. Gortat,16,17
65,1,4:15.0,,M. Gortat makes 2-pt layup from 1 ft,16,19
66,1,3:55.0,E. Bledsoe misses 2-pt layup from 1 ft (block by J. Wall),,16,19
67,1,3:55.0,Offensive rebound by Team,,16,19
68,1,3:55.0,J. Dudley enters the game for E. Bledsoe,,16,19
69,1,3:49.0,D. Booker makes 2-pt jump shot from 18 ft (assist by B. Knight),,18,19
70,1,3:29.0,,O. Porter misses 3-pt jump shot from 25 ft,18,19
71,1,3:28.0,,Offensive rebound by M. Gortat,18,19
72,1,3:25.0,,M. Gortat misses 2-pt layup from 2 ft,18,19
73,1,3:24.0,Defensive rebound by B. Knight,,18,19
74,1,3:13.0,Turnover by B. Knight (bad pass; steal by O. Porter),,18,19
75,1,3:12.0,,Personal take foul by J. Dudley (drawn by J. Wall),18,19
76,1,2:58.0,,K. Oubre misses 3-pt jump shot from 24 ft,18,19
77,1,2:56.0,,Offensive rebound by J. Wall,18,19
78,1,2:54.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),18,22
79,1,2:53.0,Phoenix full timeout,,18,22
80,1,2:53.0,A. Williams enters the game for A. Len,,18,22
81,1,2:53.0,E. Bledsoe enters the game for B. Knight,,18,22
82,1,2:53.0,,T. Satoranský enters the game for B. Beal,18,22
83,1,2:36.0,P. Tucker misses 2-pt layup from 1 ft,,18,22
84,1,2:35.0,Offensive rebound by A. Williams,,18,22
85,1,2:34.0,A. Williams misses 2-pt layup from 1 ft,,18,22
86,1,2:32.0,,Defensive rebound by M. Gortat,18,22
87,1,2:09.0,,J. Wall misses 2-pt jump shot from 16 ft,18,22
88,1,2:08.0,Defensive rebound by A. Williams,,18,22
89,1,1:57.0,,T. Burke enters the game for J. Wall,18,22
90,1,1:46.0,D. Booker misses 2-pt jump shot from 5 ft,,18,22
91,1,1:45.0,,Defensive rebound by K. Oubre,18,22
92,1,1:42.0,,O. Porter makes 2-pt layup from 1 ft (assist by K. Oubre),18,24
93,1,1:21.0,D. Booker misses 3-pt jump shot from 26 ft,,18,24
94,1,1:20.0,,Defensive rebound by O. Porter,18,24
95,1,1:08.0,,T. Burke misses 2-pt jump shot from 17 ft,18,24
96,1,1:07.0,Defensive rebound by J. Dudley,,18,24
97,1,0:50.0,Shooting foul by O. Porter (drawn by E. Bledsoe),,18,24
98,1,0:50.0,E. Bledsoe misses free throw 1 of 3,,18,24
99,1,0:50.0,Offensive rebound by Team,,18,24
100,1,0:50.0,E. Bledsoe makes free throw 2 of 3,,19,24
101,1,0:50.0,E. Bledsoe makes free throw 3 of 3,,20,24
102,1,0:38.0,,Shooting foul by P. Tucker (drawn by T. Satoranský),20,24
103,1,0:38.0,,T. Satoranský makes free throw 1 of 2,20,25
104,1,0:38.0,,T. Satoranský makes free throw 2 of 2,20,26
105,1,0:31.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,20,26
106,1,0:30.0,,Defensive rebound by O. Porter,20,26
107,1,0:12.0,,K. Oubre misses 2-pt jump shot from 13 ft (block by A. Williams),20,26
108,1,0:10.0,,Offensive rebound by O. Porter,20,26
109,1,0:07.0,,O. Porter misses 2-pt jump shot from 20 ft,20,26
110,1,0:06.0,Defensive rebound by E. Bledsoe,,20,26
111,1,0:01.0,E. Bledsoe misses 2-pt layup from 3 ft,,20,26
112,1,0:00.0,,Defensive rebound by K. Oubre,20,26
113,2,11:48.0,Personal foul by M. Thornton (drawn by A. Williams),,20,26
114,2,11:35.0,Turnover by L. Barbosa (bad pass),,20,26
115,2,11:20.0,,J. Smith misses 2-pt jump shot from 19 ft,20,26
116,2,11:19.0,Defensive rebound by P. Tucker,,20,26
117,2,11:03.0,T. Ulis makes 2-pt layup from 2 ft,,22,26
118,2,10:45.0,,J. Smith misses 2-pt jump shot from 18 ft,22,26
119,2,10:44.0,Defensive rebound by P. Tucker,,22,26
120,2,10:38.0,Personal foul by J. Smith (drawn by A. Williams),,22,26
121,2,10:33.0,Offensive foul by A. Williams (drawn by J. Smith),,22,26
122,2,10:33.0,Turnover by A. Williams (offensive foul),,22,26
123,2,10:20.0,,Shooting foul by A. Williams (drawn by K. Oubre),22,26
124,2,10:20.0,,K. Oubre makes free throw 1 of 2,22,27
125,2,10:20.0,,K. Oubre misses free throw 2 of 2,22,27
126,2,10:19.0,Defensive rebound by A. Williams,,22,27
127,2,9:58.0,Turnover by J. Dudley (lost ball),,22,27
128,2,9:45.0,,T. Burke misses 2-pt layup from 2 ft,22,27
129,2,9:44.0,,Offensive rebound by T. Burke,22,27
130,2,9:43.0,,T. Burke misses 2-pt layup from 1 ft,22,27
131,2,9:42.0,Defensive rebound by A. Williams,,22,27
132,2,9:28.0,J. Dudley misses 2-pt layup from 1 ft,,22,27
133,2,9:26.0,,Defensive rebound by J. Smith,22,27
134,2,9:24.0,,K. Oubre makes 2-pt dunk at rim (assist by T. Satoranský),22,29
135,2,9:16.0,A. Williams makes 2-pt jump shot from 13 ft (assist by L. Barbosa),,24,29
136,2,9:03.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by T. Burke),24,31
137,2,8:49.0,J. Dudley misses 3-pt jump shot from 27 ft,,24,31
138,2,8:46.0,Offensive rebound by P. Tucker,,24,31
139,2,8:46.0,Personal foul by J. Smith (drawn by P. Tucker),,24,31
140,2,8:46.0,Official timeout,,24,31
141,2,8:46.0,,B. Beal enters the game for T. Satoranský,24,31
142,2,8:39.0,T. Ulis makes 2-pt jump shot from 9 ft,,26,31
143,2,8:20.0,,M. Thornton misses 2-pt jump shot from 8 ft,26,31
144,2,8:19.0,Defensive rebound by L. Barbosa,,26,31
145,2,8:10.0,L. Barbosa makes 2-pt jump shot from 18 ft,,28,31
146,2,7:50.0,,Shooting foul by A. Williams (drawn by K. Oubre),28,31
147,2,7:50.0,,K. Oubre misses free throw 1 of 2,28,31
148,2,7:50.0,,Offensive rebound by Team,28,31
149,2,7:50.0,,K. Oubre misses free throw 2 of 2,28,31
150,2,7:50.0,E. Bledsoe enters the game for T. Ulis,,28,31
151,2,7:50.0,,J. Wall enters the game for T. Burke,28,31
152,2,7:50.0,,M. Morris enters the game for J. Smith,28,31
153,2,7:48.0,Defensive rebound by J. Dudley,,28,31
154,2,7:32.0,L. Barbosa misses 2-pt jump shot from 21 ft,,28,31
155,2,7:31.0,,Defensive rebound by K. Oubre,28,31
156,2,7:25.0,,M. Thornton makes 3-pt jump shot from 27 ft (assist by J. Wall),28,34
157,2,7:17.0,Turnover by E. Bledsoe (back court),,28,34
158,2,7:01.0,,Turnover by M. Thornton (lost ball; steal by P. Tucker),28,34
159,2,6:52.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,28,34
160,2,6:51.0,Offensive rebound by P. Tucker,,28,34
161,2,6:47.0,J. Dudley makes 2-pt layup from 1 ft (assist by P. Tucker),,30,34
162,2,6:38.0,,Turnover by B. Beal (lost ball),30,34
163,2,6:25.0,J. Dudley misses 2-pt layup from 2 ft,,30,34
164,2,6:24.0,Offensive rebound by J. Dudley,,30,34
165,2,6:22.0,J. Dudley makes 2-pt layup from 2 ft,,32,34
166,2,6:22.0,,Washington full timeout,32,34
167,2,6:22.0,,O. Porter enters the game for K. Oubre,32,34
168,2,6:06.0,,Turnover by M. Morris (offensive foul),32,34
169,2,6:06.0,,Offensive foul by M. Morris (drawn by L. Barbosa),32,34
170,2,5:55.0,J. Dudley makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,34,34
171,2,5:37.0,,M. Thornton misses 2-pt jump shot from 19 ft,34,34
172,2,5:36.0,Defensive rebound by P. Tucker,,34,34
173,2,5:25.0,J. Dudley misses 2-pt layup from 1 ft,,34,34
174,2,5:24.0,,Defensive rebound by O. Porter,34,34
175,2,5:19.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),34,36
176,2,5:06.0,L. Barbosa makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,37,36
177,2,4:54.0,,J. Wall misses 2-pt jump shot from 22 ft,37,36
178,2,4:52.0,,Offensive rebound by O. Porter,37,36
179,2,4:50.0,,O. Porter makes 2-pt jump shot from 4 ft,37,38
180,2,4:35.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by L. Barbosa),,40,38
181,2,4:26.0,,M. Thornton misses 3-pt jump shot from 26 ft,40,38
182,2,4:25.0,Defensive rebound by P. Tucker,,40,38
183,2,4:15.0,Shooting foul by M. Morris (drawn by A. Williams),,40,38
184,2,4:15.0,A. Williams misses free throw 1 of 2,,40,38
185,2,4:15.0,Offensive rebound by Team,,40,38
186,2,4:15.0,,M. Gortat enters the game for M. Thornton,40,38
187,2,4:15.0,B. Knight enters the game for L. Barbosa,,40,38
188,2,4:15.0,D. Booker enters the game for P. Tucker,,40,38
189,2,4:15.0,A. Williams makes free throw 2 of 2,,41,38
190,2,4:04.0,,J. Wall misses 2-pt layup from 1 ft (block by E. Bledsoe),41,38
191,2,4:04.0,,Offensive rebound by Team,41,38
192,2,4:04.0,A. Len enters the game for A. Williams,,41,38
193,2,3:57.0,,Personal block foul by J. Dudley (drawn by M. Morris),41,38
194,2,3:52.0,,B. Beal makes 3-pt jump shot from 26 ft,41,41
195,2,3:40.0,Turnover by E. Bledsoe (bad pass),,41,41
196,2,3:30.0,,B. Beal makes 2-pt jump shot from 6 ft (assist by J. Wall),41,43
197,2,3:20.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Dudley),,43,43
198,2,3:05.0,,Turnover by O. Porter (bad pass),43,43
199,2,2:41.0,D. Booker makes 3-pt jump shot from 26 ft (assist by J. Dudley),,46,43
200,2,2:33.0,,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),46,45
201,2,2:20.0,D. Booker misses 2-pt jump shot from 15 ft,,46,45
202,2,2:19.0,,Defensive rebound by O. Porter,46,45
203,2,2:13.0,,J. Wall misses 2-pt layup from 1 ft,46,45
204,2,2:10.0,Defensive rebound by B. Knight,,46,45
205,2,2:02.0,Turnover by B. Knight (lost ball; steal by M. Morris),,46,45
206,2,2:00.0,Phoenix full timeout,,46,45
207,2,2:00.0,M. Chriss enters the game for J. Dudley,,46,45
208,2,1:47.0,,Offensive foul by M. Gortat (drawn by B. Knight),46,45
209,2,1:47.0,,Turnover by M. Gortat (offensive foul),46,45
210,2,1:30.0,Turnover by M. Chriss (lost ball; steal by J. Wall),,46,45
211,2,1:20.0,,J. Wall misses 2-pt jump shot from 11 ft,46,45
212,2,1:19.0,,Offensive rebound by Team,46,45
213,2,1:19.0,Loose ball foul by A. Len (drawn by M. Gortat),,46,45
214,2,1:18.0,,B. Beal misses 2-pt layup from 1 ft,46,45
215,2,1:16.0,Defensive rebound by A. Len,,46,45
216,2,1:11.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,46,45
217,2,1:10.0,,Defensive rebound by M. Gortat,46,45
218,2,1:04.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),46,47
219,2,0:45.0,M. Chriss misses 2-pt jump shot from 10 ft,,46,47
220,2,0:44.0,,Defensive rebound by O. Porter,46,47
221,2,0:38.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by O. Porter),46,50
222,2,0:38.0,Phoenix full timeout,,46,50
223,2,0:38.0,J. Dudley enters the game for M. Chriss,,46,50
224,2,0:38.0,,K. Oubre enters the game for M. Morris,46,50
225,2,0:26.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,46,50
226,2,0:26.0,Offensive rebound by A. Len,,46,50
227,2,0:02.0,Turnover by E. Bledsoe (bad pass),,46,50
228,2,0:02.0,,Washington full timeout,46,50
229,2,0:00.0,,J. Wall misses 3-pt jump shot from 48 ft,46,50
230,2,0:00.0,,Offensive rebound by Team,46,50
231,3,11:52.0,Shooting foul by M. Morris (drawn by A. Len),,46,50
232,3,11:52.0,A. Len makes free throw 1 of 2,,47,50
233,3,11:52.0,A. Len makes free throw 2 of 2,,48,50
234,3,11:39.0,,M. Morris misses 2-pt jump shot from 7 ft,48,50
235,3,11:33.0,Defensive rebound by M. Chriss,,48,50
236,3,11:21.0,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),,50,50
237,3,11:07.0,,J. Wall misses 2-pt jump shot from 13 ft,50,50
238,3,11:07.0,Defensive rebound by E. Bledsoe,,50,50
239,3,11:01.0,D. Booker makes 2-pt layup at rim (assist by E. Bledsoe),,52,50
240,3,10:36.0,,Personal block foul by M. Chriss (drawn by B. Beal),52,50
241,3,10:25.0,,M. Gortat makes 2-pt hook shot from 8 ft (assist by J. Wall),52,52
242,3,10:13.0,M. Chriss misses 3-pt jump shot from 24 ft,,52,52
243,3,10:12.0,,Defensive rebound by O. Porter,52,52
244,3,10:09.0,,M. Gortat misses 2-pt jump shot from 4 ft (block by A. Len),52,52
245,3,10:05.0,Defensive rebound by D. Booker,,52,52
246,3,10:02.0,Personal foul by J. Wall (drawn by D. Booker),,52,52
247,3,9:55.0,D. Booker makes 3-pt jump shot from 25 ft,,55,52
248,3,9:37.0,,B. Beal makes 2-pt jump shot from 13 ft (assist by J. Wall),55,54
249,3,9:15.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by D. Booker),,58,54
250,3,9:08.0,,Shooting foul by A. Len (drawn by M. Gortat),58,54
251,3,9:08.0,,M. Gortat misses free throw 1 of 2,58,54
252,3,9:08.0,,Offensive rebound by Team,58,54
253,3,9:08.0,,M. Gortat misses free throw 2 of 2,58,54
254,3,9:06.0,,Offensive rebound by M. Morris,58,54
255,3,9:02.0,,M. Gortat misses 2-pt jump shot from 3 ft (block by M. Chriss),58,54
256,3,8:59.0,Defensive rebound by E. Bledsoe,,58,54
257,3,8:54.0,Turnover by E. Bledsoe (lost ball),,58,54
258,3,8:44.0,,J. Wall misses 2-pt jump shot from 10 ft,58,54
259,3,8:43.0,,Offensive rebound by Team,58,54
260,3,8:28.0,,Shooting foul by M. Chriss (drawn by M. Morris),58,54
261,3,8:28.0,,M. Morris misses free throw 1 of 2,58,54
262,3,8:28.0,,Offensive rebound by Team,58,54
263,3,8:28.0,,M. Morris makes free throw 2 of 2,58,55
264,3,8:19.0,D. Booker misses 2-pt jump shot from 19 ft,,58,55
265,3,8:17.0,,Defensive rebound by B. Beal,58,55
266,3,8:10.0,,O. Porter misses 3-pt jump shot from 26 ft,58,55
267,3,8:08.0,Defensive rebound by B. Knight,,58,55
268,3,8:04.0,B. Knight misses 2-pt jump shot from 15 ft,,58,55
269,3,8:03.0,,Defensive rebound by M. Gortat,58,55
270,3,7:52.0,,J. Wall misses 2-pt jump shot from 8 ft,58,55
271,3,7:50.0,Defensive rebound by E. Bledsoe,,58,55
272,3,7:40.0,B. Knight misses 3-pt jump shot from 25 ft,,58,55
273,3,7:39.0,,Defensive rebound by M. Morris,58,55
274,3,7:36.0,,Shooting foul by E. Bledsoe (drawn by J. Wall),58,55
275,3,7:36.0,,J. Wall makes free throw 1 of 2,58,56
276,3,7:36.0,,J. Wall makes free throw 2 of 2,58,57
277,3,7:18.0,A. Len misses 2-pt jump shot from 21 ft,,58,57
278,3,7:17.0,,Defensive rebound by M. Gortat,58,57
279,3,7:11.0,,Offensive foul by M. Gortat (drawn by E. Bledsoe),58,57
280,3,7:11.0,,Turnover by M. Gortat (offensive foul),58,57
281,3,7:11.0,,K. Oubre enters the game for O. Porter,58,57
282,3,6:49.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,58,57
283,3,6:48.0,,Defensive rebound by M. Gortat,58,57
284,3,6:38.0,,J. Wall misses 2-pt layup from 2 ft,58,57
285,3,6:37.0,,Offensive rebound by M. Gortat,58,57
286,3,6:32.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Gortat),58,60
287,3,6:21.0,B. Knight makes 2-pt layup from 3 ft (assist by A. Len),,60,60
288,3,6:13.0,,B. Beal misses 3-pt jump shot from 28 ft,60,60
289,3,6:12.0,,Offensive rebound by B. Beal,60,60
290,3,6:12.0,,B. Beal makes 2-pt layup from 3 ft,60,62
291,3,6:12.0,Phoenix full timeout,,60,62
292,3,6:12.0,,T. Satoranský enters the game for M. Morris,60,62
293,3,5:55.0,D. Booker misses 2-pt jump shot from 21 ft,,60,62
294,3,5:55.0,Offensive rebound by M. Chriss,,60,62
295,3,5:51.0,M. Chriss misses 2-pt layup from 2 ft,,60,62
296,3,5:50.0,Offensive rebound by A. Len,,60,62
297,3,5:44.0,A. Len makes 2-pt hook shot from 4 ft,,62,62
298,3,5:35.0,,B. Beal misses 3-pt jump shot from 25 ft,62,62
299,3,5:33.0,Defensive rebound by A. Len,,62,62
300,3,5:23.0,Personal foul by T. Satoranský (drawn by M. Chriss),,62,62
301,3,5:23.0,P. Tucker enters the game for M. Chriss,,62,62
302,3,5:16.0,B. Knight misses 2-pt jump shot from 21 ft,,62,62
303,3,5:15.0,Offensive rebound by A. Len,,62,62
304,3,5:08.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by A. Len),,65,62
305,3,4:55.0,,Shooting foul by D. Booker (drawn by B. Beal),65,62
306,3,4:55.0,,B. Beal makes free throw 1 of 2,65,63
307,3,4:55.0,,B. Beal makes free throw 2 of 2,65,64
308,3,4:41.0,E. Bledsoe makes 2-pt layup from 2 ft,,67,64
309,3,4:41.0,Shooting block foul by K. Oubre (drawn by E. Bledsoe),,67,64
310,3,4:41.0,E. Bledsoe makes free throw 1 of 1,,68,64
311,3,4:24.0,,B. Beal misses 2-pt layup from 2 ft,68,64
312,3,4:22.0,Defensive rebound by E. Bledsoe,,68,64
313,3,4:05.0,Turnover by P. Tucker (lost ball; steal by J. Wall),,68,64
314,3,4:05.0,,Personal foul by P. Tucker (drawn by B. Beal),68,64
315,3,4:05.0,,B. Beal makes free throw 1 of 2,68,65
316,3,4:05.0,,B. Beal misses free throw 2 of 2,68,65
317,3,4:03.0,Defensive rebound by A. Len,,68,65
318,3,3:43.0,D. Booker makes 3-pt jump shot from 25 ft (assist by B. Knight),,71,65
319,3,3:29.0,,B. Beal misses 3-pt jump shot from 25 ft,71,65
320,3,3:28.0,Defensive rebound by Team,,71,65
321,3,3:10.0,B. Knight makes 2-pt jump shot from 9 ft,,73,65
322,3,3:10.0,,Washington full timeout,73,65
323,3,2:51.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Satoranský),73,67
324,3,2:34.0,Turnover by B. Knight (lost ball),,73,67
325,3,2:26.0,,J. Wall misses 3-pt jump shot from 25 ft,73,67
326,3,2:24.0,Defensive rebound by P. Tucker,,73,67
327,3,2:16.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,73,67
328,3,2:13.0,,Defensive rebound by Team,73,67
329,3,2:13.0,,M. Thornton enters the game for B. Beal,73,67
330,3,2:04.0,,Turnover by T. Satoranský (lost ball; steal by E. Bledsoe),73,67
331,3,1:58.0,E. Bledsoe makes 2-pt dunk at rim,,75,67
332,3,1:55.0,Offensive charge foul by J. Wall (drawn by B. Knight),,75,67
333,3,1:55.0,,Turnover by J. Wall (offensive foul),75,67
334,3,1:42.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,78,67
335,3,1:28.0,,M. Thornton makes 3-pt jump shot from 25 ft (assist by J. Wall),78,70
336,3,1:17.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,78,70
337,3,1:16.0,,Defensive rebound by T. Satoranský,78,70
338,3,1:09.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by K. Oubre),78,73
339,3,1:06.0,Phoenix full timeout,,78,73
340,3,0:49.0,D. Booker misses 2-pt layup from 1 ft,,78,73
341,3,0:48.0,Offensive rebound by E. Bledsoe,,78,73
342,3,0:48.0,E. Bledsoe makes 2-pt layup from 1 ft,,80,73
343,3,0:35.0,,J. Wall misses 2-pt jump shot from 12 ft,80,73
344,3,0:33.0,Defensive rebound by P. Tucker,,80,73
345,3,0:21.0,A. Len misses 2-pt layup from 2 ft,,80,73
346,3,0:20.0,,Defensive rebound by T. Satoranský,80,73
347,3,0:02.0,,J. Wall makes 2-pt layup from 3 ft,80,75
348,4,11:45.0,,M. Thornton misses 2-pt layup from 1 ft,80,75
349,4,11:44.0,,Offensive rebound by M. Gortat,80,75
350,4,11:43.0,,M. Gortat makes 2-pt layup from 1 ft,80,77
351,4,11:32.0,D. Booker misses 2-pt jump shot from 16 ft,,80,77
352,4,11:30.0,,Defensive rebound by M. Gortat,80,77
353,4,11:24.0,,Shooting foul by D. Booker (drawn by B. Beal),80,77
354,4,11:24.0,,B. Beal makes free throw 1 of 2,80,78
355,4,11:24.0,A. Williams enters the game for P. Tucker,,80,78
356,4,11:24.0,,B. Beal makes free throw 2 of 2,80,79
357,4,11:12.0,J. Dudley misses 3-pt jump shot from 25 ft,,80,79
358,4,11:11.0,,Defensive rebound by M. Gortat,80,79
359,4,10:58.0,,K. Oubre misses 3-pt jump shot from 26 ft,80,79
360,4,10:56.0,Defensive rebound by A. Williams,,80,79
361,4,10:45.0,L. Barbosa misses 3-pt jump shot from 26 ft,,80,79
362,4,10:44.0,,Defensive rebound by Team,80,79
363,4,10:44.0,,J. Smith enters the game for M. Gortat,80,79
364,4,10:24.0,,M. Thornton misses 2-pt jump shot from 7 ft,80,79
365,4,10:22.0,Defensive rebound by A. Williams,,80,79
366,4,10:18.0,D. Booker misses 2-pt dunk from 1 ft,,80,79
367,4,10:16.0,,Defensive rebound by T. Satoranský,80,79
368,4,10:11.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by K. Oubre),80,82
369,4,9:54.0,Offensive foul by A. Williams (drawn by T. Satoranský),,80,82
370,4,9:54.0,Turnover by A. Williams (offensive foul),,80,82
371,4,9:37.0,,Shooting foul by A. Williams (drawn by T. Satoranský),80,82
372,4,9:37.0,,T. Satoranský makes free throw 1 of 2,80,83
373,4,9:37.0,,T. Satoranský misses free throw 2 of 2,80,83
374,4,9:35.0,Defensive rebound by A. Williams,,80,83
375,4,9:20.0,A. Williams makes 2-pt layup from 3 ft (assist by T. Ulis),,82,83
376,4,9:02.0,,B. Beal misses 3-pt jump shot from 24 ft,82,83
377,4,9:02.0,Defensive rebound by Team,,82,83
378,4,9:02.0,E. Bledsoe enters the game for D. Booker,,82,83
379,4,8:48.0,T. Ulis misses 2-pt layup from 3 ft,,82,83
380,4,8:46.0,,Defensive rebound by T. Satoranský,82,83
381,4,8:40.0,,B. Beal makes 2-pt layup from 2 ft,82,85
382,4,8:31.0,E. Bledsoe makes 2-pt layup from 3 ft,,84,85
383,4,8:10.0,,Turnover by J. Smith (lost ball),84,85
384,4,8:10.0,Official timeout,,84,85
385,4,8:10.0,,M. Gortat enters the game for T. Satoranský,84,85
386,4,8:10.0,,J. Wall enters the game for J. Smith,84,85
387,4,7:50.0,E. Bledsoe makes 2-pt jump shot from 4 ft,,86,85
388,4,7:28.0,,B. Beal makes 2-pt jump shot from 21 ft,86,87
389,4,7:10.0,E. Bledsoe makes 2-pt jump shot from 12 ft,,88,87
390,4,6:57.0,,Personal foul by L. Barbosa (drawn by B. Beal),88,87
