,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:45.0,,A. Horford misses 2-pt layup from 1 ft,0,0
1,1,11:44.0,Defensive rebound by T. Snell,,0,0
2,1,11:33.0,M. Brogdon misses 3-pt jump shot from 25 ft,,0,0
3,1,11:32.0,Offensive rebound by K. Middleton,,0,0
4,1,11:22.0,K. Middleton makes 2-pt jump shot from 9 ft,,2,0
5,1,11:12.0,,Turnover by A. Johnson (bad pass),2,0
6,1,10:52.0,K. Middleton misses 2-pt jump shot from 19 ft,,2,0
7,1,10:51.0,,Defensive rebound by A. Johnson,2,0
8,1,10:38.0,,J. Crowder misses 3-pt jump shot from 25 ft,2,0
9,1,10:37.0,,Offensive rebound by A. Horford,2,0
10,1,10:29.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Horford),2,2
11,1,10:11.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by K. Middleton),,5,2
12,1,9:57.0,,A. Horford misses 2-pt jump shot from 6 ft (block by G. Antetokounmpo),5,2
13,1,9:56.0,Defensive rebound by M. Brogdon,,5,2
14,1,9:50.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft,,8,2
15,1,9:39.0,,Turnover by I. Thomas (lost ball; steal by K. Middleton),8,2
16,1,9:35.0,K. Middleton misses 2-pt layup from 1 ft (block by A. Johnson),,8,2
17,1,9:34.0,Offensive rebound by G. Antetokounmpo,,8,2
18,1,9:20.0,T. Snell misses 3-pt jump shot from 25 ft,,8,2
19,1,9:19.0,,Defensive rebound by A. Bradley,8,2
20,1,9:05.0,,J. Crowder misses 3-pt jump shot from 25 ft,8,2
21,1,9:04.0,Defensive rebound by M. Brogdon,,8,2
22,1,8:56.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,11,2
23,1,8:55.0,,Boston full timeout,11,2
24,1,8:37.0,,Turnover by J. Crowder (bad pass; steal by G. Antetokounmpo),11,2
25,1,8:32.0,G. Antetokounmpo misses 2-pt layup at rim,,11,2
26,1,8:31.0,,Defensive rebound by A. Horford,11,2
27,1,8:22.0,,J. Crowder misses 2-pt jump shot from 21 ft,11,2
28,1,8:21.0,,Offensive rebound by A. Horford,11,2
29,1,8:18.0,,A. Bradley misses 3-pt jump shot from 25 ft,11,2
30,1,8:18.0,,Offensive rebound by Team,11,2
31,1,8:04.0,,A. Bradley makes 2-pt layup from 1 ft (assist by A. Johnson),11,4
32,1,7:38.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,14,4
