,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
139,2,6:50.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by T. Burke),38,33
140,2,6:32.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,38,33
141,2,6:30.0,,Defensive rebound by M. Morris,38,33
142,2,6:22.0,,M. Thornton misses 2-pt jump shot from 17 ft,38,33
143,2,6:22.0,Defensive rebound by W. Chandler,,38,33
144,2,6:19.0,Personal foul by M. Morris (drawn by N. Jokić),,38,33
145,2,6:19.0,D. Arthur enters the game for W. Chandler,,38,33
146,2,6:19.0,D. Gallinari enters the game for J. Murray,,38,33
147,2,6:19.0,J. Nelson enters the game for J. Hernangómez,,38,33
148,2,6:19.0,,J. Wall enters the game for K. Oubre,38,33
149,2,6:19.0,,B. Beal enters the game for M. Thornton,38,33
150,2,6:19.0,,M. Gortat enters the game for A. Nicholson,38,33
151,2,6:12.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Nelson),,41,33
152,2,5:50.0,,M. Morris misses 2-pt jump shot from 10 ft,41,33
153,2,5:49.0,Defensive rebound by D. Gallinari,,41,33
154,2,5:40.0,D. Arthur makes 3-pt jump shot from 26 ft (assist by W. Barton),,44,33
155,2,5:23.0,,B. Beal makes 2-pt jump shot from 21 ft,44,35
156,2,5:07.0,N. Jokić makes 2-pt jump shot from 18 ft,,46,35
157,2,4:49.0,,M. Morris misses 2-pt layup from 2 ft,46,35
158,2,4:48.0,,Offensive rebound by M. Morris,46,35
159,2,4:47.0,,M. Morris misses 2-pt layup from 2 ft,46,35
160,2,4:47.0,,Offensive rebound by M. Morris,46,35
161,2,4:47.0,,M. Morris makes 2-pt layup from 2 ft,46,37
162,2,4:47.0,,Shooting foul by D. Arthur (drawn by M. Morris),46,37
163,2,4:47.0,Official timeout,,46,37
164,2,4:47.0,,O. Porter enters the game for T. Burke,46,37
165,2,4:47.0,J. Nurkić enters the game for N. Jokić,,46,37
166,2,4:47.0,,M. Morris makes free throw 1 of 1,46,38
167,2,4:35.0,Offensive foul by D. Gallinari (drawn by O. Porter),,46,38
168,2,4:35.0,Turnover by D. Gallinari (offensive foul),,46,38
169,2,4:23.0,,J. Wall misses 3-pt jump shot from 23 ft,46,38
170,2,4:22.0,Defensive rebound by J. Nurkić,,46,38
171,2,4:10.0,Turnover by D. Arthur (3 sec),,46,38
172,2,3:47.0,,Shooting foul by J. Nurkić (drawn by M. Morris),46,38
173,2,3:47.0,,M. Morris makes free throw 1 of 2,46,39
174,2,3:47.0,,M. Morris makes free throw 2 of 2,46,40
175,2,3:24.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Arthur),,48,40
176,2,3:12.0,,B. Beal misses 3-pt jump shot from 25 ft,48,40
177,2,3:12.0,Defensive rebound by D. Arthur,,48,40
178,2,3:11.0,,Offensive charge foul by W. Barton (drawn by B. Beal),48,40
179,2,3:11.0,Turnover by W. Barton (offensive foul),,48,40
180,2,3:00.0,,Personal foul by D. Gallinari (drawn by O. Porter),48,40
181,2,3:00.0,W. Chandler enters the game for D. Gallinari,,48,40
182,2,2:47.0,,J. Wall misses 2-pt jump shot from 4 ft (block by D. Arthur),48,40
183,2,2:47.0,Defensive rebound by Team,,48,40
184,2,2:47.0,Denver full timeout,,48,40
185,2,2:32.0,W. Chandler misses 3-pt jump shot from 27 ft,,48,40
186,2,2:30.0,Offensive rebound by J. Nurkić,,48,40
187,2,2:18.0,W. Chandler misses 2-pt jump shot from 4 ft,,48,40
188,2,2:17.0,,Defensive rebound by M. Gortat,48,40
189,2,2:10.0,,O. Porter makes 2-pt jump shot from 3 ft (assist by B. Beal),48,42
190,2,1:53.0,J. Nurkić makes 2-pt jump shot from 20 ft (assist by D. Arthur),,50,42
191,2,1:43.0,,Turnover by M. Gortat (lost ball; steal by W. Chandler),50,42
192,2,1:34.0,W. Barton makes 2-pt jump shot from 18 ft (assist by W. Chandler),,52,42
193,2,1:20.0,,B. Beal makes 3-pt jump shot from 25 ft,52,45
194,2,1:02.0,D. Arthur misses 3-pt jump shot from 25 ft,,52,45
195,2,1:02.0,,Defensive rebound by O. Porter,52,45
196,2,0:53.0,,Turnover by M. Gortat (lost ball),52,45
197,2,0:53.0,N. Jokić enters the game for J. Nurkić,,52,45
198,2,0:37.0,N. Jokić misses 2-pt jump shot from 4 ft (block by J. Wall),,52,45
199,2,0:37.0,Offensive rebound by Team,,52,45
200,2,0:34.0,W. Chandler misses 2-pt jump shot from 17 ft,,52,45
201,2,0:32.0,Offensive rebound by N. Jokić,,52,45
202,2,0:22.0,Turnover by W. Chandler (lost ball),,52,45
203,2,0:01.0,,Shooting foul by W. Barton (drawn by B. Beal),52,45
204,2,0:01.0,,B. Beal makes free throw 1 of 2,52,46
205,2,0:01.0,,B. Beal makes free throw 2 of 2,52,47
206,2,0:00.0,W. Barton misses 3-pt jump shot from 65 ft,,52,47
207,2,0:00.0,,Defensive rebound by Team,52,47
208,3,11:40.0,Shooting foul by M. Gortat (drawn by J. Nurkić),,52,47
209,3,11:40.0,J. Nurkić misses free throw 1 of 2,,52,47
210,3,11:40.0,Offensive rebound by Team,,52,47
211,3,11:40.0,J. Nurkić makes free throw 2 of 2,,53,47
212,3,11:26.0,,M. Morris makes 2-pt jump shot from 6 ft (assist by B. Beal),53,49
213,3,11:03.0,J. Nelson makes 2-pt jump shot from 21 ft (assist by J. Nurkić),,55,49
214,3,10:52.0,,B. Beal misses 3-pt jump shot from 29 ft,55,49
215,3,10:51.0,Defensive rebound by J. Nurkić,,55,49
216,3,10:32.0,J. Nurkić makes 2-pt layup from 1 ft (assist by J. Nelson),,57,49
217,3,10:17.0,,Shooting foul by J. Nurkić (drawn by M. Morris),57,49
218,3,10:17.0,,M. Morris makes free throw 1 of 2,57,50
219,3,10:17.0,,M. Morris makes free throw 2 of 2,57,51
220,3,10:02.0,Def 3 sec tech foul by M. Gortat,,57,51
221,3,10:02.0,D. Gallinari makes technical free throw,,58,51
222,3,9:56.0,Offensive foul by J. Nurkić (drawn by J. Wall),,58,51
223,3,9:56.0,Turnover by J. Nurkić (offensive foul),,58,51
224,3,9:56.0,,Technical foul by J. Wall,58,51
225,3,9:56.0,D. Gallinari misses technical free throw,,58,51
226,3,9:56.0,,Offensive rebound by Team,58,51
227,3,9:56.0,N. Jokić enters the game for J. Nurkić,,58,51
228,3,9:42.0,,Offensive foul by M. Gortat (drawn by W. Barton),58,51
229,3,9:42.0,,Turnover by M. Gortat (offensive foul),58,51
230,3,9:26.0,Turnover by D. Gallinari (lost ball; steal by M. Gortat),,58,51
231,3,9:20.0,,J. Wall misses 2-pt jump shot from 19 ft,58,51
232,3,9:19.0,Defensive rebound by N. Jokić,,58,51
233,3,8:56.0,D. Gallinari misses 3-pt jump shot from 29 ft,,58,51
234,3,8:56.0,Offensive rebound by N. Jokić,,58,51
235,3,8:50.0,Shooting foul by O. Porter (drawn by J. Nelson),,58,51
236,3,8:50.0,J. Nelson misses free throw 1 of 2,,58,51
237,3,8:50.0,Offensive rebound by Team,,58,51
238,3,8:50.0,J. Nelson misses free throw 2 of 2,,58,51
239,3,8:49.0,,Defensive rebound by M. Gortat,58,51
240,3,8:35.0,,Turnover by J. Wall (palming),58,51
241,3,8:14.0,N. Jokić misses 2-pt jump shot from 10 ft,,58,51
242,3,8:14.0,,Defensive rebound by Team,58,51
243,3,8:14.0,Loose ball foul by D. Arthur (drawn by M. Morris),,58,51
244,3,7:59.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by B. Beal),58,53
245,3,7:44.0,N. Jokić makes 2-pt jump shot from 4 ft (assist by D. Arthur),,60,53
246,3,7:44.0,Shooting foul by B. Beal (drawn by N. Jokić),,60,53
247,3,7:44.0,N. Jokić misses free throw 1 of 1,,60,53
248,3,7:44.0,,Defensive rebound by O. Porter,60,53
249,3,7:27.0,,J. Wall misses 3-pt jump shot from 24 ft,60,53
250,3,7:25.0,,Offensive rebound by M. Gortat,60,53
251,3,7:17.0,,M. Gortat misses 2-pt jump shot from 10 ft,60,53
252,3,7:16.0,Defensive rebound by N. Jokić,,60,53
253,3,7:11.0,Shooting foul by M. Morris (drawn by D. Gallinari),,60,53
254,3,7:11.0,D. Gallinari makes free throw 1 of 2,,61,53
255,3,7:11.0,D. Gallinari makes free throw 2 of 2,,62,53
256,3,6:59.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by M. Morris),62,55
257,3,6:41.0,Offensive foul by D. Gallinari (drawn by B. Beal),,62,55
258,3,6:41.0,Turnover by D. Gallinari (offensive foul),,62,55
259,3,6:41.0,W. Chandler enters the game for D. Gallinari,,62,55
260,3,6:26.0,,Personal foul by J. Nelson (drawn by J. Wall),62,55
261,3,6:20.0,,M. Gortat makes 2-pt hook shot from 3 ft (assist by M. Morris),62,57
262,3,5:59.0,W. Chandler misses 2-pt jump shot from 17 ft,,62,57
263,3,5:58.0,,Defensive rebound by B. Beal,62,57
264,3,5:43.0,,M. Morris makes 2-pt jump shot from 18 ft,62,59
265,3,5:42.0,Denver full timeout,,62,59
266,3,5:42.0,J. Hernangómez enters the game for D. Arthur,,62,59
267,3,5:42.0,J. Murray enters the game for W. Barton,,62,59
268,3,5:32.0,,Violation by B. Beal (kicked ball),62,59
269,3,5:17.0,W. Chandler misses 2-pt layup from 1 ft,,62,59
270,3,5:16.0,Offensive rebound by N. Jokić,,62,59
271,3,5:09.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,62,59
272,3,5:08.0,,Defensive rebound by J. Wall,62,59
273,3,4:47.0,,B. Beal makes 3-pt jump shot from 29 ft (assist by J. Wall),62,62
274,3,4:30.0,J. Nelson makes 2-pt jump shot from 12 ft,,64,62
275,3,4:10.0,,J. Wall misses 3-pt jump shot from 25 ft,64,62
276,3,4:09.0,Defensive rebound by J. Nelson,,64,62
277,3,3:56.0,J. Nelson makes 2-pt jump shot from 8 ft,,66,62
278,3,3:42.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),66,65
279,3,3:21.0,W. Chandler misses 2-pt jump shot from 12 ft,,66,65
280,3,3:20.0,,Defensive rebound by M. Gortat,66,65
281,3,3:07.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by M. Morris),66,67
282,3,2:49.0,W. Chandler misses 3-pt jump shot from 24 ft,,66,67
283,3,2:47.0,Offensive rebound by J. Hernangómez,,66,67
284,3,2:39.0,Turnover by J. Nelson (lost ball; steal by O. Porter),,66,67
285,3,2:35.0,,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),66,69
286,3,2:34.0,Denver full timeout,,66,69
287,3,2:34.0,,Washington full timeout,66,69
288,3,2:34.0,,K. Oubre enters the game for O. Porter,66,69
289,3,2:34.0,,J. Smith enters the game for M. Gortat,66,69
290,3,2:34.0,W. Barton enters the game for J. Nelson,,66,69
291,3,2:27.0,Personal foul by J. Wall,,66,69
292,3,2:27.0,J. Hernangómez makes free throw 1 of 2,,67,69
293,3,2:27.0,J. Hernangómez makes free throw 2 of 2,,68,69
294,3,2:14.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by B. Beal),68,71
295,3,1:58.0,Turnover by J. Murray (lost ball; steal by J. Wall),,68,71
296,3,1:53.0,,K. Oubre makes 2-pt jump shot from 16 ft (assist by B. Beal),68,73
297,3,1:40.0,Personal foul by J. Smith (drawn by N. Jokić),,68,73
298,3,1:40.0,N. Jokić misses free throw 1 of 2,,68,73
299,3,1:40.0,Offensive rebound by Team,,68,73
300,3,1:40.0,,T. Burke enters the game for J. Wall,68,73
301,3,1:40.0,N. Jokić makes free throw 2 of 2,,69,73
302,3,1:29.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by T. Burke),69,75
303,3,1:17.0,W. Barton misses 3-pt jump shot from 28 ft,,69,75
304,3,1:16.0,,Defensive rebound by Team,69,75
305,3,1:05.0,,Turnover by B. Beal (lost ball; steal by W. Barton),69,75
306,3,1:01.0,Turnover by J. Murray (lost ball; steal by T. Burke),,69,75
307,3,0:55.0,,K. Oubre misses 3-pt jump shot from 26 ft,69,75
308,3,0:53.0,Defensive rebound by W. Chandler,,69,75
309,3,0:51.0,Personal foul by K. Oubre (drawn by N. Jokić),,69,75
310,3,0:51.0,N. Jokić makes free throw 1 of 2,,70,75
311,3,0:51.0,N. Jokić makes free throw 2 of 2,,71,75
312,3,0:34.0,,T. Burke misses 2-pt jump shot from 18 ft,71,75
313,3,0:34.0,Defensive rebound by W. Chandler,,71,75
314,3,0:24.0,W. Barton makes 2-pt layup from 1 ft (assist by W. Chandler),,73,75
315,3,0:05.0,,Personal foul by W. Barton (drawn by B. Beal),73,75
316,3,0:05.0,A. Gee enters the game for W. Barton,,73,75
317,3,0:05.0,,M. Gortat enters the game for J. Smith,73,75
318,3,0:01.0,,B. Beal misses 2-pt jump shot from 4 ft,73,75
319,3,0:00.0,,Offensive rebound by Team,73,75
320,4,11:42.0,,M. Morris misses 2-pt jump shot from 18 ft,73,75
321,4,11:40.0,Defensive rebound by D. Gallinari,,73,75
322,4,11:24.0,J. Murray makes 3-pt jump shot from 27 ft (assist by W. Barton),,76,75
323,4,11:07.0,,Turnover by T. Burke (bad pass; steal by J. Murray),76,75
324,4,10:49.0,J. Nurkić makes 2-pt dunk at rim (assist by J. Murray),,78,75
325,4,10:32.0,,K. Oubre makes 2-pt jump shot from 19 ft (assist by M. Morris),78,77
326,4,10:12.0,D. Gallinari makes 2-pt dunk at rim,,80,77
327,4,10:12.0,Shooting foul by M. Morris (drawn by D. Gallinari),,80,77
328,4,10:12.0,D. Gallinari makes free throw 1 of 1,,81,77
329,4,10:03.0,,Personal foul by J. Murray (drawn by T. Burke),81,77
330,4,10:03.0,,O. Porter enters the game for M. Morris,81,77
331,4,9:57.0,,T. Burke misses 2-pt jump shot from 12 ft,81,77
332,4,9:56.0,Defensive rebound by J. Murray,,81,77
333,4,9:43.0,J. Murray misses 3-pt jump shot from 28 ft,,81,77
334,4,9:42.0,,Defensive rebound by O. Porter,81,77
335,4,9:34.0,,O. Porter misses 2-pt jump shot from 20 ft,81,77
336,4,9:33.0,Defensive rebound by J. Nurkić,,81,77
337,4,9:22.0,W. Chandler misses 3-pt jump shot from 28 ft,,81,77
338,4,9:22.0,Offensive rebound by Team,,81,77
339,4,9:22.0,,Loose ball foul by M. Gortat (drawn by J. Nurkić),81,77
340,4,9:22.0,,J. Wall enters the game for T. Burke,81,77
341,4,9:10.0,D. Gallinari misses 3-pt jump shot from 28 ft,,81,77
342,4,9:08.0,,Defensive rebound by J. Wall,81,77
343,4,9:06.0,,Shooting foul by W. Chandler (drawn by J. Wall),81,77
344,4,9:06.0,,J. Wall makes free throw 1 of 2,81,78
345,4,9:06.0,,J. Wall makes free throw 2 of 2,81,79
346,4,8:59.0,Personal foul by K. Oubre (drawn by D. Gallinari),,81,79
347,4,8:59.0,Official timeout,,81,79
348,4,8:49.0,Offensive foul by J. Murray (drawn by J. Wall),,81,79
349,4,8:49.0,Turnover by J. Murray (offensive foul),,81,79
350,4,8:35.0,,M. Thornton misses 3-pt jump shot from 26 ft,81,79
351,4,8:34.0,Defensive rebound by W. Chandler,,81,79
352,4,8:27.0,Turnover by J. Murray (bad pass),,81,79
353,4,8:16.0,,Turnover by J. Wall (palming),81,79
354,4,8:16.0,,B. Beal enters the game for M. Thornton,81,79
355,4,8:14.0,J. Nelson enters the game for J. Murray,,81,79
356,4,7:59.0,Turnover by J. Nelson (bad pass; steal by K. Oubre),,81,79
357,4,7:54.0,,K. Oubre makes 2-pt layup from 1 ft,81,81
358,4,7:36.0,W. Chandler misses 3-pt jump shot from 24 ft,,81,81
359,4,7:35.0,,Defensive rebound by K. Oubre,81,81
360,4,7:29.0,,J. Wall makes 2-pt jump shot from 21 ft (assist by K. Oubre),81,83
361,4,7:02.0,W. Barton misses 3-pt jump shot from 27 ft,,81,83
362,4,7:02.0,Offensive rebound by Team,,81,83
363,4,7:02.0,Turnover by Team (shot clock),,81,83
364,4,6:52.0,,J. Wall misses 2-pt jump shot from 18 ft,81,83
365,4,6:50.0,Defensive rebound by J. Nurkić,,81,83
366,4,6:32.0,Personal foul by O. Porter (drawn by J. Nurkić),,81,83
367,4,6:26.0,Turnover by J. Nurkić (lost ball; steal by O. Porter),,81,83
368,4,6:17.0,,Personal foul by W. Barton (drawn by B. Beal),81,83
369,4,6:10.0,,K. Oubre misses 3-pt jump shot from 24 ft,81,83
370,4,6:09.0,Defensive rebound by W. Chandler,,81,83
371,4,5:48.0,J. Nelson misses 2-pt jump shot from 5 ft,,81,83
372,4,5:47.0,,Defensive rebound by M. Gortat,81,83
373,4,5:46.0,,Personal foul by J. Nelson (drawn by M. Gortat),81,83
374,4,5:46.0,,Washington full timeout,81,83
375,4,5:46.0,N. Jokić enters the game for J. Nurkić,,81,83
376,4,5:35.0,,Personal foul by W. Barton (drawn by B. Beal),81,83
377,4,5:35.0,,B. Beal makes free throw 1 of 2,81,84
378,4,5:35.0,,B. Beal makes free throw 2 of 2,81,85
379,4,5:20.0,Turnover by N. Jokić (lost ball),,81,85
380,4,5:07.0,,O. Porter misses 3-pt jump shot from 26 ft,81,85
381,4,5:06.0,Defensive rebound by D. Gallinari,,81,85
382,4,4:46.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Nelson),,83,85
383,4,4:30.0,,Turnover by O. Porter (bad pass; steal by W. Barton),83,85
384,4,4:24.0,W. Barton misses 2-pt layup from 1 ft (block by M. Gortat),,83,85
385,4,4:23.0,,Defensive rebound by B. Beal,83,85
386,4,4:20.0,,Shooting foul by J. Nelson (drawn by J. Wall),83,85
