,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
62,1,4:59.0,,Defensive rebound by D. Wade,15,17
63,1,4:56.0,,Personal foul by E. İlyasova (drawn by R. Lopez),15,17
64,1,4:56.0,G. Henderson enters the game for E. İlyasova,,15,17
65,1,4:56.0,D. Šarić enters the game for N. Stauskas,,15,17
66,1,4:56.0,S. Rodríguez enters the game for T. McConnell,,15,17
67,1,4:56.0,,P. Zipser enters the game for D. Wade,15,17
68,1,4:56.0,,N. Mirotić enters the game for B. Portis,15,17
69,1,4:37.0,,Turnover by Team (shot clock),15,17
70,1,4:22.0,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),,18,17
71,1,4:01.0,,R. Lopez misses 2-pt jump shot from 11 ft,18,17
72,1,4:00.0,Defensive rebound by D. Šarić,,18,17
73,1,3:49.0,Turnover by G. Henderson (bad pass; steal by J. Butler),,18,17
74,1,3:43.0,,J. Butler misses 2-pt layup from 4 ft,18,17
75,1,3:42.0,Defensive rebound by D. Šarić,,18,17
76,1,3:36.0,R. Holmes misses 2-pt layup from 2 ft (block by R. Lopez),,18,17
77,1,3:34.0,,Defensive rebound by J. Butler,18,17
78,1,3:30.0,,Shooting foul by R. Covington (drawn by J. Butler),18,17
79,1,3:30.0,,J. Butler makes free throw 1 of 2,18,18
80,1,3:30.0,,R. Rondo enters the game for J. Grant,18,18
81,1,3:30.0,T. Luwawu-Cabarrot enters the game for R. Covington,,18,18
82,1,3:30.0,,J. Butler makes free throw 2 of 2,18,19
83,1,3:17.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,18,19
84,1,3:16.0,,Defensive rebound by R. Rondo,18,19
85,1,3:04.0,,Shooting foul by R. Holmes (drawn by J. Butler),18,19
86,1,3:04.0,,J. Butler makes free throw 1 of 2,18,20
87,1,3:04.0,,J. Butler makes free throw 2 of 2,18,21
88,1,2:38.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by G. Henderson),,21,21
89,1,2:22.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),21,23
90,1,2:09.0,G. Henderson misses 2-pt jump shot from 20 ft,,21,23
91,1,2:08.0,,Defensive rebound by R. Lopez,21,23
92,1,2:01.0,,Shooting foul by S. Rodríguez (drawn by J. Butler),21,23
93,1,2:01.0,,Chicago full timeout,21,23
94,1,2:01.0,,J. Butler makes free throw 1 of 2,21,24
95,1,2:01.0,,J. Butler misses free throw 2 of 2,21,24
96,1,2:00.0,Defensive rebound by G. Henderson,,21,24
97,1,1:44.0,R. Holmes makes 2-pt dunk at rim (assist by S. Rodríguez),,23,24
98,1,1:26.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),23,27
99,1,1:10.0,Turnover by S. Rodríguez (bad pass; steal by N. Mirotić),,23,27
100,1,1:06.0,,N. Mirotić makes 2-pt dunk at rim,23,29
101,1,1:00.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by J. Butler),,23,29
102,1,0:57.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Butler),23,29
103,1,0:57.0,,J. Butler makes free throw 1 of 2,23,30
104,1,0:57.0,,J. Butler misses free throw 2 of 2,23,30
105,1,0:56.0,,Offensive rebound by R. Lopez,23,30
106,1,0:56.0,,R. Lopez makes 2-pt layup from 3 ft,23,32
107,1,0:39.0,G. Henderson misses 2-pt jump shot from 11 ft,,23,32
108,1,0:38.0,,Defensive rebound by R. Lopez,23,32
109,1,0:26.0,,P. Zipser makes 3-pt jump shot from 26 ft (assist by J. Butler),23,35
110,1,0:02.0,R. Holmes misses 2-pt jump shot from 6 ft,,23,35
111,1,0:02.0,Offensive rebound by G. Henderson,,23,35
112,1,0:02.0,Turnover by Team (shot clock),,23,35
113,1,0:01.0,Violation by R. Holmes (def goaltending),,23,35
114,1,0:01.0,,N. Mirotić makes 2-pt jump shot from 4 ft (assist by R. Rondo),23,37
115,1,0:01.0,,D. McDermott enters the game for J. Butler,23,37
116,2,11:46.0,,N. Mirotić makes 2-pt dunk at rim (assist by R. Rondo),23,39
117,2,11:32.0,D. Šarić makes 2-pt jump shot from 19 ft (assist by T. Luwawu-Cabarrot),,25,39
118,2,11:04.0,,P. Zipser misses 3-pt jump shot from 29 ft,25,39
119,2,11:04.0,,Offensive rebound by Team,25,39
120,2,11:04.0,Loose ball foul by G. Henderson (drawn by C. Felício),,25,39
121,2,10:40.0,,R. Rondo misses 2-pt jump shot from 11 ft,25,39
122,2,10:40.0,,Offensive rebound by Team,25,39
123,2,10:40.0,,Turnover by Team (shot clock),25,39
124,2,10:40.0,T. McConnell enters the game for S. Rodríguez,,25,39
125,2,10:39.0,N. Noel enters the game for R. Holmes,,25,39
126,2,10:18.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,25,39
127,2,10:17.0,,Defensive rebound by N. Mirotić,25,39
128,2,10:11.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Rondo),25,42
129,2,9:58.0,D. Šarić misses 2-pt jump shot from 22 ft,,25,42
130,2,9:56.0,,Defensive rebound by D. McDermott,25,42
131,2,9:49.0,,D. McDermott makes 2-pt jump shot from 21 ft (assist by R. Rondo),25,44
132,2,9:49.0,Philadelphia full timeout,,25,44
133,2,9:49.0,E. İlyasova enters the game for D. Šarić,,25,44
134,2,9:49.0,R. Covington enters the game for T. Luwawu-Cabarrot,,25,44
135,2,9:35.0,G. Henderson misses 2-pt jump shot from 11 ft,,25,44
136,2,9:34.0,,Defensive rebound by P. Zipser,25,44
137,2,9:30.0,,Shooting foul by N. Noel (drawn by R. Rondo),25,44
138,2,9:30.0,,R. Rondo misses free throw 1 of 2,25,44
139,2,9:30.0,,Offensive rebound by Team,25,44
140,2,9:30.0,,R. Rondo makes free throw 2 of 2,25,45
141,2,9:20.0,N. Noel misses 2-pt layup from 3 ft,,25,45
142,2,9:19.0,,Defensive rebound by C. Felício,25,45
143,2,9:10.0,,Personal foul by N. Noel (drawn by D. McDermott),25,45
144,2,9:10.0,R. Holmes enters the game for N. Noel,,25,45
145,2,8:57.0,,D. McDermott misses 2-pt jump shot from 7 ft,25,45
146,2,8:56.0,Defensive rebound by R. Holmes,,25,45
147,2,8:51.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,28,45
148,2,8:38.0,Violation by R. Holmes (kicked ball),,28,45
149,2,8:38.0,N. Stauskas enters the game for G. Henderson,,28,45
150,2,8:30.0,,D. McDermott misses 2-pt jump shot from 22 ft,28,45
151,2,8:29.0,Defensive rebound by R. Covington,,28,45
152,2,8:20.0,T. McConnell misses 2-pt jump shot from 7 ft,,28,45
153,2,8:19.0,,Defensive rebound by C. Felício,28,45
154,2,8:14.0,,P. Zipser misses 2-pt layup from 2 ft,28,45
155,2,8:13.0,Defensive rebound by N. Stauskas,,28,45
156,2,8:07.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,31,45
157,2,7:48.0,,D. McDermott makes 2-pt jump shot from 14 ft (assist by R. Rondo),31,47
158,2,7:34.0,R. Holmes misses 2-pt jump shot from 20 ft,,31,47
159,2,7:33.0,,Defensive rebound by R. Rondo,31,47
160,2,7:27.0,,R. Rondo misses 2-pt layup from 2 ft,31,47
161,2,7:26.0,Defensive rebound by T. McConnell,,31,47
162,2,7:22.0,E. İlyasova makes 2-pt layup from 1 ft (assist by T. McConnell),,33,47
163,2,7:22.0,,Chicago full timeout,33,47
164,2,7:22.0,,D. Wade enters the game for P. Zipser,33,47
165,2,7:22.0,,J. Butler enters the game for R. Rondo,33,47
166,2,6:58.0,,Turnover by D. Wade (lost ball; steal by E. İlyasova),33,47
167,2,6:54.0,E. İlyasova misses 3-pt jump shot from 26 ft,,33,47
168,2,6:53.0,,Defensive rebound by C. Felício,33,47
169,2,6:40.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by N. Mirotić),33,50
170,2,6:28.0,Turnover by E. İlyasova (lost ball; steal by D. Wade),,33,50
171,2,6:15.0,,N. Mirotić misses 2-pt jump shot from 18 ft,33,50
172,2,6:14.0,Defensive rebound by R. Covington,,33,50
173,2,6:09.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,35,50
174,2,5:49.0,,D. Wade makes 2-pt layup from 3 ft (assist by N. Mirotić),35,52
175,2,5:30.0,R. Covington makes 2-pt layup from 3 ft (assist by T. McConnell),,37,52
176,2,5:10.0,,Turnover by D. Wade (bad pass; steal by R. Holmes),37,52
177,2,5:04.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,40,52
178,2,4:49.0,,J. Butler misses 2-pt layup from 2 ft,40,52
179,2,4:48.0,,Offensive rebound by J. Butler,40,52
180,2,4:43.0,,J. Butler misses 2-pt layup from 3 ft,40,52
181,2,4:42.0,,Offensive rebound by N. Mirotić,40,52
182,2,4:42.0,,N. Mirotić makes 2-pt layup from 2 ft,40,54
183,2,4:27.0,Personal foul by D. Wade (drawn by E. İlyasova),,40,54
184,2,4:27.0,,J. Grant enters the game for D. McDermott,40,54
185,2,4:18.0,Shooting foul by J. Grant (drawn by E. İlyasova),,40,54
186,2,4:18.0,E. İlyasova makes 2-pt layup from 2 ft (assist by R. Holmes),,42,54
187,2,4:18.0,E. İlyasova misses free throw 1 of 1,,42,54
188,2,4:17.0,Offensive rebound by R. Covington,,42,54
189,2,4:17.0,R. Covington makes 2-pt layup from 2 ft,,44,54
190,2,4:17.0,Shooting foul by C. Felício (drawn by R. Covington),,44,54
191,2,4:17.0,,R. Lopez enters the game for C. Felício,44,54
192,2,4:17.0,R. Covington makes free throw 1 of 1,,45,54
193,2,4:04.0,,Shooting foul by R. Holmes (drawn by R. Lopez),45,54
194,2,4:04.0,,R. Lopez makes 2-pt layup from 2 ft (assist by D. Wade),45,56
195,2,4:04.0,,R. Lopez makes free throw 1 of 1,45,57
196,2,3:50.0,T. McConnell makes 2-pt layup from 3 ft,,47,57
197,2,3:27.0,,J. Butler makes 2-pt jump shot from 14 ft,47,59
198,2,3:13.0,T. McConnell makes 2-pt jump shot from 8 ft,,49,59
199,2,2:47.0,,D. Wade makes 2-pt jump shot from 7 ft,49,61
200,2,2:37.0,Personal foul by J. Butler (drawn by N. Stauskas),,49,61
201,2,2:37.0,Philadelphia full timeout,,49,61
202,2,2:22.0,E. İlyasova makes 2-pt jump shot from 6 ft (assist by R. Covington),,51,61
203,2,2:01.0,,Turnover by D. Wade (bad pass),51,61
204,2,1:47.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by N. Stauskas),,54,61
205,2,1:35.0,,Shooting foul by R. Covington (drawn by J. Butler),54,61
206,2,1:35.0,,J. Butler makes free throw 1 of 2,54,62
207,2,1:35.0,G. Henderson enters the game for R. Covington,,54,62
208,2,1:35.0,,P. Zipser enters the game for J. Grant,54,62
209,2,1:35.0,,J. Butler makes free throw 2 of 2,54,63
210,2,1:16.0,Shooting foul by N. Mirotić (drawn by E. İlyasova),,54,63
211,2,1:16.0,E. İlyasova makes free throw 1 of 3,,55,63
212,2,1:16.0,E. İlyasova makes free throw 2 of 3,,56,63
213,2,1:16.0,D. Šarić enters the game for G. Henderson,,54,63
214,2,1:16.0,E. İlyasova makes free throw 3 of 3,,57,63
215,2,1:04.0,,J. Butler misses 2-pt jump shot from 20 ft,57,63
216,2,1:03.0,Defensive rebound by R. Holmes,,57,63
217,2,0:45.0,N. Stauskas misses 3-pt jump shot from 23 ft,,57,63
218,2,0:45.0,,Defensive rebound by Team,57,63
219,2,0:45.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,57,63
220,2,0:37.0,,Shooting foul by D. Šarić (drawn by R. Lopez),57,63
221,2,0:37.0,,R. Lopez makes free throw 1 of 2,57,64
222,2,0:37.0,,R. Lopez makes free throw 2 of 2,57,65
223,2,0:29.0,T. McConnell misses 2-pt jump shot from 18 ft,,57,65
224,2,0:28.0,,Defensive rebound by D. Wade,57,65
225,2,0:24.0,,J. Butler makes 2-pt layup from 1 ft (assist by D. Wade),57,67
226,2,0:24.0,,Shooting foul by T. McConnell (drawn by J. Butler),57,67
227,2,0:24.0,,J. Butler misses free throw 1 of 1,57,67
228,2,0:24.0,,R. Rondo enters the game for R. Lopez,57,67
229,2,0:22.0,Defensive rebound by T. Luwawu-Cabarrot,,57,67
230,2,0:19.0,Philadelphia full timeout,,57,67
231,2,0:00.0,D. Šarić misses 3-pt jump shot from 26 ft,,57,67
232,2,0:00.0,Offensive rebound by Team,,57,67
233,3,11:49.0,,D. Wade misses 2-pt jump shot from 14 ft,57,67
234,3,11:48.0,Defensive rebound by E. İlyasova,,57,67
235,3,11:35.0,N. Noel makes 2-pt jump shot from 18 ft (assist by N. Stauskas),,59,67
236,3,11:08.0,,R. Lopez misses 2-pt layup from 3 ft (block by N. Noel),59,67
237,3,11:07.0,Defensive rebound by N. Noel,,59,67
238,3,11:00.0,E. İlyasova misses 3-pt jump shot from 26 ft,,59,67
239,3,10:59.0,Offensive rebound by E. İlyasova,,59,67
240,3,10:56.0,Turnover by E. İlyasova (bad pass; steal by D. Wade),,59,67
241,3,10:52.0,,J. Butler makes 2-pt layup from 4 ft (assist by D. Wade),59,69
242,3,10:40.0,E. İlyasova misses 3-pt jump shot from 23 ft,,59,69
243,3,10:39.0,,Defensive rebound by D. Wade,59,69
244,3,10:31.0,,B. Portis makes 2-pt jump shot from 18 ft,59,71
245,3,10:14.0,N. Noel misses 2-pt jump shot from 11 ft,,59,71
246,3,10:13.0,,Defensive rebound by B. Portis,59,71
247,3,9:59.0,,B. Portis misses 2-pt jump shot from 15 ft,59,71
248,3,9:58.0,Defensive rebound by R. Covington,,59,71
249,3,9:50.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by T. McConnell),,62,71
250,3,9:34.0,,Turnover by J. Butler (lost ball; steal by R. Covington),62,71
251,3,9:28.0,R. Covington misses 3-pt jump shot from 25 ft,,62,71
252,3,9:27.0,,Defensive rebound by R. Lopez,62,71
253,3,9:19.0,,J. Grant misses 2-pt jump shot from 18 ft,62,71
254,3,9:18.0,Defensive rebound by N. Noel,,62,71
255,3,9:04.0,N. Noel makes 2-pt jump shot from 18 ft (assist by T. McConnell),,64,71
256,3,8:47.0,,R. Lopez makes 2-pt jump shot from 22 ft (assist by D. Wade),64,73
257,3,8:35.0,T. McConnell makes 2-pt layup from 4 ft,,66,73
258,3,8:12.0,,D. Wade makes 2-pt jump shot from 13 ft,66,75
259,3,7:55.0,N. Stauskas misses 3-pt jump shot from 25 ft,,66,75
260,3,7:54.0,,Defensive rebound by R. Lopez,66,75
261,3,7:46.0,,B. Portis makes 2-pt jump shot from 14 ft (assist by J. Butler),66,77
262,3,7:42.0,Shooting foul by R. Lopez (drawn by E. İlyasova),,66,77
263,3,7:42.0,E. İlyasova makes free throw 1 of 2,,67,77
264,3,7:42.0,E. İlyasova misses free throw 2 of 2,,67,77
265,3,7:39.0,Offensive rebound by R. Covington,,67,77
266,3,7:23.0,E. İlyasova misses 2-pt jump shot from 17 ft,,67,77
267,3,7:22.0,,Defensive rebound by R. Lopez,67,77
268,3,7:00.0,,J. Grant misses 2-pt jump shot from 18 ft,67,77
269,3,7:00.0,Defensive rebound by R. Covington,,67,77
270,3,6:50.0,T. McConnell makes 2-pt jump shot from 13 ft,,69,77
271,3,6:34.0,,J. Butler misses 2-pt jump shot from 14 ft (block by R. Covington),69,77
272,3,6:32.0,Defensive rebound by E. İlyasova,,69,77
273,3,6:21.0,N. Stauskas misses 2-pt layup from 3 ft,,69,77
274,3,6:20.0,Offensive rebound by N. Noel,,69,77
275,3,6:17.0,E. İlyasova misses 2-pt layup from 2 ft,,69,77
276,3,6:16.0,Offensive rebound by E. İlyasova,,69,77
277,3,6:16.0,E. İlyasova makes 2-pt layup from 3 ft,,71,77
278,3,6:16.0,,Chicago full timeout,71,77
279,3,6:16.0,,P. Zipser enters the game for D. Wade,71,77
280,3,6:16.0,,R. Rondo enters the game for J. Grant,71,77
281,3,6:07.0,,Shooting foul by T. McConnell (drawn by J. Butler),71,77
282,3,6:07.0,,J. Butler makes free throw 1 of 2,71,78
283,3,6:07.0,,J. Butler makes free throw 2 of 2,71,79
284,3,5:48.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Covington),,74,79
285,3,5:48.0,,Loose ball foul by R. Lopez (drawn by E. İlyasova),74,79
286,3,5:48.0,E. İlyasova makes free throw 1 of 1,,75,79
287,3,5:32.0,,B. Portis misses 2-pt layup from 1 ft (block by N. Noel),75,79
288,3,5:30.0,Defensive rebound by E. İlyasova,,75,79
289,3,5:22.0,T. McConnell makes 2-pt layup from 2 ft,,77,79
290,3,5:12.0,,R. Rondo misses 2-pt layup from 2 ft,77,79
291,3,5:10.0,Defensive rebound by T. McConnell,,77,79
292,3,5:07.0,Turnover by T. McConnell (bad pass; steal by J. Butler),,77,79
293,3,5:05.0,,Personal foul by T. McConnell (drawn by J. Butler),77,79
294,3,5:05.0,,N. Mirotić enters the game for B. Portis,77,79
295,3,5:05.0,D. Šarić enters the game for E. İlyasova,,77,79
296,3,4:53.0,,J. Butler misses 2-pt layup from 3 ft,77,79
297,3,4:52.0,Defensive rebound by R. Covington,,77,79
298,3,4:43.0,T. McConnell makes 2-pt jump shot from 15 ft,,79,79
299,3,4:28.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by R. Rondo),79,81
300,3,4:12.0,N. Stauskas makes 2-pt jump shot from 17 ft (assist by N. Noel),,81,81
301,3,3:59.0,,P. Zipser makes 3-pt jump shot from 23 ft (assist by R. Rondo),81,84
302,3,3:41.0,T. McConnell misses 2-pt jump shot from 8 ft,,81,84
303,3,3:40.0,Offensive rebound by D. Šarić,,81,84
304,3,3:38.0,D. Šarić makes 2-pt layup from 2 ft,,83,84
305,3,3:19.0,,J. Butler misses 2-pt jump shot from 9 ft,83,84
306,3,3:17.0,,Offensive rebound by R. Lopez,83,84
307,3,3:12.0,,R. Rondo misses 2-pt layup from 1 ft,83,84
308,3,3:11.0,,Offensive rebound by R. Lopez,83,84
309,3,3:11.0,,R. Lopez makes 2-pt layup from 3 ft,83,86
310,3,3:11.0,Philadelphia full timeout,,83,86
311,3,2:49.0,R. Covington misses 3-pt jump shot from 25 ft,,83,86
312,3,2:48.0,,Defensive rebound by R. Rondo,83,86
313,3,2:34.0,,P. Zipser makes 2-pt layup from 2 ft (assist by J. Butler),83,88
314,3,2:20.0,N. Stauskas misses 2-pt jump shot from 22 ft,,83,88
315,3,2:19.0,,Defensive rebound by R. Rondo,83,88
316,3,2:08.0,,P. Zipser misses 3-pt jump shot from 23 ft,83,88
317,3,2:08.0,Defensive rebound by Team,,83,88
318,3,2:08.0,,C. Felício enters the game for R. Lopez,83,88
319,3,2:08.0,C. Randle enters the game for R. Covington,,83,88
320,3,2:08.0,E. İlyasova enters the game for T. McConnell,,83,88
321,3,1:58.0,D. Šarić misses 3-pt jump shot from 25 ft,,83,88
322,3,1:58.0,,Defensive rebound by Team,83,88
323,3,1:58.0,Loose ball foul by E. İlyasova (drawn by N. Mirotić),,83,88
324,3,1:47.0,,J. Butler makes 2-pt layup from 2 ft (assist by R. Rondo),83,90
325,3,1:37.0,Turnover by E. İlyasova (lost ball; steal by J. Butler),,83,90
326,3,1:35.0,,J. Butler makes 2-pt dunk at rim,83,92
327,3,1:18.0,N. Noel misses 2-pt jump shot from 20 ft,,83,92
328,3,1:16.0,,Defensive rebound by N. Mirotić,83,92
329,3,1:07.0,,Turnover by C. Felício (lost ball; steal by N. Noel),83,92
330,3,1:01.0,N. Stauskas misses 2-pt layup from 2 ft,,83,92
331,3,1:00.0,Offensive rebound by E. İlyasova,,83,92
332,3,1:00.0,E. İlyasova makes 2-pt layup from 3 ft,,85,92
333,3,0:52.0,,Personal foul by N. Noel (drawn by R. Rondo),85,92
334,3,0:52.0,,R. Rondo makes free throw 1 of 2,85,93
335,3,0:52.0,,D. McDermott enters the game for J. Butler,85,93
336,3,0:52.0,,R. Rondo makes free throw 2 of 2,85,94
337,3,0:38.0,Shooting foul by C. Felício (drawn by D. Šarić),,85,94
338,3,0:38.0,D. Šarić makes free throw 1 of 2,,86,94
339,3,0:38.0,D. Šarić makes free throw 2 of 2,,87,94
340,3,0:29.0,,N. Mirotić makes 2-pt dunk at rim (assist by R. Rondo),87,96
341,3,0:22.0,,Offensive charge foul by D. Šarić (drawn by R. Rondo),87,96
342,3,0:22.0,Turnover by D. Šarić (offensive foul),,87,96
343,3,0:01.0,,D. McDermott misses 3-pt jump shot from 24 ft,87,96
344,3,0:00.0,,Offensive rebound by Team,87,96
345,4,11:50.0,C. Randle misses 2-pt jump shot from 6 ft (block by R. Rondo),,87,96
346,4,11:48.0,Offensive rebound by Team,,87,96
347,4,11:41.0,D. Šarić misses 3-pt jump shot from 25 ft,,87,96
348,4,11:40.0,Offensive rebound by R. Holmes,,87,96
349,4,11:38.0,R. Holmes misses 2-pt jump shot from 4 ft,,87,96
350,4,11:37.0,,Defensive rebound by C. Felício,87,96
351,4,11:23.0,,R. Rondo makes 2-pt layup from 2 ft,87,98
352,4,11:11.0,C. Randle misses 3-pt jump shot from 25 ft,,87,98
353,4,11:09.0,,Defensive rebound by P. Zipser,87,98
354,4,11:01.0,,N. Mirotić misses 3-pt jump shot from 26 ft,87,98
355,4,10:59.0,Defensive rebound by R. Covington,,87,98
356,4,10:41.0,R. Covington misses 2-pt layup from 3 ft,,87,98
357,4,10:40.0,,Defensive rebound by D. McDermott,87,98
358,4,10:23.0,,R. Rondo makes 3-pt jump shot from 26 ft (assist by C. Felício),87,101
359,4,10:23.0,Philadelphia full timeout,,87,101
360,4,10:22.0,N. Noel enters the game for R. Holmes,,87,101
361,4,10:22.0,E. İlyasova enters the game for D. Šarić,,87,101
362,4,10:22.0,T. McConnell enters the game for C. Randle,,87,101
363,4,10:08.0,N. Noel makes 2-pt layup from 3 ft (assist by E. İlyasova),,89,101
364,4,9:57.0,,D. McDermott misses 2-pt layup from 2 ft (block by N. Noel),89,101
365,4,9:55.0,Defensive rebound by R. Covington,,89,101
366,4,9:43.0,N. Noel makes 2-pt hook shot from 4 ft,,91,101
367,4,9:33.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by C. Felício),91,101
368,4,9:33.0,,C. Felício makes free throw 1 of 2,91,102
369,4,9:33.0,,C. Felício misses free throw 2 of 2,91,102
370,4,9:31.0,Defensive rebound by N. Noel,,91,102
371,4,9:15.0,E. İlyasova misses 2-pt jump shot from 16 ft,,91,102
372,4,9:14.0,,Defensive rebound by C. Felício,91,102
373,4,8:59.0,,N. Mirotić misses 3-pt jump shot from 26 ft,91,102
374,4,8:58.0,Defensive rebound by T. McConnell,,91,102
375,4,8:49.0,T. McConnell misses 3-pt jump shot from 25 ft,,91,102
376,4,8:48.0,,Defensive rebound by C. Felício,91,102
377,4,8:38.0,,N. Mirotić misses 2-pt layup from 3 ft,91,102
378,4,8:37.0,Defensive rebound by E. İlyasova,,91,102
