,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
0,1,11:44.0,,K. Koufos makes 2-pt layup from 3 ft (assist by D. Cousins),0,2
1,1,11:27.0,D. Cunningham misses 3-pt jump shot from 23 ft,,0,2
2,1,11:25.0,,Defensive rebound by D. Collison,0,2
3,1,11:13.0,,D. Cousins makes 2-pt jump shot from 18 ft,0,4
4,1,10:49.0,A. Davis misses 2-pt jump shot from 18 ft,,0,4
5,1,10:47.0,,Defensive rebound by K. Koufos,0,4
6,1,10:34.0,,A. Afflalo misses 3-pt jump shot from 24 ft,0,4
7,1,10:34.0,Defensive rebound by D. Cunningham,,0,4
8,1,10:31.0,Turnover by D. Cunningham (bad pass; steal by D. Cousins),,0,4
9,1,10:21.0,,K. Koufos makes 2-pt jump shot from 10 ft,0,6
10,1,10:11.0,A. Davis makes 2-pt jump shot from 12 ft (assist by J. Holiday),,2,6
11,1,10:11.0,Technical foul by Team,,2,6
12,1,10:11.0,,D. Collison misses technical free throw,2,6
13,1,10:11.0,,Offensive rebound by Team,2,6
14,1,9:48.0,,D. Collison misses 2-pt jump shot from 9 ft,2,6
15,1,9:47.0,,Offensive rebound by D. Cousins,2,6
16,1,9:47.0,,D. Cousins makes 2-pt dunk at rim,2,8
17,1,9:36.0,B. Hield makes 3-pt jump shot from 24 ft (assist by J. Holiday),,5,8
18,1,9:16.0,,D. Cousins misses 3-pt jump shot from 26 ft,5,8
19,1,9:15.0,,Offensive rebound by B. McLemore,5,8
20,1,9:04.0,,D. Cousins misses 2-pt jump shot from 8 ft,5,8
21,1,9:04.0,Defensive rebound by J. Holiday,,5,8
22,1,8:57.0,S. Hill makes 3-pt jump shot from 25 ft (assist by J. Holiday),,8,8
23,1,8:42.0,,D. Collison makes 2-pt layup from 4 ft,8,10
24,1,8:23.0,D. Cunningham misses 2-pt jump shot from 21 ft,,8,10
25,1,8:23.0,,Defensive rebound by K. Koufos,8,10
26,1,8:07.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Collison),8,13
27,1,7:57.0,J. Holiday makes 3-pt jump shot from 25 ft,,11,13
28,1,7:46.0,,Turnover by D. Collison (bad pass),11,13
29,1,7:31.0,A. Davis misses 2-pt jump shot from 19 ft,,11,13
30,1,7:29.0,,Defensive rebound by D. Cousins,11,13
31,1,7:16.0,,Personal foul by D. Cunningham (drawn by D. Cousins),11,13
32,1,7:10.0,,K. Koufos misses 2-pt jump shot from 6 ft,11,13
33,1,7:10.0,,Offensive rebound by K. Koufos,11,13
34,1,7:08.0,,K. Koufos misses 2-pt jump shot from 5 ft,11,13
35,1,7:07.0,,Offensive rebound by K. Koufos,11,13
36,1,7:07.0,,K. Koufos misses 2-pt layup from 2 ft,11,13
37,1,7:06.0,Defensive rebound by D. Cunningham,,11,13
38,1,7:00.0,B. Hield misses 3-pt jump shot from 28 ft,,11,13
39,1,6:58.0,,Defensive rebound by D. Collison,11,13
40,1,6:52.0,,Turnover by D. Cousins (lost ball; steal by J. Holiday),11,13
41,1,6:48.0,J. Holiday makes 2-pt layup from 3 ft,,13,13
42,1,6:30.0,,Turnover by B. McLemore (lost ball; steal by J. Holiday),13,13
43,1,6:21.0,D. Cunningham makes 2-pt jump shot from 9 ft (assist by A. Davis),,15,13
44,1,6:12.0,,Sacramento full timeout,15,13
45,1,6:05.0,,Def 3 sec tech foul by A. Davis,15,13
46,1,6:05.0,,A. Afflalo makes technical free throw,15,14
47,1,5:52.0,,D. Cousins makes 2-pt jump shot from 20 ft (assist by A. Afflalo),15,16
48,1,5:35.0,A. Davis makes 2-pt dunk at rim,,17,16
