,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:45.0,T. Frazier misses 2-pt jump shot from 23 ft,,0,0
1,1,11:45.0,,Defensive rebound by E. Davis,0,0
2,1,11:33.0,,M. Harkless misses 3-pt jump shot from 23 ft,0,0
3,1,11:32.0,Defensive rebound by A. Davis,,0,0
4,1,11:15.0,S. Hill makes 3-pt jump shot from 24 ft (assist by T. Frazier),,3,0
5,1,10:54.0,,M. Harkless makes 2-pt jump shot from 4 ft (assist by D. Lillard),3,2
6,1,10:40.0,E. Moore makes 2-pt layup from 3 ft,,5,2
7,1,10:28.0,,M. Harkless misses 2-pt jump shot from 6 ft,5,2
8,1,10:28.0,Defensive rebound by Ö. Aşık,,5,2
9,1,10:19.0,A. Davis misses 2-pt jump shot from 23 ft,,5,2
10,1,10:18.0,,Defensive rebound by M. Harkless,5,2
11,1,10:08.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),5,5
12,1,9:51.0,Shooting foul by D. Lillard (drawn by T. Frazier),,5,5
13,1,9:51.0,T. Frazier makes free throw 1 of 2,,6,5
14,1,9:51.0,T. Frazier makes free throw 2 of 2,,7,5
15,1,9:32.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by C. McCollum),7,7
16,1,9:23.0,Shooting foul by M. Harkless (drawn by Ö. Aşık),,7,7
17,1,9:23.0,Ö. Aşık makes free throw 1 of 2,,8,7
18,1,9:23.0,Ö. Aşık makes free throw 2 of 2,,9,7
19,1,9:11.0,,D. Lillard misses 2-pt jump shot from 18 ft,9,7
20,1,9:10.0,Defensive rebound by Ö. Aşık,,9,7
21,1,9:04.0,E. Moore misses 2-pt jump shot from 22 ft,,9,7
22,1,9:03.0,,Defensive rebound by M. Plumlee,9,7
23,1,8:54.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),9,9
24,1,8:42.0,E. Moore makes 2-pt jump shot from 5 ft,,11,9
25,1,8:35.0,,C. McCollum makes 2-pt jump shot from 20 ft,11,11
26,1,8:23.0,Personal foul by C. McCollum (drawn by E. Moore),,11,11
27,1,8:17.0,Turnover by S. Hill (bad pass; steal by M. Plumlee),,11,11
28,1,8:09.0,,D. Lillard misses 2-pt jump shot from 14 ft,11,11
29,1,8:08.0,,Offensive rebound by M. Plumlee,11,11
30,1,7:58.0,,C. McCollum misses 2-pt jump shot from 21 ft,11,11
31,1,7:56.0,,Offensive rebound by M. Harkless,11,11
32,1,7:56.0,,M. Harkless makes 2-pt layup from 1 ft,11,13
33,1,7:45.0,Shooting block foul by E. Davis (drawn by A. Davis),,11,13
34,1,7:45.0,A. Davis misses free throw 1 of 2,,11,13
35,1,7:45.0,Offensive rebound by Team,,11,13
36,1,7:45.0,A. Davis misses free throw 2 of 2,,11,13
37,1,7:45.0,,Defensive rebound by E. Davis,11,13
38,1,7:33.0,,C. McCollum makes 2-pt jump shot from 3 ft (assist by M. Plumlee),11,15
39,1,7:11.0,A. Davis makes 2-pt hook shot from 6 ft,,13,15
40,1,6:51.0,,D. Lillard makes 2-pt jump shot from 12 ft,13,17
41,1,6:51.0,,Shooting foul by T. Frazier (drawn by D. Lillard),13,17
42,1,6:51.0,,Technical foul by C. McCollum,13,17
43,1,6:51.0,Technical foul by T. Frazier,,13,17
44,1,6:51.0,,D. Lillard makes free throw 1 of 1,13,18
45,1,6:46.0,New Orleans full timeout,,13,18
46,1,6:35.0,Ö. Aşık makes 2-pt dunk at rim (assist by E. Moore),,15,18
47,1,6:19.0,,Def 3 sec tech foul by Ö. Aşık,15,18
48,1,6:19.0,,D. Lillard makes technical free throw,15,19
49,1,6:09.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),15,22
50,1,5:53.0,E. Moore makes 2-pt jump shot from 21 ft,,17,22
51,1,5:42.0,,Shooting foul by Ö. Aşık (drawn by E. Davis),17,22
52,1,5:42.0,,E. Davis makes 2-pt jump shot from 5 ft (assist by D. Lillard),17,24
53,1,5:42.0,,E. Davis makes free throw 1 of 1,17,25
54,1,5:18.0,T. Frazier misses 2-pt jump shot from 16 ft,,17,25
55,1,5:17.0,,Defensive rebound by C. McCollum,17,25
56,1,5:06.0,,M. Plumlee misses 2-pt hook shot from 10 ft,17,25
57,1,5:05.0,,Offensive rebound by M. Plumlee,17,25
58,1,5:03.0,,M. Plumlee misses 2-pt layup from 3 ft,17,25
59,1,5:02.0,Defensive rebound by Ö. Aşık,,17,25
60,1,4:58.0,Shooting foul by C. McCollum (drawn by T. Frazier),,17,25
61,1,4:58.0,T. Frazier misses free throw 1 of 2,,17,25
62,1,4:58.0,Offensive rebound by Team,,17,25
63,1,4:58.0,T. Jones enters the game for Ö. Aşık,,17,25
64,1,4:58.0,J. Holiday enters the game for E. Moore,,17,25
65,1,4:58.0,,A. Crabbe enters the game for C. McCollum,17,25
66,1,4:58.0,,E. Turner enters the game for M. Plumlee,17,25
67,1,4:58.0,T. Frazier makes free throw 2 of 2,,18,25
68,1,4:39.0,,A. Crabbe misses 3-pt jump shot from 24 ft,18,25
69,1,4:37.0,,Offensive rebound by M. Harkless,18,25
70,1,4:33.0,,M. Harkless misses 2-pt layup from 1 ft (block by A. Davis),18,25
71,1,4:32.0,Defensive rebound by A. Davis,,18,25
72,1,4:24.0,A. Davis makes 2-pt dunk at rim (assist by T. Frazier),,20,25
73,1,4:02.0,,D. Lillard makes 2-pt jump shot from 13 ft,20,27
74,1,3:49.0,J. Holiday makes 2-pt jump shot from 19 ft,,22,27
75,1,3:35.0,,Turnover by A. Crabbe (traveling),22,27
76,1,3:24.0,T. Jones misses 3-pt jump shot from 25 ft,,22,27
77,1,3:23.0,Offensive rebound by S. Hill,,22,27
78,1,3:23.0,S. Hill misses 2-pt layup at rim,,22,27
79,1,3:22.0,,Defensive rebound by A. Crabbe,22,27
80,1,3:15.0,,A. Crabbe misses 3-pt jump shot from 25 ft,22,27
81,1,3:14.0,Defensive rebound by S. Hill,,22,27
82,1,3:06.0,T. Frazier makes 2-pt layup at rim (assist by J. Holiday),,24,27
83,1,3:06.0,Shooting foul by E. Davis (drawn by T. Frazier),,24,27
84,1,3:06.0,,Portland full timeout,24,27
85,1,3:06.0,B. Hield enters the game for S. Hill,,24,27
86,1,3:06.0,T. Frazier makes free throw 1 of 1,,25,27
87,1,2:51.0,,E. Turner misses 2-pt jump shot from 5 ft (block by A. Davis),25,27
88,1,2:50.0,,Offensive rebound by Team,25,27
89,1,2:42.0,,E. Turner misses 3-pt jump shot from 25 ft,25,27
90,1,2:42.0,Defensive rebound by A. Davis,,25,27
91,1,2:23.0,J. Holiday misses 2-pt jump shot from 20 ft,,25,27
92,1,2:22.0,,Defensive rebound by D. Lillard,25,27
