,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
126,2,8:16.0,O. Casspi makes 2-pt layup from 2 ft (assist by T. Lawson),,41,39
127,2,7:51.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,41,39
128,2,7:50.0,Defensive rebound by M. Barnes,,41,39
129,2,7:41.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by M. Barnes),,44,39
130,2,7:19.0,,B. Bogdanović makes 2-pt jump shot from 21 ft,44,41
131,2,7:12.0,Shooting block foul by B. Bogdanović (drawn by T. Lawson),,44,41
132,2,7:12.0,T. Lawson makes free throw 1 of 2,,45,41
133,2,7:12.0,,B. Lopez enters the game for L. Scola,45,41
134,2,7:12.0,,S. Kilpatrick enters the game for Y. Ferrell,45,41
135,2,7:12.0,,I. Whitehead enters the game for R. Foye,45,41
136,2,7:12.0,D. Cousins enters the game for K. Koufos,,45,41
137,2,7:12.0,T. Lawson makes free throw 2 of 2,,46,41
138,2,7:03.0,,Offensive foul by S. Kilpatrick (drawn by G. Temple),46,41
139,2,7:03.0,,Turnover by S. Kilpatrick (offensive foul),46,41
140,2,7:03.0,D. Collison enters the game for T. Lawson,,46,41
141,2,6:40.0,D. Cousins misses 2-pt jump shot from 15 ft,,46,41
142,2,6:39.0,,Defensive rebound by J. Hamilton,46,41
143,2,6:19.0,,B. Lopez misses 2-pt layup from 3 ft,46,41
144,2,6:18.0,,Offensive rebound by J. Hamilton,46,41
145,2,6:17.0,,J. Hamilton misses 2-pt layup from 3 ft,46,41
146,2,6:16.0,,Offensive rebound by B. Lopez,46,41
147,2,6:15.0,,B. Lopez misses 2-pt layup from 2 ft (block by M. Barnes),46,41
148,2,6:13.0,Defensive rebound by O. Casspi,,46,41
149,2,6:05.0,D. Cousins misses 2-pt layup from 2 ft,,46,41
150,2,6:04.0,,Defensive rebound by B. Lopez,46,41
151,2,6:01.0,,S. Kilpatrick makes 2-pt jump shot from 5 ft,46,43
152,2,6:01.0,,Shooting foul by D. Collison (drawn by S. Kilpatrick),46,43
153,2,6:01.0,,S. Kilpatrick makes free throw 1 of 1,46,44
154,2,5:58.0,Sacramento full timeout,,46,44
155,2,5:58.0,R. Gay enters the game for M. Barnes,,46,44
156,2,5:45.0,G. Temple misses 2-pt layup from 2 ft,,46,44
157,2,5:44.0,,Defensive rebound by J. Hamilton,46,44
158,2,5:32.0,,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by J. Hamilton),46,47
159,2,5:15.0,G. Temple misses 3-pt jump shot from 24 ft,,46,47
160,2,5:14.0,,Defensive rebound by J. Hamilton,46,47
161,2,5:07.0,,B. Lopez misses 3-pt jump shot from 25 ft,46,47
162,2,5:06.0,Defensive rebound by O. Casspi,,46,47
163,2,5:01.0,D. Cousins misses 2-pt layup from 3 ft,,46,47
164,2,5:00.0,,Defensive rebound by B. Lopez,46,47
165,2,4:45.0,,Shooting foul by R. Gay (drawn by B. Lopez),46,47
166,2,4:45.0,,B. Lopez makes free throw 1 of 2,46,48
167,2,4:45.0,,J. Harris enters the game for B. Bogdanović,46,48
168,2,4:45.0,,T. Booker enters the game for J. Hamilton,46,48
169,2,4:45.0,A. Afflalo enters the game for G. Temple,,46,48
170,2,4:45.0,,B. Lopez makes free throw 2 of 2,46,49
171,2,4:29.0,D. Collison misses 2-pt jump shot from 19 ft,,46,49
172,2,4:28.0,,Defensive rebound by T. Booker,46,49
173,2,4:16.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),46,52
174,2,4:00.0,R. Gay makes 3-pt jump shot from 25 ft,,49,52
175,2,3:48.0,,Personal foul by A. Afflalo (drawn by S. Kilpatrick),49,52
176,2,3:48.0,B. McLemore enters the game for O. Casspi,,49,52
177,2,3:43.0,,B. Lopez misses 2-pt jump shot from 12 ft (block by D. Cousins),49,52
178,2,3:42.0,,Offensive rebound by Team,49,52
179,2,3:33.0,,Turnover by Team (shot clock),49,52
180,2,3:14.0,B. McLemore misses 2-pt jump shot from 20 ft,,49,52
181,2,3:13.0,,Defensive rebound by S. Kilpatrick,49,52
182,2,3:10.0,,Turnover by S. Kilpatrick (bad pass; steal by B. McLemore),49,52
183,2,3:03.0,D. Collison misses 2-pt layup from 5 ft,,49,52
184,2,3:02.0,Offensive rebound by D. Cousins,,49,52
185,2,3:00.0,D. Cousins misses 2-pt layup from 1 ft,,49,52
186,2,2:59.0,Offensive rebound by R. Gay,,49,52
187,2,2:58.0,R. Gay misses 2-pt layup from 1 ft,,49,52
188,2,2:58.0,Offensive rebound by R. Gay,,49,52
189,2,2:57.0,R. Gay misses 2-pt layup from 2 ft,,49,52
190,2,2:56.0,Offensive rebound by R. Gay,,49,52
191,2,2:54.0,R. Gay makes 2-pt dunk from 2 ft,,51,52
192,2,2:40.0,,T. Booker makes 2-pt hook shot from 8 ft,51,54
193,2,2:34.0,D. Collison makes 2-pt layup from 1 ft,,53,54
194,2,2:27.0,,Brooklyn full timeout,53,54
195,2,2:27.0,Official timeout,,53,54
196,2,2:19.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,53,54
197,2,2:19.0,Defensive rebound by A. Afflalo,,53,54
198,2,2:07.0,D. Collison makes 3-pt jump shot from 25 ft,,56,54
199,2,1:50.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by T. Booker),56,57
200,2,1:34.0,Turnover by R. Gay (lost ball),,56,57
201,2,1:21.0,,J. Harris makes 2-pt jump shot from 7 ft (assist by S. Kilpatrick),56,59
202,2,0:51.0,D. Cousins misses 3-pt jump shot from 25 ft,,56,59
203,2,0:51.0,Offensive rebound by R. Gay,,56,59
204,2,0:49.0,B. McLemore makes 2-pt layup from 3 ft (assist by R. Gay),,58,59
205,2,0:40.0,,B. Lopez misses 3-pt jump shot from 24 ft,58,59
206,2,0:39.0,Defensive rebound by D. Collison,,58,59
207,2,0:35.0,D. Collison misses 2-pt layup from 2 ft,,58,59
208,2,0:34.0,,Defensive rebound by B. Lopez,58,59
209,2,0:27.0,,J. Harris misses 2-pt layup from 3 ft (block by R. Gay),58,59
210,2,0:25.0,Defensive rebound by A. Afflalo,,58,59
211,2,0:04.0,R. Gay misses 2-pt jump shot from 7 ft,,58,59
212,2,0:03.0,,Defensive rebound by S. Kilpatrick,58,59
213,2,0:00.0,,S. Kilpatrick misses 2-pt jump shot from 9 ft,58,59
214,2,0:00.0,,Offensive rebound by Team,58,59
215,3,11:42.0,,B. Lopez makes 2-pt hook shot from 6 ft,58,61
216,3,11:28.0,Personal foul by T. Booker (drawn by D. Cousins),,58,61
217,3,11:17.0,D. Cousins makes 2-pt layup from 2 ft,,60,61
218,3,10:56.0,,Turnover by B. Lopez (bad pass; steal by D. Cousins),60,61
219,3,10:49.0,R. Gay misses 3-pt jump shot from 25 ft,,60,61
220,3,10:48.0,,Defensive rebound by I. Whitehead,60,61
221,3,10:44.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by I. Whitehead),60,64
222,3,10:16.0,D. Cousins makes 3-pt jump shot from 25 ft,,63,64
223,3,9:56.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,63,64
224,3,9:55.0,,Offensive rebound by T. Booker,63,64
225,3,9:44.0,,T. Booker misses 2-pt jump shot from 17 ft,63,64
226,3,9:43.0,Defensive rebound by D. Cousins,,63,64
227,3,9:32.0,K. Koufos makes 2-pt jump shot from 6 ft (assist by R. Gay),,65,64
228,3,9:15.0,,B. Lopez misses 3-pt jump shot from 25 ft,65,64
229,3,9:14.0,Defensive rebound by D. Collison,,65,64
230,3,9:06.0,Offensive foul by K. Koufos (drawn by I. Whitehead),,65,64
231,3,9:06.0,Turnover by K. Koufos (offensive foul),,65,64
232,3,8:53.0,Offensive charge foul by I. Whitehead (drawn by D. Cousins),,65,64
233,3,8:53.0,,Turnover by I. Whitehead (offensive foul),65,64
234,3,8:45.0,Personal foul by B. Bogdanović (drawn by R. Gay),,65,64
235,3,8:37.0,R. Gay makes 3-pt jump shot from 25 ft,,68,64
236,3,8:24.0,,B. Lopez misses 2-pt hook shot from 8 ft,68,64
237,3,8:23.0,Defensive rebound by D. Cousins,,68,64
238,3,8:22.0,Personal foul by T. Booker (drawn by D. Cousins),,68,64
239,3,8:06.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Gay),,71,64
240,3,8:06.0,,Brooklyn full timeout,71,64
241,3,7:46.0,,Turnover by T. Booker (lost ball; steal by R. Gay),71,64
242,3,7:32.0,D. Cousins misses 2-pt layup from 3 ft,,71,64
243,3,7:31.0,,Defensive rebound by T. Booker,71,64
244,3,7:26.0,,B. Bogdanović misses 2-pt layup from 2 ft,71,64
245,3,7:24.0,Defensive rebound by R. Gay,,71,64
246,3,7:10.0,D. Collison misses 2-pt jump shot from 18 ft,,71,64
247,3,7:09.0,,Defensive rebound by T. Booker,71,64
248,3,7:01.0,,I. Whitehead makes 3-pt jump shot from 25 ft (assist by T. Booker),71,67
249,3,6:38.0,R. Gay makes 2-pt jump shot from 18 ft,,73,67
250,3,6:23.0,,T. Booker makes 2-pt layup from 1 ft,73,69
251,3,6:07.0,Turnover by R. Gay (lost ball; steal by S. Kilpatrick),,73,69
252,3,5:54.0,,T. Booker misses 2-pt jump shot from 14 ft,73,69
253,3,5:53.0,Defensive rebound by D. Cousins,,73,69
254,3,5:33.0,D. Cousins misses 2-pt jump shot from 6 ft,,73,69
255,3,5:32.0,Offensive rebound by D. Cousins,,73,69
256,3,5:30.0,D. Cousins misses 2-pt layup from 3 ft,,73,69
257,3,5:30.0,Offensive rebound by Team,,73,69
258,3,5:30.0,,J. Harris enters the game for S. Kilpatrick,73,69
259,3,5:30.0,M. Barnes enters the game for K. Koufos,,73,69
260,3,5:30.0,,J. Hamilton enters the game for T. Booker,73,69
261,3,5:20.0,D. Cousins makes 2-pt jump shot from 19 ft (assist by D. Collison),,75,69
262,3,5:01.0,,Turnover by I. Whitehead (bad pass; steal by D. Cousins),75,69
263,3,5:00.0,Clear path foul by I. Whitehead,,75,69
264,3,5:00.0,D. Collison makes clear path free throw 1 of 2,,76,69
265,3,5:00.0,D. Collison makes clear path free throw 2 of 2,,77,69
266,3,5:00.0,,R. Foye enters the game for I. Whitehead,77,69
267,3,5:00.0,,Y. Ferrell enters the game for B. Bogdanović,77,69
268,3,4:51.0,D. Cousins makes 2-pt layup from 3 ft (assist by M. Barnes),,79,69
269,3,4:40.0,,J. Harris misses 3-pt jump shot from 25 ft,79,69
270,3,4:39.0,Defensive rebound by A. Afflalo,,79,69
271,3,4:33.0,Turnover by M. Barnes (bad pass),,79,69
272,3,4:33.0,,L. Scola enters the game for B. Lopez,79,69
273,3,4:18.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by J. Hamilton),79,72
274,3,4:03.0,M. Barnes makes 3-pt jump shot from 28 ft,,82,72
275,3,3:54.0,,Personal foul by D. Cousins (drawn by J. Hamilton),82,72
276,3,3:54.0,G. Temple enters the game for A. Afflalo,,82,72
277,3,3:47.0,,Turnover by Y. Ferrell (lost ball),82,72
278,3,3:38.0,Turnover by D. Collison (lost ball),,82,72
279,3,3:19.0,,R. Foye misses 3-pt jump shot from 23 ft,82,72
280,3,3:18.0,,Offensive rebound by J. Hamilton,82,72
281,3,3:16.0,,J. Hamilton makes 2-pt jump shot from 6 ft,82,74
282,3,3:00.0,Shooting foul by L. Scola (drawn by D. Cousins),,82,74
283,3,3:00.0,Technical foul by D. Cousins,,82,74
284,3,3:00.0,,R. Foye makes technical free throw,82,75
285,3,3:00.0,D. Cousins makes free throw 1 of 2,,83,75
286,3,3:00.0,T. Lawson enters the game for M. Barnes,,83,75
287,3,3:00.0,O. Casspi enters the game for R. Gay,,83,75
288,3,3:00.0,M. Barnes enters the game for D. Collison,,83,75
289,3,3:00.0,D. Cousins makes free throw 2 of 2,,84,75
290,3,2:45.0,,J. Harris misses 2-pt layup from 3 ft,84,75
291,3,2:44.0,Defensive rebound by O. Casspi,,84,75
292,3,2:36.0,T. Lawson misses 2-pt jump shot from 20 ft,,84,75
293,3,2:35.0,,Defensive rebound by J. Hamilton,84,75
294,3,2:26.0,,Turnover by R. Foye (lost ball; steal by G. Temple),84,75
295,3,2:22.0,Turnover by G. Temple (bad pass; steal by R. Foye),,84,75
296,3,2:06.0,,J. Hamilton makes 2-pt hook shot from 3 ft,84,77
297,3,1:57.0,M. Barnes misses 3-pt jump shot from 25 ft,,84,77
298,3,1:56.0,,Defensive rebound by R. Foye,84,77
299,3,1:48.0,,J. Hamilton misses 3-pt jump shot from 23 ft,84,77
300,3,1:47.0,Defensive rebound by G. Temple,,84,77
301,3,1:47.0,Sacramento full timeout,,84,77
302,3,1:47.0,,T. Booker enters the game for J. Hamilton,84,77
303,3,1:32.0,D. Cousins makes 2-pt dunk at rim (assist by M. Barnes),,86,77
304,3,1:04.0,,Turnover by L. Scola (lost ball; steal by D. Cousins),86,77
305,3,0:54.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by M. Barnes),,89,77
306,3,0:43.0,,J. Harris misses 3-pt jump shot from 25 ft,89,77
307,3,0:41.0,Defensive rebound by T. Lawson,,89,77
308,3,0:39.0,Inbound foul by L. Scola,,89,77
309,3,0:39.0,,B. Lopez enters the game for L. Scola,89,77
310,3,0:39.0,G. Temple makes free throw 1 of 1,,90,77
311,3,0:27.0,Shooting block foul by J. Harris (drawn by D. Cousins),,90,77
312,3,0:27.0,D. Cousins makes free throw 1 of 2,,91,77
313,3,0:27.0,,S. Kilpatrick enters the game for Y. Ferrell,91,77
314,3,0:27.0,D. Cousins makes free throw 2 of 2,,92,77
315,3,0:07.0,,T. Booker misses 2-pt jump shot from 6 ft,92,77
316,3,0:05.0,Defensive rebound by D. Cousins,,92,77
317,3,0:01.0,Turnover by D. Cousins (lost ball; steal by T. Booker),,92,77
318,3,0:00.0,,R. Foye misses 3-pt jump shot from 70 ft,92,77
319,3,0:00.0,,Offensive rebound by Team,92,77
320,4,11:37.0,M. Barnes misses 3-pt jump shot from 25 ft,,92,77
321,4,11:36.0,,Defensive rebound by R. Foye,92,77
322,4,11:28.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,92,77
323,4,11:27.0,Defensive rebound by O. Casspi,,92,77
324,4,11:18.0,T. Lawson makes 3-pt jump shot from 25 ft,,95,77
325,4,10:56.0,,Turnover by I. Whitehead (lost ball; steal by T. Lawson),95,77
326,4,10:52.0,T. Lawson makes 2-pt jump shot from 4 ft,,97,77
327,4,10:30.0,,B. Lopez misses 2-pt hook shot from 5 ft,97,77
328,4,10:30.0,Defensive rebound by O. Casspi,,97,77
329,4,10:17.0,T. Lawson misses 2-pt jump shot from 20 ft,,97,77
330,4,10:16.0,,Defensive rebound by R. Foye,97,77
331,4,10:09.0,,Personal foul by G. Temple (drawn by S. Kilpatrick),97,77
332,4,10:05.0,,B. Lopez misses 2-pt jump shot from 24 ft,97,77
333,4,10:04.0,,Offensive rebound by J. Hamilton,97,77
334,4,10:02.0,,J. Hamilton makes 2-pt layup from 1 ft,97,79
335,4,9:54.0,Personal foul by R. Foye (drawn by O. Casspi),,97,79
336,4,9:39.0,G. Temple misses 3-pt jump shot from 23 ft,,97,79
337,4,9:38.0,,Defensive rebound by R. Foye,97,79
338,4,9:35.0,,Flagrant foul type 1 by M. Barnes (drawn by S. Kilpatrick),97,79
339,4,9:35.0,,S. Kilpatrick makes flagrant free throw 1 of 2,97,80
340,4,9:35.0,R. Gay enters the game for M. Barnes,,97,79
341,4,9:35.0,,S. Kilpatrick makes flagrant free throw 2 of 2,97,81
342,4,9:26.0,,R. Foye misses 3-pt jump shot from 24 ft,97,81
343,4,9:25.0,Defensive rebound by T. Lawson,,97,81
344,4,9:04.0,K. Koufos misses 2-pt hook shot from 7 ft,,97,81
345,4,9:03.0,,Defensive rebound by I. Whitehead,97,81
346,4,8:52.0,,Shooting foul by K. Koufos (drawn by B. Lopez),97,81
347,4,8:52.0,Official timeout,,97,81
348,4,8:52.0,,B. Lopez makes free throw 1 of 2,97,82
349,4,8:52.0,,B. Bogdanović enters the game for I. Whitehead,97,81
350,4,8:52.0,,T. Booker enters the game for J. Hamilton,97,81
351,4,8:52.0,,B. Lopez makes free throw 2 of 2,97,83
352,4,8:32.0,R. Gay makes 2-pt jump shot from 6 ft,,99,83
353,4,8:18.0,,R. Foye makes 2-pt layup from 3 ft (assist by B. Bogdanović),99,85
354,4,8:08.0,Offensive foul by K. Koufos (drawn by S. Kilpatrick),,99,85
355,4,8:08.0,Turnover by K. Koufos (offensive foul),,99,85
356,4,8:08.0,Technical foul by K. Koufos,,99,85
357,4,8:08.0,,B. Bogdanović makes technical free throw,99,86
358,4,7:57.0,,S. Kilpatrick makes 2-pt layup from 3 ft,99,88
359,4,7:36.0,T. Lawson misses 2-pt jump shot from 21 ft,,99,88
360,4,7:35.0,,Defensive rebound by T. Booker,99,88
361,4,7:26.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by T. Booker),99,91
362,4,7:26.0,Sacramento full timeout,,99,91
363,4,7:26.0,D. Cousins enters the game for K. Koufos,,99,91
364,4,7:09.0,Turnover by T. Lawson (bad pass; steal by S. Kilpatrick),,99,91
365,4,6:54.0,,T. Booker makes 2-pt layup from 2 ft (assist by S. Kilpatrick),99,93
366,4,6:36.0,Personal foul by B. Lopez (drawn by D. Cousins),,99,93
367,4,6:36.0,K. Koufos enters the game for O. Casspi,,99,93
368,4,6:36.0,D. Collison enters the game for T. Lawson,,99,93
369,4,6:29.0,R. Gay makes 2-pt jump shot from 19 ft,,101,93
370,4,6:08.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,101,93
371,4,6:07.0,Defensive rebound by D. Cousins,,101,93
372,4,5:58.0,Shooting block foul by R. Foye (drawn by D. Cousins),,101,93
373,4,5:58.0,,Technical foul by Team,101,93
374,4,5:58.0,D. Collison misses technical free throw,,101,93
375,4,5:58.0,Offensive rebound by Team,,101,93
376,4,5:58.0,D. Cousins makes free throw 1 of 2,,102,93
377,4,5:58.0,D. Cousins misses free throw 2 of 2,,102,93
378,4,5:56.0,Offensive rebound by K. Koufos,,102,93
379,4,5:50.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),,105,93
380,4,5:34.0,,Turnover by S. Kilpatrick (lost ball; steal by D. Cousins),105,93
