,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
0,1,11:43.0,B. McLemore makes 2-pt layup from 3 ft (assist by D. Cousins),,2,0
1,1,11:26.0,,G. Hayward makes 2-pt jump shot from 22 ft (assist by S. Mack),2,2
2,1,11:04.0,D. Cousins misses 2-pt jump shot from 21 ft,,2,2
3,1,11:04.0,,Defensive rebound by S. Mack,2,2
4,1,10:46.0,,R. Gobert makes 2-pt dunk at rim (assist by B. Diaw),2,4
5,1,10:30.0,D. Cousins misses 2-pt jump shot from 20 ft (block by B. Diaw),,2,4
6,1,10:29.0,,Defensive rebound by G. Hayward,2,4
7,1,10:13.0,,B. Diaw makes 2-pt jump shot from 21 ft (assist by J. Ingles),2,6
8,1,9:51.0,B. McLemore makes 2-pt jump shot from 22 ft,,4,6
9,1,9:30.0,,R. Gobert makes 2-pt layup from 1 ft (assist by B. Diaw),4,8
10,1,9:14.0,Turnover by B. McLemore (bad pass; steal by B. Diaw),,4,8
11,1,9:04.0,,G. Hayward misses 3-pt jump shot from 24 ft,4,8
12,1,9:04.0,Defensive rebound by K. Koufos,,4,8
13,1,8:41.0,D. Cousins misses 2-pt jump shot from 10 ft,,4,8
14,1,8:38.0,Offensive rebound by K. Koufos,,4,8
15,1,8:31.0,D. Collison misses 3-pt jump shot from 24 ft,,4,8
16,1,8:31.0,,Defensive rebound by R. Gobert,4,8
17,1,8:23.0,,Shooting foul by K. Koufos (drawn by R. Gobert),4,8
18,1,8:23.0,,R. Gobert misses free throw 1 of 2,4,8
19,1,8:23.0,,Offensive rebound by Team,4,8
20,1,8:23.0,,R. Gobert makes free throw 2 of 2,4,9
21,1,8:12.0,M. Barnes misses 2-pt layup from 2 ft,,4,9
22,1,8:11.0,,Defensive rebound by R. Gobert,4,9
23,1,7:56.0,,R. Gobert misses 2-pt jump shot from 4 ft,4,9
24,1,7:55.0,Defensive rebound by B. McLemore,,4,9
25,1,7:54.0,Personal foul by J. Ingles (drawn by B. McLemore),,4,9
26,1,7:39.0,B. McLemore misses 2-pt jump shot from 8 ft,,4,9
27,1,7:39.0,,Defensive rebound by R. Gobert,4,9
28,1,7:35.0,,Shooting foul by M. Barnes (drawn by G. Hayward),4,9
29,1,7:35.0,,G. Hayward makes free throw 1 of 2,4,10
30,1,7:35.0,,G. Hayward misses free throw 2 of 2,4,10
31,1,7:34.0,,Offensive rebound by J. Ingles,4,10
32,1,7:25.0,,S. Mack misses 3-pt jump shot from 24 ft,4,10
33,1,7:24.0,Defensive rebound by D. Cousins,,4,10
34,1,7:07.0,Personal foul by S. Mack (drawn by M. Barnes),,4,10
35,1,6:59.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by D. Collison),,7,10
36,1,6:37.0,,Shooting foul by K. Koufos (drawn by G. Hayward),7,10
37,1,6:37.0,,G. Hayward makes free throw 1 of 2,7,11
38,1,6:37.0,W. Cauley-Stein enters the game for K. Koufos,,7,11
39,1,6:37.0,,G. Hayward makes free throw 2 of 2,7,12
40,1,6:17.0,B. McLemore misses 3-pt jump shot from 24 ft,,7,12
41,1,6:16.0,,Defensive rebound by R. Gobert,7,12
42,1,6:07.0,,J. Ingles misses 3-pt jump shot from 25 ft,7,12
43,1,6:07.0,Defensive rebound by W. Cauley-Stein,,7,12
44,1,5:55.0,D. Cousins makes 3-pt jump shot from 24 ft,,10,12
45,1,5:53.0,,Utah full timeout,10,12
46,1,5:53.0,,J. Johnson enters the game for J. Ingles,10,12
47,1,5:53.0,,D. Favors enters the game for B. Diaw,10,12
48,1,5:32.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by S. Mack),10,14
49,1,5:09.0,Turnover by D. Cousins (lost ball; steal by D. Favors),,10,14
50,1,4:59.0,,S. Mack misses 2-pt layup from 2 ft (block by W. Cauley-Stein),10,14
51,1,4:59.0,,Offensive rebound by Team,10,14
52,1,4:53.0,,G. Hayward makes 2-pt jump shot from 8 ft,10,16
53,1,4:34.0,D. Cousins makes 2-pt layup from 3 ft,,12,16
54,1,4:20.0,,Personal foul by D. Cousins (drawn by G. Hayward),12,16
55,1,4:20.0,A. Tolliver enters the game for D. Cousins,,12,16
56,1,4:14.0,,Turnover by J. Johnson (lost ball; steal by B. McLemore),12,16
57,1,4:02.0,W. Cauley-Stein misses 2-pt hook shot from 3 ft,,12,16
58,1,4:01.0,,Defensive rebound by R. Gobert,12,16
59,1,3:51.0,,D. Favors makes 2-pt dunk at rim (assist by R. Gobert),12,18
60,1,3:36.0,M. Barnes misses 3-pt jump shot from 24 ft,,12,18
61,1,3:35.0,,Defensive rebound by G. Hayward,12,18
62,1,3:22.0,,J. Johnson misses 3-pt jump shot from 23 ft,12,18
63,1,3:22.0,Defensive rebound by W. Cauley-Stein,,12,18
64,1,3:13.0,D. Collison misses 2-pt layup from 2 ft (block by D. Favors),,12,18
65,1,3:12.0,,Defensive rebound by D. Favors,12,18
66,1,2:51.0,,D. Favors misses 2-pt jump shot from 15 ft,12,18
67,1,2:51.0,Defensive rebound by A. Tolliver,,12,18
68,1,2:31.0,Turnover by D. Collison (bad pass),,12,18
69,1,2:31.0,Sacramento full timeout,,12,18
70,1,2:31.0,G. Temple enters the game for B. McLemore,,12,18
71,1,2:31.0,T. Lawson enters the game for D. Collison,,12,18
72,1,2:31.0,,T. Lyles enters the game for R. Gobert,12,18
73,1,2:15.0,,G. Hayward makes 3-pt jump shot from 24 ft,12,21
74,1,1:59.0,T. Lawson misses 2-pt jump shot from 9 ft,,12,21
75,1,1:58.0,,Defensive rebound by T. Lyles,12,21
76,1,1:43.0,,J. Johnson misses 3-pt jump shot from 25 ft,12,21
77,1,1:43.0,Defensive rebound by T. Lawson,,12,21
78,1,1:28.0,W. Cauley-Stein makes 2-pt jump shot from 10 ft,,14,21
79,1,1:03.0,,T. Lyles misses 3-pt jump shot from 24 ft,14,21
80,1,1:02.0,Defensive rebound by T. Lawson,,14,21
81,1,0:57.0,Shooting foul by T. Lyles (drawn by T. Lawson),,14,21
82,1,0:57.0,T. Lawson makes free throw 1 of 2,,15,21
83,1,0:57.0,T. Lawson misses free throw 2 of 2,,15,21
84,1,0:57.0,,Defensive rebound by G. Hayward,15,21
85,1,0:57.0,A. Afflalo enters the game for M. Barnes,,15,21
86,1,0:57.0,,R. Neto enters the game for S. Mack,15,21
87,1,0:43.0,,Turnover by G. Hayward (bad pass; steal by A. Tolliver),15,21
88,1,0:32.0,Turnover by Team (5 sec inbounds),,15,21
89,1,0:10.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Hayward),15,24
90,1,0:01.0,T. Lawson makes 2-pt jump shot from 10 ft,,17,24
91,2,11:42.0,,J. Johnson misses 2-pt jump shot from 10 ft,17,24
92,2,11:41.0,Defensive rebound by W. Cauley-Stein,,17,24
93,2,11:23.0,A. Afflalo misses 2-pt jump shot from 18 ft,,17,24
94,2,11:23.0,Offensive rebound by A. Tolliver,,17,24
95,2,11:17.0,A. Tolliver misses 3-pt jump shot from 25 ft,,17,24
96,2,11:17.0,,Defensive rebound by T. Lyles,17,24
97,2,11:05.0,,Personal foul by G. Temple (drawn by D. Favors),17,24
98,2,10:57.0,,R. Neto misses 2-pt layup from 2 ft,17,24
