,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
386,4,1:34.0,,Offensive rebound by Team,84,97
387,4,1:34.0,,W. Selden makes free throw 2 of 2,84,98
388,4,1:14.0,M. Plumlee misses 2-pt layup from 2 ft (block by D. Davis),,84,98
389,4,1:13.0,,Defensive rebound by J. Green,84,98
390,4,0:59.0,,D. Davis misses 2-pt jump shot from 19 ft,84,98
391,4,0:59.0,Defensive rebound by J. Holiday,,84,98
392,4,0:47.0,C. Randle makes 2-pt layup from 1 ft (assist by W. Hernangómez),,86,98
393,4,0:26.0,,A. Harrison misses 3-pt jump shot from 28 ft,86,98
394,4,0:26.0,Defensive rebound by S. Vujačić,,86,98
395,4,0:20.0,S. Vujačić misses 3-pt jump shot from 26 ft,,86,98
396,4,0:20.0,Offensive rebound by J. Holiday,,86,98
397,4,0:20.0,J. Holiday makes 2-pt dunk at rim,,88,98
398,4,0:01.0,,W. Baldwin makes 3-pt jump shot from 41 ft,88,101
