,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MILWAUKEE_ACTION,NEW YORK_SCORE,MILWAUKEE_SCORE
0,1,11:40.0,,Turnover by T. Snell (bad pass),0,0
1,1,11:20.0,Shooting foul by G. Antetokounmpo (drawn by K. Porziņģis),,0,0
2,1,11:20.0,K. Porziņģis makes free throw 1 of 2,,1,0
3,1,11:20.0,K. Porziņģis misses free throw 2 of 2,,1,0
4,1,11:19.0,,Defensive rebound by J. Henson,1,0
5,1,10:57.0,,M. Brogdon misses 2-pt jump shot from 12 ft,1,0
6,1,10:56.0,Defensive rebound by K. Porziņģis,,1,0
7,1,10:45.0,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Noah),,4,0
8,1,10:25.0,,J. Henson misses 2-pt hook shot from 7 ft,4,0
9,1,10:24.0,Defensive rebound by J. Noah,,4,0
10,1,10:16.0,D. Rose makes 2-pt jump shot from 19 ft,,6,0
11,1,10:01.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,6,0
12,1,9:59.0,,Offensive rebound by J. Henson,6,0
13,1,9:57.0,,J. Henson misses 2-pt hook shot from 2 ft,6,0
14,1,9:55.0,Defensive rebound by K. Porziņģis,,6,0
15,1,9:44.0,C. Lee makes 3-pt jump shot from 24 ft (assist by D. Rose),,9,0
16,1,9:37.0,,J. Parker makes 3-pt jump shot from 23 ft (assist by M. Brogdon),9,3
17,1,9:21.0,J. Noah misses 2-pt layup at rim,,9,3
18,1,9:19.0,,Defensive rebound by J. Henson,9,3
19,1,9:11.0,,T. Snell makes 3-pt jump shot from 29 ft (assist by J. Parker),9,6
20,1,9:01.0,Turnover by K. Porziņģis (traveling),,9,6
21,1,8:46.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,9,6
22,1,8:45.0,Defensive rebound by C. Anthony,,9,6
23,1,8:33.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by C. Anthony),,11,6
24,1,8:16.0,,J. Parker makes 2-pt jump shot from 9 ft,11,8
25,1,8:06.0,Turnover by J. Noah (bad pass; steal by G. Antetokounmpo),,11,8
26,1,8:02.0,,Shooting block foul by J. Noah (drawn by G. Antetokounmpo),11,8
27,1,8:02.0,,G. Antetokounmpo makes free throw 1 of 2,11,9
28,1,8:02.0,,G. Antetokounmpo makes free throw 2 of 2,11,10
29,1,7:44.0,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by C. Anthony),,13,10
30,1,7:26.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by J. Parker),13,13
31,1,7:11.0,K. Porziņģis misses 2-pt jump shot from 13 ft (block by G. Antetokounmpo),,13,13
32,1,7:09.0,,Defensive rebound by J. Henson,13,13
33,1,7:06.0,,Shooting foul by K. Porziņģis (drawn by G. Antetokounmpo),13,13
34,1,7:06.0,,G. Antetokounmpo makes free throw 1 of 2,13,14
35,1,7:06.0,,G. Antetokounmpo makes free throw 2 of 2,13,15
36,1,6:50.0,K. Porziņģis misses 2-pt layup from 1 ft,,13,15
37,1,6:47.0,,Defensive rebound by T. Snell,13,15
38,1,6:41.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft,13,17
39,1,6:28.0,C. Anthony misses 2-pt jump shot from 14 ft (block by J. Henson),,13,17
40,1,6:24.0,,Defensive rebound by G. Antetokounmpo,13,17
41,1,6:21.0,,Turnover by M. Brogdon (step out of bounds),13,17
42,1,6:21.0,L. Thomas enters the game for K. Porziņģis,,13,17
43,1,6:21.0,,G. Monroe enters the game for J. Henson,13,17
44,1,6:02.0,C. Lee misses 2-pt jump shot from 16 ft,,13,17
45,1,6:01.0,,Defensive rebound by M. Brogdon,13,17
46,1,5:50.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),13,19
47,1,5:49.0,New York full timeout,,13,19
48,1,5:49.0,K. O'Quinn enters the game for J. Noah,,13,19
49,1,5:26.0,K. O'Quinn misses 2-pt layup from 1 ft,,13,19
50,1,5:24.0,,Defensive rebound by G. Monroe,13,19
51,1,5:09.0,,G. Monroe misses 2-pt layup from 1 ft (block by K. O'Quinn),13,19
52,1,5:06.0,Defensive rebound by D. Rose,,13,19
53,1,5:03.0,D. Rose makes 2-pt layup from 2 ft,,15,19
54,1,4:52.0,,M. Brogdon misses 2-pt layup at rim,15,19
55,1,4:50.0,Defensive rebound by C. Anthony,,15,19
56,1,4:44.0,L. Thomas makes 3-pt jump shot from 23 ft (assist by D. Rose),,18,19
57,1,4:29.0,,J. Parker makes 2-pt jump shot from 18 ft,18,21
58,1,4:12.0,Shooting foul by M. Brogdon (drawn by C. Anthony),,18,21
59,1,4:12.0,C. Anthony misses free throw 1 of 2,,18,21
60,1,4:12.0,Offensive rebound by Team,,18,21
61,1,4:12.0,,M. Teletović enters the game for G. Antetokounmpo,18,21
62,1,4:12.0,C. Anthony makes free throw 2 of 2,,19,21
63,1,3:58.0,,Shooting foul by L. Thomas (drawn by M. Brogdon),19,21
64,1,3:58.0,,M. Brogdon makes free throw 1 of 2,19,22
65,1,3:58.0,J. Holiday enters the game for C. Lee,,19,22
66,1,3:58.0,,M. Brogdon makes free throw 2 of 2,19,23
67,1,3:43.0,C. Anthony makes 3-pt jump shot from 26 ft,,22,23
68,1,3:33.0,,Turnover by G. Monroe (bad pass),22,23
69,1,3:33.0,,J. Terry enters the game for M. Brogdon,22,23
70,1,3:14.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by D. Rose),,25,23
71,1,2:55.0,,G. Monroe makes 2-pt hook shot from 3 ft,25,25
72,1,2:45.0,D. Rose misses 2-pt jump shot from 13 ft,,25,25
73,1,2:44.0,,Defensive rebound by G. Monroe,25,25
74,1,2:35.0,,G. Monroe misses 2-pt jump shot from 20 ft,25,25
75,1,2:34.0,,Offensive rebound by J. Parker,25,25
76,1,2:32.0,,J. Parker misses 2-pt layup from 2 ft,25,25
77,1,2:29.0,Defensive rebound by J. Holiday,,25,25
78,1,2:24.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by D. Rose),,27,25
79,1,2:06.0,,J. Parker makes 3-pt jump shot from 28 ft (assist by G. Monroe),27,28
80,1,1:52.0,Shooting foul by J. Parker (drawn by C. Anthony),,27,28
81,1,1:52.0,,Milwaukee full timeout,27,28
82,1,1:52.0,C. Anthony makes free throw 1 of 2,,28,28
83,1,1:52.0,,Violation by M. Teletović (lane),28,28
84,1,1:52.0,C. Anthony misses free throw 2 of 2,,28,28
85,1,1:50.0,,Defensive rebound by J. Parker,28,28
86,1,1:42.0,,Turnover by J. Parker (bad pass),28,28
87,1,1:42.0,K. Porziņģis enters the game for C. Anthony,,28,28
88,1,1:25.0,K. O'Quinn misses 2-pt layup from 2 ft (block by G. Monroe),,28,28
89,1,1:22.0,,Defensive rebound by G. Monroe,28,28
90,1,1:06.0,,G. Monroe makes 2-pt hook shot from 5 ft,28,30
91,1,0:53.0,D. Rose makes 2-pt hook shot from 5 ft,,30,30
92,1,0:31.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by J. Parker),30,33
93,1,0:10.0,L. Thomas makes 2-pt jump shot from 5 ft (assist by D. Rose),,32,33
94,1,0:00.0,,J. Parker misses 2-pt layup from 2 ft,32,33
