,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW YORK_ACTION,LA LAKERS_SCORE,NEW YORK_SCORE
224,2,2:49.0,N. Young enters the game for J. Clarkson,,57,35
225,2,2:49.0,D. Russell enters the game for L. Williams,,57,35
226,2,2:34.0,I. Zubac makes 2-pt dunk at rim (assist by D. Russell),,59,35
227,2,2:13.0,,C. Anthony makes 2-pt jump shot from 19 ft,59,37
228,2,1:52.0,N. Young misses 2-pt jump shot from 22 ft,,59,37
229,2,1:50.0,,Defensive rebound by C. Lee,59,37
230,2,1:39.0,,W. Hernangómez misses 2-pt layup from 1 ft,59,37
231,2,1:38.0,Defensive rebound by D. Russell,,59,37
232,2,1:33.0,J. Randle misses 2-pt layup at rim,,59,37
233,2,1:32.0,,Defensive rebound by W. Hernangómez,59,37
234,2,1:23.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by C. Anthony),59,40
235,2,1:03.0,N. Young misses 3-pt jump shot from 24 ft,,59,40
236,2,1:02.0,,Defensive rebound by W. Hernangómez,59,40
237,2,0:48.0,,C. Anthony makes 2-pt layup from 1 ft,59,42
238,2,0:48.0,,Shooting foul by I. Zubac (drawn by C. Anthony),59,42
239,2,0:48.0,,C. Anthony makes free throw 1 of 1,59,43
240,2,0:39.0,Personal foul by W. Hernangómez (drawn by I. Zubac),,59,43
241,2,0:29.0,B. Ingram makes 2-pt layup from 3 ft (assist by J. Randle),,61,43
242,2,0:17.0,,Personal foul by J. Randle (drawn by C. Anthony),61,43
243,2,0:17.0,,C. Anthony makes free throw 1 of 2,61,44
244,2,0:17.0,L. Williams enters the game for B. Ingram,,61,44
245,2,0:17.0,,C. Anthony makes free throw 2 of 2,61,45
246,2,0:05.0,D. Russell misses 2-pt jump shot from 10 ft,,61,45
247,2,0:03.0,,Defensive rebound by C. Anthony,61,45
248,2,0:00.0,,C. Lee misses 3-pt jump shot from 26 ft,61,45
249,2,0:00.0,,Offensive rebound by Team,61,45
250,3,11:33.0,N. Young misses 3-pt jump shot from 24 ft,,61,45
251,3,11:32.0,Offensive rebound by T. Black,,61,45
252,3,11:20.0,J. Randle misses 2-pt jump shot from 10 ft,,61,45
253,3,11:19.0,,Defensive rebound by W. Hernangómez,61,45
254,3,11:03.0,,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by C. Anthony),61,47
255,3,10:46.0,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),,64,47
256,3,10:26.0,,D. Rose misses 2-pt layup from 3 ft,64,47
257,3,10:25.0,,Offensive rebound by W. Hernangómez,64,47
258,3,10:25.0,,Shooting foul by J. Randle (drawn by W. Hernangómez),64,47
259,3,10:25.0,,W. Hernangómez makes free throw 1 of 2,64,48
260,3,10:25.0,,W. Hernangómez makes free throw 2 of 2,64,49
261,3,10:18.0,B. Ingram misses 2-pt layup at rim,,64,49
262,3,10:17.0,Offensive rebound by J. Randle,,64,49
263,3,10:17.0,J. Randle makes 2-pt layup from 1 ft,,66,49
264,3,10:09.0,,Shooting foul by J. Randle (drawn by C. Anthony),66,49
265,3,10:09.0,,C. Anthony misses free throw 1 of 2,66,49
266,3,10:09.0,,Offensive rebound by Team,66,49
267,3,10:09.0,,C. Anthony makes free throw 2 of 2,66,50
268,3,9:50.0,J. Randle misses 2-pt layup from 3 ft,,66,50
269,3,9:49.0,Offensive rebound by T. Black,,66,50
270,3,9:49.0,T. Black makes 2-pt dunk at rim,,68,50
271,3,9:36.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,68,52
272,3,9:20.0,Turnover by B. Ingram (bad pass),,68,52
273,3,9:20.0,L. Nance enters the game for J. Randle,,68,52
274,3,9:06.0,,C. Anthony misses 3-pt jump shot from 25 ft,68,52
275,3,9:05.0,Defensive rebound by N. Young,,68,52
276,3,8:55.0,B. Ingram misses 3-pt jump shot from 24 ft,,68,52
277,3,8:54.0,Offensive rebound by D. Russell,,68,52
278,3,8:53.0,N. Young misses 3-pt jump shot from 25 ft,,68,52
279,3,8:52.0,Offensive rebound by Team,,68,52
280,3,8:52.0,,Loose ball foul by C. Anthony (drawn by B. Ingram),68,52
281,3,8:48.0,Shooting foul by W. Hernangómez (drawn by T. Black),,68,52
282,3,8:48.0,T. Black misses free throw 1 of 2,,68,52
283,3,8:48.0,Offensive rebound by Team,,68,52
284,3,8:48.0,T. Black makes free throw 2 of 2,,69,52
285,3,8:37.0,,D. Rose misses 2-pt jump shot from 12 ft,69,52
286,3,8:36.0,Defensive rebound by N. Young,,69,52
287,3,8:29.0,N. Young misses 3-pt jump shot from 25 ft,,69,52
288,3,8:28.0,,Defensive rebound by K. Porziņģis,69,52
289,3,8:17.0,,C. Lee makes 2-pt jump shot from 10 ft,69,54
290,3,7:57.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Nance),,71,54
291,3,7:57.0,Shooting foul by K. Porziņģis (drawn by B. Ingram),,71,54
292,3,7:57.0,B. Ingram misses free throw 1 of 1,,71,54
293,3,7:56.0,,Defensive rebound by K. Porziņģis,71,54
294,3,7:36.0,,Turnover by C. Anthony (bad pass; steal by L. Nance),71,54
295,3,7:35.0,Turnover by L. Nance (bad pass),,71,54
296,3,7:23.0,,Turnover by C. Anthony (traveling),71,54
297,3,7:13.0,B. Ingram makes 2-pt dunk at rim (assist by D. Russell),,73,54
298,3,6:59.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,73,54
299,3,6:58.0,Defensive rebound by N. Young,,73,54
300,3,6:53.0,T. Black makes 2-pt dunk at rim (assist by B. Ingram),,75,54
301,3,6:41.0,,Personal foul by B. Ingram (drawn by C. Anthony),75,54
302,3,6:41.0,,K. O'Quinn enters the game for W. Hernangómez,75,54
303,3,6:38.0,,Personal foul by D. Russell (drawn by C. Anthony),75,54
304,3,6:31.0,,Turnover by K. Porziņģis (bad pass),75,54
305,3,6:21.0,Shooting foul by C. Lee (drawn by D. Russell),,75,54
306,3,6:21.0,D. Russell makes free throw 1 of 2,,76,54
307,3,6:21.0,D. Russell makes free throw 2 of 2,,77,54
308,3,6:07.0,,C. Anthony misses 2-pt jump shot from 22 ft,77,54
309,3,6:06.0,,Offensive rebound by K. O'Quinn,77,54
310,3,6:05.0,,Shooting foul by N. Young (drawn by K. O'Quinn),77,54
311,3,6:05.0,,K. O'Quinn makes free throw 1 of 2,77,55
312,3,6:05.0,,K. O'Quinn makes free throw 2 of 2,77,56
313,3,5:47.0,N. Young misses 2-pt layup from 2 ft,,77,56
314,3,5:46.0,Offensive rebound by N. Young,,77,56
315,3,5:45.0,N. Young makes 2-pt layup from 1 ft,,79,56
316,3,5:37.0,,Turnover by D. Rose (bad pass),79,56
317,3,5:37.0,,New York full timeout,79,56
318,3,5:37.0,,B. Jennings enters the game for K. Porziņģis,79,56
319,3,5:37.0,,J. Holiday enters the game for C. Lee,79,56
320,3,5:20.0,B. Ingram misses 2-pt jump shot from 11 ft,,79,56
321,3,5:17.0,Offensive rebound by B. Ingram,,79,56
322,3,5:09.0,Shooting foul by B. Jennings (drawn by N. Young),,79,56
323,3,5:09.0,N. Young makes free throw 1 of 2,,80,56
324,3,5:09.0,N. Young makes free throw 2 of 2,,81,56
325,3,4:51.0,,Turnover by J. Holiday (bad pass; steal by N. Young),81,56
326,3,4:45.0,N. Young makes 2-pt jump shot from 21 ft,,83,56
327,3,4:29.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by D. Rose),83,58
328,3,4:19.0,Turnover by Team (turnover),,83,58
329,3,4:19.0,,M. Kuzminskas enters the game for D. Rose,83,58
330,3,4:19.0,L. Deng enters the game for T. Black,,83,58
331,3,4:02.0,,K. O'Quinn makes 2-pt layup at rim (assist by C. Anthony),83,60
332,3,3:49.0,N. Young misses 3-pt jump shot from 23 ft,,83,60
333,3,3:48.0,,Defensive rebound by B. Jennings,83,60
334,3,3:34.0,,Shooting foul by L. Nance (drawn by C. Anthony),83,60
335,3,3:34.0,,C. Anthony makes free throw 1 of 2,83,61
336,3,3:34.0,J. Clarkson enters the game for D. Russell,,83,61
337,3,3:34.0,,C. Anthony makes free throw 2 of 2,83,62
338,3,3:28.0,Personal foul by J. Holiday (drawn by N. Young),,83,62
339,3,3:28.0,N. Young makes free throw 1 of 2,,84,62
340,3,3:28.0,N. Young makes free throw 2 of 2,,85,62
341,3,3:11.0,,C. Anthony makes 2-pt jump shot from 17 ft,85,64
342,3,2:55.0,N. Young misses 3-pt jump shot from 25 ft,,85,64
343,3,2:54.0,Offensive rebound by L. Nance,,85,64
344,3,2:41.0,J. Clarkson misses 2-pt layup from 2 ft,,85,64
345,3,2:41.0,Offensive rebound by L. Nance,,85,64
346,3,2:41.0,L. Nance makes 2-pt dunk at rim,,87,64
347,3,2:32.0,,B. Jennings makes 2-pt layup from 3 ft,87,66
348,3,2:32.0,,Shooting foul by L. Deng (drawn by B. Jennings),87,66
349,3,2:32.0,LA Lakers full timeout,,87,66
350,3,2:32.0,,B. Jennings misses free throw 1 of 1,87,66
351,3,2:32.0,L. Williams enters the game for N. Young,,87,66
352,3,2:31.0,Defensive rebound by L. Deng,,87,66
353,3,2:21.0,Personal foul by K. O'Quinn,,87,66
354,3,2:21.0,L. Williams makes free throw 1 of 2,,88,66
355,3,2:21.0,L. Williams makes free throw 2 of 2,,89,66
356,3,2:01.0,,C. Anthony misses 2-pt jump shot from 14 ft,89,66
357,3,2:00.0,Defensive rebound by L. Nance,,89,66
358,3,1:48.0,Turnover by L. Williams (bad pass; steal by C. Anthony),,89,66
359,3,1:42.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by C. Anthony),89,69
360,3,1:21.0,L. Nance makes 2-pt jump shot from 4 ft (assist by J. Clarkson),,91,69
361,3,1:13.0,,Shooting foul by L. Nance (drawn by K. O'Quinn),91,69
362,3,1:13.0,,K. O'Quinn makes free throw 1 of 2,91,70
363,3,1:13.0,,K. O'Quinn makes free throw 2 of 2,91,71
364,3,1:02.0,Shooting foul by C. Anthony (drawn by L. Nance),,91,71
365,3,1:02.0,L. Nance makes free throw 1 of 2,,92,71
366,3,1:02.0,L. Nance makes free throw 2 of 2,,93,71
367,3,0:49.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,93,71
368,3,0:49.0,Defensive rebound by B. Ingram,,93,71
369,3,0:39.0,J. Clarkson makes 2-pt layup from 2 ft,,95,71
370,3,0:19.0,,C. Anthony makes 2-pt jump shot from 9 ft,95,73
371,3,0:04.0,L. Williams makes 2-pt jump shot from 7 ft,,97,73
372,4,11:48.0,,W. Hernangómez makes 2-pt layup from 2 ft,97,75
373,4,11:32.0,J. Clarkson misses 2-pt layup at rim,,97,75
374,4,11:30.0,,Defensive rebound by W. Hernangómez,97,75
375,4,11:24.0,,K. Porziņģis makes 2-pt dunk at rim (assist by B. Jennings),97,77
376,4,11:24.0,LA Lakers full timeout,,97,77
377,4,11:24.0,I. Zubac enters the game for B. Ingram,,97,77
378,4,11:08.0,Turnover by L. Williams (bad pass; steal by W. Hernangómez),,97,77
379,4,11:04.0,,M. Kuzminskas makes 2-pt dunk at rim (assist by B. Jennings),97,79
380,4,10:41.0,L. Deng misses 3-pt jump shot from 26 ft,,97,79
381,4,10:40.0,,Defensive rebound by B. Jennings,97,79
382,4,10:33.0,,Turnover by B. Jennings (bad pass; steal by L. Williams),97,79
383,4,10:31.0,Turnover by L. Williams (dbl dribble),,97,79
384,4,10:16.0,,Turnover by W. Hernangómez (bad pass; steal by I. Zubac),97,79
385,4,10:09.0,J. Clarkson makes 2-pt jump shot from 3 ft,,99,79
386,4,10:01.0,,Shooting foul by I. Zubac (drawn by B. Jennings),99,79
387,4,10:01.0,,B. Jennings makes free throw 1 of 2,99,80
388,4,10:01.0,,B. Jennings makes free throw 2 of 2,99,81
389,4,9:45.0,L. Nance misses 2-pt layup at rim (block by W. Hernangómez),,99,81
390,4,9:45.0,,Defensive rebound by J. Holiday,99,81
391,4,9:43.0,,Turnover by J. Holiday (bad pass; steal by L. Deng),99,81
