,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
69,1,3:52.0,B. Lopez misses 3-pt jump shot from 26 ft,,25,25
70,1,3:52.0,,Defensive rebound by A. Roberson,25,25
71,1,3:46.0,,Á. Abrines makes 3-pt jump shot from 23 ft (assist by R. Westbrook),25,28
72,1,3:26.0,I. Whitehead misses 3-pt jump shot from 24 ft,,25,28
73,1,3:25.0,Offensive rebound by B. Lopez,,25,28
74,1,3:21.0,R. Hollis-Jefferson misses 2-pt dunk at rim,,25,28
75,1,3:21.0,,Defensive rebound by E. Freedom,25,28
76,1,3:12.0,,Á. Abrines misses 3-pt jump shot from 23 ft,25,28
77,1,3:12.0,Defensive rebound by J. Hamilton,,25,28
78,1,3:03.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by I. Whitehead),,28,28
79,1,2:44.0,,Turnover by E. Freedom (lost ball),28,28
80,1,2:44.0,Brooklyn full timeout,,28,28
81,1,2:44.0,,V. Oladipo enters the game for A. Roberson,28,28
82,1,2:44.0,,S. Christon enters the game for R. Westbrook,28,28
83,1,2:44.0,S. Kilpatrick enters the game for R. Hollis-Jefferson,,28,28
84,1,2:44.0,T. Booker enters the game for B. Lopez,,28,28
85,1,2:29.0,J. Hamilton makes 2-pt layup from 1 ft (assist by J. Harris),,30,28
86,1,2:16.0,,Shooting foul by I. Whitehead (drawn by E. Freedom),30,28
87,1,2:16.0,,E. Freedom makes free throw 1 of 2,30,29
88,1,2:16.0,,E. Freedom makes free throw 2 of 2,30,30
89,1,2:02.0,J. Hamilton makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,33,30
90,1,1:45.0,,Turnover by V. Oladipo (bad pass; steal by I. Whitehead),33,30
91,1,1:40.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by I. Whitehead),,35,30
92,1,1:18.0,,Shooting foul by J. Hamilton (drawn by S. Adams),35,30
93,1,1:18.0,,S. Adams makes free throw 1 of 2,35,31
94,1,1:18.0,,J. Grant enters the game for E. Freedom,35,31
95,1,1:18.0,A. Bennett enters the game for J. Hamilton,,35,31
96,1,1:18.0,,S. Adams makes free throw 2 of 2,35,32
97,1,1:06.0,T. Booker makes 2-pt jump shot from 9 ft,,37,32
98,1,0:46.0,,S. Christon misses 2-pt jump shot from 17 ft,37,32
99,1,0:46.0,Defensive rebound by S. Kilpatrick,,37,32
100,1,0:36.0,S. Kilpatrick misses 2-pt jump shot from 5 ft,,37,32
101,1,0:36.0,,Defensive rebound by S. Christon,37,32
102,1,0:31.0,,V. Oladipo makes 2-pt jump shot from 15 ft,37,34
103,1,0:21.0,A. Bennett makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,40,34
104,1,0:01.0,,V. Oladipo misses 3-pt jump shot from 24 ft,40,34
105,1,0:00.0,Defensive rebound by T. Booker,,40,34
106,2,11:50.0,,V. Oladipo misses 2-pt layup from 1 ft,40,34
107,2,11:49.0,,Offensive rebound by S. Adams,40,34
108,2,11:45.0,,Á. Abrines misses 3-pt jump shot from 25 ft,40,34
109,2,11:44.0,,Offensive rebound by Team,40,34
110,2,11:31.0,,Á. Abrines misses 3-pt jump shot from 24 ft,40,34
111,2,11:31.0,,Offensive rebound by Team,40,34
112,2,11:31.0,Loose ball foul by A. Bennett (drawn by S. Adams),,40,34
113,2,11:24.0,,Shooting foul by A. Bennett (drawn by S. Adams),40,34
114,2,11:24.0,,S. Adams misses free throw 1 of 2,40,34
115,2,11:24.0,,Offensive rebound by Team,40,34
116,2,11:24.0,,A. Roberson enters the game for Á. Abrines,40,34
117,2,11:24.0,,S. Adams makes free throw 2 of 2,40,35
118,2,11:05.0,J. Hamilton misses 3-pt jump shot from 27 ft,,40,35
119,2,11:05.0,,Defensive rebound by S. Christon,40,35
120,2,10:59.0,,V. Oladipo misses 2-pt layup from 2 ft,40,35
121,2,10:59.0,Defensive rebound by A. Bennett,,40,35
122,2,10:55.0,Personal foul by A. Roberson (drawn by B. Bogdanović),,40,35
123,2,10:55.0,,D. Sabonis enters the game for S. Adams,40,35
124,2,10:43.0,Turnover by B. Bogdanović (lost ball; steal by J. Grant),,40,35
125,2,10:40.0,,Turnover by D. Sabonis (bad pass),40,35
126,2,10:29.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,40,35
127,2,10:28.0,,Defensive rebound by Team,40,35
128,2,10:06.0,,V. Oladipo makes 2-pt jump shot from 15 ft,40,37
129,2,9:52.0,S. Kilpatrick makes 2-pt layup from 2 ft,,42,37
130,2,9:45.0,,Offensive foul by V. Oladipo (drawn by Y. Ferrell),42,37
131,2,9:45.0,,Turnover by V. Oladipo (offensive foul),42,37
132,2,9:29.0,S. Kilpatrick misses 3-pt jump shot from 22 ft,,42,37
133,2,9:28.0,Offensive rebound by Y. Ferrell,,42,37
134,2,9:24.0,J. Hamilton makes 2-pt jump shot from 7 ft (assist by Y. Ferrell),,44,37
135,2,9:10.0,,V. Oladipo misses 3-pt jump shot from 23 ft,44,37
136,2,9:10.0,Defensive rebound by J. Hamilton,,44,37
137,2,9:00.0,B. Bogdanović makes 2-pt jump shot from 3 ft,,46,37
138,2,9:00.0,,Oklahoma City full timeout,46,37
139,2,9:00.0,,R. Westbrook enters the game for V. Oladipo,46,37
140,2,9:00.0,,J. Lauvergne enters the game for J. Grant,46,37
141,2,8:45.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),46,39
142,2,8:32.0,B. Bogdanović misses 2-pt layup from 1 ft,,46,39
143,2,8:32.0,Offensive rebound by Y. Ferrell,,46,39
144,2,8:24.0,Turnover by Y. Ferrell (step out of bounds),,46,39
145,2,8:08.0,,R. Westbrook makes 2-pt jump shot from 12 ft,46,41
146,2,7:49.0,J. Hamilton makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,49,41
147,2,7:36.0,,J. Lauvergne makes 2-pt dunk at rim,49,43
148,2,7:14.0,Shooting foul by S. Christon (drawn by Y. Ferrell),,49,43
149,2,7:14.0,Y. Ferrell makes free throw 1 of 2,,50,43
150,2,7:14.0,Y. Ferrell makes free throw 2 of 2,,51,43
151,2,7:01.0,,D. Sabonis misses 3-pt jump shot from 25 ft,51,43
152,2,7:01.0,Defensive rebound by Team,,51,43
153,2,7:01.0,R. Foye enters the game for Y. Ferrell,,51,43
154,2,6:55.0,Turnover by R. Foye (discontinued dribble),,51,43
155,2,6:33.0,,R. Westbrook misses 2-pt layup from 1 ft,51,43
156,2,6:33.0,Defensive rebound by A. Bennett,,51,43
157,2,6:14.0,Shooting foul by A. Roberson (drawn by B. Bogdanović),,51,43
158,2,6:14.0,B. Bogdanović makes free throw 1 of 2,,52,43
159,2,6:14.0,,V. Oladipo enters the game for S. Christon,52,43
160,2,6:14.0,B. Bogdanović makes free throw 2 of 2,,53,43
161,2,5:58.0,,V. Oladipo makes 2-pt jump shot from 10 ft,53,45
162,2,5:36.0,A. Bennett misses 3-pt jump shot from 23 ft,,53,45
163,2,5:35.0,,Defensive rebound by R. Westbrook,53,45
164,2,5:26.0,,R. Westbrook makes 2-pt jump shot from 12 ft,53,47
165,2,5:20.0,Brooklyn full timeout,,53,47
166,2,5:20.0,B. Lopez enters the game for J. Hamilton,,53,47
167,2,5:20.0,T. Booker enters the game for A. Bennett,,53,47
168,2,5:20.0,,S. Adams enters the game for J. Lauvergne,53,47
169,2,5:16.0,Shooting foul by V. Oladipo (drawn by B. Bogdanović),,53,47
170,2,5:16.0,B. Bogdanović misses free throw 1 of 2,,53,47
171,2,5:16.0,Offensive rebound by Team,,53,47
172,2,5:16.0,R. Hollis-Jefferson enters the game for S. Kilpatrick,,53,47
173,2,5:16.0,B. Bogdanović makes free throw 2 of 2,,54,47
174,2,5:05.0,,R. Westbrook makes 2-pt jump shot from 13 ft,54,49
175,2,4:41.0,B. Bogdanović makes 2-pt layup from 2 ft,,56,49
176,2,4:20.0,,Turnover by S. Adams (bad pass; steal by T. Booker),56,49
177,2,4:15.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by D. Sabonis),,56,49
178,2,4:15.0,Offensive rebound by Team,,56,49
179,2,4:15.0,J. Harris enters the game for B. Bogdanović,,56,49
180,2,4:11.0,B. Lopez misses 2-pt hook shot from 5 ft,,56,49
181,2,4:10.0,,Defensive rebound by S. Adams,56,49
182,2,4:05.0,,R. Westbrook makes 2-pt layup from 1 ft,56,51
183,2,3:52.0,Turnover by R. Foye (bad pass; steal by R. Westbrook),,56,51
184,2,3:49.0,,R. Westbrook makes 2-pt dunk at rim,56,53
185,2,3:22.0,T. Booker misses 2-pt layup from 2 ft,,56,53
186,2,3:22.0,,Defensive rebound by R. Westbrook,56,53
187,2,3:17.0,,Shooting foul by R. Hollis-Jefferson (drawn by R. Westbrook),56,53
188,2,3:17.0,,R. Westbrook makes free throw 1 of 2,56,54
189,2,3:17.0,,J. Lauvergne enters the game for D. Sabonis,56,54
190,2,3:17.0,,R. Westbrook makes free throw 2 of 2,56,55
191,2,3:01.0,B. Lopez makes 2-pt jump shot from 3 ft,,58,55
192,2,2:50.0,,J. Lauvergne makes 2-pt jump shot from 3 ft (assist by V. Oladipo),58,57
193,2,2:38.0,T. Booker makes 2-pt hook shot from 8 ft,,60,57
194,2,2:23.0,,J. Lauvergne makes 2-pt dunk at rim (assist by R. Westbrook),60,59
195,2,2:05.0,Turnover by B. Lopez (lost ball),,60,59
196,2,2:05.0,Official timeout,,60,59
197,2,2:05.0,Y. Ferrell enters the game for R. Foye,,60,59
198,2,1:47.0,,J. Lauvergne makes 3-pt jump shot from 25 ft (assist by R. Westbrook),60,62
199,2,1:37.0,,Offensive charge foul by Y. Ferrell (drawn by J. Lauvergne),60,62
200,2,1:37.0,Turnover by Y. Ferrell (offensive foul),,60,62
201,2,1:26.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),60,64
202,2,1:07.0,B. Lopez misses 3-pt jump shot from 25 ft,,60,64
203,2,1:07.0,,Defensive rebound by R. Westbrook,60,64
204,2,1:04.0,,Turnover by R. Westbrook (bad pass),60,64
205,2,0:56.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,60,64
206,2,0:56.0,,Defensive rebound by S. Adams,60,64
207,2,0:45.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,60,64
208,2,0:44.0,Defensive rebound by R. Hollis-Jefferson,,60,64
209,2,0:35.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,60,64
210,2,0:35.0,,Defensive rebound by V. Oladipo,60,64
211,2,0:29.0,,A. Roberson misses 2-pt layup from 2 ft,60,64
212,2,0:29.0,Defensive rebound by J. Harris,,60,64
213,2,0:28.0,Personal foul by A. Roberson (drawn by J. Harris),,60,64
214,2,0:28.0,J. Harris makes free throw 1 of 2,,61,64
215,2,0:28.0,,Oklahoma City full timeout,61,64
216,2,0:28.0,J. Harris misses free throw 2 of 2,,61,64
217,2,0:28.0,,A. Morrow enters the game for A. Roberson,61,64
218,2,0:28.0,,Á. Abrines enters the game for J. Lauvergne,61,64
219,2,0:27.0,,Defensive rebound by R. Westbrook,61,64
220,2,0:08.0,,Á. Abrines misses 3-pt jump shot from 23 ft,61,64
221,2,0:07.0,Defensive rebound by T. Booker,,61,64
222,2,0:00.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,61,64
223,2,0:00.0,Offensive rebound by Team,,61,64
224,3,11:48.0,,D. Sabonis misses 2-pt layup from 1 ft,61,64
225,3,11:47.0,Defensive rebound by T. Booker,,61,64
226,3,11:37.0,Turnover by R. Foye (traveling),,61,64
227,3,11:25.0,,S. Adams makes 2-pt layup from 1 ft (assist by V. Oladipo),61,66
228,3,11:05.0,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,,61,66
229,3,11:04.0,Offensive rebound by B. Bogdanović,,61,66
230,3,11:00.0,R. Foye misses 3-pt jump shot from 24 ft,,61,66
231,3,10:59.0,Offensive rebound by Team,,61,66
232,3,10:59.0,,Loose ball foul by A. Roberson (drawn by T. Booker),61,66
233,3,10:59.0,,K. Singler enters the game for A. Roberson,61,66
234,3,10:51.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by R. Foye),,63,66
235,3,10:32.0,,V. Oladipo misses 2-pt jump shot from 9 ft,63,66
236,3,10:32.0,,Offensive rebound by R. Westbrook,63,66
237,3,10:27.0,,V. Oladipo misses 3-pt jump shot from 23 ft,63,66
238,3,10:27.0,Defensive rebound by B. Bogdanović,,63,66
239,3,10:14.0,B. Lopez misses 2-pt jump shot from 10 ft,,63,66
240,3,10:12.0,,Defensive rebound by D. Sabonis,63,66
241,3,9:58.0,,D. Sabonis misses 2-pt jump shot from 8 ft,63,66
242,3,9:57.0,Defensive rebound by B. Lopez,,63,66
243,3,9:46.0,Turnover by R. Foye (bad pass),,63,66
244,3,9:37.0,,S. Adams makes 2-pt hook shot from 7 ft,63,68
245,3,9:17.0,Shooting foul by D. Sabonis (drawn by R. Hollis-Jefferson),,63,68
246,3,9:17.0,R. Hollis-Jefferson misses free throw 1 of 2,,63,68
247,3,9:17.0,Offensive rebound by Team,,63,68
248,3,9:17.0,R. Hollis-Jefferson makes free throw 2 of 2,,64,68
249,3,9:02.0,,Turnover by S. Adams (bad pass; steal by R. Hollis-Jefferson),64,68
250,3,8:55.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by S. Adams),,64,68
251,3,8:55.0,Offensive rebound by Team,,64,68
252,3,8:41.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,66,68
253,3,8:25.0,,K. Singler misses 3-pt jump shot from 23 ft,66,68
254,3,8:22.0,,Offensive rebound by S. Adams,66,68
255,3,8:22.0,,Shooting foul by B. Lopez (drawn by S. Adams),66,68
256,3,8:22.0,,S. Adams makes free throw 1 of 2,66,69
257,3,8:22.0,,J. Lauvergne enters the game for D. Sabonis,66,69
258,3,8:22.0,,S. Adams makes free throw 2 of 2,66,70
259,3,8:07.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,66,70
260,3,8:07.0,,Defensive rebound by J. Lauvergne,66,70
261,3,8:00.0,,Personal foul by R. Hollis-Jefferson (drawn by J. Lauvergne),66,70
262,3,8:00.0,J. Hamilton enters the game for T. Booker,,66,70
263,3,7:50.0,,R. Westbrook makes 2-pt jump shot from 15 ft,66,72
264,3,7:40.0,R. Foye misses 2-pt jump shot from 8 ft,,66,72
265,3,7:39.0,,Defensive rebound by K. Singler,66,72
266,3,7:34.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by R. Westbrook),66,74
267,3,7:20.0,J. Hamilton misses 3-pt jump shot from 24 ft,,66,74
268,3,7:20.0,,Defensive rebound by R. Westbrook,66,74
269,3,7:16.0,,J. Lauvergne makes 2-pt dunk at rim (assist by R. Westbrook),66,76
270,3,7:13.0,Brooklyn full timeout,,66,76
271,3,7:13.0,I. Whitehead enters the game for R. Foye,,66,76
272,3,7:02.0,Shooting foul by K. Singler (drawn by B. Bogdanović),,66,76
273,3,7:02.0,B. Bogdanović misses free throw 1 of 2,,66,76
274,3,7:02.0,Offensive rebound by Team,,66,76
275,3,7:02.0,B. Bogdanović makes free throw 2 of 2,,67,76
276,3,6:49.0,,K. Singler misses 3-pt jump shot from 24 ft,67,76
277,3,6:45.0,,Offensive rebound by R. Westbrook,67,76
278,3,6:29.0,,S. Adams misses 2-pt hook shot from 3 ft,67,76
279,3,6:26.0,,Offensive rebound by Team,67,76
280,3,6:17.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,67,76
281,3,6:15.0,Defensive rebound by Team,,67,76
282,3,6:06.0,Turnover by I. Whitehead (bad pass),,67,76
283,3,5:57.0,,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),67,78
284,3,5:42.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,70,78
285,3,5:28.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,70,78
286,3,5:27.0,,Offensive rebound by R. Westbrook,70,78
287,3,5:22.0,Violation by B. Bogdanović (kicked ball),,70,78
288,3,5:22.0,J. Harris enters the game for B. Bogdanović,,70,78
289,3,5:22.0,,Á. Abrines enters the game for V. Oladipo,70,78
290,3,5:12.0,,Turnover by R. Westbrook (bad pass; steal by B. Lopez),70,78
291,3,4:59.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,70,78
292,3,4:58.0,Offensive rebound by B. Lopez,,70,78
293,3,4:56.0,B. Lopez makes 2-pt layup from 1 ft,,72,78
294,3,4:56.0,,Oklahoma City full timeout,72,78
295,3,4:45.0,,R. Westbrook misses 2-pt jump shot from 10 ft,72,78
296,3,4:45.0,Defensive rebound by R. Hollis-Jefferson,,72,78
297,3,4:39.0,R. Hollis-Jefferson misses 2-pt layup at rim,,72,78
298,3,4:38.0,,Defensive rebound by J. Lauvergne,72,78
299,3,4:30.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by R. Westbrook),72,80
300,3,4:14.0,J. Harris makes 2-pt jump shot from 4 ft (assist by B. Lopez),,74,80
301,3,4:01.0,,R. Westbrook misses 3-pt jump shot from 25 ft,74,80
302,3,4:00.0,Defensive rebound by I. Whitehead,,74,80
303,3,3:52.0,I. Whitehead misses 3-pt jump shot from 25 ft,,74,80
304,3,3:51.0,,Defensive rebound by J. Lauvergne,74,80
305,3,3:46.0,,Personal foul by R. Hollis-Jefferson (drawn by R. Westbrook),74,80
306,3,3:46.0,T. Booker enters the game for B. Lopez,,74,80
307,3,3:46.0,S. Kilpatrick enters the game for R. Hollis-Jefferson,,74,80
308,3,3:46.0,,E. Freedom enters the game for S. Adams,74,80
309,3,3:40.0,,R. Westbrook makes 2-pt jump shot from 17 ft,74,82
310,3,3:19.0,I. Whitehead makes 2-pt jump shot from 6 ft,,76,82
311,3,3:05.0,,R. Westbrook misses 2-pt jump shot from 7 ft,76,82
312,3,3:05.0,Defensive rebound by T. Booker,,76,82
313,3,2:59.0,Personal foul by J. Lauvergne (drawn by T. Booker),,76,82
314,3,2:59.0,,S. Christon enters the game for R. Westbrook,76,82
315,3,2:52.0,I. Whitehead makes 2-pt jump shot from 18 ft,,78,82
316,3,2:39.0,,Á. Abrines makes 2-pt jump shot from 5 ft (assist by J. Lauvergne),78,84
317,3,2:18.0,S. Kilpatrick makes 2-pt layup from 2 ft,,80,84
318,3,2:18.0,Shooting foul by J. Lauvergne (drawn by S. Kilpatrick),,80,84
319,3,2:18.0,,J. Grant enters the game for K. Singler,80,84
320,3,2:18.0,,V. Oladipo enters the game for J. Lauvergne,80,84
321,3,2:18.0,S. Kilpatrick makes free throw 1 of 1,,81,84
322,3,2:06.0,,Def 3 sec tech foul by T. Booker,81,84
323,3,2:06.0,,V. Oladipo makes technical free throw,81,85
324,3,1:59.0,,E. Freedom makes 2-pt jump shot from 10 ft (assist by S. Christon),81,87
325,3,1:47.0,Turnover by S. Kilpatrick (lost ball; steal by S. Christon),,81,87
326,3,1:46.0,,Personal foul by J. Hamilton (drawn by S. Christon),81,87
327,3,1:33.0,,J. Grant makes 2-pt jump shot from 7 ft (assist by V. Oladipo),81,89
328,3,1:19.0,Personal foul by V. Oladipo (drawn by S. Kilpatrick),,81,89
329,3,1:19.0,S. Kilpatrick makes free throw 1 of 2,,82,89
330,3,1:19.0,S. Kilpatrick misses free throw 2 of 2,,82,89
331,3,1:19.0,,Defensive rebound by Á. Abrines,82,89
332,3,1:10.0,,Shooting foul by J. Hamilton (drawn by E. Freedom),82,89
333,3,1:10.0,,E. Freedom makes free throw 1 of 2,82,90
334,3,1:10.0,A. Bennett enters the game for J. Hamilton,,82,90
335,3,1:10.0,,E. Freedom makes free throw 2 of 2,82,91
336,3,0:56.0,I. Whitehead misses 2-pt jump shot from 9 ft,,82,91
337,3,0:55.0,,Defensive rebound by J. Grant,82,91
338,3,0:45.0,,Oklahoma City full timeout,82,91
339,3,0:45.0,,K. Singler enters the game for S. Christon,82,91
340,3,0:34.0,,E. Freedom makes 3-pt jump shot from 23 ft (assist by V. Oladipo),82,94
341,3,0:26.0,J. Harris misses 2-pt layup from 2 ft,,82,94
342,3,0:25.0,,Defensive rebound by J. Grant,82,94
343,3,0:03.0,,V. Oladipo makes 2-pt jump shot from 3 ft,82,96
344,3,0:00.0,T. Booker misses 3-pt jump shot from 28 ft,,82,96
345,3,0:00.0,Offensive rebound by Team,,82,96
346,4,11:41.0,A. Bennett misses 2-pt jump shot from 14 ft,,82,96
347,4,11:41.0,,Defensive rebound by J. Grant,82,96
348,4,11:28.0,,Turnover by K. Singler (bad pass; steal by S. Kilpatrick),82,96
349,4,11:17.0,S. Kilpatrick misses 2-pt jump shot from 5 ft,,82,96
350,4,11:17.0,Offensive rebound by S. Kilpatrick,,82,96
351,4,11:11.0,Y. Ferrell makes 2-pt jump shot from 15 ft (assist by J. Harris),,84,96
352,4,10:54.0,,E. Freedom makes 2-pt jump shot from 5 ft (assist by V. Oladipo),84,98
353,4,10:44.0,Turnover by S. Kilpatrick (bad pass; steal by J. Grant),,84,98
354,4,10:41.0,,Shooting foul by J. Hamilton (drawn by J. Grant),84,98
355,4,10:41.0,,J. Grant misses free throw 1 of 2,84,98
356,4,10:41.0,,Offensive rebound by Team,84,98
357,4,10:41.0,B. Lopez enters the game for J. Hamilton,,84,98
358,4,10:41.0,,J. Grant makes free throw 2 of 2,84,99
359,4,10:29.0,A. Bennett misses 2-pt jump shot from 5 ft (block by E. Freedom),,84,99
360,4,10:29.0,Offensive rebound by Team,,84,99
361,4,10:26.0,Shooting block foul by J. Grant (drawn by J. Harris),,84,99
362,4,10:26.0,J. Harris misses free throw 1 of 2,,84,99
363,4,10:26.0,Offensive rebound by Team,,84,99
364,4,10:26.0,J. Harris makes free throw 2 of 2,,85,99
365,4,10:09.0,,Personal foul by B. Lopez (drawn by Á. Abrines),85,99
366,4,10:05.0,,Offensive foul by E. Freedom (drawn by Y. Ferrell),85,99
367,4,10:05.0,,Turnover by E. Freedom (offensive foul),85,99
368,4,9:53.0,B. Lopez misses 2-pt jump shot from 13 ft,,85,99
369,4,9:53.0,,Defensive rebound by E. Freedom,85,99
370,4,9:44.0,,V. Oladipo makes 2-pt jump shot from 19 ft,85,101
371,4,9:20.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,85,101
372,4,9:19.0,Offensive rebound by Y. Ferrell,,85,101
