,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
122,2,9:16.0,,Shooting foul by K. Olynyk (drawn by K. O'Quinn),39,28
123,2,9:16.0,,K. O'Quinn makes free throw 1 of 2,39,29
124,2,9:16.0,,R. Baker enters the game for C. Randle,39,29
125,2,9:16.0,,K. O'Quinn makes free throw 2 of 2,39,30
126,2,9:04.0,K. Olynyk makes 2-pt layup from 1 ft,,41,30
127,2,9:04.0,,New York full timeout,41,30
128,2,8:51.0,,Turnover by K. O'Quinn (bad pass; steal by K. Olynyk),41,30
129,2,8:34.0,Shooting foul by K. O'Quinn (drawn by J. Crowder),,41,30
130,2,8:34.0,J. Crowder misses free throw 1 of 3,,41,30
131,2,8:34.0,Offensive rebound by Team,,41,30
132,2,8:34.0,J. Crowder makes free throw 2 of 3,,42,30
133,2,8:34.0,A. Johnson enters the game for K. Olynyk,,42,30
134,2,8:34.0,J. Crowder makes free throw 3 of 3,,43,30
135,2,8:25.0,,Personal foul by J. Brown (drawn by S. Vujačić),43,30
136,2,8:18.0,,J. Holiday misses 3-pt jump shot from 25 ft,43,30
137,2,8:15.0,Defensive rebound by J. Jerebko,,43,30
138,2,8:06.0,J. Crowder misses 2-pt jump shot from 22 ft,,43,30
139,2,8:04.0,,Defensive rebound by R. Baker,43,30
140,2,7:52.0,,K. O'Quinn makes 2-pt layup from 2 ft,43,32
141,2,7:29.0,T. Rozier makes 2-pt jump shot from 22 ft,,45,32
142,2,7:11.0,,J. Holiday misses 3-pt jump shot from 25 ft,45,32
143,2,7:09.0,,Offensive rebound by K. O'Quinn,45,32
144,2,6:53.0,,K. O'Quinn misses 2-pt layup from 3 ft,45,32
145,2,6:51.0,,Offensive rebound by S. Vujačić,45,32
146,2,6:48.0,,S. Vujačić misses 2-pt jump shot from 5 ft,45,32
147,2,6:47.0,Defensive rebound by Team,,45,32
148,2,6:47.0,,K. Porziņģis enters the game for M. Kuzminskas,45,32
149,2,6:47.0,,W. Hernangómez enters the game for K. O'Quinn,45,32
150,2,6:47.0,A. Horford enters the game for J. Jerebko,,45,32
151,2,6:28.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Brown),,48,32
152,2,6:02.0,,Turnover by S. Vujačić (bad pass; steal by J. Crowder),48,32
153,2,5:57.0,Personal foul by R. Baker (drawn by T. Rozier),,48,32
154,2,5:57.0,Official timeout,,48,32
155,2,5:57.0,T. Rozier makes free throw 1 of 2,,49,32
156,2,5:57.0,,C. Lee enters the game for R. Baker,48,32
157,2,5:57.0,T. Rozier makes free throw 2 of 2,,50,32
158,2,5:40.0,,K. Porziņģis makes 2-pt jump shot from 14 ft,50,34
159,2,5:17.0,J. Crowder misses 3-pt jump shot from 25 ft,,50,34
160,2,5:15.0,,Defensive rebound by S. Vujačić,50,34
161,2,5:08.0,,S. Vujačić misses 2-pt jump shot from 22 ft,50,34
162,2,5:07.0,,Offensive rebound by Team,50,34
163,2,5:07.0,Loose ball foul by T. Rozier (drawn by K. Porziņģis),,50,34
164,2,5:07.0,I. Thomas enters the game for T. Rozier,,50,34
165,2,5:00.0,,C. Lee makes 2-pt jump shot from 12 ft (assist by W. Hernangómez),50,36
166,2,4:44.0,A. Horford misses 3-pt jump shot from 25 ft,,50,36
167,2,4:42.0,,Defensive rebound by J. Holiday,50,36
168,2,4:29.0,,Shooting foul by A. Johnson (drawn by K. Porziņģis),50,36
169,2,4:29.0,,K. Porziņģis makes free throw 1 of 2,50,37
170,2,4:29.0,,K. Porziņģis misses free throw 2 of 2,50,37
171,2,4:29.0,J. Jerebko enters the game for A. Johnson,,50,37
172,2,4:29.0,M. Smart enters the game for J. Brown,,50,37
173,2,4:26.0,Defensive rebound by A. Horford,,50,37
174,2,4:10.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,53,37
175,2,3:57.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by S. Vujačić),53,39
176,2,3:32.0,M. Smart makes 2-pt jump shot from 16 ft,,55,39
177,2,3:16.0,,C. Lee misses 2-pt jump shot from 19 ft,55,39
178,2,3:15.0,,Offensive rebound by Team,55,39
179,2,3:13.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,55,39
180,2,3:11.0,Defensive rebound by J. Crowder,,55,39
181,2,3:07.0,J. Jerebko makes 2-pt layup from 1 ft,,57,39
182,2,2:52.0,,K. Porziņģis misses 2-pt jump shot from 11 ft,57,39
183,2,2:51.0,Defensive rebound by Team,,57,39
184,2,2:51.0,Boston full timeout,,57,39
185,2,2:51.0,,M. Plumlee enters the game for W. Hernangómez,57,39
186,2,2:51.0,J. Brown enters the game for J. Crowder,,57,39
187,2,2:33.0,J. Jerebko misses 3-pt jump shot from 27 ft,,57,39
188,2,2:31.0,,Defensive rebound by C. Lee,57,39
189,2,2:15.0,,S. Vujačić misses 3-pt jump shot from 25 ft,57,39
190,2,2:13.0,Defensive rebound by J. Jerebko,,57,39
191,2,2:04.0,Turnover by I. Thomas (bad pass; steal by C. Lee),,57,39
192,2,2:03.0,,Personal foul by J. Brown (drawn by C. Lee),57,39
193,2,2:03.0,,C. Lee makes free throw 1 of 2,57,40
194,2,2:03.0,,C. Lee makes free throw 2 of 2,57,41
195,2,1:49.0,M. Smart makes 2-pt layup from 2 ft (assist by A. Horford),,59,41
196,2,1:49.0,Shooting foul by K. Porziņģis (drawn by M. Smart),,59,41
197,2,1:49.0,M. Smart makes free throw 1 of 1,,60,41
198,2,1:33.0,,J. Holiday misses 2-pt jump shot from 19 ft,60,41
199,2,1:31.0,,Offensive rebound by S. Vujačić,60,41
200,2,1:27.0,,C. Lee misses 3-pt jump shot from 25 ft,60,41
201,2,1:25.0,,Offensive rebound by C. Lee,60,41
202,2,1:13.0,,C. Lee misses 2-pt jump shot from 14 ft,60,41
203,2,1:12.0,Defensive rebound by A. Horford,,60,41
204,2,1:05.0,I. Thomas misses 3-pt jump shot from 28 ft,,60,41
205,2,1:03.0,,Defensive rebound by K. Porziņģis,60,41
206,2,0:56.0,,S. Vujačić makes 3-pt jump shot from 25 ft,60,44
207,2,0:41.0,A. Horford misses 3-pt jump shot from 24 ft,,60,44
208,2,0:39.0,,Defensive rebound by S. Vujačić,60,44
209,2,0:35.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by S. Vujačić),60,47
210,2,0:30.0,M. Smart misses 3-pt jump shot from 27 ft,,60,47
211,2,0:28.0,,Defensive rebound by S. Vujačić,60,47
212,2,0:05.0,,M. Plumlee misses 2-pt jump shot from 5 ft,60,47
213,2,0:04.0,Defensive rebound by A. Horford,,60,47
214,2,0:03.0,Boston full timeout,,60,47
215,2,0:03.0,T. Rozier enters the game for J. Brown,,60,47
216,2,0:02.0,Turnover by M. Smart (bad pass; steal by J. Holiday),,60,47
217,2,0:00.0,,J. Holiday misses 3-pt jump shot from 48 ft,60,47
218,2,0:00.0,,Offensive rebound by Team,60,47
219,3,11:48.0,,K. Porziņģis makes 2-pt dunk at rim (assist by W. Hernangómez),60,49
220,3,11:33.0,Personal foul by W. Hernangómez (drawn by A. Horford),,60,49
221,3,11:27.0,Boston full timeout,,60,49
222,3,11:22.0,J. Crowder misses 2-pt jump shot from 18 ft,,60,49
223,3,11:21.0,,Defensive rebound by W. Hernangómez,60,49
224,3,11:11.0,,Turnover by W. Hernangómez (traveling),60,49
225,3,10:50.0,A. Horford makes 2-pt jump shot from 5 ft,,62,49
226,3,10:33.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,62,49
227,3,10:32.0,Defensive rebound by J. Brown,,62,49
228,3,10:24.0,I. Thomas makes 3-pt jump shot from 24 ft,,65,49
229,3,10:04.0,,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by C. Lee),65,51
230,3,9:53.0,A. Horford makes 2-pt dunk at rim,,67,51
231,3,9:36.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by C. Lee),67,53
232,3,9:20.0,Turnover by A. Johnson (lost ball; steal by W. Hernangómez),,67,53
233,3,9:15.0,,C. Lee makes 2-pt layup from 1 ft (assist by R. Baker),67,55
234,3,9:01.0,I. Thomas misses 3-pt jump shot from 24 ft,,67,55
235,3,8:59.0,,Defensive rebound by C. Lee,67,55
236,3,8:49.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Lee),67,57
237,3,8:30.0,A. Horford misses 3-pt jump shot from 25 ft,,67,57
238,3,8:29.0,,Defensive rebound by Team,67,57
239,3,8:15.0,,Personal foul by J. Brown (drawn by K. Porziņģis),67,57
240,3,8:08.0,,W. Hernangómez misses 2-pt layup from 2 ft,67,57
241,3,8:07.0,Defensive rebound by A. Johnson,,67,57
242,3,7:57.0,A. Horford makes 3-pt jump shot from 24 ft (assist by I. Thomas),,70,57
243,3,7:57.0,Technical foul by I. Thomas,,70,57
244,3,7:57.0,,S. Vujačić misses technical free throw,70,57
245,3,7:57.0,,Offensive rebound by Team,70,57
246,3,7:46.0,,Shooting foul by A. Horford (drawn by K. Porziņģis),70,57
247,3,7:46.0,,K. Porziņģis makes free throw 1 of 2,70,58
248,3,7:46.0,,K. Porziņģis misses free throw 2 of 2,70,58
249,3,7:46.0,M. Smart enters the game for J. Brown,,70,58
250,3,7:44.0,Defensive rebound by A. Horford,,70,58
251,3,7:21.0,A. Johnson makes 2-pt hook shot from 9 ft (assist by I. Thomas),,72,58
252,3,7:01.0,,Personal foul by M. Smart (drawn by K. Porziņģis),72,58
253,3,6:55.0,,S. Vujačić misses 3-pt jump shot from 25 ft,72,58
254,3,6:53.0,Defensive rebound by I. Thomas,,72,58
255,3,6:32.0,A. Johnson makes 2-pt hook shot from 10 ft,,74,58
256,3,6:15.0,,W. Hernangómez makes 2-pt jump shot from 11 ft (assist by S. Vujačić),74,60
257,3,5:59.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,76,60
258,3,5:40.0,,W. Hernangómez makes 2-pt hook shot from 1 ft (assist by R. Baker),76,62
259,3,5:23.0,I. Thomas makes 3-pt jump shot from 25 ft,,79,62
260,3,5:14.0,Technical foul by M. Smart,,79,62
261,3,5:14.0,,C. Lee makes technical free throw,79,63
262,3,5:14.0,,J. Holiday enters the game for W. Hernangómez,79,63
263,3,5:14.0,,K. O'Quinn enters the game for S. Vujačić,79,63
264,3,5:02.0,,J. Holiday makes 2-pt jump shot from 21 ft,79,65
265,3,4:40.0,I. Thomas misses 3-pt jump shot from 25 ft,,79,65
266,3,4:38.0,Offensive rebound by M. Smart,,79,65
267,3,4:33.0,J. Crowder misses 3-pt jump shot from 23 ft,,79,65
268,3,4:31.0,,Defensive rebound by K. O'Quinn,79,65
269,3,4:24.0,,Shooting foul by M. Smart (drawn by C. Lee),79,65
270,3,4:24.0,,C. Lee makes free throw 1 of 2,79,66
271,3,4:24.0,T. Rozier enters the game for I. Thomas,,79,66
272,3,4:24.0,K. Olynyk enters the game for A. Johnson,,79,66
273,3,4:24.0,,C. Lee makes free throw 2 of 2,79,67
274,3,3:58.0,M. Smart makes 2-pt jump shot from 23 ft,,81,67
275,3,3:46.0,,Turnover by C. Lee (traveling),81,67
276,3,3:29.0,Turnover by T. Rozier (traveling),,81,67
277,3,3:18.0,Violation by J. Crowder (kicked ball),,81,67
278,3,3:10.0,,J. Holiday misses 2-pt jump shot from 20 ft,81,67
279,3,3:09.0,Defensive rebound by T. Rozier,,81,67
280,3,2:58.0,K. Olynyk makes 2-pt layup from 2 ft,,83,67
281,3,2:58.0,Shooting foul by K. O'Quinn (drawn by K. Olynyk),,83,67
282,3,2:58.0,,New York full timeout,83,67
283,3,2:58.0,K. Olynyk misses free throw 1 of 1,,83,67
284,3,2:57.0,,Defensive rebound by K. O'Quinn,83,67
285,3,2:32.0,,Turnover by R. Baker (bad pass; steal by T. Rozier),83,67
286,3,2:22.0,Shooting foul by K. O'Quinn (drawn by K. Olynyk),,83,67
287,3,2:22.0,K. Olynyk misses free throw 1 of 2,,83,67
288,3,2:22.0,Offensive rebound by Team,,83,67
289,3,2:22.0,,M. Ndour enters the game for K. Porziņģis,83,67
290,3,2:22.0,J. Jerebko enters the game for A. Horford,,83,67
291,3,2:22.0,K. Olynyk makes free throw 2 of 2,,84,67
292,3,2:09.0,,J. Holiday misses 3-pt jump shot from 24 ft,84,67
293,3,2:06.0,Defensive rebound by T. Rozier,,84,67
294,3,1:49.0,M. Smart misses 2-pt layup from 3 ft,,84,67
295,3,1:48.0,,Defensive rebound by K. O'Quinn,84,67
296,3,1:36.0,,Shooting foul by M. Smart (drawn by K. O'Quinn),84,67
297,3,1:36.0,,K. O'Quinn makes free throw 1 of 2,84,68
298,3,1:36.0,J. Brown enters the game for J. Crowder,,84,68
299,3,1:36.0,,K. O'Quinn makes free throw 2 of 2,84,69
300,3,1:23.0,J. Brown makes 2-pt dunk at rim (assist by M. Smart),,86,69
301,3,1:12.0,,R. Baker misses 2-pt layup from 3 ft,86,69
302,3,1:11.0,Defensive rebound by J. Jerebko,,86,69
303,3,0:56.0,T. Rozier misses 3-pt jump shot from 25 ft,,86,69
304,3,0:55.0,,Defensive rebound by Team,86,69
305,3,0:55.0,Loose ball foul by J. Jerebko (drawn by K. O'Quinn),,86,69
306,3,0:55.0,,K. O'Quinn makes free throw 1 of 2,86,70
307,3,0:55.0,,C. Randle enters the game for C. Lee,86,70
308,3,0:55.0,,K. O'Quinn makes free throw 2 of 2,86,71
309,3,0:40.0,Turnover by M. Smart (traveling),,86,71
310,3,0:29.0,,R. Baker misses 2-pt layup from 1 ft,86,71
311,3,0:27.0,Defensive rebound by J. Jerebko,,86,71
312,3,0:22.0,M. Smart misses 3-pt jump shot from 25 ft,,86,71
313,3,0:21.0,Offensive rebound by J. Brown,,86,71
314,3,0:21.0,Shooting foul by R. Baker (drawn by J. Brown),,86,71
315,3,0:21.0,J. Brown makes free throw 1 of 2,,87,71
316,3,0:21.0,J. Brown makes free throw 2 of 2,,88,71
317,3,0:02.0,,J. Holiday misses 2-pt jump shot from 21 ft,88,71
318,3,0:01.0,Defensive rebound by J. Jerebko,,88,71
319,3,0:00.0,J. Jerebko misses 3-pt jump shot from 47 ft,,88,71
320,3,0:00.0,Offensive rebound by Team,,88,71
321,4,11:43.0,J. Jerebko misses 2-pt layup from 2 ft (block by K. O'Quinn),,88,71
322,4,11:42.0,Offensive rebound by Team,,88,71
323,4,11:37.0,J. Jerebko misses 2-pt layup from 1 ft (block by K. O'Quinn),,88,71
324,4,11:35.0,,Defensive rebound by K. O'Quinn,88,71
325,4,11:19.0,,Turnover by C. Randle (bad pass; steal by T. Rozier),88,71
326,4,11:03.0,M. Smart makes 3-pt jump shot from 25 ft (assist by T. Rozier),,91,71
327,4,10:44.0,,C. Randle misses 3-pt jump shot from 26 ft,91,71
328,4,10:43.0,Defensive rebound by K. Olynyk,,91,71
329,4,10:31.0,K. Olynyk misses 2-pt jump shot from 14 ft,,91,71
330,4,10:29.0,,Defensive rebound by C. Randle,91,71
331,4,10:29.0,,Personal foul by J. Jerebko (drawn by C. Randle),91,71
332,4,10:17.0,,S. Vujačić misses 3-pt jump shot from 25 ft,91,71
333,4,10:16.0,Defensive rebound by K. Olynyk,,91,71
334,4,10:09.0,T. Rozier makes 2-pt layup from 3 ft,,93,71
335,4,10:09.0,Shooting foul by K. O'Quinn (drawn by T. Rozier),,93,71
336,4,10:09.0,T. Rozier misses free throw 1 of 1,,93,71
337,4,10:07.0,,Defensive rebound by K. O'Quinn,93,71
338,4,9:54.0,,K. O'Quinn misses 2-pt jump shot from 19 ft,93,71
339,4,9:53.0,,Offensive rebound by Team,93,71
340,4,9:53.0,,New York full timeout,93,71
341,4,9:53.0,,M. Kuzminskas enters the game for S. Vujačić,93,71
342,4,9:48.0,,Turnover by C. Randle (bad pass; steal by T. Rozier),93,71
343,4,9:45.0,Personal foul by J. Holiday (drawn by T. Rozier),,93,71
344,4,9:29.0,Turnover by M. Smart (bad pass; steal by M. Ndour),,93,71
345,4,9:21.0,,J. Holiday misses 2-pt jump shot from 11 ft,93,71
346,4,9:20.0,Defensive rebound by J. Jerebko,,93,71
347,4,9:12.0,Shooting foul by M. Ndour (drawn by J. Jerebko),,93,71
348,4,9:12.0,J. Jerebko makes free throw 1 of 2,,94,71
349,4,9:12.0,J. Jerebko misses free throw 2 of 2,,94,71
350,4,9:11.0,,Defensive rebound by C. Randle,94,71
351,4,8:56.0,,K. O'Quinn misses 2-pt jump shot from 12 ft (block by K. Olynyk),94,71
352,4,8:54.0,,Offensive rebound by K. O'Quinn,94,71
353,4,8:51.0,,C. Randle misses 3-pt jump shot from 24 ft,94,71
354,4,8:50.0,,Offensive rebound by Team,94,71
355,4,8:50.0,Loose ball foul by J. Jerebko (drawn by M. Ndour),,94,71
356,4,8:50.0,,M. Plumlee enters the game for K. O'Quinn,94,71
357,4,8:37.0,,M. Ndour misses 2-pt layup from 3 ft (block by K. Olynyk),94,71
358,4,8:35.0,,Offensive rebound by M. Plumlee,94,71
359,4,8:33.0,,C. Randle misses 2-pt layup from 1 ft,94,71
360,4,8:32.0,Defensive rebound by Team,,94,71
361,4,8:12.0,M. Smart misses 3-pt jump shot from 23 ft,,94,71
362,4,8:11.0,Offensive rebound by J. Jerebko,,94,71
363,4,8:05.0,M. Smart makes 2-pt dunk at rim (assist by T. Rozier),,96,71
364,4,7:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,96,71
365,4,7:48.0,Defensive rebound by J. Jerebko,,96,71
366,4,7:44.0,Personal foul by C. Randle (drawn by J. Brown),,96,71
367,4,7:44.0,,R. Baker enters the game for J. Holiday,96,71
368,4,7:39.0,Personal foul by M. Ndour (drawn by J. Brown),,96,71
369,4,7:39.0,J. Brown makes free throw 1 of 2,,97,71
370,4,7:39.0,J. Young enters the game for M. Smart,,97,71
371,4,7:39.0,J. Brown makes free throw 2 of 2,,98,71
372,4,7:24.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by M. Kuzminskas),98,74
373,4,7:05.0,Turnover by K. Olynyk (lost ball; steal by R. Baker),,98,74
374,4,7:01.0,Violation by T. Rozier (kicked ball),,98,74
375,4,6:52.0,,M. Ndour misses 3-pt jump shot from 25 ft,98,74
376,4,6:51.0,Defensive rebound by K. Olynyk,,98,74
377,4,6:42.0,T. Rozier misses 3-pt jump shot from 25 ft,,98,74
378,4,6:41.0,,Defensive rebound by M. Plumlee,98,74
379,4,6:31.0,,Turnover by M. Plumlee (bad pass; steal by J. Young),98,74
380,4,6:12.0,J. Brown makes 2-pt dunk at rim (assist by K. Olynyk),,100,74
381,4,6:12.0,,New York full timeout,100,74
382,4,6:12.0,G. Green enters the game for J. Brown,,100,74
383,4,5:56.0,,Personal foul by J. Young (drawn by M. Kuzminskas),100,74
