,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:42.0,,Turnover by V. Carter (bad pass; steal by D. Green),0,0
1,1,11:26.0,Turnover by L. Aldridge (lost ball; steal by M. Conley),,0,0
2,1,11:22.0,,T. Allen misses 2-pt layup from 1 ft (block by K. Leonard),0,0
3,1,11:22.0,,Offensive rebound by Team,0,0
4,1,11:09.0,,M. Gasol misses 2-pt hook shot from 7 ft,0,0
5,1,11:07.0,Defensive rebound by L. Aldridge,,0,0
6,1,10:56.0,Personal foul by J. Green (drawn by T. Parker),,0,0
7,1,10:48.0,K. Leonard makes 2-pt layup from 1 ft (assist by T. Parker),,2,0
8,1,10:33.0,,M. Conley makes 3-pt jump shot from 26 ft,2,3
9,1,10:21.0,,Violation by J. Green (def goaltending),2,3
10,1,10:21.0,T. Parker makes 2-pt layup from 2 ft,,4,3
11,1,10:05.0,,T. Allen misses 2-pt layup from 1 ft,4,3
12,1,10:02.0,Defensive rebound by D. Green,,4,3
13,1,9:47.0,L. Aldridge misses 2-pt jump shot from 7 ft,,4,3
14,1,9:45.0,,Defensive rebound by M. Gasol,4,3
15,1,9:33.0,,Turnover by M. Conley (bad pass),4,3
16,1,9:16.0,L. Aldridge misses 2-pt jump shot from 10 ft,,4,3
17,1,9:15.0,,Defensive rebound by T. Allen,4,3
18,1,9:02.0,,V. Carter makes 2-pt layup from 2 ft,4,5
19,1,8:40.0,Shooting foul by V. Carter (drawn by D. Green),,4,5
20,1,8:40.0,D. Green makes free throw 1 of 2,,5,5
21,1,8:40.0,D. Green makes free throw 2 of 2,,6,5
22,1,8:23.0,,V. Carter misses 2-pt jump shot from 13 ft,6,5
23,1,8:20.0,Defensive rebound by K. Leonard,,6,5
24,1,8:16.0,K. Leonard misses 3-pt jump shot from 25 ft,,6,5
25,1,8:14.0,,Defensive rebound by M. Conley,6,5
26,1,8:00.0,,M. Gasol misses 2-pt jump shot from 13 ft,6,5
27,1,7:59.0,Defensive rebound by L. Aldridge,,6,5
28,1,7:41.0,K. Leonard misses 2-pt jump shot from 16 ft,,6,5
29,1,7:41.0,,Defensive rebound by Team,6,5
30,1,7:31.0,,Personal foul by D. Dedmon (drawn by M. Gasol),6,5
31,1,7:19.0,,M. Conley makes 3-pt jump shot from 25 ft,6,8
32,1,7:00.0,L. Aldridge makes 2-pt jump shot from 6 ft (assist by K. Leonard),,8,8
33,1,6:38.0,,M. Gasol misses 2-pt jump shot from 5 ft,8,8
34,1,6:38.0,,Offensive rebound by Team,8,8
35,1,6:38.0,P. Mills enters the game for T. Parker,,8,8
36,1,6:30.0,,J. Green misses 2-pt jump shot from 16 ft,8,8
37,1,6:30.0,Defensive rebound by D. Dedmon,,8,8
38,1,6:15.0,K. Leonard misses 2-pt layup from 1 ft,,8,8
39,1,6:13.0,Offensive rebound by D. Dedmon,,8,8
40,1,6:10.0,P. Mills misses 3-pt jump shot from 27 ft,,8,8
41,1,6:09.0,Offensive rebound by D. Green,,8,8
42,1,6:06.0,D. Green misses 3-pt jump shot from 25 ft,,8,8
43,1,6:06.0,Offensive rebound by K. Leonard,,8,8
44,1,6:03.0,K. Leonard makes 2-pt jump shot from 12 ft,,10,8
45,1,5:56.0,,Memphis full timeout,10,8
46,1,5:56.0,,Z. Randolph enters the game for J. Green,10,8
47,1,5:56.0,,A. Harrison enters the game for M. Conley,10,8
48,1,5:39.0,,A. Harrison misses 3-pt jump shot from 23 ft,10,8
49,1,5:38.0,Defensive rebound by L. Aldridge,,10,8
50,1,5:22.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by P. Mills),,12,8
51,1,4:56.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by Z. Randolph),12,10
52,1,4:39.0,L. Aldridge makes 2-pt jump shot from 14 ft,,14,10
53,1,4:29.0,,Shooting foul by P. Mills (drawn by A. Harrison),14,10
54,1,4:29.0,,A. Harrison makes free throw 1 of 3,14,11
55,1,4:29.0,,A. Harrison makes free throw 2 of 3,14,12
56,1,4:29.0,,J. Ennis enters the game for T. Allen,14,12
57,1,4:29.0,P. Gasol enters the game for D. Green,,14,12
58,1,4:29.0,M. Ginóbili enters the game for D. Dedmon,,14,12
59,1,4:29.0,,A. Harrison makes free throw 3 of 3,14,13
60,1,4:15.0,L. Aldridge misses 2-pt jump shot from 16 ft,,14,13
61,1,4:14.0,,Defensive rebound by V. Carter,14,13
62,1,4:02.0,,V. Carter makes 3-pt jump shot from 27 ft (assist by M. Gasol),14,16
63,1,4:02.0,San Antonio full timeout,,14,16
64,1,3:40.0,P. Mills misses 3-pt jump shot from 26 ft,,14,16
65,1,3:40.0,,Defensive rebound by J. Ennis,14,16
66,1,3:25.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by V. Carter),14,18
67,1,3:13.0,P. Gasol misses 3-pt jump shot from 26 ft,,14,18
68,1,3:13.0,,Defensive rebound by V. Carter,14,18
69,1,3:08.0,,M. Gasol makes 2-pt layup from 1 ft (assist by V. Carter),14,20
70,1,2:52.0,K. Leonard misses 3-pt jump shot from 25 ft,,14,20
71,1,2:52.0,,Defensive rebound by Z. Randolph,14,20
72,1,2:39.0,J. Simmons enters the game for K. Leonard,,14,20
73,1,2:39.0,,T. Daniels enters the game for V. Carter,14,20
