,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
27,1,8:43.0,,E. Payton misses 2-pt jump shot from 6 ft (block by K. Dunn),11,4
28,1,8:41.0,Defensive rebound by K. Dunn,,11,4
29,1,8:39.0,K. Dunn makes 2-pt layup from 1 ft,,13,4
30,1,8:39.0,,Orlando full timeout,13,4
31,1,8:27.0,,Def 3 sec tech foul by G. Dieng,13,4
32,1,8:27.0,,E. Fournier makes technical free throw,13,5
33,1,8:14.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by N. Vučević),13,7
34,1,7:50.0,Z. LaVine misses 3-pt jump shot from 24 ft,,13,7
35,1,7:48.0,Offensive rebound by G. Dieng,,13,7
36,1,7:48.0,G. Dieng makes 2-pt layup from 1 ft,,15,7
37,1,7:48.0,,Orlando full timeout,15,7
38,1,7:48.0,,B. Biyombo enters the game for S. Ibaka,15,7
39,1,7:48.0,,D. Augustin enters the game for N. Vučević,15,7
40,1,7:48.0,,J. Green enters the game for E. Payton,15,7
41,1,7:28.0,,J. Green misses 3-pt jump shot from 26 ft,15,7
42,1,7:26.0,Defensive rebound by Z. LaVine,,15,7
43,1,7:20.0,Z. LaVine misses 2-pt layup from 2 ft,,15,7
44,1,7:19.0,Offensive rebound by G. Dieng,,15,7
45,1,7:06.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Dunn),,18,7
46,1,6:45.0,,Turnover by J. Green (lost ball; steal by K. Towns),18,7
47,1,6:38.0,Z. LaVine makes 2-pt jump shot from 18 ft,,20,7
48,1,6:15.0,,E. Fournier misses 3-pt jump shot from 25 ft,20,7
49,1,6:15.0,Defensive rebound by K. Dunn,,20,7
50,1,6:01.0,K. Towns misses 2-pt jump shot from 5 ft,,20,7
51,1,6:00.0,,Defensive rebound by B. Biyombo,20,7
52,1,5:49.0,,E. Fournier makes 2-pt layup from 2 ft,20,9
53,1,5:30.0,K. Towns makes 2-pt layup from 1 ft (assist by Z. LaVine),,22,9
54,1,5:30.0,Shooting foul by B. Biyombo (drawn by K. Towns),,22,9
55,1,5:30.0,K. Towns makes free throw 1 of 1,,23,9
56,1,5:08.0,,D. Augustin makes 2-pt layup from 1 ft,23,11
57,1,4:47.0,K. Dunn misses 2-pt jump shot from 21 ft,,23,11
58,1,4:46.0,,Defensive rebound by A. Gordon,23,11
59,1,4:38.0,,A. Gordon misses 2-pt jump shot from 8 ft,23,11
60,1,4:37.0,Defensive rebound by G. Dieng,,23,11
61,1,4:30.0,K. Towns misses 2-pt layup from 1 ft (block by B. Biyombo),,23,11
62,1,4:28.0,,Defensive rebound by A. Gordon,23,11
63,1,4:25.0,,Shooting foul by Z. LaVine (drawn by A. Gordon),23,11
64,1,4:25.0,,A. Gordon makes free throw 1 of 2,23,12
65,1,4:25.0,,A. Gordon misses free throw 2 of 2,23,12
66,1,4:25.0,S. Muhammad enters the game for Z. LaVine,,23,12
67,1,4:25.0,T. Jones enters the game for K. Dunn,,23,12
68,1,4:23.0,Defensive rebound by G. Dieng,,23,12
69,1,4:04.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by T. Jones),,25,12
70,1,3:46.0,,A. Gordon misses 2-pt jump shot from 22 ft,25,12
71,1,3:46.0,Defensive rebound by K. Towns,,25,12
72,1,3:30.0,A. Wiggins makes 3-pt jump shot from 25 ft,,28,12
73,1,3:30.0,,Orlando full timeout,28,12
74,1,3:30.0,,M. Hezonja enters the game for A. Gordon,28,12
75,1,3:09.0,,B. Biyombo misses 2-pt layup from 1 ft (block by K. Towns),28,12
76,1,3:09.0,,Offensive rebound by J. Green,28,12
77,1,3:09.0,,Shooting foul by G. Dieng (drawn by J. Green),28,12
78,1,3:09.0,,J. Green makes free throw 1 of 2,28,13
79,1,3:09.0,,J. Green makes free throw 2 of 2,28,14
80,1,2:56.0,Personal foul by M. Hezonja (drawn by S. Muhammad),,28,14
81,1,2:42.0,T. Jones makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,31,14
82,1,2:29.0,,E. Fournier misses 2-pt jump shot from 7 ft,31,14
83,1,2:26.0,Defensive rebound by K. Towns,,31,14
84,1,2:20.0,Turnover by S. Muhammad (lost ball),,31,14
85,1,2:20.0,,S. Ibaka enters the game for E. Fournier,31,14
86,1,2:20.0,C. Aldrich enters the game for G. Dieng,,31,14
87,1,2:06.0,,Turnover by J. Green (bad pass; steal by K. Towns),31,14
88,1,2:02.0,Shooting foul by D. Augustin (drawn by S. Muhammad),,31,14
89,1,2:02.0,S. Muhammad misses free throw 1 of 2,,31,14
90,1,2:02.0,Offensive rebound by Team,,31,14
91,1,2:02.0,S. Muhammad makes free throw 2 of 2,,32,14
92,1,1:47.0,,Shooting foul by K. Towns (drawn by B. Biyombo),32,14
93,1,1:47.0,,B. Biyombo misses free throw 1 of 2,32,14
94,1,1:47.0,,Offensive rebound by Team,32,14
95,1,1:47.0,,B. Biyombo misses free throw 2 of 2,32,14
96,1,1:47.0,N. Bjelica enters the game for K. Towns,,32,14
97,1,1:46.0,Defensive rebound by T. Jones,,32,14
98,1,1:29.0,Shooting foul by S. Ibaka (drawn by A. Wiggins),,32,14
99,1,1:29.0,,Technical foul by Team,32,14
100,1,1:29.0,A. Wiggins misses technical free throw,,32,14
101,1,1:29.0,Offensive rebound by Team,,32,14
102,1,1:29.0,A. Wiggins makes free throw 1 of 2,,33,14
103,1,1:29.0,,N. Vučević enters the game for S. Ibaka,33,14
104,1,1:29.0,A. Wiggins makes free throw 2 of 2,,34,14
105,1,1:11.0,,D. Augustin misses 3-pt jump shot from 26 ft,34,14
106,1,1:11.0,,Offensive rebound by Team,34,14
107,1,1:11.0,Loose ball foul by N. Bjelica (drawn by B. Biyombo),,34,14
108,1,1:11.0,,B. Biyombo makes free throw 1 of 2,34,15
109,1,1:11.0,,B. Biyombo misses free throw 2 of 2,34,15
110,1,1:10.0,Defensive rebound by A. Wiggins,,34,15
111,1,0:52.0,A. Wiggins makes 2-pt jump shot from 19 ft,,36,15
112,1,0:33.0,,Personal foul by C. Aldrich (drawn by D. Augustin),36,15
113,1,0:33.0,,D. Augustin makes free throw 1 of 2,36,16
114,1,0:33.0,,D. Augustin makes free throw 2 of 2,36,17
115,1,0:15.0,A. Wiggins makes 3-pt jump shot from 24 ft,,39,17
116,1,0:00.0,,M. Hezonja misses 2-pt jump shot from 21 ft,39,17
117,1,0:00.0,,Offensive rebound by Team,39,17
118,2,11:47.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Payton),39,19
119,2,11:36.0,Offensive foul by A. Wiggins (drawn by M. Hezonja),,39,19
120,2,11:36.0,Turnover by A. Wiggins (offensive foul),,39,19
121,2,11:36.0,Z. LaVine enters the game for A. Wiggins,,39,19
122,2,11:21.0,,N. Vučević misses 2-pt jump shot from 20 ft,39,19
123,2,11:21.0,,Offensive rebound by Team,39,19
124,2,11:21.0,Loose ball foul by N. Bjelica (drawn by B. Biyombo),,39,19
125,2,11:16.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by B. Biyombo),39,21
126,2,11:16.0,,Away from play foul by C. Aldrich (drawn by J. Green),39,21
127,2,11:16.0,,J. Green makes free throw 1 of 1,39,22
128,2,11:04.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by T. Jones),,42,22
129,2,10:59.0,,Personal foul by N. Bjelica (drawn by B. Biyombo),42,22
130,2,10:59.0,K. Towns enters the game for N. Bjelica,,42,22
131,2,10:48.0,,M. Hezonja makes 2-pt hook shot from 4 ft (assist by N. Vučević),42,24
132,2,10:42.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),,44,24
133,2,10:17.0,,N. Vučević makes 2-pt jump shot from 11 ft,44,26
134,2,10:03.0,Z. LaVine misses 3-pt jump shot from 26 ft,,44,26
135,2,10:03.0,Offensive rebound by K. Towns,,44,26
136,2,9:56.0,C. Aldrich misses 2-pt hook shot from 5 ft,,44,26
137,2,9:53.0,Offensive rebound by T. Jones,,44,26
138,2,9:39.0,K. Towns makes 2-pt layup at rim (assist by C. Aldrich),,46,26
139,2,9:29.0,,M. Hezonja misses 3-pt jump shot from 26 ft,46,26
140,2,9:28.0,Defensive rebound by C. Aldrich,,46,26
141,2,9:22.0,G. Dieng enters the game for C. Aldrich,,46,26
142,2,9:22.0,,A. Gordon enters the game for M. Hezonja,46,26
143,2,9:08.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,48,26
144,2,8:50.0,,E. Payton makes 2-pt jump shot from 10 ft,48,28
145,2,8:36.0,Z. LaVine misses 2-pt jump shot from 18 ft,,48,28
146,2,8:35.0,,Defensive rebound by N. Vučević,48,28
147,2,8:24.0,,E. Payton misses 2-pt jump shot from 8 ft,48,28
148,2,8:24.0,,Offensive rebound by N. Vučević,48,28
149,2,8:24.0,,N. Vučević misses 2-pt layup from 2 ft,48,28
150,2,8:24.0,,Offensive rebound by Team,48,28
151,2,8:24.0,Official timeout,,48,28
152,2,8:05.0,,E. Payton misses 2-pt jump shot from 15 ft,48,28
153,2,8:05.0,Defensive rebound by G. Dieng,,48,28
154,2,8:03.0,Turnover by G. Dieng (bad pass; steal by E. Payton),,48,28
155,2,7:59.0,,E. Payton makes 2-pt layup from 2 ft,48,30
156,2,7:54.0,Personal foul by E. Payton (drawn by T. Jones),,48,30
157,2,7:46.0,Z. LaVine makes 2-pt jump shot from 17 ft,,50,30
158,2,7:29.0,,B. Biyombo misses 2-pt layup from 1 ft (block by G. Dieng),50,30
159,2,7:28.0,Defensive rebound by G. Dieng,,50,30
160,2,7:14.0,K. Towns makes 3-pt jump shot from 25 ft (assist by G. Dieng),,53,30
161,2,6:56.0,,J. Green makes 2-pt layup from 2 ft,53,32
162,2,6:36.0,G. Dieng misses 2-pt jump shot from 15 ft,,53,32
163,2,6:36.0,,Defensive rebound by E. Payton,53,32
164,2,6:32.0,,E. Payton makes 2-pt layup from 1 ft,53,34
165,2,6:26.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),,55,34
166,2,6:26.0,,Orlando full timeout,55,34
167,2,6:26.0,A. Wiggins enters the game for S. Muhammad,,55,34
168,2,6:26.0,,S. Ibaka enters the game for B. Biyombo,55,34
169,2,6:26.0,,E. Fournier enters the game for J. Green,55,34
170,2,6:08.0,,N. Vučević makes 2-pt jump shot from 19 ft,55,36
171,2,5:55.0,Shooting foul by N. Vučević (drawn by K. Towns),,55,36
172,2,5:55.0,K. Towns makes free throw 1 of 2,,56,36
173,2,5:55.0,K. Towns makes free throw 2 of 2,,57,36
174,2,5:46.0,,Turnover by E. Payton (bad pass; steal by G. Dieng),57,36
175,2,5:37.0,Personal foul by N. Vučević (drawn by G. Dieng),,57,36
176,2,5:24.0,T. Jones misses 3-pt jump shot from 25 ft,,57,36
177,2,5:23.0,,Defensive rebound by N. Vučević,57,36
178,2,5:13.0,,S. Ibaka misses 2-pt hook shot from 6 ft,57,36
179,2,5:12.0,Defensive rebound by G. Dieng,,57,36
180,2,5:02.0,A. Wiggins makes 2-pt dunk at rim,,59,36
181,2,4:47.0,,S. Ibaka misses 2-pt jump shot from 21 ft,59,36
182,2,4:45.0,Defensive rebound by A. Wiggins,,59,36
183,2,4:33.0,A. Wiggins misses 2-pt jump shot from 19 ft,,59,36
184,2,4:31.0,,Defensive rebound by E. Payton,59,36
185,2,4:24.0,,E. Payton makes 2-pt layup from 2 ft,59,38
186,2,4:12.0,Z. LaVine makes 2-pt jump shot from 13 ft,,61,38
187,2,4:03.0,,Personal foul by K. Towns (drawn by S. Ibaka),61,38
188,2,4:02.0,,Turnover by A. Gordon (bad pass; steal by Z. LaVine),61,38
189,2,3:57.0,Z. LaVine makes 2-pt dunk at rim,,63,38
190,2,3:43.0,,A. Gordon makes 2-pt jump shot from 19 ft (assist by E. Payton),63,40
191,2,3:28.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by A. Wiggins),,66,40
192,2,3:28.0,,Orlando full timeout,66,40
193,2,3:28.0,,B. Biyombo enters the game for A. Gordon,66,40
194,2,3:28.0,,D. Augustin enters the game for N. Vučević,66,40
195,2,3:28.0,,C. Watson enters the game for E. Payton,66,40
196,2,3:05.0,,E. Fournier misses 3-pt jump shot from 25 ft,66,40
197,2,3:04.0,Defensive rebound by G. Dieng,,66,40
198,2,2:45.0,Minnesota full timeout,,66,40
199,2,2:41.0,T. Jones makes 3-pt jump shot from 26 ft (assist by G. Dieng),,69,40
200,2,2:14.0,,D. Augustin misses 2-pt jump shot from 19 ft,69,40
201,2,2:14.0,,Offensive rebound by B. Biyombo,69,40
202,2,2:14.0,,Turnover by B. Biyombo (lost ball),69,40
203,2,2:01.0,Z. LaVine misses 2-pt jump shot from 19 ft,,69,40
204,2,2:00.0,,Defensive rebound by B. Biyombo,69,40
205,2,1:49.0,,E. Fournier makes 2-pt layup from 2 ft,69,42
206,2,1:35.0,Shooting foul by E. Fournier (drawn by A. Wiggins),,69,42
207,2,1:35.0,A. Wiggins makes free throw 1 of 2,,70,42
208,2,1:35.0,A. Wiggins makes free throw 2 of 2,,71,42
209,2,1:24.0,,Turnover by E. Fournier (bad pass; steal by G. Dieng),71,42
210,2,1:06.0,Personal foul by E. Fournier (drawn by A. Wiggins),,71,42
211,2,1:06.0,A. Wiggins makes free throw 1 of 2,,72,42
212,2,1:06.0,A. Wiggins misses free throw 2 of 2,,72,42
213,2,1:04.0,,Defensive rebound by B. Biyombo,72,42
214,2,0:44.0,,Shooting foul by A. Wiggins (drawn by E. Fournier),72,42
215,2,0:44.0,,E. Fournier makes free throw 1 of 2,72,43
216,2,0:44.0,,E. Payton enters the game for D. Augustin,72,43
217,2,0:44.0,,J. Green enters the game for S. Ibaka,72,43
218,2,0:44.0,,E. Fournier makes free throw 2 of 2,72,44
219,2,0:24.0,K. Towns makes 2-pt layup from 2 ft (assist by G. Dieng),,74,44
220,2,0:05.0,,E. Payton makes 3-pt jump shot from 26 ft,74,47
221,2,0:01.0,T. Jones misses 2-pt layup from 2 ft,,74,47
222,2,0:00.0,Offensive rebound by K. Towns,,74,47
223,2,0:00.0,K. Towns misses 2-pt layup from 2 ft,,74,47
224,2,0:00.0,Offensive rebound by Team,,74,47
225,3,11:48.0,,A. Gordon makes 2-pt dunk from 1 ft,74,49
226,3,11:24.0,A. Wiggins misses 2-pt jump shot from 5 ft,,74,49
227,3,11:23.0,Offensive rebound by G. Dieng,,74,49
228,3,11:11.0,A. Wiggins misses 3-pt jump shot from 22 ft,,74,49
229,3,11:11.0,,Defensive rebound by E. Payton,74,49
230,3,11:05.0,,A. Gordon misses 2-pt layup from 1 ft (block by K. Dunn),74,49
231,3,11:05.0,,Offensive rebound by A. Gordon,74,49
232,3,11:05.0,,Shooting foul by G. Dieng (drawn by A. Gordon),74,49
233,3,11:05.0,,A. Gordon makes free throw 1 of 2,74,50
234,3,11:05.0,,A. Gordon makes free throw 2 of 2,74,51
235,3,10:44.0,G. Dieng makes 2-pt dunk at rim,,76,51
236,3,10:24.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),76,54
237,3,10:06.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Dunn),,78,54
238,3,9:54.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),78,56
239,3,9:39.0,Z. LaVine misses 2-pt jump shot from 21 ft,,78,56
240,3,9:37.0,,Defensive rebound by E. Fournier,78,56
241,3,9:17.0,,E. Payton misses 3-pt jump shot from 23 ft,78,56
242,3,9:17.0,,Offensive rebound by N. Vučević,78,56
243,3,9:13.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),78,59
244,3,8:56.0,K. Towns misses 2-pt hook shot from 6 ft,,78,59
245,3,8:56.0,,Defensive rebound by N. Vučević,78,59
246,3,8:48.0,,S. Ibaka misses 2-pt hook shot from 9 ft,78,59
247,3,8:47.0,,Offensive rebound by N. Vučević,78,59
248,3,8:36.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),78,61
249,3,8:36.0,Minnesota full timeout,,78,61
250,3,8:18.0,G. Dieng misses 2-pt jump shot from 16 ft,,78,61
251,3,8:17.0,,Defensive rebound by S. Ibaka,78,61
252,3,8:01.0,,E. Fournier misses 3-pt jump shot from 25 ft,78,61
253,3,7:59.0,Defensive rebound by K. Towns,,78,61
254,3,7:43.0,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),,80,61
255,3,7:14.0,,E. Fournier misses 2-pt jump shot from 6 ft,80,61
256,3,7:14.0,,Offensive rebound by N. Vučević,80,61
257,3,7:14.0,,N. Vučević misses 2-pt layup at rim,80,61
258,3,7:12.0,,Offensive rebound by N. Vučević,80,61
259,3,7:10.0,,N. Vučević makes 2-pt layup from 2 ft,80,63
260,3,6:53.0,G. Dieng misses 2-pt jump shot from 8 ft,,80,63
261,3,6:53.0,,Defensive rebound by N. Vučević,80,63
262,3,6:45.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),80,65
263,3,6:20.0,A. Wiggins misses 2-pt jump shot from 16 ft (block by A. Gordon),,80,65
264,3,6:19.0,Offensive rebound by Team,,80,65
265,3,6:16.0,Z. LaVine makes 3-pt jump shot from 28 ft (assist by G. Dieng),,83,65
266,3,6:06.0,,E. Payton makes 2-pt layup from 2 ft (assist by N. Vučević),83,67
267,3,6:06.0,,Shooting foul by K. Dunn (drawn by E. Payton),83,67
268,3,6:06.0,,E. Payton makes free throw 1 of 1,83,68
269,3,5:57.0,Personal foul by S. Ibaka (drawn by K. Towns),,83,68
270,3,5:41.0,A. Wiggins misses 3-pt jump shot from 28 ft,,83,68
271,3,5:41.0,,Defensive rebound by Team,83,68
272,3,5:28.0,,E. Fournier misses 2-pt layup from 2 ft,83,68
273,3,5:28.0,Defensive rebound by K. Towns,,83,68
274,3,5:23.0,Z. LaVine misses 2-pt jump shot from 7 ft (block by N. Vučević),,83,68
275,3,5:23.0,Offensive rebound by Team,,83,68
276,3,5:08.0,G. Dieng makes 2-pt layup from 2 ft (assist by Z. LaVine),,85,68
277,3,4:53.0,,E. Payton misses 3-pt jump shot from 25 ft,85,68
278,3,4:52.0,Defensive rebound by K. Towns,,85,68
279,3,4:43.0,Personal foul by S. Ibaka (drawn by K. Towns),,85,68
280,3,4:43.0,,Technical foul by S. Ibaka,85,68
281,3,4:43.0,,B. Biyombo enters the game for S. Ibaka,85,68
282,3,4:43.0,Z. LaVine makes technical free throw,,86,68
283,3,4:35.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Dunn),,89,68
284,3,4:13.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),89,70
285,3,3:58.0,Turnover by G. Dieng (offensive foul),,89,70
286,3,3:58.0,Offensive foul by G. Dieng (drawn by E. Fournier),,89,70
287,3,3:42.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Payton),89,73
288,3,3:23.0,K. Dunn misses 2-pt jump shot from 20 ft,,89,73
289,3,3:23.0,Offensive rebound by Team,,89,73
290,3,3:23.0,T. Jones enters the game for Z. LaVine,,89,73
291,3,3:23.0,S. Muhammad enters the game for K. Dunn,,89,73
292,3,3:10.0,A. Wiggins makes 2-pt jump shot from 6 ft,,91,73
293,3,3:01.0,,Orlando full timeout,91,73
294,3,2:49.0,,A. Gordon misses 2-pt jump shot from 10 ft,91,73
295,3,2:49.0,Defensive rebound by A. Wiggins,,91,73
296,3,2:32.0,G. Dieng makes 2-pt layup from 2 ft (assist by K. Towns),,93,73
297,3,2:17.0,,Shooting foul by S. Muhammad (drawn by N. Vučević),93,73
298,3,2:17.0,,N. Vučević misses free throw 1 of 2,93,73
299,3,2:17.0,,Offensive rebound by Team,93,73
300,3,2:17.0,,D. Augustin enters the game for E. Fournier,93,73
301,3,2:17.0,,J. Green enters the game for E. Payton,93,73
302,3,2:17.0,C. Aldrich enters the game for G. Dieng,,93,73
303,3,2:17.0,,N. Vučević makes free throw 2 of 2,93,74
304,3,2:05.0,Turnover by A. Wiggins (bad pass),,93,74
305,3,1:49.0,,A. Gordon misses 3-pt jump shot from 25 ft,93,74
306,3,1:49.0,Defensive rebound by T. Jones,,93,74
307,3,1:31.0,A. Wiggins makes 2-pt jump shot from 18 ft,,95,74
308,3,1:22.0,,Personal foul by C. Aldrich (drawn by N. Vučević),95,74
309,3,1:14.0,,J. Green makes 3-pt jump shot from 25 ft (assist by N. Vučević),95,77
310,3,1:02.0,K. Towns misses 2-pt jump shot from 13 ft,,95,77
311,3,1:01.0,,Defensive rebound by J. Green,95,77
312,3,0:49.0,,N. Vučević misses 2-pt hook shot from 6 ft,95,77
313,3,0:48.0,Defensive rebound by C. Aldrich,,95,77
314,3,0:41.0,T. Jones misses 3-pt jump shot from 25 ft,,95,77
315,3,0:40.0,Offensive rebound by K. Towns,,95,77
316,3,0:36.0,S. Muhammad misses 2-pt layup from 2 ft,,95,77
317,3,0:35.0,,Defensive rebound by N. Vučević,95,77
318,3,0:17.0,,B. Biyombo misses 2-pt dunk at rim (block by C. Aldrich),95,77
319,3,0:15.0,,Offensive rebound by N. Vučević,95,77
320,3,0:14.0,,N. Vučević misses 2-pt layup from 1 ft,95,77
321,3,0:12.0,Defensive rebound by K. Towns,,95,77
322,3,0:00.0,Shooting foul by J. Green (drawn by S. Muhammad),,95,77
323,3,0:00.0,S. Muhammad makes free throw 1 of 3,,96,77
324,3,0:00.0,S. Muhammad misses free throw 2 of 3,,96,77
325,3,0:00.0,Offensive rebound by Team,,96,77
326,3,0:00.0,S. Muhammad makes free throw 3 of 3,,97,77
327,4,11:39.0,T. Jones misses 2-pt jump shot from 18 ft,,97,77
328,4,11:38.0,Offensive rebound by C. Aldrich,,97,77
329,4,11:33.0,S. Muhammad makes 2-pt jump shot from 14 ft (assist by C. Aldrich),,99,77
330,4,11:17.0,,D. Augustin misses 3-pt jump shot from 26 ft,99,77
331,4,11:16.0,Defensive rebound by C. Aldrich,,99,77
332,4,10:58.0,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),,101,77
333,4,10:39.0,,Turnover by M. Hezonja (bad pass; steal by S. Muhammad),101,77
334,4,10:24.0,A. Wiggins misses 2-pt layup from 2 ft,,101,77
335,4,10:24.0,,Defensive rebound by D. Augustin,101,77
336,4,10:20.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by D. Augustin),101,79
337,4,10:08.0,Minnesota full timeout,,101,79
338,4,10:08.0,N. Bjelica enters the game for K. Towns,,101,79
339,4,9:59.0,A. Wiggins misses 2-pt layup from 3 ft (block by S. Ibaka),,101,79
340,4,9:59.0,,Defensive rebound by J. Green,101,79
341,4,9:53.0,,J. Green misses 2-pt hook shot from 12 ft,101,79
342,4,9:53.0,,Offensive rebound by B. Biyombo,101,79
343,4,9:53.0,,Shooting foul by C. Aldrich (drawn by B. Biyombo),101,79
344,4,9:53.0,,B. Biyombo makes free throw 1 of 2,101,80
345,4,9:53.0,Z. LaVine enters the game for A. Wiggins,,101,80
346,4,9:53.0,,B. Biyombo makes free throw 2 of 2,101,81
347,4,9:32.0,C. Aldrich misses 2-pt hook shot from 7 ft,,101,81
348,4,9:32.0,,Defensive rebound by B. Biyombo,101,81
349,4,9:20.0,,S. Ibaka makes 2-pt layup at rim (assist by J. Green),101,83
350,4,9:20.0,,Shooting foul by S. Muhammad (drawn by S. Ibaka),101,83
351,4,9:20.0,,S. Ibaka misses free throw 1 of 1,101,83
352,4,9:19.0,Defensive rebound by C. Aldrich,,101,83
353,4,9:01.0,T. Jones misses 2-pt jump shot from 16 ft,,101,83
354,4,9:01.0,,Defensive rebound by B. Biyombo,101,83
355,4,8:49.0,,D. Augustin misses 2-pt jump shot from 17 ft,101,83
356,4,8:48.0,Defensive rebound by N. Bjelica,,101,83
357,4,8:39.0,Z. LaVine makes 2-pt layup from 2 ft,,103,83
358,4,8:29.0,,Personal foul by S. Muhammad (drawn by B. Biyombo),103,83
359,4,8:14.0,,J. Green misses 3-pt jump shot from 27 ft,103,83
360,4,8:12.0,Defensive rebound by N. Bjelica,,103,83
361,4,8:01.0,N. Bjelica misses 3-pt jump shot from 26 ft,,103,83
362,4,8:00.0,,Defensive rebound by D. Augustin,103,83
363,4,7:52.0,,J. Green misses 2-pt hook shot from 10 ft,103,83
364,4,7:51.0,,Offensive rebound by B. Biyombo,103,83
365,4,7:44.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by B. Biyombo),103,86
366,4,7:26.0,Shooting foul by D. Augustin (drawn by T. Jones),,103,86
367,4,7:26.0,T. Jones makes free throw 1 of 2,,104,86
368,4,7:26.0,,E. Payton enters the game for B. Biyombo,104,86
369,4,7:26.0,,N. Vučević enters the game for M. Hezonja,104,86
370,4,7:26.0,,A. Gordon enters the game for J. Green,104,86
371,4,7:26.0,G. Dieng enters the game for C. Aldrich,,104,86
372,4,7:26.0,T. Jones makes free throw 2 of 2,,105,86
373,4,7:09.0,,N. Vučević misses 2-pt jump shot from 18 ft,105,86
374,4,7:08.0,Defensive rebound by T. Jones,,105,86
375,4,7:00.0,S. Muhammad misses 2-pt hook shot from 8 ft,,105,86
376,4,6:59.0,,Defensive rebound by N. Vučević,105,86
377,4,6:54.0,,E. Payton makes 2-pt layup from 2 ft,105,88
378,4,6:54.0,Minnesota full timeout,,105,88
379,4,6:54.0,K. Towns enters the game for S. Muhammad,,105,88
380,4,6:54.0,A. Wiggins enters the game for N. Bjelica,,105,88
381,4,6:42.0,K. Towns misses 3-pt jump shot from 27 ft,,105,88
382,4,6:41.0,,Defensive rebound by N. Vučević,105,88
383,4,6:19.0,,Shooting foul by T. Jones (drawn by D. Augustin),105,88
