,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
45,1,5:20.0,E. Payton makes 2-pt layup from 1 ft,,13,18
46,1,5:05.0,,R. Rubio misses 2-pt jump shot from 18 ft,13,18
47,1,5:04.0,Defensive rebound by A. Gordon,,13,18
48,1,4:51.0,A. Gordon misses 3-pt jump shot from 23 ft,,13,18
49,1,4:49.0,,Defensive rebound by G. Dieng,13,18
50,1,4:40.0,,A. Wiggins misses 2-pt jump shot from 20 ft,13,18
51,1,4:39.0,,Offensive rebound by A. Wiggins,13,18
52,1,4:39.0,,A. Wiggins misses 2-pt jump shot from 19 ft,13,18
53,1,4:38.0,Defensive rebound by S. Ibaka,,13,18
54,1,4:32.0,E. Payton misses 2-pt layup from 1 ft (block by K. Towns),,13,18
55,1,4:31.0,,Defensive rebound by R. Rubio,13,18
56,1,4:31.0,,S. Muhammad enters the game for Z. LaVine,13,18
57,1,4:31.0,E. Fournier enters the game for C. Watson,,13,18
58,1,4:19.0,,Personal foul by S. Ibaka (drawn by K. Towns),13,18
59,1,4:05.0,,Turnover by Team (shot clock),13,18
60,1,4:05.0,D. Augustin enters the game for E. Payton,,13,18
61,1,4:05.0,J. Green enters the game for A. Gordon,,13,18
62,1,3:52.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by J. Green),,16,18
63,1,3:31.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),16,20
64,1,3:14.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Fournier),,19,20
65,1,2:55.0,,K. Towns makes 2-pt jump shot from 5 ft (assist by R. Rubio),19,22
66,1,2:39.0,Offensive foul by E. Fournier (drawn by A. Wiggins),,19,22
67,1,2:39.0,Turnover by E. Fournier (offensive foul),,19,22
68,1,2:39.0,,Minnesota full timeout,19,22
69,1,2:39.0,B. Biyombo enters the game for N. Vučević,,19,22
70,1,2:39.0,,K. Dunn enters the game for R. Rubio,19,22
71,1,2:24.0,,K. Towns misses 2-pt jump shot from 18 ft,19,22
72,1,2:23.0,Defensive rebound by B. Biyombo,,19,22
73,1,2:05.0,S. Ibaka makes 2-pt layup from 1 ft (assist by J. Green),,21,22
74,1,1:42.0,,S. Muhammad misses 3-pt jump shot from 25 ft,21,22
75,1,1:41.0,,Offensive rebound by G. Dieng,21,22
76,1,1:36.0,,S. Muhammad makes 2-pt dunk at rim (assist by G. Dieng),21,24
77,1,1:18.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by J. Green),,23,24
78,1,1:05.0,,K. Towns misses 2-pt jump shot from 4 ft,23,24
79,1,1:04.0,Defensive rebound by B. Biyombo,,23,24
80,1,0:56.0,J. Green misses 2-pt jump shot from 5 ft (block by K. Dunn),,23,24
81,1,0:54.0,Offensive rebound by B. Biyombo,,23,24
82,1,0:48.0,S. Ibaka misses 3-pt jump shot from 24 ft,,23,24
83,1,0:47.0,,Defensive rebound by Team,23,24
84,1,0:46.0,,N. Bjelica enters the game for K. Towns,23,24
85,1,0:46.0,D. Rudež enters the game for S. Ibaka,,23,24
86,1,0:31.0,,A. Wiggins makes 2-pt jump shot from 16 ft (assist by K. Dunn),23,26
87,1,0:16.0,E. Fournier misses 3-pt jump shot from 24 ft,,23,26
88,1,0:15.0,,Defensive rebound by S. Muhammad,23,26
89,1,0:01.0,,A. Wiggins misses 2-pt jump shot from 20 ft,23,26
90,1,0:00.0,,Offensive rebound by Team,23,26
91,2,11:42.0,,Z. LaVine makes 2-pt jump shot from 15 ft,23,28
92,2,11:29.0,E. Fournier misses 2-pt layup from 3 ft (block by C. Aldrich),,23,28
93,2,11:27.0,,Defensive rebound by S. Muhammad,23,28
94,2,11:18.0,,K. Dunn makes 2-pt jump shot from 14 ft,23,30
95,2,11:00.0,D. Augustin misses 3-pt jump shot from 26 ft (block by K. Dunn),,23,30
96,2,10:59.0,,Defensive rebound by N. Bjelica,23,30
97,2,10:41.0,,S. Muhammad makes 2-pt jump shot from 5 ft,23,32
98,2,10:41.0,Orlando full timeout,,23,32
99,2,10:29.0,Turnover by D. Augustin (lost ball),,23,32
100,2,10:29.0,Technical foul by D. Augustin,,23,32
101,2,10:29.0,,Z. LaVine misses technical free throw,23,32
102,2,10:29.0,,Offensive rebound by Team,23,32
103,2,10:12.0,,C. Aldrich misses 2-pt hook shot from 6 ft,23,32
104,2,10:11.0,Defensive rebound by Team,,23,32
105,2,10:11.0,,Loose ball foul by N. Bjelica (drawn by D. Rudež),23,32
106,2,9:58.0,Turnover by J. Green (lost ball),,23,32
107,2,9:48.0,,C. Aldrich makes 2-pt layup from 1 ft (assist by K. Dunn),23,34
108,2,9:33.0,E. Fournier misses 2-pt jump shot from 23 ft,,23,34
109,2,9:32.0,,Defensive rebound by C. Aldrich,23,34
110,2,9:18.0,,K. Dunn misses 3-pt jump shot from 25 ft,23,34
111,2,9:17.0,Defensive rebound by D. Rudež,,23,34
112,2,9:08.0,J. Green makes 2-pt jump shot from 12 ft,,25,34
113,2,8:48.0,,S. Muhammad misses 2-pt jump shot from 14 ft,25,34
114,2,8:47.0,Defensive rebound by B. Biyombo,,25,34
115,2,8:36.0,E. Fournier misses 3-pt jump shot from 25 ft,,25,34
116,2,8:35.0,,Defensive rebound by Team,25,34
117,2,8:35.0,C. Watson enters the game for E. Fournier,,25,34
118,2,8:14.0,,S. Muhammad misses 2-pt jump shot from 20 ft,25,34
119,2,8:13.0,Defensive rebound by B. Biyombo,,25,34
120,2,8:01.0,D. Augustin makes 3-pt jump shot from 25 ft,,28,34
121,2,7:45.0,,K. Towns enters the game for N. Bjelica,28,34
122,2,7:45.0,N. Vučević enters the game for D. Rudež,,28,34
123,2,7:45.0,,G. Dieng enters the game for C. Aldrich,28,34
124,2,7:45.0,S. Ibaka enters the game for B. Biyombo,,28,34
125,2,7:38.0,,Shooting foul by C. Watson (drawn by Z. LaVine),28,34
126,2,7:38.0,,Z. LaVine makes free throw 1 of 2,28,35
127,2,7:38.0,,Z. LaVine makes free throw 2 of 2,28,36
128,2,7:15.0,N. Vučević makes 2-pt jump shot from 12 ft (assist by D. Augustin),,30,36
129,2,6:55.0,,Turnover by K. Dunn (bad pass; steal by C. Watson),30,36
130,2,6:50.0,D. Augustin misses 3-pt jump shot from 25 ft,,30,36
131,2,6:49.0,Offensive rebound by S. Ibaka,,30,36
132,2,6:48.0,S. Ibaka makes 2-pt layup from 1 ft,,32,36
133,2,6:40.0,,Minnesota full timeout,32,36
134,2,6:40.0,,R. Rubio enters the game for K. Dunn,32,36
135,2,6:40.0,,A. Wiggins enters the game for S. Muhammad,32,36
136,2,6:24.0,,G. Dieng misses 2-pt jump shot from 20 ft,32,36
137,2,6:23.0,Defensive rebound by S. Ibaka,,32,36
138,2,6:09.0,C. Watson misses 2-pt layup from 3 ft,,32,36
139,2,6:08.0,Offensive rebound by S. Ibaka,,32,36
140,2,6:05.0,J. Green makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,35,36
141,2,5:50.0,,R. Rubio misses 2-pt jump shot from 11 ft,35,36
142,2,5:49.0,,Offensive rebound by G. Dieng,35,36
143,2,5:38.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),35,39
144,2,5:22.0,N. Vučević misses 3-pt jump shot from 25 ft,,35,39
145,2,5:21.0,,Defensive rebound by Team,35,39
146,2,5:08.0,,G. Dieng misses 2-pt jump shot from 8 ft (block by S. Ibaka),35,39
147,2,5:07.0,Defensive rebound by D. Augustin,,35,39
148,2,4:45.0,D. Augustin misses 2-pt jump shot from 19 ft,,35,39
149,2,4:43.0,,Defensive rebound by G. Dieng,35,39
150,2,4:34.0,,A. Wiggins misses 3-pt jump shot from 25 ft,35,39
151,2,4:33.0,Defensive rebound by C. Watson,,35,39
152,2,4:30.0,Turnover by C. Watson (bad pass; steal by A. Wiggins),,35,39
153,2,4:26.0,,K. Towns misses 2-pt layup from 2 ft,35,39
154,2,4:24.0,Defensive rebound by N. Vučević,,35,39
155,2,4:20.0,J. Green makes 2-pt layup from 1 ft (assist by D. Augustin),,37,39
156,2,3:54.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by A. Wiggins),37,42
157,2,3:34.0,S. Ibaka misses 2-pt jump shot from 20 ft,,37,42
158,2,3:33.0,,Defensive rebound by G. Dieng,37,42
159,2,3:27.0,,R. Rubio misses 3-pt jump shot from 25 ft,37,42
160,2,3:26.0,Defensive rebound by S. Ibaka,,37,42
161,2,3:15.0,N. Vučević makes 2-pt dunk at rim (assist by D. Augustin),,39,42
162,2,2:58.0,,K. Towns makes 2-pt layup from 3 ft (assist by R. Rubio),39,44
163,2,2:58.0,,Shooting foul by N. Vučević (drawn by K. Towns),39,44
164,2,2:58.0,,Minnesota full timeout,39,44
165,2,2:58.0,,K. Towns misses free throw 1 of 1,39,44
166,2,2:58.0,Defensive rebound by E. Payton,,39,44
167,2,2:58.0,A. Gordon enters the game for J. Green,,39,44
168,2,2:58.0,E. Payton enters the game for D. Augustin,,39,44
169,2,2:51.0,Personal foul by Z. LaVine (drawn by C. Watson),,39,44
170,2,2:47.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,41,44
171,2,2:24.0,,G. Dieng misses 3-pt jump shot from 22 ft,41,44
172,2,2:23.0,Defensive rebound by A. Gordon,,41,44
173,2,2:15.0,S. Ibaka misses 3-pt jump shot from 24 ft,,41,44
174,2,2:15.0,,Defensive rebound by R. Rubio,41,44
175,2,2:11.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),41,46
176,2,1:53.0,C. Watson makes 2-pt jump shot from 17 ft,,43,46
177,2,1:34.0,,A. Wiggins misses 2-pt jump shot from 20 ft,43,46
178,2,1:33.0,Defensive rebound by Team,,43,46
179,2,1:24.0,C. Watson makes 2-pt layup from 1 ft,,45,46
180,2,1:24.0,Shooting foul by Z. LaVine (drawn by C. Watson),,45,46
181,2,1:24.0,C. Watson makes free throw 1 of 1,,46,46
182,2,1:16.0,,Personal foul by N. Vučević (drawn by K. Towns),46,46
183,2,1:16.0,B. Biyombo enters the game for N. Vučević,,46,46
184,2,1:10.0,,K. Towns misses 2-pt hook shot from 11 ft,46,46
185,2,1:08.0,Defensive rebound by C. Watson,,46,46
186,2,0:58.0,Turnover by S. Ibaka (bad pass; steal by A. Wiggins),,46,46
187,2,0:39.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by G. Dieng),46,49
188,2,0:39.0,Orlando full timeout,,46,49
189,2,0:30.0,E. Payton makes 3-pt jump shot from 25 ft (assist by C. Watson),,49,49
190,2,0:11.0,,G. Dieng makes 3-pt jump shot from 24 ft (assist by A. Wiggins),49,52
191,2,0:03.0,E. Payton makes 2-pt jump shot from 17 ft,,51,52
192,2,0:02.0,,Turnover by A. Wiggins (lost ball),51,52
193,3,11:46.0,,A. Wiggins misses 2-pt jump shot from 10 ft,51,52
194,3,11:45.0,Defensive rebound by A. Gordon,,51,52
195,3,11:23.0,C. Watson makes 2-pt layup at rim (assist by N. Vučević),,53,52
196,3,11:12.0,,Personal foul by A. Gordon (drawn by A. Wiggins),53,52
197,3,11:04.0,,Z. LaVine misses 3-pt jump shot from 26 ft,53,52
198,3,11:03.0,Defensive rebound by N. Vučević,,53,52
199,3,10:54.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Payton),,56,52
200,3,10:40.0,,R. Rubio misses 2-pt jump shot from 16 ft,56,52
201,3,10:39.0,,Offensive rebound by G. Dieng,56,52
202,3,10:36.0,,Turnover by R. Rubio (bad pass; steal by S. Ibaka),56,52
203,3,10:27.0,E. Payton makes 2-pt layup from 1 ft,,58,52
204,3,10:27.0,,Minnesota full timeout,58,52
205,3,10:16.0,,Shooting foul by E. Payton (drawn by R. Rubio),58,52
206,3,10:16.0,,R. Rubio misses free throw 1 of 2,58,52
207,3,10:16.0,,Offensive rebound by Team,58,52
208,3,10:16.0,,R. Rubio makes free throw 2 of 2,58,53
209,3,10:02.0,N. Vučević misses 2-pt jump shot from 14 ft,,58,53
210,3,10:01.0,,Defensive rebound by R. Rubio,58,53
211,3,9:40.0,,Z. LaVine misses 3-pt jump shot from 24 ft,58,53
212,3,9:39.0,,Offensive rebound by R. Rubio,58,53
213,3,9:37.0,,R. Rubio makes 2-pt layup from 1 ft,58,55
214,3,9:30.0,Personal foul by R. Rubio (drawn by S. Ibaka),,58,55
215,3,9:24.0,N. Vučević misses 2-pt jump shot from 18 ft,,58,55
216,3,9:23.0,,Defensive rebound by Z. LaVine,58,55
217,3,9:11.0,,G. Dieng makes 2-pt layup at rim (assist by K. Towns),58,57
218,3,8:55.0,N. Vučević misses 2-pt jump shot from 12 ft,,58,57
219,3,8:54.0,,Defensive rebound by K. Towns,58,57
220,3,8:44.0,,A. Wiggins misses 2-pt jump shot from 12 ft,58,57
221,3,8:42.0,Defensive rebound by N. Vučević,,58,57
222,3,8:33.0,S. Ibaka misses 2-pt jump shot from 7 ft,,58,57
223,3,8:32.0,,Defensive rebound by K. Towns,58,57
224,3,8:30.0,,Turnover by K. Towns (bad pass; steal by E. Payton),58,57
225,3,8:26.0,Shooting foul by G. Dieng (drawn by N. Vučević),,58,57
226,3,8:26.0,N. Vučević makes free throw 1 of 2,,59,57
227,3,8:26.0,N. Vučević misses free throw 2 of 2,,59,57
228,3,8:25.0,,Defensive rebound by G. Dieng,59,57
229,3,8:22.0,,Shooting foul by S. Ibaka (drawn by R. Rubio),59,57
230,3,8:22.0,,R. Rubio misses free throw 1 of 2,59,57
231,3,8:22.0,,Offensive rebound by Team,59,57
232,3,8:22.0,,R. Rubio makes free throw 2 of 2,59,58
233,3,8:08.0,A. Gordon misses 2-pt jump shot from 19 ft,,59,58
234,3,8:07.0,Offensive rebound by C. Watson,,59,58
235,3,8:01.0,E. Payton makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,62,58
236,3,7:42.0,,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),62,60
237,3,7:20.0,E. Payton misses 2-pt jump shot from 6 ft (block by R. Rubio),,62,60
238,3,7:19.0,,Defensive rebound by G. Dieng,62,60
239,3,7:11.0,,R. Rubio misses 2-pt jump shot from 17 ft,62,60
240,3,7:10.0,Defensive rebound by A. Gordon,,62,60
241,3,7:07.0,Personal foul by R. Rubio (drawn by A. Gordon),,62,60
242,3,6:59.0,E. Payton misses 3-pt jump shot from 23 ft,,62,60
243,3,6:58.0,,Defensive rebound by G. Dieng,62,60
244,3,6:44.0,,Personal foul by S. Ibaka (drawn by K. Towns),62,60
245,3,6:32.0,,G. Dieng misses 2-pt dunk at rim (block by S. Ibaka),62,60
246,3,6:31.0,Defensive rebound by N. Vučević,,62,60
247,3,6:27.0,E. Payton misses 2-pt layup from 1 ft (block by R. Rubio),,62,60
248,3,6:26.0,Offensive rebound by Team,,62,60
249,3,6:26.0,Shooting foul by A. Wiggins (drawn by N. Vučević),,62,60
250,3,6:26.0,N. Vučević makes free throw 1 of 2,,63,60
251,3,6:26.0,N. Vučević misses free throw 2 of 2,,63,60
252,3,6:26.0,,Defensive rebound by G. Dieng,63,60
253,3,6:21.0,,Offensive foul by K. Towns (drawn by S. Ibaka),63,60
254,3,6:21.0,,Turnover by K. Towns (offensive foul),63,60
255,3,6:09.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by C. Watson),,65,60
256,3,5:53.0,,Shooting foul by S. Ibaka (drawn by A. Wiggins),65,60
257,3,5:53.0,,Minnesota full timeout,65,60
258,3,5:53.0,,A. Wiggins makes free throw 1 of 2,65,61
259,3,5:53.0,J. Green enters the game for S. Ibaka,,65,60
260,3,5:53.0,,A. Wiggins makes free throw 2 of 2,65,62
261,3,5:35.0,,Violation by K. Towns (def goaltending),65,62
262,3,5:35.0,J. Green makes 2-pt jump shot from 6 ft,,67,62
263,3,5:35.0,Shooting foul by K. Towns (drawn by J. Green),,67,62
264,3,5:35.0,J. Green makes free throw 1 of 1,,68,62
265,3,5:25.0,,Personal foul by J. Green (drawn by K. Towns),68,62
266,3,5:25.0,,K. Towns makes free throw 1 of 2,68,63
267,3,5:25.0,,S. Muhammad enters the game for Z. LaVine,68,63
268,3,5:25.0,,K. Towns makes free throw 2 of 2,68,64
269,3,5:13.0,Turnover by J. Green (bad pass),,68,64
270,3,5:13.0,E. Fournier enters the game for C. Watson,,68,64
271,3,4:57.0,,A. Wiggins misses 3-pt jump shot from 25 ft,68,64
272,3,4:56.0,Defensive rebound by N. Vučević,,68,64
273,3,4:50.0,E. Payton makes 2-pt layup from 1 ft,,70,64
274,3,4:26.0,,K. Towns misses 2-pt hook shot from 8 ft,70,64
275,3,4:25.0,,Offensive rebound by K. Towns,70,64
276,3,4:18.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),70,67
277,3,3:54.0,A. Gordon misses 3-pt jump shot from 26 ft,,70,67
278,3,3:53.0,,Defensive rebound by R. Rubio,70,67
279,3,3:44.0,,S. Muhammad misses 3-pt jump shot from 23 ft,70,67
280,3,3:43.0,,Offensive rebound by A. Wiggins,70,67
281,3,3:38.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by A. Wiggins),70,70
282,3,3:38.0,Orlando full timeout,,70,70
283,3,3:38.0,D. Augustin enters the game for E. Payton,,70,70
284,3,3:24.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,72,70
285,3,3:01.0,,K. Towns misses 2-pt jump shot from 8 ft,72,70
286,3,3:01.0,Defensive rebound by N. Vučević,,72,70
287,3,2:53.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),,75,70
288,3,2:29.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by S. Muhammad),75,73
289,3,2:12.0,N. Vučević misses 3-pt jump shot from 24 ft,,75,73
290,3,2:11.0,,Defensive rebound by Team,75,73
291,3,2:11.0,Loose ball foul by A. Gordon (drawn by A. Wiggins),,75,73
292,3,2:11.0,,A. Wiggins makes free throw 1 of 2,75,74
293,3,2:11.0,,N. Bjelica enters the game for G. Dieng,75,74
294,3,2:11.0,D. Rudež enters the game for A. Gordon,,75,74
295,3,2:11.0,,A. Wiggins makes free throw 2 of 2,75,75
296,3,2:01.0,E. Fournier makes 2-pt layup from 2 ft,,77,75
297,3,1:48.0,,Personal foul by E. Fournier (drawn by A. Wiggins),77,75
298,3,1:48.0,,A. Wiggins misses free throw 1 of 2,77,75
299,3,1:48.0,,Offensive rebound by Team,77,75
300,3,1:48.0,,A. Wiggins misses free throw 2 of 2,77,75
301,3,1:48.0,Defensive rebound by D. Rudež,,77,75
302,3,1:48.0,B. Biyombo enters the game for N. Vučević,,77,75
303,3,1:48.0,,K. Dunn enters the game for R. Rubio,77,75
304,3,1:28.0,E. Fournier makes 2-pt jump shot from 5 ft,,79,75
305,3,1:06.0,,K. Towns misses 2-pt jump shot from 20 ft,79,75
306,3,1:05.0,Defensive rebound by J. Green,,79,75
307,3,0:47.0,D. Rudež misses 3-pt jump shot from 24 ft,,79,75
308,3,0:46.0,,Defensive rebound by S. Muhammad,79,75
309,3,0:26.0,,Personal foul by B. Biyombo (drawn by K. Towns),79,75
310,3,0:26.0,,K. Towns makes free throw 1 of 2,79,76
311,3,0:26.0,,K. Towns makes free throw 2 of 2,79,77
312,3,0:05.0,E. Fournier misses 2-pt jump shot from 20 ft,,79,77
313,3,0:04.0,,Defensive rebound by S. Muhammad,79,77
314,3,0:00.0,,S. Muhammad makes 3-pt jump shot from 40 ft,79,80
315,4,11:36.0,D. Augustin misses 3-pt jump shot from 26 ft,,79,80
316,4,11:34.0,Offensive rebound by Team,,79,80
317,4,11:34.0,,Loose ball foul by G. Dieng (drawn by B. Biyombo),79,80
318,4,11:12.0,D. Augustin misses 3-pt jump shot from 25 ft,,79,80
319,4,11:11.0,,Defensive rebound by Z. LaVine,79,80
320,4,10:47.0,,Z. LaVine misses 3-pt jump shot from 25 ft,79,80
321,4,10:46.0,Defensive rebound by J. Green,,79,80
322,4,10:41.0,D. Augustin makes 2-pt layup from 2 ft,,81,80
323,4,10:20.0,,Turnover by G. Dieng (bad pass; steal by J. Green),81,80
324,4,10:08.0,E. Fournier makes 2-pt layup from 1 ft (assist by J. Green),,83,80
325,4,9:52.0,,K. Dunn makes 2-pt jump shot from 22 ft,83,82
326,4,9:37.0,D. Augustin misses 2-pt jump shot from 20 ft,,83,82
327,4,9:36.0,,Defensive rebound by S. Muhammad,83,82
328,4,9:20.0,,K. Dunn misses 3-pt jump shot from 24 ft,83,82
329,4,9:20.0,,Offensive rebound by G. Dieng,83,82
330,4,9:15.0,,S. Muhammad misses 3-pt jump shot from 24 ft,83,82
331,4,9:14.0,Defensive rebound by B. Biyombo,,83,82
332,4,8:56.0,Turnover by E. Fournier (bad pass; steal by Z. LaVine),,83,82
333,4,8:54.0,,Minnesota full timeout,83,82
334,4,8:54.0,S. Ibaka enters the game for D. Rudež,,83,82
335,4,8:54.0,,K. Towns enters the game for G. Dieng,83,82
336,4,8:36.0,,Shooting block foul by B. Biyombo (drawn by K. Towns),83,82
337,4,8:36.0,,K. Towns makes free throw 1 of 2,83,83
338,4,8:36.0,,K. Towns makes free throw 2 of 2,83,84
339,4,8:26.0,Personal foul by K. Dunn (drawn by D. Augustin),,83,84
340,4,8:19.0,Shooting foul by K. Towns (drawn by B. Biyombo),,83,84
341,4,8:19.0,B. Biyombo misses free throw 1 of 2,,83,84
342,4,8:19.0,Offensive rebound by Team,,83,84
343,4,8:19.0,B. Biyombo misses free throw 2 of 2,,83,84
344,4,8:19.0,,Defensive rebound by Z. LaVine,83,84
345,4,7:58.0,,S. Muhammad misses 2-pt jump shot from 10 ft,83,84
346,4,7:57.0,,Offensive rebound by Team,83,84
347,4,7:57.0,Loose ball foul by E. Fournier (drawn by K. Towns),,83,84
348,4,7:51.0,,Z. LaVine misses 3-pt jump shot from 24 ft,83,84
349,4,7:50.0,Defensive rebound by J. Green,,83,84
350,4,7:40.0,Personal foul by N. Bjelica (drawn by B. Biyombo),,83,84
351,4,7:27.0,D. Augustin misses 2-pt layup from 2 ft (block by N. Bjelica),,83,84
352,4,7:26.0,Offensive rebound by S. Ibaka,,83,84
353,4,7:24.0,S. Ibaka misses 2-pt layup from 1 ft,,83,84
354,4,7:23.0,Offensive rebound by S. Ibaka,,83,84
355,4,7:23.0,S. Ibaka misses 2-pt layup from 2 ft,,83,84
356,4,7:22.0,,Defensive rebound by K. Dunn,83,84
357,4,7:14.0,,N. Bjelica misses 2-pt layup from 1 ft,83,84
358,4,7:13.0,,Offensive rebound by N. Bjelica,83,84
359,4,7:13.0,,N. Bjelica makes 2-pt layup from 2 ft,83,86
360,4,6:49.0,J. Green misses 3-pt jump shot from 26 ft,,83,86
361,4,6:48.0,,Defensive rebound by N. Bjelica,83,86
362,4,6:34.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by K. Dunn),83,89
363,4,6:34.0,Orlando full timeout,,83,89
364,4,6:34.0,E. Payton enters the game for D. Augustin,,83,89
365,4,6:34.0,N. Vučević enters the game for J. Green,,83,89
366,4,6:34.0,C. Watson enters the game for B. Biyombo,,83,89
367,4,6:13.0,E. Fournier misses 3-pt jump shot from 24 ft,,83,89
368,4,6:12.0,,Defensive rebound by K. Towns,83,89
369,4,5:56.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by K. Dunn),83,91
370,4,5:38.0,N. Vučević makes 2-pt jump shot from 14 ft (assist by E. Fournier),,85,91
371,4,5:22.0,,K. Dunn misses 2-pt jump shot from 9 ft,85,91
372,4,5:21.0,Defensive rebound by C. Watson,,85,91
373,4,5:15.0,E. Payton misses 2-pt layup from 2 ft,,85,91
374,4,5:12.0,,Defensive rebound by N. Bjelica,85,91
375,4,5:06.0,,Minnesota full timeout,85,91
376,4,5:06.0,,A. Wiggins enters the game for S. Muhammad,85,91
377,4,5:06.0,,R. Rubio enters the game for K. Dunn,85,91
378,4,4:57.0,,Z. LaVine misses 2-pt layup from 4 ft,85,91
379,4,4:56.0,,Offensive rebound by Team,85,91
380,4,4:56.0,Loose ball foul by C. Watson (drawn by K. Towns),,85,91
381,4,4:43.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by K. Towns),85,94
382,4,4:23.0,S. Ibaka makes 2-pt hook shot from 9 ft (assist by N. Vučević),,87,94
