,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
0,1,11:48.0,,A. Davis misses 2-pt jump shot from 8 ft,0,0
1,1,11:47.0,,Offensive rebound by E. Moore,0,0
2,1,11:38.0,,T. Frazier misses 2-pt jump shot from 4 ft (block by J. Randle),0,0
3,1,11:34.0,Defensive rebound by J. Randle,,0,0
4,1,11:25.0,J. Randle misses 3-pt jump shot from 26 ft,,0,0
5,1,11:25.0,,Defensive rebound by Ö. Aşık,0,0
6,1,11:15.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Frazier),0,2
7,1,10:59.0,Turnover by T. Mozgov (offensive foul),,0,2
8,1,10:59.0,Offensive foul by T. Mozgov (drawn by D. Cunningham),,0,2
9,1,10:38.0,,A. Davis misses 2-pt jump shot from 18 ft,0,2
10,1,10:37.0,Defensive rebound by L. Deng,,0,2
11,1,10:24.0,J. Randle makes 2-pt jump shot from 18 ft (assist by L. Deng),,2,2
12,1,9:59.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by T. Frazier),2,4
13,1,9:43.0,N. Young makes 3-pt jump shot from 23 ft (assist by D. Russell),,5,4
14,1,9:24.0,,E. Moore misses 2-pt layup from 2 ft,5,4
15,1,9:22.0,,Offensive rebound by E. Moore,5,4
16,1,9:22.0,,E. Moore makes 2-pt layup from 5 ft,5,6
17,1,9:09.0,J. Randle makes 2-pt jump shot from 9 ft (assist by L. Deng),,7,6
18,1,8:54.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by T. Frazier),7,9
19,1,8:40.0,J. Randle misses 2-pt jump shot from 20 ft,,7,9
20,1,8:39.0,,Defensive rebound by D. Cunningham,7,9
21,1,8:33.0,,Personal foul by J. Randle (drawn by A. Davis),7,9
22,1,8:33.0,,A. Davis misses free throw 1 of 2,7,9
23,1,8:33.0,,Offensive rebound by Team,7,9
24,1,8:33.0,,A. Davis misses free throw 2 of 2,7,9
25,1,8:32.0,Defensive rebound by J. Randle,,7,9
26,1,8:23.0,Turnover by J. Randle (lost ball),,7,9
27,1,8:13.0,,A. Davis misses 2-pt jump shot from 11 ft,7,9
28,1,8:13.0,Defensive rebound by J. Randle,,7,9
29,1,7:59.0,D. Russell makes 2-pt jump shot from 13 ft,,9,9
30,1,7:48.0,,E. Moore makes 2-pt jump shot from 13 ft,9,11
31,1,7:31.0,J. Randle misses 2-pt jump shot from 14 ft,,9,11
32,1,7:30.0,Offensive rebound by T. Mozgov,,9,11
33,1,7:24.0,N. Young misses 2-pt jump shot from 13 ft,,9,11
34,1,7:24.0,,Defensive rebound by T. Frazier,9,11
35,1,7:17.0,,E. Moore misses 3-pt jump shot from 24 ft,9,11
36,1,7:15.0,Defensive rebound by J. Randle,,9,11
37,1,6:57.0,T. Mozgov makes 2-pt jump shot from 12 ft (assist by D. Russell),,11,11
38,1,6:38.0,,D. Cunningham misses 2-pt layup from 2 ft,11,11
39,1,6:36.0,,Offensive rebound by Ö. Aşık,11,11
40,1,6:36.0,,Ö. Aşık misses 2-pt layup from 2 ft,11,11
41,1,6:34.0,,Offensive rebound by A. Davis,11,11
42,1,6:34.0,,A. Davis makes 2-pt layup from 3 ft,11,13
43,1,6:25.0,LA Lakers full timeout,,11,13
44,1,6:20.0,L. Deng misses 2-pt jump shot from 16 ft,,11,13
45,1,6:18.0,,Defensive rebound by T. Frazier,11,13
46,1,6:10.0,,T. Frazier makes 2-pt jump shot from 17 ft,11,15
47,1,5:50.0,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),,14,15
48,1,5:28.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by T. Frazier),14,17
49,1,5:19.0,D. Russell misses 3-pt jump shot from 25 ft,,14,17
50,1,5:17.0,,Defensive rebound by D. Cunningham,14,17
51,1,5:08.0,,A. Davis misses 2-pt layup from 2 ft,14,17
52,1,5:07.0,Defensive rebound by J. Randle,,14,17
53,1,5:06.0,Offensive foul by D. Russell (drawn by T. Frazier),,14,17
54,1,5:06.0,Turnover by D. Russell (offensive foul),,14,17
55,1,5:06.0,B. Ingram enters the game for L. Deng,,14,17
56,1,4:53.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by T. Mozgov),14,17
57,1,4:51.0,Defensive rebound by J. Randle,,14,17
58,1,4:43.0,J. Randle misses 2-pt jump shot from 6 ft,,14,17
59,1,4:42.0,,Defensive rebound by A. Davis,14,17
60,1,4:33.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by T. Frazier),14,20
61,1,4:19.0,T. Black enters the game for T. Mozgov,,14,20
62,1,4:19.0,J. Clarkson enters the game for N. Young,,14,20
63,1,4:19.0,,A. Ajinça enters the game for Ö. Aşık,14,20
64,1,4:19.0,Turnover by D. Russell (lost ball; steal by E. Moore),,14,20
65,1,4:16.0,L. Williams enters the game for D. Russell,,14,20
66,1,4:06.0,,A. Davis misses 3-pt jump shot from 25 ft,14,20
67,1,4:06.0,Defensive rebound by Team,,14,20
68,1,3:58.0,Personal foul by T. Frazier (drawn by B. Ingram),,14,20
69,1,3:41.0,T. Black makes 2-pt hook shot from 9 ft (assist by B. Ingram),,16,20
70,1,3:33.0,,Turnover by T. Frazier (bad pass; steal by B. Ingram),16,20
71,1,3:27.0,J. Randle misses 2-pt layup from 2 ft (block by A. Davis),,16,20
72,1,3:25.0,,Defensive rebound by A. Ajinça,16,20
73,1,3:17.0,,E. Moore misses 2-pt jump shot from 19 ft,16,20
74,1,3:16.0,,Offensive rebound by A. Ajinça,16,20
75,1,3:15.0,,Shooting foul by J. Randle (drawn by A. Davis),16,20
76,1,3:15.0,,A. Davis makes free throw 1 of 2,16,21
77,1,3:15.0,,B. Hield enters the game for E. Moore,16,21
78,1,3:15.0,L. Nance enters the game for J. Randle,,16,21
79,1,3:15.0,,A. Davis makes free throw 2 of 2,16,22
80,1,2:56.0,B. Ingram makes 2-pt jump shot from 9 ft,,18,22
81,1,2:47.0,,T. Frazier misses 2-pt layup from 2 ft (block by T. Black),18,22
82,1,2:45.0,Defensive rebound by T. Black,,18,22
83,1,2:39.0,L. Nance makes 2-pt layup from 3 ft (assist by L. Williams),,20,22
84,1,2:28.0,,New Orleans full timeout,20,22
85,1,2:28.0,,L. Galloway enters the game for D. Cunningham,20,22
86,1,2:28.0,,S. Hill enters the game for T. Frazier,20,22
