,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
173,2,4:40.0,S. Ibaka enters the game for N. Vučević,,30,44
174,2,4:40.0,E. Fournier enters the game for C. Watson,,30,44
175,2,4:40.0,,C. Lee enters the game for J. Holiday,30,44
176,2,4:40.0,,B. Jennings makes free throw 2 of 2,30,45
177,2,4:33.0,Turnover by E. Payton (bad pass),,30,45
178,2,4:33.0,,D. Rose enters the game for B. Jennings,30,45
179,2,4:27.0,,Turnover by C. Lee (bad pass),30,45
180,2,4:08.0,B. Biyombo makes 2-pt hook shot from 5 ft (assist by E. Fournier),,32,45
181,2,3:54.0,,K. Porziņģis misses 2-pt layup from 1 ft,32,45
182,2,3:53.0,Defensive rebound by S. Ibaka,,32,45
183,2,3:42.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by E. Payton),,34,45
184,2,3:33.0,,D. Rose misses 2-pt jump shot from 9 ft,34,45
185,2,3:32.0,,Offensive rebound by J. Noah,34,45
186,2,3:32.0,,J. Noah misses 2-pt layup from 2 ft,34,45
187,2,3:31.0,,Offensive rebound by J. Noah,34,45
188,2,3:31.0,,J. Noah misses 2-pt layup from 2 ft,34,45
189,2,3:30.0,,Offensive rebound by D. Rose,34,45
190,2,3:29.0,,D. Rose makes 2-pt layup from 2 ft,34,47
191,2,3:11.0,S. Ibaka misses 3-pt jump shot from 27 ft,,34,47
192,2,3:10.0,Offensive rebound by Team,,34,47
193,2,3:10.0,,Loose ball foul by C. Anthony (drawn by J. Green),34,47
194,2,3:10.0,D. Augustin enters the game for E. Payton,,34,47
195,2,3:10.0,A. Gordon enters the game for J. Green,,34,47
196,2,3:04.0,B. Biyombo misses 2-pt layup from 2 ft (block by K. Porziņģis),,34,47
197,2,3:03.0,,Defensive rebound by K. Porziņģis,34,47
198,2,2:52.0,,K. Porziņģis misses 2-pt layup from 1 ft (block by B. Biyombo),34,47
199,2,2:51.0,Defensive rebound by B. Biyombo,,34,47
200,2,2:46.0,E. Fournier makes 2-pt layup from 1 ft,,36,47
201,2,2:32.0,,C. Anthony misses 2-pt jump shot from 17 ft,36,47
202,2,2:31.0,Defensive rebound by Team,,36,47
203,2,2:31.0,,Loose ball foul by J. Noah (drawn by A. Gordon),36,47
204,2,2:31.0,,New York full timeout,36,47
205,2,2:31.0,N. Vučević enters the game for B. Biyombo,,36,47
206,2,2:15.0,N. Vučević makes 2-pt hook shot from 11 ft,,38,47
207,2,1:50.0,,C. Anthony misses 2-pt jump shot from 11 ft,38,47
208,2,1:49.0,,Offensive rebound by C. Lee,38,47
209,2,1:38.0,,Shooting foul by N. Vučević (drawn by C. Anthony),38,47
210,2,1:38.0,,C. Anthony makes free throw 1 of 2,38,48
211,2,1:38.0,,C. Anthony makes free throw 2 of 2,38,49
212,2,1:26.0,E. Fournier misses 2-pt jump shot from 23 ft,,38,49
213,2,1:25.0,Offensive rebound by S. Ibaka,,38,49
214,2,1:23.0,N. Vučević makes 2-pt layup from 1 ft,,40,49
215,2,1:13.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Rose),40,52
216,2,0:56.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Fournier),,43,52
217,2,0:46.0,,C. Anthony makes 2-pt jump shot from 13 ft,43,54
218,2,0:46.0,,Shooting foul by A. Gordon (drawn by C. Anthony),43,54
219,2,0:46.0,J. Green enters the game for N. Vučević,,43,54
220,2,0:46.0,,C. Anthony makes free throw 1 of 1,43,55
221,2,0:44.0,Orlando full timeout,,43,55
222,2,0:32.0,E. Fournier makes 2-pt layup from 1 ft,,45,55
223,2,0:16.0,,Shooting foul by S. Ibaka (drawn by D. Rose),45,55
224,2,0:16.0,,D. Rose makes free throw 1 of 2,45,56
225,2,0:16.0,C. Watson enters the game for A. Gordon,,45,56
226,2,0:16.0,,J. Holiday enters the game for J. Noah,45,56
227,2,0:16.0,,D. Rose makes free throw 2 of 2,45,57
228,2,0:00.0,E. Fournier makes 2-pt jump shot from 14 ft,,47,57
229,3,11:46.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Fournier),,50,57
230,3,11:29.0,,C. Anthony misses 3-pt jump shot from 26 ft,50,57
231,3,11:28.0,Defensive rebound by D. Augustin,,50,57
232,3,11:23.0,A. Gordon misses 2-pt layup from 1 ft,,50,57
233,3,11:22.0,,Defensive rebound by C. Anthony,50,57
234,3,11:06.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,50,57
235,3,11:05.0,Defensive rebound by A. Gordon,,50,57
236,3,10:51.0,Turnover by S. Ibaka (lost ball; steal by C. Anthony),,50,57
237,3,10:39.0,,D. Rose misses 2-pt jump shot from 12 ft,50,57
238,3,10:38.0,Defensive rebound by B. Biyombo,,50,57
239,3,10:21.0,Turnover by D. Augustin (bad pass; steal by C. Lee),,50,57
240,3,10:14.0,,Turnover by K. Porziņģis (bad pass),50,57
241,3,9:57.0,A. Gordon makes 2-pt jump shot from 18 ft,,52,57
242,3,9:42.0,,D. Rose misses 2-pt layup from 1 ft,52,57
243,3,9:41.0,,Offensive rebound by J. Noah,52,57
244,3,9:41.0,,J. Noah misses 2-pt layup from 2 ft,52,57
245,3,9:40.0,Defensive rebound by D. Augustin,,52,57
246,3,9:34.0,A. Gordon misses 3-pt jump shot from 25 ft,,52,57
247,3,9:33.0,,Defensive rebound by J. Noah,52,57
248,3,9:22.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by J. Noah),52,59
249,3,9:13.0,A. Gordon misses 3-pt jump shot from 25 ft,,52,59
250,3,9:11.0,,Defensive rebound by D. Rose,52,59
251,3,8:58.0,,C. Anthony misses 2-pt jump shot from 18 ft,52,59
252,3,8:57.0,Defensive rebound by A. Gordon,,52,59
253,3,8:46.0,S. Ibaka makes 2-pt layup from 1 ft (assist by D. Augustin),,54,59
254,3,8:33.0,,D. Rose makes 2-pt jump shot from 19 ft,54,61
255,3,8:14.0,S. Ibaka misses 2-pt jump shot from 9 ft,,54,61
256,3,8:13.0,,Defensive rebound by C. Lee,54,61
257,3,8:01.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Lee),54,64
258,3,7:40.0,Turnover by E. Fournier (lost ball; steal by J. Noah),,54,64
259,3,7:36.0,,Turnover by K. Porziņģis (lost ball),54,64
260,3,7:13.0,E. Fournier misses 3-pt jump shot from 28 ft,,54,64
261,3,7:12.0,,Defensive rebound by D. Rose,54,64
262,3,7:03.0,,C. Anthony makes 2-pt layup from 3 ft,54,66
263,3,7:02.0,Orlando full timeout,,54,66
264,3,6:47.0,D. Augustin misses 3-pt jump shot from 25 ft,,54,66
265,3,6:46.0,,Defensive rebound by C. Anthony,54,66
266,3,6:37.0,,Turnover by J. Noah (offensive foul),54,66
267,3,6:37.0,,Offensive foul by J. Noah (drawn by D. Augustin),54,66
268,3,6:17.0,B. Biyombo makes 2-pt jump shot from 15 ft (assist by A. Gordon),,56,66
269,3,6:01.0,,C. Anthony misses 2-pt jump shot from 17 ft,56,66
270,3,6:00.0,Defensive rebound by E. Fournier,,56,66
271,3,5:49.0,S. Ibaka misses 2-pt jump shot from 15 ft,,56,66
272,3,5:48.0,,Defensive rebound by Team,56,66
273,3,5:48.0,E. Payton enters the game for D. Augustin,,56,66
274,3,5:48.0,N. Vučević enters the game for B. Biyombo,,56,66
275,3,5:34.0,,J. Noah makes 2-pt layup from 2 ft (assist by C. Anthony),56,68
276,3,5:21.0,E. Fournier misses 3-pt jump shot from 24 ft,,56,68
277,3,5:20.0,,Defensive rebound by D. Rose,56,68
278,3,5:05.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),56,71
279,3,4:56.0,Turnover by E. Payton (lost ball; steal by J. Noah),,56,71
280,3,4:52.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by C. Lee),56,73
281,3,4:51.0,Orlando full timeout,,56,73
282,3,4:51.0,J. Green enters the game for A. Gordon,,56,73
283,3,4:42.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,59,73
284,3,4:27.0,,D. Rose makes 2-pt jump shot from 6 ft (assist by C. Lee),59,75
285,3,4:14.0,S. Ibaka makes 2-pt layup from 1 ft (assist by N. Vučević),,61,75
286,3,4:01.0,,C. Anthony misses 3-pt jump shot from 25 ft,61,75
287,3,4:00.0,Defensive rebound by E. Payton,,61,75
288,3,3:56.0,Personal block foul by C. Lee (drawn by E. Fournier),,61,75
289,3,3:56.0,,K. O'Quinn enters the game for J. Noah,61,75
290,3,3:56.0,,W. Hernangómez enters the game for K. Porziņģis,61,75
291,3,3:48.0,N. Vučević misses 2-pt jump shot from 12 ft,,61,75
292,3,3:47.0,,Defensive rebound by C. Anthony,61,75
293,3,3:37.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,61,75
294,3,3:36.0,Defensive rebound by E. Fournier,,61,75
295,3,3:30.0,E. Fournier makes 2-pt layup at rim,,63,75
296,3,3:14.0,,D. Rose makes 2-pt jump shot from 11 ft,63,77
297,3,3:02.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by N. Vučević),,65,77
298,3,2:50.0,,K. O'Quinn makes 2-pt jump shot from 16 ft (assist by D. Rose),65,79
299,3,2:33.0,E. Fournier misses 3-pt jump shot from 27 ft,,65,79
300,3,2:32.0,Offensive rebound by N. Vučević,,65,79
301,3,2:31.0,N. Vučević misses 2-pt jump shot from 4 ft (block by K. O'Quinn),,65,79
302,3,2:30.0,Offensive rebound by Team,,65,79
303,3,2:30.0,,New York full timeout,65,79
304,3,2:30.0,Inbound foul by W. Hernangómez,,65,79
305,3,2:30.0,E. Fournier makes free throw 1 of 1,,66,79
306,3,2:22.0,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),,68,79
307,3,1:57.0,,D. Rose misses 3-pt jump shot from 25 ft,68,79
308,3,1:56.0,Defensive rebound by E. Fournier,,68,79
309,3,1:46.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by N. Vučević),,70,79
310,3,1:21.0,,D. Rose misses 2-pt layup from 3 ft (block by S. Ibaka),70,79
311,3,1:20.0,Defensive rebound by E. Payton,,70,79
312,3,1:16.0,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),,72,79
313,3,0:59.0,,Shooting foul by E. Fournier (drawn by D. Rose),72,79
314,3,0:59.0,,D. Rose makes free throw 1 of 2,72,80
315,3,0:59.0,,K. Porziņģis enters the game for K. O'Quinn,72,80
316,3,0:59.0,,M. Kuzminskas enters the game for C. Anthony,72,80
317,3,0:59.0,,D. Rose makes free throw 2 of 2,72,81
318,3,0:49.0,Turnover by E. Fournier (bad pass),,72,81
319,3,0:30.0,,C. Lee misses 2-pt jump shot from 9 ft,72,81
320,3,0:29.0,Defensive rebound by N. Vučević,,72,81
321,3,0:09.0,Turnover by J. Green (lost ball; steal by M. Kuzminskas),,72,81
322,3,0:05.0,,Turnover by K. Porziņģis (lost ball; steal by E. Payton),72,81
323,3,0:01.0,E. Payton misses 3-pt jump shot from 47 ft (block by M. Kuzminskas),,72,81
324,3,0:00.0,Offensive rebound by Team,,72,81
325,4,11:44.0,,K. Porziņģis misses 2-pt jump shot from 4 ft,72,81
326,4,11:43.0,Defensive rebound by B. Biyombo,,72,81
327,4,11:38.0,Personal take foul by B. Jennings (drawn by E. Payton),,72,81
328,4,11:38.0,,K. O'Quinn enters the game for K. Porziņģis,72,81
329,4,11:23.0,N. Vučević misses 3-pt jump shot from 25 ft (block by K. O'Quinn),,72,81
330,4,11:22.0,,Defensive rebound by K. O'Quinn,72,81
331,4,11:18.0,,Shooting foul by N. Vučević (drawn by M. Kuzminskas),72,81
332,4,11:18.0,,M. Kuzminskas makes free throw 1 of 2,72,82
333,4,11:18.0,,M. Kuzminskas misses free throw 2 of 2,72,82
334,4,11:17.0,Defensive rebound by E. Payton,,72,82
335,4,11:07.0,B. Biyombo misses 2-pt layup from 2 ft (block by K. O'Quinn),,72,82
336,4,11:06.0,Offensive rebound by E. Payton,,72,82
337,4,11:04.0,E. Payton makes 2-pt jump shot from 5 ft,,74,82
338,4,10:51.0,,W. Hernangómez makes 2-pt jump shot from 15 ft (assist by B. Jennings),74,84
339,4,10:38.0,Shooting foul by W. Hernangómez (drawn by B. Biyombo),,74,84
340,4,10:38.0,B. Biyombo makes free throw 1 of 2,,75,84
341,4,10:38.0,B. Biyombo makes free throw 2 of 2,,76,84
342,4,10:22.0,,K. O'Quinn misses 2-pt jump shot from 15 ft,76,84
343,4,10:21.0,,Offensive rebound by W. Hernangómez,76,84
344,4,10:19.0,,W. Hernangómez makes 2-pt layup from 2 ft,76,86
345,4,10:05.0,Turnover by J. Green (bad pass; steal by J. Holiday),,76,86
346,4,9:54.0,,W. Hernangómez makes 2-pt jump shot from 14 ft (assist by B. Jennings),76,88
347,4,9:53.0,Orlando full timeout,,76,88
348,4,9:48.0,Offensive foul by N. Vučević (drawn by J. Holiday),,76,88
349,4,9:48.0,Turnover by N. Vučević (offensive foul),,76,88
350,4,9:36.0,,J. Holiday misses 2-pt layup from 1 ft (block by B. Biyombo),76,88
351,4,9:35.0,Defensive rebound by B. Biyombo,,76,88
352,4,9:21.0,J. Green misses 3-pt jump shot from 24 ft,,76,88
353,4,9:20.0,,Defensive rebound by K. O'Quinn,76,88
354,4,9:13.0,,W. Hernangómez makes 2-pt jump shot from 15 ft (assist by M. Kuzminskas),76,90
355,4,8:58.0,Shooting foul by K. O'Quinn (drawn by N. Vučević),,76,90
356,4,8:58.0,N. Vučević makes free throw 1 of 2,,77,90
357,4,8:58.0,N. Vučević makes free throw 2 of 2,,78,90
358,4,8:39.0,,J. Holiday misses 3-pt jump shot from 24 ft,78,90
359,4,8:38.0,Defensive rebound by C. Watson,,78,90
360,4,8:28.0,J. Green misses 2-pt layup from 2 ft,,78,90
361,4,8:27.0,,Defensive rebound by K. O'Quinn,78,90
362,4,8:22.0,,J. Holiday misses 2-pt jump shot from 20 ft,78,90
363,4,8:21.0,,Offensive rebound by B. Jennings,78,90
364,4,8:15.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Kuzminskas),78,92
365,4,8:05.0,E. Fournier enters the game for B. Biyombo,,78,92
366,4,7:52.0,E. Payton misses 2-pt jump shot from 5 ft,,78,92
367,4,7:51.0,,Defensive rebound by K. O'Quinn,78,92
368,4,7:46.0,,B. Jennings makes 3-pt jump shot from 26 ft,78,95
369,4,7:45.0,Orlando full timeout,,78,95
370,4,7:30.0,N. Vučević misses 2-pt jump shot from 8 ft,,78,95
371,4,7:29.0,Offensive rebound by N. Vučević,,78,95
372,4,7:22.0,C. Watson misses 3-pt jump shot from 23 ft,,78,95
373,4,7:21.0,Offensive rebound by E. Payton,,78,95
374,4,7:20.0,E. Payton makes 2-pt layup from 2 ft,,80,95
375,4,7:10.0,,Personal take foul by E. Fournier (drawn by B. Jennings),80,95
376,4,6:53.0,,K. O'Quinn misses 3-pt jump shot from 28 ft,80,95
377,4,6:52.0,Defensive rebound by E. Payton,,80,95
