,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CLEVELAND_ACTION,CHARLOTTE_SCORE,CLEVELAND_SCORE
34,1,7:40.0,,K. Irving misses 3-pt jump shot from 28 ft,8,11
35,1,7:40.0,Defensive rebound by N. Batum,,8,11
36,1,7:36.0,Shooting foul by M. Dunleavy (drawn by N. Batum),,8,11
37,1,7:36.0,N. Batum makes free throw 1 of 2,,9,11
38,1,7:36.0,N. Batum misses free throw 2 of 2,,9,11
39,1,7:35.0,,Defensive rebound by T. Thompson,9,11
40,1,7:26.0,,Personal foul by M. Williams (drawn by K. Love),9,11
41,1,7:15.0,,K. Irving makes 2-pt jump shot from 21 ft (assist by L. James),9,13
42,1,6:54.0,C. Zeller misses 2-pt layup from 3 ft (block by T. Thompson),,9,13
43,1,6:52.0,,Defensive rebound by L. James,9,13
44,1,6:50.0,,Turnover by L. James (bad pass; steal by K. Walker),9,13
45,1,6:49.0,Personal foul by K. Irving (drawn by K. Walker),,9,13
46,1,6:49.0,,I. Shumpert enters the game for K. Irving,9,13
47,1,6:39.0,N. Batum misses 3-pt jump shot from 26 ft,,9,13
48,1,6:38.0,,Defensive rebound by T. Thompson,9,13
49,1,6:22.0,,L. James misses 2-pt jump shot from 8 ft,9,13
50,1,6:19.0,Defensive rebound by M. Williams,,9,13
51,1,6:13.0,M. Williams makes 3-pt jump shot from 27 ft (assist by N. Batum),,12,13
52,1,5:48.0,,K. Love makes 2-pt jump shot from 16 ft,12,15
53,1,5:31.0,M. Williams misses 3-pt jump shot from 24 ft,,12,15
54,1,5:31.0,,Defensive rebound by Team,12,15
55,1,5:31.0,,Cleveland full timeout,12,15
56,1,5:18.0,,L. James misses 2-pt layup from 2 ft,12,15
57,1,5:18.0,Defensive rebound by Team,,12,15
58,1,5:02.0,K. Walker makes 3-pt jump shot from 23 ft (assist by N. Batum),,15,15
59,1,4:42.0,,Shooting foul by C. Zeller (drawn by K. Love),15,15
60,1,4:42.0,,K. Love makes free throw 1 of 2,15,16
61,1,4:42.0,,K. Love misses free throw 2 of 2,15,16
62,1,4:42.0,Defensive rebound by N. Batum,,15,16
63,1,4:42.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,15,16
64,1,4:42.0,F. Kaminsky enters the game for M. Williams,,15,16
65,1,4:42.0,R. Hibbert enters the game for C. Zeller,,15,16
66,1,4:42.0,,R. Jefferson enters the game for M. Dunleavy,15,16
67,1,4:42.0,,C. Frye enters the game for T. Thompson,15,16
68,1,4:28.0,N. Batum makes 2-pt jump shot from 15 ft (assist by K. Walker),,17,16
69,1,4:08.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),17,19
70,1,3:53.0,Turnover by F. Kaminsky (bad pass; steal by L. James),,17,19
71,1,3:47.0,,L. James makes 2-pt dunk at rim,17,21
72,1,3:32.0,K. Walker makes 3-pt jump shot from 28 ft,,20,21
73,1,3:16.0,,C. Frye misses 3-pt jump shot from 24 ft,20,21
74,1,3:16.0,Defensive rebound by K. Walker,,20,21
75,1,3:08.0,N. Batum misses 3-pt jump shot from 25 ft,,20,21
76,1,3:06.0,Offensive rebound by R. Hibbert,,20,21
77,1,2:59.0,K. Walker misses 3-pt jump shot from 24 ft,,20,21
78,1,2:59.0,,Defensive rebound by R. Jefferson,20,21
79,1,2:50.0,,C. Frye misses 2-pt jump shot from 16 ft,20,21
80,1,2:48.0,Defensive rebound by F. Kaminsky,,20,21
81,1,2:36.0,N. Batum misses 2-pt jump shot from 11 ft (block by C. Frye),,20,21
82,1,2:35.0,,Defensive rebound by R. Jefferson,20,21
83,1,2:29.0,,I. Shumpert makes 2-pt jump shot from 21 ft (assist by R. Jefferson),20,23
84,1,2:15.0,M. Belinelli misses 3-pt jump shot from 23 ft,,20,23
85,1,2:14.0,,Defensive rebound by C. Frye,20,23
86,1,2:06.0,,K. Love makes 3-pt jump shot from 25 ft (assist by I. Shumpert),20,26
87,1,1:55.0,Charlotte full timeout,,20,26
88,1,1:55.0,R. Sessions enters the game for K. Walker,,20,26
89,1,1:55.0,,K. Felder enters the game for K. Love,20,26
90,1,1:48.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,20,26
91,1,1:47.0,,Defensive rebound by L. James,20,26
92,1,1:23.0,,R. Jefferson misses 3-pt jump shot from 27 ft,20,26
93,1,1:22.0,Defensive rebound by R. Hibbert,,20,26
94,1,1:10.0,R. Hibbert makes 2-pt layup at rim (assist by R. Sessions),,22,26
95,1,1:00.0,,Personal foul by R. Hibbert (drawn by K. Felder),22,26
96,1,0:50.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by K. Felder),22,29
97,1,0:32.0,R. Hibbert misses 2-pt jump shot from 18 ft,,22,29
98,1,0:32.0,,Defensive rebound by L. James,22,29
99,1,0:23.0,,C. Frye misses 3-pt jump shot from 25 ft,22,29
100,1,0:22.0,,Offensive rebound by R. Jefferson,22,29
101,1,0:00.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Felder),22,32
102,2,11:37.0,R. Hibbert makes 2-pt jump shot from 15 ft,,24,32
103,2,11:18.0,,K. Irving makes 2-pt layup at rim (assist by I. Shumpert),24,34
104,2,11:04.0,R. Sessions makes 2-pt jump shot from 13 ft,,26,34
105,2,10:53.0,,Personal foul by R. Hibbert (drawn by K. Irving),26,34
106,2,10:41.0,,K. Irving misses 2-pt jump shot from 18 ft,26,34
107,2,10:39.0,Defensive rebound by M. Kidd-Gilchrist,,26,34
108,2,10:23.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by R. Sessions),,29,34
109,2,10:03.0,,C. Frye misses 3-pt jump shot from 25 ft,29,34
110,2,10:02.0,Defensive rebound by M. Belinelli,,29,34
111,2,9:48.0,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,,29,34
112,2,9:46.0,Offensive rebound by R. Hibbert,,29,34
113,2,9:46.0,R. Hibbert makes 2-pt layup at rim,,31,34
114,2,9:34.0,,K. Irving makes 2-pt jump shot from 19 ft,31,36
115,2,9:16.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Sessions),,34,36
116,2,9:15.0,,Cleveland full timeout,34,36
117,2,9:15.0,S. Hawes enters the game for R. Hibbert,,34,36
118,2,9:01.0,,Turnover by R. Jefferson (step out of bounds),34,36
119,2,8:39.0,Shooting foul by T. Thompson (drawn by F. Kaminsky),,34,36
120,2,8:39.0,F. Kaminsky misses free throw 1 of 2,,34,36
121,2,8:39.0,Offensive rebound by Team,,34,36
122,2,8:39.0,F. Kaminsky makes free throw 2 of 2,,35,36
123,2,8:28.0,,Turnover by I. Shumpert (lost ball; steal by M. Belinelli),35,36
124,2,8:21.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,35,36
125,2,8:19.0,Offensive rebound by M. Kidd-Gilchrist,,35,36
126,2,8:10.0,R. Sessions misses 2-pt jump shot from 7 ft,,35,36
127,2,8:08.0,Offensive rebound by S. Hawes,,35,36
128,2,8:08.0,S. Hawes makes 2-pt layup at rim,,37,36
129,2,8:02.0,,K. Irving makes 2-pt jump shot from 7 ft,37,38
130,2,8:02.0,,Shooting foul by S. Hawes (drawn by K. Irving),37,38
131,2,8:02.0,,K. Irving makes free throw 1 of 1,37,39
132,2,7:47.0,R. Sessions makes 2-pt jump shot from 7 ft (assist by S. Hawes),,39,39
133,2,7:39.0,,K. Irving makes 2-pt layup at rim,39,41
134,2,7:20.0,S. Hawes makes 2-pt jump shot from 19 ft (assist by R. Sessions),,41,41
135,2,7:05.0,,R. Jefferson misses 3-pt jump shot from 25 ft,41,41
136,2,7:05.0,,Offensive rebound by Team,41,41
137,2,7:05.0,Loose ball foul by S. Hawes (drawn by T. Thompson),,41,41
138,2,6:56.0,,Personal foul by M. Belinelli (drawn by I. Shumpert),41,41
139,2,6:56.0,,K. Love enters the game for C. Frye,41,41
140,2,6:49.0,,T. Thompson misses 2-pt layup from 2 ft,41,41
141,2,6:48.0,,Offensive rebound by I. Shumpert,41,41
142,2,6:47.0,,I. Shumpert misses 2-pt layup from 2 ft,41,41
143,2,6:46.0,Defensive rebound by M. Kidd-Gilchrist,,41,41
144,2,6:40.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,44,41
145,2,6:25.0,,K. Love misses 3-pt jump shot from 25 ft,44,41
146,2,6:24.0,Defensive rebound by M. Kidd-Gilchrist,,44,41
147,2,6:17.0,S. Hawes misses 2-pt hook shot from 7 ft,,44,41
148,2,6:14.0,,Defensive rebound by R. Jefferson,44,41
149,2,6:09.0,,I. Shumpert makes 3-pt jump shot from 25 ft,44,44
150,2,5:53.0,Turnover by R. Sessions (bad pass; steal by K. Love),,44,44
151,2,5:47.0,,K. Love makes 2-pt dunk at rim,44,46
152,2,5:40.0,Charlotte full timeout,,44,46
153,2,5:40.0,,L. James enters the game for R. Jefferson,44,46
154,2,5:40.0,M. Williams enters the game for M. Belinelli,,44,46
155,2,5:40.0,K. Walker enters the game for F. Kaminsky,,44,46
156,2,5:30.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by S. Hawes),,46,46
157,2,5:13.0,,I. Shumpert makes 2-pt jump shot from 15 ft (assist by K. Irving),46,48
158,2,4:49.0,K. Walker misses 2-pt hook shot from 6 ft,,46,48
159,2,4:49.0,Offensive rebound by Team,,46,48
160,2,4:49.0,,Loose ball foul by K. Love (drawn by S. Hawes),46,48
161,2,4:49.0,C. Zeller enters the game for S. Hawes,,46,48
162,2,4:49.0,N. Batum enters the game for R. Sessions,,46,48
163,2,4:41.0,N. Batum misses 3-pt jump shot from 25 ft,,46,48
164,2,4:41.0,Offensive rebound by M. Kidd-Gilchrist,,46,48
165,2,4:37.0,M. Williams misses 3-pt jump shot from 23 ft,,46,48
166,2,4:36.0,Offensive rebound by N. Batum,,46,48
167,2,4:35.0,M. Williams misses 3-pt jump shot from 22 ft,,46,48
168,2,4:34.0,,Defensive rebound by K. Love,46,48
169,2,4:17.0,,L. James misses 3-pt jump shot from 25 ft,46,48
170,2,4:17.0,,Offensive rebound by Team,46,48
171,2,4:17.0,Loose ball foul by C. Zeller (drawn by T. Thompson),,46,48
172,2,4:17.0,,T. Thompson misses free throw 1 of 2,46,48
173,2,4:17.0,,Offensive rebound by Team,46,48
174,2,4:17.0,,T. Thompson misses free throw 2 of 2,46,48
175,2,4:17.0,S. Hawes enters the game for C. Zeller,,46,48
176,2,4:16.0,Defensive rebound by M. Williams,,46,48
177,2,4:04.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,46,48
178,2,4:01.0,,Defensive rebound by K. Love,46,48
179,2,3:52.0,,Turnover by I. Shumpert (bad pass; steal by M. Kidd-Gilchrist),46,48
180,2,3:42.0,K. Walker makes 2-pt layup from 1 ft,,48,48
181,2,3:34.0,,Shooting foul by N. Batum (drawn by T. Thompson),48,48
182,2,3:34.0,,T. Thompson makes free throw 1 of 2,48,49
183,2,3:34.0,,T. Thompson misses free throw 2 of 2,48,49
184,2,3:34.0,,K. Felder enters the game for I. Shumpert,48,49
185,2,3:32.0,Defensive rebound by M. Williams,,48,49
186,2,3:18.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,50,49
187,2,3:06.0,,L. James misses 2-pt layup from 2 ft,50,49
188,2,3:04.0,Defensive rebound by M. Williams,,50,49
189,2,2:56.0,M. Williams misses 2-pt jump shot from 7 ft,,50,49
190,2,2:53.0,,Defensive rebound by L. James,50,49
191,2,2:49.0,,L. James misses 3-pt jump shot from 25 ft,50,49
192,2,2:48.0,,Offensive rebound by K. Love,50,49
193,2,2:40.0,,K. Felder misses 2-pt layup from 1 ft,50,49
194,2,2:38.0,Defensive rebound by S. Hawes,,50,49
195,2,2:35.0,Official timeout,,50,49
196,2,2:35.0,Technical foul by Team,,50,49
197,2,2:35.0,,K. Irving makes technical free throw,50,50
198,2,2:35.0,,M. Dunleavy enters the game for K. Irving,50,50
199,2,2:29.0,N. Batum makes 2-pt jump shot from 14 ft (assist by M. Williams),,52,50
200,2,2:14.0,,Turnover by L. James (bad pass; steal by S. Hawes),52,50
201,2,2:06.0,M. Williams misses 3-pt jump shot from 25 ft,,52,50
202,2,2:05.0,,Defensive rebound by L. James,52,50
203,2,1:50.0,,K. Felder misses 2-pt jump shot from 17 ft,52,50
204,2,1:48.0,,Offensive rebound by Team,52,50
205,2,1:27.0,,M. Dunleavy misses 2-pt jump shot from 7 ft,52,50
206,2,1:25.0,Defensive rebound by N. Batum,,52,50
207,2,1:11.0,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),,54,50
208,2,1:00.0,,M. Dunleavy makes 2-pt layup at rim (assist by K. Love),54,52
209,2,0:42.0,S. Hawes misses 2-pt layup at rim,,54,52
210,2,0:40.0,Offensive rebound by S. Hawes,,54,52
211,2,0:36.0,K. Walker misses 3-pt jump shot from 25 ft,,54,52
212,2,0:36.0,,Defensive rebound by T. Thompson,54,52
213,2,0:13.0,,K. Felder misses 2-pt layup from 3 ft,54,52
214,2,0:11.0,Defensive rebound by K. Walker,,54,52
215,2,0:06.0,S. Hawes misses 2-pt dunk at rim,,54,52
216,2,0:03.0,,Defensive rebound by M. Dunleavy,54,52
217,2,0:00.0,,K. Love misses 2-pt jump shot from 19 ft,54,52
218,2,0:00.0,,Offensive rebound by Team,54,52
219,3,11:45.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,57,52
220,3,11:30.0,,L. James misses 3-pt jump shot from 24 ft,57,52
221,3,11:29.0,Defensive rebound by N. Batum,,57,52
222,3,11:21.0,,Offensive charge foul by C. Zeller (drawn by L. James),57,52
223,3,11:21.0,Turnover by C. Zeller (offensive foul),,57,52
224,3,10:59.0,,L. James misses 2-pt jump shot from 17 ft,57,52
225,3,10:58.0,Defensive rebound by N. Batum,,57,52
226,3,10:51.0,Personal block foul by M. Dunleavy (drawn by M. Kidd-Gilchrist),,57,52
227,3,10:51.0,R. Hibbert enters the game for C. Zeller,,57,52
228,3,10:43.0,N. Batum misses 3-pt jump shot from 25 ft,,57,52
229,3,10:42.0,,Defensive rebound by K. Irving,57,52
230,3,10:30.0,,L. James makes 2-pt jump shot from 6 ft,57,54
231,3,10:11.0,Turnover by N. Batum (bad pass; steal by K. Irving),,57,54
232,3,10:04.0,,M. Dunleavy misses 3-pt jump shot from 27 ft,57,54
233,3,10:02.0,,Offensive rebound by K. Irving,57,54
234,3,10:01.0,,K. Irving misses 2-pt jump shot from 15 ft,57,54
235,3,10:01.0,Defensive rebound by Team,,57,54
236,3,9:43.0,R. Hibbert misses 2-pt hook shot from 10 ft,,57,54
237,3,9:42.0,,Defensive rebound by T. Thompson,57,54
238,3,9:37.0,,M. Dunleavy misses 2-pt layup from 2 ft,57,54
239,3,9:36.0,,Offensive rebound by T. Thompson,57,54
240,3,9:36.0,,T. Thompson makes 2-pt dunk at rim,57,56
241,3,9:18.0,K. Walker misses 2-pt jump shot from 15 ft,,57,56
242,3,9:16.0,,Defensive rebound by M. Dunleavy,57,56
243,3,9:10.0,,L. James misses 2-pt layup from 1 ft,57,56
244,3,9:10.0,Defensive rebound by Team,,57,56
245,3,8:56.0,M. Williams makes 2-pt layup from 3 ft (assist by N. Batum),,59,56
246,3,8:56.0,Shooting foul by K. Love (drawn by M. Williams),,59,56
247,3,8:56.0,M. Williams makes free throw 1 of 1,,60,56
248,3,8:31.0,,L. James misses 2-pt jump shot from 21 ft,60,56
249,3,8:29.0,,Offensive rebound by K. Love,60,56
250,3,8:23.0,,K. Irving misses 3-pt jump shot from 26 ft,60,56
251,3,8:23.0,,Offensive rebound by K. Love,60,56
252,3,8:17.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,60,56
253,3,8:17.0,Defensive rebound by M. Kidd-Gilchrist,,60,56
254,3,8:00.0,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft (block by M. Dunleavy),,60,56
255,3,8:00.0,,Defensive rebound by Team,60,56
256,3,7:45.0,,K. Irving misses 2-pt layup from 1 ft,60,56
257,3,7:45.0,,Offensive rebound by T. Thompson,60,56
258,3,7:45.0,,Shooting foul by M. Kidd-Gilchrist (drawn by T. Thompson),60,56
259,3,7:45.0,,T. Thompson makes free throw 1 of 2,60,57
260,3,7:45.0,,T. Thompson misses free throw 2 of 2,60,57
261,3,7:44.0,Defensive rebound by M. Kidd-Gilchrist,,60,57
262,3,7:25.0,M. Williams makes 2-pt layup at rim (assist by N. Batum),,62,57
263,3,7:17.0,,Personal foul by K. Walker (drawn by K. Irving),62,57
264,3,7:07.0,,K. Irving makes 2-pt jump shot from 12 ft,62,59
265,3,6:49.0,K. Walker misses 2-pt jump shot from 17 ft,,62,59
266,3,6:49.0,,Defensive rebound by Team,62,59
267,3,6:35.0,,K. Irving makes 3-pt jump shot from 25 ft,62,62
268,3,6:19.0,N. Batum makes 2-pt jump shot from 11 ft (assist by K. Walker),,64,62
269,3,6:19.0,Shooting foul by M. Dunleavy (drawn by N. Batum),,64,62
270,3,6:19.0,N. Batum makes free throw 1 of 1,,65,62
271,3,6:02.0,,K. Irving makes 2-pt jump shot from 16 ft (assist by K. Love),65,64
272,3,5:40.0,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,,65,64
273,3,5:40.0,,Defensive rebound by K. Love,65,64
274,3,5:32.0,,K. Irving misses 3-pt jump shot from 29 ft,65,64
275,3,5:31.0,Defensive rebound by N. Batum,,65,64
276,3,5:20.0,K. Walker misses 2-pt layup from 1 ft (block by T. Thompson),,65,64
277,3,5:18.0,,Defensive rebound by T. Thompson,65,64
278,3,5:12.0,,L. James misses 2-pt layup from 1 ft (block by R. Hibbert),65,64
279,3,5:11.0,Defensive rebound by M. Kidd-Gilchrist,,65,64
280,3,5:08.0,Shooting foul by K. Love (drawn by M. Kidd-Gilchrist),,65,64
281,3,5:08.0,,Cleveland full timeout,65,64
282,3,5:08.0,M. Kidd-Gilchrist makes free throw 1 of 2,,66,64
283,3,5:08.0,F. Kaminsky enters the game for M. Williams,,65,64
284,3,5:08.0,S. Hawes enters the game for R. Hibbert,,65,64
285,3,5:08.0,,I. Shumpert enters the game for M. Dunleavy,65,64
286,3,5:08.0,M. Kidd-Gilchrist makes free throw 2 of 2,,67,64
287,3,4:51.0,,K. Love misses 2-pt layup at rim,67,64
288,3,4:48.0,,Offensive rebound by T. Thompson,67,64
289,3,4:40.0,,Personal block foul by M. Kidd-Gilchrist (drawn by K. Irving),67,64
290,3,4:33.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),67,66
291,3,4:15.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,67,66
292,3,4:15.0,,Defensive rebound by K. Love,67,66
293,3,4:06.0,,K. Irving misses 2-pt layup from 1 ft,67,66
294,3,4:04.0,Defensive rebound by F. Kaminsky,,67,66
295,3,3:47.0,M. Kidd-Gilchrist misses 2-pt hook shot from 5 ft,,67,66
296,3,3:45.0,,Defensive rebound by T. Thompson,67,66
297,3,3:37.0,,I. Shumpert misses 3-pt jump shot from 23 ft,67,66
298,3,3:37.0,Defensive rebound by F. Kaminsky,,67,66
299,3,3:24.0,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),,70,66
300,3,2:58.0,,K. Irving misses 2-pt jump shot from 10 ft,70,66
301,3,2:58.0,Defensive rebound by Team,,70,66
302,3,2:58.0,Charlotte full timeout,,70,66
303,3,2:58.0,M. Belinelli enters the game for N. Batum,,70,66
304,3,2:58.0,,R. Jefferson enters the game for L. James,70,66
305,3,2:58.0,,C. Frye enters the game for K. Love,70,66
306,3,2:46.0,K. Walker misses 2-pt jump shot from 16 ft,,70,66
307,3,2:44.0,,Defensive rebound by T. Thompson,70,66
308,3,2:37.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Irving),70,69
309,3,2:11.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,70,69
310,3,2:08.0,,Defensive rebound by T. Thompson,70,69
311,3,1:54.0,,K. Irving misses 3-pt jump shot from 24 ft,70,69
312,3,1:53.0,,Offensive rebound by K. Irving,70,69
313,3,1:37.0,,Offensive foul by C. Frye (drawn by M. Belinelli),70,69
314,3,1:37.0,,Turnover by C. Frye (offensive foul),70,69
315,3,1:37.0,R. Sessions enters the game for K. Walker,,70,69
316,3,1:37.0,,J. McRae enters the game for T. Thompson,70,69
317,3,1:32.0,N. Batum enters the game for M. Kidd-Gilchrist,,70,69
318,3,1:14.0,N. Batum makes 2-pt jump shot from 13 ft,,72,69
319,3,1:00.0,,I. Shumpert makes 2-pt layup from 1 ft (assist by R. Jefferson),72,71
320,3,0:46.0,N. Batum misses 2-pt jump shot from 23 ft,,72,71
321,3,0:45.0,,Defensive rebound by Team,72,71
322,3,0:30.0,,R. Jefferson misses 2-pt jump shot from 8 ft,72,71
323,3,0:28.0,Defensive rebound by S. Hawes,,72,71
324,3,0:09.0,R. Sessions misses 2-pt jump shot from 11 ft,,72,71
325,3,0:08.0,,Defensive rebound by C. Frye,72,71
326,3,0:01.0,,J. McRae misses 3-pt jump shot from 23 ft,72,71
327,3,0:00.0,Defensive rebound by F. Kaminsky,,72,71
328,4,11:43.0,,Turnover by I. Shumpert (bad pass; steal by R. Sessions),72,71
329,4,11:39.0,S. Hawes misses 2-pt layup from 1 ft (block by C. Frye),,72,71
330,4,11:39.0,Offensive rebound by Team,,72,71
331,4,11:27.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft,,74,71
332,4,11:04.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by J. McRae),74,74
333,4,10:45.0,R. Sessions misses 2-pt jump shot from 5 ft,,74,74
334,4,10:42.0,,Defensive rebound by J. McRae,74,74
335,4,10:29.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),74,77
336,4,10:01.0,F. Kaminsky misses 2-pt jump shot from 5 ft (block by L. James),,74,77
337,4,9:59.0,,Defensive rebound by J. McRae,74,77
338,4,9:46.0,,J. McRae misses 3-pt jump shot from 26 ft,74,77
339,4,9:45.0,,Offensive rebound by R. Jefferson,74,77
340,4,9:44.0,,R. Jefferson makes 2-pt layup from 1 ft,74,79
341,4,9:44.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Jefferson),74,79
342,4,9:44.0,,R. Jefferson misses free throw 1 of 1,74,79
343,4,9:43.0,Defensive rebound by M. Kidd-Gilchrist,,74,79
344,4,9:27.0,R. Sessions makes 2-pt layup from 2 ft (assist by M. Belinelli),,76,79
345,4,9:19.0,,L. James makes 2-pt layup from 1 ft,76,81
346,4,9:19.0,Charlotte full timeout,,76,81
347,4,9:00.0,F. Kaminsky makes 2-pt layup at rim,,78,81
348,4,8:39.0,,L. James misses 2-pt jump shot from 23 ft,78,81
349,4,8:37.0,Defensive rebound by S. Hawes,,78,81
350,4,8:28.0,R. Sessions misses 2-pt layup from 1 ft,,78,81
351,4,8:26.0,,Defensive rebound by C. Frye,78,81
352,4,8:21.0,,C. Frye misses 3-pt jump shot from 25 ft,78,81
353,4,8:20.0,Defensive rebound by M. Kidd-Gilchrist,,78,81
354,4,8:12.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,78,81
355,4,8:12.0,Offensive rebound by Team,,78,81
356,4,8:12.0,,Loose ball foul by C. Frye (drawn by M. Kidd-Gilchrist),78,81
357,4,8:09.0,M. Belinelli misses 2-pt jump shot from 21 ft,,78,81
358,4,8:08.0,,Defensive rebound by R. Jefferson,78,81
359,4,8:00.0,,Personal foul by S. Hawes (drawn by L. James),78,81
360,4,7:54.0,,C. Frye misses 2-pt dunk at rim (block by S. Hawes),78,81
361,4,7:54.0,,Offensive rebound by Team,78,81
362,4,7:40.0,,L. James makes 2-pt jump shot from 7 ft,78,83
363,4,7:24.0,M. Belinelli misses 2-pt jump shot from 6 ft (block by I. Shumpert),,78,83
364,4,7:24.0,Offensive rebound by Team,,78,83
365,4,7:18.0,M. Belinelli misses 2-pt jump shot from 18 ft,,78,83
366,4,7:16.0,,Defensive rebound by R. Jefferson,78,83
367,4,7:08.0,,C. Frye misses 3-pt jump shot from 26 ft,78,83
368,4,7:07.0,Defensive rebound by F. Kaminsky,,78,83
369,4,6:54.0,Turnover by S. Hawes (3 sec),,78,83
370,4,6:29.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. McRae),78,86
371,4,6:11.0,S. Hawes makes 2-pt jump shot from 13 ft (assist by M. Kidd-Gilchrist),,80,86
372,4,5:44.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by L. James),80,89
373,4,5:44.0,Charlotte full timeout,,80,89
374,4,5:44.0,Official timeout,,80,89
375,4,5:44.0,M. Williams enters the game for M. Belinelli,,80,89
376,4,5:44.0,K. Walker enters the game for R. Sessions,,80,89
377,4,5:44.0,N. Batum enters the game for S. Hawes,,80,89
378,4,5:22.0,K. Walker misses 3-pt jump shot from 26 ft,,80,89
379,4,5:22.0,,Defensive rebound by I. Shumpert,80,89
380,4,5:03.0,,I. Shumpert misses 3-pt jump shot from 25 ft,80,89
381,4,5:03.0,,Offensive rebound by Team,80,89
382,4,5:03.0,Loose ball foul by M. Kidd-Gilchrist (drawn by C. Frye),,80,89
