,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PORTLAND_ACTION,NEW YORK_SCORE,PORTLAND_SCORE
41,1,7:08.0,W. Hernangómez misses 2-pt jump shot from 8 ft,,4,12
42,1,7:08.0,Offensive rebound by M. Kuzminskas,,4,12
43,1,7:08.0,Shooting foul by N. Vonleh (drawn by M. Kuzminskas),,4,12
44,1,7:08.0,M. Kuzminskas makes free throw 1 of 2,,5,12
45,1,7:08.0,M. Kuzminskas makes free throw 2 of 2,,6,12
46,1,6:49.0,,N. Vonleh misses 2-pt dunk at rim (block by W. Hernangómez),6,12
47,1,6:49.0,Defensive rebound by W. Hernangómez,,6,12
48,1,6:38.0,W. Hernangómez makes 2-pt layup from 2 ft,,8,12
49,1,6:38.0,Shooting foul by J. Nurkić (drawn by W. Hernangómez),,8,12
50,1,6:38.0,W. Hernangómez misses free throw 1 of 1,,8,12
51,1,6:36.0,Offensive rebound by K. Porziņģis,,8,12
52,1,6:32.0,M. Kuzminskas makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),,11,12
53,1,6:17.0,,Personal foul by W. Hernangómez (drawn by J. Nurkić),11,12
54,1,6:11.0,,D. Lillard makes 2-pt jump shot from 16 ft,11,14
55,1,5:57.0,M. Kuzminskas makes 3-pt jump shot from 24 ft (assist by R. Baker),,14,14
56,1,5:43.0,,Shooting foul by R. Baker (drawn by D. Lillard),14,14
57,1,5:43.0,,D. Lillard makes free throw 1 of 3,14,15
58,1,5:43.0,,D. Lillard makes free throw 2 of 3,14,16
59,1,5:43.0,C. Randle enters the game for R. Baker,,14,16
60,1,5:43.0,,A. Aminu enters the game for N. Vonleh,14,16
61,1,5:43.0,,A. Crabbe enters the game for C. McCollum,14,16
62,1,5:43.0,,D. Lillard makes free throw 3 of 3,14,17
63,1,5:22.0,C. Randle misses 3-pt jump shot from 25 ft,,14,17
64,1,5:21.0,,Defensive rebound by M. Harkless,14,17
65,1,5:13.0,,D. Lillard makes 3-pt jump shot from 25 ft,14,20
66,1,4:52.0,W. Hernangómez makes 2-pt jump shot from 13 ft (assist by C. Lee),,16,20
67,1,4:32.0,,Shooting foul by C. Lee (drawn by J. Nurkić),16,20
68,1,4:32.0,,J. Nurkić makes 2-pt jump shot from 3 ft,16,22
69,1,4:32.0,,J. Nurkić misses free throw 1 of 1,16,22
70,1,4:30.0,Defensive rebound by W. Hernangómez,,16,22
71,1,4:15.0,W. Hernangómez misses 2-pt layup from 3 ft,,16,22
72,1,4:14.0,,Defensive rebound by A. Aminu,16,22
73,1,4:05.0,,J. Nurkić makes 2-pt hook shot from 1 ft (assist by D. Lillard),16,24
74,1,3:54.0,J. Holiday enters the game for C. Lee,,16,24
75,1,3:54.0,K. O'Quinn enters the game for W. Hernangómez,,16,24
76,1,3:54.0,,M. Leonard enters the game for J. Nurkić,16,24
77,1,3:50.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,16,24
78,1,3:49.0,Offensive rebound by K. Porziņģis,,16,24
79,1,3:44.0,K. Porziņģis misses 2-pt hook shot from 7 ft,,16,24
80,1,3:42.0,,Defensive rebound by A. Aminu,16,24
81,1,3:27.0,,D. Lillard misses 2-pt layup from 3 ft (block by K. Porziņģis),16,24
82,1,3:26.0,Defensive rebound by K. Porziņģis,,16,24
83,1,3:24.0,Personal foul by M. Harkless (drawn by M. Kuzminskas),,16,24
84,1,3:24.0,,E. Turner enters the game for M. Harkless,16,24
85,1,3:18.0,K. O'Quinn misses 2-pt jump shot from 21 ft,,16,24
86,1,3:17.0,,Defensive rebound by D. Lillard,16,24
87,1,3:11.0,,D. Lillard makes 3-pt jump shot from 26 ft,16,27
88,1,2:51.0,K. Porziņģis makes 2-pt jump shot from 4 ft,,18,27
89,1,2:32.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),18,30
90,1,2:18.0,Shooting foul by A. Aminu (drawn by K. Porziņģis),,18,30
91,1,2:18.0,,Portland full timeout,18,30
92,1,2:18.0,K. Porziņģis makes free throw 1 of 2,,19,30
93,1,2:18.0,,C. McCollum enters the game for D. Lillard,18,30
94,1,2:18.0,K. Porziņģis makes free throw 2 of 2,,20,30
95,1,2:03.0,,Shooting foul by K. O'Quinn (drawn by A. Aminu),20,30
96,1,2:03.0,,A. Aminu misses free throw 1 of 2,20,30
97,1,2:03.0,,Offensive rebound by Team,20,30
98,1,2:03.0,,A. Aminu misses free throw 2 of 2,20,30
99,1,2:03.0,S. Vujačić enters the game for M. Kuzminskas,,20,30
100,1,2:02.0,Defensive rebound by K. O'Quinn,,20,30
101,1,1:45.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,20,30
102,1,1:44.0,,Defensive rebound by A. Aminu,20,30
103,1,1:33.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by M. Leonard),20,33
104,1,1:18.0,J. Holiday misses 2-pt jump shot from 19 ft,,20,33
105,1,1:17.0,,Defensive rebound by A. Aminu,20,33
106,1,1:09.0,,E. Turner misses 2-pt layup from 2 ft,20,33
107,1,1:08.0,Defensive rebound by C. Randle,,20,33
108,1,1:00.0,K. O'Quinn misses 2-pt jump shot from 20 ft,,20,33
109,1,1:00.0,,Defensive rebound by A. Aminu,20,33
110,1,0:53.0,,C. McCollum makes 2-pt jump shot from 13 ft,20,35
111,1,0:44.0,S. Vujačić misses 2-pt layup from 2 ft,,20,35
112,1,0:44.0,Offensive rebound by C. Randle,,20,35
113,1,0:44.0,C. Randle makes 2-pt layup from 1 ft,,22,35
114,1,0:44.0,Shooting foul by M. Leonard (drawn by C. Randle),,22,35
115,1,0:44.0,C. Randle makes free throw 1 of 1,,23,35
116,1,0:42.0,,Turnover by A. Aminu (bad pass),23,35
117,1,0:33.0,K. O'Quinn misses 2-pt jump shot from 15 ft,,23,35
118,1,0:32.0,,Defensive rebound by E. Turner,23,35
119,1,0:16.0,,A. Crabbe misses 2-pt jump shot from 11 ft,23,35
120,1,0:16.0,,Offensive rebound by A. Aminu,23,35
121,1,0:14.0,,A. Aminu makes 2-pt hook shot from 4 ft,23,37
122,1,0:01.0,Turnover by K. Porziņģis (lost ball; steal by A. Aminu),,23,37
123,1,0:00.0,,A. Aminu misses 3-pt jump shot from 46 ft,23,37
124,1,0:00.0,,Offensive rebound by Team,23,37
125,2,11:50.0,S. Vujačić misses 2-pt jump shot from 17 ft (block by A. Crabbe),,23,37
126,2,11:49.0,,Defensive rebound by E. Turner,23,37
127,2,11:31.0,,C. McCollum misses 2-pt jump shot from 11 ft (block by K. O'Quinn),23,37
128,2,11:30.0,,Offensive rebound by C. McCollum,23,37
129,2,11:26.0,,E. Turner makes 2-pt dunk at rim (assist by C. McCollum),23,39
130,2,11:12.0,Shooting foul by A. Crabbe (drawn by S. Vujačić),,23,39
131,2,11:12.0,S. Vujačić makes free throw 1 of 2,,24,39
132,2,11:12.0,S. Vujačić makes free throw 2 of 2,,25,39
133,2,10:55.0,,Turnover by M. Leonard (bad pass; steal by J. Holiday),25,39
134,2,10:34.0,C. Randle misses 3-pt jump shot from 27 ft,,25,39
135,2,10:34.0,,Defensive rebound by C. McCollum,25,39
136,2,10:33.0,,Personal foul by M. Kuzminskas,25,39
137,2,10:24.0,,Personal foul by S. Vujačić (drawn by E. Turner),25,39
138,2,10:24.0,W. Hernangómez enters the game for K. O'Quinn,,25,39
139,2,10:24.0,C. Lee enters the game for C. Randle,,25,39
140,2,10:16.0,,C. McCollum misses 3-pt jump shot from 25 ft,25,39
141,2,10:15.0,Defensive rebound by M. Kuzminskas,,25,39
142,2,9:55.0,J. Holiday makes 2-pt jump shot from 4 ft,,27,39
143,2,9:44.0,,E. Turner makes 2-pt jump shot from 20 ft,27,41
144,2,9:32.0,J. Holiday misses 3-pt jump shot from 25 ft,,27,41
145,2,9:30.0,,Defensive rebound by M. Leonard,27,41
146,2,9:16.0,,E. Turner makes 2-pt jump shot from 3 ft,27,43
147,2,8:57.0,W. Hernangómez makes 2-pt jump shot from 11 ft (assist by J. Holiday),,29,43
148,2,8:33.0,,A. Crabbe makes 2-pt layup from 1 ft,29,45
149,2,8:26.0,M. Kuzminskas makes 2-pt hook shot from 3 ft,,31,45
150,2,8:10.0,,Personal foul by S. Vujačić,31,45
151,2,8:10.0,Official timeout,,31,45
152,2,8:10.0,,N. Vonleh enters the game for M. Leonard,31,45
153,2,8:02.0,,A. Crabbe misses 2-pt jump shot from 23 ft,31,45
154,2,8:01.0,,Offensive rebound by N. Vonleh,31,45
155,2,8:00.0,,N. Vonleh makes 2-pt dunk at rim,31,47
156,2,7:43.0,S. Vujačić makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),,34,47
157,2,7:26.0,,N. Vonleh misses 2-pt layup from 2 ft (block by W. Hernangómez),34,47
158,2,7:25.0,Defensive rebound by M. Kuzminskas,,34,47
159,2,7:18.0,Turnover by J. Holiday (bad pass; steal by A. Aminu),,34,47
160,2,7:12.0,,Shooting foul by W. Hernangómez (drawn by A. Aminu),34,47
161,2,7:12.0,,A. Aminu makes free throw 1 of 2,34,48
162,2,7:12.0,,A. Aminu misses free throw 2 of 2,34,48
163,2,7:12.0,K. Porziņģis enters the game for J. Holiday,,34,48
164,2,7:11.0,Defensive rebound by W. Hernangómez,,34,48
165,2,6:53.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,34,48
166,2,6:52.0,,Defensive rebound by E. Turner,34,48
167,2,6:44.0,,A. Aminu misses 2-pt jump shot from 8 ft,34,48
168,2,6:43.0,Defensive rebound by K. Porziņģis,,34,48
169,2,6:19.0,C. Lee misses 2-pt jump shot from 20 ft,,34,48
170,2,6:18.0,,Defensive rebound by N. Vonleh,34,48
171,2,6:12.0,,Personal foul by M. Kuzminskas (drawn by E. Turner),34,48
172,2,6:12.0,,E. Turner makes free throw 1 of 2,34,49
173,2,6:12.0,,E. Turner makes free throw 2 of 2,34,50
174,2,5:53.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by C. Lee),,36,50
175,2,5:34.0,,C. McCollum misses 2-pt jump shot from 20 ft,36,50
176,2,5:33.0,Defensive rebound by S. Vujačić,,36,50
177,2,5:24.0,S. Vujačić misses 2-pt jump shot from 4 ft,,36,50
178,2,5:23.0,,Defensive rebound by A. Aminu,36,50
179,2,5:15.0,,C. McCollum misses 2-pt layup from 1 ft,36,50
180,2,5:15.0,,Offensive rebound by A. Aminu,36,50
181,2,5:15.0,,A. Aminu makes 2-pt layup from 1 ft,36,52
182,2,5:05.0,New York full timeout,,36,52
183,2,5:05.0,,D. Lillard enters the game for C. McCollum,36,52
184,2,5:05.0,,J. Nurkić enters the game for A. Aminu,36,52
185,2,4:57.0,Personal foul by J. Nurkić (drawn by W. Hernangómez),,36,52
186,2,4:45.0,W. Hernangómez makes 2-pt jump shot from 6 ft,,38,52
187,2,4:23.0,,A. Crabbe misses 2-pt jump shot from 3 ft,38,52
188,2,4:23.0,,Offensive rebound by N. Vonleh,38,52
189,2,4:21.0,,N. Vonleh makes 2-pt dunk at rim,38,54
190,2,4:09.0,Offensive foul by M. Kuzminskas (drawn by N. Vonleh),,38,54
191,2,4:09.0,Turnover by M. Kuzminskas (offensive foul),,38,54
192,2,4:09.0,,M. Harkless enters the game for E. Turner,38,54
193,2,4:09.0,R. Baker enters the game for M. Kuzminskas,,38,54
194,2,3:53.0,,J. Nurkić makes 2-pt dunk at rim,38,56
195,2,3:37.0,R. Baker misses 3-pt jump shot from 24 ft,,38,56
196,2,3:36.0,,Defensive rebound by M. Harkless,38,56
197,2,3:26.0,,Shooting foul by K. Porziņģis (drawn by J. Nurkić),38,56
198,2,3:26.0,,J. Nurkić misses free throw 1 of 2,38,56
199,2,3:26.0,,Offensive rebound by Team,38,56
200,2,3:26.0,,J. Nurkić makes free throw 2 of 2,38,57
201,2,3:06.0,W. Hernangómez misses 2-pt layup from 1 ft,,38,57
202,2,3:06.0,,Defensive rebound by N. Vonleh,38,57
203,2,2:55.0,,Turnover by M. Harkless (bad pass; steal by C. Lee),38,57
204,2,2:54.0,Shooting foul by J. Nurkić (drawn by C. Lee),,38,57
205,2,2:54.0,,Portland full timeout,38,57
206,2,2:54.0,C. Lee makes free throw 1 of 2,,39,57
207,2,2:54.0,,A. Aminu enters the game for J. Nurkić,38,57
208,2,2:54.0,M. Plumlee enters the game for W. Hernangómez,,38,57
209,2,2:54.0,C. Lee makes free throw 2 of 2,,40,57
210,2,2:40.0,,Offensive foul by N. Vonleh (drawn by R. Baker),40,57
211,2,2:40.0,,Turnover by N. Vonleh (offensive foul),40,57
212,2,2:27.0,M. Plumlee misses 2-pt hook shot from 3 ft,,40,57
213,2,2:26.0,Offensive rebound by M. Plumlee,,40,57
214,2,2:13.0,C. Lee misses 3-pt jump shot from 25 ft,,40,57
215,2,2:12.0,,Defensive rebound by D. Lillard,40,57
216,2,2:01.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Lillard),40,60
217,2,1:36.0,K. Porziņģis makes 2-pt jump shot from 18 ft,,42,60
218,2,1:13.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Harkless),42,63
219,2,0:57.0,S. Vujačić makes 2-pt jump shot from 23 ft (assist by R. Baker),,44,63
220,2,0:38.0,,D. Lillard makes 2-pt layup from 1 ft,44,65
221,2,0:33.0,R. Baker makes 2-pt layup from 2 ft,,46,65
222,2,0:32.0,,Personal block foul by C. Lee (drawn by D. Lillard),46,65
223,2,0:32.0,,D. Lillard makes free throw 1 of 2,46,66
224,2,0:32.0,,D. Lillard makes free throw 2 of 2,46,67
225,2,0:15.0,R. Baker misses 2-pt jump shot from 8 ft,,46,67
226,2,0:14.0,,Defensive rebound by N. Vonleh,46,67
227,2,0:00.0,,D. Lillard misses 3-pt jump shot from 27 ft,46,67
228,2,0:00.0,,Offensive rebound by Team,46,67
229,3,11:45.0,R. Baker misses 2-pt jump shot from 20 ft,,46,67
230,3,11:45.0,,Defensive rebound by C. McCollum,46,67
231,3,11:29.0,,N. Vonleh misses 2-pt jump shot from 18 ft,46,67
232,3,11:28.0,Defensive rebound by W. Hernangómez,,46,67
233,3,11:28.0,Personal foul by J. Nurkić (drawn by W. Hernangómez),,46,67
234,3,11:18.0,K. Porziņģis makes 2-pt jump shot from 19 ft,,48,67
235,3,10:59.0,,D. Lillard misses 2-pt jump shot from 3 ft,48,67
236,3,10:59.0,Defensive rebound by M. Kuzminskas,,48,67
237,3,10:44.0,Personal foul by M. Harkless (drawn by K. Porziņģis),,48,67
238,3,10:39.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,48,67
239,3,10:37.0,,Defensive rebound by N. Vonleh,48,67
240,3,10:31.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),48,69
241,3,10:17.0,M. Kuzminskas misses 2-pt layup from 1 ft,,48,69
242,3,10:17.0,Offensive rebound by Team,,48,69
243,3,10:12.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,48,69
244,3,10:12.0,Offensive rebound by Team,,48,69
245,3,10:12.0,,Loose ball foul by M. Harkless (drawn by M. Kuzminskas),48,69
246,3,10:04.0,C. Lee makes 2-pt jump shot from 10 ft (assist by W. Hernangómez),,50,69
247,3,9:48.0,,N. Vonleh misses 2-pt layup from 2 ft (block by R. Baker),50,69
248,3,9:47.0,,Offensive rebound by N. Vonleh,50,69
249,3,9:40.0,,Turnover by M. Harkless (bad pass; steal by R. Baker),50,69
250,3,9:34.0,R. Baker misses 2-pt jump shot from 24 ft,,50,69
251,3,9:32.0,,Defensive rebound by D. Lillard,50,69
252,3,9:17.0,,M. Harkless makes 2-pt layup from 1 ft (assist by J. Nurkić),50,71
253,3,8:59.0,C. Lee misses 3-pt jump shot from 25 ft,,50,71
254,3,8:58.0,,Defensive rebound by J. Nurkić,50,71
255,3,8:52.0,,Shooting block foul by K. Porziņģis (drawn by M. Harkless),50,71
256,3,8:52.0,,M. Harkless makes free throw 1 of 2,50,72
257,3,8:52.0,,M. Harkless makes free throw 2 of 2,50,73
258,3,8:33.0,K. Porziņģis makes 2-pt jump shot from 12 ft,,52,73
259,3,8:10.0,,J. Nurkić misses 2-pt jump shot from 20 ft,52,73
260,3,8:09.0,Defensive rebound by W. Hernangómez,,52,73
261,3,7:59.0,C. Lee misses 3-pt jump shot from 24 ft,,52,73
262,3,7:58.0,,Defensive rebound by N. Vonleh,52,73
263,3,7:43.0,,Turnover by C. McCollum (lost ball),52,73
264,3,7:30.0,R. Baker misses 2-pt jump shot from 19 ft,,52,73
265,3,7:30.0,Offensive rebound by Team,,52,73
266,3,7:30.0,,Loose ball foul by N. Vonleh (drawn by K. Porziņģis),52,73
267,3,7:23.0,Personal foul by C. McCollum,,52,73
268,3,7:23.0,M. Kuzminskas makes free throw 1 of 2,,53,73
269,3,7:23.0,M. Kuzminskas makes free throw 2 of 2,,54,73
270,3,7:07.0,,D. Lillard makes 3-pt jump shot from 24 ft,54,76
271,3,6:54.0,Personal foul by M. Harkless (drawn by M. Kuzminskas),,54,76
272,3,6:54.0,M. Kuzminskas makes free throw 1 of 2,,55,76
273,3,6:54.0,,A. Crabbe enters the game for M. Harkless,55,76
274,3,6:54.0,K. O'Quinn enters the game for W. Hernangómez,,55,76
275,3,6:54.0,M. Kuzminskas makes free throw 2 of 2,,56,76
276,3,6:36.0,,Def 3 sec tech foul by K. Porziņģis,56,76
277,3,6:36.0,,D. Lillard makes technical free throw,56,77
278,3,6:33.0,,C. McCollum misses 3-pt jump shot from 23 ft,56,77
279,3,6:32.0,,Offensive rebound by J. Nurkić,56,77
280,3,6:27.0,,D. Lillard misses 2-pt jump shot from 21 ft (block by K. Porziņģis),56,77
281,3,6:26.0,Defensive rebound by K. O'Quinn,,56,77
282,3,6:10.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,56,77
283,3,6:09.0,,Defensive rebound by D. Lillard,56,77
284,3,6:03.0,,Turnover by D. Lillard (bad pass; steal by K. Porziņģis),56,77
285,3,5:52.0,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by C. Lee),,58,77
286,3,5:52.0,,Portland full timeout,58,77
287,3,5:52.0,,A. Aminu enters the game for J. Nurkić,58,77
288,3,5:36.0,,A. Crabbe misses 2-pt layup from 1 ft,58,77
289,3,5:36.0,Defensive rebound by K. O'Quinn,,58,77
290,3,5:25.0,Turnover by R. Baker (bad pass),,58,77
291,3,5:25.0,,E. Turner enters the game for C. McCollum,58,77
292,3,5:09.0,,Turnover by D. Lillard (bad pass; steal by M. Kuzminskas),58,77
293,3,5:01.0,K. Porziņģis makes 2-pt layup from 3 ft (assist by M. Kuzminskas),,60,77
294,3,4:41.0,,A. Aminu misses 3-pt jump shot from 24 ft,60,77
295,3,4:41.0,Defensive rebound by K. O'Quinn,,60,77
296,3,4:22.0,M. Kuzminskas misses 3-pt jump shot from 24 ft,,60,77
297,3,4:20.0,Offensive rebound by K. Porziņģis,,60,77
298,3,4:18.0,K. Porziņģis misses 2-pt jump shot from 2 ft,,60,77
299,3,4:18.0,,Defensive rebound by E. Turner,60,77
300,3,4:10.0,,A. Aminu misses 2-pt layup from 1 ft,60,77
301,3,4:09.0,Defensive rebound by K. O'Quinn,,60,77
302,3,4:05.0,C. Lee makes 2-pt layup from 2 ft (assist by R. Baker),,62,77
303,3,3:43.0,,A. Aminu misses 2-pt jump shot from 3 ft (block by K. O'Quinn),62,77
304,3,3:42.0,Defensive rebound by C. Lee,,62,77
305,3,3:39.0,R. Baker makes 2-pt layup from 2 ft (assist by K. O'Quinn),,64,77
306,3,3:39.0,,Portland full timeout,64,77
307,3,3:39.0,J. Holiday enters the game for K. Porziņģis,,64,77
308,3,3:20.0,,D. Lillard misses 3-pt jump shot from 25 ft,64,77
309,3,3:19.0,Defensive rebound by M. Kuzminskas,,64,77
310,3,2:58.0,Turnover by C. Lee (lost ball; steal by A. Crabbe),,64,77
311,3,2:53.0,,A. Aminu makes 2-pt dunk at rim (assist by A. Crabbe),64,79
312,3,2:38.0,Personal foul by A. Crabbe (drawn by C. Lee),,64,79
313,3,2:38.0,C. Lee makes free throw 1 of 2,,65,79
314,3,2:38.0,C. Lee makes free throw 2 of 2,,66,79
315,3,2:16.0,,Shooting foul by J. Holiday (drawn by E. Turner),66,79
316,3,2:16.0,,E. Turner makes free throw 1 of 2,66,80
317,3,2:16.0,,E. Turner makes free throw 2 of 2,66,81
318,3,2:04.0,J. Holiday makes 2-pt layup from 1 ft (assist by K. O'Quinn),,68,81
319,3,1:38.0,,E. Turner misses 2-pt jump shot from 12 ft,68,81
320,3,1:38.0,Defensive rebound by M. Kuzminskas,,68,81
321,3,1:31.0,J. Holiday misses 3-pt jump shot from 25 ft,,68,81
322,3,1:31.0,,Defensive rebound by Team,68,81
323,3,1:31.0,,C. McCollum enters the game for D. Lillard,68,81
324,3,1:31.0,,J. Nurkić enters the game for N. Vonleh,68,81
325,3,1:13.0,,C. McCollum misses 2-pt jump shot from 11 ft,68,81
326,3,1:12.0,Defensive rebound by M. Kuzminskas,,68,81
327,3,0:55.0,J. Holiday misses 2-pt jump shot from 7 ft,,68,81
328,3,0:54.0,,Defensive rebound by J. Nurkić,68,81
329,3,0:35.0,,Shooting foul by K. O'Quinn (drawn by C. McCollum),68,81
330,3,0:35.0,,C. McCollum makes free throw 1 of 2,68,82
331,3,0:35.0,New York full timeout,,68,82
332,3,0:35.0,,N. Vonleh enters the game for J. Nurkić,68,82
333,3,0:35.0,,C. McCollum makes free throw 2 of 2,68,83
334,3,0:21.0,R. Baker misses 2-pt jump shot from 23 ft (block by N. Vonleh),,68,83
335,3,0:20.0,,Defensive rebound by E. Turner,68,83
336,3,0:00.0,,C. McCollum makes 2-pt jump shot from 9 ft,68,85
337,4,11:38.0,,A. Aminu misses 3-pt jump shot from 26 ft,68,85
338,4,11:34.0,Defensive rebound by Team,,68,85
339,4,11:20.0,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by C. Randle),,70,85
340,4,11:01.0,,C. McCollum misses 3-pt jump shot from 25 ft,70,85
341,4,11:00.0,Defensive rebound by K. Porziņģis,,70,85
342,4,10:52.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,70,85
343,4,10:51.0,,Defensive rebound by A. Aminu,70,85
344,4,10:38.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Turner),70,88
345,4,10:19.0,C. Lee makes 2-pt jump shot from 19 ft (assist by J. Holiday),,72,88
346,4,10:06.0,,Turnover by J. Nurkić (bad pass),72,88
347,4,9:49.0,K. O'Quinn misses 2-pt jump shot from 22 ft,,72,88
348,4,9:47.0,,Defensive rebound by E. Turner,72,88
349,4,9:38.0,,A. Aminu misses 2-pt layup from 1 ft (block by K. Porziņģis),72,88
350,4,9:37.0,Defensive rebound by K. O'Quinn,,72,88
351,4,9:16.0,C. Lee makes 2-pt jump shot from 20 ft,,74,88
352,4,8:56.0,,C. McCollum misses 2-pt jump shot from 13 ft,74,88
353,4,8:55.0,,Offensive rebound by J. Nurkić,74,88
354,4,8:55.0,,J. Nurkić misses 2-pt layup from 1 ft,74,88
355,4,8:54.0,Defensive rebound by K. O'Quinn,,74,88
356,4,8:40.0,K. O'Quinn makes 2-pt dunk at rim (assist by C. Lee),,76,88
357,4,8:21.0,,J. Nurkić makes 2-pt hook shot from 2 ft,76,90
358,4,8:13.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,76,90
359,4,8:12.0,,Defensive rebound by J. Nurkić,76,90
360,4,8:01.0,,J. Nurkić misses 2-pt jump shot from 20 ft,76,90
361,4,8:00.0,Defensive rebound by K. Porziņģis,,76,90
362,4,7:46.0,C. Randle makes 2-pt jump shot from 8 ft,,78,90
363,4,7:24.0,,Shooting foul by J. Holiday (drawn by E. Turner),78,90
364,4,7:24.0,Official timeout,,78,90
365,4,7:24.0,,E. Turner misses free throw 1 of 2,78,90
366,4,7:24.0,,Offensive rebound by Team,78,90
367,4,7:24.0,,E. Turner misses free throw 2 of 2,78,90
368,4,7:24.0,,D. Lillard enters the game for A. Crabbe,78,90
369,4,7:22.0,Defensive rebound by K. Porziņģis,,78,90
370,4,7:02.0,Turnover by K. Porziņģis (lost ball; steal by E. Turner),,78,90
371,4,6:56.0,,Personal foul by J. Holiday,78,90
372,4,6:56.0,,A. Crabbe enters the game for E. Turner,78,90
373,4,6:47.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),78,92
374,4,6:38.0,Personal foul by A. Aminu (drawn by C. Lee),,78,92
375,4,6:38.0,,N. Vonleh enters the game for A. Aminu,78,92
376,4,6:34.0,C. Randle makes 3-pt jump shot from 25 ft,,81,92
377,4,6:13.0,,D. Lillard misses 2-pt jump shot from 4 ft,81,92
378,4,6:11.0,,Offensive rebound by A. Crabbe,81,92
