,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:42.0,Shooting foul by D. Sabonis (drawn by D. Finney-Smith),,0,0
1,1,11:42.0,D. Finney-Smith makes free throw 1 of 2,,1,0
2,1,11:42.0,D. Finney-Smith misses free throw 2 of 2,,1,0
3,1,11:41.0,,Defensive rebound by R. Westbrook,1,0
4,1,11:26.0,,S. Adams misses 2-pt hook shot from 8 ft,1,0
5,1,11:26.0,Defensive rebound by H. Barnes,,1,0
6,1,11:16.0,P. Jackson misses 2-pt jump shot from 21 ft,,1,0
7,1,11:15.0,,Defensive rebound by R. Westbrook,1,0
8,1,11:11.0,,Turnover by A. Roberson (step out of bounds),1,0
9,1,10:55.0,H. Barnes misses 2-pt jump shot from 18 ft,,1,0
10,1,10:55.0,,Defensive rebound by R. Westbrook,1,0
11,1,10:50.0,,Turnover by D. Sabonis (lost ball; steal by D. Finney-Smith),1,0
12,1,10:38.0,S. Curry misses 3-pt jump shot from 24 ft,,1,0
13,1,10:37.0,,Defensive rebound by A. Roberson,1,0
14,1,10:28.0,,Turnover by V. Oladipo (lost ball; steal by S. Curry),1,0
15,1,10:04.0,H. Barnes misses 2-pt jump shot from 14 ft,,1,0
16,1,10:04.0,,Defensive rebound by D. Sabonis,1,0
17,1,9:57.0,,V. Oladipo misses 2-pt jump shot from 21 ft,1,0
18,1,9:56.0,,Offensive rebound by S. Adams,1,0
19,1,9:56.0,,Personal foul by P. Jackson (drawn by S. Adams),1,0
20,1,9:47.0,Violation by A. Bogut (def goaltending),,1,0
21,1,9:47.0,,R. Westbrook makes 2-pt layup at rim,1,2
22,1,9:21.0,P. Jackson makes 3-pt jump shot from 25 ft (assist by S. Curry),,4,2
23,1,9:03.0,,R. Westbrook makes 2-pt jump shot from 17 ft (assist by V. Oladipo),4,4
24,1,8:48.0,P. Jackson misses 2-pt jump shot from 20 ft,,4,4
25,1,8:48.0,,Defensive rebound by D. Sabonis,4,4
26,1,8:43.0,,Personal foul by H. Barnes (drawn by S. Adams),4,4
27,1,8:34.0,,R. Westbrook misses 2-pt jump shot from 18 ft,4,4
28,1,8:34.0,Defensive rebound by P. Jackson,,4,4
29,1,8:18.0,P. Jackson makes 2-pt jump shot from 15 ft,,6,4
30,1,8:11.0,,Personal foul by A. Bogut (drawn by S. Adams),6,4
31,1,8:02.0,,R. Westbrook makes 3-pt jump shot from 24 ft,6,7
32,1,7:43.0,S. Curry makes 3-pt jump shot from 22 ft (assist by P. Jackson),,9,7
33,1,7:22.0,,R. Westbrook makes 2-pt jump shot from 13 ft,9,9
34,1,7:14.0,H. Barnes makes 2-pt layup at rim (assist by P. Jackson),,11,9
35,1,7:14.0,Shooting foul by S. Adams (drawn by H. Barnes),,11,9
36,1,7:14.0,H. Barnes makes free throw 1 of 1,,12,9
37,1,7:01.0,,V. Oladipo makes 2-pt jump shot from 18 ft,12,11
38,1,6:41.0,Personal foul by R. Westbrook (drawn by H. Barnes),,12,11
39,1,6:30.0,H. Barnes makes 2-pt jump shot from 19 ft,,14,11
40,1,6:10.0,,R. Westbrook misses 3-pt jump shot from 26 ft,14,11
41,1,6:09.0,Defensive rebound by A. Bogut,,14,11
42,1,5:53.0,A. Bogut misses 2-pt layup from 1 ft,,14,11
43,1,5:53.0,,Defensive rebound by A. Roberson,14,11
44,1,5:48.0,,V. Oladipo makes 2-pt jump shot from 16 ft (assist by A. Roberson),14,13
45,1,5:46.0,Dallas full timeout,,14,13
46,1,5:46.0,D. Harris enters the game for H. Barnes,,14,13
47,1,5:46.0,J. Anderson enters the game for A. Bogut,,14,13
48,1,5:46.0,S. Mejri enters the game for P. Jackson,,14,13
49,1,5:31.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,14,13
50,1,5:30.0,,Defensive rebound by A. Roberson,14,13
51,1,5:15.0,,D. Sabonis makes 2-pt hook shot from 3 ft,14,15
52,1,5:15.0,,Shooting foul by J. Anderson (drawn by D. Sabonis),14,15
53,1,5:15.0,,D. Sabonis makes free throw 1 of 1,14,16
54,1,5:01.0,J. Anderson misses 3-pt jump shot from 22 ft,,14,16
55,1,5:01.0,,Defensive rebound by R. Westbrook,14,16
56,1,4:53.0,,A. Roberson misses 3-pt jump shot from 22 ft,14,16
57,1,4:53.0,Defensive rebound by J. Anderson,,14,16
58,1,4:39.0,Turnover by D. Finney-Smith (bad pass; steal by R. Westbrook),,14,16
59,1,4:39.0,,Clear path foul by D. Harris,14,16
60,1,4:39.0,,R. Westbrook misses clear path free throw 1 of 2,14,16
61,1,4:39.0,,Offensive rebound by Team,14,16
62,1,4:39.0,,R. Westbrook makes clear path free throw 2 of 2,14,17
63,1,4:37.0,,Personal take foul by D. Harris (drawn by A. Roberson),14,17
64,1,4:37.0,,A. Roberson misses free throw 1 of 2,14,17
65,1,4:37.0,,Offensive rebound by Team,14,17
66,1,4:37.0,,Á. Abrines enters the game for V. Oladipo,14,17
67,1,4:37.0,,E. Freedom enters the game for D. Sabonis,14,17
68,1,4:37.0,,A. Roberson makes free throw 2 of 2,14,18
69,1,4:22.0,J. Anderson misses 2-pt jump shot from 4 ft,,14,18
70,1,4:21.0,,Defensive rebound by R. Westbrook,14,18
71,1,4:14.0,,A. Roberson misses 3-pt jump shot from 23 ft,14,18
72,1,4:13.0,Defensive rebound by J. Anderson,,14,18
73,1,3:49.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by S. Curry),,17,18
74,1,3:31.0,,Á. Abrines makes 3-pt jump shot from 24 ft (assist by E. Freedom),17,21
75,1,3:15.0,S. Curry misses 2-pt layup from 1 ft,,17,21
76,1,3:14.0,,Defensive rebound by A. Roberson,17,21
77,1,3:09.0,,Turnover by R. Westbrook (lost ball; steal by D. Harris),17,21
78,1,2:55.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Harris),,20,21
79,1,2:39.0,,Turnover by E. Freedom (lost ball; steal by D. Finney-Smith),20,21
80,1,2:27.0,J. Anderson misses 3-pt jump shot from 25 ft,,20,21
81,1,2:26.0,,Defensive rebound by E. Freedom,20,21
82,1,2:22.0,,Shooting foul by J. Anderson (drawn by Á. Abrines),20,21
83,1,2:22.0,,Oklahoma City full timeout,20,21
84,1,2:22.0,,Á. Abrines makes free throw 1 of 2,20,22
85,1,2:22.0,,C. Payne enters the game for S. Adams,20,21
86,1,2:22.0,,J. Lauvergne enters the game for R. Westbrook,20,21
87,1,2:22.0,P. Jackson enters the game for D. Finney-Smith,,20,21
88,1,2:22.0,H. Barnes enters the game for S. Curry,,20,21
89,1,2:22.0,,Á. Abrines makes free throw 2 of 2,20,23
90,1,2:11.0,Personal foul by A. Roberson (drawn by H. Barnes),,20,23
91,1,2:11.0,,J. Grant enters the game for A. Roberson,20,23
92,1,1:59.0,H. Barnes makes 2-pt hook shot from 8 ft,,22,23
93,1,1:46.0,,Turnover by E. Freedom (lost ball; steal by D. Harris),22,23
94,1,1:40.0,D. Harris misses 3-pt jump shot from 24 ft,,22,23
95,1,1:39.0,Offensive rebound by P. Jackson,,22,23
96,1,1:24.0,H. Barnes misses 2-pt jump shot from 13 ft,,22,23
97,1,1:23.0,,Defensive rebound by J. Grant,22,23
98,1,1:11.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,22,23
99,1,1:10.0,Defensive rebound by D. Harris,,22,23
100,1,0:49.0,P. Jackson misses 2-pt layup from 1 ft (block by E. Freedom),,22,23
101,1,0:48.0,Offensive rebound by Team,,22,23
102,1,0:47.0,Shooting foul by E. Freedom (drawn by J. Anderson),,22,23
103,1,0:47.0,J. Anderson makes free throw 1 of 2,,23,23
104,1,0:47.0,J. Anderson makes free throw 2 of 2,,24,23
105,1,0:32.0,,E. Freedom misses 2-pt hook shot from 3 ft,24,23
106,1,0:32.0,Defensive rebound by S. Mejri,,24,23
107,1,0:15.0,H. Barnes misses 2-pt jump shot from 7 ft,,24,23
108,1,0:15.0,,Defensive rebound by J. Grant,24,23
109,1,0:12.0,,Turnover by C. Payne (bad pass),24,23
110,1,0:00.0,D. Harris makes 2-pt layup from 2 ft,,26,23
111,2,11:43.0,,J. Lauvergne misses 2-pt hook shot from 4 ft,26,23
112,2,11:43.0,Defensive rebound by J. Anderson,,26,23
113,2,11:27.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by P. Jackson),,28,23
114,2,11:11.0,,J. Lauvergne makes 2-pt dunk at rim (assist by E. Freedom),28,25
115,2,11:11.0,,Shooting foul by S. Mejri (drawn by J. Lauvergne),28,25
116,2,11:11.0,A. Bogut enters the game for S. Mejri,,28,25
117,2,11:11.0,,J. Lauvergne makes free throw 1 of 1,28,26
118,2,10:52.0,H. Barnes misses 2-pt jump shot from 21 ft,,28,26
119,2,10:52.0,,Defensive rebound by E. Freedom,28,26
120,2,10:38.0,,C. Payne makes 3-pt jump shot from 25 ft (assist by Á. Abrines),28,29
121,2,10:24.0,A. Bogut misses 2-pt hook shot from 6 ft,,28,29
122,2,10:23.0,,Defensive rebound by E. Freedom,28,29
123,2,10:12.0,,Shooting foul by A. Bogut (drawn by E. Freedom),28,29
124,2,10:12.0,,E. Freedom misses free throw 1 of 2,28,29
125,2,10:12.0,,Offensive rebound by Team,28,29
126,2,10:12.0,,E. Freedom makes free throw 2 of 2,28,30
127,2,9:50.0,Shooting foul by J. Grant (drawn by J. Anderson),,28,30
128,2,9:50.0,J. Anderson makes free throw 1 of 2,,29,30
129,2,9:50.0,J. Anderson makes free throw 2 of 2,,30,30
130,2,9:36.0,,E. Freedom misses 2-pt layup from 1 ft,30,30
131,2,9:36.0,,Offensive rebound by E. Freedom,30,30
132,2,9:35.0,,Shooting foul by N. Brussino (drawn by E. Freedom),30,30
133,2,9:35.0,,E. Freedom makes free throw 1 of 2,30,31
134,2,9:35.0,,E. Freedom misses free throw 2 of 2,30,31
135,2,9:34.0,Defensive rebound by J. Anderson,,30,31
136,2,9:18.0,P. Jackson misses 2-pt layup from 2 ft,,30,31
137,2,9:18.0,,Defensive rebound by Team,30,31
138,2,9:01.0,,Turnover by J. Lauvergne (bad pass),30,31
139,2,9:01.0,,V. Oladipo enters the game for Á. Abrines,30,31
140,2,8:51.0,P. Jackson makes 2-pt jump shot from 18 ft,,32,31
141,2,8:28.0,,E. Freedom makes 2-pt layup from 1 ft,32,33
142,2,8:18.0,A. Bogut makes 2-pt jump shot from 6 ft (assist by P. Jackson),,34,33
143,2,8:03.0,,C. Payne misses 2-pt jump shot from 15 ft,34,33
144,2,8:03.0,Defensive rebound by A. Bogut,,34,33
145,2,7:50.0,P. Jackson makes 2-pt jump shot from 20 ft,,36,33
146,2,7:34.0,Offensive charge foul by E. Freedom (drawn by A. Bogut),,36,33
147,2,7:34.0,,Turnover by E. Freedom (offensive foul),36,33
148,2,7:34.0,Official timeout,,36,33
149,2,7:34.0,,R. Westbrook enters the game for E. Freedom,36,33
150,2,7:34.0,,S. Adams enters the game for J. Lauvergne,36,33
151,2,7:34.0,,D. Sabonis enters the game for C. Payne,36,33
152,2,7:34.0,S. Curry enters the game for H. Barnes,,36,33
153,2,7:34.0,D. Finney-Smith enters the game for P. Jackson,,36,33
154,2,7:18.0,N. Brussino misses 3-pt jump shot from 25 ft,,36,33
155,2,7:17.0,,Defensive rebound by J. Grant,36,33
156,2,7:07.0,,R. Westbrook misses 2-pt jump shot from 16 ft,36,33
157,2,7:07.0,,Offensive rebound by J. Grant,36,33
158,2,7:02.0,,R. Westbrook misses 3-pt jump shot from 25 ft,36,33
159,2,7:02.0,Defensive rebound by D. Finney-Smith,,36,33
160,2,6:36.0,S. Curry misses 2-pt layup from 3 ft,,36,33
161,2,6:36.0,Offensive rebound by A. Bogut,,36,33
162,2,6:36.0,A. Bogut makes 2-pt layup from 1 ft,,38,33
163,2,6:15.0,,D. Sabonis misses 2-pt hook shot from 4 ft,38,33
164,2,6:15.0,,Offensive rebound by Team,38,33
165,2,6:15.0,Loose ball foul by A. Bogut (drawn by S. Adams),,38,33
166,2,6:15.0,S. Mejri enters the game for A. Bogut,,38,33
167,2,6:08.0,,V. Oladipo makes 2-pt jump shot from 19 ft,38,35
168,2,5:43.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),,41,35
169,2,5:18.0,,J. Grant makes 2-pt layup from 3 ft,41,37
170,2,5:03.0,S. Curry makes 3-pt jump shot from 24 ft,,44,37
171,2,4:45.0,,Shooting foul by N. Brussino (drawn by S. Adams),44,37
172,2,4:45.0,,Oklahoma City full timeout,44,37
173,2,4:45.0,,S. Adams makes free throw 1 of 2,44,38
174,2,4:45.0,,A. Roberson enters the game for J. Grant,44,37
175,2,4:45.0,H. Barnes enters the game for J. Anderson,,44,37
176,2,4:45.0,,S. Adams makes free throw 2 of 2,44,39
177,2,4:27.0,Turnover by N. Brussino (lost ball),,44,39
178,2,4:16.0,,Shooting foul by N. Brussino (drawn by S. Adams),44,39
179,2,4:16.0,,S. Adams makes free throw 1 of 2,44,40
180,2,4:16.0,Violation by D. Harris (lane),,44,40
181,2,4:16.0,D. Harris enters the game for N. Brussino,,44,40
182,2,4:16.0,,S. Adams makes free throw 2 of 2,44,41
183,2,3:56.0,Personal foul by R. Westbrook (drawn by H. Barnes),,44,41
184,2,3:45.0,H. Barnes makes 2-pt jump shot from 7 ft,,46,41
185,2,3:27.0,,D. Sabonis makes 2-pt jump shot from 6 ft,46,43
186,2,3:27.0,,Shooting foul by H. Barnes (drawn by D. Sabonis),46,43
187,2,3:27.0,,D. Sabonis makes free throw 1 of 1,46,44
188,2,3:05.0,Turnover by D. Finney-Smith (step out of bounds),,46,44
189,2,2:52.0,Offensive charge foul by S. Adams (drawn by S. Mejri),,46,44
190,2,2:52.0,,Turnover by S. Adams (offensive foul),46,44
191,2,2:52.0,Dallas full timeout,,46,44
192,2,2:40.0,S. Curry makes 3-pt jump shot from 25 ft,,49,44
193,2,2:28.0,,Shooting block foul by S. Mejri (drawn by R. Westbrook),49,44
194,2,2:28.0,,R. Westbrook misses free throw 1 of 2,49,44
195,2,2:28.0,,Offensive rebound by Team,49,44
196,2,2:28.0,,R. Westbrook makes free throw 2 of 2,49,45
197,2,2:06.0,Turnover by S. Curry (lost ball),,49,45
198,2,1:46.0,,R. Westbrook makes 2-pt jump shot from 15 ft,49,47
199,2,1:21.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Curry),,52,47
200,2,1:09.0,,Shooting foul by S. Mejri (drawn by A. Roberson),52,47
201,2,1:09.0,,A. Roberson misses free throw 1 of 2,52,47
202,2,1:09.0,,Offensive rebound by Team,52,47
203,2,1:09.0,Dallas full timeout,,52,47
204,2,1:09.0,,A. Roberson misses free throw 2 of 2,52,47
205,2,1:09.0,D. Powell enters the game for S. Mejri,,52,47
206,2,1:07.0,,Offensive rebound by S. Adams,52,47
207,2,1:05.0,,V. Oladipo misses 3-pt jump shot from 24 ft,52,47
208,2,1:05.0,,Offensive rebound by Team,52,47
209,2,1:05.0,Loose ball foul by D. Finney-Smith (drawn by A. Roberson),,52,47
210,2,1:05.0,,A. Roberson makes free throw 1 of 2,52,48
211,2,1:05.0,,A. Roberson misses free throw 2 of 2,52,48
212,2,1:04.0,,Offensive rebound by S. Adams,52,48
213,2,1:00.0,,Personal foul by D. Harris (drawn by R. Westbrook),52,48
214,2,1:00.0,,R. Westbrook makes free throw 1 of 2,52,49
215,2,1:00.0,,R. Westbrook makes free throw 2 of 2,52,50
216,2,0:51.0,Turnover by S. Curry (bad pass; steal by V. Oladipo),,52,50
217,2,0:37.0,,Turnover by R. Westbrook (bad pass; steal by H. Barnes),52,50
218,2,0:29.0,S. Curry misses 3-pt jump shot from 24 ft,,52,50
219,2,0:29.0,,Defensive rebound by S. Adams,52,50
220,2,0:10.0,,R. Westbrook misses 2-pt layup from 1 ft (block by D. Finney-Smith),52,50
221,2,0:10.0,,Offensive rebound by Team,52,50
222,2,0:10.0,,Oklahoma City full timeout,52,50
223,2,0:05.0,,V. Oladipo makes 3-pt jump shot from 22 ft (assist by A. Roberson),52,53
224,2,0:00.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by H. Barnes),,55,53
225,3,11:43.0,,S. Adams makes 2-pt hook shot from 7 ft,55,55
226,3,11:17.0,N. Brussino makes 2-pt jump shot from 9 ft,,57,55
227,3,11:05.0,,Turnover by R. Westbrook (bad pass; steal by D. Finney-Smith),57,55
228,3,11:02.0,Shooting foul by D. Sabonis (drawn by D. Finney-Smith),,57,55
229,3,11:02.0,D. Finney-Smith makes free throw 1 of 2,,58,55
230,3,11:02.0,D. Finney-Smith makes free throw 2 of 2,,59,55
231,3,10:54.0,,Personal foul by N. Brussino (drawn by R. Westbrook),59,55
232,3,10:45.0,,R. Westbrook makes 2-pt layup from 2 ft,59,57
233,3,10:33.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,59,57
234,3,10:33.0,,Defensive rebound by D. Sabonis,59,57
235,3,10:25.0,,Shooting foul by S. Curry (drawn by R. Westbrook),59,57
236,3,10:25.0,,R. Westbrook makes 2-pt jump shot from 12 ft,59,59
237,3,10:25.0,,R. Westbrook makes free throw 1 of 1,59,60
238,3,10:08.0,H. Barnes misses 2-pt jump shot from 12 ft,,59,60
239,3,10:07.0,,Defensive rebound by V. Oladipo,59,60
240,3,9:58.0,,V. Oladipo makes 2-pt jump shot from 22 ft,59,62
241,3,9:39.0,Turnover by A. Bogut (bad pass; steal by D. Sabonis),,59,62
242,3,9:28.0,,V. Oladipo misses 3-pt jump shot from 24 ft,59,62
243,3,9:27.0,Defensive rebound by N. Brussino,,59,62
244,3,9:11.0,Personal foul by V. Oladipo (drawn by H. Barnes),,59,62
245,3,9:04.0,Turnover by A. Bogut (bad pass; steal by A. Roberson),,59,62
246,3,9:01.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by R. Westbrook),59,64
247,3,9:01.0,Dallas full timeout,,59,64
248,3,8:35.0,A. Bogut makes 2-pt hook shot from 10 ft (assist by N. Brussino),,61,64
249,3,8:13.0,,S. Adams makes 2-pt layup from 1 ft (assist by V. Oladipo),61,66
250,3,7:56.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),,64,66
251,3,7:42.0,,R. Westbrook makes 2-pt layup from 1 ft,64,68
252,3,7:27.0,S. Curry misses 2-pt jump shot from 20 ft,,64,68
253,3,7:26.0,,Defensive rebound by V. Oladipo,64,68
254,3,7:04.0,,V. Oladipo misses 2-pt layup from 3 ft,64,68
255,3,7:04.0,Defensive rebound by N. Brussino,,64,68
256,3,6:49.0,Personal foul by V. Oladipo (drawn by H. Barnes),,64,68
257,3,6:49.0,,Á. Abrines enters the game for V. Oladipo,64,68
258,3,6:38.0,Personal foul by A. Roberson (drawn by H. Barnes),,64,68
259,3,6:37.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,64,68
260,3,6:21.0,,R. Westbrook misses 2-pt jump shot from 9 ft,64,68
261,3,6:20.0,,Offensive rebound by A. Roberson,64,68
262,3,6:12.0,,R. Westbrook misses 3-pt jump shot from 23 ft,64,68
263,3,6:12.0,,Offensive rebound by Team,64,68
264,3,6:12.0,,Turnover by Team (shot clock),64,68
265,3,5:59.0,Personal foul by A. Roberson (drawn by H. Barnes),,64,68
266,3,5:59.0,H. Barnes makes free throw 1 of 2,,65,68
267,3,5:59.0,D. Harris enters the game for N. Brussino,,65,68
268,3,5:59.0,H. Barnes makes free throw 2 of 2,,66,68
269,3,5:42.0,,Shooting foul by A. Bogut (drawn by D. Sabonis),66,68
270,3,5:42.0,,D. Sabonis makes free throw 1 of 2,66,69
271,3,5:42.0,,D. Sabonis misses free throw 2 of 2,66,69
272,3,5:42.0,S. Mejri enters the game for A. Bogut,,66,69
273,3,5:42.0,,J. Grant enters the game for A. Roberson,66,69
