,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
253,3,8:15.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,49,59
254,3,8:02.0,,T. Ariza misses 3-pt jump shot from 25 ft,49,59
255,3,8:01.0,Defensive rebound by M. Brogdon,,49,59
256,3,7:45.0,M. Teletović misses 3-pt jump shot from 28 ft,,49,59
257,3,7:43.0,,Defensive rebound by M. Harrell,49,59
258,3,7:39.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),49,61
259,3,7:39.0,,Shooting foul by J. Henson (drawn by M. Harrell),49,61
260,3,7:39.0,,M. Harrell makes free throw 1 of 1,49,62
261,3,7:18.0,M. Teletović misses 3-pt jump shot from 25 ft,,49,62
262,3,7:17.0,,Defensive rebound by M. Harrell,49,62
263,3,7:08.0,,M. Harrell misses 2-pt layup from 2 ft (block by G. Antetokounmpo),49,62
264,3,7:06.0,Defensive rebound by T. Snell,,49,62
265,3,7:02.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Snell),,51,62
266,3,6:52.0,,Turnover by P. Beverley (bad pass; steal by M. Teletović),51,62
267,3,6:49.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),,53,62
268,3,6:49.0,Shooting foul by P. Beverley (drawn by G. Antetokounmpo),,53,62
269,3,6:49.0,G. Antetokounmpo makes free throw 1 of 1,,54,62
270,3,6:23.0,,J. Harden misses 3-pt jump shot from 32 ft,54,62
271,3,6:23.0,Defensive rebound by Team,,54,62
272,3,6:09.0,M. Brogdon misses 3-pt jump shot from 24 ft,,54,62
273,3,6:07.0,Offensive rebound by J. Henson,,54,62
274,3,5:59.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by M. Teletović),,57,62
275,3,5:59.0,,Houston full timeout,57,62
276,3,5:59.0,,S. Dekker enters the game for C. Brewer,57,62
277,3,5:59.0,,E. Gordon enters the game for P. Beverley,57,62
278,3,5:46.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by M. Harrell),57,65
279,3,5:27.0,M. Teletović misses 2-pt jump shot from 22 ft,,57,65
280,3,5:25.0,,Defensive rebound by J. Harden,57,65
281,3,5:17.0,,E. Gordon makes 3-pt jump shot from 26 ft,57,68
282,3,5:02.0,M. Teletović misses 3-pt jump shot from 26 ft,,57,68
283,3,5:00.0,,Defensive rebound by E. Gordon,57,68
284,3,4:56.0,,Shooting foul by G. Antetokounmpo (drawn by J. Harden),57,68
285,3,4:56.0,,J. Harden makes free throw 1 of 2,57,69
286,3,4:56.0,M. Dellavedova enters the game for M. Brogdon,,57,69
287,3,4:56.0,G. Monroe enters the game for J. Henson,,57,69
288,3,4:56.0,,N. Hilário enters the game for M. Harrell,57,69
289,3,4:56.0,,J. Harden makes free throw 2 of 2,57,70
290,3,4:39.0,M. Dellavedova makes 2-pt jump shot from 5 ft,,59,70
291,3,4:27.0,,E. Gordon misses 3-pt jump shot from 27 ft,59,70
292,3,4:26.0,Defensive rebound by T. Snell,,59,70
293,3,4:18.0,Turnover by G. Antetokounmpo (palming),,59,70
294,3,4:10.0,,N. Hilário makes 2-pt layup from 3 ft (assist by J. Harden),59,72
295,3,3:41.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,59,72
296,3,3:41.0,,Defensive rebound by Team,59,72
297,3,3:18.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by N. Hilário),59,75
298,3,2:54.0,G. Monroe misses 2-pt layup from 3 ft (block by J. Harden),,59,75
299,3,2:54.0,Offensive rebound by Team,,59,75
300,3,2:54.0,Milwaukee full timeout,,59,75
301,3,2:54.0,J. Parker enters the game for G. Antetokounmpo,,59,75
302,3,2:54.0,M. Beasley enters the game for M. Teletović,,59,75
303,3,2:49.0,M. Beasley makes 2-pt jump shot from 18 ft,,61,75
304,3,2:32.0,,T. Ariza misses 3-pt jump shot from 24 ft,61,75
305,3,2:30.0,Defensive rebound by J. Parker,,61,75
306,3,2:21.0,Turnover by M. Dellavedova (bad pass),,61,75
307,3,2:06.0,,S. Dekker misses 3-pt jump shot from 24 ft,61,75
308,3,2:04.0,Defensive rebound by G. Monroe,,61,75
309,3,1:57.0,Shooting foul by N. Hilário (drawn by J. Parker),,61,75
310,3,1:57.0,J. Parker makes free throw 1 of 2,,62,75
311,3,1:57.0,J. Parker makes free throw 2 of 2,,63,75
312,3,1:45.0,,J. Harden makes 2-pt layup from 2 ft,63,77
313,3,1:25.0,M. Dellavedova misses 2-pt layup from 2 ft,,63,77
314,3,1:24.0,,Defensive rebound by T. Ariza,63,77
315,3,1:11.0,,T. Ariza misses 3-pt jump shot from 25 ft,63,77
316,3,1:09.0,,Offensive rebound by E. Gordon,63,77
317,3,1:00.0,,E. Gordon misses 3-pt jump shot from 26 ft,63,77
318,3,0:59.0,Defensive rebound by T. Snell,,63,77
319,3,0:53.0,J. Parker makes 2-pt dunk at rim (assist by T. Snell),,65,77
320,3,0:31.0,,J. Harden misses 3-pt jump shot from 25 ft,65,77
321,3,0:30.0,,Offensive rebound by S. Dekker,65,77
322,3,0:30.0,,S. Dekker makes 2-pt dunk at rim,65,79
323,3,0:07.0,J. Parker misses 2-pt jump shot from 9 ft,,65,79
324,3,0:06.0,,Defensive rebound by E. Gordon,65,79
325,3,0:04.0,,Technical foul by N. Hilário,65,79
326,3,0:04.0,Technical foul by G. Monroe,,65,79
327,3,0:02.0,,J. Harden misses 2-pt jump shot from 8 ft,65,79
328,3,0:00.0,Defensive rebound by G. Monroe,,65,79
329,4,11:43.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,68,79
330,4,11:24.0,,P. Beverley makes 2-pt jump shot from 7 ft,68,81
331,4,11:05.0,J. Parker makes 2-pt hook shot from 7 ft (assist by M. Beasley),,70,81
332,4,11:05.0,Shooting foul by C. Brewer (drawn by J. Parker),,70,81
333,4,11:05.0,J. Parker misses free throw 1 of 1,,70,81
334,4,11:05.0,,Defensive rebound by C. Capela,70,81
335,4,10:55.0,,E. Gordon misses 3-pt jump shot from 27 ft,70,81
336,4,10:54.0,,Offensive rebound by Team,70,81
337,4,10:54.0,Loose ball foul by G. Antetokounmpo (drawn by C. Capela),,70,81
338,4,10:38.0,,Shooting foul by G. Antetokounmpo (drawn by C. Capela),70,81
339,4,10:38.0,,C. Capela misses free throw 1 of 2,70,81
340,4,10:38.0,,Offensive rebound by Team,70,81
341,4,10:38.0,,C. Capela makes free throw 2 of 2,70,82
342,4,10:24.0,Personal foul by E. Gordon (drawn by M. Brogdon),,70,82
343,4,10:17.0,J. Parker misses 2-pt layup from 3 ft (block by C. Capela),,70,82
344,4,10:15.0,,Defensive rebound by C. Brewer,70,82
345,4,10:02.0,,S. Dekker misses 2-pt jump shot from 8 ft (block by M. Beasley),70,82
346,4,10:00.0,,Offensive rebound by S. Dekker,70,82
347,4,10:00.0,,S. Dekker misses 2-pt layup from 2 ft,70,82
348,4,9:58.0,Defensive rebound by Team,,70,82
349,4,9:46.0,M. Brogdon makes 2-pt hook shot from 7 ft,,72,82
350,4,9:33.0,,E. Gordon misses 2-pt jump shot from 19 ft,72,82
351,4,9:32.0,Defensive rebound by J. Parker,,72,82
352,4,9:20.0,J. Terry misses 3-pt jump shot from 25 ft,,72,82
353,4,9:19.0,Offensive rebound by M. Beasley,,72,82
354,4,9:19.0,Personal foul by C. Capela (drawn by M. Beasley),,72,82
355,4,9:16.0,Offensive foul by M. Brogdon (drawn by C. Brewer),,72,82
356,4,9:16.0,Turnover by M. Brogdon (offensive foul),,72,82
357,4,9:02.0,,C. Capela misses 2-pt jump shot from 4 ft (block by J. Parker),72,82
358,4,9:00.0,Defensive rebound by M. Beasley,,72,82
359,4,8:57.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Beasley),,74,82
360,4,8:57.0,,Houston full timeout,74,82
361,4,8:57.0,T. Snell enters the game for J. Terry,,74,82
362,4,8:57.0,,M. Harrell enters the game for S. Dekker,74,82
363,4,8:57.0,,J. Harden enters the game for C. Capela,74,82
364,4,8:38.0,,J. Harden makes 2-pt layup from 3 ft,74,84
365,4,8:15.0,J. Parker misses 3-pt jump shot from 25 ft,,74,84
366,4,8:14.0,,Defensive rebound by P. Beverley,74,84
367,4,8:07.0,,Personal foul by J. Parker (drawn by C. Brewer),74,84
368,4,8:02.0,,P. Beverley misses 2-pt layup from 3 ft,74,84
369,4,8:01.0,Defensive rebound by M. Beasley,,74,84
370,4,7:55.0,M. Beasley makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,76,84
371,4,7:35.0,,C. Brewer misses 3-pt jump shot from 24 ft,76,84
372,4,7:34.0,Defensive rebound by J. Parker,,76,84
373,4,7:18.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,76,84
374,4,7:17.0,,Defensive rebound by J. Harden,76,84
375,4,7:12.0,,Shooting foul by J. Parker (drawn by J. Harden),76,84
376,4,7:12.0,,J. Harden makes free throw 1 of 2,76,85
377,4,7:12.0,,T. Ariza enters the game for C. Brewer,76,85
