,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
0,1,11:40.0,W. Barton misses 3-pt jump shot from 24 ft,,0,0
1,1,11:37.0,Offensive rebound by J. Hernangómez,,0,0
2,1,11:37.0,J. Hernangómez misses 2-pt layup from 3 ft (block by K. Leonard),,0,0
3,1,11:37.0,Offensive rebound by Team,,0,0
4,1,11:28.0,K. Faried misses 2-pt hook shot from 7 ft,,0,0
5,1,11:26.0,Offensive rebound by Team,,0,0
6,1,11:15.0,E. Mudiay misses 2-pt jump shot from 7 ft,,0,0
7,1,11:13.0,Offensive rebound by K. Faried,,0,0
8,1,11:11.0,Turnover by K. Faried (lost ball; steal by D. Green),,0,0
9,1,11:09.0,,Turnover by D. Green (bad pass),0,0
10,1,10:56.0,Shooting foul by D. Green (drawn by W. Barton),,0,0
11,1,10:56.0,W. Barton makes free throw 1 of 2,,1,0
12,1,10:56.0,W. Barton makes free throw 2 of 2,,2,0
13,1,10:40.0,,K. Leonard misses 3-pt jump shot from 25 ft,2,0
14,1,10:38.0,,Offensive rebound by D. Lee,2,0
15,1,10:31.0,,Personal foul by K. Faried (drawn by L. Aldridge),2,0
16,1,10:23.0,,D. Murray makes 2-pt layup from 2 ft (assist by D. Green),2,2
17,1,10:12.0,N. Jokić makes 2-pt jump shot from 6 ft,,4,2
18,1,9:52.0,,Turnover by D. Green (bad pass; steal by J. Hernangómez),4,2
19,1,9:44.0,W. Barton misses 3-pt jump shot from 25 ft,,4,2
20,1,9:43.0,Offensive rebound by J. Hernangómez,,4,2
21,1,9:41.0,,Loose ball foul by D. Murray,4,2
22,1,9:41.0,,M. Ginóbili enters the game for D. Green,4,2
23,1,9:27.0,N. Jokić makes 2-pt jump shot from 7 ft (assist by J. Hernangómez),,6,2
24,1,9:10.0,,K. Leonard misses 3-pt jump shot from 25 ft,6,2
25,1,9:09.0,,Offensive rebound by D. Lee,6,2
26,1,9:03.0,,D. Lee makes 2-pt layup from 2 ft (assist by M. Ginóbili),6,4
27,1,8:51.0,W. Barton misses 2-pt layup from 3 ft,,6,4
28,1,8:50.0,Offensive rebound by Team,,6,4
29,1,8:35.0,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),,8,4
30,1,8:09.0,,L. Aldridge misses 2-pt jump shot from 12 ft,8,4
31,1,8:07.0,,Offensive rebound by D. Lee,8,4
32,1,8:03.0,,D. Lee makes 2-pt layup from 1 ft,8,6
33,1,7:52.0,Turnover by E. Mudiay (lost ball; steal by M. Ginóbili),,8,6
34,1,7:41.0,,Turnover by L. Aldridge (lost ball; steal by E. Mudiay),8,6
35,1,7:36.0,N. Jokić misses 2-pt layup from 2 ft,,8,6
36,1,7:35.0,,Defensive rebound by Team,8,6
37,1,7:25.0,,M. Ginóbili misses 2-pt jump shot from 4 ft (block by J. Hernangómez),8,6
38,1,7:21.0,Defensive rebound by J. Hernangómez,,8,6
39,1,7:16.0,J. Hernangómez makes 2-pt dunk at rim (assist by N. Jokić),,10,6
40,1,6:59.0,,D. Murray misses 2-pt jump shot from 5 ft,10,6
41,1,6:58.0,Defensive rebound by K. Faried,,10,6
42,1,6:50.0,W. Barton misses 3-pt jump shot from 25 ft,,10,6
43,1,6:48.0,,Defensive rebound by D. Lee,10,6
44,1,6:36.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),10,9
45,1,6:24.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,12,9
46,1,6:24.0,,San Antonio full timeout,12,9
47,1,6:06.0,,D. Lee makes 2-pt jump shot from 8 ft,12,11
48,1,5:48.0,E. Mudiay misses 3-pt jump shot from 26 ft,,12,11
49,1,5:47.0,,Defensive rebound by D. Lee,12,11
50,1,5:35.0,,K. Leonard misses 2-pt jump shot from 15 ft,12,11
51,1,5:34.0,Defensive rebound by J. Hernangómez,,12,11
52,1,5:21.0,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),,14,11
53,1,5:04.0,,D. Lee makes 2-pt jump shot from 15 ft (assist by D. Murray),14,13
54,1,4:50.0,K. Faried misses 2-pt jump shot from 5 ft (block by L. Aldridge),,14,13
55,1,4:48.0,,Defensive rebound by D. Murray,14,13
56,1,4:42.0,,K. Leonard makes 2-pt layup from 2 ft (assist by L. Aldridge),14,15
57,1,4:20.0,E. Mudiay misses 2-pt jump shot from 14 ft,,14,15
58,1,4:18.0,Offensive rebound by N. Jokić,,14,15
59,1,4:17.0,N. Jokić makes 2-pt layup from 1 ft,,16,15
60,1,4:02.0,,D. Murray makes 3-pt jump shot from 25 ft (assist by K. Leonard),16,18
61,1,3:43.0,K. Faried misses 2-pt hook shot from 6 ft,,16,18
62,1,3:42.0,,Defensive rebound by D. Lee,16,18
63,1,3:39.0,,Shooting foul by E. Mudiay (drawn by D. Murray),16,18
64,1,3:39.0,,D. Murray makes free throw 1 of 2,16,19
65,1,3:39.0,,D. Dedmon enters the game for L. Aldridge,16,19
66,1,3:39.0,J. Nelson enters the game for E. Mudiay,,16,19
67,1,3:39.0,J. Nurkić enters the game for K. Faried,,16,19
68,1,3:39.0,,D. Murray makes free throw 2 of 2,16,20
69,1,3:28.0,J. Hernangómez misses 2-pt layup from 2 ft,,16,20
70,1,3:27.0,,Defensive rebound by D. Dedmon,16,20
71,1,3:22.0,,D. Murray misses 2-pt layup from 2 ft (block by W. Barton),16,20
72,1,3:18.0,Defensive rebound by N. Jokić,,16,20
73,1,3:14.0,Turnover by N. Jokić (bad pass; steal by D. Dedmon),,16,20
74,1,3:05.0,,Turnover by D. Murray (bad pass; steal by J. Nelson),16,20
75,1,2:58.0,W. Barton misses 3-pt jump shot from 24 ft,,16,20
76,1,2:56.0,,Defensive rebound by D. Murray,16,20
77,1,2:33.0,,D. Murray misses 3-pt jump shot from 25 ft,16,20
78,1,2:32.0,Defensive rebound by J. Hernangómez,,16,20
79,1,2:25.0,Turnover by J. Nelson (lost ball; steal by M. Ginóbili),,16,20
80,1,2:15.0,,M. Ginóbili makes 2-pt jump shot from 14 ft,16,22
81,1,2:14.0,Denver full timeout,,16,22
82,1,2:14.0,,J. Simmons enters the game for K. Leonard,16,22
83,1,2:14.0,,D. Green enters the game for M. Ginóbili,16,22
84,1,2:14.0,,P. Mills enters the game for D. Murray,16,22
85,1,2:14.0,,L. Aldridge enters the game for D. Lee,16,22
86,1,2:14.0,J. Murray enters the game for J. Hernangómez,,16,22
