,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
0,1,11:44.0,J. Butler makes 2-pt jump shot from 9 ft (assist by R. Rondo),,2,0
1,1,11:23.0,,C. Lee makes 2-pt jump shot from 13 ft,2,2
2,1,11:05.0,J. Butler makes 2-pt jump shot from 7 ft (assist by R. Rondo),,4,2
3,1,10:51.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by R. Baker),4,4
4,1,10:32.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by R. Rondo),,6,4
5,1,10:17.0,,R. Baker misses 2-pt jump shot from 9 ft,6,4
6,1,10:16.0,Defensive rebound by N. Mirotić,,6,4
7,1,9:56.0,R. Lopez makes 2-pt jump shot from 15 ft (assist by R. Rondo),,8,4
8,1,9:45.0,,C. Anthony makes 2-pt jump shot from 15 ft (assist by R. Baker),8,6
9,1,9:34.0,N. Mirotić misses 3-pt jump shot from 25 ft,,8,6
10,1,9:33.0,,Defensive rebound by M. Ndour,8,6
11,1,9:26.0,,C. Lee makes 2-pt jump shot from 17 ft,8,8
12,1,9:12.0,R. Rondo misses 2-pt jump shot from 22 ft,,8,8
13,1,9:11.0,,Defensive rebound by M. Ndour,8,8
14,1,9:04.0,,C. Anthony misses 3-pt jump shot from 25 ft,8,8
15,1,9:03.0,Defensive rebound by R. Rondo,,8,8
16,1,8:55.0,Shooting foul by W. Hernangómez (drawn by J. Butler),,8,8
17,1,8:55.0,J. Butler makes free throw 1 of 2,,9,8
18,1,8:55.0,J. Butler makes free throw 2 of 2,,10,8
19,1,8:41.0,,W. Hernangómez makes 2-pt jump shot from 23 ft (assist by R. Baker),10,10
20,1,8:25.0,J. Butler makes 2-pt dunk at rim (assist by R. Rondo),,12,10
21,1,7:59.0,,M. Ndour misses 2-pt jump shot from 10 ft,12,10
22,1,7:58.0,Defensive rebound by R. Rondo,,12,10
23,1,7:53.0,Turnover by R. Rondo (lost ball; steal by M. Ndour),,12,10
24,1,7:49.0,,C. Lee makes 2-pt dunk at rim (assist by M. Ndour),12,12
25,1,7:37.0,Turnover by J. Butler (bad pass; steal by R. Baker),,12,12
26,1,7:31.0,,R. Baker makes 2-pt layup from 1 ft (assist by W. Hernangómez),12,14
27,1,7:19.0,R. Rondo misses 2-pt jump shot from 19 ft,,12,14
28,1,7:18.0,,Defensive rebound by R. Baker,12,14
29,1,7:07.0,,Turnover by W. Hernangómez (bad pass),12,14
30,1,6:49.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by R. Rondo),,14,14
31,1,6:29.0,,C. Anthony misses 2-pt jump shot from 16 ft,14,14
32,1,6:28.0,,Offensive rebound by M. Ndour,14,14
33,1,6:21.0,,R. Baker makes 3-pt jump shot from 24 ft (assist by C. Lee),14,17
34,1,6:20.0,Chicago full timeout,,14,17
35,1,6:01.0,P. Zipser misses 2-pt jump shot from 21 ft,,14,17
36,1,6:00.0,,Defensive rebound by R. Baker,14,17
37,1,5:44.0,,C. Anthony makes 2-pt jump shot from 14 ft (assist by W. Hernangómez),14,19
38,1,5:24.0,J. Butler misses 2-pt jump shot from 20 ft,,14,19
39,1,5:23.0,Offensive rebound by R. Rondo,,14,19
40,1,5:19.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),,17,19
41,1,5:03.0,,R. Baker misses 3-pt jump shot from 25 ft,17,19
42,1,5:02.0,Defensive rebound by R. Rondo,,17,19
43,1,4:53.0,R. Lopez misses 2-pt jump shot from 20 ft,,17,19
44,1,4:52.0,,Defensive rebound by M. Ndour,17,19
45,1,4:40.0,D. Valentine enters the game for P. Zipser,,17,19
46,1,4:40.0,,M. Kuzminskas enters the game for M. Ndour,17,19
47,1,4:39.0,,W. Hernangómez misses 2-pt jump shot from 17 ft,17,19
48,1,4:38.0,Defensive rebound by Team,,17,19
49,1,4:16.0,N. Mirotić misses 3-pt jump shot from 26 ft,,17,19
50,1,4:15.0,,Defensive rebound by R. Baker,17,19
51,1,4:01.0,,C. Anthony makes 2-pt layup at rim (assist by W. Hernangómez),17,21
52,1,3:37.0,D. Valentine misses 3-pt jump shot from 25 ft,,17,21
53,1,3:36.0,Offensive rebound by R. Lopez,,17,21
54,1,3:36.0,R. Lopez misses 2-pt layup at rim,,17,21
55,1,3:35.0,Offensive rebound by R. Rondo,,17,21
56,1,3:28.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Rondo),,20,21
57,1,3:28.0,,New York full timeout,20,21
58,1,3:12.0,,C. Anthony makes 2-pt jump shot from 19 ft,20,23
59,1,2:51.0,J. Butler makes 2-pt layup at rim (assist by R. Lopez),,22,23
60,1,2:43.0,,Turnover by R. Baker (bad pass),22,23
61,1,2:23.0,N. Mirotić misses 3-pt jump shot from 25 ft,,22,23
62,1,2:22.0,,Defensive rebound by C. Anthony,22,23
63,1,2:13.0,,C. Anthony makes 2-pt jump shot from 18 ft,22,25
64,1,1:50.0,D. Valentine misses 3-pt jump shot from 22 ft,,22,25
65,1,1:49.0,,Defensive rebound by W. Hernangómez,22,25
66,1,1:36.0,,C. Anthony misses 3-pt jump shot from 25 ft,22,25
67,1,1:35.0,Defensive rebound by N. Mirotić,,22,25
68,1,1:27.0,N. Mirotić misses 3-pt jump shot from 26 ft,,22,25
69,1,1:26.0,Offensive rebound by R. Lopez,,22,25
70,1,1:26.0,R. Lopez misses 2-pt layup at rim,,22,25
71,1,1:25.0,Offensive rebound by R. Lopez,,22,25
72,1,1:15.0,Personal foul by W. Hernangómez (drawn by R. Lopez),,22,25
73,1,1:15.0,B. Portis enters the game for R. Rondo,,22,25
74,1,1:15.0,M. Carter-Williams enters the game for N. Mirotić,,22,25
75,1,1:15.0,,K. O'Quinn enters the game for W. Hernangómez,22,25
76,1,1:15.0,,J. Holiday enters the game for C. Lee,22,25
77,1,1:02.0,J. Butler misses 3-pt jump shot from 25 ft,,22,25
78,1,1:02.0,,Defensive rebound by Team,22,25
79,1,0:43.0,,K. O'Quinn makes 2-pt jump shot from 16 ft (assist by R. Baker),22,27
80,1,0:29.0,B. Portis makes 2-pt jump shot from 6 ft,,24,27
81,1,0:08.0,,K. O'Quinn makes 2-pt hook shot from 3 ft (assist by R. Baker),24,29
82,1,0:01.0,J. Butler misses 2-pt jump shot from 22 ft,,24,29
83,1,0:00.0,Offensive rebound by Team,,24,29
84,2,11:45.0,,M. Kuzminskas misses 3-pt jump shot from 24 ft,24,29
85,2,11:45.0,Defensive rebound by B. Portis,,24,29
86,2,11:38.0,Offensive foul by J. Lauvergne (drawn by C. Randle),,24,29
87,2,11:38.0,Turnover by J. Lauvergne (offensive foul),,24,29
88,2,11:23.0,,M. Ndour makes 2-pt dunk at rim (assist by M. Kuzminskas),24,31
89,2,11:05.0,Turnover by J. Lauvergne (3 sec),,24,31
90,2,10:43.0,,M. Kuzminskas misses 3-pt jump shot from 27 ft,24,31
91,2,10:39.0,Defensive rebound by Team,,24,31
92,2,10:22.0,B. Portis misses 3-pt jump shot from 24 ft,,24,31
93,2,10:21.0,,Defensive rebound by J. Holiday,24,31
94,2,10:12.0,,C. Randle misses 3-pt jump shot from 26 ft,24,31
95,2,10:11.0,Defensive rebound by D. Valentine,,24,31
96,2,9:57.0,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by C. Randle),,24,31
97,2,9:56.0,,Defensive rebound by C. Randle,24,31
98,2,9:54.0,,Personal foul by P. Zipser (drawn by M. Kuzminskas),24,31
99,2,9:50.0,,M. Kuzminskas makes 2-pt dunk at rim (assist by K. O'Quinn),24,33
100,2,9:50.0,Chicago full timeout,,24,33
101,2,9:26.0,Turnover by M. Carter-Williams (bad pass),,24,33
102,2,9:04.0,,Shooting foul by P. Zipser (drawn by M. Kuzminskas),24,33
103,2,9:04.0,,M. Kuzminskas misses free throw 1 of 2,24,33
104,2,9:04.0,,Offensive rebound by Team,24,33
105,2,9:04.0,,M. Kuzminskas misses free throw 2 of 2,24,33
106,2,9:04.0,R. Rondo enters the game for M. Carter-Williams,,24,33
107,2,9:03.0,Defensive rebound by J. Lauvergne,,24,33
108,2,8:47.0,D. Valentine misses 3-pt jump shot from 25 ft,,24,33
109,2,8:46.0,,Defensive rebound by M. Ndour,24,33
110,2,8:33.0,,M. Ndour makes 2-pt jump shot from 4 ft (assist by J. Holiday),24,35
111,2,8:11.0,Turnover by P. Zipser (traveling),,24,35
112,2,7:57.0,,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),24,38
113,2,7:34.0,B. Portis misses 2-pt layup from 2 ft (block by K. O'Quinn),,24,38
114,2,7:33.0,,Defensive rebound by C. Randle,24,38
115,2,7:28.0,,C. Randle misses 3-pt jump shot from 25 ft,24,38
116,2,7:27.0,Defensive rebound by Team,,24,38
117,2,7:26.0,R. Lopez enters the game for P. Zipser,,24,38
118,2,7:26.0,N. Mirotić enters the game for J. Lauvergne,,24,38
119,2,7:26.0,J. Butler enters the game for B. Portis,,24,38
120,2,7:05.0,D. Valentine misses 2-pt layup from 1 ft (block by K. O'Quinn),,24,38
121,2,7:04.0,,Defensive rebound by K. O'Quinn,24,38
122,2,6:55.0,,K. O'Quinn misses 2-pt jump shot from 19 ft,24,38
123,2,6:54.0,Defensive rebound by J. Butler,,24,38
124,2,6:41.0,R. Lopez misses 2-pt hook shot from 7 ft,,24,38
125,2,6:40.0,,Defensive rebound by K. O'Quinn,24,38
126,2,6:38.0,,Turnover by K. O'Quinn (bad pass; steal by J. Butler),24,38
127,2,6:36.0,N. Mirotić makes 2-pt dunk at rim (assist by J. Butler),,26,38
128,2,6:36.0,Shooting foul by C. Randle (drawn by N. Mirotić),,26,38
129,2,6:36.0,J. Grant enters the game for D. Valentine,,26,38
130,2,6:36.0,,C. Lee enters the game for M. Kuzminskas,26,38
131,2,6:36.0,N. Mirotić makes free throw 1 of 1,,27,38
132,2,6:26.0,,Turnover by M. Ndour (bad pass; steal by J. Grant),27,38
